,Accession,Score,pVal (-log10),Rep1delta_SH,Rep2delta_SH,Rep1Group1_R2,Rep1Group2_R2,Rep1Group1_SH,Rep1Group2_SH,Rep1min_Slope,Rep2Group1_R2,Rep2Group2_R2,Rep2Group1_SH,Rep2Group2_SH,Rep2min_Slope
361,RHOT2,0.502,0.641,0.154,0.124,0.973,0.909,4.292,4.359,-0.209,0.939,0.967,4.339,4.295,-0.215
221,IFNGR1,0.501,0.592,0.173,0.104,0.955,0.964,6.886,6.875,-0.06,0.924,0.969,6.844,6.903,-0.042
12,ADCY3,0.495,0.778,0.633,0.172,0.858,0.93,5.864,6.393,-0.056,0.988,0.968,4.124,4.291,-1.067
209,HSD17B11,0.495,0.616,0.291,0.341,0.974,0.921,5.863,6.104,-0.111,0.838,0.951,5.977,5.647,-0.097
8,ADAM10,0.492,0.557,0.189,0.09,0.962,0.977,6.583,6.586,-0.085,0.981,0.983,6.5,6.41,-0.065
446,TLN1,0.489,0.64,0.095,0.125,0.939,0.931,3.955,4.049,-1.1,0.881,0.955,4.027,3.916,-1.1
296,NSF,0.488,0.548,0.158,0.051,0.995,0.949,3.774,3.88,-1.131,0.898,0.954,3.895,3.844,-1.111
435,STEAP3,0.485,0.635,0.162,0.127,0.938,0.932,5.042,5.197,-0.27,0.952,0.965,5.375,5.248,-0.424
163,F5,0.484,0.601,0.044,0.106,0.928,0.967,5.995,5.978,-0.158,0.974,0.967,5.858,5.964,-0.14
272,MFGE8,0.482,0.589,0.19,0.119,0.944,0.958,7.703,7.513,-0.098,0.845,0.915,7.424,7.543,-0.057
230,INSR,0.481,0.481,0.084,0.083,1.0,1.0,2.698,2.624,-0.138,0.99,0.987,3.043,3.028,-0.115
315,PLXNA1,0.474,0.517,0.049,0.085,0.983,0.974,4.481,4.516,-0.151,0.98,0.991,4.607,4.617,-0.138
9,ADAM17,0.469,0.49,0.106,0.053,0.985,0.993,5.615,5.623,-0.085,0.994,0.996,5.583,5.59,-0.078
116,CLPTM1,0.467,0.536,0.225,0.391,0.972,0.96,5.211,4.985,-0.136,0.89,0.965,5.403,5.012,-0.124
46,ATP2A2,0.465,0.506,0.057,0.087,0.992,0.967,4.338,4.341,-0.245,0.956,0.972,4.382,4.42,-0.336
411,SLC39A14,0.464,0.568,0.163,0.073,0.936,0.966,7.806,7.849,-0.683,0.959,0.955,7.585,7.581,-0.071
235,ITGA4,0.464,0.489,0.104,0.057,0.984,0.99,6.031,5.996,-0.083,0.991,0.989,5.882,5.872,-0.077
126,CPNE1,0.46,0.561,0.248,0.152,0.985,0.92,4.096,4.33,-0.313,0.858,0.943,4.495,4.404,-0.264
206,HMGB1,0.458,0.55,0.279,0.35,0.958,0.953,5.683,5.448,-0.183,0.92,0.977,6.351,6.076,-0.318
466,TXNDC4,0.457,0.504,0.428,0.282,0.963,0.989,5.669,6.092,-0.083,0.958,0.97,5.963,5.705,-0.071
218,ICAM2,0.455,0.479,0.076,0.094,0.986,0.989,5.322,5.247,-0.139,0.995,0.981,5.186,5.128,-0.135
228,IL2RG,0.454,0.498,0.142,0.293,0.988,0.967,5.221,5.355,-0.102,0.991,0.966,5.513,5.246,-0.072
151,ELMO1,0.452,0.46,0.115,0.073,0.999,0.993,3.272,3.156,-0.582,0.95,0.969,3.371,3.338,-1.194
42,ATP13A1,0.45,0.51,0.307,0.447,0.988,0.95,4.685,4.992,-0.163,0.82,0.958,4.962,4.515,-0.166
335,PZP,0.449,0.52,0.389,0.213,0.957,0.971,4.12,4.021,-1.055,0.82,0.883,4.553,4.375,-0.992
422,SLC7A5,0.447,0.548,0.226,0.119,0.964,0.937,7.685,7.46,-0.087,0.97,0.968,7.623,7.662,-0.126
43,ATP1A1,0.445,0.594,0.03,0.037,0.921,0.939,7.4,7.375,-0.41,0.96,0.953,7.41,7.4,-0.846
363,RNPEP,0.444,0.549,0.137,0.032,0.986,0.912,3.457,3.595,-1.111,0.858,0.925,3.543,3.511,-1.159
186,GNAI2,0.443,0.584,0.181,0.105,0.945,0.922,5.477,5.585,-0.154,0.901,0.898,5.94,5.885,-0.121
374,SELPLG,0.443,0.579,0.123,0.042,0.915,0.957,7.118,7.037,-0.025,0.961,0.963,6.981,7.007,-0.061
329,PTPRG,0.441,0.483,0.155,0.321,0.982,0.974,5.375,5.53,-0.05,0.956,0.959,5.092,4.771,-0.298
459,TSPAN14,0.44,0.545,0.043,0.067,0.935,0.96,7.173,7.215,-0.081,0.968,0.983,7.127,7.193,-0.08
355,RECK,0.439,0.514,0.341,0.256,0.953,0.97,7.448,7.497,-0.324,0.937,0.95,6.963,7.163,-0.065
60,B4GALT1,0.437,0.538,0.278,0.394,0.993,0.907,4.373,4.651,-0.169,0.896,0.97,4.567,4.211,-0.191
10,ADAM22,0.427,0.593,0.427,0.495,0.967,0.877,6.339,6.766,-0.063,0.925,0.978,6.57,6.075,-0.065
380,SERPINB2,0.425,0.474,0.249,0.808,0.987,0.959,6.458,6.707,-0.158,0.892,0.962,6.626,5.872,-0.138
364,RP2,0.424,0.47,0.386,0.17,0.993,0.955,4.904,5.29,-0.11,0.972,0.976,5.1,5.106,-0.096
100,CD93,0.424,0.485,0.071,0.235,0.952,0.982,6.648,6.605,-0.055,0.991,0.98,6.603,6.801,-0.062
128,CS,0.423,0.445,0.168,0.035,0.997,0.977,4.691,4.859,-0.155,0.986,0.993,4.626,4.661,-0.149
237,ITGA6,0.42,0.468,0.058,0.122,0.967,0.98,6.122,6.168,-0.056,0.975,0.985,6.211,6.249,-0.049
74,CADM4,0.42,0.729,0.428,0.343,0.84,0.903,6.944,7.371,-0.048,0.955,0.841,6.775,6.848,-0.053
306,PDIA4,0.417,0.54,0.708,0.088,0.985,0.893,5.75,6.457,-0.048,0.924,0.925,6.416,6.376,-0.042
316,PLXNC1,0.416,0.425,0.058,0.166,0.994,0.995,4.905,4.963,-0.163,0.997,0.995,4.859,4.959,-0.151
246,JAG1,0.415,0.457,0.313,0.229,0.984,0.968,5.672,5.937,-0.06,0.993,0.984,5.607,5.671,-0.058
