Accession,logFC,-logPval,-logAdjPval,DMSO_1,DMSO_2,DMSO_3,DMSO_4,DMSO_5,5FU_1,5FU_2,5FU_3,5FU_4,5FU_5
Q9NQC3-5,-0.0764,0.294,0.0042,1310.0,1906.8,1689.9,1661.2,1908.1,1658.4,1667.6,1689.5,1613.3,1436.1
Q9Y259;H3BT56;Q9Y259-2,-0.0472,0.2931,0.0042,46069.0,69307.0,56028.0,59818.0,69510.0,66518.0,57369.0,53223.0,61814.0,53352.0
Q9NQW6;Q9NQW6-2;C9JJT6;H7C167;H7C1K5;H7C0Y6;H7C3S1;H7C1C2,0.0328,0.2966,0.0042,655360.0,782030.0,679040.0,757620.0,773440.0,825250.0,625790.0,753410.0,897480.0,683240.0
Q53GQ0;A0A1B0GVY6;A0A1B0GV93;E9PI21;Q53GQ0-2,0.0457,0.2928,0.0042,31685.0,35218.0,31914.0,38678.0,44145.0,39066.0,33226.0,38548.0,38231.0,38978.0
Q53S33,-0.0417,0.2983,0.0042,32183.0,33750.0,31630.0,34190.0,42695.0,36458.0,34330.0,34297.0,36735.0,29025.0
Q14689-6;Q14689;Q14689-5;Q14689-3;Q14689-2;Q14689-4,-0.0379,0.2958,0.0042,89128.0,117100.0,111160.0,110840.0,110390.0,111960.0,94944.0,103230.0,116960.0,102770.0
Q5U5Q3,-0.0681,0.2989,0.0042,1983.9,2488.9,2116.8,2141.2,2722.6,2086.2,2010.3,2159.2,2567.9,2165.3
Q66LE6;H0YB06;A0A0A6YYD6,-0.0265,0.2949,0.0042,36139.0,42421.0,38644.0,41377.0,46422.0,46686.0,38015.0,38453.0,43910.0,36286.0
Q14376;Q14376-2;Q5QPP4;Q5QPP3;Q5QPP1;Q5QPP9,-0.0386,0.3013,0.0042,269120.0,285930.0,265450.0,292060.0,371000.0,318950.0,278850.0,300450.0,308540.0,249040.0
Q6IAA8;F5GX19;F5H3Y3;H0YFI1;F5H479,-0.0358,0.3031,0.0042,24326.0,31676.0,26977.0,31737.0,32335.0,31005.0,24946.0,28463.0,34079.0,26394.0
Q8TCE6-2;Q8TCE6;Q6NSW5,-0.0499,0.3005,0.0042,37193.0,50373.0,45183.0,52979.0,52348.0,52493.0,37487.0,51050.0,53158.0,38624.0
Q6P582,-0.0473,0.2928,0.0042,12157.0,11837.0,10953.0,12329.0,14528.0,12970.0,10952.0,13377.0,12622.0,10563.0
Q9P2J5;Q9P2J5-2;Q9P2J5-3;A0A087WXY1,0.0258,0.3049,0.0042,676980.0,791780.0,715540.0,832070.0,906450.0,911320.0,718330.0,829290.0,877240.0,698140.0
Q6UVJ0,0.1901,0.3,0.0042,3900.4,4267.6,4888.8,5541.0,1391.3,5707.5,4120.4,5524.7,4644.9,3567.7
Q9P0R6;G3V4I5;G3V368,-0.0327,0.2978,0.0042,85908.0,85569.0,79555.0,93450.0,103470.0,96675.0,81303.0,89037.0,98208.0,77851.0
Q9P086,-0.1106,0.2982,0.0042,1447.8,2704.7,2155.3,1941.2,2044.3,1928.1,1898.0,1538.3,2297.0,1919.4
Q9NYL9;H0YNJ8;H0YKU1;H0YNU8;G5EA42,0.0258,0.3001,0.0042,372230.0,405800.0,379560.0,417430.0,457200.0,441670.0,384540.0,406120.0,447880.0,406170.0
Q6P1K8;Q13888;D6RID8;D6RAW1;D6RIT7;D6RGC9;D6RJD3;R4GMS9,0.0302,0.3036,0.0042,55438.0,57862.0,58281.0,60723.0,61611.0,65121.0,55662.0,60902.0,66330.0,56080.0
Q9NXK8-2;Q9NXK8,0.0555,0.2928,0.0042,3819.0,5390.5,4842.6,4811.6,5102.8,5515.6,5024.8,4785.0,5129.7,4610.2
Q7Z7F7;Q7Z7F7-2;X6R631;X6RIW1,0.0502,0.2969,0.0042,23557.0,29690.0,26616.0,28298.0,25104.0,30026.0,27862.0,26402.0,28481.0,26539.0
Q86YH6,0.0411,0.3084,0.0042,15958.0,20592.0,19814.0,20497.0,20102.0,22870.0,17915.0,20387.0,22663.0,17277.0
Q8IUR7-7;Q8IUR7;B7Z637;Q8IUR7-3;Q8IUR7-2;Q8IUR7-8;G5E9V6;C9J2I1;G5E9V7;Q8IUR7-6;C9JAA7;C9JBY2;H7C4J4;H7C5B7;C9J8P8,-0.0317,0.2923,0.0042,64385.0,84154.0,79662.0,80462.0,87300.0,81961.0,69957.0,80488.0,83985.0,74000.0
Q8IV08;M0R2W7;E2QRG1;M0R1F7,0.0343,0.3073,0.0042,80873.0,87765.0,83952.0,87528.0,101140.0,96605.0,92574.0,90462.0,94405.0,81395.0
Q8IV38;G3V0G5;F8WB95,-0.0525,0.305,0.0042,77456.0,106490.0,96545.0,108990.0,119410.0,113660.0,76090.0,102900.0,116900.0,86695.0
Q15061;C9JEE7;C9IZK7,-0.0264,0.3044,0.0042,82547.0,96181.0,90164.0,95968.0,109640.0,104410.0,81542.0,94311.0,107750.0,83368.0
X6RKY7,0.0948,0.295,0.0042,1669.3,2667.6,2033.3,2590.9,2476.9,2271.8,2405.6,2641.2,3136.4,1848.2
P00519;P00519-2,0.0616,0.3062,0.0042,3302.5,4431.6,3524.9,4570.4,4257.2,4784.5,3605.8,3878.8,4933.4,3968.8
P11177-2;P11177;P11177-3;F8WF02;C9J634,0.0297,0.2919,0.0042,186300.0,194870.0,174980.0,196770.0,225220.0,218060.0,194810.0,200850.0,219590.0,175620.0
P08754,0.0341,0.3071,0.0042,87284.0,109670.0,95247.0,108020.0,122280.0,116600.0,96791.0,104250.0,112660.0,107200.0
CON__P13647;P13647;F8W0C6;H0YI76;F8VV57;H0YIN9;F8VU69,0.1442,0.3051,0.0042,165530.0,143980.0,181190.0,316820.0,238640.0,284480.0,261890.0,227460.0,209850.0,176570.0
O75410;O75410-2;O75410-7;E7EVI4;O75410-3;E7ET87;H0YAY0;R4GMT7;O75410-6;O75410-5;O75410-4;H0YBT8;B4E3H6;O75410-8;E5RJG6,-0.021,0.2994,0.0042,461650.0,498330.0,455550.0,503180.0,550270.0,524440.0,456890.0,491650.0,546580.0,441210.0
O75326-2;O75326,0.0443,0.2994,0.0042,6118.4,6490.3,5476.8,6350.5,6955.1,7018.5,6379.2,6441.1,6918.5,5928.6
U3KQK0;Q99879;Q99877;Q93079;Q5QNW6;P62807;P58876;P57053;O60814;Q5QNW6-2,0.0553,0.2999,0.0042,524780.0,618180.0,498210.0,562640.0,645650.0,555110.0,619770.0,566580.0,592900.0,626900.0
CON__P02584,-0.0457,0.2948,0.0042,3171.4,3624.2,3443.4,3431.0,3998.6,3777.3,3307.4,3447.3,3882.7,2908.0
P49792;F8VYC4;A0A286YES2;A0A1W2PNU4;P0DJD0;P0DJD1;H7BZ48,0.0389,0.2986,0.0042,220720.0,277340.0,232400.0,239970.0,257720.0,311100.0,225720.0,248790.0,271950.0,222290.0
A0A0G2JMZ8;Q16625-5;Q16625-4;Q16625-2;Q16625-3;Q16625,-0.0476,0.2959,0.0042,6262.2,6979.7,6726.8,7733.9,8943.9,8385.8,6130.5,6988.1,7683.5,6588.0
O60462;O60462-6;O60462-4;O60462-5;O60462-2;O60462-3,-0.0449,0.3033,0.0042,31538.0,40623.0,33162.0,36200.0,43302.0,35803.0,37206.0,34164.0,38860.0,33654.0
O60306;H0YH15;H0YLN9,0.0215,0.306,0.0042,143380.0,177200.0,158060.0,170980.0,180880.0,185060.0,153640.0,172810.0,179680.0,159300.0
O60229-5,-0.107,0.3064,0.0042,32285.0,32771.0,26761.0,29692.0,18238.0,25701.0,27717.0,28466.0,28290.0,22447.0
P12429;D6RA82;D6RFG5;D6RCA8;D6RFJ9;D6RAZ8,-0.0336,0.2967,0.0042,1021700.0,1052800.0,981570.0,1107100.0,1328400.0,1193800.0,1037600.0,1069700.0,1169900.0,943740.0
P61088;F8VSD4;F8VV71;Q5JXB2;F8VQQ8;F8VZ29,-0.05,0.303,0.0042,187080.0,266080.0,228550.0,271170.0,259260.0,276380.0,193630.0,242670.0,278580.0,195190.0
A0A087X0M4;Q9BWU0;A0A087WWF4;H7C256,0.0201,0.3069,0.0042,584730.0,639290.0,584150.0,660970.0,722970.0,695370.0,602300.0,652900.0,714680.0,602470.0
A0A0C4DGH0;Q5ZPR3-3;Q5ZPR3-4;Q5ZPR3;H0YL10;Q5ZPR3-2;H0YLT8;H0YN85;H0YK40;H0YK59;H0YN29,-0.0299,0.2948,0.0042,42500.0,47351.0,44859.0,47373.0,55633.0,47821.0,44338.0,49045.0,49825.0,43479.0
A0A0C4DGJ8;Q6IPR1;G3V521,-0.0281,0.2983,0.0042,15784.0,18612.0,16941.0,18553.0,19937.0,20392.0,16301.0,18239.0,18800.0,15349.0
G3XAN4;Q15629-2;Q15629,-0.0458,0.2989,0.0042,9215.5,8849.6,9373.8,9627.3,11351.0,10716.0,8699.2,9744.0,10020.0,8318.4
O95757;E9PDE8;D6RJ96,-0.0383,0.296,0.0042,725970.0,844630.0,730140.0,830510.0,1065500.0,934160.0,764570.0,810680.0,900250.0,707410.0
A0A0D9SGC1;Q5JVM0,0.0468,0.2962,0.0042,6138.6,7705.7,6368.8,7017.0,7970.9,8871.8,6592.1,7512.6,7698.5,6112.4
A0A140T974;A0A140T9W4;A0A140T9R1;O75955-2;O75955,0.0539,0.3038,0.0042,7214.6,7756.6,6876.2,7475.2,8280.4,7992.3,7947.4,8156.5,7573.3,7597.1
P55210;P55210-3;A0A0A0MRL7;P55210-4;Q5SVL2;P55210-2,-0.0443,0.3063,0.0042,200960.0,205410.0,191820.0,218520.0,282990.0,237810.0,194500.0,217170.0,241090.0,185700.0
D6RH26;Q96DE9;Q8TE69;Q5HY62;S4R3G8;Q8TE69-2,-0.0418,0.3022,0.0042,9906.9,10858.0,11246.0,11097.0,12158.0,11254.0,10828.0,10813.0,11260.0,9993.3
P04114,-0.0606,0.2998,0.0042,92819.0,99509.0,83164.0,109720.0,126840.0,95541.0,92297.0,119150.0,108500.0,78869.0
P04179;P04179-4;F5H4R2;F5GYZ5;P04179-2;F5H3C5;P04179-3;G8JLJ2;G5E9P6;F5GXZ9,0.0407,0.3029,0.0042,792050.0,753470.0,748520.0,835200.0,825170.0,867410.0,822020.0,800640.0,880390.0,747630.0
A0A087WXV4;P41235-7;P41235-3;P41235-6;P41235-5;P41235-2;P41235;P41235-4,-0.1012,0.3076,0.0042,1096.2,1221.7,1292.9,1186.6,1316.1,1245.4,969.84,1336.3,1006.4,1190.4
CON__Q58D62,0.0652,0.3035,0.0042,50674.0,46480.0,50848.0,49311.0,62013.0,51646.0,56872.0,47350.0,61150.0,55938.0
D6RF23,-0.0918,0.3024,0.0042,3074.0,2456.0,2858.3,3056.0,3009.4,3531.2,2550.7,2760.3,2986.0,2056.2
A0A0D9SEJ5;F5GY05;Q96EK7-2;Q96EK7,-0.0751,0.2914,0.0042,2801.9,3990.7,3743.7,3126.2,3221.0,3363.5,2994.2,3209.4,3510.0,3131.1
D6RDH4;Q9Y3D8-2;Q9Y3D8;A0A087WVD7,-0.0513,0.3051,0.0042,35133.0,53283.0,46163.0,51327.0,58190.0,52033.0,39441.0,49076.0,53094.0,43289.0
O95163;F5H2T0;H0YDF3,0.0286,0.3022,0.0042,391350.0,489240.0,443080.0,489790.0,516660.0,545740.0,409630.0,504520.0,515990.0,426920.0
P07099;B1AQP8;B1AQP9,0.0432,0.2928,0.0042,193970.0,245550.0,212740.0,226780.0,242580.0,238000.0,218590.0,221040.0,234910.0,247560.0
O76080;Q5QPB1,-0.0445,0.3023,0.0042,162180.0,173460.0,151120.0,168480.0,227890.0,188540.0,163810.0,172010.0,189010.0,149310.0
P15529-15;P15529-9;P15529-7;P15529-12;P15529-14;P15529-8;P15529-4;P15529-6;P15529-11;P15529-13;P15529-3;P15529-5;P15529-10;P15529;P15529-2;P15529-16,0.0207,0.2986,0.0042,191200.0,213900.0,194730.0,216030.0,230680.0,237190.0,202330.0,213820.0,224030.0,194780.0
F8W8H5;Q969Q5,-0.0455,0.299,0.0042,19080.0,24816.0,21948.0,24091.0,28069.0,26463.0,23264.0,21008.0,23963.0,20240.0
O43156,0.0717,0.2995,0.0042,2069.9,2979.5,2525.3,2315.7,2935.7,2849.0,2765.9,2814.6,2731.2,2383.3
A0A1X7SBS0;Q96EB1;A0A1W2PNY5;A0A1W2PQZ6;A0A1W2PRF0;A0A1W2PRJ0;A0A1W2PPP6;A0A1W2PS93;A0A1W2PR08;A0A1W2PRF5;G5E9D4;Q96EB1-3;Q96EB1-2;A0A1W2PP47;E9PPJ9;A0A1W2PQA7;A0A1W2PPR3;A0A1W2PQ05;A0A1W2PNW2;A0A1W2PNY4;A0A1W2PQW5,-0.03,0.2978,0.0042,119150.0,137980.0,126050.0,142720.0,163040.0,146810.0,115320.0,142170.0,153820.0,123230.0
P26368-2;P26368;K7ENG2,0.0275,0.3076,0.0042,294870.0,338530.0,310050.0,332060.0,334270.0,348240.0,315230.0,322000.0,362530.0,310310.0
P37108;H0YLA2,-0.0532,0.2944,0.0042,154990.0,177730.0,152140.0,170130.0,248830.0,182190.0,162440.0,171730.0,189170.0,166860.0
K7ESF4,-0.0612,0.2995,0.0042,3520.5,4917.2,4966.5,4403.0,5002.2,4540.9,4028.5,4474.3,4833.6,4158.3
K7ER15;Q9H0R4;K7EJQ8;A0A1B0GXB1;K7EQD2;K7EMY7;Q9H0R4-2,0.0423,0.293,0.0042,99242.0,106870.0,93477.0,108270.0,111360.0,122290.0,111790.0,105350.0,114480.0,87238.0
K7EQ03;K7EP90;Q9BTD8-4;Q9BTD8-2;Q9BTD8-3;Q9BTD8;K7ER08;K7EML2,0.0439,0.2958,0.0042,105470.0,141870.0,112570.0,123340.0,114910.0,141730.0,112890.0,119080.0,135770.0,114940.0
P30048-2;P30048,0.0402,0.2938,0.0042,901730.0,960630.0,937000.0,983980.0,1253300.0,1080400.0,1039200.0,1049400.0,1059800.0,972110.0
P30622-2;J3KP58;F6VGP8,-0.0465,0.2947,0.0042,83521.0,79313.0,70452.0,87143.0,99863.0,92589.0,76347.0,83594.0,92558.0,67322.0
P22307-2;P22307-5,-0.0618,0.3063,0.0042,11031.0,15902.0,13435.0,12949.0,15117.0,12901.0,14067.0,12491.0,13551.0,12662.0
K7EIY6;Q9BV68-2;Q9BV68;U3KQF4,-0.0447,0.3045,0.0042,23210.0,28876.0,24007.0,29793.0,32599.0,30316.0,21773.0,27469.0,31661.0,24417.0
P35914;P35914-3;P35914-2;H0Y2L7;G5E9S9;B7Z4D4;B7Z212;Q8TB92-5;Q8TB92-2;Q8TB92,-0.0373,0.2917,0.0042,293090.0,323460.0,297420.0,318850.0,415180.0,355770.0,309250.0,328220.0,350710.0,274710.0
P32321;P32321-2;D6RBJ9;D6R9S0;D6RBN2;D6RC36;D6RAR9;D6RAD7,-0.0323,0.2998,0.0042,522790.0,557230.0,507080.0,576710.0,695990.0,615980.0,537440.0,550280.0,608630.0,506120.0
I3L2J8;Q9UPN4-3;Q9UPN4-2;Q9UPN4;I3L2X7;I3L316;I3L4M5,-0.1065,0.2954,0.0042,15258.0,26769.0,19564.0,17520.0,15561.0,18425.0,21899.0,14832.0,16599.0,16467.0
P52732,0.0406,0.2933,0.0042,104030.0,146930.0,131800.0,140230.0,147630.0,160770.0,116920.0,139930.0,158680.0,121390.0
J3KMZ8;Q92785;Q92785-2;E9PN04;J3KQY6;C8C3P2;E9PDV3;A5PLL3;Q92782-3;Q92784;Q92782;Q92782-2;Q8WYB5-3;Q8WYB5-2;Q92794;Q8WYB5,0.0271,0.2998,0.0042,68130.0,77515.0,70109.0,75695.0,75846.0,81174.0,69102.0,75939.0,81191.0,71179.0
P24534;C9JZW3;F2Z2G2;F8WF65,0.0343,0.3044,0.0042,620400.0,604330.0,566450.0,670820.0,740700.0,709390.0,612890.0,676550.0,720790.0,595620.0
P27816;P27816-6,-0.0852,0.3012,0.0042,3747.4,4725.1,4764.2,4006.6,6630.7,5473.8,4374.8,4198.3,4856.3,3743.9
A0A0D9SFG6;Q15438-3;Q15438-2;Q15438;Q99418-2;O43739-2;Q99418;O43739;M0R2J0;K7ENQ8;G5E9B7;K7EKA2;K7ERV8;F8W8E2;A0A286YF81;Q9UIA0,-0.0328,0.2981,0.0042,16441.0,18608.0,18600.0,18457.0,21659.0,19093.0,16687.0,18951.0,20956.0,16903.0
O15541;Q8IZP6,-0.0277,0.2934,0.0042,223710.0,236600.0,218390.0,239290.0,272450.0,250750.0,228020.0,229640.0,262870.0,208740.0
P16333;C9JAB9;P16333-2;C9JVV5;C9J869;H7C5C7;C9K098;C9J0K5,-0.0232,0.2965,0.0042,169170.0,196440.0,184570.0,204010.0,207980.0,212320.0,166390.0,192240.0,216570.0,171450.0
P50395;P50395-2;Q5SX87;Q5SX91;Q5SX86;V9GYF8;Q5SX90;V9GYJ7,-0.0304,0.2916,0.0042,1612600.0,1724800.0,1557100.0,1792100.0,2137800.0,1890900.0,1634700.0,1719100.0,1857500.0,1601900.0
H0Y4C5;B8ZZS2;Q13506-2;Q13506,0.108,0.2955,0.0042,1391.7,1621.9,1333.1,1778.9,1465.0,1453.6,1660.3,1805.5,1437.7,1818.8
B8ZZQ6;P06454-2;P06454;B8ZZA1;B8ZZW7;H7C2N1,0.0487,0.2979,0.0042,1370600.0,1196500.0,1193700.0,1421700.0,1576900.0,1446400.0,1287900.0,1562000.0,1520900.0,1256000.0
P49959;F8W7U8;P49959-2;P49959-3;F5GXT0;F5H742;F5H256,-0.0418,0.2924,0.0042,302560.0,319300.0,292070.0,338090.0,426730.0,361770.0,292060.0,342250.0,374610.0,276430.0
H0YDT0;Q96D71-2;Q96D71-4;Q96D71-3;Q96D71;E9PMG1;H0YCR2;F2Z3L2;H0YE89;H0YCF0;H7C1V2;Q8NFH8-3;Q8NFH8-2;Q8NFH8-4;Q8NFH8,-0.0224,0.2958,0.0042,92966.0,113930.0,100270.0,110050.0,123930.0,119260.0,95635.0,107650.0,121150.0,94698.0
K7EKN9;Q9HCJ0;Q9HCJ0-2,0.0764,0.2893,0.004,1224.0,1453.1,1434.7,1465.8,1783.8,1626.8,1281.0,1503.0,1747.3,1651.5
Q9BVJ6;Q9BVJ6-3;Q9BVJ6-2;X6RJY0;Q5TAP6,-0.0321,0.2894,0.004,36618.0,39302.0,36596.0,39803.0,43622.0,40339.0,36199.0,37047.0,41408.0,38238.0
Q9UKD2,-0.0475,0.2908,0.004,44121.0,47259.0,42873.0,50029.0,52995.0,47506.0,40955.0,43637.0,48250.0,50536.0
K4DI92;Q6NW29;D6R9C7;D6RCM5;D6RDH6;E7EV43;Q6NW29-2,0.0362,0.2899,0.004,97027.0,122830.0,110680.0,116270.0,111050.0,120600.0,100670.0,116950.0,129300.0,111170.0
A0A0A0MQS1;Q53H96-2;Q53H96;B5MD87;A0A087WTU2,-0.0296,0.2895,0.004,52206.0,68295.0,61782.0,60222.0,68305.0,65738.0,56815.0,61274.0,67773.0,55783.0
A0A0D9SEM4;Q08170,0.0344,0.2906,0.004,78620.0,80785.0,74719.0,84239.0,99345.0,88932.0,81326.0,86602.0,91529.0,82402.0
Q13428-3;E7ETY2;Q13428-8;Q13428-7,-0.0408,0.2904,0.004,1061600.0,1121400.0,1008200.0,1113600.0,1490900.0,1241900.0,1036400.0,1112600.0,1280200.0,1010400.0
CON__P48668;CON__P02538;P48668;P02538;CON__P04259;CON__Q8VED5;CON__Q5XKE5;Q5XKE5,0.232,0.2905,0.004,221470.0,146640.0,322120.0,310210.0,191800.0,288040.0,232630.0,240170.0,545620.0,158090.0
Q6N069;Q6N069-3;Q6N069-2;Q6N069-4;Q6N069-5,-0.0353,0.29,0.004,76738.0,100880.0,89580.0,100020.0,96474.0,100770.0,77292.0,97586.0,100890.0,81307.0
Q8NFI3;Q8NFI3-2;Q8NFI3-3;F8W925;J3QLG5;J9JID0,0.0287,0.2897,0.004,214460.0,234120.0,224880.0,231250.0,265140.0,253080.0,233740.0,236480.0,250510.0,228840.0
Q71UI9;P0C0S5;C9J0D1;Q71UI9-3;Q71UI9-4;Q71UI9-2;C9J386,0.0549,0.2901,0.004,24804.0,29166.0,22464.0,26343.0,33573.0,27744.0,26076.0,27893.0,29862.0,30230.0
Q9UDT6-2;Q9UDT6;H7C4L6,-0.0341,0.2896,0.004,474000.0,509110.0,460220.0,498900.0,632040.0,536490.0,485170.0,491250.0,547790.0,470660.0
C9JBF1;A0A087X1C3;A8MZ97,-0.0437,0.2902,0.004,31163.0,31901.0,29424.0,37541.0,41415.0,33679.0,31449.0,35669.0,36470.0,30131.0
Q9NQS1;H0YKR0,0.0319,0.2902,0.004,78219.0,97606.0,87793.0,94291.0,89731.0,102650.0,81130.0,94056.0,100580.0,85042.0
P07741;H3BQZ9;P07741-2;H3BQB1;H3BQF1;H3BSW3,-0.0232,0.2854,0.0039,360490.0,402980.0,377340.0,396290.0,453050.0,428540.0,384540.0,388140.0,428310.0,348050.0
Q5T0F9-2;Q5T0F9;H7C1U3;H0Y517;Q5T0F9-3;Q5T0F9-4;Q5T0F9-5,0.0296,0.2862,0.0039,194640.0,238370.0,220080.0,242730.0,242390.0,267660.0,199020.0,231420.0,269000.0,210370.0
Q9UET6-2;Q9UET6;B7Z4K4,0.0293,0.2863,0.0039,39113.0,47518.0,44059.0,47060.0,45522.0,50738.0,41475.0,46231.0,51835.0,40658.0
Q9NS86,-0.0411,0.288,0.0039,274940.0,285830.0,265690.0,293200.0,384440.0,313940.0,285720.0,293890.0,306080.0,269760.0
P35568,-0.0929,0.2888,0.0039,1233.3,1733.4,1430.9,1349.1,2081.9,1508.8,1178.2,1653.6,1668.2,1366.6
Q76N89-2;Q76N89,-0.0459,0.2874,0.0039,14515.0,18004.0,16780.0,17443.0,17935.0,16451.0,15710.0,16202.0,16876.0,17180.0
P41212,-0.0725,0.2868,0.0039,1817.6,2503.6,2286.3,2018.7,2204.4,2192.4,1947.9,1906.1,2474.4,1907.7
P01034,-0.0378,0.2851,0.0039,44236.0,44047.0,45422.0,48517.0,52641.0,49934.0,46684.0,45170.0,47209.0,41912.0
Q9HCM4-2;Q9HCM4-4;Q9HCM4-3;Q9HCM4,-0.095,0.2874,0.0039,933.55,1455.3,1155.4,1389.0,1142.2,1351.6,929.34,1174.4,1333.2,982.14
P40926;P40926-2;G3XAL0,-0.0427,0.2847,0.0039,1673300.0,1712600.0,1614700.0,1772600.0,2346600.0,1870000.0,1764600.0,1793400.0,1902000.0,1574800.0
Q9Y230;Q9Y230-2;M0R0Y3;X6R2L4;M0R0Z0;M0QXI6;M0QXZ7;A0A1W2PS48,-0.0332,0.2847,0.0039,889450.0,1068800.0,908820.0,1095500.0,1272700.0,1165100.0,881470.0,1052300.0,1149300.0,912730.0
Q9Y237;Q9Y237-2;H0Y4T6;J3KMW3;H0Y8P6;Q9Y237-3;H0Y610,-0.0584,0.2847,0.0039,125650.0,110480.0,105020.0,128300.0,169010.0,132540.0,108730.0,131260.0,143110.0,104260.0
P53396;K7EIE7;K7ESG8,-0.0345,0.2865,0.0039,2448200.0,2865400.0,2550500.0,2810400.0,3639400.0,3047000.0,2604200.0,2833100.0,3061300.0,2512300.0
P35270;REV__Q16649,-0.0486,0.287,0.0039,318220.0,466480.0,415570.0,459380.0,462860.0,492690.0,346790.0,423650.0,478980.0,336490.0
P82909;D6R941,-0.0385,0.2848,0.0039,99821.0,120120.0,112180.0,108670.0,113660.0,120030.0,109360.0,100710.0,115090.0,100440.0
Q99714;Q99714-2;Q5H928,-0.0293,0.2878,0.0039,382560.0,453730.0,405220.0,435600.0,518210.0,479900.0,420060.0,430410.0,478510.0,362410.0
P60981;P60981-2;F6RFD5,0.0321,0.2864,0.0039,853290.0,849640.0,771340.0,930080.0,1012900.0,1015500.0,815290.0,931330.0,998290.0,811260.0
Q9Y3D2;H0YE51,0.0364,0.2857,0.0039,98303.0,115600.0,109410.0,113490.0,109390.0,122760.0,114270.0,110180.0,117910.0,101110.0
Q9BV79;Q9BV79-2;H3BM30,-0.0282,0.2853,0.0039,46258.0,58746.0,50229.0,55665.0,63136.0,59891.0,51199.0,54026.0,60256.0,45799.0
O15066;O15066-2;F8WAR6;F8WER6;O14782,0.0327,0.2852,0.0039,51390.0,66203.0,61986.0,61236.0,66680.0,69486.0,53968.0,66069.0,68826.0,59568.0
H0YHD0;Q5PSV4-2;Q5PSV4,-0.064,0.2869,0.0039,2089.4,2650.6,2011.6,2392.0,2858.7,2517.6,2019.0,2529.2,2295.4,2180.5
Q13217;X6R9L0,0.0306,0.288,0.0039,226500.0,263870.0,226660.0,258650.0,263830.0,291560.0,212890.0,252980.0,286000.0,239510.0
REV__P38432,0.1794,0.2885,0.0039,17222.0,21500.0,19864.0,22831.0,7964.6,23501.0,18764.0,20725.0,21835.0,18955.0
H0YMV8;Q71UM5;C9JLI6,-0.0687,0.2871,0.0039,12876.0,15119.0,13349.0,15371.0,16952.0,16462.0,11928.0,10667.0,17079.0,14800.0
F5GWT4;Q9H4A3-2;Q9H4A3;Q9H4A3-5;Q9H4A3-6;Q9H4A3-7;Q9H4A3-4;F6UYG0;A0A087WYK2;F8W9F9;H0Y7T5;Q9BYP7-3;Q9BYP7-4;Q9BYP7-2;Q9BYP7;Q9Y3S1-2;Q9Y3S1-4;Q9Y3S1;A6PVV2;Q9Y3S1-3;H0YFF1;H0Y7J9;H0Y493;H0Y7R3,0.0382,0.2857,0.0039,165990.0,224820.0,199110.0,221450.0,223830.0,247150.0,176070.0,220100.0,245710.0,187370.0
Q9Y680-3;Q9Y680;F8WE12;Q9Y680-1;F8WCU2;F8WBF2;H7BZJ4,-0.0445,0.2849,0.0039,112580.0,112730.0,105650.0,126300.0,159160.0,130090.0,110360.0,125000.0,132770.0,104200.0
Q5SR54;O94985-2;O94985,-0.0847,0.2876,0.0039,1467.9,1670.8,1531.1,1764.2,1664.4,1723.5,1351.8,1834.0,1349.3,1446.7
Q13347;Q5TFK1,-0.0459,0.2847,0.0039,253480.0,288470.0,252490.0,281780.0,395460.0,312120.0,271030.0,281930.0,305760.0,259770.0
Q96F63,-0.0378,0.2882,0.0039,32741.0,41673.0,36343.0,38868.0,38904.0,38730.0,36930.0,34642.0,39647.0,35112.0
Q96DD7,0.0697,0.2882,0.0039,14997.0,14647.0,14841.0,16112.0,13330.0,14193.0,14352.0,16343.0,17039.0,16611.0
Q96RL1-2;Q96RL1-3;Q96RL1;Q96RL1-4;D6RC40;D6RCQ3;Q96RL1-5,0.0344,0.2848,0.0039,90479.0,88976.0,85853.0,96998.0,108330.0,101880.0,93619.0,96035.0,102380.0,92148.0
E7ERX9;Q9NQT8,0.057,0.2872,0.0039,18790.0,23175.0,22930.0,20960.0,19330.0,22943.0,20766.0,22318.0,22536.0,22113.0
Q86TP1;Q86TP1-2;Q86TP1-6;Q86TP1-5;Q86TP1-7;Q86TP1-4;Q86TP1-3;Q5SZG1,-0.0725,0.2876,0.0039,22777.0,42884.0,34654.0,37060.0,32968.0,37016.0,27018.0,32094.0,38721.0,28911.0
O00139-1;O00139-5;O00139;O00139-4;H0Y5Z9;H0Y8H2,0.0569,0.2846,0.0039,1813.4,2261.6,2053.4,2298.3,2435.5,2181.8,2056.9,2363.4,2586.8,2183.1
Q7Z6K3;X6R9N0;J3KQP8;F5GXY1,-0.022,0.2883,0.0039,59837.0,67506.0,63835.0,71445.0,72769.0,71307.0,58846.0,68409.0,74501.0,61052.0
P28482;P28482-2;K7ELV1;K7EN18;P31152;Q16659,-0.0298,0.2821,0.0038,341070.0,429740.0,380920.0,441130.0,469550.0,462950.0,354920.0,420360.0,458950.0,345190.0
O14964;O14964-2;I3L1P5;I3L1E3;I3L165;I3L2H4,-0.0393,0.281,0.0038,497200.0,600370.0,540110.0,610690.0,742770.0,689550.0,499580.0,593070.0,669140.0,490620.0
