Accession,logFC,-logPval,-logAdjPval,DMSO_1,DMSO_2,DMSO_3,DMSO_4,DMSO_5,5FU_1,5FU_2,5FU_3,5FU_4,5FU_5
F2Z2W7;Q8IZ69;Q8IZ69-2;C9K041;H7C100;H7BZZ4,1.0875,103.0827,99.2855,98475.0,133990.0,118180.0,126610.0,137730.0,289090.0,258350.0,261800.0,279260.0,227420.0
P04818;P04818-2;P04818-3,1.1091,96.8678,93.3717,140900.0,173820.0,154060.0,177610.0,202990.0,410480.0,362250.0,369670.0,397890.0,304890.0
Q8WWH5,0.8844,36.3176,32.9975,96826.0,139710.0,129770.0,140460.0,139180.0,279760.0,198250.0,239350.0,266970.0,220490.0
Q9H0K6;F8VZA0;F8VWC0;F8VW99;Q9H0K6-2,0.3647,36.1507,32.9556,41860.0,48593.0,44894.0,49292.0,55002.0,67339.0,56263.0,62900.0,69473.0,55660.0
Q3MIT2;C9JNL8;A8MUL8,0.6557,35.8188,32.7206,76597.0,105480.0,93706.0,100070.0,98822.0,168660.0,135790.0,153950.0,161090.0,135720.0
Q9NX38;X6REY2,0.6988,34.5813,31.5623,55148.0,68962.0,62138.0,74471.0,67166.0,115930.0,92134.0,114980.0,119470.0,95905.0
Q8N0T1;E5RGR5;A0A087WWE7;Q8N0T1-2,-0.6235,31.1064,28.1543,19269.0,24876.0,21780.0,23385.0,23401.0,15796.0,14008.0,13998.0,16161.0,13862.0
Q9BZE2;A0A087WY59;E9PRI9;E9PNY6,0.3566,23.6908,20.7967,105620.0,127390.0,117500.0,126710.0,146110.0,174010.0,150850.0,163780.0,173910.0,141900.0
Q96PZ0;E7EUH7;H0Y863,0.3835,20.2365,17.3935,311020.0,360890.0,315490.0,356140.0,429140.0,506840.0,427390.0,470060.0,499170.0,425120.0
Q96G46;Q96G46-2;Q96G46-3;K7EJX8;K7EM42;K7EMI3;K7EPA4;K7ER20;K7EQU9,0.2727,19.9926,17.1954,130840.0,159960.0,142110.0,155150.0,172000.0,199460.0,175980.0,183420.0,198350.0,168070.0
G8JLB3;Q9Y606-2;Q9Y606;F5H1S9;F5GXL3;F5GY32;F5H168;F8W9U5;F5H1B2,0.3262,19.2731,16.5173,160150.0,185240.0,167030.0,180340.0,200650.0,243560.0,220670.0,221660.0,236510.0,206560.0
Q9NY12-2;Q9NY12,-0.5445,18.2391,15.5211,36762.0,35254.0,32627.0,37385.0,41714.0,27424.0,22933.0,24348.0,28522.0,24274.0
D6R9T3;Q96FZ2;E7EMP6;D6RGK7;D6RAZ3;D6RAI0,0.3564,17.364,14.6807,36437.0,45767.0,39710.0,43395.0,43689.0,60152.0,48813.0,54267.0,57164.0,49956.0
Q13895;F8WBL2;H7BY94,-0.4009,14.4126,11.7616,72383.0,96135.0,86632.0,88670.0,92007.0,70820.0,59324.0,64529.0,74703.0,63861.0
Q9NVX2;A0A0A0MRH0;K7EN33;Q9NVX2-2;K7ERN7,0.2246,8.8664,6.2453,280040.0,315080.0,280380.0,312490.0,357890.0,385580.0,351160.0,355680.0,391520.0,335850.0
Q14137;Q14137-2;A0A075B729,0.2846,7.6626,5.0695,85720.0,108070.0,94316.0,101240.0,97921.0,131700.0,111920.0,113840.0,129220.0,113180.0
Q8IZ73;Q8IZ73-2;A0A087WXE2,0.1945,7.3977,4.8309,214110.0,238690.0,222550.0,240900.0,256930.0,284480.0,263140.0,269370.0,287220.0,250150.0
P04183,-0.2554,6.9045,4.3626,505530.0,538320.0,489910.0,520230.0,629980.0,488900.0,447180.0,442340.0,492080.0,399300.0
O60832;O60832-2;C9IYT0;H7C2Q2;H7C0M1;H7C2Q9;H7BZF2,-0.2773,6.8367,4.3183,304730.0,317100.0,286350.0,316210.0,332340.0,259780.0,250960.0,260120.0,278570.0,247510.0
Q9BVQ7;Q9BVQ7-2;Q9BVQ7-3;H0YCA5,0.3558,6.6002,4.104,12529.0,17785.0,17115.0,16407.0,17923.0,23947.0,19183.0,20989.0,23023.0,18526.0
H0YFP2;E9PS41;Q6RFH5-2;Q6RFH5,0.5315,6.4888,4.0139,2030.5,2180.3,2000.3,2486.4,2873.8,3309.0,2883.8,3432.0,3696.6,3464.7
Q8NB90;Q8NB90-2;Q8NB90-3,0.3462,5.1979,2.7431,98659.0,131100.0,122370.0,142350.0,152110.0,191100.0,130150.0,175970.0,194000.0,140200.0
Q9NX24;D6RC52;D6RCB9;J3QSY4;H0YC83,-0.2757,4.3586,1.9416,135960.0,138380.0,126280.0,150020.0,175220.0,113800.0,112930.0,130260.0,135170.0,111440.0
Q06587;Q06587-2,-0.1789,4.3676,1.9416,27329.0,29245.0,27799.0,29613.0,34520.0,28191.0,25289.0,26776.0,27994.0,24080.0
A0A096LPA2,0.4462,4.309,1.9098,8151.0,10549.0,10679.0,10123.0,9678.1,14135.0,12541.0,10847.0,15310.0,14746.0
Q3ZCM7;A0A075B736;Q5SQY0,0.3763,3.9406,1.5584,125130.0,133620.0,128850.0,151370.0,115230.0,189670.0,146840.0,209480.0,172960.0,145400.0
REV__D6RAS9;REV__O14827,0.6482,3.8198,1.4539,7279.9,7366.6,6678.7,8207.2,5927.5,11239.0,8423.6,9080.6,12041.0,15352.0
Q9BXY0;H0YBV6,0.2167,3.7535,1.4035,13806.0,15686.0,13900.0,15308.0,17240.0,18720.0,16012.0,17399.0,18524.0,18169.0
P11926;C9JG30,-0.2707,3.7176,1.3828,95514.0,98531.0,90261.0,104600.0,136400.0,89927.0,88038.0,88146.0,93405.0,77707.0
J3KPP4;O95232;D6RDI2;C9JL41;H0YA81;O95232-2;E7EN55;H0YBV7;H0YAR4;D6RHH0;H7C5U7;U3KQT3,0.1622,3.651,1.3309,223200.0,250400.0,239090.0,268220.0,276640.0,305670.0,242910.0,279970.0,314080.0,278870.0
F8VRJ6;Q9H3S4;F8WCM7;F5GZG6;A0A1W2PQB3;Q6ZQX6;Q9H3S4-2,-0.1586,3.6165,1.3106,69051.0,79505.0,77007.0,79159.0,92250.0,76917.0,66441.0,71961.0,73921.0,68857.0
O14763-2;O14763,-0.3477,3.4309,1.1389,23539.0,26541.0,20492.0,23510.0,33977.0,21638.0,20660.0,21876.0,20178.0,16633.0
REV__Q96PE6,-0.4416,3.4104,1.1317,11257.0,10409.0,9148.7,12250.0,15970.0,8538.7,8141.4,8091.9,11730.0,7368.2
B5MCV4;H0Y5D1;A0A087X232;P09871,-0.2667,3.2973,1.0441,5383.9,6013.1,6095.3,6181.2,6678.0,5458.9,4958.8,4453.4,5851.0,4769.5
Q12974-4;Q12974;E9PMY3;E9PML8;E9PJC0;E9PRR9;Q12974-2;Q12974-3,0.2173,3.3002,1.0441,138880.0,159460.0,157270.0,162270.0,144030.0,202120.0,164260.0,179650.0,187690.0,164980.0
O15213,0.1929,3.2657,1.0381,35961.0,38484.0,38015.0,40580.0,43179.0,46618.0,43881.0,46446.0,44989.0,43918.0
Q6P664;Q5T3Q7;Q9H583,-0.3229,3.2555,1.0381,8289.3,12784.0,11151.0,10848.0,10612.0,9967.4,8193.3,8159.7,9792.4,7333.2
Q9NVP1;H7C452,0.1779,3.2783,1.0381,61828.0,71497.0,67529.0,79609.0,83472.0,91147.0,71492.0,84930.0,86193.0,80866.0
P26358-2;K7ELB1;K7ER10,0.134,3.1941,0.988,753500.0,772420.0,724850.0,815530.0,869490.0,940090.0,816720.0,893740.0,935870.0,782140.0
Q15417-2;E9PDU6,-0.6738,3.147,0.9518,6287.0,7800.9,12934.0,7831.6,16538.0,6928.2,6043.3,6134.9,7919.5,5314.2
E9PDF6;O43795-2;O43795;E7EQD9;H7C2Y7;C9JUP5;C9JYW1;C9K0I9;A0A0U1RRI3,0.1641,3.1208,0.9364,135430.0,152790.0,150540.0,159460.0,160040.0,200430.0,148260.0,170550.0,179360.0,161890.0
D6RGJ2;Q8NFZ5,-0.2469,2.9948,0.8208,10083.0,11615.0,9740.8,11028.0,12759.0,9703.9,9555.6,9609.3,10688.0,7434.2
Q7L0Y3;C9JVB6,0.17,2.945,0.8001,27509.0,31648.0,30535.0,32081.0,30433.0,37233.0,32228.0,35300.0,36220.0,32255.0
Q07666-2;Q07666;Q5VWX1;Q07666-3;E5RG12;H0YAQ1;H0YAQ3;E5RJZ9;Q9H6N6,0.1232,2.9527,0.8001,146460.0,178730.0,155430.0,175600.0,181180.0,201540.0,165400.0,175360.0,201580.0,176620.0
A0A0C4DGZ1;Q8N5P1,0.1771,2.944,0.8001,49937.0,51123.0,46441.0,55742.0,54408.0,62915.0,51252.0,62105.0,62952.0,55636.0
C9IZG4,-0.4981,2.9272,0.7927,1257.0,1630.1,1520.8,1370.2,1442.0,1151.7,961.19,801.93,1125.8,1119.5
Q92575,0.2573,2.8991,0.774,32053.0,32740.0,34746.0,38754.0,33063.0,44857.0,33446.0,45528.0,45787.0,38660.0
H0YN33;Q9BW66;Q9BW66-3;H0YKY0;Q9BW66-2,0.1869,2.8794,0.7634,21797.0,24261.0,23715.0,23783.0,23284.0,29079.0,23744.0,28312.0,30172.0,23830.0
Q9NRX1;F8WBJ6,-0.171,2.8324,0.7428,65089.0,86700.0,74737.0,83549.0,98703.0,77690.0,65257.0,72600.0,78824.0,70197.0
CON__Q497I4,-0.1916,2.8348,0.7428,22201.0,22939.0,22911.0,23271.0,26363.0,20980.0,20946.0,20046.0,23007.0,19055.0
O95273;H3BQA6;H3BR23;O95273-2;H3BUF4;O95273-3,-0.6207,2.8453,0.7428,10643.0,8631.6,15528.0,7644.5,14634.0,7660.3,5546.2,7147.7,8567.3,8753.8
A0A0D9SEI3;A0A0D9SER5;A0A0D9SEN2;P21127-8;P21127-3;P21127-2;P21127;P21127-6;P21127-9;Q5QPR3;P21127-10;Q9UQ88-4;Q9UQ88-3;Q9UQ88-2;Q9UQ88;Q5QPR4;P21127-12;P21127-4;P21127-5;Q9UQ88-9;Q9UQ88-5;Q9UQ88-10;J3KS35;E7ESP2;Q5QPQ9;E9PFJ2;A0A087WYI9;A0A087X1I0,0.0906,2.8008,0.7196,160130.0,187920.0,170480.0,184310.0,190550.0,205990.0,173140.0,196800.0,208870.0,176950.0
P26358;P26358-3;K7ENW7;K7EJL0;K7EMU8;K7ENQ6;K7EIZ6;K7ERQ1,0.2044,2.7678,0.6949,22372.0,22865.0,21426.0,24058.0,22302.0,28586.0,22712.0,27745.0,28458.0,24736.0
Q9UKA4,-0.2173,2.7391,0.6753,4840.1,6765.4,5831.3,6320.4,7194.1,5878.6,4847.2,5136.4,6010.3,4929.2
P51398;V9GYL9;P51398-2;P51398-3;V9GYJ9;V9GY11;V9GZ03;V9GYW1;V9GYA7;V9GYF7;V9GZ61;V9GYL4;V9GYC9;V9GYJ3,0.1091,2.7321,0.6753,131090.0,148480.0,133930.0,152230.0,160390.0,169680.0,138700.0,163640.0,168490.0,150170.0
H0YK18,-0.5418,2.7176,0.6686,10485.0,11719.0,9062.7,12484.0,23341.0,9750.3,8419.0,10148.0,10715.0,6917.2
J3KP26;Q86W74-2;Q86W74,0.1695,2.6731,0.6683,34257.0,35484.0,31839.0,40082.0,38147.0,45796.0,38150.0,39053.0,45060.0,36686.0
Q9NWB6;Q9NWB6-2;Q9NWB6-3;X6R9F1,0.0981,2.6788,0.6683,144220.0,163960.0,147350.0,160840.0,172650.0,181330.0,156600.0,166450.0,186310.0,162070.0
Q13686,-0.1706,2.7019,0.6683,11616.0,15061.0,12662.0,13624.0,15262.0,13038.0,11428.0,13197.0,12771.0,10663.0
P49023-4;F8W1E0;F8W0G0;F8W0K8,-0.1926,2.6903,0.6683,11190.0,14263.0,13891.0,14576.0,17067.0,13330.0,11940.0,12759.0,13443.0,10998.0
Q16706,0.3996,2.688,0.6683,6541.9,6380.8,6157.6,8194.0,8269.5,10157.0,6346.9,10993.0,9726.0,10097.0
Q9H2C0,0.3308,2.6795,0.6683,1614.4,1694.6,1548.7,1700.3,1689.2,2160.3,2077.4,2352.7,2200.5,1717.7
A0A087WTV1;E7ET92;Q9H1P3-2;Q9H1P3,-0.688,2.5999,0.6021,8541.3,6876.4,11981.0,5263.7,11100.0,5681.7,4431.1,4328.1,5468.6,7494.5
REV__Q9BQF6-3;REV__Q9BQF6-4;REV__Q9BQF6-5;REV__J3QT09;REV__Q9BQF6-2;REV__Q9BQF6,0.24,2.5564,0.5669,13232.0,13002.0,10729.0,14339.0,14285.0,17390.0,15115.0,15308.0,15571.0,14777.0
F8W930;Q9Y6M1-1;Q9Y6M1;Q9Y6M1-5;Q9Y6M1-6;Q9Y6M1-3;Q9Y6M1-4,-0.3792,2.5511,0.5669,75727.0,92230.0,99447.0,106230.0,66625.0,79670.0,62195.0,59083.0,71578.0,71232.0
A0A1B0GWI2;A0A0A0MRU5;A0A024R644;O75503,-0.0966,2.5426,0.5649,58093.0,67700.0,59791.0,66216.0,76311.0,68394.0,55854.0,62755.0,67691.0,55136.0
Q13158,-0.1068,2.5315,0.5604,44910.0,52132.0,45862.0,51815.0,59136.0,52126.0,44395.0,46295.0,52811.0,42259.0
E5RK69,0.2914,2.5203,0.5556,30516.0,28899.0,28975.0,29723.0,25647.0,36880.0,32382.0,33453.0,38548.0,37508.0
C9JLU1;P52434;P52434-4;P52434-3;P52434-2;P52434-5,-0.1127,2.5058,0.5537,114420.0,124680.0,115620.0,129900.0,143620.0,134800.0,105690.0,113370.0,127620.0,106110.0
Q9NZM5;M0QZ34;M0QZU5;M0QYZ9;M0QX73,-0.1877,2.5112,0.5537,31773.0,33582.0,33276.0,33938.0,36931.0,29825.0,28386.0,29216.0,31810.0,30753.0
Q8IZT6,-0.3666,2.4931,0.5472,29888.0,32110.0,25921.0,32352.0,52147.0,26356.0,23867.0,30834.0,30784.0,22145.0
Q9UBN6,0.199,2.4559,0.5161,5510.5,5570.7,5658.9,6378.8,6630.4,6884.0,6658.9,6945.3,7600.5,6372.7
P08243-2;P08243;P08243-3;F8WEJ5;C9J057;C9JT45;C9JM09;C9JLN6,0.0939,2.4404,0.5124,901290.0,1050700.0,966070.0,1065300.0,1132100.0,1242100.0,1039600.0,1115800.0,1152000.0,965050.0
REV__Q9C0C7-6;REV__A0A075B6T1;REV__Q9C0C7-4;REV__Q9C0C7-2;REV__Q9C0C7-3;REV__Q9C0C7;REV__Q9C0C7-5,0.1814,2.4441,0.5124,23674.0,25385.0,24709.0,25591.0,25202.0,30561.0,26663.0,28738.0,28676.0,28139.0
Q9Y275-2;Q9Y275,0.3743,2.4189,0.4967,49950.0,45069.0,49265.0,50657.0,50573.0,55901.0,56775.0,57839.0,66063.0,83133.0
Q8TC27,-0.3496,2.4029,0.4865,4817.4,5811.0,4441.0,4791.3,7838.5,4357.1,3943.6,4727.6,4776.5,3967.4
B7Z6D5;Q96GQ7;A0A087X059;A0A087WYH5,0.1361,2.39,0.4793,95114.0,118930.0,102150.0,109160.0,118310.0,125350.0,111940.0,118730.0,125720.0,119560.0
Q8IVU3;Q8IVU3-2,-0.4698,2.3759,0.4763,11963.0,16129.0,13760.0,13978.0,28778.0,14594.0,11783.0,9918.8,13772.0,10746.0
O76021;J3QSV6;I3L3U9;I3L3C4;O76021-2;I3L234;I3L1A3;J3KPU7;I3L2F2;I3L4T8;I3L1Y4,0.1435,2.378,0.4763,663920.0,753990.0,689050.0,738260.0,787540.0,859710.0,733770.0,765510.0,859160.0,827990.0
Q5EBM0-2;Q5EBM0-3;Q5EBM0-4;Q5EBM0,-0.1483,2.3635,0.4693,16753.0,21066.0,19720.0,21189.0,23334.0,19120.0,17962.0,19127.0,19328.0,17037.0
R4GN98;P06703,-0.2566,2.3534,0.4647,1054200.0,1157900.0,948120.0,1132800.0,1309900.0,954520.0,938450.0,1100100.0,1080100.0,671630.0
A0A087WTF3;Q12955-6;Q12955-7;Q12955-5;Q12955-4;Q12955;A0A087WZ65;A0A087WWI5;H0YA66;H0YAH5;A0A087WTE8;A0A087WVC2;H0Y3A4,-0.2641,2.337,0.4601,3608.1,3924.0,3736.4,3957.7,4151.0,3221.9,3235.5,2862.7,3685.3,3261.6
K7ERV3;K7ES52;K7ERJ1;K7ENW5,-0.3206,2.3427,0.4601,10819.0,16917.0,13690.0,12696.0,14507.0,11911.0,12403.0,10200.0,10258.0,10264.0
Q9UPY3-2;Q9UPY3,-0.2017,2.333,0.4601,23585.0,28161.0,28021.0,29624.0,35752.0,27069.0,22043.0,27054.0,30380.0,20995.0
CON__P02533;P02533;CON__Q9QWL7;CON__Q6IFX2;CON__A2A4G1;CON__Q9Z2K1;CON__Q3ZAW8;K7ENV3;CON__Q61782;P19012-2;A8MT21;K7ESE1;C9JTG5,0.3763,2.3179,0.4552,61439.0,48007.0,66012.0,59720.0,51738.0,100720.0,74527.0,69906.0,84160.0,54262.0
D6REL5;Q6UWZ7-2;Q6UWZ7,0.1646,2.3181,0.4552,17289.0,18508.0,18960.0,20542.0,19338.0,22315.0,19004.0,22637.0,23502.0,19980.0
Q5JP53;P07437;Q5ST81;A6NNZ2,0.0911,2.3085,0.4508,419880.0,509860.0,463350.0,502020.0,559140.0,598830.0,471530.0,531920.0,577030.0,462710.0
H7BXD8;E9PN19;F6V2D4;O00214;O00214-2,-0.2742,2.3013,0.4486,1594.8,1818.6,1460.7,1569.4,1939.7,1549.5,1287.4,1398.7,1520.4,1250.2
P42224-2;J3KPM9,-0.4961,2.2934,0.4456,4528.1,4873.9,4210.3,5844.6,10031.0,4566.6,3672.0,4361.5,4938.7,3333.8
O95405-3;O95405-2;O95405,-0.4721,2.2804,0.4402,10923.0,18551.0,13169.0,11052.0,20973.0,11130.0,12452.0,7654.6,11645.0,10549.0
H3BV80;H3BMM9;H3BTC0;Q15287;Q15287-3;Q15287-2;H3BPG5;H3BMS0;H3BRK4;H3BTV0;H3BNI3;H3BP82;H3BTR6;H3BUG0;H3BTY0;H3BNU7;H3BUL0,0.1196,2.2783,0.4402,67791.0,73766.0,69507.0,77079.0,79283.0,82519.0,73851.0,80238.0,88014.0,78343.0
O75648-2;O75648;O75648-3;O75648-4;O75648-5,0.224,2.2302,0.4153,71419.0,82317.0,72949.0,77347.0,73433.0,99505.0,81421.0,83235.0,85326.0,95425.0
Q8NE35-2;Q8NE35,-0.468,2.2476,0.4153,8868.7,14050.0,9827.1,11318.0,20164.0,9358.6,7057.8,12098.0,10714.0,7189.3
C9JFV4;Q8IZL8;E7EV54;I3L4P1;I3L445,-0.1304,2.2435,0.4153,53619.0,65289.0,62584.0,64371.0,73095.0,60982.0,58142.0,59811.0,61911.0,52442.0
Q96JD6-4;Q96JD6;E9PK93;G3V1C1;Q96JD6-5;Q96JD6-3;Q96JD6-2,-0.4838,2.2314,0.4153,10028.0,23702.0,13090.0,12437.0,22253.0,14643.0,10424.0,10810.0,13440.0,9065.1
H3BU63;H3BSE3;H3BQB0;H3BRQ0;Q96CD2-2;Q96CD2,-0.2022,2.2384,0.4153,10594.0,11192.0,12653.0,11503.0,13636.0,11300.0,10179.0,9866.8,11125.0,9820.3
Q9Y2Z0-2,-0.3002,2.2218,0.4114,13186.0,16805.0,14023.0,17206.0,23116.0,15638.0,11150.0,14744.0,16848.0,10711.0
Q9GZN8;Q9GZN8-2;H7BYU9,-0.1909,2.2128,0.4068,67516.0,86791.0,76193.0,78077.0,106070.0,80023.0,71649.0,66826.0,81499.0,64940.0
J3KQ25;A8MYA3;Q8N6M9;I3L1X3,0.1044,2.203,0.4063,40580.0,46815.0,41631.0,47642.0,50258.0,50301.0,46977.0,50711.0,52668.0,45181.0
REV__Q9NWK9-2;REV__Q9NWK9,0.2184,2.1992,0.4063,49060.0,51773.0,47297.0,58920.0,63945.0,67336.0,55650.0,53882.0,77173.0,63979.0
Q9BRP1;U3KQA4,-0.2255,2.2074,0.4063,6038.5,7921.1,7033.2,7452.3,8709.0,7445.3,6084.6,6788.0,6846.5,4933.4
A0A0A0MRM8;Q9UM54-6;E7EW20;Q9UM54-5;Q9UM54-2;Q9UM54-4;Q9UM54-1;Q9UM54,0.0806,2.1788,0.3902,530800.0,644160.0,602080.0,640110.0,677180.0,738740.0,597350.0,668190.0,705570.0,596390.0
Q13155;F8W950;A8MU58;F8WCL2,0.156,2.1746,0.3902,103240.0,137520.0,125520.0,129470.0,128330.0,154430.0,122230.0,134910.0,152770.0,137930.0
Q9UJ72,-0.19,2.1686,0.3884,19188.0,25890.0,21905.0,23069.0,26848.0,23871.0,19014.0,18610.0,24703.0,17436.0
Q9H0U6,0.1698,2.1587,0.3827,28490.0,38028.0,30619.0,34621.0,33296.0,39526.0,33113.0,37879.0,39506.0,37165.0
B3KXD6;B5MCF9;O00541-2;O00541;H7BYY8;H7C267,0.1014,2.1526,0.3807,104030.0,126260.0,114540.0,120910.0,129370.0,142630.0,110100.0,133820.0,142420.0,117200.0
O15116;E5RJ47;E5RH18,-0.115,2.14,0.3762,96631.0,103070.0,101090.0,108910.0,125800.0,103710.0,90932.0,102930.0,112680.0,89208.0
Q96BP3;F5H7P7;D6R9Q1;Q96BP3-2;D6RB19;D6RHV0;D6RA12;D6RDA4;D6RD43;H0Y8N5,0.1012,2.1407,0.3762,289240.0,333670.0,316050.0,344570.0,344370.0,382150.0,325110.0,351050.0,367960.0,336520.0
P13674,-0.2457,2.1286,0.3748,2841.3,3617.9,3164.3,3571.8,4147.1,2881.7,2761.2,3332.7,3240.5,2493.8
H7C3F2;H7C5E9;H3BLW9;V9GZ11;V9GYD7;Q1ZZU3,-0.3136,2.119,0.3748,4304.5,3987.6,3345.3,4403.1,5564.4,3898.7,3201.7,3244.0,4252.5,2987.8
A0A087WVF6;Q8NHH1-2;Q8NHH1,0.2424,2.1321,0.3748,26380.0,30716.0,25645.0,31543.0,35031.0,40737.0,40192.0,32783.0,34304.0,29334.0
P10636-6;P10636-2,-0.4203,2.1223,0.3748,1059.8,1169.1,1463.5,1408.8,1959.4,1131.4,902.72,1072.1,1184.2,1008.7
Q6EMK4,-0.1984,2.1189,0.3748,4364.0,5208.1,5117.2,4906.4,5580.5,4474.1,4405.7,4360.3,4649.3,4201.3
Q96CM8-3;Q96CM8;Q96CM8-2;E9PF16;Q96CM8-4;D6RF87,0.1488,2.1088,0.3738,146610.0,154170.0,149950.0,170350.0,154340.0,194870.0,159010.0,183710.0,183140.0,151690.0
Q9Y3Z3;Q9Y3Z3-4;Q9Y3Z3-3,-0.0847,2.1056,0.3738,332740.0,379030.0,356070.0,380760.0,434830.0,395970.0,337830.0,359100.0,387620.0,312960.0
Q5VTL8;A0A0A0MRN0;Q5VTL8-2,0.1087,2.1067,0.3738,45115.0,48132.0,47616.0,52898.0,56194.0,60009.0,48393.0,55768.0,57479.0,50668.0
P46777;Q5T7N0;R4GNJ2,0.1131,2.1028,0.3738,1247100.0,1258100.0,1182000.0,1332300.0,1436300.0,1508100.0,1322200.0,1433000.0,1496300.0,1297800.0
J3QSF3;Q5T2N8,0.3055,2.0917,0.3737,17690.0,14328.0,14133.0,20297.0,16533.0,22645.0,16100.0,23491.0,23611.0,18714.0
Q96CP2;I3L1Y9;I3L4I0;I3L0R3;I3L231;Q4VC44-2;Q4VC44;Q4VC44-3,0.131,2.0919,0.3737,162890.0,169630.0,153990.0,169740.0,169210.0,193600.0,171450.0,188420.0,199160.0,163760.0
A0A087X1U5;F5H7T0;F6RJM5;Q96S38-2;Q96S38,-0.1962,2.0985,0.3737,37513.0,43806.0,39952.0,38633.0,38533.0,37763.0,29213.0,34511.0,42440.0,32426.0
Q709C8-4;Q709C8-2;Q709C8-3;Q709C8,-0.2814,2.072,0.3576,1595.8,1876.2,1776.6,1937.9,2204.0,1526.6,1617.6,1667.0,1556.0,1384.6
A0A0A0MRB5;Q8WXG6-6;Q8WXG6-8;Q8WXG6-5;Q8WXG6-4;Q8WXG6-7;Q8WXG6-3;Q8WXG6-2;Q8WXG6;C9J6B0,-0.1713,2.0451,0.3342,6104.9,7217.0,6461.1,6737.4,7022.7,6948.0,5374.0,5730.5,6979.2,5217.9
Q5U5X0;D6R994,-0.2362,2.0282,0.3279,20081.0,22964.0,21693.0,22596.0,33682.0,22142.0,19709.0,19207.0,23673.0,18400.0
Q96I24;Q96I24-2,0.1079,2.0297,0.3279,141530.0,156330.0,144170.0,165130.0,161110.0,181430.0,144210.0,172540.0,186900.0,153790.0
P62244;I3L3P7;I3L246;H3BV27;H3BT37;I3L303;H3BVC7,0.1915,2.0316,0.3279,167500.0,213600.0,191890.0,199500.0,186650.0,231510.0,204570.0,209330.0,224180.0,233800.0
O43752,-0.1422,2.0208,0.324,14283.0,19238.0,15931.0,16364.0,18517.0,16324.0,14372.0,15734.0,17098.0,13590.0
Q9C0B5-2;Q9C0B5;H0YEF4,0.1086,2.017,0.3236,27906.0,33307.0,29792.0,34114.0,36393.0,36318.0,32883.0,34342.0,37811.0,33860.0
Q2LD37-4;Q2LD37;H7C3N8;H7C121;H3BLT5;H0Y781;Q2LD37-5;Q2LD37-2;Q2LD37-6;Q2LD37-7,-0.5745,2.0126,0.3226,1635.5,1372.9,2068.6,1665.8,2898.4,1092.4,1624.1,1411.0,1187.5,1121.6
REV__O95049-5;REV__O95049;REV__O95049-4;REV__O95049-3,-0.2046,1.9838,0.2971,9401.2,12142.0,10539.0,11428.0,13492.0,11050.0,8448.9,11250.0,9535.6,9447.2
H0Y9Y2,0.1933,1.9692,0.286,7038.9,7149.0,7209.9,7713.4,7008.6,9199.3,7958.3,8089.0,9309.6,7414.5
Q14331;E9PRR7;E9PLY7,0.1329,1.9654,0.2855,60532.0,65358.0,60663.0,67116.0,71004.0,76288.0,64773.0,71109.0,73779.0,72985.0
Q96GA3,-0.2221,1.9565,0.2798,5167.2,5947.9,5710.0,6027.0,7842.8,6226.9,4920.0,5151.4,5168.7,4973.5
A0A0A0MTH5;Q9NR20-5;Q9NR20-2;Q9NR20;Q9NR20-3;Q9NR20-4,-0.5088,1.9489,0.2755,9661.7,7415.3,9157.5,8874.9,20022.0,9933.8,6992.0,7738.7,8641.4,5647.1
A2A3N6,0.1395,1.9319,0.2618,48590.0,59075.0,58562.0,57932.0,57417.0,67432.0,55610.0,63774.0,66102.0,60656.0
E7ET15;O15042-2;O15042;H0Y8D9;O15042-3;H7C4V2;E7EW00;U3KPT1;C9JDJ7;C9J5L1,0.1216,1.9275,0.2606,98420.0,116020.0,108750.0,120520.0,113670.0,130770.0,105530.0,123370.0,136860.0,117160.0
B4DMI0;Q8WUF8-4;Q8WUF8-3;Q8WUF8,0.1235,1.9126,0.2553,15657.0,18907.0,16770.0,19091.0,18347.0,21570.0,16801.0,20195.0,21297.0,18013.0
P84095,0.1008,1.9129,0.2553,62130.0,76453.0,67642.0,73088.0,73100.0,81237.0,68842.0,75537.0,84778.0,71645.0
K7ERE3;CON__ENSEMBL:ENSP00000377550;P13646-3;P13646;K7EMD9;P13646-2;CON__Q2M2I5;Q2M2I5;CON__Q8N1A0;CON__P35900;CON__Q9D312;Q8N1A0-2;Q8N1A0;P35900,1.6758,1.9131,0.2553,13742.0,18101.0,11747.0,14641.0,13010.0,15702.0,137130.0,30708.0,15610.0,19354.0
H3BMP0;A0A1B0GU40;H3BV12;A0A1B0GV12;A0A0J9YX86;I6L899-2;A6NCC3-1;I6L899;F8WBI6;A6NCC3,-1.2549,1.9014,0.2533,4964.2,9077.4,8754.6,7086.9,26211.0,6488.4,5092.9,1718.8,6293.8,3533.4
A0A0B4J1R6,-1.4704,1.88,0.2533,20602.0,21296.0,75067.0,28866.0,164180.0,22379.0,19512.0,19949.0,24762.0,22349.0
Q7Z4H8;Q7Z4H8-2;Q7Z4H8-3;H0YEM3,0.127,1.8821,0.2533,165060.0,158390.0,155550.0,170930.0,185730.0,205990.0,170400.0,185740.0,193210.0,168740.0
P13796;P13796-2,-0.1659,1.9003,0.2533,5340.2,6302.1,5951.0,5681.9,6537.1,6150.4,4965.7,5169.0,5551.4,5025.1
