Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA52,V_log2.i._TMT_3_iTSA52,V_log2.i._TMT_5_iTSA52,V_log2.i._TMT_7_iTSA52,D_log2.i._TMT_2_iTSA52,D_log2.i._TMT_4_iTSA52,D_log2.i._TMT_6_iTSA52,D_log2.i._TMT_8_iTSA52
Q96GX2,-0.115,1.6127,0.4963,5253986.744625832,5190146.856856391,5349229.608183964,5733961.471656002,5227861.463318243,4971240.433224324,5054494.308237499,4504971.192714879
Q9UMX5,0.0857,1.6117,0.4963,23043953.24515981,22095389.537977085,21492418.950266615,21834498.658240303,24563825.94914359,22846298.07884974,23192196.560042575,22731447.977976784
P16383,0.1023,1.6054,0.4932,4710630.071161676,4798709.604992542,5130832.899295509,5210621.426298496,5392099.320483575,5584116.423497967,5154106.652074577,5050649.899665225
Q96G25,0.1552,1.6052,0.4932,5766554.862094557,5380494.907993498,4683686.654566192,4659819.493837411,5692822.235296646,5291947.79924727,5943331.04096617,5760698.930426167
A0A0U1RRE5,0.3601,1.6022,0.4911,1156054.402326457,1001638.8952743632,782188.9393365715,765873.237193784,1323748.0148359758,1088163.0989748912,1141719.0969766362,1177289.3061376284
Q9UJX4,-0.0596,1.6009,0.4908,6780246.670608641,6595523.577900143,6910718.484701551,6663733.804565216,6345666.143990771,6489172.110273252,6462500.337071827,6408622.989912791
Q2TAY7,-0.0702,1.5915,0.4823,27218496.85059281,28714485.773345407,28433178.128769867,27180581.77143947,25686944.073583547,26757971.039997905,26757971.039997905,26412858.900761638
Q8ND56,-0.0907,1.5902,0.4819,31278146.77613746,30836241.582521554,32088125.54407977,34318506.879000284,31314007.33628049,29680402.27600671,29075063.565246634,29898190.574501228
Q8IXQ3,0.0789,1.5883,0.481,3159454.5247164266,2939135.9462375836,3019302.9077627547,3066556.85796698,3289403.6165718706,3216493.516578088,3172241.795364828,3115540.2398915044
Q9NUG6,0.1781,1.586,0.4805,5064317.273277771,4471437.375747163,3953472.0923695364,4000870.717213265,5357279.367674825,4389091.482053269,4852145.190094118,5078936.866382169
P50583,-0.0648,1.5868,0.4805,1621961.8659702668,1615334.605952293,1617276.430886492,1566744.4045089595,1511894.8760794562,1532392.0334692067,1520148.2011562532,1538347.5508232363
Q2VPK5,-0.0547,1.5835,0.4791,7504781.198055467,7323952.937644647,7293614.256539985,7412933.095976661,7057161.132505266,7101022.31597585,7075918.8405090375,7033440.429056708
Q9GZS3,-0.0607,1.5825,0.4791,14245573.033620449,14535629.133479761,14554112.784684276,14554112.784684276,14157549.026624607,13945051.436629262,13637503.773930315,13433962.117702167
Q14651,-0.055,1.5819,0.4791,13849298.15065146,14032667.069619296,13857698.429011833,14138489.786259338,13482550.950421056,13531056.002620483,13360617.389483357,13096428.089482764
O95363,0.2126,1.5784,0.4766,1266420.619804531,1060279.5568041364,980283.5242066056,977846.3193156888,1127104.1162861364,1201828.90936531,1149016.400674484,1459592.8923375763
Q96CT7,0.0745,1.5757,0.4761,41484101.973834306,40472830.9828908,39116151.77617904,39853222.27011247,43620434.95827896,41580727.38051474,40977650.43245877,42280396.78134276
Q96J01,-0.0796,1.5757,0.4761,34318506.879000284,34706708.640266255,33941071.62094306,33029497.836312268,31602414.67142636,32865216.20242669,32985232.999470215,30484832.641821172
O43251,0.1236,1.5751,0.4761,1583739.9239242931,1571336.7563753675,1732228.644932151,1618701.0665416836,1645062.2082221597,1922455.9622020195,1795983.1698773808,1681260.270301151
Q13442,0.0576,1.5697,0.4745,199009272.31158686,199009272.31158686,195893691.86029944,195893691.86029944,205634783.67401052,206108821.07964832,198558424.1718889,206803969.95355982
Q4L235,0.1185,1.5703,0.4745,696031.6913305043,680520.794073917,663754.9088710949,622446.6183757125,697922.1626445549,753958.432000558,733116.520030575,688773.7378888848
P35580,-0.0861,1.5693,0.4745,352210585.9042145,364334850.002019,387054971.80868953,390752732.2290081,355912679.66724837,358530882.07850504,342418115.9536312,342418115.9536312
P09234,0.2652,1.5682,0.4745,20117012.69268797,17950992.546784382,15080192.823343463,15093828.904371772,21843852.584615048,18168506.18197791,20590745.08972247,20956824.32424061
Q969M3,0.1174,1.57,0.4745,893951.5578065425,811735.2786682252,791567.8159311211,790398.7062983573,863375.453039425,919757.3024400008,871346.5482866529,891311.3241794263
P54725,0.0681,1.5682,0.4745,171612027.81415123,171612027.81415123,170051661.36417758,166247380.74585003,181119405.88448927,181119405.88448927,175204944.5912022,170713672.74939755
Q99871,-0.1093,1.5627,0.4708,715154.9630673818,733116.520030575,765873.237193784,779002.9143276571,706328.5077683268,649296.712855845,718731.0610042555,683681.1673986921
Q15054,-0.0662,1.5635,0.4708,4867220.554227723,4641697.968270616,4689494.414241916,4669695.702193433,4492451.817712969,4553626.019784511,4476927.982399121,4392613.519506107
P18848,0.0724,1.5568,0.4667,3089982.014177588,3010901.7479822175,2924537.2820086656,2905496.749531254,3123589.6791325994,3148714.5419189157,3087046.492143819,3111955.004519801
Q9BVW5,0.0508,1.5567,0.4667,10770783.32085028,10902195.420660915,10932690.867308235,11166249.48799369,11257341.817427492,11257341.817427492,11287539.652232902,11267441.782074973
Q8IZ69,-0.1309,1.5557,0.4665,11371886.979033552,11740516.968158217,11683031.614118727,13923986.069340484,10612526.864309976,10951128.65480901,11158009.662181979,11503168.304820644
Q14181,-0.0715,1.5529,0.4647,4522438.364270705,4455810.1376950545,4354036.225210277,4354036.225210277,4076961.069320693,4174531.9774902165,4319961.037956931,4160477.2808424514
Q5T5U3,-0.0613,1.5521,0.4647,2378050.414888322,2431763.1016837084,2370639.3190754913,2394663.349143627,2328679.771110346,2269042.6560263205,2247912.5793594182,2276658.9860500577
Q14790,-0.0909,1.5512,0.4646,3648205.5334386355,3632935.8994948,3990075.127651965,3803061.055647603,3632935.8994948,3383041.325998607,3439777.148599133,3612091.5792255597
P21741,-0.2148,1.5471,0.462,1151520.4167245561,1069104.4214376884,1547121.3073535464,1203248.7551059597,1088163.0989748912,1116949.1060254877,1115766.3602451624,935031.3167243673
P39687,0.0847,1.5468,0.462,604263839.6588316,604263839.6588316,575944358.522237,561027768.8894404,631998165.588089,631998165.588089,618080774.6782466,590778322.8315948
Q9H8M7,-0.0569,1.5439,0.4613,3468591.2064349633,3496627.787253707,3576973.6500167362,3495047.276553185,3331101.561179477,3356626.097254752,3305916.5110235233,3420596.427815908
Q5T653,0.0693,1.5435,0.4613,8905105.422489295,8738507.173528863,8438756.181870418,8827853.944688063,9366302.420142034,9063227.636454916,9042167.486383604,8942121.079865811
Q9UL25,-0.0848,1.5452,0.4613,14508329.799845466,15115083.048914026,16202049.000126861,16058496.734012835,14446450.904592196,14245573.033620449,14657519.49722781,14644988.859850187
Q8WUR7,0.1184,1.5419,0.4606,3098521.353458122,2973162.013441542,2728327.517522651,2683223.6140206684,3272749.1361336885,3035972.5796958595,3058802.9714214397,3026656.856532993
P68366,-0.0677,1.5409,0.4605,7782823.989989885,7997650.468987985,7690466.961882111,7598529.508615969,7159304.941042244,7452493.1836793795,7458825.011535031,7399174.281476404
Q99519,-0.0745,1.5376,0.4581,2118666.2653280757,2094841.7902391502,2272692.6149053257,2189592.5189832193,2063595.6503273463,2031702.7469755148,2032184.2912147627,2062055.810827028
Q9NPI6,-0.0515,1.5326,0.4539,5074633.46090519,5069311.334958636,5069311.334958636,5182534.052135376,4910939.299915789,4861409.62218444,4919671.5498276325,4871811.726486026
P50542,0.0665,1.5288,0.4523,2850260.7371487883,2856580.092601221,2771208.8656921117,2762423.4967064504,2910213.9321087734,2908395.8674688083,2884427.457850815,2998828.234756999
Q86X55,-0.0886,1.5286,0.4523,22292437.552312054,22668927.171604767,25401905.364828255,23337644.023693297,21597435.952235907,22033927.96661609,21962540.639324445,21985578.21856412
P50213,-0.0573,1.5284,0.4523,36713242.94358978,35509602.62531468,35551010.45749592,36009146.52650701,34516680.25767051,34817490.80201857,34318506.879000284,33718109.17206205
Q9P021,0.1091,1.5249,0.4498,1777702.4045403467,1736197.1759578835,1681932.0835036102,1734792.776000395,2020496.9457196633,1732228.644932151,1830440.642457674,1847845.697107262
P06748,0.0523,1.5241,0.4498,1272924212.1043327,1272924212.1043327,1249188779.5883355,1272924212.1043327,1292816069.7042685,1319217183.627175,1319217183.627175,1292816069.7042685
Q7Z401,-0.1418,1.5216,0.4491,3390594.8193819104,3724354.8339336347,3874139.4120332147,4424655.555647939,3495047.276553185,3484515.012895204,3509804.9807733633,3395975.5234402893
Q9P2K8,0.0971,1.5191,0.4491,1347640.275647545,1411868.3110869895,1494875.7957478066,1527800.2161303456,1536814.8243887757,1517208.2911027714,1568983.0325711926,1523893.4679135731
O43396,-0.0684,1.52,0.4491,32502702.432264317,32774390.378610842,32417650.541278403,34706708.640266255,30981105.95093976,31859358.231303014,31058315.735396147,31617665.192946132
P46940,-0.0912,1.5224,0.4491,116681831.02015504,117131115.248463,121106847.6821083,112885836.08752312,101253986.57171072,110882411.64287709,110059051.52737981,114328875.23896217
Q9BV68,-0.1067,1.5202,0.4491,3706270.451724381,3924756.5045576342,3591326.8019044264,3928148.664043129,3639561.772235616,3547104.4435605505,3576973.6500167362,3223810.7187863328
P53680,0.0727,1.5171,0.4479,3683061.4311267515,3598098.7467717202,3926804.1650480637,3696601.330313037,3934452.035476526,3891065.51253274,3833782.045641509,3921320.7138632666
P30876,-0.0635,1.5158,0.4474,24563825.94914359,25007117.397385594,26212310.12368728,25266604.63584278,23517167.320795994,23915449.47025366,24178488.958809633,24504919.64208515
Q8WX92,-0.0729,1.5123,0.4453,27180581.77143947,26863893.497238338,25771781.989747494,25725835.560397778,24241990.71860733,24802364.177348807,25201013.1603253,25508426.278383594
Q8N465,0.0881,1.512,0.4453,3263469.962746326,3247349.2655927544,3169053.8408161066,3058802.9714214397,3281788.0804652497,3541726.57955326,3395975.5234402893,3242099.4389761123
P49755,-0.1008,1.5101,0.4443,12275282.066714846,13096428.089482764,12282199.531329622,12235035.147035617,10573942.640438778,11918490.405416816,11934797.397790615,11818930.208754035
Q9NX55,0.1217,1.5074,0.4424,33363517.18377375,31883966.012539636,30711219.81749925,33093715.515681833,37978596.87243995,31191730.736335002,34473828.00566668,35948463.42792019
Q9Y4K3,-0.11,1.4994,0.4377,5349229.608183964,5469068.912184876,6210783.769172614,6066506.690582007,5291947.79924727,5215466.281585423,5562099.413223763,5198141.623742766
P61956,0.1053,1.5005,0.4377,141741203.20782164,134983724.90754002,125809308.60707794,130898255.54495601,153598182.06296635,136987682.92421442,139152314.10429096,140768882.98206505
P51692,-0.0855,1.4991,0.4377,5398731.473665681,5750178.257037769,5855134.293020862,5687534.772849158,5091428.1161248945,5250709.75891676,5317701.11078102,5597535.530597795
Q93045,0.076,1.5011,0.4377,210108902.40248284,199574763.4226227,201473575.23164317,192628059.46523538,211207436.323688,205634783.67401052,209193393.51403302,216259578.10273933
Q15404,0.0696,1.4985,0.4377,32827983.78456047,32544361.862227388,32055311.4444394,33217660.66257226,35621831.52798353,33666801.98386219,33970408.00107916,33029497.836312268
O75381,0.0639,1.4942,0.4342,12830217.12955385,12982780.318389561,12573810.50230326,12830217.12955385,13103665.692589387,13360617.389483357,13004192.755925516,13751889.101961479
Q07157,-0.0486,1.4933,0.4341,40472830.9828908,40353358.380115144,41090121.76629811,41186086.725091636,38997130.08861565,39069202.74305733,38816555.06411375,39877110.503129974
P31040,-0.0642,1.4877,0.4302,78033908.68505406,80898566.89587764,82295286.71622364,83931841.57527156,75924178.61993639,78606424.34071635,77584898.45658593,77018336.11191213
Q8N5C8,0.1125,1.4884,0.4302,998733.695206434,958848.6336187642,929999.6837090543,886194.0531407018,968575.5301835814,1073794.6266517944,998733.695206434,1014878.4230379963
P82979,0.0773,1.4847,0.428,116025312.31221165,110585240.87682179,117623264.85645586,120096954.01990254,124198357.2062741,125150833.63414295,120908843.5862179,116681831.02015504
P04921,0.1569,1.483,0.4271,7231296.246101368,7307558.840551209,5997776.698639836,5895606.480212969,6872841.0333900815,7165321.761321361,7447931.894676911,7816889.916014335
P17275,0.1094,1.4808,0.427,15308659.253294671,14293508.305873666,14467464.818237929,12772428.64367728,15598475.93289635,15343521.193893539,14940623.189922664,15080192.823343463
Q9NWD9,0.2203,1.481,0.427,1115766.3602451624,951858.019785348,843730.0737665107,733116.520030575,1145985.4211154927,997720.1389575965,1049541.4033926371,1029229.5478407633
Q9Y448,0.1269,1.4804,0.427,31094860.304462582,29296199.400588147,27218496.85059281,26680736.024615303,33470649.242639404,28433178.128769867,31022271.911226254,31160036.33704045
Q9NS69,-0.0961,1.4794,0.4268,2820952.3573719454,2919132.9737500194,2661866.634276433,2831378.182837164,2746475.078056473,2488290.73339039,2655020.5372410226,2557983.610597927
Q96BX8,-0.0761,1.4779,0.4261,2321850.786726136,2209532.666680108,2204910.934735295,2145633.177561314,2079628.4841158679,2086288.279617192,2079628.4841158679,2130384.992568013
A4D126,0.0892,1.477,0.426,4471437.375747163,4333373.411826207,4926689.12663604,4599133.1013325555,4861409.62218444,4982076.141830362,4736100.025342445,4801438.206944252
Q9NZM3,-0.0537,1.4746,0.4251,8743097.579670673,8759452.75565834,9097392.577051088,8747690.3971887,8557960.50345024,8478564.658263683,8353687.705034841,8462195.115052896
Q969J3,0.0732,1.4744,0.4251,2394663.349143627,2297342.6485702936,2327468.64232329,2367638.26864963,2559771.2125659655,2399303.762315509,2443188.100549747,2415247.040204159
Q86X76,-0.064,1.473,0.4245,9892091.611259218,9859482.26491969,10265712.880415948,10152158.621924156,9623370.34694973,9796017.428589625,9567778.36760931,9209720.992418287
P16401,0.0856,1.47,0.424,20932784.10371212,20590745.08972247,19579801.321030308,19579801.321030308,21734215.402709242,22199336.472964503,20712402.924377903,20468786.80689382
Q8IY95,0.1078,1.4717,0.424,1170429.9245694007,1208164.9938145275,1129594.2270742357,1109061.6862003927,1187401.220126104,1216820.5480301834,1208164.9938145275,1334144.0918842454
P50395,-0.0591,1.4702,0.424,292130137.48866314,286532385.73918915,299794451.14829296,286532385.73918915,270590832.2450528,281703426.27710825,279621846.4712607,279621846.4712607
P23511,0.1026,1.4693,0.424,4482720.659348213,4354036.225210277,4368016.66557607,4263947.694183955,4792213.423532451,5038008.865003479,4453780.199135601,4362511.670139453
Q8WUK0,-0.1248,1.4665,0.4239,409180.6509575351,409985.9344767734,462978.87130569393,444793.08693145314,407962.96095895127,373526.91588307626,393248.7924506839,399427.4202403173
P18440,0.2749,1.4644,0.4239,204368.23362199665,206169.44060365678,206169.44060365678,216338.78082502334,205287.199965742,334166.1373345162,229700.56662580915,232796.28175490108
P46087,0.0847,1.4662,0.4239,5273473.426795819,5201020.702960947,5499505.497215663,5247301.113700048,5879523.632972465,5753590.646779519,5372806.201772097,5364504.091333589
Q5T8I3,0.0647,1.4648,0.4239,68807583.88843103,66265730.78473813,69431536.38300173,70809744.25427118,73082693.98532213,70580356.92210358,70070627.00479116,72488067.39487927
Q9H4G4,0.0931,1.4649,0.4239,2242581.801699589,2308548.865756969,2149489.0794434748,2132593.7885319423,2209532.666680108,2415987.2995579,2372143.9012470674,2369500.3936949736
Q6NZY4,-0.0736,1.4683,0.4239,22199336.472964503,22731447.977976784,23337644.023693297,24130947.697382443,22648892.022986192,21559196.278642297,21409592.639123466,21658570.948284578
P46527,0.112,1.4622,0.4228,1147328.7637310459,1097023.4541979765,1177289.3061376284,1166976.3152687072,1327784.835948366,1178622.2940809322,1270085.5181599567,1152786.1524125375
Q969T7,-0.0733,1.461,0.4228,1591433.3204417622,1579016.383869918,1662577.3826574676,1627793.1706350483,1523893.4679135731,1496318.37224658,1498787.3961438406,1584793.502756741
P60900,-0.0723,1.4615,0.4228,165162007.68267578,166247380.74585003,171612027.81415123,168976481.23453435,162015139.37600702,162015139.37600702,161560485.98673648,149738280.31789047
Q16875,-0.0724,1.457,0.4196,2551570.175774441,2622038.1574716526,2786599.4470802937,2665936.229145209,2530808.068902558,2517003.252341099,2534021.720513948,2462779.578269612
P07602,-0.1606,1.455,0.4184,120291933.41246134,112254573.9781606,99859949.41022842,103126546.96644937,101680188.56345393,95017233.078916,107597119.13555102,83133894.96138306
Q15287,0.066,1.4535,0.4177,13196098.993788635,13274982.652912263,12730151.209757177,12839364.317657718,13446820.20034139,13795069.602651572,13132545.707707062,13784675.595514428
P35637,0.0535,1.4494,0.4144,120908843.5862179,120633896.4018268,124379246.3760377,124636453.78869231,128197518.02941161,126612218.021614,123577552.0874391,127664072.06702672
Q9NYF3,0.0829,1.446,0.4118,1073794.6266517944,1044067.9299361674,1020724.0574075131,1040072.8772765402,1073182.259193836,1123225.6999338544,1134889.2610253934,1068456.498394272
P20618,-0.0871,1.4443,0.4108,134226451.95413855,133012065.74312258,147843947.2861004,141343397.30551305,130606983.65051092,131468905.63686685,134700520.06419677,123853434.09763242
O43809,0.1074,1.4414,0.4088,58340495.35203148,54534843.197655894,50217241.99301172,49737015.34257646,57873148.97861893,56706189.55379615,56984700.71946556,56399310.12763415
Q16539,0.1069,1.4386,0.4083,8679922.976920884,8983414.179191874,8607743.635140827,8607743.635140827,8614064.108967558,9054282.125231799,9406285.363542194,10265712.880415948
