Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA52,V_log2.i._TMT_3_iTSA52,V_log2.i._TMT_5_iTSA52,V_log2.i._TMT_7_iTSA52,D_log2.i._TMT_2_iTSA52,D_log2.i._TMT_4_iTSA52,D_log2.i._TMT_6_iTSA52,D_log2.i._TMT_8_iTSA52
Q9BSU3,0.0316,0.4482,0.1175,1690655.6110848845,1776597.1114338683,1748758.3920196216,1763199.5742666544,1776597.1114338683,1689899.8749755216,1829014.3328999395,1840850.5306819999
Q15746,-0.316,0.4481,0.1175,5219188.906463631,5406052.943055914,8531016.362852678,12764298.353688268,8265670.310605117,3949537.9118184512,5392099.320483575,7267480.728336145
Q86U28,-0.0441,0.4477,0.1174,2790372.313534298,2792803.1721792095,2663501.38423636,2694116.2440974712,2655020.5372410226,2829374.841542519,2712903.462168367,2427950.418920171
P17544,-0.0364,0.4473,0.1174,3835352.902702072,3770190.6016994854,3979403.9113325235,4102580.9788507437,4038534.1268418347,3815209.897910945,3690938.0694157793,3752451.748071212
Q01974,0.0369,0.4476,0.1174,2676730.44169077,2696673.1504010493,2915059.2974270987,2723868.5274284557,2680669.370679207,2799106.7352834777,2898303.869634957,2919132.9737500194
Q9P2W9,0.0417,0.447,0.1174,4977307.571224762,5105508.650167954,5660182.77610425,5082604.035042698,5412603.17474715,5339799.234937054,5149498.688829162,5513469.695620335
Q7Z392,0.0557,0.4472,0.1174,3341306.7377916877,3553877.7888892107,3431870.3958613263,3230699.196662472,3234469.482079376,3471082.464902524,3927476.357012542,3484515.012895204
Q9HA65,-0.0324,0.4472,0.1174,1049008.3056522799,1076357.991145411,1050074.7793276224,1008668.0746544901,1053990.2130155647,1041309.6788022214,1029229.5478407633,967748.8818189977
Q9NP77,-0.0223,0.4465,0.1173,10450545.104390148,10383039.931987777,10008254.669264447,10497063.922297895,10143757.389808083,10316238.740640318,10079616.683355179,10158191.423209568
P61916,-0.0296,0.4465,0.1173,14730183.633271338,14522964.925632564,14931730.611072423,15430323.041759284,14949287.294921497,14931730.611072423,14554112.784684276,13976332.209206065
Q96L93,-0.0639,0.446,0.1173,249454.41193488616,263097.9697265942,232796.28175490108,219137.44657754205,228697.70298719205,217869.1331567412,221897.61105023714,253691.3370309539
Q9UHB6,-0.0343,0.4467,0.1173,17681260.713538468,17847380.420553375,18805059.560678627,19298593.09149716,18595480.09626406,17631179.912136987,17496544.527896136,18152687.76652204
P08237,0.0279,0.446,0.1173,18897017.797219086,19899444.33168769,20117012.69268797,20272684.546209604,20313229.23195285,20541150.745053574,20229720.057882223,19628223.523012437
Q7Z7C8,-0.0618,0.4462,0.1173,2108725.739510794,2111240.967357996,2231908.1402530684,2579734.743279096,2213076.1451186417,2063595.6503273463,2127952.9914802196,2222277.87067043
P13929,-0.029,0.4454,0.1169,5446957.61368853,5435482.438834674,5756287.303844693,5647044.0715696355,5597535.530597795,5532852.872414947,5463858.30566108,5247301.113700048
Q96HW7,-0.0204,0.4445,0.1166,10398915.700676236,10447037.60975309,10760545.420937156,10647143.286562901,10497063.922297895,10490513.119595265,10327475.056991229,10342761.9412056
Q9H9A6,-0.0322,0.4448,0.1166,9973895.245693933,10152158.621924156,9909057.765648833,9830883.183140248,9132304.47646673,9900459.53833286,9892091.611259218,10087154.05170643
Q96FZ7,0.0704,0.4447,0.1166,3322477.5026514037,3172241.795364828,2736476.9997804756,2728327.517522651,2948634.5765235065,3010901.7479822175,3333176.9087255127,3232191.4409698453
Q9P2R3,-0.0383,0.4444,0.1166,3699240.9429103374,3959131.4569876986,3984470.678997747,3996917.4893155955,3663025.186006888,3696601.330313037,3824782.0779479286,4049703.853885817
P30414,-0.0306,0.445,0.1166,393248.7924506839,406984.13469440443,373526.91588307626,393248.7924506839,391483.8208965377,370316.1414661715,388770.0188568327,383143.4933244603
Q99442,0.0417,0.4439,0.1164,17770934.833289392,18659587.400740534,18586752.280270383,18051918.694274046,17544818.531096477,18402317.269634046,19102964.169453554,20249382.945709683
P35638,0.0298,0.4438,0.1164,2116068.442030923,2034629.1513147468,2013365.684702264,1989867.0337314713,2111240.967357996,2121064.92320431,1983853.0854524188,2108725.739510794
P02794,-0.0744,0.4441,0.1164,31772265.31656657,31191730.736335002,34817490.80201857,32957715.769155897,27997082.308289852,28996131.880449314,36190204.64593666,31490019.389442377
Q9BTC8,-0.0303,0.4435,0.1163,1692078.8169348936,1734792.776000395,1795983.1698773808,1755998.7898966437,1636904.64281839,1726978.1630463758,1693705.5454621424,1777702.4045403467
Q969U7,0.0413,0.4429,0.1162,37654886.21901884,35789508.116406806,36228421.4485942,34430877.16851065,37186507.16984925,39402329.23233096,37149432.07951064,34631977.198202066
P16157,-0.0342,0.4429,0.1162,26602723.20665814,28348235.628728203,27301485.19887046,27127280.134702094,25743671.212499715,25818793.32147908,27127280.134702094,28171690.453265183
O43670,0.0391,0.443,0.1162,30207845.59873071,28480907.88513722,28348235.628728203,28394024.463504862,29822480.42314057,31809292.320827316,28653944.337864824,28394024.463504862
Q58EX7,-0.0775,0.4417,0.1152,124632.43964743725,127721.75709037531,124632.43964743725,110741.48826048755,134297.513672297,114840.5731212643,112361.44129278268,102254.41289891856
Q9Y3I1,-0.0502,0.4416,0.1152,6686682.752188527,6730781.066862339,7174509.640785552,7566193.8037631465,7318657.850377621,6403402.163031995,6649123.06819701,6821535.453017724
Q7LBC6,-0.0196,0.4414,0.1151,31687081.447656676,32141391.6493589,31772265.31656657,31996932.79164088,30931517.75766529,31490019.389442377,31406951.945703298,32055311.4444394
P00387,-0.0368,0.4405,0.1144,21122344.18573748,21271238.947292734,20676023.767274294,20135356.501552746,18978540.450419184,20313229.23195285,21445185.358880874,20432217.756797746
Q8WVM8,-0.0491,0.4403,0.1144,12751884.398146024,13546568.396774102,14164617.81366845,14745062.072928814,12730151.209757177,12966447.108032873,13399732.82936869,14235250.74813338
O60573,-0.0268,0.4401,0.1143,2295333.3182015405,2192948.544144037,2257295.387670937,2134316.5738372398,2172560.797985274,2183943.3294993807,2217932.4402372227,2139582.3841338013
Q6PJI9,-0.0279,0.44,0.1143,1272803.8994034303,1332501.3740601614,1355005.502959321,1385199.537235925,1320244.23403766,1326675.7250914443,1298782.7609893829,1295359.4616506377
Q8N4H5,-0.0854,0.4396,0.1142,2618445.8696215143,2677582.803628845,2235826.222900911,2297342.6485702936,2608652.492590383,2467578.020123349,2139582.3841338013,2063595.6503273463
P62857,-0.0729,0.4396,0.1142,93145322.04482384,92990895.06321564,83424399.44539005,90648461.57912208,100624185.88264705,78800011.25755449,80898566.89587764,83424399.44539005
O75306,-0.0259,0.4391,0.1142,13686005.533469258,14183675.112998465,14115510.79065885,13451338.6665143,13252598.704850823,13857698.429011833,13857698.429011833,13478145.131123543
Q14558,-0.0503,0.4392,0.1142,10135309.015324079,10598732.7369599,11337985.787328606,11674231.771328857,10624569.576080473,9955595.406617666,10398915.700676236,11244279.151767107
P52298,-0.0552,0.4391,0.1142,7274980.548801201,7529455.562216502,7978101.4596245885,8693550.606500624,7690466.961882111,7371798.978525491,7193483.323336659,7992865.988633478
Q13951,-0.0274,0.4384,0.1141,22178916.00987527,21349951.104328636,21917463.05026511,22795923.017682076,22416491.535516623,21636297.13902766,21327673.144258574,21198361.175893847
Q10472,0.028,0.4357,0.1141,1116949.1060254877,1166278.147907901,1179511.33325007,1193250.640410236,1159960.7190264037,1180663.5644595625,1175526.8410104597,1230726.3023041538
Q5T8P6,-0.0227,0.4375,0.1141,16058496.734012835,16143265.340012306,16346702.103084024,16357247.558931803,15609550.201411797,16293632.520892166,15682750.59610203,16320455.077416252
Q9BSQ5,-0.051,0.4383,0.1141,688148.4182337397,739438.0202382093,771878.1480701375,815993.5879334183,740087.0413698531,734661.7309446847,682963.8019048108,749237.934167509
Q5T4F4,-0.0942,0.4366,0.1141,80667.16926598201,98075.20599093115,114840.5731212643,108580.39411603713,95254.01079497466,98075.20599093115,90178.5767334799,90178.5767334799
Q9NXS2,-0.0598,0.4357,0.1141,925960.887559222,905831.1521860206,953732.8538927736,1084969.141724993,943326.6366546405,861942.3834469201,912664.6769772858,990776.4076488158
P28715,-0.0459,0.4372,0.1141,2448373.5379490196,2402046.301802292,2721302.377743721,2573270.144625525,2618445.8696215143,2328679.771110346,2441975.694038903,2435008.4363273787
Q8IUF8,-0.0195,0.4349,0.1141,2577276.513180605,2569202.723107448,2530808.068902558,2497701.4822293073,2509804.813402624,2485988.617297233,2532460.647239961,2509804.813402624
P55822,-0.1466,0.4374,0.1141,5394385.933090272,5264008.4709006,6619470.830670723,8148929.620477698,6846830.894540105,4868416.644155001,5231800.579452524,5850259.787614726
A8MPS7,-0.0288,0.4365,0.1141,3639561.772235616,3689127.882985625,3630002.1952053546,3596760.3846828383,3618506.9452532236,3622332.5022654436,3667220.1611289503,3366789.1208934356
Q969N2,-0.0381,0.4372,0.1141,3796576.24287923,3879793.1851311754,3767355.5614687195,3515190.852717128,3427042.6836743485,3748177.331885603,3703946.5264208834,3689127.882985625
O60234,-0.0449,0.4388,0.1141,8181256.938908288,7932742.177716494,8216090.82853035,8478564.658263683,8564732.161442537,7918223.506488268,8070200.073233835,7293614.256539985
P34897,0.0266,0.4373,0.1141,259627443.8153339,259627443.8153339,254838012.4969845,254838012.4969845,265112683.08524424,266625382.61969286,267536444.20053867,249201539.48794648
P23526,-0.0248,0.4357,0.1141,364334850.002019,363077513.1247841,366937621.91308147,360585574.2720899,348613988.65279925,370347644.38631976,363077513.1247841,348613988.65279925
Q969F1,-0.022,0.4348,0.1141,3864752.1630671965,3815209.897910945,3810399.9917100375,3822236.8793278155,3689127.882985625,3897567.9923124663,3752451.748071212,3744272.4629640556
Q9H7Z6,-0.0383,0.4364,0.1141,4042953.1920686984,4083558.514573088,4432887.073310097,4032158.080394656,3924756.5045576342,4180537.2574042836,3882227.924288092,4165741.97122998
Q9Y2I7,-0.0364,0.4354,0.1141,2844180.9241996026,2875924.3178968225,3051264.7427597465,2910213.9321087734,2742775.880720576,2981126.8001788314,2945140.316673193,2726600.4958785065
P01040,-0.1202,0.4374,0.1141,9221256.456454614,7087548.8843915425,10718401.810415573,7347221.611118432,7663395.696738214,8575077.562496146,7598529.508615969,7386730.540158613
P50548,-0.0387,0.4355,0.1141,1510774.931947503,1545626.34567561,1618701.0665416836,1680658.4691716067,1608926.3987581406,1576499.192083063,1479803.7303248823,1520148.2011562532
Q9NWS6,-0.0349,0.4359,0.1141,387805.7072880288,361855.47633167845,393248.7924506839,370316.1414661715,371929.99346429115,351563.11758155806,383143.4933244603,370316.1414661715
Q15633,0.0333,0.4379,0.1141,1588536.8317152306,1626147.6098031797,1515514.2113326145,1597497.9398687407,1669545.4063535444,1530302.4228072332,1621961.8659702668,1655057.6843183339
Q92696,-0.0262,0.4372,0.1141,12955061.603466108,12708186.306944838,13442303.345150476,13178882.529381359,12786014.772458432,13043668.7231656,13103665.692589387,12409768.870335225
Q9Y5L0,-0.0247,0.438,0.1141,26502986.798789006,27527435.755230542,26863893.497238338,26621281.94573183,25541794.627267968,26391771.565396782,27180581.77143947,26589998.315295234
O43447,-0.0278,0.435,0.1141,33424758.48072392,32920163.60903173,31490019.389442377,31809292.320827316,30909940.04367188,31406951.945703298,32827983.78456047,32018203.353897594
Q9Y232,-0.0433,0.435,0.1141,6480443.863560593,6542034.649889309,7159304.941042244,7235749.137012244,6989841.058705119,6421243.689128631,6498557.659407255,6678119.829047169
Q8N5M1,-0.0676,0.4357,0.1141,2463921.154771848,2370639.3190754913,2867457.85213797,2864715.1846645116,2670474.763734894,2451460.1682857494,2577276.513180605,2357656.207899176
O14979,0.0224,0.437,0.1141,186111027.5028274,191904745.94779527,190861343.21154836,191904745.94779527,198558424.1718889,192628059.46523538,192628059.46523538,188955579.71284333
Q8TED0,-0.0248,0.434,0.1134,2394663.349143627,2499550.076700754,2433751.723605349,2466626.403196131,2397454.442346136,2495463.0646644956,2384184.8597213905,2351883.3896249654
Q8IVM0,0.0234,0.4338,0.1133,39961023.810783535,39524408.05079359,40558538.473806776,41438965.7403698,42035205.78208103,40839282.383093014,40149635.37611581,41090121.76629811
Q8TAK5,-0.0309,0.4334,0.1133,650778.8683531553,649997.9173208893,682963.8019048108,663754.9088710949,683681.1673986921,648572.240117198,633115.28468576,626901.6363656113
P10619,-0.0525,0.4337,0.1133,5527413.529062318,5398731.473665681,5110844.334874242,4657447.77073629,4710630.071161676,5049050.092459967,5201020.702960947,4964466.403501864
Q9BSR8,0.048,0.4322,0.1122,797980.7618308588,799083.5556820516,738287.353240164,687580.950598193,752456.4970893839,779002.9143276571,776351.7595446076,812517.4940513824
P31937,-0.0604,0.4311,0.1112,15647615.830577102,15636551.515230762,17544818.531096477,18420372.622986063,17559608.20963024,15520812.527456762,15785395.152520644,15546016.642342636
Q16842,0.031,0.4306,0.1108,1194355.3111394707,1277379.3122300508,1188480.012502864,1223783.2012377807,1206094.7849653575,1236671.5737157175,1245937.6558426712,1301286.4370344349
P08579,0.0433,0.4297,0.1107,19933053.575262107,19842727.49292395,17703881.084097695,17770934.833289392,18816145.03700205,19599428.88580622,19190016.151415125,19823847.51997876
Q53G59,-0.0565,0.43,0.1107,238538.39091523358,249454.41193488616,275215.36481801607,287433.47404801415,239744.6174773995,248276.41951740842,258187.91706787448,261853.30347239284
Q6NXT6,0.0233,0.4299,0.1107,441483.9792020568,435584.1884110707,458717.59809219977,451916.9175895307,444793.08693145314,462219.1989711269,455895.6822311242,453658.6903755163
Q9Y2X7,-0.0272,0.4295,0.1107,3406389.105197332,3473814.099770036,3548632.070804124,3383041.325998607,3237634.821407126,3413755.280687357,3464910.964035857,3439777.148599133
P46734,0.0338,0.43,0.1107,362709.65412471234,405597.51563143695,400560.4123140775,381470.1301226919,399427.4202403173,398420.91839039314,394527.7244426392,393248.7924506839
O75083,-0.0287,0.4296,0.1107,79640510.33145536,85170824.49191953,80898566.89587764,79981421.14355288,77759737.88063127,80568151.50442332,82447962.74968795,78475269.9060601
Q9BUN8,-0.1107,0.429,0.1106,1543834.7221205635,1553500.7744550398,1874919.637892345,2147204.0840067477,1791982.2294290601,1412913.1920477403,1598947.9551494743,1754459.0570610263
Q8NC96,-0.1481,0.429,0.1106,11108439.214053491,12282199.531329622,14151560.57082572,19420763.0475633,13122182.634532008,11669024.137992071,11657516.5333291,13932213.2048523
P11766,-0.0301,0.4292,0.1106,247451413.09918904,256114368.1054489,257620271.65866837,250673071.0839222,249201539.48794648,252152369.2200913,256114368.1054489,233925529.80239576
Q8NC44,0.0519,0.4266,0.1105,224917.9582412292,232796.28175490108,250994.29550385015,227672.08545457193,229700.56662580915,256136.31018178994,259540.10854754774,226252.08473595124
P57737,-0.0344,0.4274,0.1105,15462137.320587505,15546016.642342636,14492804.381660827,14836935.345832685,14564177.974782601,13976332.209206065,15023118.261650821,15363897.092040824
Q8IZ83,-0.0484,0.4274,0.1105,12815341.251916178,13113175.985490732,13874703.635971433,15007504.450396147,13976332.209206065,13127363.148510516,12786014.772458432,13043668.7231656
Q9H2D6,-0.0199,0.4265,0.1105,866580.1470802317,851282.2950247439,867592.9294000737,855420.7691941736,856936.7629324805,843730.0737665107,831457.1678133465,861942.3834469201
Q6NT76,-0.0256,0.4281,0.1105,3721694.953677201,3579143.6568544344,3676113.95904703,3773832.6039558663,3690938.0694157793,3683061.4311267515,3624701.899264123,3493760.22610404
Q8N1G2,-0.0398,0.4261,0.1105,3174442.0041534943,3401290.1712923166,3520564.954727296,3557328.191927193,3211277.0345150265,3225882.74630402,3358468.1348305237,3480778.9580878015
Q9UKL3,-0.0513,0.4275,0.1105,210226.22992267073,210226.22992267073,221897.61105023714,234104.2532047184,232796.28175490108,206169.44060365678,208974.9137787016,198574.20612079065
P04818,-0.0256,0.4281,0.1105,11889321.665650608,12538137.755865104,12772428.64367728,12751884.398146024,12192740.721324997,12227512.129340906,12262294.557977539,12369688.206098648
Q674X7,0.027,0.4268,0.1105,4248998.783712383,4046839.860885352,4174531.9774902165,4278715.043524026,4417317.160539893,4296122.230915034,4140596.733497,4211971.255258842
P28288,-0.0282,0.4266,0.1105,3258611.658426721,3431870.3958613263,3320131.470875028,3305916.5110235233,3123589.6791325994,3270136.3041996346,3277303.723751105,3390594.8193819104
Q9P2N5,-0.0219,0.4271,0.1105,25383207.178328972,25136218.65970424,24394870.010321446,24420153.617709137,24526864.387702107,24897491.71058804,24037354.18249277,24366232.273412906
Q9Y4W6,-0.0391,0.4264,0.1105,34366791.94037014,36475412.80673702,35321117.442859,33817275.79446857,31654629.63338085,34015077.96297822,34817490.80201857,35834470.71794871
B2RUZ4,0.0539,0.4264,0.1105,1779694.0551059663,1782097.0808043766,1864592.9156105574,1612013.3376886258,1726978.1630463758,1860139.192195751,1733527.545186444,1987955.083673151
Q9P035,-0.0407,0.4264,0.1105,7884782.727019293,8279064.914937545,7860354.835310983,7442545.625202505,7107825.537557221,7820960.30179563,7749670.120768296,7918223.506488268
Q9UIG0,0.0779,0.4285,0.1105,5432394.721802826,4966732.682385237,4198429.728636935,4258289.75344174,4754624.707636311,5313510.953249813,4816451.67446285,4919671.5498276325
Q15468,-0.0368,0.4277,0.1105,2547906.119222018,2562162.1129573244,2740985.7744357693,2850260.7371487883,2668386.320915003,2616161.567325132,2544866.172036359,2592384.8188223876
O75674,0.0269,0.4273,0.1105,7898004.778549102,7609703.38485867,7598529.508615969,7504781.198055467,8063800.5220987545,7893055.4294706965,7713312.011962825,7522271.616918544
Q53FT3,-0.0589,0.4268,0.1105,4507661.373062451,4405973.294739782,3988322.6613558787,4769082.832731269,4615151.158255325,3994167.9583393103,4303283.985051493,4044764.5959024117
O75529,-0.0351,0.4245,0.1096,259540.10854754774,261853.30347239284,253691.3370309539,256136.31018178994,243138.33132974274,258187.91706787448,238538.39091523358,267533.9638608577
P22314,-0.0353,0.4246,0.1096,99716580.17406178,104068441.47694716,103712813.0542952,101990024.48337324,93870717.44921759,98708387.25856233,101088173.3218583,106270811.67690785
O75907,-0.0476,0.4242,0.1096,492643.1767476685,496326.238575154,508883.803816011,516714.0223742379,491621.29054289724,510358.1232524455,436358.952270316,514604.4367486723
Q14166,-0.0469,0.4248,0.1096,12500789.267432574,13988755.751596345,13676559.849733293,13478145.131123543,12146780.475717062,12633533.14764079,13186818.491708552,13988755.751596345
Q9Y6K0,-0.0564,0.4249,0.1096,1325170.7553851067,1301286.4370344349,1411868.3110869895,1505063.9525418493,1377098.6580469713,1230726.3023041538,1286795.7629021932,1436939.5098899573
P98170,-0.0333,0.4242,0.1096,13966825.750698734,13849298.15065146,14652227.492233545,14995749.964465566,14719269.519096242,14032667.069619296,13738747.30644451,13657962.764121769
Q96CP2,0.0629,0.4249,0.1096,7522271.616918544,7022196.857236619,6467192.800060963,6107595.473077909,7260089.989514612,7494310.078464231,6943749.490655632,6575587.782662687
Q02790,-0.0238,0.4239,0.1095,148645543.5040367,146191844.49631238,150952925.92271543,152572958.95668164,142489801.17652085,148645543.5040367,146828101.31733102,150650289.0388314
P19367,-0.04,0.4237,0.1095,35551010.45749592,37224763.05679203,38452657.44987408,37331205.98800842,33781825.38961116,35680219.87674982,36475412.80673702,38673091.46571751
O77932,-0.0477,0.4237,0.1095,4107824.626591843,4136787.299514924,4655410.838187211,4624998.733857196,4484793.662114377,4108971.1489101294,4125895.5266838185,4216191.338694661
P49792,0.0248,0.4234,0.1093,305642318.841836,305642318.841836,305642318.841836,314884571.4751471,311291730.2716623,305642318.841836,309812881.6474046,326731678.91444
Q8NCC3,0.0288,0.4232,0.1093,1203248.7551059597,1230726.3023041538,1208164.9938145275,1272803.8994034303,1316463.818105368,1238871.8836022236,1233931.2717939168,1225716.8217814218
Q92797,-0.0297,0.423,0.1092,14662813.413557151,15275546.614034053,15308659.253294671,14877229.902624248,14145574.648064353,14554112.784684276,14719269.519096242,15504870.06458598
P53803,-0.0523,0.4223,0.1088,5130832.899295509,4938253.339382529,4953731.727657185,4788403.14490609,4930446.86928049,5126779.752789556,4861409.62218444,4231145.039393287
Q9H6Y2,-0.0428,0.4217,0.1085,2608652.492590383,2567306.245786847,2896345.824057168,2868006.2752291495,2740985.7744357693,2539496.438531371,2648780.0698901154,2679899.3738179146
Q9H1J1,0.0294,0.4215,0.1085,1157387.4059336202,1125281.2660287016,1203248.7551059597,1222708.3150222185,1218523.7078225967,1221504.5441959775,1165580.3901607543,1198298.905180415
Q6AI39,-0.0395,0.4215,0.1085,460165.1048566227,431518.4144006084,443318.901652861,426771.40830679354,425858.6061945902,457445.8153129838,400560.4123140775,431518.4144006084
Q9P215,0.0525,0.4213,0.1085,900570.871721747,891311.3241794263,800385.9850686034,774302.073509924,831457.1678133465,912664.6769772858,842961.3563262756,899606.5127131372
Q9Y5S2,0.0295,0.4218,0.1085,1496318.37224658,1472110.9216334552,1597497.9398687407,1537330.6037070162,1574002.2473047427,1521423.3380036915,1529012.3617899728,1603281.853726381
Q14789,-0.0426,0.421,0.1084,43000536.975372754,43553935.20607079,47044818.89184457,48603435.245936856,43724673.02915952,42933763.59788201,43429613.26347204,46668752.259885415
O95391,0.0188,0.421,0.1084,5300305.148323316,5463858.30566108,5473751.654226154,5432394.721802826,5481292.564318662,5513469.695620335,5453838.126213401,5503969.367401812
Q9NUI1,-0.0412,0.4204,0.108,1109061.6862003927,1114414.798275002,1201828.90936531,1240143.8031614334,1134889.2610253934,1194355.3111394707,1102275.5061759127,1099761.068050148
P38159,-0.0411,0.4201,0.1079,30323041.45800278,32654489.082685366,30398874.838079274,30047812.919723734,28557185.234325882,29296199.400588147,29742790.847929463,32434962.836272024
Q5VYK3,-0.0373,0.4199,0.1078,24178488.958809633,26179925.209019385,26113640.647450007,25448705.204169523,23432335.029961534,24337768.678873602,25659197.77436312,25920842.772616807
Q8IXQ4,0.0252,0.4162,0.1077,14474614.099875629,14279602.36176175,15039726.335190613,15084091.382804995,15343521.193893539,14986082.364860857,14583071.928145088,14995749.964465566
Q49AR2,-0.0245,0.4053,0.1077,7658667.2093950985,7494310.078464231,7412933.095976661,7340138.272823543,7509197.676930474,7552236.745753692,7219183.77628529,7128040.384921132
Q14289,0.0632,0.4076,0.1077,3790691.739260824,3916813.730814858,4220503.938907909,4763557.424627851,4419803.623761869,4117379.164060932,4251111.593025464,4596911.337816176
Q9UHQ4,-0.023,0.4027,0.1077,14719269.519096242,14975352.326036822,14719269.519096242,15177162.120959835,14583071.928145088,14564177.974782601,14286933.414876936,15224031.964147514
Q9NVI1,-0.0265,0.4078,0.1077,7866270.026281688,8181256.938908288,7945031.561553052,7884782.727019293,7546547.393248454,7668563.063696806,7970726.359421771,8121661.341035609
O00401,-0.0268,0.4156,0.1077,1831973.190251279,1815454.37135036,1902623.602912622,1955639.0125095262,1851297.113080765,1857501.1071549319,1860139.192195751,1795983.1698773808
Q5VTB9,0.0574,0.4121,0.1077,6027467.641270747,5671009.372593153,5494789.677773498,5060450.240421889,5760698.930426167,6297307.387553144,5772225.095345872,5322103.771757331
P31948,0.0184,0.4046,0.1077,1229304533.2132661,1249188779.5883355,1229304533.2132661,1229304533.2132661,1249188779.5883355,1249188779.5883355,1229304533.2132661,1272924212.1043327
P62380,0.0555,0.4018,0.1077,1639853.7801654541,1591433.3204417622,1704892.3771046253,1453223.8423566902,1501448.94717462,1725341.7215456157,1764717.2781179287,1649659.644902325
P49589,-0.0269,0.4177,0.1077,80738197.89902207,83649041.30749568,83649041.30749568,86349399.55624376,81095409.18891782,79861635.40689942,82218925.95643705,85021379.9960521
Q8IXK0,-0.0298,0.4155,0.1077,2049380.8298978927,2156462.413695451,2086288.279617192,2042094.0763987163,2085273.852401148,2083690.972552749,2067223.0486657552,1930171.367344095
O00512,0.0295,0.4095,0.1077,651751.7247276152,640093.6185139578,655595.3426484055,696989.0039376465,692094.5651064966,677326.7178929306,678183.7825695238,650778.8683531553
P78371,-0.0213,0.4154,0.1077,938782664.1794692,979037004.9990187,938782664.1794692,927352229.191615,927352229.191615,934269020.8916264,927352229.191615,938782664.1794692
P61086,-0.0267,0.4049,0.1077,80568151.50442332,78606424.34071635,75772334.4289457,77077297.35773867,78923473.16609992,77759737.88063127,75772334.4289457,73857317.55225952
P01112,-0.0616,0.4095,0.1077,2145633.177561314,2352657.2104552053,2670474.763734894,2634315.262081273,2421134.6910478976,2310878.7915894096,2241975.0928771854,2386547.7311140033
Q96EY8,0.025,0.4186,0.1077,19911603.75497965,19352228.322170403,19899444.33168769,20037741.32740275,20291786.773434997,20863966.319986984,20046239.7884029,19406008.851148695
O75190,-0.0212,0.4106,0.1077,14486801.84442238,14415177.643380955,14398416.791474694,13824369.424022138,13840916.971313216,14235250.74813338,14145574.648064353,14062215.666459592
Q01085,-0.0289,0.4074,0.1077,76140078.94737972,75772334.4289457,80568151.50442332,81470748.66928504,78206504.12702921,78475269.9060601,76140078.94737972,74801897.41502686
Q15061,-0.0469,0.407,0.1077,5030563.770927885,4899235.564108472,4852145.190094118,4493870.530354653,4524211.173782705,5043685.226393814,4761807.173326446,4343177.215855862
Q15370,-0.0241,0.4187,0.1077,102739260.95175211,99573417.46373859,99182301.68413007,99859949.41022842,101504574.09071329,98330626.56351887,99716580.17406178,95233390.45559016
Q9BRR8,-0.0358,0.4029,0.1077,2744409.9281572425,2701423.149755512,2899693.5330334376,2889210.283947714,2871871.3258413114,2781328.5975922323,2567306.245786847,2742775.880720576
Q92828,0.0777,0.4038,0.1077,1411298.7346472496,1467361.787552684,1264194.3924436136,1139218.4532937165,1227291.1252079357,1457544.5504575854,1449523.7087749457,1426781.090542995
Q86UU1,-0.0733,0.4039,0.1077,2025780.793239212,2021103.3559296753,2543270.265044441,2357656.207899176,2293739.1770878257,2052168.2122049895,1967151.4314811726,2163486.953185255
Q7Z7F0,-0.0219,0.402,0.1077,5173190.757011861,4982076.141830362,5117590.643426226,5120736.560606534,5160495.334785438,5054494.308237499,4890863.974194915,4982076.141830362
Q7L3B6,-0.0513,0.4021,0.1077,6216770.800528373,6167084.443328682,6994522.739521453,7174509.640785552,6835008.588647997,6216770.800528373,6285679.31754927,6248598.270942092
Q9Y2I8,-0.0339,0.4195,0.1077,4165741.97122998,4299496.202804368,4258289.75344174,4111566.5787145533,4118954.331842574,4349035.848166826,4129002.2671712376,3859696.1852277154
Q96D15,0.0287,0.4049,0.1077,2169343.603986425,2168205.335498277,2112348.8913350753,2254662.887232711,2305306.651830093,2264079.175756284,2168205.335498277,2143400.3872721386
Q9NWK9,0.0253,0.4112,0.1077,3135648.7291309107,3124254.3295461894,3289403.6165718706,3107205.1147354953,3177362.822776828,3159454.5247164266,3328865.2459447924,3213955.0252410443
Q9H0D6,-0.0241,0.4062,0.1077,26212310.12368728,26854589.261792064,27354482.180156805,28304781.08865018,26812260.127640836,26854589.261792064,26502986.798789006,26715908.640181452
Q14156,-0.0308,0.4103,0.1077,1704892.3771046253,1862058.6189274166,1688433.689184274,1745140.9587319223,1722536.245891626,1751439.1925056116,1682604.1651552722,1692078.8169348936
P60228,-0.042,0.4151,0.1077,11295660.599860603,11941398.58361196,11402064.247434309,10951128.65480901,10203827.011247016,10968983.26405863,11463290.590256162,11683031.614118727
Q9BR76,-0.0191,0.4064,0.1077,74654094.85137428,73362207.74893893,72859463.19398266,73494248.17382918,73857317.55225952,71586736.21478145,71700400.91325943,73362207.74893893
P42765,-0.0259,0.4081,0.1077,35680219.87674982,34430877.16851065,34706708.640266255,35135203.53020047,35364406.89669146,35001207.05385289,34366791.94037014,32774390.378610842
Q9BZD4,0.0299,0.4079,0.1077,12262294.557977539,12115884.127143672,11526725.051610664,11310182.86914158,11799240.724096613,11985780.143837132,11918490.405416816,12483228.789285777
