Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA52,V_log2.i._TMT_3_iTSA52,V_log2.i._TMT_5_iTSA52,V_log2.i._TMT_7_iTSA52,D_log2.i._TMT_2_iTSA52,D_log2.i._TMT_4_iTSA52,D_log2.i._TMT_6_iTSA52,D_log2.i._TMT_8_iTSA52
Q00535,1.5462,11.8662,8.0876,5210621.426298496,5372806.201772097,5162165.769889298,5108169.050792675,15214306.832223278,15263524.737816244,15598475.93289635,14826985.243069362
P17612,1.2203,11.2596,7.7822,19974258.202212226,20694848.193958346,20320024.700137895,20833239.133904334,47852192.43077227,48603435.245936856,46606322.98920865,47580776.81675338
P36507,1.5709,10.7667,7.6515,17606585.937372927,18302262.783142824,16826514.766002703,16568248.828398677,50450752.770210266,52720782.94974613,51865039.22651726,50728163.28655685
Q86UE8,0.9625,10.6612,7.6515,10247150.365317488,10338249.789732367,10482505.780794056,10536417.922983227,20712402.924377903,20359735.595645465,20014640.684572287,19987759.382647447
O96013,1.8408,10.5935,7.6515,5739081.772844824,6039891.279455442,6221495.3661136115,6134034.201592861,21893501.770638775,23102651.75609328,21174425.626139577,20338609.8761663
Q9NWZ3,0.9134,10.527,7.6515,6887838.999358365,7150708.043527325,7150708.043527325,6974296.411073125,13346970.223742204,13270282.522254266,13295530.712036882,13127363.148510516
P25098,1.3797,10.8476,7.6515,7676466.785671365,7970726.359421771,8265670.310605117,8152615.813973707,21372401.3655182,20956824.32424061,20882510.823356576,20210349.712324496
Q96SB4,1.0348,10.569,7.6515,18103469.5233741,18512819.39194737,18152687.76652204,17917505.72876539,36438316.99479982,38452657.44987408,37224763.05679203,36826761.290578924
P49840,1.1714,10.3923,7.5681,11358712.42035084,11475228.69296178,11287539.652232902,10997402.919470506,25940175.23956551,26204721.85393736,25111840.067064017,24394870.010321446
Q9Y2H1,0.8096,10.1096,7.331,1019583.7750994925,1011302.4026248814,1037258.2059370644,1039533.1105062966,1836687.6631918943,1791982.2294290601,1776597.1114338683,1794608.3148720663
Q13043,1.0092,10.0142,7.2771,9746421.601880744,9909057.765648833,10338249.789732367,10121344.487251064,20468786.80689382,20320024.700137895,20447488.122777075,19503870.95639422
P22830,1.1761,9.8842,7.1849,34473828.00566668,35250119.43761672,33248228.302052207,32468042.245757032,76472459.0303478,78923473.16609992,76852958.89453478,73734966.05177979
P41240,1.167,9.8384,7.1739,18659587.400740534,19492036.859532148,20194752.791402936,20664667.288531877,44907499.57204528,43553935.20607079,44223745.72640688,44610946.43907088
Q9UKI8,1.1104,9.7485,7.1246,2016902.8872707752,2132593.7885319423,2147204.0840067477,2222277.87067043,4657447.77073629,4673319.557099267,4578915.6876751,4475324.768489245
Q9Y6E0,0.8967,9.7143,7.1246,18722453.620268922,18206617.227095872,17888641.93954833,17453544.430619325,33922604.84820476,34051749.57831658,33389020.83917226,33152051.419512253
P15735,1.3627,9.699,7.1246,3543407.3094943147,3767355.5614687195,3579143.6568544344,3586345.350757766,9564903.54862565,9780561.691847537,9254514.138530428,8656675.862158673
O14965,1.1141,9.6494,7.1013,3981780.9348748024,4108971.1489101294,3937755.077850141,3819077.0870706295,8514981.589873897,8998642.388652233,8537218.54059528,8257761.381868755
P24941,0.7341,9.519,6.9958,25126483.646400504,24873362.924821783,24563825.94914359,24436246.280410457,41727456.849485256,41906178.79873403,40902092.90417063,40149635.37611581
Q05655,-0.6606,9.4495,6.9497,18827729.432835605,18827729.432835605,19312752.774078988,18950739.488502767,11925825.445714716,12048458.987310607,11844857.036141943,12209800.228718454
Q96RR4,0.9913,9.0733,6.5958,2643524.853824121,2595797.7314045257,2792803.1721792095,2680669.370679207,5428810.970967232,5499505.497215663,5331063.884613632,5041725.565713911
Q02750,0.9192,9.0184,6.5889,33305785.690379433,32088125.54407977,33217660.66257226,32208877.344555933,61857192.079217575,65505488.73469359,60180201.440188,59971327.40616421
O14976,0.5439,9.0057,6.5889,14145574.648064353,14062215.666459592,14131775.501817405,13905496.772936018,20370876.48795537,20744137.23721106,20570200.78160346,20313229.23195285
Q14012,0.8907,9.0446,6.5889,341430.3900556046,315873.2563900867,315873.2563900867,323374.6226839713,592333.8917269588,602826.8789730794,618851.5749019969,589149.2153957599
Q9NSY1,0.9111,8.8564,6.4581,12542293.677743059,12716826.381952243,13209336.897486804,13709077.899639368,25448705.204169523,24366232.273412906,23989944.596178498,24281826.320647378
P23443,0.6685,8.6573,6.2874,3392836.17567115,3395975.5234402893,3356626.097254752,3553877.7888892107,5564949.095018196,5463858.30566108,5313510.953249813,5428810.970967232
P45983,0.6413,8.651,6.2874,7006827.215843857,6978604.300423112,7274980.548801201,6799502.5861983895,10808094.214042963,11039568.826888775,10909201.41272125,10997402.919470506
Q15208,0.8572,8.6247,6.2775,4792213.423532451,5091428.1161248945,4838663.898283699,5258442.500939094,9054282.125231799,9209720.992418287,9106912.108845104,8802814.830698976
O75116,0.5985,8.4893,6.1579,41242473.0843282,42452180.7350482,43333508.6971311,43211034.06267022,63893248.22980471,64570060.81084667,63436318.43473126,65838143.5220482
Q05397,0.5869,8.4385,6.1371,21092335.440129925,20932784.10371212,21658570.948284578,21515528.756585937,32722958.200367704,32468042.245757032,31564522.264649317,31224970.433995757
Q8IW41,0.6371,8.4499,6.1371,1613582.4196718743,1690655.6110848845,1690655.6110848845,1696169.8215992984,2643524.853824121,2593262.647314337,2643524.853824121,2525474.2302216566
P49137,0.456,8.4024,6.129,6139997.340390325,6207269.311304743,6230155.924901676,6128017.642086872,8374896.9612391265,8486890.012417817,8525778.89092561,8501210.366280172
P49006,0.5589,8.4059,6.129,55166739.11321122,57515292.762735955,56467029.37365853,57873148.97861893,82073826.9917845,84564580.63830283,83649041.30749568,84119940.2767017
Q8N5S9,1.1693,8.2823,6.0223,696989.0039376465,699132.7682961546,739438.0202382093,770970.9151578805,1704892.3771046253,1733527.545186444,1582634.6190790972,1519490.337438994
P33981,0.4301,8.0668,5.8197,5732145.064707778,5846492.888580106,5785400.483609779,5828832.364171685,7802582.847359942,7782823.989989885,7731060.943671033,7932742.177716494
Q2M2I8,0.8192,8.0011,5.7666,3008559.378174407,3159454.5247164266,3298660.427108223,3320131.470875028,5802004.645558685,5733961.471656002,5636141.494217388,5380494.907993498
O15530,0.5921,7.9613,5.7391,3190697.860399465,3322477.5026514037,3390594.8193819104,3221179.7983756308,4823177.587950067,5069311.334958636,5001543.134447904,4888740.680337943
Q13523,0.4665,7.9368,5.7265,40839282.383093014,41009108.63175528,42582377.907940984,41768755.6952435,58139225.6211507,56779346.94398754,57037396.30343333,57665324.19033421
O14733,0.8767,7.9027,5.704,1960155.9377136219,2160698.433379066,2260517.8669957505,2140969.0952669545,4000870.717213265,3810399.9917100375,3869910.4714180497,3949537.9118184512
P51812,0.6183,7.864,5.6765,15878581.604827004,17146546.31606492,16920660.97451785,16807025.68824376,24942177.587736074,25508426.278383594,25725835.560397778,26269930.720706765
Q9HBH9,0.8396,7.6892,5.5179,279855.2137357328,271241.2081313585,310235.05773076747,285271.4987430944,499785.93983645644,531783.5372772452,517667.6970786314,500836.4162054631
O96017,0.6158,7.6836,5.5179,6907580.933641982,7347221.611118432,7585429.39499363,7116798.557109335,11197565.58185394,10992244.167511608,11250136.030190108,10909201.41272125
Q13627,0.5594,7.6261,5.4709,8591366.935719037,8537218.54059528,8614064.108967558,8113301.100728907,12538137.755865104,12895726.26753648,12209800.228718454,12246649.604818547
Q00536,0.7004,7.5674,5.433,4278715.043524026,4296122.230915034,4419803.623761869,4312647.262020002,7374303.53499256,7318657.850377621,6799502.5861983895,6656441.52204725
O00506,0.7047,7.5611,5.433,1099761.068050148,1077932.553155023,1078528.1341438359,1060279.5568041364,1742983.7760112246,1804162.829420804,1852335.607331222,1641911.4699313198
P49841,0.8563,7.5583,5.433,1484929.5235275675,1520148.2011562532,1541348.9247446347,1549712.5930857908,2748831.112360255,2878297.528623781,2910213.9321087734,2515170.4285006677
P13861,-0.5415,7.4917,5.3759,19281072.27012299,19685022.694964167,19392616.328101195,18542775.52207383,12668724.816078251,13442303.345150476,13262854.616256224,13465281.175248753
P50750,0.8791,7.4821,5.3757,6384474.290734429,6494807.025037305,6581541.5245704185,7465682.891006813,12477379.62692181,12554377.068614114,12164475.663275557,12235035.147035617
P51817,0.7639,7.4002,5.303,274067.1880134909,281027.8083598651,286515.83108751697,302619.9785803767,476161.0244745994,500836.4162054631,508061.18381507567,458231.3313369005
Q96GX5,0.5202,7.3166,5.2283,2142793.4046514262,2203233.545591571,2324287.207485206,2258856.7946032123,3159454.5247164266,3281788.0804652497,3186046.075286681,3174442.0041534943
Q13188,0.5811,7.2149,5.1354,4580810.875682728,4490689.087427073,4801438.206944252,4877618.559689329,7282247.432006147,7016436.735893976,6887838.999358365,6855937.466931978
O94804,0.6611,7.0692,4.9983,669906.0288607262,630077.8203357245,647912.9374066701,644585.7592897733,975772.0406951148,1099761.068050148,990776.4076488158,1036547.6299874034
Q15418,0.4817,6.8658,4.8033,23271357.582632724,25034082.5732552,23568486.172069248,23864210.620892674,32241276.979552966,33248228.302052207,33922604.84820476,34263512.73543059
P49336,0.4537,6.8576,4.8033,3560341.67956749,3511880.733838507,3639561.772235616,3427042.6836743485,4989698.93784252,4904781.202543861,4801438.206944252,4669695.702193433
O14757,0.377,6.8269,4.7808,13252598.704850823,12885450.663720053,13657962.764121769,13504706.031294927,17244028.305756506,17444759.471635435,17444759.471635435,17070267.848594565
Q9H2G2,0.3296,6.6701,4.6319,47256722.54675127,48603435.245936856,48093516.793167196,47206405.5558903,59805849.79510685,59173116.728098065,59728457.1452472,61528614.903422266
Q13555,0.9175,6.6597,4.6294,7552236.745753692,8942121.079865811,9071091.775835942,8905105.422489295,15129346.530877197,16807025.68824376,16610701.195784304,16438280.724240197
Q8IYA2,0.4222,6.5423,4.5197,2220171.110601416,2214666.00365634,2201269.9827845544,2151348.265530127,3102114.355938381,2932166.2417868073,2869426.560165147,2875924.3178968225
P31323,-0.3546,6.3829,4.3744,10511604.831635237,10582886.992776148,10271943.52578822,10021351.912085723,7866270.026281688,8141450.326965435,8152615.813973707,8206554.1769976085
P53350,-0.4822,6.3821,4.3744,11212559.22713622,11575765.455025539,12028946.496306801,11257341.817427492,7834624.120940954,8300625.297064841,8246388.558728264,8607743.635140827
P53778,0.4886,6.3416,4.3412,3453678.28649993,3528334.0111810155,3543407.3094943147,3480778.9580878015,5016238.142300085,5175734.168050356,4886618.274405093,4591524.808604967
Q6ZSR9,0.4582,6.3023,4.3092,3862756.378667463,3727749.150371444,3832444.3969298187,4005463.0672160354,5484320.260385949,5421959.364139643,5264008.4709006,5030563.770927885
Q9BUB5,0.4792,6.2,4.2139,1746347.216695468,1777702.4045403467,1918419.6227271205,1932697.5023391154,2620264.209662935,2547906.119222018,2547906.119222018,2554833.389732288
Q9H2K8,0.2993,5.9986,4.0194,26132658.98793571,25743671.212499715,27368494.678360716,26212310.12368728,32292288.94431401,32241276.979552966,32378137.19613281,32827983.78456047
Q15334,0.3146,5.8276,3.8552,1379653.5870848775,1458598.2928612863,1444729.9223439067,1404851.9600340847,1811535.4530878365,1737718.147758452,1734792.776000395,1788998.0448121636
P19784,0.3862,5.7795,3.8139,9787585.333609547,9796017.428589625,9796017.428589625,9432050.617847824,12095745.129076913,12668724.816078251,13425520.63033021,12562207.595750501
P55263,0.4238,5.7665,3.8076,57242071.259090625,56779346.94398754,61921963.79101732,60629637.04142049,82743248.32192492,79253589.91135667,78800011.25755449,76472459.0303478
P41743,-0.4578,5.752,3.7996,16320455.077416252,16082955.351151764,17856985.019208353,17646174.73355566,12524839.671168158,11870548.145820837,12524839.671168158,12483228.789285777
Q9BUL8,0.2935,5.7015,3.7555,20495946.22748912,20135356.501552746,20150536.574636027,20150536.574636027,25637011.297945116,23828890.106958285,24952639.38422463,24802364.177348807
Q13464,0.3857,5.67,3.7304,31564522.264649317,31809292.320827316,34430877.16851065,34186837.62596651,43052557.30804759,42362150.98982689,42840699.47869114,44075782.90051593
P05771,-0.4615,5.6262,3.6928,39926539.20091039,42035205.78208103,42246200.80282797,39926539.20091039,27675421.42701238,29794827.106234603,30299332.596263167,31519941.906096604
Q9UHD2,0.4524,5.5158,3.5885,3211277.0345150265,3676113.95904703,3507999.034410952,3364657.232335395,4745397.435783636,4732057.160419113,4522438.364270705,4810116.481628633
Q9NYL2,-0.31,5.3556,3.4361,6403402.163031995,6459121.10701605,6835008.588647997,6938571.724277821,5322103.771757331,5360773.68624696,5377803.422665403,5412603.17474715
Q04759,-0.4764,5.3513,3.4361,2300628.4860610776,2252560.5558116618,2280828.704001558,2088102.1650101275,1492712.5775646146,1602364.685060648,1607761.4797733296,1713107.138058297
P11802,0.3386,5.2096,3.3004,4966732.682385237,5132944.2125004325,5372806.201772097,5097851.684780343,6554773.4166326765,6575587.782662687,6716710.419366168,6167084.443328682
P68400,0.2015,5.1519,3.2484,23019494.06992427,22846298.07884974,22731447.977976784,23377545.211023904,26680736.024615303,26788491.734614685,26048551.247316495,26244858.983087357
Q93100,0.299,5.0846,3.1869,3346688.906529166,3443754.0746360933,3411076.5712385974,3322477.5026514037,3916813.730814858,4227984.713749761,4248998.783712383,4253384.123236374
Q96S38,0.2969,5.0537,3.1616,3854432.172306922,3817928.6472863294,4070128.1260241116,4131682.174703698,4964466.403501864,4932394.799144114,4763557.424627851,4832292.924180718
Q9UBF8,0.3309,5.0125,3.1261,8670353.11381301,8551772.420866627,9276740.984978188,9184150.927352512,11683031.614118727,11276999.566753943,11057575.139333228,10851983.775408095
P46020,0.2489,4.9955,3.1147,1166976.3152687072,1200175.4302201644,1183743.8748718547,1164825.6991414733,1385199.537235925,1355005.502959321,1407596.3816939332,1457544.5504575854
Q9Y388,0.3553,4.8737,2.9983,447021.9196791741,468567.0952213966,488257.10078548203,466256.8806133856,604382.5494083649,608058.6755993125,558297.5966193042,622446.6183757125
Q7L7X3,-0.2577,4.7821,2.912,19340528.19564469,18978540.450419184,20014640.684572287,20609373.591813352,16826514.766002703,16357247.558931803,16568248.828398677,16250557.983889533
P78362,0.2528,4.6978,2.8331,5091428.1161248945,4932394.799144114,5084237.979779767,5084237.979779767,6066506.690582007,6282317.6042841375,5974673.727240208,5746395.857741989
Q99541,-0.1753,4.6071,2.7529,3294492.884191673,3341306.7377916877,3419035.614368729,3384999.6407236373,2926806.6880494743,2989662.689522095,2993641.805393507,2991387.3413567627
Q9NVS9,0.3578,4.6079,2.7529,9279886.245677538,9154066.678908877,8293408.357590518,8709028.903318956,11371886.979033552,10682480.44290799,11695677.338901715,11647143.92949571
O43615,0.1607,4.6012,2.7521,58139225.6211507,58070635.23550355,57326359.179266006,58625692.36257583,65188921.43755118,65031374.00213793,63950756.51520921,65347934.92420866
Q92844,0.2168,4.562,2.718,9680215.135550773,9362115.026616847,9343556.264270552,9254514.138530428,11140691.288432937,11114713.45977715,10974997.079012614,10517524.55101963
P46019,0.2003,4.5364,2.6975,339269.42629359744,356074.54285959015,356074.54285959015,345467.22239607066,394527.7244426392,401866.7695497489,409985.9344767734,398420.91839039314
Q8WWW0,0.2767,4.4553,2.6213,2132593.7885319423,2122991.55247635,2037448.3410638408,1946699.269760439,2480347.9167451,2569202.723107448,2520160.7339763925,2407992.0861134315
Q7Z7F7,0.324,4.4232,2.5941,1808536.4070145378,1779694.0551059663,1806547.9912011314,1692078.8169348936,2168205.335498277,2221224.248559806,2387379.6719690524,2101269.7225397266
Q16512,-0.2506,4.3198,2.4955,8190128.6322488235,8564732.161442537,8644676.94431549,8848805.38774946,6943749.490655632,7231296.246101368,7095409.259960502,7517379.048773757
P51688,-0.1806,4.2791,2.4596,95254.01079497466,90178.5767334799,90178.5767334799,90178.5767334799,80667.16926598201,80667.16926598201,80667.16926598201,80667.16926598201
Q9NYV4,0.2406,4.2596,2.4448,38098893.167788096,37908822.51760179,38284369.1770208,35206237.29387827,43144325.27429217,44610946.43907088,45255581.84265013,43553935.20607079
P14635,-0.1853,4.2486,2.4385,39116151.77617904,38229856.52441451,38765045.164664894,37806943.404084854,32865216.20242669,33817275.79446857,33741194.66875754,34963229.62752538
O14578,0.2555,4.2346,2.4292,9917412.960256405,10113876.070783334,10992244.167511608,10511604.831635237,12663179.152209407,12134373.096230788,12220721.946812741,12533983.211062755
Q96C03,0.372,4.2226,2.4247,16074123.547693241,16633860.013212204,15115083.048914026,14092140.714528454,19658066.986014385,20570200.78160346,20468786.80689382,19298593.09149716
Q9Y2K2,0.3004,4.221,2.4247,4537069.849844664,4627626.829673706,4596911.337816176,4328681.434771582,5387784.662362337,6030483.685619527,5398731.473665681,5477649.408265466
P48730,0.2145,4.2019,2.4102,2597467.1627872884,2636862.805752995,2641628.775169492,2501843.629214025,2881827.7580868625,3046624.190690658,3085090.4566963217,3028772.528416467
Q96RG2,0.2701,4.1325,2.3452,1549712.5930857908,1612013.3376886258,1596081.8645756915,1682604.1651552722,1964361.552400513,2005249.30231945,1980821.9692848977,1818477.758674282
Q14457,0.1362,4.0956,2.3127,4349035.848166826,4246343.796100717,4328681.434771582,4337728.36062719,4732057.160419113,4776184.840652933,4754624.707636311,4707461.874841022
Q13131,0.2523,4.0449,2.2664,30547332.741913106,30398874.838079274,32018203.353897594,34051749.57831658,37702917.24876825,37908822.51760179,37607466.39805735,37908822.51760179
P27361,0.331,4.0388,2.2646,2189592.5189832193,2382657.743448906,2100250.398297969,2116068.442030923,2592384.8188223876,2824079.7320133545,2748831.112360255,2884427.457850815
P54619,0.2721,4.0151,2.2452,11317065.092310121,11430327.307993593,12708186.306944838,12220721.946812741,14062215.666459592,14365779.090496942,14308097.810609639,14778160.023359187
Q14004,-0.1531,3.9983,2.2326,975772.0406951148,971902.8528496637,975772.0406951148,1001638.8952743632,897704.131989834,863375.453039425,875913.148268248,892954.9209270919
Q15036,0.2189,3.9714,2.2099,2792803.1721792095,2980244.7604351756,2968377.590457827,3033582.970714731,3307216.5207387917,3455861.2620645487,3412415.6631182423,3526303.112758604
Q9NTZ6,-0.1371,3.891,2.1337,55977313.73219379,54779613.45095386,55453733.52592618,56226615.80227402,49625282.86919283,50619632.58103954,50810377.60523843,51225852.749942556
Q00537,0.1696,3.8118,2.0586,776351.7595446076,754785.7394169652,753958.432000558,767497.034201666,883731.393810685,845365.6930510659,830350.484593479,874712.3150055722
P53567,0.2092,3.748,1.9989,4713354.557215779,4441748.326156181,4337728.36062719,4281032.626699768,5240005.371550047,5186122.271992168,5025974.671254346,5083420.941762149
O60563,0.122,3.6989,1.9538,13346970.223742204,13360617.389483357,13029601.273204489,13122182.634532008,14279602.36176175,14415177.643380955,14474614.099875629,14352101.87254127
Q9UKL6,-0.1694,3.6866,1.9455,12360933.97838046,11985780.143837132,12871444.825228624,12786014.772458432,10992244.167511608,11078083.791462414,11100674.695496345,11276999.566753943
P31749,0.1756,3.553,1.8159,2276658.9860500577,2234127.0802867827,2105949.9952380825,2121064.92320431,2466626.403196131,2448373.5379490196,2450604.9118084647,2497701.4822293073
P48729,0.1688,3.5121,1.7789,6896720.309290446,7219183.77628529,6826842.2747128345,6604905.960033312,7702616.622116044,7791694.704874294,7654360.876559639,7802582.847359942
Q8N5F7,-0.1356,3.5023,1.7731,2337222.3666067007,2258856.7946032123,2339467.360267709,2235826.222900911,2077157.641557226,2112348.8913350753,2069752.6282721786,2088102.1650101275
P31943,-0.162,3.4893,1.7677,163304241.31956598,165633768.42676628,165633768.42676628,164638051.2520487,141343397.30551305,144892342.48232815,150650289.0388314,152572958.95668164
Q9Y478,0.1606,3.4928,1.7677,8091012.553419433,8011427.230341541,8309304.984659944,8353687.705034841,9558035.597338468,9027158.199891772,9007393.011769699,9035884.88133953
Q9GZM8,0.1992,3.4782,1.7603,1700189.8832547045,1674926.6309738797,1725341.7215456157,1760832.7831693832,2092111.743590386,1966604.7746441015,1939257.1497777952,1883457.1230585105
P17252,0.21,3.4678,1.7538,3002846.295641872,3270136.3041996346,3012729.3648889377,3087046.492143819,3395975.5234402893,3600873.1072911303,3636403.1193145323,3676113.95904703
O60678,-0.1365,3.3783,1.668,20093386.809597105,19854096.30910551,20849085.665114824,20495946.22748912,18083926.20758692,18567237.678587824,18434865.693720892,18864503.445395887
P61962,0.2684,3.3443,1.6376,23475048.618206985,23355174.846468717,21228968.828661915,21189177.4715697,26554718.130581446,28734752.756425124,26602723.20665814,25569602.373937804
Q02127,0.1157,3.3217,1.6187,7731060.943671033,7796241.174659775,7796241.174659775,7561245.152552455,8506483.512033349,8309304.984659944,8367252.027195051,8279064.914937545
Q9BZF3,0.1465,3.2934,1.5941,1697535.565050421,1747205.1340894003,1797629.1579711072,1786974.6527312377,1902623.602912622,1932697.5023391154,1941807.2087288185,2002817.9501576938
Q16799,0.1277,3.2865,1.5908,2569202.723107448,2501843.629214025,2515170.4285006677,2620264.209662935,2836704.142199256,2802491.50651688,2766660.194292425,2744409.9281572425
Q8WU10,-0.1446,3.2709,1.5787,997720.1389575965,972527.4528379021,986614.9617386542,963307.3246440578,867592.9294000737,862694.3189791775,898856.8388009645,918102.1472455614
P28799,0.1525,3.2365,1.5479,2936708.664785582,2924537.2820086656,2981126.8001788314,2929733.8517940114,3244071.9350542263,3344534.0907095033,3119325.8797353623,3383041.325998607
P16219,0.1721,3.2328,1.5477,4707461.874841022,4617719.30910446,4788403.14490609,4673319.557099267,5377803.422665403,5264008.4709006,5532852.872414947,5004993.587582296
P49756,-0.125,3.1929,1.5113,34932471.68472276,35135203.53020047,35206237.29387827,35321117.442859,31224970.433995757,32544361.862227388,31996932.79164088,33190770.1514557
Q5VVQ6,-0.1591,3.1869,1.5087,11327892.234208638,11257341.817427492,11379574.592666723,11358712.42035084,9657736.425482662,10260378.810051572,10647143.286562901,10050507.038211916
O60502,-0.1162,3.1786,1.5039,33970408.00107916,33718109.17206205,34567173.35929529,35406266.56212899,31859358.231303014,31587171.28692489,31654629.63338085,31883966.012539636
Q9BVS4,0.1705,3.1695,1.4982,9642517.242697265,9617409.312523462,9424639.862422379,9154066.678908877,10179859.189327458,10750265.911333548,10504580.548023958,11166249.48799369
P06493,-0.1533,3.1502,1.4823,38816555.06411375,41133699.62546106,39735764.6163691,39901013.05488127,34318506.879000284,35917399.15826793,36384733.04765226,36903428.76097938
O75439,0.1369,3.117,1.4525,11695677.338901715,12246649.604818547,12441369.198495205,11952439.43881292,13057059.615802014,13178882.529381359,13252598.704850823,13651081.720786562
Q92930,0.1093,3.0907,1.4294,7198802.411753977,6969056.014270557,6882789.131484217,6965573.938573798,7575726.202364818,7566193.8037631465,7484942.278269883,7590967.899385979
Q96GG9,-0.1176,3.0689,1.411,16610701.195784304,16438280.724240197,15968688.344595496,16074123.547693241,15093828.904371772,15129346.530877197,15153113.731666647,14618439.623181658
Q9NRV9,0.1826,3.0582,1.4062,3026656.856532993,3031119.5631946335,3048957.7117376775,3064250.4350896636,3680532.3978401464,3518825.057683693,3366789.1208934356,3261420.9491664064
P52597,-0.1224,3.0576,1.4062,462959365.15879035,474592983.2933233,457400626.21336883,457400626.21336883,411687047.9584816,430020590.3378688,430020590.3378688,430020590.3378688
Q9P289,0.1549,3.0465,1.3983,10424417.683449024,10770783.32085028,10951128.65480901,11267441.782074973,11647143.92949571,12268786.63632485,12026458.411572441,12385119.217053356
O60506,-0.1029,2.9977,1.3528,208372068.24339548,209193393.51403302,204915050.54311165,210108902.40248284,191904745.94779527,195893691.86029944,190861343.21154836,196659396.52287102
Q96DB5,-0.1454,2.9945,1.3527,9388336.35887834,9527770.552476823,9023920.267994309,9071091.775835942,8044870.90657007,8339619.842825329,8628564.36095465,8452289.140868373
P28482,0.1079,2.9857,1.3471,204915050.54311165,203908106.375977,203908106.375977,196659396.52287102,220481222.25968283,217724957.47434434,218874721.18919396,215068031.15401012
Q8NEB9,0.1336,2.9793,1.3438,8281890.055714186,8400285.844474357,8753074.263085648,8628564.36095465,9154066.678908877,9388336.35887834,9184150.927352512,9642517.242697265
P32856,0.1091,2.9708,1.3384,2593262.647314337,2573270.144625525,2683223.6140206684,2655020.5372410226,2866909.533916807,2842019.928011357,2788566.4512772406,2831378.182837164
P27986,0.1591,2.9381,1.3088,1527800.2161303456,1547121.3073535464,1588536.8317152306,1594366.0891411167,1806547.9912011314,1643929.3750892268,1779694.0551059663,1760832.7831693832
Q9NVT9,-0.12,2.9326,1.3064,9424639.862422379,9296731.249164991,9780561.691847537,9487999.67637903,8709028.903318956,8700108.907631038,8983414.179191874,8564732.161442537
Q9NQ29,-0.1581,2.9286,1.3054,15233647.26686342,14931730.611072423,15647615.830577102,15768891.048599198,14359935.467290537,14138489.786259338,13499040.503467998,13209336.897486804
Q14498,-0.176,2.9062,1.286,28734752.756425124,29869373.24870937,27240980.382295523,27733192.006879367,23915449.47025366,25201013.1603253,25353451.033458307,26048551.247316495
O94766,0.1011,2.8883,1.2712,604382.5494083649,590895.4482046488,583782.464239475,583220.2957579817,641105.931053496,637053.8443840967,629152.9412627683,626234.2765044424
Q14191,-0.1027,2.8541,1.24,3105665.1772024534,3181715.8770112935,3102114.355938381,3115540.2398915044,2878297.528623781,2919132.9737500194,2865812.1393321664,2983179.6704263096
Q9BVC6,-0.1807,2.8368,1.2256,4861409.62218444,4447520.177354425,4867220.554227723,4707461.874841022,4354036.225210277,4042953.1920686984,4010766.703857425,4251111.593025464
Q9H4L5,0.1555,2.8202,1.2143,2601549.3066284275,2711700.0210299827,2571754.644894648,2534021.720513948,2750586.6474506827,2988105.38591474,2894866.123606839,2974080.0940072164
P52434,-0.1514,2.8197,1.2143,12589901.32498686,12316704.248934519,13560605.38273946,13139912.83833759,11426503.9603019,11755778.6988113,11792090.206086319,11463290.590256162
Q8WYQ5,-0.1068,2.7961,1.1936,4258289.75344174,4243699.203728691,4151486.827498708,4063360.4014268676,3805796.8678523414,3905493.2865853347,3905493.2865853347,3905493.2865853347
P61927,0.0988,2.7925,1.193,31708492.412076145,30981105.95093976,31058315.735396147,30526025.78465933,32985232.999470215,33922604.84820476,33217660.66257226,32957715.769155897
Q14494,-0.1234,2.7851,1.1885,488257.10078548203,464781.55805549904,457445.8153129838,476161.0244745994,440602.5044525789,427335.96643718577,439177.05606343085,424521.10401271173
Q9BZX2,-0.1161,2.7652,1.1713,5892903.6198079465,5741035.396763401,6119515.5239084205,5936778.842472218,5360773.68624696,5418964.329895429,5556698.181161348,5517843.086496062
Q8TB03,-0.1099,2.7517,1.1607,3154804.0517840404,3119325.8797353623,3181715.8770112935,3228041.084987211,2953962.600738264,2939135.9462375836,3016053.898719728,2846224.203485997
Q6ZXV5,-0.2106,2.7477,1.1595,1940461.205793051,1823551.8746714653,1733527.545186444,1663025.1430228858,1496318.37224658,1603281.853726381,1548491.421541751,1531306.8980752458
O95782,0.0998,2.7127,1.1273,81470748.66928504,82447962.74968795,84564580.63830283,83424399.44539005,87867327.56105918,90776549.79155852,89433972.89270225,87593532.13190106
Q9P0N9,-0.1328,2.6928,1.1166,786182.2575344389,764866.1841048411,807797.79923299,782188.9393365715,680520.794073917,726667.7679260215,729175.4228406453,729175.4228406453
Q9BSH4,-0.129,2.6923,1.1166,5795446.681797072,5863906.950335125,6128017.642086872,6012962.623034001,5247301.113700048,5370424.729032414,5564949.095018196,5584116.423497967
P41223,-0.1093,2.691,1.1166,12316704.248934519,12176883.774830721,12633533.14764079,12192740.721324997,11317065.092310121,11166249.48799369,11799240.724096613,11442061.039473183
P51617,0.1962,2.6975,1.1166,688773.7378888848,749237.934167509,764138.9954024254,807797.79923299,852831.0267409765,846106.6863724767,878660.0652802852,865577.8045601888
Q53EL6,-0.1133,2.6832,1.1115,16568248.828398677,16681282.206635,16712875.164691227,16857605.024098836,14778160.023359187,15790753.617289213,15489634.539776891,15734728.831437588
