Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA52,V_log2.i._TMT_3_iTSA52,V_log2.i._TMT_5_iTSA52,D_log2.i._TMT_2_iTSA52,D_log2.i._TMT_4_iTSA52,D_log2.i._TMT_6_iTSA52
P52434,-0.1283,2.5606,1.0831,12589901.32498686,12316704.248934519,13560605.38273946,11426503.9603019,11755778.6988113,11792090.206086319
Q8N163,-0.1046,2.554,1.0787,48166568.47334583,50057754.846676305,48786743.79614006,44223745.72640688,45517879.06140069,46155007.082942605
Q9H910,0.1285,2.5447,1.0715,62678078.2175596,59866803.66901763,57200385.331859566,65505488.73469359,64314713.05997618,65505488.73469359
Q9H4L5,0.1395,2.5392,1.0686,2601549.3066284275,2711700.0210299827,2571754.644894648,2750586.6474506827,2988105.38591474,2894866.123606839
O95721,0.0855,2.5362,1.0686,113738099.33631675,112013683.4538844,113149158.16300635,119946066.00940616,119072452.30699553,118392403.96623866
Q9NRW3,-0.1113,2.5353,1.0686,4381430.761820312,4240502.812271813,4507661.373062451,3965116.214080201,4070128.1260241116,4044764.5959024117
Q12849,-0.1081,2.5219,1.0572,26048551.247316495,26048551.247316495,25080919.422677707,23192196.560042575,24155316.159883644,23828890.106958285
Q8N4U5,0.1865,2.5063,1.0437,808881.1356846306,766916.9020947266,719497.6054514844,860462.6290241429,902399.8735412788,833856.902711783
Q53EL6,-0.1086,2.4955,1.0351,16568248.828398677,16681282.206635,16712875.164691227,14778160.023359187,15790753.617289213,15489634.539776891
Q9GZZ1,-0.1147,2.493,1.0347,59866803.66901763,58535252.298655696,56336108.30190795,52243005.83961466,54136356.56108855,54042147.15864289
Q99570,0.0954,2.4466,0.9903,8478564.658263683,8583383.39395601,8827853.944688063,9035884.88133953,9191086.975890923,9262836.449473348
Q9BZX2,-0.1111,2.4444,0.9902,5892903.6198079465,5741035.396763401,6119515.5239084205,5360773.68624696,5418964.329895429,5556698.181161348
Q9BW27,-0.0887,2.4358,0.9836,8934995.61150603,9032076.532278094,9228332.53146482,8443327.653271753,8531016.362852678,8443327.653271753
Q9Y5Y2,-0.1959,2.4193,0.9698,2771208.8656921117,3354993.8705466595,2855323.99993311,2574191.067732408,2601549.3066284275,2618445.8696215143
Q8TBF4,0.16,2.4179,0.9698,2998828.234756999,2878297.528623781,2969949.9128167955,3169053.8408161066,3550160.355949094,3105665.1772024534
P62877,-0.1009,2.4156,0.9695,12332812.599812966,11889321.665650608,12385119.217053356,11267441.782074973,11130330.219244037,11526725.051610664
Q99986,0.1605,2.4047,0.9606,9738708.222288007,10718401.810415573,9973895.245693933,10477723.281452606,11503168.304820644,11824223.100793157
O95835,0.1672,2.3986,0.9584,467056.0084710741,503140.4938525496,473057.14002738975,549246.0143175729,527145.1650995025,534451.9824324319
P41223,-0.1061,2.3985,0.9584,12316704.248934519,12176883.774830721,12633533.14764079,11317065.092310121,11166249.48799369,11799240.724096613
Q9Y6R4,0.1027,2.3929,0.9548,7615169.509525634,7663395.696738214,8055236.91266301,8388327.976428272,8353687.705034841,8159397.697561959
Q9NVT9,-0.102,2.3799,0.9438,9424639.862422379,9296731.249164991,9780561.691847537,8709028.903318956,8700108.907631038,8983414.179191874
Q9BW66,0.1406,2.3779,0.9438,2661866.634276433,2583525.3336485075,2505870.796354662,2694116.2440974712,2856580.092601221,2942683.8242325233
O60869,0.1242,2.3468,0.9146,144187529.18269023,141741203.20782164,131913579.88238552,153241733.48834035,149738280.31789047,149738280.31789047
Q8IWX8,-0.0836,2.294,0.8638,24130947.697382443,24294351.724367533,24843829.911350682,23003693.902023893,22696058.837515917,23019494.06992427
O15498,0.0893,2.2812,0.8529,35165838.94402171,34775171.64688837,36549353.45866549,37494832.16877481,37702917.24876825,37399364.24406223
Q8WUD4,0.0912,2.2766,0.8503,24106031.52737603,23592375.924029056,23517167.320795994,25111840.067064017,25569602.373937804,24723728.813421044
Q14527,-0.0973,2.2639,0.8395,8425806.477331545,8545867.392484715,8506483.512033349,7658667.2093950985,7982881.307338719,8029320.551228643
Q9Y2S6,0.1203,2.2484,0.8261,14940623.189922664,13923986.069340484,13788907.496607352,15688599.012431923,15141390.556634486,15255372.693000555
Q8NDC0,0.2062,2.2467,0.8261,5503969.367401812,4721227.884387986,4572169.0955278985,5869775.356467955,5179780.598969307,5921147.73766348
P61129,0.1944,2.2432,0.8245,178063792.78608164,169417982.0777251,156714031.78262323,206803969.95355982,170051661.36417758,196659396.52287102
Q96DH6,-0.0855,2.2295,0.8127,16143265.340012306,15968688.344595496,15785395.152520644,15057617.802216172,14960887.348711947,14849301.566475874
P15336,0.0991,2.2117,0.7968,13923986.069340484,13824369.424022138,14279602.36176175,15141390.556634486,15214306.832223278,14384971.231039265
P19388,-0.0906,2.2092,0.7962,11207321.765275003,11229347.856648002,11012684.85404696,10561896.329488045,10237459.58017466,10424417.683449024
Q9Y2F5,0.1121,2.2041,0.793,6241642.213183102,5974673.727240208,5808216.138460553,6403402.163031995,6543658.5530734,6418526.698265606
Q9BY43,0.1473,2.194,0.7847,26715908.640181452,25080919.422677707,23311932.348260626,28465006.235990092,26812260.127640836,27415628.08504166
Q9BQE3,-0.1562,2.1905,0.7831,8858837.29722244,9566340.883281479,9746421.601880744,7719295.898386979,8555936.94746626,8848805.38774946
Q8TDH9,0.1102,2.1714,0.7729,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q8TDH9,0.1102,2.1714,0.7729,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q8TDH9,0.1102,2.1714,0.7729,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q8TDH9,0.1102,2.1714,0.7729,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q8TDH9,0.1102,2.1714,0.7729,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q9BPX7,0.1782,2.1712,0.7729,3493760.22610404,3100523.019537045,3233330.24969467,3446365.7096771975,4028216.4618798257,3579143.6568544344
Q8TDH9,0.1102,2.1714,0.7729,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q8TDH9,0.1102,2.1714,0.7729,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q8TDH9,0.1102,2.1714,0.7729,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q8TDH9,0.1102,2.1714,0.7729,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q8TDH9,0.1102,2.1714,0.7729,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q8TDH9,0.1102,2.1714,0.7729,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q8TDH9,0.1102,2.1714,0.7729,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q8TDH9,0.1102,2.1714,0.7729,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q8TDH9,0.1102,2.1714,0.7729,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q8TDH9,0.1102,2.1714,0.7729,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q8TDH9,0.1102,2.1714,0.7729,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q5T2R2,0.1959,2.1514,0.7549,1845234.5372341506,1856469.084842697,2028237.25194357,2112348.8913350753,2431763.1016837084,1979000.5189154858
Q14739,-0.0965,2.1474,0.7527,41580727.38051474,43724673.02915952,44054526.66707445,39336487.390394114,40353358.380115144,40558538.473806776
P07738,0.0959,2.1448,0.7522,6086722.78404796,6107595.473077909,6002512.075035533,6392812.943959664,6626316.392479975,6311640.965356367
P55081,0.097,2.1433,0.7522,56825880.202400856,56226615.80227402,55281202.40845085,61528614.903422266,58340495.35203148,59090476.21629877
Q8TF05,-0.088,2.1401,0.7508,13709077.899639368,14342022.895219974,14103344.974374836,13113175.985490732,13127363.148510516,13178882.529381359
P20962,0.1134,2.1151,0.7275,117948957.79653268,118957964.85178114,129303559.53087318,129528035.25236645,129922491.2027787,134226451.95413855
P36915,-0.1048,2.1095,0.7236,7758822.655819079,8159397.697561959,7782823.989989885,7347221.611118432,7116798.557109335,7442545.625202505
P42338,0.1203,2.0992,0.7151,2595797.7314045257,2746475.078056473,2878297.528623781,2985306.8326683715,2929733.8517940114,2964481.966717873
O15078,-0.116,2.0902,0.7079,2060667.6053766115,1988910.8358494523,2089952.365661282,1919869.0625027136,1907529.9259094966,1803171.5654523463
Q8TDZ2,-0.1378,2.0871,0.7065,741392.9187098965,692094.5651064966,705526.7363152325,647912.9374066701,635890.680701404,648572.240117198
Q86Y07,0.1266,2.0839,0.705,1055995.9712659721,1067808.9754214408,1113597.757184348,1179511.33325007,1128250.4865291305,1204596.9245288055
Q9ULR0,0.1311,2.0806,0.7035,32524260.293660145,32018203.353897594,29715692.986422777,33363517.18377375,35948463.42792019,33305785.690379433
Q63HN8,0.1715,2.0746,0.6992,10735459.447324643,11492615.902879182,12973811.706940744,12394982.94030081,13840916.971313216,13156487.44476872
Q7KZI7,0.2022,2.063,0.6893,489254.12534169236,493702.66254148475,447871.55320085696,498617.21919276554,575263.232946858,562507.7547719041
P53634,-0.0968,2.0577,0.6858,17213452.836768325,17088540.753172945,16512831.059266288,15504870.06458598,16143265.340012306,15586008.149372807
P46527,0.1513,2.0522,0.6819,1147328.7637310459,1097023.4541979765,1177289.3061376284,1327784.835948366,1178622.2940809322,1270085.5181599567
Q9P2K8,0.1289,2.045,0.6765,1347640.275647545,1411868.3110869895,1494875.7957478066,1536814.8243887757,1517208.2911027714,1568983.0325711926
Q8N6N3,0.0932,2.0353,0.6684,15385524.70373634,15403295.932683902,16082955.351151764,16938057.894598715,16633860.013212204,16120952.258051312
Q9BZG8,0.0969,2.0318,0.6666,7992865.988633478,7624174.452673067,8190128.6322488235,8462195.115052896,8415746.339015082,8425806.477331545
P51692,-0.1099,2.0227,0.6591,5398731.473665681,5750178.257037769,5855134.293020862,5091428.1161248945,5250709.75891676,5317701.11078102
Q9UKV3,0.1714,2.0046,0.6427,1815454.37135036,1725341.7215456157,1542661.338326854,1822331.749172436,1982421.1997669109,1887043.422102095
Q13070,0.1924,1.9987,0.6384,1693705.5454621424,1575456.1069676245,1404851.9600340847,1732228.644932151,1900625.2890664244,1677579.3299227038
Q02252,0.1202,1.988,0.631,1925313.5811468197,1881590.8253015522,1847845.697107262,1941807.2087288185,2082052.8655538892,2085273.852401148
O00479,0.1703,1.9896,0.631,4717518.419015454,4528081.580045823,4658633.481355504,5049050.092459967,5790791.691797946,4713354.557215779
P13807,0.132,1.983,0.6278,2416727.7857968896,2590076.7889940976,2643524.853824121,2641628.775169492,2796772.4347335235,2892976.5933408095
Q9BRT9,-0.0836,1.9733,0.6197,8531016.362852678,8234066.673906655,8452289.140868373,7924035.154529811,7816889.916014335,7911631.33224595
O75663,-0.0822,1.9713,0.6193,23637972.48786527,23735490.69824806,23941301.722512998,21807802.561746392,22428054.113364372,22717079.679627813
Q9Y5P4,-0.0823,1.9691,0.6187,23989944.596178498,23915449.47025366,24504919.64208515,22178916.00987527,23102651.75609328,22696058.837515917
P09497,0.1163,1.9563,0.6111,74320485.99475193,73082693.98532213,67719454.21077487,79161819.1325715,77018336.11191213,75629119.13937415
Q9Y6R0,-0.0984,1.9577,0.6111,2153434.0345961284,2100759.9985946785,2077157.641557226,1937232.2301442942,1958642.4674895168,1982421.1997669109
P20839,0.084,1.9555,0.6111,24281826.320647378,23756793.497160964,24106031.52737603,25508426.278383594,25800906.696535237,24696968.85671588
O95639,-0.1091,1.955,0.6111,6177696.736317221,6480443.863560593,6510248.12870119,5625540.437776461,5997776.698639836,6039891.279455442
Q15269,-0.1214,1.9523,0.61,946073.2608763286,960177.6038813911,908371.2752944313,844535.1532521937,864089.9342767077,863375.453039425
Q86Y39,-0.1638,1.9464,0.6056,550546.3910107947,570644.4169406187,624918.4720562842,516714.0223742379,502107.601209245,530031.4755144655
Q15404,0.0926,1.9361,0.5969,32827983.78456047,32544361.862227388,32055311.4444394,35621831.52798353,33666801.98386219,33970408.00107916
Q9P0N9,-0.134,1.9336,0.596,786182.2575344389,764866.1841048411,807797.79923299,680520.794073917,726667.7679260215,729175.4228406453
Q5VT25,0.1047,1.9257,0.5897,12306195.575562991,12164475.663275557,11963568.949164957,13163446.826209543,13425520.63033021,12352679.034845924
Q15742,0.2523,1.9192,0.5847,326891.8062656399,344160.719404157,332917.28008421673,350305.8608436598,460165.1048566227,378154.13791724393
Q9Y5K5,-0.0833,1.9108,0.5779,31058315.735396147,31996932.79164088,31587171.28692489,29742790.847929463,28964278.858481746,30078273.029492773
O75575,0.1709,1.9084,0.5771,2953962.600738264,2858707.6153682354,2513804.2312558973,3322477.5026514037,2991387.3413567627,3005454.107551939
Q8WX92,-0.0957,1.9058,0.576,27180581.77143947,26863893.497238338,25771781.989747494,24241990.71860733,24802364.177348807,25201013.1603253
P21359,0.1229,1.8934,0.5667,4886618.274405093,4757436.501501564,4627626.829673706,5087116.101384156,5459919.652105132,4901246.955806887
Q99714,-0.0997,1.8949,0.5667,53585121.86002918,52845024.55026579,50366759.22134507,47256722.54675127,48961171.086047,49236185.16834984
Q9C0B0,0.0998,1.8864,0.5612,4788403.14490609,4754624.707636311,4917044.393829507,5354081.317335987,5030563.770927885,5016238.142300085
Q8WUH1,-0.0932,1.879,0.5568,3376827.4468409354,3350953.0674309144,3279525.086006996,3105665.1772024534,3051264.7427597465,3167934.6405676077
Q5T7V8,0.1143,1.8804,0.5568,1149016.400674484,1109061.6862003927,1081598.6085002,1213261.471242242,1199414.9751943375,1180663.5644595625
Q96BX8,-0.1004,1.8654,0.5448,2321850.786726136,2209532.666680108,2204910.934735295,2079628.4841158679,2086288.279617192,2079628.4841158679
P31942,-0.1155,1.8638,0.5447,20022947.534309763,21311594.03400842,19638246.61837936,17888641.93954833,18757204.701655682,19298593.09149716
Q567U6,-0.096,1.8607,0.5431,4034311.438688708,4145030.653034709,4118954.331842574,3708155.953943483,3790691.739260824,3937755.077850141
Q9UJX6,-0.0877,1.8577,0.5416,3041610.527858501,3127753.116595278,3197078.4172733855,2898303.869634957,2942683.8242325233,2919132.9737500194
Q8N9Q2,0.1297,1.8488,0.5342,1742983.7760112246,1711467.3626260515,1670078.2965668011,1969399.436802209,1847845.697107262,1755998.7898966437
P31321,-0.1035,1.8456,0.5324,1908544.996839897,1824365.2438772966,1900625.2890664244,1706649.6925006255,1788998.0448121636,1716115.0558714229
Q9NR50,-0.1076,1.84,0.5293,16877279.21225107,17664930.164679725,17513896.315838207,15193296.49419822,16152746.323559923,16671557.209574943
P23511,0.122,1.8395,0.5293,4482720.659348213,4354036.225210277,4368016.66557607,4792213.423532451,5038008.865003479,4453780.199135601
P30086,0.0867,1.8344,0.5257,220481222.25968283,213655632.5458872,210108902.40248284,229411542.60645935,223189765.16893667,227436840.2193475
Q9Y5U2,0.0952,1.8285,0.5213,4182675.167764965,4343177.215855862,4287667.228492015,4559962.470298735,4663153.144784972,4381430.761820312
P42785,-0.0801,1.826,0.5202,8452289.140868373,8281890.055714186,8663276.903055867,7879999.295370247,8034285.733418477,7963813.747703298
Q9UHB4,-0.1706,1.8195,0.5152,1638726.0671282227,1658938.0824008952,1909574.8235163316,1655057.6843183339,1480929.0978718218,1461207.9627264012
P17655,0.0763,1.8181,0.5152,87053974.45924349,83931841.57527156,85285742.15684706,89762671.62320942,89160794.71442598,89627393.76596087
P06576,0.1063,1.8089,0.5075,102060179.97400588,104933400.30536354,98330626.56351887,105594886.34954712,113946022.13668028,107180043.8126318
Q969H6,0.1395,1.8067,0.5067,1348782.3856101437,1286795.7629021932,1458598.2928612863,1555945.1900937066,1492712.5775646146,1433017.2941761236
P26599,-0.1079,1.8048,0.5063,89762671.62320942,92257914.19890663,86903926.69975051,78800011.25755449,83424399.44539005,85827118.65665914
Q86VI3,-0.1493,1.8017,0.5056,1630180.2135598992,1538347.5508232363,1548491.421541751,1289621.3476104678,1468689.6699882362,1469465.9509902808
P62899,-0.0808,1.8005,0.5056,14131775.501817405,14535629.133479761,14522964.925632564,13832729.556878269,13295530.712036882,13460109.67962718
Q9P2Y5,0.1865,1.7999,0.5056,94480407.4086174,92607517.85040778,80132957.60957693,113313712.77184933,94009118.9361157,95017233.078916
P22033,-0.0815,1.7956,0.5028,23154469.539314542,23003693.902023893,22572785.13290132,21055349.10059788,21775789.64890134,21734215.402709242
Q96IK1,0.1318,1.7941,0.5027,1916731.6267959625,1911667.6672985835,1899174.1463544748,2231908.1402530684,1952486.753678256,2053186.6863107008
Q9H1E3,0.0767,1.7872,0.4972,68498809.08888021,69646550.30390579,68928477.33429004,71700400.91325943,74081783.20514616,71272932.05611992
Q9HC38,-0.0856,1.7851,0.4966,64066285.8950507,63125571.57465685,61585129.90913761,57732032.43498563,59030092.63510117,60073603.4845597
P54725,0.0751,1.7806,0.4934,171612027.81415123,171612027.81415123,170051661.36417758,181119405.88448927,181119405.88448927,175204944.5912022
Q7L1Q6,-0.0817,1.7764,0.4907,27331491.591468506,28653944.337864824,27588552.91285041,25964739.94299453,26204721.85393736,26324872.71834872
