Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA48,V_log2.i._TMT_3_iTSA48,V_log2.i._TMT_5_iTSA48,V_log2.i._TMT_7_iTSA48,V_log2.i._TMT_9_iTSA48,D_log2.i._TMT_2_iTSA48,D_log2.i._TMT_4_iTSA48,D_log2.i._TMT_6_iTSA48,D_log2.i._TMT_8_iTSA48,D_log2.i._TMT_10_iTSA48
P01111,0.0265,0.6741,0.06,9169621.478518693,9410241.256063143,9151029.902839426,9351431.39406628,9430487.690298835,9332160.63467664,9578790.700693792,9396046.353910912,9369432.066036599,9578790.700693792
Q9BVG9,0.0844,0.6735,0.0599,397648.94561664603,413849.8015369181,429312.9244029416,369171.6699577546,366256.7899475564,443365.62376366806,382321.29398140364,392341.5301110904,411927.91195805534,459805.21395291365
Q02543,0.0455,0.673,0.0598,6471673.526666062,6495808.990631756,7001643.229145233,6975042.080083503,6487171.909760644,6894066.575032598,6425186.3642797135,7023808.887031544,6988279.693284171,7081356.756120938
Q96K80,-0.0414,0.6727,0.0597,1631597.0012421021,1614799.6180350848,1548347.9451054607,1501042.2452670021,1584495.4211798112,1522243.255257628,1590593.3900065343,1534082.9151194175,1501042.2452670021,1489965.0301527155
P35249,0.0361,0.6714,0.0593,38620459.672525354,39714676.887165174,42045509.44956005,38047383.29119469,38474643.9522609,39609754.398312084,39763875.57960925,40626047.04670666,40368812.417642176,40977229.49411556
Q8NEZ2,-0.0669,0.6714,0.0593,4919287.012789275,4979664.311085678,4944836.641614284,5631663.372082143,4486828.374745133,4992823.754165658,4476808.015453974,4780159.974257253,4904144.847384713,4620594.197274737
P51798,0.0692,0.6718,0.0593,685600.9200834353,734250.7303406718,724253.2360094769,707134.9546980808,706130.7608342035,662041.4543462532,716362.9112246782,782255.1142353581,751199.1890596246,810314.2858730841
P16422,0.0491,0.6702,0.0584,2296867.3992032027,2232361.8096679915,2328573.338613765,2119901.1595725073,2447351.9712671265,2356877.0670870203,2343497.8003471894,2399418.5834597205,2257250.8585145604,2431723.895647663
P50991,-0.0231,0.6664,0.0582,517063092.74492353,506730118.52755666,517063092.74492353,517063092.74492353,498803390.26361257,509989474.07719225,498803390.26361257,498803390.26361257,495317543.7235475,506730118.52755666
Q15018,-0.0281,0.6661,0.0582,11209045.68883032,11317348.984408647,11235964.456350882,11150484.404935498,11126567.34512349,11420136.429301912,10994603.566915134,11010229.68830134,10769912.328406021,10627289.888242504
P35606,-0.0223,0.669,0.0582,75932084.60394362,74828368.27898702,77626866.66908067,77899829.2373962,76058933.29855666,76111791.8944446,73744112.60747749,75404805.36060376,75665186.810077,74596059.65243657
Q13586,0.0475,0.668,0.0582,17510356.249263562,17545772.476968642,17448414.5967744,16062138.28741998,18706963.569515992,17307278.275037803,18053037.48377538,18381381.571738627,17779897.360044282,18435367.623346925
Q9UI26,-0.0401,0.6667,0.0582,35062560.03125884,34620633.3061776,37388689.27161199,37276207.986921474,33945584.473319,35295948.372005224,33433632.64531084,34620633.3061776,35424367.786066964,34179586.07823705
O00273,0.0376,0.6668,0.0582,27520191.245930877,27058207.053436857,26413057.72637561,25832093.998462275,27572207.844723348,29215209.11553012,27322416.291643523,27058207.053436857,27231967.980119407,26774631.24998332
P24864,-0.0798,0.6677,0.0582,425145.8913313555,387555.3707369535,390652.52944598295,429910.4788062207,374509.4144060778,421870.6366592614,357669.5239808552,365280.4382486299,395918.7124400404,354542.87546880526
Q9Y2Y0,-0.1553,0.6684,0.0582,2787817.50018277,2927293.821327546,3270535.423915545,4064694.715236585,2569430.3061710107,2760419.0238431897,2634671.4777792026,2805709.498063617,3010886.6590240677,2779415.59410473
Q9BRV8,0.0745,0.6674,0.0582,2302632.2848653407,2284654.51967965,1866163.4356463042,2141866.8849006724,2008795.0527656483,2130561.181392855,2374376.619106251,2148498.575650391,2196589.1459498485,2289619.399138541
Q15181,0.042,0.6677,0.0582,509989474.07719225,498803390.26361257,490317193.07057047,490317193.07057047,550487853.4192498,517063092.74492353,530130766.5263437,523637751.21706957,513741650.17075175,523637751.21706957
Q9UHW5,-0.0563,0.6661,0.0582,772441.0070522336,763193.1039739891,799984.1994852073,850968.5627570942,726819.7262482832,773586.1553594378,744979.303183946,724747.4215377311,746649.3595402743,764041.3427861807
Q6UW63,-0.0304,0.6694,0.0582,6302166.50242594,6463632.62075069,6756630.78144106,6520016.659225267,6396206.517914473,6408670.520761891,6129166.1782244,6440635.294793311,6357845.862476171,6344343.218946192
P49902,-0.0295,0.6695,0.0582,16062138.28741998,15857481.573917976,15946145.1429424,15289934.705454724,16153579.680498062,15753533.128630748,15487622.095502945,15753533.128630748,15617313.00491949,14891719.074652467
Q9NR28,-0.0484,0.6668,0.0582,21900832.876929782,21085165.357357588,21092507.66552675,23477175.420997523,20234200.498155225,21651223.98842003,20704192.638241827,20377184.734260403,20689198.78029179,20559491.40222546
Q8N9B5,0.0614,0.6655,0.0579,5382436.7110403385,5254169.092020042,5824172.1158753885,5209538.38177883,5834122.830079697,5448106.9725631075,5214137.762202993,6056281.358811335,5905388.732554951,5997852.487463477
Q8N9R8,-0.0456,0.6646,0.0577,999113.8788563503,931498.8161040718,971597.343593774,890432.3301631665,973088.1189332968,914950.1459378944,954738.3995007096,911306.2270215633,908916.2618696239,915331.9539609161
Q15013,0.0559,0.6645,0.0577,1343621.0198801255,1270928.0430616753,1143045.6807621287,1246931.860911313,1252756.8797981488,1238673.9042251233,1323136.414935531,1305819.9887284064,1321282.1814780792,1299743.8426510748
Q15363,-0.0624,0.665,0.0577,6598836.446363318,6595082.883773388,6871201.736046355,7278684.043889774,5952366.7956608515,6132693.249053548,6334964.350221897,6339412.564721828,6177327.89127688,6819738.73587866
P31350,-0.0256,0.6638,0.0576,33474003.2151273,32327402.58763868,32193837.047387507,32814212.162142996,32655692.800509855,33069141.574060064,31941893.239628598,31714178.139718775,31753254.49033307,31714178.139718775
Q96I34,0.0581,0.6641,0.0576,572807.9895696122,563822.423425733,559882.5226985497,616306.9779006285,581585.8930091176,657553.8853810171,584374.0666159615,588506.3473467089,580517.7321874584,595257.1173490055
Q9H992,-0.0771,0.6634,0.0575,217223.1338447357,233531.33391031701,235862.9306574261,206977.24621478363,239567.5816686222,221487.6881091184,227438.78948211417,197029.9894643595,215853.48050552016,209587.947424379
Q96BZ8,-0.0361,0.6613,0.0568,2957238.2946043434,2867108.1405904037,2905895.214124149,2948195.4702447723,2871503.48106719,2895309.0271723187,2944916.524772307,2803327.8166515795,2831465.910708886,2679847.492538185
Q17R31,-0.0333,0.6619,0.0568,11817123.708138032,12451992.52436378,12329035.359968519,12423700.756585322,12566922.263058545,12315260.6779974,12112696.127439762,12126633.74648675,12016256.26352119,11464369.196769988
Q9P0W2,0.0382,0.6615,0.0568,2810585.6895379415,2968714.5288980165,2929519.352922733,2810585.6895379415,3000570.382553215,3134625.324061685,2958223.9828480305,2919047.102392803,2944916.524772307,2915579.17457133
Q6NW29,-0.0426,0.662,0.0568,5091105.6716423435,4883524.41921471,4588372.568628364,4830153.241260383,5018296.24785966,4593098.525071997,4882462.862838536,4651998.013259384,4804158.3371339105,4710122.431447053
Q9UJY4,-0.0295,0.6619,0.0568,2565893.125651905,2523195.9869256984,2582353.22269665,2519244.384859072,2457732.90814244,2503461.537945727,2443266.256314533,2431723.895647663,2440193.1058620038,2541959.633942312
Q13409,-0.0352,0.6548,0.0564,31807235.921720438,31974182.77303453,34092227.05532506,33612535.313192345,31092626.383637406,32381518.60712339,31016470.72919244,31753254.49033307,31861480.278997302,31233923.90197273
P28072,-0.0427,0.6554,0.0564,37525713.313066185,36771275.62838389,37556054.4748542,39824708.60809694,35977178.44292562,38724510.85297676,35647863.06121083,35977178.44292562,35165637.85000422,36219286.73896084
Q92619,-0.0304,0.656,0.0564,3625289.358118637,3638979.2901914134,3680386.730020466,3693341.615332577,3731699.4346116334,3708696.3470315184,3451371.5698618637,3565148.5737068993,3678388.142784828,3537663.853676503
Q9UM54,-0.0292,0.6532,0.0564,14894693.183906302,14413089.30032326,14602373.590956451,14561414.698156472,14324776.460738717,13789506.206585942,14275519.382974138,14499030.403003057,14633335.430399546,13955515.19989979
P13674,-0.2012,0.6547,0.0564,9663090.416688321,11010229.68830134,16716547.501449706,9882693.450978132,10108576.051735472,9860807.548948428,9599280.206450654,10221291.839058122,9983642.959515482,10079564.632888313
Q9NX02,-0.043,0.6545,0.0564,11615889.269660259,11437182.908522232,11854893.611355936,12075831.954637542,12724211.308886163,11894894.085594624,11241989.758995993,11506230.73284937,11139029.916947696,12024287.802182725
Q96EH3,-0.044,0.6597,0.0564,3106017.7851765817,2991751.444409843,2979531.4396561687,3102852.01271734,2879150.6531172907,3113446.0507759703,2852385.668909282,2822396.996371862,2838931.1884748437,2943645.4816404143
P55011,0.0214,0.6543,0.0564,10125231.234034749,10108576.051735472,10130676.984820157,10227113.070623728,10042873.421921289,10353208.657220908,10125231.234034749,10262875.907079631,10460051.507872827,10061547.724621454
P00374,0.0528,0.6582,0.0564,9471826.47377553,9860807.548948428,11150484.404935498,9876095.18192615,10172915.070576584,10020949.105878277,10024104.33343428,10829273.088773016,10631986.632116327,10764826.93615352
Q9NZI8,0.0516,0.6535,0.0564,57899684.45637174,60480336.05363013,64965559.39867905,60252778.683427975,59553969.22540887,58449610.69919788,59361731.98501125,64612856.8832489,65510340.43271123,65397952.849747464
Q93008,-0.0426,0.6588,0.0564,38724510.85297676,38838017.93120829,42606737.22415933,41231888.63816577,39035541.038621046,37556054.4748542,37388689.27161199,39521289.66072818,39452733.07137176,40166872.837499924
P55081,0.0347,0.658,0.0564,38368001.38089343,38650487.35958384,38421736.80884986,36889971.53413301,39860621.80893795,40755076.54152506,39582458.87341185,39390088.43027087,39172624.12309329,37467256.34582961
O43683,0.0516,0.6572,0.0564,3886511.1647824184,3925546.9790175,4506636.225156172,4126690.6423814753,4259709.040999551,4410607.805652247,4110103.6896937913,4236774.754269729,4192248.860263552,4451193.198945105
Q92558,0.0557,0.6543,0.0564,897026.7049500616,914950.1459378944,818246.7775258502,845597.2152312344,919787.5217248066,948553.8676828748,913684.5344364599,857552.7607759204,927230.7782444552,910583.9026621586
P48380,0.0492,0.657,0.0564,1464412.2434402676,1454245.5410877983,1425148.1791721878,1455872.1827013916,1553442.0681730618,1449910.3515529276,1442673.98877349,1586133.0352729748,1529348.2059963178,1580802.288581683
Q96DI7,-0.0247,0.6606,0.0564,24881932.61151141,25554818.163103946,25480750.411625825,24225962.173997115,25216976.6398816,24549205.18109905,24494324.33020142,24904592.510385998,24549205.18109905,24417869.11969074
P17844,-0.0342,0.654,0.0564,144126986.32455766,147194340.38415083,150895709.01763925,148282069.03799063,144534515.9900163,138186792.23834878,138186792.23834878,146151423.4985554,145149504.89110678,148282069.03799063
P61960,-0.0837,0.6586,0.0564,4256414.971586212,4596233.87708882,3554319.496850904,3661072.2643699,4128970.0124864504,3613203.247758851,4200378.920241284,3723380.667612987,3691971.7161540245,3784022.2734646266
Q9UBW7,-0.041,0.6552,0.0564,1265714.4471012186,1324636.172868926,1358733.5799754194,1336791.0974170459,1349043.2679484678,1249288.345518648,1243480.2043495714,1347032.4452811256,1287997.8370108125,1304402.9967584228
Q9H078,-0.0293,0.6538,0.0564,20015619.593865197,19613863.541511074,20493510.206091084,20611809.670112114,19658155.282263096,20413859.0439194,19252375.74887307,19465622.550790127,19601811.21098507,19393995.788770616
Q9P2R6,-0.0341,0.6591,0.0564,3218368.0716994833,3270535.423915545,3354194.06209898,3065811.0630638367,3249262.748832216,3174854.1574969604,3213099.084103795,3142666.4985189456,3065811.0630638367,3142666.4985189456
Q96K76,-0.0224,0.6596,0.0564,30790519.22125412,30913091.19930054,32299511.726609997,31060296.373074237,31536981.14507073,30969250.4491151,30188642.949802045,31060296.373074237,30913091.19930054,30657140.45301861
Q9NUQ9,-0.0367,0.6569,0.0564,35025222.264248215,34564054.84831334,34620633.3061776,36988053.37947923,34296070.92485736,35591020.89488337,33514801.65447384,33909104.51926485,34662452.29655426,32990461.180761203
Q07812,-0.0315,0.66,0.0564,4735771.78810748,5040699.009651277,4807459.622997745,4763907.532266785,4717417.706105096,4787354.865614572,4717417.706105096,4671350.284419079,4685376.39721119,4625537.949602358
Q01105,0.0269,0.6562,0.0564,460574935.2241285,475573692.41706103,482997385.9125164,475573692.41706103,490317193.07057047,495317543.7235475,478484642.61885005,490317193.07057047,481061632.60795844,478484642.61885005
Q86Y39,-0.0595,0.6562,0.0564,898278.1772944152,925390.9536203477,991520.695613693,1021484.4489397267,912395.1549309492,912395.1549309492,919787.5217248066,890432.3301631665,855599.8001756264,966901.894296341
Q8N357,0.0546,0.6535,0.0564,708306.2809650966,723118.3192807538,745630.159383985,724253.2360094769,783535.81203737,706130.7608342035,797138.3819782506,757402.5012338859,772441.0070522336,783535.81203737
Q9UQ35,0.0308,0.6586,0.0564,49437438.18849157,52253618.50889882,52321981.76189591,50612317.500250824,53589879.63819569,52253618.50889882,52106608.12743112,52941416.856134415,52856255.945171416,52941416.856134415
Q9P032,0.0786,0.6526,0.0563,11287297.19136144,11150484.404935498,8885003.599228691,10793512.74454509,10495119.006675642,9992922.809648408,11420136.429301912,10888116.102205954,11268579.912097393,11854893.611355936
Q96RS6,-0.0356,0.6527,0.0563,46460561.043283336,44833893.913619414,45586779.59075276,47954475.50921207,46224146.64021055,45687278.47298538,46388787.11273145,45521822.740417585,42799499.797512785,44450515.976418994
Q92989,-0.0274,0.6516,0.0559,4850254.133735009,4666382.538287383,4855940.757032569,4712890.691837478,4834212.965362509,4596233.87708882,4690529.295714118,4802686.640945994,4593098.525071997,4724524.808318
P20585,-0.0424,0.6518,0.0559,8355664.933098623,8439854.927423134,8230044.838453331,9133523.53191321,8213802.39973575,8101860.1975706015,7986666.934511405,8195571.413110961,8408237.7347438,8351283.151299925
Q9H6U6,0.0645,0.6506,0.0557,557064.247139823,532745.4275027183,532745.4275027183,513265.6013650762,520157.60035404394,620541.1897745936,540104.3903429796,542512.8597088467,557064.247139823,510559.6821449984
Q6ZN28,-0.0697,0.6507,0.0557,807406.827020184,768595.1888099692,902375.0792233194,880119.740168579,774206.3687690279,829986.4970177525,729017.0648366092,812733.0063643432,809066.3081455108,746649.3595402743
Q13200,-0.0299,0.651,0.0557,195364019.84590065,196940009.23499998,199156740.78553316,201945990.26238477,186827212.93948886,192105305.16429812,189444923.5015755,193249895.08327943,193733170.66660392,189144458.70445088
Q8WVT3,-0.0192,0.65,0.0556,8551109.91454911,8453959.85009137,8656227.58758235,8390283.219928533,8656227.58758235,8355664.933098623,8347281.47771331,8435768.303550629,8470984.1534857,8424520.711308667
O43447,0.0247,0.65,0.0556,52428350.473491356,52647404.0322712,54689301.11679281,51934654.032351874,54117514.305124305,54339645.95295564,53317300.44020719,54153860.04912702,53119520.57304242,54759776.40461592
Q16775,-0.0445,0.6493,0.0552,8244863.167001036,7773536.886128243,8064990.090173332,7551652.511029323,8141515.562888608,8081157.159960397,7926456.683354227,7809311.827171811,7317661.852856354,7334606.718445601
P23025,-0.0259,0.6487,0.0551,1680167.8781599756,1637665.8065773998,1674699.1193948747,1653026.875505546,1618350.4015900637,1640413.7603833638,1631597.0012421021,1588629.5241610305,1637665.8065773998,1597985.1713154525
Q96DT6,-0.0568,0.6489,0.0551,2594939.369724591,2643452.989963384,2775261.893112255,2924835.2657286013,2466239.930750617,2693634.8477988974,2500458.7249292615,2495099.6762836166,2666091.936581767,2500458.7249292615
Q12986,-0.0316,0.648,0.0547,2792598.8728245785,2854701.5824477244,2876812.272801513,2940880.2306345426,2796460.8455580384,2850980.1028784835,2727883.780452766,2833946.593788817,2803327.8166515795,2701717.688794453
Q8N163,-0.0404,0.647,0.0539,43051301.28674543,44227840.925710015,48719604.639292985,45431292.367102735,44833893.913619414,42658300.96449684,42886541.749752134,44337873.7270185,44703689.82447888,44833893.913619414
P05387,0.0747,0.6461,0.0534,147482429.85073736,147482429.85073736,118636893.86060503,129410709.23993398,138605169.0022374,130423046.16741866,152260677.30451605,139902154.5633611,144126986.32455766,149407681.24723634
Q15075,0.0257,0.6459,0.0534,102580445.42404409,103289549.96514532,101934400.5743114,103171331.50490849,103989313.06774575,108485204.75510089,103289549.96514532,103989313.06774575,105495693.78119498,101662898.6333306
Q9BTY7,0.062,0.6444,0.0529,10527409.153464349,10379313.431535602,9230141.921096545,10584112.018530302,9716198.74533807,9736606.79253975,10320716.175561678,10244136.884432895,10811736.944044275,11409473.00203237
P49642,0.045,0.6445,0.0529,16778486.525092017,16578945.365795732,17404543.516482063,15901902.789294627,17352095.951557998,16212281.668694638,16880018.27291391,17532923.25326045,17554259.210455444,18260330.859416585
Q8IYK4,-0.0304,0.6431,0.0529,7535787.904234269,7477088.404461351,7736635.691143329,7179307.04747648,7342983.360017404,7153960.391114819,7123318.118445314,7386210.817960176,7338046.1639857385,7397911.237631253
P24666,0.0919,0.6433,0.0529,18025883.92466283,17138994.17926449,12407544.903168414,16578945.365795732,17061053.046582464,17091900.17111497,17485520.90854352,17138994.17926449,17325056.242299598,17325056.242299598
Q96FZ2,0.0266,0.6429,0.0529,7915642.688299251,7671209.813576267,7651726.463601816,7438196.0851990385,7832760.632956341,7980988.64115137,7798544.945500795,7785703.42743557,7778320.065908852,7782312.648625423
Q9H993,-0.0306,0.6444,0.0529,25595804.384613246,24389927.434314728,24753349.312598612,23795481.799454655,25604655.454447698,24132302.063766655,24662008.613785286,24212920.362422124,24350195.170759626,23860724.442504216
Q8N5L8,0.0407,0.6426,0.0529,3056741.5803852887,2956252.9347946486,2883476.132305272,2779415.59410473,3027855.089131819,3087436.4698389,3080330.349235881,2984281.0919940956,3053710.464954871,2880861.634525868
P35269,0.0504,0.644,0.0529,37556054.4748542,37898831.972922325,36586206.00614061,34115576.26326878,40626047.04670666,39666897.29648773,39714676.887165174,37952992.30826284,38158103.13511739,37433585.37847244
Q15390,0.0868,0.6444,0.0529,871682.0887914256,889563.5567434663,795725.8932006822,706130.7608342035,938579.2563608157,852268.3254946158,962105.3957578102,880119.740168579,848856.3706402555,907375.4682285398
Q9HD23,0.0539,0.6425,0.0529,1086885.813200645,1124780.8528098469,1205702.5301221753,1076428.0348990557,1099681.8683182187,1096288.2354373417,1110871.3059355405,1213803.5882835686,1151703.1569976863,1217919.1632640145
Q9Y4W2,-0.0553,0.6436,0.0529,7194548.342523145,7379508.0883154245,8161185.422387411,8258773.934711062,7076829.595121564,7248330.659010872,7099687.383651827,7287091.5744472295,7310562.572329882,7595786.318047879
Q5VUJ9,-0.1015,0.6414,0.0526,206977.24621478363,199407.15624916294,181266.5617437157,214584.98865809708,173532.9369424905,197918.1082094907,178468.5689058997,181266.5617437157,191735.1089451964,158095.3588431577
Q96MW1,-0.0402,0.6414,0.0526,10201747.338461656,10024104.33343428,10369348.589566153,10645099.72895956,9801548.492650963,10092329.93148542,10139460.529967098,9836419.81978502,10178567.644710835,9269049.154544065
Q15286,-0.0389,0.641,0.0526,11244778.208844926,11089941.196809128,11475067.704677373,12306243.85548467,11143425.029240875,11150484.404935498,10948657.387457628,11341860.411888806,10920036.101435041,11232727.844683576
Q16799,-0.0562,0.6409,0.0526,3447365.488097109,3469619.100984519,3712063.70763528,3651783.4862811146,3158185.233982274,3542140.16251993,3288726.8788712337,3208499.060268495,3478327.7543195006,3213099.084103795
Q8IWZ8,-0.0236,0.6412,0.0526,18153671.114307065,17785249.77650732,17962165.94086698,18260330.859416585,18246345.189708155,17385781.46826216,17916482.145403646,17996850.535897017,17927519.362747174,17485520.90854352
Q8WUK0,0.0531,0.64,0.0522,613186.105060784,670549.7461884228,662767.4202596566,696264.6148953119,691829.1083172275,669829.2587097501,681200.2741178857,724253.2360094769,688277.5128704521,687375.3021072873
Q96JM3,-0.0299,0.6399,0.0522,15537530.527070556,16094537.905210411,16855401.4145954,16322805.979527825,15946145.1429424,15919078.611226857,15714667.59479553,15959107.53882074,15953158.834865117,15347534.849826807
Q16342,0.054,0.6394,0.052,6028787.5914004855,5837838.502032529,5194597.548609133,5676073.458945293,6103836.849630026,5798075.463874656,6088790.189355321,6028787.5914004855,5798075.463874656,6153165.900246543
P31930,0.0511,0.6389,0.052,14832749.658090234,15783780.69227384,17047074.742883496,16748239.057650043,15289934.705454724,15946145.1429424,15757710.069971105,16694743.823472245,16681360.716763282,17276462.403095577
P40939,0.0312,0.6389,0.052,203086650.62112215,206133549.42048898,214684416.2273756,212462712.85507295,199633229.45586053,207342972.5378011,209021294.99340236,212462712.85507295,217115163.8659486,209987993.46204513
Q9C0E2,0.0386,0.6386,0.052,6066932.712267318,6297404.42138067,6664959.693810813,6312854.7219849555,6704980.287651962,6447592.432850374,6402427.897601729,6680203.816163804,6572008.155872063,6726566.3385375645
Q8N8R7,-0.0338,0.6254,0.0515,1904847.1816865352,1889335.629223832,1944323.74743225,1980892.844872909,1905816.2403763651,1890671.1601752436,1836287.6494242696,1969390.4955244893,1845841.506030601,1836287.6494242696
Q9Y646,-0.1618,0.6362,0.0515,5533241.609918196,5710007.183886429,5382436.7110403385,5142510.807338649,8166704.804499956,5476188.5878160745,5322808.0855804505,5326178.726140263,5040699.009651277,5524269.951354918
Q13561,0.0281,0.6305,0.0515,61069835.360290736,59932780.43558133,57362886.24230495,59234448.4737999,59932780.43558133,61206948.587502256,61206948.587502256,59763899.542193994,61000219.998303644,59459414.03705608
P62861,0.1494,0.6237,0.0515,3098364.8951802757,3306101.3245922946,1986444.6578910984,2625614.662669757,2852385.668909282,2779415.59410473,3315855.185017403,3041320.294281092,3018391.517027982,3195459.7175810495
Q9Y3C6,-0.0311,0.6292,0.0515,31115320.481928814,31578324.93473926,30510213.7189237,32193837.047387507,31667809.673426542,29626102.758881938,30313532.995204076,30953880.13731724,31320158.764485847,31115320.481928814
Q9NPD8,0.0758,0.6329,0.0515,9539509.054686652,9329293.820830893,7442004.798409081,8453959.85009137,8601668.371192222,8618281.312009204,9855354.802682616,8611145.651505541,9137972.752083262,9374841.120185325
Q16610,0.0431,0.6266,0.0515,2092431.6112181211,2027822.4933183086,1921926.9746805644,1927122.2320115564,2035686.0628979206,2151313.9234455586,2091228.4459886798,2064145.4740840693,1969390.4955244893,2006824.0888672164
Q14118,0.0462,0.6241,0.0515,767210.8777986548,758663.1926626926,798067.8826894388,760901.8845326225,829986.4970177525,762370.8648627535,812733.0063643432,836045.8508935865,807406.827020184,812733.0063643432
Q13526,-0.0404,0.63,0.0515,19790585.513235975,20704192.638241827,19126640.79320197,20455390.738003634,21022932.793702077,19534013.458210975,20524277.769595858,19613863.541511074,19064868.971561097,19328102.03312579
Q9Y6M5,0.0452,0.62,0.0515,3042550.292914932,3273286.04263091,3376270.3506357367,3381112.4080128903,3061340.0374086765,3379722.3012204845,3270535.423915545,3394930.383103405,3193588.8098476143,3366652.136641553
Q96A37,0.0709,0.6261,0.0515,460631.99593086337,441520.6227642723,388093.3642259886,416409.98570886865,449809.4857612853,494236.8583652126,430515.0956992575,438363.9457968136,448351.22066212544,448351.22066212544
P60891,-0.0288,0.6284,0.0515,77513243.66925746,74272773.66658208,73156166.4110657,73973450.18001185,73469458.72303012,74670957.24437447,73882519.02152257,72334601.27299589,71358710.04329532,71865571.9353216
P51553,-0.0334,0.6248,0.0515,15727282.011667952,15522470.240580022,15250663.557281211,15456878.155265318,14859805.327210013,15379975.293950718,15399077.912404956,14805448.922722716,14309811.77676665,14976589.999273468
P23511,0.0641,0.6327,0.0515,4639659.530208823,4473756.7354117725,4154298.7257238654,3896955.077148324,4752012.004520643,4834212.965362509,4726870.861460118,4528479.826549054,4403086.481477671,4362296.406667528
Q9BQ95,0.0497,0.6287,0.0515,799984.1994852073,788389.7203830528,871682.0887914256,826418.9841469515,758663.1926626926,862549.8605243487,794557.978174888,839206.071488185,841656.4884786918,837954.5559059427
Q13769,0.0266,0.629,0.0515,28135284.1878123,28396977.98368001,27142337.399982516,27980074.537776016,27946881.6802095,29111001.958513394,28162724.24223196,27946881.6802095,28041757.180785332,28585958.509797666
Q96BN8,-0.0365,0.6338,0.0515,23062922.260164503,22240263.110694915,22814154.939024262,23200431.947078034,21900832.876929782,23310502.51758157,21066725.632405013,22122293.08491638,22167265.530138277,21451174.12985843
P62861,0.1494,0.6237,0.0515,3098364.8951802757,3306101.3245922946,1986444.6578910984,2625614.662669757,2852385.668909282,2779415.59410473,3315855.185017403,3041320.294281092,3018391.517027982,3195459.7175810495
P62861,0.1494,0.6237,0.0515,3098364.8951802757,3306101.3245922946,1986444.6578910984,2625614.662669757,2852385.668909282,2779415.59410473,3315855.185017403,3041320.294281092,3018391.517027982,3195459.7175810495
P62861,0.1494,0.6237,0.0515,3098364.8951802757,3306101.3245922946,1986444.6578910984,2625614.662669757,2852385.668909282,2779415.59410473,3315855.185017403,3041320.294281092,3018391.517027982,3195459.7175810495
P62861,0.1494,0.6237,0.0515,3098364.8951802757,3306101.3245922946,1986444.6578910984,2625614.662669757,2852385.668909282,2779415.59410473,3315855.185017403,3041320.294281092,3018391.517027982,3195459.7175810495
P62861,0.1494,0.6237,0.0515,3098364.8951802757,3306101.3245922946,1986444.6578910984,2625614.662669757,2852385.668909282,2779415.59410473,3315855.185017403,3041320.294281092,3018391.517027982,3195459.7175810495
P62861,0.1494,0.6237,0.0515,3098364.8951802757,3306101.3245922946,1986444.6578910984,2625614.662669757,2852385.668909282,2779415.59410473,3315855.185017403,3041320.294281092,3018391.517027982,3195459.7175810495
P62861,0.1494,0.6237,0.0515,3098364.8951802757,3306101.3245922946,1986444.6578910984,2625614.662669757,2852385.668909282,2779415.59410473,3315855.185017403,3041320.294281092,3018391.517027982,3195459.7175810495
P62861,0.1494,0.6237,0.0515,3098364.8951802757,3306101.3245922946,1986444.6578910984,2625614.662669757,2852385.668909282,2779415.59410473,3315855.185017403,3041320.294281092,3018391.517027982,3195459.7175810495
P62861,0.1494,0.6237,0.0515,3098364.8951802757,3306101.3245922946,1986444.6578910984,2625614.662669757,2852385.668909282,2779415.59410473,3315855.185017403,3041320.294281092,3018391.517027982,3195459.7175810495
P62861,0.1494,0.6237,0.0515,3098364.8951802757,3306101.3245922946,1986444.6578910984,2625614.662669757,2852385.668909282,2779415.59410473,3315855.185017403,3041320.294281092,3018391.517027982,3195459.7175810495
P62861,0.1494,0.6237,0.0515,3098364.8951802757,3306101.3245922946,1986444.6578910984,2625614.662669757,2852385.668909282,2779415.59410473,3315855.185017403,3041320.294281092,3018391.517027982,3195459.7175810495
Q9P253,-0.031,0.6231,0.0515,8718682.065737205,8517568.416540265,8787612.724328483,8542699.298529942,8879858.027133329,8331018.206195583,8154442.861879625,8666945.06784684,8480125.528445017,8777889.753441699
P62861,0.1494,0.6237,0.0515,3098364.8951802757,3306101.3245922946,1986444.6578910984,2625614.662669757,2852385.668909282,2779415.59410473,3315855.185017403,3041320.294281092,3018391.517027982,3195459.7175810495
P62861,0.1494,0.6237,0.0515,3098364.8951802757,3306101.3245922946,1986444.6578910984,2625614.662669757,2852385.668909282,2779415.59410473,3315855.185017403,3041320.294281092,3018391.517027982,3195459.7175810495
P62861,0.1494,0.6237,0.0515,3098364.8951802757,3306101.3245922946,1986444.6578910984,2625614.662669757,2852385.668909282,2779415.59410473,3315855.185017403,3041320.294281092,3018391.517027982,3195459.7175810495
P20248,0.042,0.6336,0.0515,23352328.259290464,22798853.330421317,21881182.039149527,21686469.20849525,24454998.493280064,23431636.631920274,24132302.063766655,23459573.673733633,23226738.672958124,22996759.693278242
P62330,-0.0587,0.6368,0.0515,9224977.233202256,9413491.678480327,10713502.92402525,10505767.089894183,8893248.88152664,9403091.330864053,9179095.766802372,9503363.02346914,9539509.054686652,9057754.332649177
