Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA48,V_log2.i._TMT_3_iTSA48,V_log2.i._TMT_5_iTSA48,V_log2.i._TMT_7_iTSA48,V_log2.i._TMT_9_iTSA48,D_log2.i._TMT_2_iTSA48,D_log2.i._TMT_4_iTSA48,D_log2.i._TMT_6_iTSA48,D_log2.i._TMT_8_iTSA48,D_log2.i._TMT_10_iTSA48
P17252,-0.363,32.0594,29.9328,7367008.568831301,7123318.118445314,6865931.722646965,6715875.104642961,6915446.05810401,5277589.649810264,5443490.843099225,5413927.284904376,5466976.600809217,5533241.609918196
P49840,0.3295,31.9986,29.8811,21874101.617184162,21393226.22406156,21092507.66552675,20293241.448018968,21297658.33630517,27322416.291643523,26964324.93613032,26593242.33086228,25487258.066871513,26430137.597477272
P24941,0.2363,31.388,29.2794,24533345.07079746,24191781.524640206,24239145.75630209,24141343.99257578,24212920.362422124,29652048.90202234,28486525.871878553,28135284.1878123,28162724.24223196,28111905.286332853
Q9P1W9,0.8402,30.3651,28.2652,224295.04593196174,213118.35998582418,260395.0467191603,272636.73537474574,224295.04593196174,444191.8970764121,423444.3604914113,426969.4642026634,434373.45929839055,404280.16288665665
P33981,0.3744,28.1626,26.0714,7616578.928837649,7687070.6110569425,8601668.371192222,8279370.501586437,7943702.6499987645,10460051.507872827,10187859.478989692,10471050.492746884,10435592.726369547,10327071.757217405
P46019,0.2612,27.8819,25.7991,2628824.1531484746,2722638.7458988526,2703057.704540009,2606490.480111345,2748940.5956375003,3283099.879440259,3154584.925824884,3176465.413577185,3225940.41355683,3190757.5747853396
O95835,0.2899,26.7123,24.6378,1993994.8735827813,2068932.318427429,2108158.5466061267,2121095.5773078874,2057660.7334607516,2491045.7372796834,2468223.4193455344,2529802.6606283537,2605761.3331854264,2526122.7430700166
Q9BUL8,0.3005,24.8242,22.7578,21705133.79643301,21297658.33630517,20093208.675430957,21170853.987510815,21745573.168753978,26664037.023832474,26537386.868427973,25662713.51701231,25699875.238448344,25678057.260593515
P27361,0.2971,23.5613,21.5028,4323817.079497792,4461954.248398091,4451193.198945105,4166734.773619045,4410607.805652247,5556208.778672787,5359236.900916992,5440909.947974971,5201395.499836701,5177498.321281687
P17612,0.2354,23.4887,21.4381,22288844.184213787,22167265.530138277,22929029.713904142,22868072.28657766,22208696.451386083,26973098.069198646,26774631.24998332,26235624.7580553,26774631.24998332,25301408.771437075
O94804,0.3956,23.3851,21.3421,543013.2891739272,544577.4996088203,561969.7465589124,515962.57537149277,535630.7273202309,758663.1926626926,697066.7126407565,712887.5301743889,697066.7126407565,678685.4788508744
Q02252,0.2006,22.1661,20.1307,3146769.9693539594,3252404.9166315915,3280658.1049632644,3171116.018072005,3188449.8962784363,3726249.252163078,3669070.309019517,3726249.252163078,3656227.472738667,3606809.485047628
P49137,0.249,21.1008,19.0729,17712509.731600244,17510356.249263562,17461778.855507847,16590914.214660022,17962165.94086698,21178330.06632374,20815520.38055695,20846052.952560123,20388477.061726276,20180578.978428874
Q9H6S1,0.3028,19.3557,17.3351,924829.6206660751,927230.7782444552,942297.1077482122,972443.8000472958,892881.6403505504,1199423.8210155494,1115082.7071300966,1138603.0273109856,1148593.4428087906,1132104.6467412834
P46734,0.5177,18.4563,16.4428,1079721.5707747992,1135364.210944462,1300823.4052690715,1313095.3043104971,1130740.0027490517,1820786.0640370066,1694730.8404363603,1646581.0190906725,1653026.875505546,1694730.8404363603
P49841,0.3126,18.192,16.1856,3318313.151112987,3223271.6725640823,3075003.6239063507,3129433.415673981,3236540.1494136006,4104640.1012540497,4045363.1003007586,3921688.0214853203,3712063.70763528,4016148.1818323624
P11309,0.28,16.3562,14.3567,985996.2266904166,987395.3531744713,952869.6663294076,930480.093287154,937696.765101642,1209335.441968566,1157536.872861944,1181473.041478944,1145587.8293318497,1112877.518455393
Q5VT25,0.2163,16.0026,14.01,14968288.346535401,15407333.875306895,15812289.846680032,16051616.862119952,15098057.185063235,17945178.650893826,17444453.91488324,18135154.871859558,18246345.189708155,17846108.741307132
Q14012,0.4411,14.4294,12.4436,828681.6439719477,793399.0750404502,851517.2554943938,728024.2394702478,911306.2270215633,1134809.3013484576,1160491.375278881,1132104.6467412834,1088214.359500455,1053274.300072696
Q14289,0.2635,14.0051,12.0259,9062456.849343963,9337547.459753323,10347829.26745156,9752303.60896296,9374841.120185325,11437182.908522232,11204593.396126447,11464369.196769988,11595572.78037976,11611446.163182758
P49006,0.3877,13.5421,11.5694,24583020.2643467,25404761.070615098,22929029.713904142,24325783.88464889,24801114.716879677,27687256.69339129,32629249.97876239,33039985.091785252,33278258.930845756,32629249.97876239
Q9NQ29,-0.1496,13.3286,11.3623,12378072.660020322,12141814.571534099,12232090.839609813,12550972.947576148,12296293.411147647,11374507.5454804,11097325.135541135,11069071.617230263,11034488.578504214,10817892.646374939
Q8N5S9,0.3463,12.3056,10.3456,1057489.897308263,1104373.0678164146,1106218.7654527822,985996.2266904166,1159016.5206293294,1474495.5523468808,1372380.1847646474,1340232.4102145627,1371306.5071306098,1305819.9887284064
O43293,0.3339,11.9982,10.0445,419336.77742672706,436834.3651606114,436834.3651606114,408470.8017562552,453235.9114985091,526242.8022085206,576045.6659054463,512692.99480398494,558067.981402134,535630.7273202309
Q9P289,0.2933,11.955,10.0075,12135321.042418474,12193633.55609064,14182244.13032904,13138422.05181942,12315260.6779974,15683968.895240795,15135457.621390361,15696261.430293288,15919078.611226857,15736239.669982782
P16591,0.174,11.8924,9.951,5098259.79213514,5098259.79213514,5218338.89651413,4926594.261052968,4931621.9886861555,5716015.666844452,5803856.304395641,5713482.701662981,5710007.183886429,5494731.062224331
O95747,0.1162,11.8635,9.9281,22996759.693278242,23352328.259290464,23892208.81271315,23294060.357749723,23226738.672958124,25174408.93346625,25082196.01872244,25182222.66758209,25216976.6398816,25573045.57242865
Q02952,0.3422,11.7485,9.8189,1027003.5159072364,941212.6662401679,903740.4992722285,924227.6016268026,1038900.5237415388,1199423.8210155494,1262849.5213458417,1252756.8797981488,1164479.6523345208,1234309.5587570672
Q92844,0.321,11.2811,9.3574,5061671.922387307,5024835.756629188,4444540.614976018,5139160.932219624,4904144.847384713,5775329.466723262,6510389.734378253,6024161.388737163,6149339.720137515,6165139.805513545
P68400,0.1592,10.9014,8.9834,20465992.97800341,20455390.738003634,20933949.24901036,20377184.734260403,21651223.98842003,23755568.881324224,23310502.51758157,23062922.260164503,22709671.790720608,22868072.28657766
Q8WU10,-0.1667,10.6102,8.6979,1534082.9151194175,1495045.9547336646,1508429.657212038,1522243.255257628,1455872.1827013916,1369954.7493692988,1341942.923123962,1319861.475041068,1311108.1190442273,1335492.0711445422
Q16644,0.1613,10.5821,8.6754,6319614.95902198,6324303.575143643,6789080.965008836,6539894.354818233,6691082.213044101,7361769.763384315,7267595.179732758,7264098.375145394,7305782.534038113,7231464.86360886
O95067,0.2075,10.5489,8.6477,3752964.2063361183,3749944.778412106,3838929.5388842258,3500458.3009092654,3790432.8335344098,4217089.325125589,4441837.026847165,4310284.778576762,4164100.045025512,4323817.079497792
P14635,0.1158,9.9397,8.044,20892400.076299243,20689198.78029179,20680416.84711494,20704192.638241827,20815520.38055695,22798853.330421317,22595698.65836396,22440989.11236061,22595698.65836396,21738075.25035459
Q8NI60,0.1457,9.1238,7.2334,4642355.582945873,4526824.546136428,4730741.730441497,4535575.188236485,4390658.843559507,5009217.416550309,4992823.754165658,5042235.18247746,5030644.040491879,5111202.784407167
Q9NYV4,0.1783,8.8996,7.0146,33870937.89044009,32756995.22708475,33039985.091785252,31807235.921720438,34842083.70412293,36376500.91818144,37763812.61474105,38345778.3967028,37062053.4151096,38158103.13511739
Q05655,-0.1893,8.7564,6.8778,27142337.399982516,27535656.889795687,25595804.384613246,25216976.6398816,26905358.41983988,23591498.76601354,23755568.881324224,23042906.7277118,22738106.43667557,22695936.445148397
Q10713,0.2422,8.7523,6.8778,45105129.34588124,45013846.66738624,50959399.09926545,48413738.58865706,43663290.764123864,55955008.65591269,53941780.99452707,56126600.32937225,55905482.6770016,53119520.57304242
P50914,0.2098,8.698,6.8286,6915446.05810401,7169818.610902114,7205328.222776889,6598836.446363318,7361769.763384315,8166704.804499956,7880169.656969767,8122408.579827566,7958591.629059753,8533194.017635617
P27448,-0.1822,8.429,6.5647,4558881.8516177125,4601127.773436547,4928230.589732558,4480731.073178005,4571875.670001182,3931023.7243357333,4043188.06481704,4146821.997054943,4038326.90008748,4180807.8559660995
Q9H2G2,0.1317,8.2041,6.3449,87229142.40038894,89553615.95001933,89711703.43882264,89261296.14298174,90163571.0038307,100824862.68398842,97575319.78170398,97003812.88585505,98254405.49062882,93677480.59030735
P08962,0.1996,8.1129,6.2586,8922091.295990616,9092142.154424792,8542699.298529942,8666945.06784684,9001551.849861255,9517153.107449286,9934062.89371901,10505767.089894183,10334205.700806195,10369348.589566153
P51692,-0.1817,7.4313,5.5819,12769182.066670971,12859684.480610099,13363002.833188068,13182733.72859784,11872710.01253188,11310273.025146626,10920036.101435041,11244778.208844926,11428383.035461972,11420136.429301912
Q9BYG5,-0.2169,7.3639,5.5193,3537663.853676503,3400542.353748736,3546757.6903361236,3854588.308962312,3683865.7346423096,3295393.8066018308,2977452.6404551496,3037613.4259987087,3070000.4576828545,3089045.3917039474
Q9BVS4,0.1363,7.0244,5.1847,13441332.03142604,13441332.03142604,13836831.482202858,14137536.273127122,13457809.324990943,15235269.134525344,15149194.07783817,14927523.25039743,15235269.134525344,14346100.9298896
P46020,0.1614,6.5489,4.7139,3517079.0238677007,3543312.7262383867,3856959.6968927104,3690602.2995041604,3504776.4862380615,4008757.8691799156,3923937.412983572,4097375.7198578725,4050723.443295516,4121824.6768364417
Q6PHR2,-0.4071,6.4731,4.6428,258282.48012522704,280569.9628156058,294858.5412186255,269248.31115302653,228695.62795451639,183720.90630280832,197029.9894643595,195402.94291811396,202597.50895839112,222747.59661696732
O75947,0.1806,6.4264,4.6007,30913091.19930054,31861480.278997302,29697949.550422434,30397046.99294643,31470104.64209287,32912633.44651314,34587898.141176514,34722606.164553605,35265708.29355203,36988053.37947923
O60437,-0.1764,6.3646,4.5435,11126567.34512349,10574453.43159013,11244778.208844926,9978692.485427052,10744779.79135859,9889660.875687905,9105175.851008603,9374841.120185325,9614009.57738638,9382382.649582058
Q16539,0.1774,6.1664,4.3499,7664651.204830345,7455253.0430000285,8041786.309868473,7491015.258760639,7992266.724147312,8211834.891505471,8542699.298529942,8947513.346784683,8736037.267134996,9144792.346703965
Q8IW41,0.3056,6.0772,4.2652,6668348.576352993,6008880.4988738,5660689.066505271,5155653.907542671,6051942.710665039,7358474.098983077,7746522.053233506,7197188.781942957,6590965.508549516,7527792.913568861
Q2M2I8,0.1636,6.0508,4.2432,3776253.4334316105,3931023.7243357333,4120858.4564556982,4236774.754269729,3905981.4309833464,4514972.50054939,4444540.614976018,4470809.891507622,4523890.566206158,4357550.308868145
P00519,0.1121,6.0169,4.2137,12415982.126408856,12777600.297518212,13218495.811209617,12586913.498506894,12705810.045204982,13520732.992206447,13465977.373169195,13783435.341553293,14033122.967623275,13869469.494300392
Q9NYL2,-0.1275,5.9723,4.1735,8958437.663815232,8882430.409794556,9004338.173236372,9194181.591540018,8542699.298529942,8190826.077040616,8305142.318381714,8209867.854565907,7908503.755285939,8091352.140842392
Q9BUB5,0.163,5.8054,4.011,4405760.711766009,4346273.04253441,4217089.325125589,4061927.559121301,4461954.248398091,4972651.895938054,4952968.379697955,4735771.78810748,4645804.130546654,4695625.629871344
Q9BUN8,0.2052,5.7832,3.993,1629014.155837199,1640413.7603833638,1760511.7434269732,1584495.4211798112,1550645.0137163077,1770540.8875986321,1867448.2454844955,1902647.9876473404,2002781.0508759927,1844518.0931055904
P06756,-0.2152,5.4945,3.7086,3651783.4862811146,3784022.2734646266,3731699.4346116334,4225809.115709453,3554319.496850904,3171116.018072005,3205667.5831660912,3405923.7584590083,3283099.879440259,3215718.723703625
Q9Y333,-0.1815,5.4844,3.7026,29555335.463669598,30587084.22773313,31536981.14507073,32857876.711297154,28764963.424389802,27470447.182859644,27615992.078275535,27734977.70591377,26010148.1338496,26010148.1338496
Q86V48,0.1384,5.4113,3.6337,17169076.914840806,17325056.242299598,18205658.39497174,18642265.005471554,17461778.855507847,20171939.95201246,18883648.130776953,19601811.21098507,19747600.65691472,19095199.2746411
Q9NYH9,0.1933,5.4004,3.6269,1202978.4184660346,1256350.2765412596,1172313.576306962,1121743.489431334,1289286.1439004804,1362847.6835336874,1360020.4838403107,1387998.8096660639,1355595.2067111214,1425148.1791721878
Q9Y2U5,-0.3388,5.2983,3.5289,410309.3941620302,505110.27011918434,386816.4973195046,465882.29210897477,423444.3604914113,369659.7806879019,345948.73981356644,342561.12898565707,336590.25438509835,334492.43333812256
P23443,0.1171,5.2882,3.5228,8150722.170302442,8119416.716605967,8081157.159960397,7724117.766669755,8320141.132627369,8787612.724328483,8937219.147124812,8823360.069971807,8656227.58758235,8493535.493400117
Q13144,-0.1022,5.2501,3.4888,14265886.452654203,13923871.121978158,14590804.032646975,14153258.139866028,14429655.590916472,13073542.670175469,12923317.849121695,13209382.860760197,13445122.369187716,13655334.415837243
Q8TD19,0.0997,5.2278,3.4704,10838126.610168496,11016641.045635775,11134636.538144153,11232727.844683576,10610970.145539965,11967036.05404922,11683109.193795167,11648527.271153418,11607497.70603986,11701318.617657851
Q8WWW0,0.15,5.1763,3.4228,3328818.613847569,3090616.0556660593,3347626.146333003,3132674.3830857337,3437900.356675185,3669070.309019517,3602777.4849841055,3716202.738935164,3537663.853676503,3554319.496850904
P62306,-0.1418,5.1695,3.4199,8113260.047736754,8183779.763105872,8213802.39973575,8885003.599228691,8172592.045171154,7632967.511145711,7658733.248459585,7576606.91440448,7428460.026673222,7287091.5744472295
O75116,0.1175,5.0898,3.3441,57481342.05669109,58339843.08186854,60043723.50008803,60180888.05221515,55955008.65591269,65232037.70282415,61787325.88041678,63193765.15671965,63288194.280351155,62483841.19001093
Q96C03,0.2078,4.8334,3.0915,9121795.839248417,8762961.137032047,8131236.072206442,7564254.851141326,8517568.416540265,9836419.81978502,9994696.86072611,9269049.154544065,10033191.249031259,9365597.910261113
P12268,0.0594,4.6095,2.8714,171462009.99874595,171118777.51109263,173749896.79563895,170180176.14007682,169376617.15118623,177783599.36591855,176775400.87218115,177471294.4285688,177783599.36591855,179731805.35861918
Q8N5F7,-0.1393,4.5754,2.8411,2295372.584511627,2296867.3992032027,2445324.3372042696,2189299.2260164497,2432858.41237518,2159516.681171646,2061562.6727254794,2108158.5466061267,2124112.224123737,2105024.6109192837
Q9Y6R0,-0.1494,4.5256,2.7987,1629934.715464194,1697106.850854172,1571782.0603017174,1534082.9151194175,1684054.432858063,1489965.0301527155,1449910.3515529276,1418668.6044058346,1472731.602339939,1468954.4905493627
Q5F1R6,-0.0901,4.5264,2.7987,7908503.755285939,7908503.755285939,8032416.4012324,8190826.077040616,8296883.165622848,7500004.7050878685,7641243.584263329,7602936.758198901,7595786.318047879,7458244.177514319
Q5RI15,0.132,4.3589,2.6356,3480763.058483034,3537663.853676503,3602777.4849841055,3364459.467360887,3627883.9839393888,3901068.5253846906,3631880.440474712,3982338.62389037,3812173.5789044867,3923937.412983572
P41743,-0.1162,4.324,2.6043,9522770.08210017,9121795.839248417,9032731.84869591,9563706.796492614,8971398.776862515,8705608.611894479,8685730.265145449,8375227.448471524,8305142.318381714,8458514.464017253
Q9BZH6,-0.2031,4.3042,2.5882,17728969.181240547,16123295.544788353,18679517.185310468,19942925.726224322,18086256.079763662,15104586.145073256,16146134.623504054,16553549.904484363,15506580.246512383,15149194.07783817
Q6UWZ7,-0.0739,4.1981,2.4857,3661072.2643699,3525122.6168567226,3629681.9820007454,3580541.3063877285,3592878.654353544,3418838.9661456314,3430939.8675213773,3417089.3235850288,3447365.488097109,3332391.771620056
Q86WR7,0.1336,4.1223,2.4134,4166734.773619045,4128970.0124864504,3931023.7243357333,3810129.0175076444,4230635.641613137,4502422.991147723,4473756.7354117725,4465093.514467302,4455789.012184661,4281011.587986886
Q2TAY7,-0.0984,4.0897,2.3844,33315215.732227534,33098195.31077369,34179586.07823705,34439457.46686372,32044071.021381035,31684832.21358731,31536981.14507073,31189962.66521105,30853818.627388995,30397046.99294643
Q9HBH9,0.3537,4.085,2.3831,92334.65559561602,98744.14252519041,92334.65559561602,88255.23094855636,109277.11155965678,118009.77087212713,140793.86838691423,123964.20473527891,114381.38070021545,115835.08513993307
Q9H4L5,0.176,4.076,2.3776,5561001.324180356,5852372.95272284,6324303.575143643,6284775.194936191,5569325.527274904,6649331.021448203,6250565.724248432,6660979.540775913,6882209.028368934,6901670.55979056
Q15542,-0.1213,4.0673,2.3723,3162228.765810032,3165324.0666292845,3478327.7543195006,3354194.06209898,3318313.151112987,2944916.524772307,3030982.3281989344,3021526.658267355,3042550.292914932,3069166.2183672115
Q9Y6E2,-0.109,3.9724,2.2809,63288194.280351155,61069835.360290736,65232037.70282415,62441852.350077264,62394795.947473414,56317096.49553152,56126600.32937225,58750912.35617649,59152637.04279791,60417191.66778602
Q86Y82,0.1171,3.9473,2.2591,7785703.42743557,7746522.053233506,7542193.690392148,7873524.135292525,7740844.46009058,7958591.629059753,8238338.358649448,8458514.464017253,8453959.85009137,8744476.638486497
P48730,0.0756,3.9102,2.2253,4879068.914144655,4710122.431447053,4776852.734494752,4759750.201023503,4759750.201023503,5030644.040491879,5067049.809287226,5093372.038060518,5032148.651825473,4882462.862838536
Q13627,0.1379,3.8656,2.1841,11313810.451590909,10955937.91545017,10405012.626509655,10260390.118062505,11595572.78037976,12016256.26352119,12163591.371170439,12044415.188172795,11829851.189493747,11794053.92649544
Q9BW27,-0.0706,3.7866,2.1084,12259848.284381164,11920737.76478646,12079753.169480693,12135321.042418474,12108250.904439338,11513205.037731761,11437182.908522232,11725709.709046772,11232727.844683576,11556448.142836764
