Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA52,V_log2.i._TMT_3_iTSA52,V_log2.i._TMT_5_iTSA52,V_log2.i._TMT_7_iTSA52,V_log2.i._TMT_9_iTSA52,D_log2.i._TMT_2_iTSA52,D_log2.i._TMT_4_iTSA52,D_log2.i._TMT_6_iTSA52,D_log2.i._TMT_8_iTSA52,D_log2.i._TMT_10_iTSA52
Q9UNL4,-0.3767,0.6474,0.1363,2939135.9462375836,939129.9331932777,897704.131989834,912664.6769772858,879767.1150662409,910758.9930577516,909921.0445550166,887094.8234849125,879767.1150662409,833856.902711783
P04179,-0.0432,0.6471,0.1363,130898255.54495601,129528035.25236645,124636453.78869231,136987682.92421442,132444207.74366786,134983724.90754002,127220750.36799029,126612218.021614,126189029.39131215,120291933.41246134
Q7Z3B4,-0.1035,0.6456,0.1363,7775348.5040095765,8029320.551228643,8220994.057169194,10797901.532175185,7713312.011962825,7579511.925922659,7735357.560908366,8055236.91266301,8025129.153758899,7879999.295370247
Q9NR12,-0.0253,0.6434,0.136,16103327.90570568,16042100.38738991,15796114.010517089,16148005.079999803,16143265.340012306,15935633.644726338,15878581.604827004,15796114.010517089,15255372.693000555,15983344.758532066
Q16594,0.0366,0.6429,0.136,3464235.265494875,3287233.8476222814,3179503.904901578,3177362.822776828,3258611.658426721,3408271.4921527253,3289403.6165718706,3356626.097254752,3464235.265494875,3264978.452635804
Q16594,0.0366,0.6429,0.136,3464235.265494875,3287233.8476222814,3179503.904901578,3177362.822776828,3258611.658426721,3408271.4921527253,3289403.6165718706,3356626.097254752,3464235.265494875,3264978.452635804
Q16594,0.0366,0.6429,0.136,3464235.265494875,3287233.8476222814,3179503.904901578,3177362.822776828,3258611.658426721,3408271.4921527253,3289403.6165718706,3356626.097254752,3464235.265494875,3264978.452635804
Q16594,0.0366,0.6429,0.136,3464235.265494875,3287233.8476222814,3179503.904901578,3177362.822776828,3258611.658426721,3408271.4921527253,3289403.6165718706,3356626.097254752,3464235.265494875,3264978.452635804
Q16594,0.0366,0.6429,0.136,3464235.265494875,3287233.8476222814,3179503.904901578,3177362.822776828,3258611.658426721,3408271.4921527253,3289403.6165718706,3356626.097254752,3464235.265494875,3264978.452635804
Q16594,0.0366,0.6429,0.136,3464235.265494875,3287233.8476222814,3179503.904901578,3177362.822776828,3258611.658426721,3408271.4921527253,3289403.6165718706,3356626.097254752,3464235.265494875,3264978.452635804
Q16594,0.0366,0.6429,0.136,3464235.265494875,3287233.8476222814,3179503.904901578,3177362.822776828,3258611.658426721,3408271.4921527253,3289403.6165718706,3356626.097254752,3464235.265494875,3264978.452635804
Q16594,0.0366,0.6429,0.136,3464235.265494875,3287233.8476222814,3179503.904901578,3177362.822776828,3258611.658426721,3408271.4921527253,3289403.6165718706,3356626.097254752,3464235.265494875,3264978.452635804
Q16594,0.0366,0.6429,0.136,3464235.265494875,3287233.8476222814,3179503.904901578,3177362.822776828,3258611.658426721,3408271.4921527253,3289403.6165718706,3356626.097254752,3464235.265494875,3264978.452635804
Q16594,0.0366,0.6429,0.136,3464235.265494875,3287233.8476222814,3179503.904901578,3177362.822776828,3258611.658426721,3408271.4921527253,3289403.6165718706,3356626.097254752,3464235.265494875,3264978.452635804
Q16594,0.0366,0.6429,0.136,3464235.265494875,3287233.8476222814,3179503.904901578,3177362.822776828,3258611.658426721,3408271.4921527253,3289403.6165718706,3356626.097254752,3464235.265494875,3264978.452635804
Q12959,-0.0237,0.6443,0.136,9524195.67191643,9544810.934181597,9859482.26491969,9642517.242697265,9513836.160993192,9487999.67637903,9544810.934181597,9494773.340152176,9353278.923264058,9418950.520714674
Q16594,0.0366,0.6429,0.136,3464235.265494875,3287233.8476222814,3179503.904901578,3177362.822776828,3258611.658426721,3408271.4921527253,3289403.6165718706,3356626.097254752,3464235.265494875,3264978.452635804
Q9BVG4,-0.0433,0.6433,0.136,29575312.362106375,28734752.756425124,29367892.03498944,30207845.59873071,28776648.076929606,30253801.335198414,29457063.64004289,28065379.465714056,28065379.465714056,26602723.20665814
Q16594,0.0366,0.6429,0.136,3464235.265494875,3287233.8476222814,3179503.904901578,3177362.822776828,3258611.658426721,3408271.4921527253,3289403.6165718706,3356626.097254752,3464235.265494875,3264978.452635804
Q16594,0.0366,0.6429,0.136,3464235.265494875,3287233.8476222814,3179503.904901578,3177362.822776828,3258611.658426721,3408271.4921527253,3289403.6165718706,3356626.097254752,3464235.265494875,3264978.452635804
Q9NUP7,-0.0753,0.643,0.136,2648780.0698901154,2544866.172036359,3075018.096350734,3054575.649683711,2582096.3417273955,2810191.801302875,2551570.175774441,2670474.763734894,2530808.068902558,2599092.3583624098
O95232,-0.036,0.644,0.136,115501771.64891627,116473194.02402326,120633896.4018268,126370465.98029628,117948957.79653268,120469807.63768113,117131115.248463,114916815.61072949,114916815.61072949,114585962.1174811
Q16594,0.0366,0.6429,0.136,3464235.265494875,3287233.8476222814,3179503.904901578,3177362.822776828,3258611.658426721,3408271.4921527253,3289403.6165718706,3356626.097254752,3464235.265494875,3264978.452635804
Q16594,0.0366,0.6429,0.136,3464235.265494875,3287233.8476222814,3179503.904901578,3177362.822776828,3258611.658426721,3408271.4921527253,3289403.6165718706,3356626.097254752,3464235.265494875,3264978.452635804
Q08117,-0.0495,0.64,0.1352,1023596.0964402817,897704.131989834,971902.8528496637,990776.4076488158,991547.6507006411,994905.2284253462,955803.483470284,939129.9331932777,929999.6837090543,889743.5107087649
Q08117,-0.0495,0.64,0.1352,1023596.0964402817,897704.131989834,971902.8528496637,990776.4076488158,991547.6507006411,994905.2284253462,955803.483470284,939129.9331932777,929999.6837090543,889743.5107087649
Q08117,-0.0495,0.64,0.1352,1023596.0964402817,897704.131989834,971902.8528496637,990776.4076488158,991547.6507006411,994905.2284253462,955803.483470284,939129.9331932777,929999.6837090543,889743.5107087649
Q08117,-0.0495,0.64,0.1352,1023596.0964402817,897704.131989834,971902.8528496637,990776.4076488158,991547.6507006411,994905.2284253462,955803.483470284,939129.9331932777,929999.6837090543,889743.5107087649
O75648,0.0512,0.6406,0.1352,993178.1452550263,1057099.9859420883,968575.5301835814,935673.5916654159,1007525.4214498949,976460.3649691263,1067808.9754214408,1046823.1037823071,974378.7603855391,1076357.991145411
Q08117,-0.0495,0.64,0.1352,1023596.0964402817,897704.131989834,971902.8528496637,990776.4076488158,991547.6507006411,994905.2284253462,955803.483470284,939129.9331932777,929999.6837090543,889743.5107087649
Q08117,-0.0495,0.64,0.1352,1023596.0964402817,897704.131989834,971902.8528496637,990776.4076488158,991547.6507006411,994905.2284253462,955803.483470284,939129.9331932777,929999.6837090543,889743.5107087649
Q08117,-0.0495,0.64,0.1352,1023596.0964402817,897704.131989834,971902.8528496637,990776.4076488158,991547.6507006411,994905.2284253462,955803.483470284,939129.9331932777,929999.6837090543,889743.5107087649
Q08117,-0.0495,0.64,0.1352,1023596.0964402817,897704.131989834,971902.8528496637,990776.4076488158,991547.6507006411,994905.2284253462,955803.483470284,939129.9331932777,929999.6837090543,889743.5107087649
Q08117,-0.0495,0.64,0.1352,1023596.0964402817,897704.131989834,971902.8528496637,990776.4076488158,991547.6507006411,994905.2284253462,955803.483470284,939129.9331932777,929999.6837090543,889743.5107087649
Q08117,-0.0495,0.64,0.1352,1023596.0964402817,897704.131989834,971902.8528496637,990776.4076488158,991547.6507006411,994905.2284253462,955803.483470284,939129.9331932777,929999.6837090543,889743.5107087649
Q8NHY2,-0.0622,0.6411,0.1352,839759.0600339867,882891.1462678665,810737.236030586,786182.2575344389,923230.3782034809,774302.073509924,882891.1462678665,823619.3389906944,791567.8159311211,789076.5115007542
Q10589,0.0486,0.6412,0.1352,1919869.0625027136,2072867.6867205028,1905617.0819315151,1896513.3809459985,1820278.4912842417,1915421.6989973288,1918419.6227271205,1973411.0203986207,2023017.0243189589,2112348.8913350753
Q08117,-0.0495,0.64,0.1352,1023596.0964402817,897704.131989834,971902.8528496637,990776.4076488158,991547.6507006411,994905.2284253462,955803.483470284,939129.9331932777,929999.6837090543,889743.5107087649
Q08117,-0.0495,0.64,0.1352,1023596.0964402817,897704.131989834,971902.8528496637,990776.4076488158,991547.6507006411,994905.2284253462,955803.483470284,939129.9331932777,929999.6837090543,889743.5107087649
Q08117,-0.0495,0.64,0.1352,1023596.0964402817,897704.131989834,971902.8528496637,990776.4076488158,991547.6507006411,994905.2284253462,955803.483470284,939129.9331932777,929999.6837090543,889743.5107087649
Q08117,-0.0495,0.64,0.1352,1023596.0964402817,897704.131989834,971902.8528496637,990776.4076488158,991547.6507006411,994905.2284253462,955803.483470284,939129.9331932777,929999.6837090543,889743.5107087649
Q08117,-0.0495,0.64,0.1352,1023596.0964402817,897704.131989834,971902.8528496637,990776.4076488158,991547.6507006411,994905.2284253462,955803.483470284,939129.9331932777,929999.6837090543,889743.5107087649
Q9BRR8,-0.0466,0.6404,0.1352,2744409.9281572425,2701423.149755512,2899693.5330334376,2889210.283947714,2739524.8127948605,2871871.3258413114,2781328.5975922323,2567306.245786847,2742775.880720576,2574191.067732408
Q9H063,-0.0336,0.6407,0.1352,1367983.425550025,1355005.502959321,1289074.7468909682,1252558.2963773606,1327784.835948366,1286795.7629021932,1289074.7468909682,1292540.324882353,1266420.619804531,1302816.088365984
Q08117,-0.0495,0.64,0.1352,1023596.0964402817,897704.131989834,971902.8528496637,990776.4076488158,991547.6507006411,994905.2284253462,955803.483470284,939129.9331932777,929999.6837090543,889743.5107087649
Q9BQA9,-0.1098,0.6382,0.135,1255294.8928020974,1180663.5644595625,1379653.5870848775,1501448.94717462,1030254.0183732812,1193250.640410236,1109061.6862003927,1121868.9981081414,1255294.8928020974,1159960.7190264037
Q9UJW0,-0.0467,0.638,0.135,10179859.189327458,10008254.669264447,10490513.119595265,10605697.064381056,11006655.957190739,10750265.911333548,10260378.810051572,10096534.245005323,9432050.617847824,10102012.526241701
Q96FX2,-0.2223,0.6384,0.135,478396.6428860767,481354.73620805604,626901.6363656113,766916.9020947266,370316.1414661715,518810.5063094672,357314.1173898506,453658.6903755163,460165.1048566227,490311.3048822798
O75882,-0.048,0.6382,0.135,629152.9412627683,587587.9155977322,649997.9173208893,686226.540932989,616898.4603313713,602139.3852579545,628385.4193099246,624918.4720562842,605662.2719737444,601371.5699286012
P62633,-0.1246,0.6384,0.135,335525.41159635514,336779.3464742044,375856.15917842556,400560.4123140775,418889.155613028,305594.01644413784,340538.5997137706,365192.73762264964,291945.435593675,417044.3766936238
O60739,-0.0948,0.6376,0.135,3582690.655686757,3560341.67956749,3994167.9583393103,4549208.413970744,3504486.7768010115,3918753.7559551373,3277303.723751105,3453678.28649993,3761764.4136696355,3504486.7768010115
P31689,-0.0265,0.638,0.135,38494548.668518215,38765045.164664894,38174529.23096143,38997130.08861565,39210741.53798021,37008706.58318197,38919456.56438146,37908822.51760179,37494832.16877481,38816555.06411375
P16104,0.1162,0.6378,0.135,4838663.898283699,4278715.043524026,3557328.191927193,3416438.9354324285,4439144.283456902,4566186.76868358,4455810.1376950545,4627626.829673706,4501203.250544077,3941780.170071281
Q96Q15,-0.043,0.6386,0.135,2192948.544144037,2244266.7781323413,2415247.040204159,2391641.5839833193,2161813.805339034,2176910.629618279,2172560.797985274,2199540.7362082615,2261980.622965985,2249868.5299542528
Q66PJ3,-0.049,0.6378,0.135,8113301.100728907,7854550.420001256,8257761.381868755,8816339.624244481,7945031.561553052,8492719.203745078,7884782.727019293,7791694.704874294,7924035.154529811,7522271.616918544
Q14145,0.0309,0.6368,0.1348,12786014.772458432,13686005.533469258,13096428.089482764,13242381.289911073,13738747.30644451,13517608.9631686,13580228.983014984,13510374.030582497,13446820.20034139,13915316.240044797
O76031,0.0333,0.6369,0.1348,15106800.230368633,15700429.28075081,15471749.436284088,15368905.595317744,14535629.133479761,15233647.26686342,15430323.041759284,15327549.627287531,16026418.502244793,15935633.644726338
Q8IWP9,0.0731,0.6363,0.1345,2709782.5413193717,2479166.7493041875,2453879.372086822,2206989.3238095054,2771208.8656921117,2729478.325188647,2703649.813562844,2744409.9281572425,2573270.144625525,2492784.6256779595
Q9Y316,-0.0304,0.636,0.1344,28615045.994073715,28394024.463504862,28271126.8018538,29742790.847929463,28497756.083653517,29103477.871569548,27836159.242614098,27949394.638511043,27218496.85059281,28433178.128769867
P55196,-0.0244,0.6339,0.1341,59527272.63345852,60045856.10257294,60180201.440188,59805849.79510685,59437645.83679975,57200385.331859566,58497005.97462922,58625692.36257583,59728457.1452472,59971327.40616421
Q9H1B7,-0.0518,0.6336,0.1341,1173448.3406171773,1249999.2078963139,1254836.8056816973,1365195.3358911355,1238871.8836022236,1280674.578138088,1174900.2130962806,1178622.2940809322,1249999.2078963139,1173448.3406171773
Q5VWN6,-0.0597,0.634,0.1341,569990.164730405,560592.1628937699,592333.8917269588,597692.1006241763,531138.4916927121,605662.2719737444,518810.5063094672,555078.6968633159,542029.9858076418,516714.0223742379
P09543,-0.0363,0.6347,0.1341,15586008.149372807,15953602.815208804,15828009.055194573,15983344.758532066,15385524.70373634,14508329.799845466,15164248.94357457,15346976.466089016,15636551.515230762,16164172.757608095
Q14542,0.0636,0.6354,0.1341,1612013.3376886258,1829014.3328999395,1739091.9948867338,1673632.6719735542,1821112.4526736261,1725341.7215456157,1943606.9018677452,1698959.7930894173,1947182.1132489783,1755998.7898966437
Q9UPN4,-0.0346,0.6339,0.1341,2769148.6882506255,2804149.9152746256,2646949.0599082815,2703649.813562844,2579734.743279096,2718062.123944694,2604899.2976342747,2625686.824179309,2568254.3004941773,2663501.38423636
P38398,-0.0308,0.6345,0.1341,4780565.01585959,4707461.874841022,4882101.233634399,5057626.749390073,4710630.071161676,4838663.898283699,4689494.414241916,4694887.996536252,4728504.79818171,4669695.702193433
Q8NFA0,-0.0561,0.6353,0.1341,1322688.1343916885,1487513.168974202,1293517.1129368949,1371482.2785373465,1233005.4022019901,1330205.6931778595,1270085.5181599567,1246896.0272453926,1304697.0663309535,1289074.7468909682
Q96AB3,-0.0646,0.6334,0.1341,4816451.67446285,4495289.691024638,4098780.041398731,4076961.069320693,4707461.874841022,4091298.98488072,4460608.252314318,4397348.855667307,4100729.1578437667,4136787.299514924
Q9Y606,-0.0442,0.6334,0.1341,10659803.734264504,11158009.662181979,10463753.324083636,10237459.58017466,10735459.447324643,9700822.277746184,10143757.389808083,10523824.36139312,10310434.886441132,10992244.167511608
P55010,-0.0245,0.6327,0.1336,113313712.77184933,113149158.16300635,112254573.9781606,109054005.5355123,111707010.6311597,108222315.99235839,108832324.72711521,111060085.43799245,110882411.64287709,111060085.43799245
Q8IWS0,-0.0302,0.6325,0.1336,19020069.077095103,20432217.756797746,19987759.382647447,20031257.970557123,19956853.63683641,19122368.08824976,19113824.21670462,19479699.414478306,19703202.85074469,19933053.575262107
Q86UX7,-0.039,0.6321,0.1335,98330626.56351887,97505319.30478686,104247051.60939823,99182301.68413007,100197856.1625617,91645413.15362652,95724026.01204224,97314686.9223916,100385561.51121508,101253986.57171072
O15173,0.0512,0.6316,0.1332,10619636.506423304,10735459.447324643,9667921.042186799,10016302.89749565,9436073.137209795,10255047.511273248,10062833.069765938,10650736.421103014,11026867.9266925,10265712.880415948
Q9H330,0.0323,0.6309,0.1328,1308039.3394046212,1338089.7084821465,1312052.1563032193,1277379.3122300508,1266420.619804531,1274911.647645309,1327784.835948366,1318886.1209717132,1352237.3962472177,1376319.302792044
Q969M7,0.0798,0.6306,0.1327,7138043.882578718,6536323.194717536,6150932.059600122,6282317.6042841375,6334752.177626446,7877121.129014655,6480443.863560593,6928414.342554773,6949212.610511182,6128017.642086872
O00244,-0.1167,0.6294,0.1324,13857698.429011833,12220721.946812741,9487999.67637903,10482505.780794056,10835641.787544396,11463290.590256162,10179859.189327458,10718401.810415573,10450545.104390148,9318982.557636935
Q9GZT8,-0.0589,0.6294,0.1324,33547315.525242276,32468042.245757032,31519941.906096604,31058315.735396147,36384733.04765226,32055311.4444394,33718109.17206205,31859358.231303014,29511065.201923274,31130863.52841971
O43809,0.0599,0.63,0.1324,58340495.35203148,54534843.197655894,50217241.99301172,49737015.34257646,57873148.97861893,57873148.97861893,56706189.55379615,56984700.71946556,56399310.12763415,53663443.97295013
O95861,-0.0401,0.6297,0.1324,51368501.04330743,49737015.34257646,50162966.434119016,48021878.04623667,53034422.02415144,49995845.133094676,50366759.22134507,49995845.133094676,46495770.13689256,48532992.758525796
Q8IX07,-0.0309,0.6292,0.1324,2956382.9951995797,2945140.316673193,2945140.316673193,2953962.600738264,3021401.1666613794,2771208.8656921117,3000836.5926865013,2881827.7580868625,2878297.528623781,2981126.8001788314
Q99707,-0.0252,0.6264,0.1319,4484793.662114377,4517916.479788106,4624998.733857196,4620705.974665952,4591524.808604967,4368016.66557607,4522438.364270705,4572169.0955278985,4464386.0301214885,4517916.479788106
Q9UNS2,-0.0341,0.6268,0.1319,41948789.378334925,42655521.91349085,44223745.72640688,45783351.777749196,42408548.515894,43383877.017454624,42536196.192569084,41438965.7403698,42408548.515894,42100396.65126345
Q6QNY0,-0.0474,0.6266,0.1319,8551772.420866627,8300625.297064841,8639211.601295106,8896262.516716989,9097392.577051088,8885313.629326481,8772973.743091296,8415746.339015082,8171850.668580715,7854550.420001256
P62312,-0.0942,0.6263,0.1319,21018958.368652735,18935938.370976012,15416898.56443464,16762660.616195908,17559608.20963024,17812679.788676202,16887897.714313135,17434802.552101836,16202049.000126861,15335533.38449219
Q8TDP1,-0.0332,0.627,0.1319,3046624.190690658,3088255.0396464583,3194078.346719764,3232191.4409698453,2981126.8001788314,3138892.935069495,3016053.898719728,3002846.295641872,3009730.3352050725,3016053.898719728
Q8IYD1,0.0602,0.6273,0.1319,305594.01644413784,278654.7441076441,281027.8083598651,267533.9638608577,289040.00915190193,296595.56299760885,317074.2931754375,314780.5488567944,275215.36481801607,279855.2137357328
Q92878,-0.033,0.6276,0.1319,106009727.33073351,109771782.68101336,112885836.08752312,113515105.54803361,105594886.34954712,106270811.67690785,105594886.34954712,105465831.22457145,108832324.72711521,109054005.5355123
Q9Y5B8,-0.0668,0.6278,0.1319,829410.3357331423,757742.4201764632,951858.019785348,808881.1356846306,882254.6785513685,808881.1356846306,794350.0163105696,791567.8159311211,787817.7300531551,845365.6930510659
Q15554,-0.0397,0.6262,0.1319,941767.6232881462,949041.4673010958,950758.4826175888,894671.9687549098,951858.019785348,879767.1150662409,891311.3241794263,979144.3169224476,901795.5841871043,910758.9930577516
Q9UKV3,0.0985,0.6284,0.1319,1815454.37135036,1725341.7215456157,1542661.338326854,1457544.5504575854,1939257.1497777952,1822331.749172436,1982421.1997669109,1887043.422102095,1708538.018034379,1649659.644902325
Q9BSR8,0.053,0.6263,0.1319,797980.7618308588,799083.5556820516,738287.353240164,687580.950598193,769948.4759433257,752456.4970893839,779002.9143276571,776351.7595446076,812517.4940513824,810045.1235637285
Q6UUV9,-0.0937,0.6251,0.131,1411298.7346472496,1410729.378207821,1741677.4040609237,1559615.2543356635,1733527.545186444,1684794.9074022768,1427573.3264665194,1383407.6991630832,1388637.4073860557,1466245.6017720434
Q9H0C5,-0.0381,0.6245,0.131,1032114.8808385772,1027167.9626736606,994905.2284253462,1088163.0989748912,1086493.256841983,1020724.0574075131,1054392.424880247,1027167.9626736606,1007525.4214498949,980944.1476483986
Q9UNZ2,0.0266,0.6249,0.131,95487823.6166458,95017233.078916,96864461.62980217,99273047.13202378,95017233.078916,99182301.68413007,97987358.42285901,99182301.68413007,99036893.75290407,95233390.45559016
Q92805,0.0252,0.6244,0.131,3606112.3135397527,3619077.621250111,3727749.150371444,3699240.9429103374,3748177.331885603,3787011.6271045855,3703946.5264208834,3683061.4311267515,3805796.8678523414,3744272.4629640556
Q9Y3T6,-0.0389,0.6224,0.1309,7827702.254752531,7619273.488390108,7929444.883149541,7905921.7759188125,8167074.175381544,8077606.128814377,7945031.561553052,7615169.509525634,7447931.894676911,7330494.133194486
O43598,-0.0376,0.6235,0.1309,39475914.16637445,39419554.880602196,38284369.1770208,39153805.24780168,40422804.43377125,40353358.380115144,39436788.05946769,38494548.668518215,36713242.94358978,36801838.38163792
P53367,-0.0505,0.6221,0.1309,8404856.574590094,8197408.485353439,9564903.54862565,8462195.115052896,8226637.197407667,8106801.907082169,8343945.01425335,8096510.237233139,8246388.558728264,8525778.89092561
Q96BN8,-0.0334,0.6226,0.1309,8100159.692770035,8246388.558728264,8134413.223151877,8663276.903055867,8288474.003825733,7767646.523891765,8048630.643388999,8044870.90657007,8300625.297064841,8323599.332335964
Q5XUX1,-0.0418,0.6217,0.1309,761907.4254189996,759162.4555803444,801484.4418660607,802312.0445335748,822751.6562364518,805371.8771457915,750469.4768100852,725291.1853462319,775341.4885038789,779002.9143276571
O75643,-0.0279,0.6207,0.1309,188955579.71284333,194967634.61948738,199009272.31158686,194967634.61948738,194967634.61948738,184739992.02038503,193716859.68132132,188955579.71284333,191904745.94779527,194967634.61948738
O75390,0.0469,0.6214,0.1309,125150833.63414295,122928638.80165637,113738099.33631675,109771782.68101336,120469807.63768113,116681831.02015504,122928638.80165637,122328241.37662037,123577552.0874391,125545842.23152936
Q16842,0.0343,0.6235,0.1309,1194355.3111394707,1277379.3122300508,1188480.012502864,1223783.2012377807,1200175.4302201644,1206094.7849653575,1236671.5737157175,1245937.6558426712,1301286.4370344349,1240143.8031614334
P18848,0.0347,0.6216,0.1309,3089982.014177588,3010901.7479822175,2924537.2820086656,2905496.749531254,3146974.1121186037,3123589.6791325994,3148714.5419189157,3087046.492143819,3111955.004519801,2969949.9128167955
Q00534,0.0276,0.6215,0.1309,24366232.273412906,24754264.865164228,25871081.33683165,25508426.278383594,24942177.587736074,25800906.696535237,25340712.443037797,25257532.18298711,26089948.127902362,25353451.033458307
O75586,0.0423,0.6211,0.1309,784019.0806322831,747734.9073461776,767497.034201666,740087.0413698531,697922.1626445549,730749.2967172019,768740.0410884717,770970.9151578805,794350.0163105696,782188.9393365715
P25398,-0.0357,0.6208,0.1309,134700520.06419677,134700520.06419677,128975154.1600774,135380384.6357235,130606983.65051092,135380384.6357235,122328241.37662037,130217154.73869754,131468905.63686685,128975154.1600774
P36551,-0.0404,0.6227,0.1309,50691861.585280694,50936886.06674809,54136356.56108855,55281202.40845085,52373648.6882869,53251613.38096859,51304734.4689798,51100683.416752435,48532992.758525796,51933321.75017355
Q99549,-0.0351,0.6227,0.1309,4810116.481628633,4689494.414241916,5021649.136148145,5154106.652074577,4899235.564108472,4932394.799144114,4805023.113150241,4678618.84445244,4736100.025342445,4823177.587950067
Q15436,0.0297,0.6221,0.1309,2556671.8478406905,2577276.513180605,2583525.3336485075,2590076.7889940976,2512394.699384358,2551570.175774441,2549716.192928654,2590076.7889940976,2721302.377743721,2677582.803628845
Q08379,-0.0408,0.6212,0.1309,26000517.097030412,26015268.47367947,27087389.364287667,28137849.388719097,25327980.077435832,26757971.039997905,25257532.18298711,25007117.397385594,26502986.798789006,25310244.52921522
Q562F6,0.0691,0.6195,0.1308,1794608.3148720663,1803171.5654523463,1711467.3626260515,1564688.6608760837,1976313.9969792317,1741677.4040609237,1885713.799824403,1931983.5772796771,1793634.8821311274,1911667.6672985835
Q96RS6,-0.0416,0.6203,0.1308,29217993.481176097,31160036.33704045,33424758.48072392,32920163.60903173,31519941.906096604,30711219.81749925,30614305.93596543,30582409.475048833,30836241.582521554,30836241.582521554
O75781,0.0304,0.6192,0.1308,1537330.6037070162,1436939.5098899573,1464909.0135209463,1459592.8923375763,1515514.2113326145,1506857.5518010177,1534009.2695953634,1527800.2161303456,1532392.0334692067,1469465.9509902808
Q03014,0.0602,0.6195,0.1308,5841302.993908036,5625540.437776461,5182534.052135376,4932394.799144114,5766554.862094557,5808216.138460553,5932626.346539378,5750178.257037769,5605992.408371764,5372806.201772097
Q03188,-0.0522,0.6198,0.1308,3936445.7630131408,3869910.4714180497,4010766.703857425,3806703.384822422,4325943.373792306,4018928.2764931107,4054098.75051635,3846738.8776507955,3630002.1952053546,3690938.0694157793
Q10469,0.0495,0.6197,0.1308,759162.4555803444,781241.6448599896,727661.6637721064,683681.1673986921,756088.2348581506,717297.7799269427,774302.073509924,777726.8924598667,764866.1841048411,801484.4418660607
Q9UFG5,0.0969,0.6188,0.1307,4829756.15046162,4265976.299976504,3850229.2539867735,4504971.192714879,4203976.866985997,5264008.4709006,4129002.2671712376,4792213.423532451,4899235.564108472,4118954.331842574
P40818,0.0332,0.6188,0.1307,17322486.18650737,18273802.34443558,18181651.191310477,17631179.912136987,17761559.710099284,17434802.552101836,17960108.75050612,18302262.783142824,18842891.471686136,18722453.620268922
Q9BPX7,0.122,0.6165,0.1297,3493760.22610404,3100523.019537045,3233330.24969467,2772681.8233372006,4224293.6036000345,3446365.7096771975,4028216.4618798257,3579143.6568544344,3810399.9917100375,3307216.5207387917
P30044,-0.046,0.617,0.1297,66870220.5590099,63339626.74832461,66346672.23310573,65031374.00213793,69029727.33924992,68114819.56380334,64411040.42391994,66346672.23310573,60724913.330887266,60856155.46790758
Q9NX01,-0.0583,0.6164,0.1297,4599133.1013325555,4281032.626699768,3787011.6271045855,4003347.195272206,4108971.1489101294,4102580.9788507437,4111566.5787145533,3974047.3460209086,3934452.035476526,3800067.0140980897
Q6Y7W6,-0.0462,0.6164,0.1297,24294351.724367533,24464511.670085892,25940175.23956551,26833076.351224143,23783384.71507055,25145957.619043324,23681243.61561894,23592375.924029056,25201013.1603253,23681243.61561894
Q52LJ0,-0.0315,0.6171,0.1297,7255639.5706001,7340138.272823543,7198802.411753977,7386730.540158613,6989841.058705119,6759126.5255890675,7033440.429056708,7116798.557109335,7260089.989514612,7225238.149109279
P12081,0.0324,0.617,0.1297,112885836.08752312,111060085.43799245,114585962.1174811,115748075.85040937,108475653.00058544,110585240.87682179,115284754.52749686,114585962.1174811,115748075.85040937,119370307.46882398
P78527,0.0947,0.6159,0.1294,130606983.65051092,151476977.61904052,134700520.06419677,130606983.65051092,122328241.37662037,121600939.13608727,135780336.97752348,144187529.18269023,155045912.33316126,160186299.44177684
P48067,0.0445,0.615,0.1294,616898.4603313713,650778.8683531553,616008.4562180404,605346.7429045755,575939.2584484079,602826.8789730794,669906.0288607262,621834.3769429552,630077.8203357245,635890.680701404
O00116,-0.0426,0.6154,0.1294,25111840.067064017,26502986.798789006,24696968.85671588,24802364.177348807,24676791.49477696,22860387.140476774,24241990.71860733,24281826.320647378,24843829.911350682,25964739.94299453
P07948,0.0449,0.615,0.1294,12633533.14764079,13669125.103721239,13686005.533469258,13279684.540332228,12751884.398146024,12885450.663720053,13517608.9631686,13966825.750698734,13270282.522254266,14486801.84442238
Q9H5H4,-0.033,0.6152,0.1294,3431870.3958613263,3488156.405705485,3465586.818393352,3519694.910893034,3593617.9539699787,3603039.7063071476,3467144.633995895,3402563.4871317665,3307216.5207387917,3328865.2459447924
Q96HV5,-0.0295,0.6143,0.1291,2327468.64232329,2404164.0130916936,2466626.403196131,2394663.349143627,2369500.3936949736,2343611.6727750697,2390097.3491687896,2291033.430876707,2286155.8555636927,2410388.4761654558
Q7Z5G4,0.0679,0.6145,0.1291,1698959.7930894173,1631453.1976483918,1427573.3264665194,1438386.3953984948,1438386.3953984948,1557928.9829204688,1536299.2181161444,1631453.1976483918,1714522.8012882208,1547121.3073535464
O75449,-0.0259,0.6138,0.1289,5084237.979779767,5057626.749390073,5227861.463318243,5033627.510378067,5074633.46090519,5113919.783171931,4848307.322532641,5012930.528323997,5008251.043804078,5043685.226393814
P00492,-0.0494,0.6131,0.1287,64839957.97467765,62057238.77217672,61359321.32620435,60724913.330887266,67803716.14049326,62553035.0791473,64839957.97467765,61660252.86181082,57037396.30343333,60059728.19116737
