Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA52,V_log2.i._TMT_3_iTSA52,V_log2.i._TMT_5_iTSA52,V_log2.i._TMT_7_iTSA52,V_log2.i._TMT_9_iTSA52,D_log2.i._TMT_2_iTSA52,D_log2.i._TMT_4_iTSA52,D_log2.i._TMT_6_iTSA52,D_log2.i._TMT_8_iTSA52,D_log2.i._TMT_10_iTSA52
Q9Y3B3,-0.0707,0.7134,0.094,1806547.9912011314,1952486.753678256,2008561.7155734603,2045505.9456183922,2037448.3410638408,1658938.0824008952,1806547.9912011314,1948935.426061592,1884385.1144066534,2021103.3559296753
P34059,0.0572,0.711,0.094,4627626.829673706,4392613.519506107,4343177.215855862,4455810.1376950545,4599133.1013325555,5110844.334874242,4609646.249965746,4630902.429769944,4541986.099227747,4287667.228492015
Q92796,-0.0414,0.7103,0.094,2021103.3559296753,2055860.552161521,2036460.2588359043,1982421.1997669109,2121064.92320431,1976313.9969792317,2050533.709223913,1940461.205793051,2006486.0705733255,1892306.5621464795
Q15506,0.064,0.71,0.094,2404164.0130916936,2476393.179084185,2573270.144625525,2838638.9856370282,2783377.0387586444,2884427.457850815,2680669.370679207,2750586.6474506827,2653372.2879823707,2613479.622749023
O60739,-0.09,0.711,0.094,3582690.655686757,3560341.67956749,3994167.9583393103,4549208.413970744,3504486.7768010115,3918753.7559551373,3277303.723751105,3453678.28649993,3761764.4136696355,3504486.7768010115
P42694,-0.0333,0.7103,0.094,4749693.70422272,4792213.423532451,4947039.197658816,4989698.93784252,4805023.113150241,4757436.501501564,4634408.225327733,4604640.296013842,4856378.341361252,4728504.79818171
Q9NNW7,-0.0373,0.7127,0.094,47044818.89184457,46643985.20130625,47131717.53434344,48961171.086047,47497440.5962232,48268714.85383377,46281924.49339895,45783351.777749196,44187343.66862236,45255581.84265013
Q9Y3B8,-0.0354,0.7086,0.0939,97505319.30478686,95487823.6166458,93870717.44921759,96266422.40604672,97409956.14228827,93441875.14465508,97091530.769303,93870717.44921759,89762671.62320942,91826252.91342643
P11441,0.1322,0.7081,0.0936,27675421.42701238,24281826.320647378,20541150.745053574,20590745.08972247,24155316.159883644,27828622.266298667,23517167.320795994,26680736.024615303,27060255.587021355,22648892.022986192
P52788,-0.0377,0.7076,0.0935,95017233.078916,94723341.55341142,98708387.25856233,101680188.56345393,95487823.6166458,97646757.3395683,94480407.4086174,94320348.95190035,91645413.15362652,92034048.6874649
O95059,-0.0908,0.7069,0.0931,1900625.2890664244,1689899.8749755216,1536299.2181161444,1600985.9762227347,2002817.9501576938,1613582.4196718743,1767899.6307243356,1667572.644204652,1518346.1597222993,1581109.8566587402
P61599,-0.052,0.7057,0.0929,1164825.6991414733,1179511.33325007,1099761.068050148,1073182.259193836,1082686.7329696089,1030254.0183732812,1063633.9267239594,1080342.2899323648,1084969.141724993,1109061.6862003927
Q96F07,-0.0783,0.7059,0.0929,490311.3048822798,437021.4601077861,531138.4916927121,548146.4277864004,505993.54678937356,475081.72960765613,470903.9602401048,458231.3313369005,462978.87130569393,497484.327203942
Q9P0P0,0.0757,0.7056,0.0929,9633749.431258772,8874423.49036538,8738507.173528863,8415746.339015082,9221256.456454614,10687251.655185476,8537218.54059528,9555402.274046434,9610411.998459902,8621099.52488305
Q86T24,0.0462,0.7055,0.0929,1906066.1920760488,1939257.1497777952,1993927.924236303,1996261.751811131,1905617.0819315151,2132593.7885319423,1976313.9969792317,2031221.3309218397,1919869.0625027136,1934802.0220857835
Q08945,-0.0367,0.7024,0.0923,46930099.391150355,46930099.391150355,48441954.190884955,51368501.04330743,47580776.81675338,47044818.89184457,46668752.259885415,46495770.13689256,47131717.53434344,46367379.24808278
O14548,0.1244,0.7041,0.0923,960177.6038813911,962213.2497401834,693618.2102479832,725291.1853462319,671247.0140878198,848396.1626980606,837078.072151581,904315.383293256,849068.7208695012,909465.5910128471
Q9NUM4,0.057,0.7031,0.0923,997054.1472770815,1030887.0209869434,1040072.8772765402,1028394.1871460556,1023596.0964402817,957204.2387783616,1086493.256841983,1039533.1105062966,1093898.4850326348,1115766.3602451624
Q9H0U4,0.0495,0.7029,0.0923,162015139.37600702,162658514.21038532,160855507.2673956,150952925.92271543,166871272.50617963,152572958.95668164,168364608.023305,170051661.36417758,165162007.68267578,170051661.36417758
Q7Z3T8,-0.0377,0.7042,0.0923,9318982.557636935,9228332.53146482,9680215.135550773,10087154.05170643,9573199.6067342,9524195.67191643,9329323.179121718,9248519.645634914,9128007.966067728,9128007.966067728
P61158,-0.0464,0.7026,0.0923,60180201.440188,59527272.63345852,61857192.079217575,63436318.43473126,65664086.46595823,61359321.32620435,61407848.8587117,60724913.330887266,56130415.384752974,59324320.2896667
P35637,0.0323,0.702,0.0923,120908843.5862179,120633896.4018268,124379246.3760377,124636453.78869231,127454472.59686466,128197518.02941161,126612218.021614,123577552.0874391,127664072.06702672,122018256.4502695
Q9NQ92,0.0522,0.7036,0.0923,2896345.824057168,2912609.422371397,2983179.6704263096,3128625.356840397,3026656.856532993,3310087.698322873,2978296.364138197,3148714.5419189157,3079058.121847295,2884427.457850815
Q9H8G2,-0.0534,0.7026,0.0923,4551966.8484704895,4398595.942865763,4832292.924180718,5049050.092459967,4882101.233634399,4788403.14490609,4604640.296013842,4517916.479788106,4421492.711196933,4375573.376909371
Q9H330,0.0415,0.702,0.0923,1308039.3394046212,1338089.7084821465,1312052.1563032193,1277379.3122300508,1266420.619804531,1274911.647645309,1327784.835948366,1318886.1209717132,1352237.3962472177,1376319.302792044
Q92879,-0.0553,0.7018,0.0923,17244028.305756506,17791573.95034462,16610701.195784304,16103327.90570568,18231131.019369293,15546016.642342636,17082372.70096628,16250557.983889533,15983344.758532066,17370547.005243536
Q5JQC4,-0.0376,0.7013,0.0922,3197078.4172733855,3221179.7983756308,3190697.860399465,3328865.2459447924,3208136.3970307335,3241033.023616516,3213955.0252410443,3046624.190690658,3109368.125030577,3021401.1666613794
O75648,0.0603,0.7005,0.092,993178.1452550263,1057099.9859420883,968575.5301835814,935673.5916654159,1007525.4214498949,976460.3649691263,1067808.9754214408,1046823.1037823071,974378.7603855391,1076357.991145411
P04792,0.0369,0.7005,0.092,153241733.48834035,153598182.06296635,154682859.62395418,156183585.8308118,145438865.4996151,156714031.78262323,151476977.61904052,154257963.61787602,162015139.37600702,153598182.06296635
Q86SF2,0.0453,0.6998,0.0918,5322103.771757331,5681702.020403504,5503969.367401812,5273473.426795819,5370424.729032414,5203420.973386341,5605992.408371764,5578657.9655635655,5766554.862094557,5687534.772849158
Q5TA45,-0.062,0.6997,0.0918,14334121.573764628,15153113.731666647,13651081.720786562,12663179.152209407,14610037.85075335,12589901.32498686,13953411.044956556,13546568.396774102,13156487.44476872,13788907.496607352
Q9UIQ6,0.0409,0.699,0.0916,3247349.2655927544,3358468.1348305237,3500719.2384639494,3358468.1348305237,3413755.280687357,3274960.0336784665,3507999.034410952,3402563.4871317665,3553877.7888892107,3515190.852717128
Q7L2J0,0.0342,0.6991,0.0916,3924756.5045576342,3852670.8899652897,3905493.2865853347,3934452.035476526,3757240.5135456445,3902760.0097904163,3844464.5884448136,3891065.51253274,4042953.1920686984,4034311.438688708
P62714,-0.0444,0.6983,0.0915,51772266.41105161,52243005.83961466,54400961.704894945,57037396.30343333,54317244.94810925,54203100.78150771,51027715.91634458,52566731.5779942,49483550.04657238,52662612.61148805
O43237,-0.0267,0.6983,0.0915,3124254.3295461894,3115540.2398915044,3061838.4413171858,3111955.004519801,3094129.8449897636,3019302.9077627547,3005454.107551939,3033582.970714731,2993641.805393507,3076650.423947755
Q8N0X7,-0.027,0.6975,0.091,15669189.15763521,15224031.964147514,15462137.320587505,15682750.59610203,15718671.017978154,15263524.737816244,15462137.320587505,15039726.335190613,15214306.832223278,14861149.3361835
O75781,0.0391,0.6954,0.0902,1537330.6037070162,1436939.5098899573,1464909.0135209463,1459592.8923375763,1515514.2113326145,1506857.5518010177,1534009.2695953634,1527800.2161303456,1532392.0334692067,1469465.9509902808
Q0JRZ9,-0.0306,0.6959,0.0902,3057622.268793485,2981126.8001788314,2993641.805393507,3031119.5631946335,2901500.425934048,2919737.9487430914,2894866.123606839,2920343.028871787,2881827.7580868625,2942683.8242325233
Q9Y4Z0,0.0856,0.6952,0.0902,56531501.880515315,53318702.227648914,48603435.245936856,44799104.549469985,58935872.46440185,59437645.83679975,55002230.13765969,57665324.19033421,54136356.56108855,50286083.89709648
O75528,0.0308,0.6956,0.0902,8197408.485353439,8113301.100728907,8077606.128814377,7937743.81244992,8265670.310605117,8328854.967301994,8462195.115052896,8253305.770443251,8096510.237233139,8070200.073233835
Q49B96,0.0779,0.6957,0.0902,4455810.1376950545,3984470.678997747,3495047.276553185,3862756.378667463,3862756.378667463,4432887.073310097,3767355.5614687195,4163657.102874861,3981780.9348748024,4281032.626699768
O00442,-0.0551,0.694,0.0895,7963813.747703298,8055236.91266301,8766390.836294997,8772973.743091296,7676466.785671365,8025129.153758899,7425542.703725379,7775348.5040095765,8134413.223151877,8077606.128814377
Q6UWZ7,-0.0595,0.694,0.0895,5613453.944108458,5440817.211234606,6235935.693452057,6345666.143990771,6101599.094105378,5874279.864471314,5671009.372593153,5926834.944498207,5421959.364139643,5459919.652105132
Q5BJF2,-0.0425,0.6931,0.0892,1100887.0449382134,1092898.333231255,1110392.632465495,1134315.8707081769,1146656.895702564,1021740.5433649721,1111692.5188633974,1089183.6044485953,1068456.498394272,1097831.584095192
Q86U42,-0.0325,0.6927,0.0892,67558105.68246919,67156447.9854383,67156447.9854383,66870220.5590099,70070627.00479116,66093800.51623724,66346672.23310573,67069128.50343512,63339626.74832461,66346672.23310573
Q14118,0.0779,0.6929,0.0892,1289074.7468909682,1325170.7553851067,1287569.627591039,1407596.3816939332,1227291.1252079357,1522816.5883581138,1497639.2501240352,1277379.3122300508,1289348.01381673,1269336.8023078053
P01111,0.0376,0.6925,0.0892,14899332.88573042,15129346.530877197,14245573.033620449,14762113.992699554,14300086.123534938,14467464.818237929,14805101.751317514,14918684.17502089,15164248.94357457,15451531.455547787
Q6ZUT1,0.0755,0.6921,0.0891,187393.64723832443,174080.48673885394,169884.92466131476,174080.48673885394,192637.23710819482,185479.11981284592,200520.8890271036,183553.0052734627,187393.64723832443,183553.0052734627
Q7Z5G4,0.0739,0.6918,0.0891,1698959.7930894173,1631453.1976483918,1427573.3264665194,1438386.3953984948,1438386.3953984948,1557928.9829204688,1536299.2181161444,1631453.1976483918,1714522.8012882208,1547121.3073535464
P40429,0.0714,0.6906,0.089,16412793.10867179,16357247.558931803,15244499.39988937,13669125.103721239,14415177.643380955,14308097.810609639,16747514.672047682,16188190.32234519,16346702.103084024,15878581.604827004
Q6RFH5,-0.0514,0.6894,0.089,555078.6968633159,558297.5966193042,587587.9155977322,570644.4169406187,559801.419645962,558297.5966193042,541289.099599218,515794.9955408113,527145.1650995025,572608.4560229956
Q9H3C7,-0.0592,0.6868,0.089,535178.858547757,545509.4411603186,558297.5966193042,605662.2719737444,564469.6156761474,535959.6480814355,530031.4755144655,552682.1795150412,504422.3973386889,555976.7586325444
Q6NZ67,0.0926,0.6903,0.089,1897399.4849737093,1664918.238627111,1456523.6232929814,1522816.5883581138,1696169.8215992984,1876708.4998787802,1664918.238627111,1921812.1843077405,1690655.6110848845,1577081.2085759104
O15021,-0.2057,0.6883,0.089,1261416.2473230956,1209765.3045821341,2072867.6867205028,1401457.904297757,1325170.7553851067,1243756.4356234767,1209765.3045821341,1418483.7965365718,1191281.803978102,1198298.905180415
Q13177,0.0425,0.69,0.089,143157815.15299755,139351323.14128965,141741203.20782164,143157815.15299755,152572958.95668164,150952925.92271543,153241733.48834035,147843947.2861004,141343397.30551305,143498513.3796056
Q9H081,0.0718,0.69,0.089,2894866.123606839,2892976.5933408095,2579734.743279096,2853291.038368684,2622038.1574716526,3068665.345426002,2622038.1574716526,2824079.7320133545,3181715.8770112935,2764330.572369351
Q86X83,-0.0522,0.6866,0.089,1979000.5189154858,1941807.2087288185,1823551.8746714653,1800840.2415105435,1967698.2402723588,1801450.1010937432,1864592.9156105574,1820278.4912842417,1729471.6570080013,1902623.602912622
Q9NX18,0.0703,0.6864,0.089,2303638.599015555,2048207.1326470282,1948935.426061592,2036460.2588359043,2039899.392789599,2372143.9012470674,2002817.9501576938,2203233.545591571,2201269.9827845544,2049380.8298978927
P30825,-0.0734,0.6873,0.089,686226.540932989,722917.2948835747,681676.4087536088,689923.2577880047,696989.0039376465,588289.348641798,633115.28468576,704336.1815973722,635890.680701404,722917.2948835747
Q16630,-0.0346,0.6863,0.089,55281202.40845085,56262882.8144948,57873148.97861893,59324320.2896667,58497005.97462922,56226615.80227402,57326359.179266006,55784150.76295066,54042147.15864289,55281202.40845085
Q9UQ53,-0.0608,0.6902,0.089,2069752.6282721786,1996261.751811131,2266658.3947167364,2327468.64232329,2144007.5269698566,2122991.55247635,2116068.442030923,2018179.1013162965,1913715.0241541406,2121064.92320431
Q8N3C0,0.0491,0.6874,0.089,2613479.622749023,2769148.6882506255,2772681.8233372006,2554833.389732288,2810191.801302875,2638916.9915315416,2718062.123944694,2818974.994550187,2820952.3573719454,2904063.2003792967
Q9BQC6,0.1199,0.6891,0.089,1139218.4532937165,1095744.418948643,855420.7691941736,768740.0410884717,967748.8818189977,1013689.899089409,957204.2387783616,1144412.7616005356,1114414.798275002,984562.1617033824
Q9Y281,-0.0515,0.6886,0.089,3803061.055647603,3660651.8233105056,3998355.446324834,4080514.476979812,3850229.2539867735,4007439.5288483854,3764641.4073033025,3632935.8994948,3593617.9539699787,3596760.3846828383
Q8NFH3,-0.0501,0.6867,0.089,17950992.546784382,18168506.18197791,20000244.06954194,19933053.575262107,19987759.382647447,19440146.42890698,18454990.383016653,18328799.633129377,17847380.420553375,18103469.5233741
P50991,0.0303,0.6889,0.089,802734187.1171656,802734187.1171656,819092333.358128,786488957.9983135,819092333.358128,793044878.7116356,833665579.8493893,810417097.3154118,819092333.358128,833665579.8493893
O75607,-0.0611,0.6862,0.089,11083838.199397516,10642357.080027994,12095745.129076913,12807027.140710032,10902195.420660915,11358712.42035084,10591772.98272765,10894661.602346117,10741197.36805955,11207321.765275003
Q86U86,0.0486,0.6877,0.089,700163.2818558251,705526.7363152325,707289.3389486156,648572.240117198,674833.6553304504,702482.9965161638,716271.7414462029,688148.4182337397,694427.5743824508,730749.2967172019
Q4ADV7,-0.1278,0.6845,0.0875,458717.59809219977,447871.55320085696,388770.0188568327,378730.06849175855,572608.4560229956,387268.3675749246,451129.9585858679,417044.3766936238,367479.33054295694,420697.1181908176
P42166,-0.0281,0.684,0.0873,38713832.24756551,39791495.343942106,38408372.307488,38408372.307488,39281857.62472963,37076386.02221479,38257379.45782216,37806943.404084854,38577873.89673927,37946090.76573065
P11182,-0.0337,0.6834,0.087,16152746.323559923,15935633.644726338,15533806.347396895,15896092.64283606,16454062.467454504,15700429.28075081,16066308.185253875,15385524.70373634,15308659.253294671,15183454.810188984
Q6NT16,0.0644,0.6821,0.086,801484.4418660607,859744.6931178861,909010.3654442258,940645.8957816908,865577.8045601888,864089.9342767077,894671.9687549098,873335.566850892,951858.019785348,963307.3246440578
Q6ICB0,-0.0594,0.6818,0.086,733116.520030575,720546.5842923904,647021.8197501097,722917.2948835747,679580.1605559747,651751.7247276152,668619.6364468044,641105.931053496,684600.8841495091,695309.0057029697
P30046,-0.1637,0.6808,0.0855,21754330.76933484,19039098.7248224,14594567.779136416,14849301.566475874,19000524.655482598,18012613.0597192,16026418.502244793,16512831.059266288,14826985.243069362,13824369.424022138
P07355,0.0267,0.6807,0.0855,544360120.9422708,544360120.9422708,544360120.9422708,535598789.81625736,519993277.05412984,544360120.9422708,544360120.9422708,544360120.9422708,544360120.9422708,544360120.9422708
Q16842,0.0432,0.6793,0.0852,1194355.3111394707,1277379.3122300508,1188480.012502864,1223783.2012377807,1200175.4302201644,1206094.7849653575,1236671.5737157175,1245937.6558426712,1301286.4370344349,1240143.8031614334
Q86WV6,0.0482,0.6784,0.0852,2347210.615176722,2369500.3936949736,2385716.063632568,2399303.762315509,2180192.5564507856,2309215.206245145,2365597.3963156785,2347210.615176722,2441129.9901725417,2540412.7760262643
Q8TAF3,-0.0376,0.6798,0.0852,29075063.565246634,29575312.362106375,30836241.582521554,31749932.303118885,30657468.55339199,30346239.2205705,29822480.42314057,29296199.400588147,28653944.337864824,28935882.31999172
Q92851,-0.0613,0.6788,0.0852,1642435.4601753168,1696169.8215992984,1793634.8821311274,1876708.4998787802,1608926.3987581406,1733527.545186444,1549712.5930857908,1602364.685060648,1624866.7369112486,1696852.5559193518
P24534,0.0664,0.6801,0.0852,253806412.69546136,257620271.65866837,223846532.59125918,208372068.24339548,242780274.69471607,238266411.87449247,250673071.0839222,252152369.2200913,246203201.3107963,247451413.09918904
Q9UNL4,-0.5638,0.6791,0.0852,2939135.9462375836,939129.9331932777,897704.131989834,912664.6769772858,879767.1150662409,910758.9930577516,909921.0445550166,887094.8234849125,879767.1150662409,833856.902711783
Q8WUK0,-0.0811,0.6787,0.0852,409180.6509575351,409985.9344767734,462978.87130569393,444793.08693145314,363520.2055111301,407962.96095895127,373526.91588307626,393248.7924506839,399427.4202403173,389490.74173212016
P46782,0.0633,0.6778,0.0848,27889880.170127816,28304781.08865018,24723728.813421044,24631687.6113012,25448705.204169523,25525118.269616913,25964739.94299453,27549362.900532927,28935882.31999172,28065379.465714056
Q9Y2S6,0.0693,0.6775,0.0848,14940623.189922664,13923986.069340484,13788907.496607352,12941542.174023755,15968688.344595496,15688599.012431923,15141390.556634486,15255372.693000555,15007504.450396147,13528698.511647047
Q6DHV7,-0.0437,0.6762,0.0841,8816339.624244481,8766390.836294997,9209720.992418287,9657736.425482662,9191086.975890923,9312018.47581809,8839013.056600558,8651266.496911885,8583383.39395601,8614064.108967558
Q8IUI8,-0.0369,0.6764,0.0841,7318657.850377621,7304022.201970015,7758822.655819079,7624174.452673067,7222867.578074478,7169450.263268482,7050787.989009812,7057161.132505266,7347221.611118432,7436001.290717424
P15153,0.0631,0.6754,0.0836,6604905.960033312,6805879.747506964,5994717.38441262,6348361.841407902,5921147.73766348,6056143.165706065,6462500.337071827,6536323.194717536,6726217.312806072,7107825.537557221
P47736,-0.04,0.6744,0.0832,2680669.370679207,2731157.4944009935,2637889.698687023,2658068.7514492334,2802491.50651688,2599092.3583624098,2698747.366953615,2657118.244505258,2485988.617297233,2618445.8696215143
Q02241,-0.033,0.6748,0.0832,6285679.31754927,6262449.352948485,6451127.59005603,6462500.337071827,6072556.258795757,6244915.585829665,5953945.066191063,6090806.537074774,6155256.982792814,6183208.654569955
Q96EV8,-0.0364,0.6723,0.0822,10687251.655185476,10358189.272318702,10544033.621766215,10523824.36139312,10879232.754781995,10659803.734264504,10561896.329488045,10231504.307288708,10016302.89749565,9882331.837589558
P85037,-0.0293,0.6725,0.0822,20370876.48795537,20370876.48795537,20031257.970557123,19720391.39908304,20664667.288531877,19298593.09149716,19870987.994064413,19956853.63683641,19492036.859532148,19892632.32515974
Q9H1E3,0.0474,0.6725,0.0822,68498809.08888021,69646550.30390579,68928477.33429004,66646572.66115421,76852958.89453478,71700400.91325943,74081783.20514616,71272932.05611992,72785977.97286604,70183171.6352363
Q15011,-0.0898,0.6725,0.0822,425858.6061945902,495136.2841691802,398420.91839039314,405597.51563143695,392323.70960443694,378730.06849175855,364394.9474749436,410779.1213024001,409180.6509575351,414284.9253097402
Q9NPD8,0.0588,0.672,0.0821,6692190.393010456,6200314.951961996,5846492.888580106,5874279.864471314,5979276.929421424,6423961.785578428,6122390.688858588,6489172.110273252,6730781.066862339,5904514.917835185
P54802,-0.0545,0.6714,0.0821,1714522.8012882208,1686513.4461816945,1714522.8012882208,1754459.0570610263,1946216.546002783,1676587.0610353143,1748063.4608305478,1729471.6570080013,1651720.3311310557,1630180.2135598992
Q5H9R7,-0.037,0.6717,0.0821,39853222.27011247,39961023.810783535,42362150.98982689,42280396.78134276,40902092.90417063,40902092.90417063,40472830.9828908,40090760.802818224,37978596.87243995,39456346.26309242
P56537,-0.0614,0.6702,0.0816,17791573.95034462,17917505.72876539,20241971.012634728,21174425.626139577,18012613.0597192,18827729.432835605,17418289.977314625,18273802.34443558,17770934.833289392,18302262.783142824
P55809,-0.031,0.6701,0.0816,62366131.18976766,62156324.52757392,65031374.00213793,65347934.92420866,61767358.97408292,62678078.2175596,62235397.2099711,61407848.8587117,60310384.2019722,61359321.32620435
Q9Y617,0.0242,0.6706,0.0816,295867334.0128699,294441182.59795123,295867334.0128699,299794451.14829296,292130137.48866314,305642318.841836,299794451.14829296,295867334.0128699,297978120.1733169,294441182.59795123
Q7Z6J9,0.0876,0.6696,0.0814,1159960.7190264037,1232080.2273282518,1191281.803978102,1291197.562893075,1080342.2899323648,1239317.9919455915,1134315.8707081769,1177289.3061376284,1494875.7957478066,1242740.5136831664
Q96A35,0.0501,0.669,0.0813,2624342.76179598,2774639.1379913255,2760715.4600716317,2599092.3583624098,2599092.3583624098,2544866.172036359,2752784.9709040252,2711700.0210299827,2838638.9856370282,2895605.8793132105
Q96AE4,0.0237,0.6689,0.0813,285246139.4173963,288454680.0942499,284568552.81389964,281703426.27710825,286532385.73918915,292130137.48866314,290880702.9091187,288454680.0942499,286532385.73918915,283138624.9419789
Q8NHZ8,0.0808,0.6632,0.0806,4287667.228492015,4133789.2555008098,3484515.012895204,3583534.2683490682,3918753.7559551373,4511251.884160653,4036405.5974786663,4070128.1260241116,4177861.6278887256,3608603.041576635
Q15528,0.0935,0.6633,0.0806,2889210.283947714,2754379.0268093953,2335704.024752963,2397454.442346136,2544866.172036359,3098521.353458122,2433751.723605349,2799106.7352834777,2953962.600738264,2419464.029574787
P06746,0.0531,0.6674,0.0806,3793239.0960350963,3829123.2047675806,3641171.7196543156,3526303.112758604,3586345.350757766,3564046.7986660753,3710448.751289349,3660651.8233105056,4046839.860885352,3965116.214080201
Q9BTV6,-0.0427,0.6661,0.0806,2750586.6474506827,2627580.9673698456,2842019.928011357,2858707.6153682354,2850260.7371487883,2812180.936267591,2707344.488003464,2701423.149755512,2631085.3348750756,2585854.8590636738
Q8WUR7,0.066,0.6633,0.0806,3098521.353458122,2973162.013441542,2728327.517522651,2683223.6140206684,3163235.595358295,3272749.1361336885,3035972.5796958595,3058802.9714214397,3026656.856532993,2844180.9241996026
O43251,0.0702,0.6654,0.0806,1583739.9239242931,1571336.7563753675,1732228.644932151,1618701.0665416836,1862058.6189274166,1645062.2082221597,1922455.9622020195,1795983.1698773808,1681260.270301151,1684794.9074022768
Q96QR8,-0.0456,0.6632,0.0806,22119244.28145244,21569984.14113619,22156891.70017962,23089792.301876027,22846298.07884974,22428054.113364372,22683606.988405623,21569984.14113619,20249382.945709683,20694848.193958346
Q99487,-0.0488,0.6653,0.0806,740087.0413698531,797980.7618308588,737336.2290314876,752456.4970893839,797980.7618308588,707289.3389486156,740571.4565532325,750469.4768100852,726667.7679260215,750469.4768100852
Q63HN8,0.0851,0.6633,0.0806,10735459.447324643,11492615.902879182,12973811.706940744,11553754.506275536,14734598.464121854,12394982.94030081,13840916.971313216,13156487.44476872,12316704.248934519,13096428.089482764
P01040,-0.144,0.665,0.0806,9221256.456454614,7087548.8843915425,10718401.810415573,7347221.611118432,9205811.364199415,7663395.696738214,8575077.562496146,7598529.508615969,7386730.540158613,7963813.747703298
Q9NX47,0.0769,0.6661,0.0806,269018.208621,285271.4987430944,252815.98162182225,257040.4115011415,275215.36481801607,261004.20057395997,301795.42494654213,278654.7441076441,265889.04098109255,296595.56299760885
P53701,0.0456,0.6662,0.0806,15953602.815208804,16188190.32234519,15734728.831437588,15343521.193893539,14583071.928145088,15385524.70373634,15669189.15763521,15609550.201411797,16531484.08415754,16610701.195784304
O43823,-0.0374,0.6645,0.0806,15920377.507484026,16103327.90570568,17342980.01588147,17481300.735338185,16712875.164691227,16143265.340012306,16236732.542529983,16074123.547693241,16082955.351151764,16370468.221581662
Q00059,0.0403,0.6666,0.0806,140768882.98206505,136093889.3477964,133821890.54430003,128197518.02941161,137722988.4035189,141741203.20782164,140484842.54757905,138208783.07157832,139152314.10429096,131913579.88238552
Q9H0A8,-0.0521,0.668,0.0806,2869426.560165147,2898303.869634957,3200221.9824013454,3169053.8408161066,3012729.3648889377,2988105.38591474,2701423.149755512,2908395.8674688083,2910213.9321087734,3010901.7479822175
P31641,0.0635,0.6642,0.0806,566770.7461633385,573830.9907795389,528627.6639565045,523814.8265109918,545509.4411603186,534451.9824324319,539494.2209066446,591575.5946646599,608058.6755993125,570644.4169406187
Q9HAT2,-0.043,0.6645,0.0806,3178433.18355255,3076650.423947755,3233330.24969467,3100523.019537045,3230699.196662472,3208136.3970307335,3138892.935069495,2985306.8326683715,2880190.407963082,3046624.190690658
Q9UKM9,0.0712,0.666,0.0806,25232794.394699078,27354482.180156805,23989944.596178498,23783384.71507055,23592375.924029056,23043953.24515981,25034082.5732552,25383207.178328972,27549362.900532927,28411094.60366308
Q7LGA3,0.054,0.6596,0.0805,5418964.329895429,5556698.181161348,5432394.721802826,5354081.317335987,5258442.500939094,5026986.939049556,5676794.23907272,5499505.497215663,5632898.909931675,6039891.279455442
Q8N653,-0.0722,0.6616,0.0805,474059.32256304915,514604.4367486723,479705.5315547607,559801.419645962,460787.22689350025,474059.32256304915,447021.9196791741,488257.10078548203,477119.79589278233,466256.8806133856
Q96FX2,-0.2469,0.6593,0.0805,478396.6428860767,481354.73620805604,626901.6363656113,766916.9020947266,370316.1414661715,518810.5063094672,357314.1173898506,453658.6903755163,460165.1048566227,490311.3048822798
P30047,-0.075,0.6593,0.0805,756088.2348581506,730749.2967172019,839759.0600339867,896852.5512164535,741392.9187098965,802312.0445335748,715154.9630673818,735459.6364530837,753958.432000558,733116.520030575
Q86X53,-0.0738,0.6616,0.0805,344160.719404157,352817.94122262177,351563.11758155806,365192.73762264964,311638.17161453736,314780.5488567944,319715.4262094018,318299.1943948617,359861.56052470545,316532.30461558327
Q9BZZ5,0.028,0.6604,0.0805,149738280.31789047,149738280.31789047,156183585.8308118,150650289.0388314,157590861.9140077,155045912.33316126,156183585.8308118,154682859.62395418,155491392.63588428,152572958.95668164
Q13510,-0.048,0.6597,0.0805,13163446.826209543,13009524.621567808,12929744.221571,13411388.560960528,13601575.63328284,13637503.773930315,13262854.616256224,12562207.595750501,12100899.030243667,11992843.199645476
O75955,0.0575,0.6606,0.0805,30526025.78465933,32112432.125814274,30582409.475048833,29103477.871569548,28897041.693554617,28257370.977676675,30711219.81749925,31224970.433995757,32985232.999470215,33217660.66257226
Q9Y5R8,0.0552,0.6612,0.0805,2291033.430876707,2227244.5606179605,2102726.177346239,2072867.6867205028,2199540.7362082615,2341789.452497522,2411879.7677820604,2172560.797985274,2198578.6614463553,2124243.191238533
Q9UPW0,-0.0394,0.6602,0.0805,4148589.9890189865,3965116.214080201,3951678.2905173865,3998355.446324834,4319961.037956931,3897567.9923124663,4003347.195272206,4003347.195272206,3924756.5045576342,3882227.924288092
Q9BYJ9,0.0454,0.6602,0.0805,2420462.2447219086,2281402.8033719454,2373063.7879218184,2460310.9269159157,2249868.5299542528,2395832.5701791276,2305306.651830093,2397454.442346136,2468729.983233887,2518830.986778222
Q9NPJ6,-0.0346,0.6591,0.0805,9175903.382958476,8802814.830698976,9089870.686807232,9032076.532278094,9394308.692700222,9138167.903476194,9007393.011769699,8663276.903055867,8747690.3971887,8583383.39395601
Q8N3D4,-0.0315,0.659,0.0805,14286933.414876936,15141390.556634486,15183454.810188984,15141390.556634486,14682335.415842773,14739014.515992528,14122060.238449637,14359935.467290537,14618439.623181658,14532103.5984884
