Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA52,V_log2.i._TMT_3_iTSA52,V_log2.i._TMT_5_iTSA52,V_log2.i._TMT_7_iTSA52,V_log2.i._TMT_9_iTSA52,D_log2.i._TMT_2_iTSA52,D_log2.i._TMT_4_iTSA52,D_log2.i._TMT_6_iTSA52,D_log2.i._TMT_8_iTSA52,D_log2.i._TMT_10_iTSA52
Q00535,1.5684,inf,inf,5210621.426298496,5372806.201772097,5162165.769889298,5108169.050792675,5132944.2125004325,15214306.832223278,15263524.737816244,15598475.93289635,14826985.243069362,15685674.477331229
Q9NWZ3,0.9232,inf,inf,6887838.999358365,7150708.043527325,7150708.043527325,6974296.411073125,6835008.588647997,13346970.223742204,13270282.522254266,13295530.712036882,13127363.148510516,12914091.962346286
P17612,1.2303,inf,inf,19974258.202212226,20694848.193958346,20320024.700137895,20833239.133904334,19326413.923229218,47852192.43077227,48603435.245936856,46606322.98920865,47580776.81675338,45196627.83603902
P25098,1.395,inf,inf,7676466.785671365,7970726.359421771,8265670.310605117,8152615.813973707,7735357.560908366,21372401.3655182,20956824.32424061,20882510.823356576,20210349.712324496,20590745.08972247
Q96SB4,1.0471,inf,inf,18103469.5233741,18512819.39194737,18152687.76652204,17917505.72876539,18000122.137247335,36438316.99479982,38452657.44987408,37224763.05679203,36826761.290578924,37278225.7230202
Q86UE8,0.9849,inf,inf,10247150.365317488,10338249.789732367,10482505.780794056,10536417.922983227,9844246.20886616,20712402.924377903,20359735.595645465,20014640.684572287,19987759.382647447,20117012.69268797
P36507,1.5686,inf,inf,17606585.937372927,18302262.783142824,16826514.766002703,16568248.828398677,17693639.763958253,50450752.770210266,52720782.94974613,51865039.22651726,50728163.28655685,50691861.585280694
P49840,1.1604,inf,inf,11358712.42035084,11475228.69296178,11287539.652232902,10997402.919470506,11612148.008463202,25940175.23956551,26204721.85393736,25111840.067064017,24394870.010321446,24366232.273412906
P22830,1.181,298.817,295.9927,34473828.00566668,35250119.43761672,33248228.302052207,32468042.245757032,33333446.816097137,76472459.0303478,78923473.16609992,76852958.89453478,73734966.05177979,74320485.99475193
Q13043,1.0068,295.5581,292.7796,9746421.601880744,9909057.765648833,10338249.789732367,10121344.487251064,9999425.368305888,20468786.80689382,20320024.700137895,20447488.122777075,19503870.95639422,19326413.923229218
P15735,1.359,294.3654,291.6283,3543407.3094943147,3767355.5614687195,3579143.6568544344,3586345.350757766,3686532.385099714,9564903.54862565,9780561.691847537,9254514.138530428,8656675.862158673,9042167.486383604
O96013,1.7887,268.2174,265.5181,5739081.772844824,6039891.279455442,6221495.3661136115,6134034.201592861,6949212.610511182,21893501.770638775,23102651.75609328,21174425.626139577,20338609.8761663,20210349.712324496
Q9Y6E0,0.8983,257.697,255.0324,18722453.620268922,18206617.227095872,17888641.93954833,17453544.430619325,18152687.76652204,33922604.84820476,34051749.57831658,33389020.83917226,33152051.419512253,32985232.999470215
O14965,1.1166,240.6044,237.972,3981780.9348748024,4108971.1489101294,3937755.077850141,3819077.0870706295,3885861.4445657805,8514981.589873897,8998642.388652233,8537218.54059528,8257761.381868755,8216090.82853035
Q9UKI8,1.13,225.1823,222.5799,2016902.8872707752,2132593.7885319423,2147204.0840067477,2222277.87067043,1993927.924236303,4657447.77073629,4673319.557099267,4578915.6876751,4475324.768489245,4478531.770634866
P41240,1.2078,206.5611,203.9867,18659587.400740534,19492036.859532148,20194752.791402936,20664667.288531877,17729716.478005815,44907499.57204528,43553935.20607079,44223745.72640688,44610946.43907088,44756617.42655639
P24941,0.7261,185.5347,182.9867,25126483.646400504,24873362.924821783,24563825.94914359,24436246.280410457,25353451.033458307,41727456.849485256,41906178.79873403,40902092.90417063,40149635.37611581,39735764.6163691
Q9Y2H1,0.8443,169.5319,167.0086,1019583.7750994925,1011302.4026248814,1037258.2059370644,1039533.1105062966,969289.8912937839,1836687.6631918943,1791982.2294290601,1776597.1114338683,1794608.3148720663,1858496.988771415
Q02750,0.9104,166.9285,164.4288,33305785.690379433,32088125.54407977,33217660.66257226,32208877.344555933,32920163.60903173,61857192.079217575,65505488.73469359,60180201.440188,59971327.40616421,58340495.35203148
O14976,0.5441,163.5876,161.1101,14145574.648064353,14062215.666459592,14131775.501817405,13905496.772936018,14085378.047847265,20370876.48795537,20744137.23721106,20570200.78160346,20313229.23195285,19911603.75497965
Q05655,-0.6509,160.0737,157.6174,18827729.432835605,18827729.432835605,19312752.774078988,18950739.488502767,19648154.30293573,11925825.445714716,12048458.987310607,11844857.036141943,12209800.228718454,12454456.764178235
P45983,0.6422,155.927,153.4909,7006827.215843857,6978604.300423112,7274980.548801201,6799502.5861983895,7061725.589265309,10808094.214042963,11039568.826888775,10909201.41272125,10997402.919470506,10718401.810415573
O75116,0.6184,144.9984,142.5816,41242473.0843282,42452180.7350482,43333508.6971311,43211034.06267022,41090121.76629811,63893248.22980471,64570060.81084667,63436318.43473126,65838143.5220482,64647511.00104611
Q96RR4,0.9682,143.5063,141.108,2643524.853824121,2595797.7314045257,2792803.1721792095,2680669.370679207,2788566.4512772406,5428810.970967232,5499505.497215663,5331063.884613632,5041725.565713911,4947039.197658816
Q9NSY1,0.9205,142.8797,140.4992,12542293.677743059,12716826.381952243,13209336.897486804,13709077.899639368,12290553.307804627,25448705.204169523,24366232.273412906,23989944.596178498,24281826.320647378,23173668.791391023
P49006,0.5653,137.7636,135.4001,55166739.11321122,57515292.762735955,56467029.37365853,57873148.97861893,56055539.35358477,82073826.9917845,84564580.63830283,83649041.30749568,84119940.2767017,81857666.21846065
Q15208,0.8856,125.4775,123.1304,4792213.423532451,5091428.1161248945,4838663.898283699,5258442.500939094,4615151.158255325,9054282.125231799,9209720.992418287,9106912.108845104,8802814.830698976,8983414.179191874
Q8IW41,0.6591,118.3736,116.0422,1613582.4196718743,1690655.6110848845,1690655.6110848845,1696169.8215992984,1655057.6843183339,2643524.853824121,2593262.647314337,2643524.853824121,2525474.2302216566,2690789.308020504
Q13523,0.4813,117.8796,115.5635,40839282.383093014,41009108.63175528,42582377.907940984,41768755.6952435,40558538.473806776,58139225.6211507,56779346.94398754,57037396.30343333,57665324.19033421,57200385.331859566
Q05397,0.5853,117.8451,115.5437,21092335.440129925,20932784.10371212,21658570.948284578,21515528.756585937,21174425.626139577,32722958.200367704,32468042.245757032,31564522.264649317,31224970.433995757,30614305.93596543
P51812,0.6332,115.0228,112.7357,15878581.604827004,17146546.31606492,16920660.97451785,16807025.68824376,16633860.013212204,24942177.587736074,25508426.278383594,25725835.560397778,26269930.720706765,26072505.08452568
Q2M2I8,0.8242,110.2959,108.0225,3008559.378174407,3159454.5247164266,3298660.427108223,3320131.470875028,3089982.014177588,5802004.645558685,5733961.471656002,5636141.494217388,5380494.907993498,5380494.907993498
O15530,0.5947,106.2661,104.0061,3190697.860399465,3322477.5026514037,3390594.8193819104,3221179.7983756308,3344534.0907095033,4823177.587950067,5069311.334958636,5001543.134447904,4888740.680337943,4932394.799144114
O14733,0.9069,103.7173,101.4702,1960155.9377136219,2160698.433379066,2260517.8669957505,2140969.0952669545,1966604.7746441015,4000870.717213265,3810399.9917100375,3869910.4714180497,3949537.9118184512,3911998.1300479323
P49137,0.4813,103.5396,101.3052,6139997.340390325,6207269.311304743,6230155.924901676,6128017.642086872,6046457.404872032,8374896.9612391265,8486890.012417817,8525778.89092561,8501210.366280172,8772973.743091296
O96017,0.6196,102.5589,100.3367,6907580.933641982,7347221.611118432,7585429.39499363,7116798.557109335,7227609.548271987,11197565.58185394,10992244.167511608,11250136.030190108,10909201.41272125,10894661.602346117
P23443,0.6883,102.0415,99.8312,3392836.17567115,3395975.5234402893,3356626.097254752,3553877.7888892107,3204116.4030310665,5564949.095018196,5463858.30566108,5313510.953249813,5428810.970967232,5297119.115555245
Q8N5S9,1.1372,101.3415,99.1428,696989.0039376465,699132.7682961546,739438.0202382093,770970.9151578805,757742.4201764632,1704892.3771046253,1733527.545186444,1582634.6190790972,1519490.337438994,1468689.6699882362
P50750,0.906,95.8196,93.6321,6384474.290734429,6494807.025037305,6581541.5245704185,7465682.891006813,6276406.792517729,12477379.62692181,12554377.068614114,12164475.663275557,12235035.147035617,12394982.94030081
Q00536,0.6871,79.6989,77.5225,4278715.043524026,4296122.230915034,4419803.623761869,4312647.262020002,4483757.056467808,7374303.53499256,7318657.850377621,6799502.5861983895,6656441.52204725,6716710.419366168
Q13555,0.9207,78.0787,75.913,7552236.745753692,8942121.079865811,9071091.775835942,8905105.422489295,8825357.928345123,15129346.530877197,16807025.68824376,16610701.195784304,16438280.724240197,16454062.467454504
Q96GX5,0.5235,77.522,75.3668,2142793.4046514262,2203233.545591571,2324287.207485206,2258856.7946032123,2271221.845545651,3159454.5247164266,3281788.0804652497,3186046.075286681,3174442.0041534943,3197078.4172733855
Q13627,0.5492,74.6681,72.5231,8591366.935719037,8537218.54059528,8614064.108967558,8113301.100728907,8747690.3971887,12538137.755865104,12895726.26753648,12209800.228718454,12246649.604818547,12062040.26103199
P49841,0.8483,73.8315,71.6965,1484929.5235275675,1520148.2011562532,1541348.9247446347,1549712.5930857908,1665982.528189847,2748831.112360255,2878297.528623781,2910213.9321087734,2515170.4285006677,2833888.8230767543
Q14012,0.8643,71.1121,68.9868,341430.3900556046,315873.2563900867,315873.2563900867,323374.6226839713,359861.56052470545,592333.8917269588,602826.8789730794,618851.5749019969,589149.2153957599,593556.9610322891
P33981,0.4501,66.7836,64.6679,5732145.064707778,5846492.888580106,5785400.483609779,5828832.364171685,5473751.654226154,7802582.847359942,7782823.989989885,7731060.943671033,7932742.177716494,7668563.063696806
O00506,0.6907,63.9602,61.8538,1099761.068050148,1077932.553155023,1078528.1341438359,1060279.5568041364,1151520.4167245561,1742983.7760112246,1804162.829420804,1852335.607331222,1641911.4699313198,1729471.6570080013
P13861,-0.5232,63.3068,61.2095,19281072.27012299,19685022.694964167,19392616.328101195,18542775.52207383,19595222.65252122,12668724.816078251,13442303.345150476,13262854.616256224,13465281.175248753,13887002.669455897
Q9HBH9,0.8522,63.1495,61.0611,279855.2137357328,271241.2081313585,310235.05773076747,285271.4987430944,300373.1245467791,499785.93983645644,531783.5372772452,517667.6970786314,500836.4162054631,545509.4411603186
O14757,0.3807,62.8829,60.8033,13252598.704850823,12885450.663720053,13657962.764121769,13504706.031294927,13560605.38273946,17244028.305756506,17444759.471635435,17444759.471635435,17070267.848594565,17299551.98050568
P51817,0.7729,60.1346,58.0637,274067.1880134909,281027.8083598651,286515.83108751697,302619.9785803767,291945.435593675,476161.0244745994,500836.4162054631,508061.18381507567,458231.3313369005,495136.2841691802
Q13188,0.5821,59.5956,57.5331,4580810.875682728,4490689.087427073,4801438.206944252,4877618.559689329,4520176.856580347,7282247.432006147,7016436.735893976,6887838.999358365,6855937.466931978,6575587.782662687
Q15418,0.5129,56.4273,54.3731,23271357.582632724,25034082.5732552,23568486.172069248,23864210.620892674,23154469.539314542,32241276.979552966,33248228.302052207,33922604.84820476,34263512.73543059,34913692.02202131
P49336,0.4414,44.7851,42.739,3560341.67956749,3511880.733838507,3639561.772235616,3427042.6836743485,3641171.7196543156,4989698.93784252,4904781.202543861,4801438.206944252,4669695.702193433,4627626.829673706
P53350,-0.4569,42.4359,40.3978,11212559.22713622,11575765.455025539,12028946.496306801,11257341.817427492,11276999.566753943,7834624.120940954,8300625.297064841,8246388.558728264,8607743.635140827,8531016.362852678
P55263,0.4335,41.6462,39.6159,57242071.259090625,56779346.94398754,61921963.79101732,60629637.04142049,58832874.07410407,82743248.32192492,79253589.91135667,78800011.25755449,76472459.0303478,79161819.1325715
Q9H2G2,0.3598,40.6119,38.5893,47256722.54675127,48603435.245936856,48093516.793167196,47206405.5558903,45196627.83603902,59805849.79510685,59173116.728098065,59728457.1452472,61528614.903422266,61175825.99955825
Q8IYA2,0.4133,37.7676,35.7525,2220171.110601416,2214666.00365634,2201269.9827845544,2151348.265530127,2288161.830791657,3102114.355938381,2932166.2417868073,2869426.560165147,2875924.3178968225,2878297.528623781
Q6ZSR9,0.4423,35.1566,33.1489,3862756.378667463,3727749.150371444,3832444.3969298187,4005463.0672160354,4054098.75051635,5484320.260385949,5421959.364139643,5264008.4709006,5030563.770927885,5105508.650167954
Q13464,0.4153,35.1419,33.1416,31564522.264649317,31809292.320827316,34430877.16851065,34186837.62596651,31314007.33628049,43052557.30804759,42362150.98982689,42840699.47869114,44075782.90051593,44075782.90051593
Q9H2K8,0.3236,34.306,32.3128,26132658.98793571,25743671.212499715,27368494.678360716,26212310.12368728,25058209.55630795,32292288.94431401,32241276.979552966,32378137.19613281,32827983.78456047,32567901.78332564
Q9BUB5,0.4793,33.7934,31.8073,1746347.216695468,1777702.4045403467,1918419.6227271205,1932697.5023391154,1771597.3946467852,2620264.209662935,2547906.119222018,2547906.119222018,2554833.389732288,2399303.762315509
P41743,-0.4382,32.9538,30.9747,16320455.077416252,16082955.351151764,17856985.019208353,17646174.73355566,17106125.929593723,12524839.671168158,11870548.145820837,12524839.671168158,12483228.789285777,12941542.174023755
P53778,0.4631,30.7023,28.73,3453678.28649993,3528334.0111810155,3543407.3094943147,3480778.9580878015,3696601.330313037,5016238.142300085,5175734.168050356,4886618.274405093,4591524.808604967,4580810.875682728
P19784,0.4071,28.6666,26.701,9787585.333609547,9796017.428589625,9796017.428589625,9432050.617847824,9985727.106167845,12095745.129076913,12668724.816078251,13425520.63033021,12562207.595750501,13546568.396774102
Q9UHD2,0.5029,25.9331,23.9742,3211277.0345150265,3676113.95904703,3507999.034410952,3364657.232335395,3064250.4350896636,4745397.435783636,4732057.160419113,4522438.364270705,4810116.481628633,4882101.233634399
Q15334,0.3106,25.7127,23.7603,1379653.5870848775,1458598.2928612863,1444729.9223439067,1404851.9600340847,1469465.9509902808,1811535.4530878365,1737718.147758452,1734792.776000395,1788998.0448121636,1748063.4608305478
Q96S38,0.3029,25.0085,23.0625,3854432.172306922,3817928.6472863294,4070128.1260241116,4131682.174703698,3974047.3460209086,4964466.403501864,4932394.799144114,4763557.424627851,4832292.924180718,4838663.898283699
Q9BUL8,0.2988,24.5726,22.6329,20495946.22748912,20135356.501552746,20150536.574636027,20150536.574636027,19628223.523012437,25637011.297945116,23828890.106958285,24952639.38422463,24802364.177348807,23711428.580270506
P31323,-0.3251,23.3981,21.4647,10511604.831635237,10582886.992776148,10271943.52578822,10021351.912085723,10366688.986349078,7866270.026281688,8141450.326965435,8152615.813973707,8206554.1769976085,8688309.70535177
Q04759,-0.4537,23.1888,21.2615,2300628.4860610776,2252560.5558116618,2280828.704001558,2088102.1650101275,2265934.7387804855,1492712.5775646146,1602364.685060648,1607761.4797733296,1713107.138058297,1702229.4903255587
Q9NYL2,-0.2861,21.1918,19.2707,6403402.163031995,6459121.10701605,6835008.588647997,6938571.724277821,6550812.431262085,5322103.771757331,5360773.68624696,5377803.422665403,5412603.17474715,5572326.531885206
P05771,-0.4115,20.4507,18.5355,39926539.20091039,42035205.78208103,42246200.80282797,39926539.20091039,39402329.23233096,27675421.42701238,29794827.106234603,30299332.596263167,31519941.906096604,32774390.378610842
Q9UBF8,0.3189,20.3957,18.4864,8670353.11381301,8551772.420866627,9276740.984978188,9184150.927352512,9242225.18347565,11683031.614118727,11276999.566753943,11057575.139333228,10851983.775408095,10815318.829690851
O94804,0.596,19.5776,17.6742,669906.0288607262,630077.8203357245,647912.9374066701,644585.7592897733,794911.3325026013,975772.0406951148,1099761.068050148,990776.4076488158,1036547.6299874034,985362.4710410291
Q7L7X3,-0.2489,19.3098,17.4121,19340528.19564469,18978540.450419184,20014640.684572287,20609373.591813352,19933053.575262107,16826514.766002703,16357247.558931803,16568248.828398677,16250557.983889533,16681282.206635
P68400,0.1977,19.2312,17.3392,23019494.06992427,22846298.07884974,22731447.977976784,23377545.211023904,23355174.846468717,26680736.024615303,26788491.734614685,26048551.247316495,26244858.983087357,25686944.073583547
O14578,0.2743,17.2724,15.386,9917412.960256405,10113876.070783334,10992244.167511608,10511604.831635237,10028423.904923944,12663179.152209407,12134373.096230788,12220721.946812741,12533983.211062755,12413585.730136873
Q9NVS9,0.37,17.2142,15.3333,9279886.245677538,9154066.678908877,8293408.357590518,8709028.903318956,8343945.01425335,11371886.979033552,10682480.44290799,11695677.338901715,11647143.92949571,10835641.787544396
P46020,0.2848,15.7978,13.9224,1166976.3152687072,1200175.4302201644,1183743.8748718547,1164825.6991414733,1118104.081024685,1385199.537235925,1355005.502959321,1407596.3816939332,1457544.5504575854,1457544.5504575854
Q93100,0.3073,15.0352,13.1652,3346688.906529166,3443754.0746360933,3411076.5712385974,3322477.5026514037,3614566.8696819306,3916813.730814858,4227984.713749761,4248998.783712383,4253384.123236374,4426915.6682347795
Q13131,0.2651,14.9443,13.0796,30547332.741913106,30398874.838079274,32018203.353897594,34051749.57831658,30711219.81749925,37702917.24876825,37908822.51760179,37607466.39805735,37908822.51760179,37224763.05679203
P27361,0.3517,14.8583,12.9988,2189592.5189832193,2382657.743448906,2100250.398297969,2116068.442030923,2134316.5738372398,2592384.8188223876,2824079.7320133545,2748831.112360255,2884427.457850815,2802491.50651688
P54619,0.2723,14.8315,12.9772,11317065.092310121,11430327.307993593,12708186.306944838,12220721.946812741,12045233.708064375,14062215.666459592,14365779.090496942,14308097.810609639,14778160.023359187,14157549.026624607
Q9NYV4,0.2481,13.8248,11.9757,38098893.167788096,37908822.51760179,38284369.1770208,35206237.29387827,38673091.46571751,43144325.27429217,44610946.43907088,45255581.84265013,43553935.20607079,45517879.06140069
Q15036,0.2423,13.2194,11.3754,2792803.1721792095,2980244.7604351756,2968377.590457827,3033582.970714731,2912609.422371397,3307216.5207387917,3455861.2620645487,3412415.6631182423,3526303.112758604,3562210.522789648
Q8WWW0,0.27,13.2031,11.3641,2132593.7885319423,2122991.55247635,2037448.3410638408,1946699.269760439,2100759.9985946785,2480347.9167451,2569202.723107448,2520160.7339763925,2407992.0861134315,2413682.2602885575
P14635,-0.1752,12.7741,10.94,39116151.77617904,38229856.52441451,38765045.164664894,37806943.404084854,38452657.44987408,32865216.20242669,33817275.79446857,33741194.66875754,34963229.62752538,33922604.84820476
Q96C03,0.3644,12.6081,10.779,16074123.547693241,16633860.013212204,15115083.048914026,14092140.714528454,17038665.149956755,19658066.986014385,20570200.78160346,20468786.80689382,19298593.09149716,21018958.368652735
Q9Y388,0.4337,12.0783,10.254,447021.9196791741,468567.0952213966,488257.10078548203,466256.8806133856,431518.4144006084,604382.5494083649,608058.6755993125,558297.5966193042,622446.6183757125,696031.6913305043
O43615,0.1664,11.4853,9.6658,58139225.6211507,58070635.23550355,57326359.179266006,58625692.36257583,56262882.8144948,65188921.43755118,65031374.00213793,63950756.51520921,65347934.92420866,62156324.52757392
Q7Z7F7,0.3049,11.27,9.4553,1808536.4070145378,1779694.0551059663,1806547.9912011314,1692078.8169348936,1922455.9622020195,2168205.335498277,2221224.248559806,2387379.6719690524,2101269.7225397266,2181841.046103938
P48730,0.224,10.6254,8.8154,2597467.1627872884,2636862.805752995,2641628.775169492,2501843.629214025,2707344.488003464,2881827.7580868625,3046624.190690658,3085090.4566963217,3028772.528416467,3144773.868121858
Q92844,0.2024,10.3361,8.5307,9680215.135550773,9362115.026616847,9343556.264270552,9254514.138530428,9962242.508884035,11140691.288432937,11114713.45977715,10974997.079012614,10517524.55101963,10682480.44290799
Q14457,0.1335,9.808,8.0072,4349035.848166826,4246343.796100717,4328681.434771582,4337728.36062719,4441748.326156181,4732057.160419113,4776184.840652933,4754624.707636311,4707461.874841022,4689494.414241916
P17252,0.2366,9.6633,7.867,3002846.295641872,3270136.3041996346,3012729.3648889377,3087046.492143819,3072196.767900124,3395975.5234402893,3600873.1072911303,3636403.1193145323,3676113.95904703,3774371.344671849
Q16512,-0.2162,9.4006,7.6089,8190128.6322488235,8564732.161442537,8644676.94431549,8848805.38774946,8339619.842825329,6943749.490655632,7231296.246101368,7095409.259960502,7517379.048773757,7641959.54657939
P11802,0.3002,9.3878,7.6005,4966732.682385237,5132944.2125004325,5372806.201772097,5097851.684780343,5984357.282659908,6554773.4166326765,6575587.782662687,6716710.419366168,6167084.443328682,6475893.099765501
P46019,0.2085,9.3543,7.5714,339269.42629359744,356074.54285959015,356074.54285959015,345467.22239607066,349568.9283173479,394527.7244426392,401866.7695497489,409985.9344767734,398420.91839039314,400560.4123140775
Q02127,0.1263,9.3113,7.5328,7731060.943671033,7796241.174659775,7796241.174659775,7561245.152552455,7673280.534500007,8506483.512033349,8309304.984659944,8367252.027195051,8279064.914937545,8360725.34592224
Q96RG2,0.2529,9.1106,7.3364,1549712.5930857908,1612013.3376886258,1596081.8645756915,1682604.1651552722,1739091.9948867338,1964361.552400513,2005249.30231945,1980821.9692848977,1818477.758674282,1916731.6267959625
Q9UKL6,-0.1526,8.6848,6.9149,12360933.97838046,11985780.143837132,12871444.825228624,12786014.772458432,12352679.034845924,10992244.167511608,11078083.791462414,11100674.695496345,11276999.566753943,11295660.599860603
Q8NEB9,0.1459,8.2622,6.4965,8281890.055714186,8400285.844474357,8753074.263085648,8628564.36095465,8486890.012417817,9154066.678908877,9388336.35887834,9184150.927352512,9642517.242697265,9414711.85518921
Q9BVS4,0.1982,8.1488,6.3873,9642517.242697265,9617409.312523462,9424639.862422379,9154066.678908877,9424639.862422379,10179859.189327458,10750265.911333548,10504580.548023958,11166249.48799369,11287539.652232902
P48729,0.1934,8.005,6.2477,6896720.309290446,7219183.77628529,6826842.2747128345,6604905.960033312,6983132.517308997,7702616.622116044,7791694.704874294,7654360.876559639,7802582.847359942,8288474.003825733
P78362,0.2205,7.9955,6.2423,5091428.1161248945,4932394.799144114,5084237.979779767,5084237.979779767,5499505.497215663,6066506.690582007,6282317.6042841375,5974673.727240208,5746395.857741989,5676794.23907272
Q9P289,0.1835,7.835,6.0858,10424417.683449024,10770783.32085028,10951128.65480901,11267441.782074973,10779166.499300998,11647143.92949571,12268786.63632485,12026458.411572441,12385119.217053356,12830217.12955385
O60563,0.1188,7.6685,5.9234,13346970.223742204,13360617.389483357,13029601.273204489,13122182.634532008,13528698.511647047,14279602.36176175,14415177.643380955,14474614.099875629,14352101.87254127,14115510.79065885
Q9Y478,0.1688,7.5781,5.837,8091012.553419433,8011427.230341541,8309304.984659944,8353687.705034841,7860354.835310983,9558035.597338468,9027158.199891772,9007393.011769699,9035884.88133953,8753074.263085648
O75439,0.1732,7.1723,5.4352,11695677.338901715,12246649.604818547,12441369.198495205,11952439.43881292,11229347.856648002,13057059.615802014,13178882.529381359,13252598.704850823,13651081.720786562,13601575.63328284
Q9NTZ6,-0.1166,7.0627,5.3296,55977313.73219379,54779613.45095386,55453733.52592618,56226615.80227402,55166739.11321122,49625282.86919283,50619632.58103954,50810377.60523843,51225852.749942556,52175867.2573954
Q9BZF3,0.1847,6.9955,5.2663,1697535.565050421,1747205.1340894003,1797629.1579711072,1786974.6527312377,1713107.138058297,1902623.602912622,1932697.5023391154,1941807.2087288185,2002817.9501576938,2093892.3463943056
Q86VM9,0.2941,6.8745,5.1491,32348250.2121774,31962387.23981421,33817275.79446857,34399577.502786025,31464032.155366704,46930099.391150355,38058052.17357007,38098893.167788096,39116151.77617904,37607466.39805735
Q00537,0.204,6.7864,5.0648,776351.7595446076,754785.7394169652,753958.432000558,767497.034201666,700163.2818558251,883731.393810685,845365.6930510659,830350.484593479,874712.3150055722,861942.3834469201
Q9H4L5,0.1756,6.7332,5.0154,2601549.3066284275,2711700.0210299827,2571754.644894648,2534021.720513948,2556671.8478406905,2750586.6474506827,2988105.38591474,2894866.123606839,2974080.0940072164,2956382.9951995797
P27986,0.1763,6.678,4.964,1527800.2161303456,1547121.3073535464,1588536.8317152306,1594366.0891411167,1510774.931947503,1806547.9912011314,1643929.3750892268,1779694.0551059663,1760832.7831693832,1732228.644932151
P16219,0.1665,6.5771,4.8668,4707461.874841022,4617719.30910446,4788403.14490609,4673319.557099267,4886618.274405093,5377803.422665403,5264008.4709006,5532852.872414947,5004993.587582296,5222304.320814126
Q99986,0.2516,6.3879,4.6849,9738708.222288007,10718401.810415573,9973895.245693933,9519027.30745744,9580950.445340002,10477723.281452606,11503168.304820644,11824223.100793157,12441369.198495205,12352679.034845924
Q9NQ29,-0.1623,6.3912,4.6849,15233647.26686342,14931730.611072423,15647615.830577102,15768891.048599198,15395381.475994043,14359935.467290537,14138489.786259338,13499040.503467998,13209336.897486804,13148477.594830075
Q14004,-0.1385,6.361,4.6617,975772.0406951148,971902.8528496637,975772.0406951148,1001638.8952743632,953732.8538927736,897704.131989834,863375.453039425,875913.148268248,892954.9209270919,874712.3150055722
P61962,0.2399,6.3505,4.6547,23475048.618206985,23355174.846468717,21228968.828661915,21189177.4715697,24504919.64208515,26554718.130581446,28734752.756425124,26602723.20665814,25569602.373937804,26048551.247316495
P53567,0.1859,5.9819,4.2898,4713354.557215779,4441748.326156181,4337728.36062719,4281032.626699768,4604640.296013842,5240005.371550047,5186122.271992168,5025974.671254346,5083420.941762149,4763557.424627851
P31751,0.1013,5.9593,4.2707,13840916.971313216,13709077.899639368,14325799.301922895,14300086.123534938,14135132.294360641,15007504.450396147,14849301.566475874,14877229.902624248,15063359.013265299,15153113.731666647
Q96GG9,-0.1215,5.8824,4.1973,16610701.195784304,16438280.724240197,15968688.344595496,16074123.547693241,16786262.7226042,15093828.904371772,15129346.530877197,15153113.731666647,14618439.623181658,14805101.751317514
Q8N5F7,-0.1559,5.8406,4.159,2337222.3666067007,2258856.7946032123,2339467.360267709,2235826.222900911,2464904.070497242,2077157.641557226,2112348.8913350753,2069752.6282721786,2088102.1650101275,2032184.2912147627
P51617,0.2348,5.836,4.1578,688773.7378888848,749237.934167509,764138.9954024254,807797.79923299,689923.2577880047,852831.0267409765,846106.6863724767,878660.0652802852,865577.8045601888,882891.1462678665
Q16799,0.1268,5.7481,4.0734,2569202.723107448,2501843.629214025,2515170.4285006677,2620264.209662935,2539496.438531371,2836704.142199256,2802491.50651688,2766660.194292425,2744409.9281572425,2679899.3738179146
P52597,-0.1121,5.5943,3.923,462959365.15879035,474592983.2933233,457400626.21336883,457400626.21336883,466118198.5824426,411687047.9584816,430020590.3378688,430020590.3378688,430020590.3378688,430020590.3378688
Q9NRV9,0.1788,5.5814,3.9135,3026656.856532993,3031119.5631946335,3048957.7117376775,3064250.4350896636,2993641.805393507,3680532.3978401464,3518825.057683693,3366789.1208934356,3261420.9491664064,3230699.196662472
Q99570,0.1244,5.5263,3.8617,8478564.658263683,8583383.39395601,8827853.944688063,8644676.94431549,8269205.71690092,9035884.88133953,9191086.975890923,9262836.449473348,9303278.405178491,9573199.6067342
P28482,0.1042,5.254,3.5927,204915050.54311165,203908106.375977,203908106.375977,196659396.52287102,208372068.24339548,220481222.25968283,217724957.47434434,218874721.18919396,215068031.15401012,215068031.15401012
Q9BW91,0.1265,5.1645,3.5066,25659197.77436312,25484505.080503665,26602723.20665814,27035529.56410725,26854589.261792064,29367892.03498944,28802779.414945822,28964278.858481746,27527435.755230542,28137849.388719097
P06493,-0.1304,5.1501,3.4954,38816555.06411375,41133699.62546106,39735764.6163691,39901013.05488127,39153805.24780168,34318506.879000284,35917399.15826793,36384733.04765226,36903428.76097938,36903428.76097938
O60502,-0.0971,4.9836,3.3321,33970408.00107916,33718109.17206205,34567173.35929529,35406266.56212899,33424758.48072392,31859358.231303014,31587171.28692489,31654629.63338085,31883966.012539636,31962387.23981421
Q9GZM8,0.1948,4.9723,3.3241,1700189.8832547045,1674926.6309738797,1725341.7215456157,1760832.7831693832,1627793.1706350483,2092111.743590386,1966604.7746441015,1939257.1497777952,1883457.1230585105,1774362.3895122635
