Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA52,V_log2.i._TMT_3_iTSA52,V_log2.i._TMT_5_iTSA52,D_log2.i._TMT_2_iTSA52,D_log2.i._TMT_4_iTSA52,D_log2.i._TMT_6_iTSA52
Q9NUP1,0.0288,0.2269,0.0013,8211576.47830831,8211576.47830831,7713312.011962825,8253305.770443251,7970726.359421771,8257761.381868755
Q8TF01,0.0309,0.2871,0.0013,32957715.769155897,32434962.836272024,34080184.26096253,35135203.53020047,33470649.242639404,32417650.541278403
Q9NXR7,0.0566,0.5837,0.0013,7641959.54657939,7676466.785671365,7749670.120768296,7992865.988633478,7951683.257859615,7905921.7759188125
O94905,-0.0844,0.8326,0.0013,7879999.295370247,8309304.984659944,7924035.154529811,7022196.857236619,7754724.514731003,7834624.120940954
Q00169,0.0212,0.2405,0.0013,68648383.35361472,68648383.35361472,67440940.0425346,68928477.33429004,69527484.59300019,68114819.56380334
P48553,0.0033,0.0184,0.0013,1864592.9156105574,1844579.4120646624,2027389.55079406,1940461.205793051,1862058.6189274166,1912691.065159504
Q07960,0.0439,0.527,0.0013,63024184.95010876,61132307.99546613,63607321.04934896,66870220.5590099,62882800.76175502,62678078.2175596
Q8TD31,-0.0519,0.3059,0.0013,331422.9310332665,347315.2156361966,341430.3900556046,335525.41159635514,315873.2563900867,326891.8062656399
Q9BXY0,-0.0299,0.1595,0.0013,1075138.0454332137,984562.1617033824,1138279.6826586083,1065427.526912521,1005035.499513784,1043142.766009903
O00165,-0.0343,0.2838,0.0013,3600873.1072911303,3603039.7063071476,3713566.107050091,3457765.211422353,3568597.1804968077,3571740.9047247726
Q96CT7,0.0679,0.8553,0.0013,41484101.973834306,40472830.9828908,39116151.77617904,43620434.95827896,41580727.38051474,40977650.43245877
O43847,-0.039,0.5187,0.0013,71111003.52147996,70905596.18112583,72637887.99843232,67719454.21077487,70183171.6352363,69807667.43357322
Q14318,-0.0827,0.8429,0.0013,12997875.783478253,14174774.417601055,13765561.088149946,11985780.143837132,13057059.615802014,13387001.521660872
Q9H2K0,0.0844,0.7077,0.0013,1579016.383869918,1521423.3380036915,1610386.0060462889,1605571.2523425615,1674926.6309738797,1684794.9074022768
Q99704,0.0477,0.3596,0.0013,2083690.972552749,2015345.364269406,1992364.8732843383,2008561.7155734603,2146418.479632049,2104975.775680743
P04406,0.0084,0.092,0.0013,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252
Q9NXW2,-0.015,0.1018,0.0013,2479166.7493041875,2525474.2302216566,2512394.699384358,2448373.5379490196,2513804.2312558973,2433751.723605349
P51911,-0.0263,0.1338,0.0013,366160.71027078445,364394.9474749436,390212.8034271807,381470.1301226919,365192.73762264964,347315.2156361966
P30414,-0.0204,0.1024,0.0013,393248.7924506839,406984.13469440443,373526.91588307626,391483.8208965377,370316.1414661715,388770.0188568327
P61019,0.0068,0.0484,0.0013,18215387.873829175,19525066.821685337,19741406.85313923,18512819.39194737,19122368.08824976,19774609.78091914
Q8IWZ8,-0.0246,0.2275,0.0013,21035292.15846108,21035292.15846108,21445185.358880874,20767926.97774641,21035292.15846108,20272684.546209604
Q9UN86,0.0507,0.5537,0.0013,27527435.755230542,27609454.53736157,29257397.317801636,28433178.128769867,28829201.05254076,29631264.127357643
P28066,-0.0199,0.2402,0.0013,272509180.0403736,263944329.31389168,279621846.4712607,269736519.556752,267536444.20053867,262910274.0453635
Q8TDD1,0.0871,0.503,0.0013,595015.6422153274,616898.4603313713,531783.5372772452,562507.7547719041,639665.6822964002,639665.6822964002
Q99807,-0.1013,0.7193,0.0013,449877.8059802253,448787.63133321755,478396.6428860767,402645.5155621074,430131.3440473986,443318.901652861
P07205,0.0131,0.0603,0.0013,530031.4755144655,475081.72960765613,510358.1232524455,531138.4916927121,487119.2597147474,502107.601209245
Q8IUF8,-0.0199,0.1402,0.0013,2577276.513180605,2569202.723107448,2530808.068902558,2509804.813402624,2485988.617297233,2532460.647239961
Q9NXC5,0.0069,0.0474,0.0013,7323952.937644647,7342721.34342463,7775348.5040095765,7590967.899385979,7476718.574512694,7347221.611118432
Q9HCC0,-0.0137,0.12,0.0013,33152051.419512253,32827983.78456047,34153331.55114076,33567619.40903495,32827983.78456047,32208877.344555933
Q5TA31,-0.0224,0.1137,0.0013,2307882.7015490592,2246205.4815665293,2665936.229145209,2557983.610597927,2271221.845545651,2235826.222900911
Q8WY54,0.0508,0.4858,0.0013,5874279.864471314,5777622.087220306,5780680.19675615,5984357.282659908,5921147.73766348,6046457.404872032
Q9NVS2,0.0073,0.0378,0.0013,4196377.395812662,4211971.255258842,3793239.0960350963,3670509.7914492292,4265976.299976504,4258289.75344174
Q9Y230,0.0118,0.1239,0.0013,139883729.00840595,141343397.30551305,150650289.0388314,144892342.48232815,145438865.4996151,142489801.17652085
Q9UBX3,-0.0403,0.2712,0.0013,7016436.735893976,7227609.548271987,6846830.894540105,6112335.95348779,7198802.411753977,7081238.365960633
Q9UM54,-0.0205,0.1353,0.0013,2014355.2812857558,2037448.3410638408,1958642.4674895168,1953671.7097158204,1979000.5189154858,1958642.4674895168
Q8WUF5,-0.0028,0.0143,0.0013,924106.947641727,967748.8818189977,928020.3910858241,933257.4728056698,943326.6366546405,921395.7449761701
Q9H0X4,0.0273,0.1778,0.0013,1890459.2227252412,1870795.340568764,2051350.7908098507,1939257.1497777952,1977544.8442517258,1971316.3322737673
Q08211,-0.02,0.269,0.0013,326731678.91444,331420251.38111514,335036013.41713595,320315650.84175783,326731678.91444,326731678.91444
Q9H3H3,0.0376,0.259,0.0013,14183675.112998465,13932213.2048523,15700429.28075081,16042100.38738991,14062215.666459592,14594567.779136416
P49914,0.0126,0.0882,0.0013,4411883.576405687,4200567.26815731,4193791.624962257,4265976.299976504,4209736.7251393115,4368016.66557607
Q16762,-0.0228,0.1644,0.0013,2715854.2560255383,2826756.3776105237,2718062.123944694,2648780.0698901154,2731157.4944009935,2703649.813562844
P51178,-0.0806,0.9114,0.0013,8063800.5220987545,8575077.562496146,8525778.89092561,7725050.641786196,7905921.7759188125,8025129.153758899
Q9Y3B3,-0.0825,0.5721,0.0013,1806547.9912011314,1952486.753678256,2008561.7155734603,1658938.0824008952,1806547.9912011314,1948935.426061592
Q96DI7,-0.0584,0.6334,0.0013,14406339.873605812,14995749.964465566,15275546.614034053,13996928.600231545,14316851.098611642,14338071.64052491
Q9NR31,-0.0318,0.2711,0.0013,20046239.7884029,20403213.947752118,19166806.96618251,18485391.08057461,19756040.012814973,19741406.85313923
Q8IWB7,-0.0021,0.0131,0.0013,4852145.190094118,5270187.720801656,5463858.30566108,5135982.158058923,5166757.814166115,5166757.814166115
Q9UMR2,-0.0181,0.097,0.0013,622446.6183757125,624918.4720562842,612271.5489941065,613184.8979818274,605346.7429045755,607180.3599205483
O15305,0.0451,0.4618,0.0013,17917505.72876539,17481300.735338185,17664930.164679725,18215387.873829175,18512819.39194737,17703881.084097695
Q6NW29,0.0262,0.1898,0.0013,2946228.7760582,2868006.2752291495,2781328.5975922323,2981126.8001788314,2833888.8230767543,2887426.97585769
Q15750,-0.0064,0.0457,0.0013,7796241.174659775,7731060.943671033,7654360.876559639,7631478.939477085,7775348.5040095765,7537905.667755604
Q96K80,-0.0185,0.1058,0.0013,2298891.138919651,2324287.207485206,2067223.0486657552,2103068.003152503,2266658.3947167364,2198578.6614463553
Q9BWT6,0.006,0.0419,0.0013,7222867.578074478,6974296.411073125,7038729.874113584,7250017.666766142,7095409.259960502,6855937.466931978
Q9BRX2,-0.0009,0.0053,0.0013,8501210.366280172,8514981.589873897,7646652.913316429,7898004.778549102,8293408.357590518,8317246.503254519
Q9NPG3,0.0898,0.6519,0.0013,531783.5372772452,571468.0436553584,541289.099599218,572608.4560229956,582572.8973750526,584676.7429831221
Q8TAP9,0.1067,0.8804,0.0013,1158507.625797533,1147328.7637310459,1158507.625797533,1299652.8085017742,1182942.968392134,1225716.8217814218
Q9NUQ9,0.0477,0.6362,0.0013,73494248.17382918,71111003.52147996,73857317.55225952,77383469.07618701,74320485.99475193,72785977.97286604
O43617,0.0031,0.0227,0.0013,26529148.96579914,26244858.983087357,25508426.278383594,26412858.900761638,26438227.287583835,25145957.619043324
Q07812,0.0695,0.6363,0.0013,3253362.4992541363,3017677.9555235957,3132098.731529403,3399355.419441203,3202168.6006755987,3208136.3970307335
Q9NWH9,-0.009,0.0743,0.0013,29606674.36653284,31356751.69702017,30981105.95093976,30151963.125998992,30151963.125998992,30526025.78465933
Q99583,0.0464,0.4145,0.0013,5564949.095018196,5553116.684087351,5553116.684087351,5790791.691797946,5835404.848614165,5489252.870368373
Q9Y3S2,-0.0451,0.3472,0.0013,6431617.594991964,6306950.764009155,7255639.5706001,6396415.694455187,6442000.44632493,6423961.785578428
Q9H9B1,-0.0382,0.3639,0.0013,11257341.817427492,11483550.104875822,11371886.979033552,10968983.26405863,11006655.957190739,11051128.929083833
P62861,0.2056,0.9766,0.0013,2441129.9901725417,2194677.354282149,1530302.4228072332,2525474.2302216566,2347210.615176722,2201269.9827845544
O00267,-0.0664,0.9644,0.0013,45834975.9276032,45783351.777749196,46036329.325881675,42655521.91349085,43429613.26347204,44610946.43907088
Q9NWU1,0.0085,0.0635,0.0013,9443144.460009707,9161572.091745162,9262836.449473348,9335819.193415284,9312018.47581809,9221256.456454614
Q7L2J0,0.0029,0.0198,0.0013,3924756.5045576342,3852670.8899652897,3905493.2865853347,3902760.0097904163,3844464.5884448136,3891065.51253274
Q5JVF3,-0.0481,0.3497,0.0013,2503422.0435733595,2527560.211989458,2488290.73339039,2230195.604580471,2529212.8433906087,2471411.132473871
O14841,-0.0634,0.6952,0.0013,11709621.03450086,11963568.949164957,12378448.719513563,11674231.771328857,11430327.307993593,11191888.508187626
Q96JG6,-0.052,0.3178,0.0013,1594366.0891411167,1693705.5454621424,1860139.192195751,1624866.7369112486,1583739.9239242931,1726978.1630463758
P54802,0.0192,0.1185,0.0013,1714522.8012882208,1686513.4461816945,1714522.8012882208,1676587.0610353143,1748063.4608305478,1729471.6570080013
Q6PJW8,0.0207,0.1435,0.0013,2583525.3336485075,2585204.8273536414,2597467.1627872884,2679899.3738179146,2645146.3042649287,2507477.700424327
Q9P0S9,-0.0979,0.8498,0.0013,2864715.1846645116,2966246.6800122117,2905496.749531254,2443188.100549747,2898303.869634957,2774639.1379913255
O75787,0.0036,0.018,0.0013,1686513.4461816945,1716115.0558714229,1531849.3696858543,1584793.502756741,1655057.6843183339,1678982.9975205974
Q7Z4H8,-0.0528,0.5112,0.0013,7193483.323336659,7075918.8405090375,6943749.490655632,6656441.52204725,6928414.342554773,6748403.70097642
Q92882,-0.0527,0.4915,0.0013,5331063.884613632,5253986.744625832,5097851.684780343,4848307.322532641,5064317.273277771,5120736.560606534
Q9BQQ3,0.0269,0.1431,0.0013,797042.4015119951,814889.5870676022,731826.0474420509,779002.9143276571,800385.9850686034,794911.3325026013
Q86W50,-0.0349,0.2786,0.0013,3115540.2398915044,3303271.567032629,3322477.5026514037,3179503.904901578,3109368.125030577,3163235.595358295
Q9BZ23,0.0579,0.2334,0.0013,311638.17161453736,291945.435593675,249454.41193488616,311638.17161453736,316532.30461558327,255004.76855904268
Q86VP6,0.0439,0.7142,0.0013,192628059.46523538,196659396.52287102,199574763.4226227,200182300.46152642,202313439.62429273,200977683.08429772
P46782,-0.0257,0.1768,0.0013,27889880.170127816,28304781.08865018,24723728.813421044,25525118.269616913,25964739.94299453,27549362.900532927
Q96RS6,-0.0207,0.1609,0.0013,29217993.481176097,31160036.33704045,33424758.48072392,30711219.81749925,30614305.93596543,30582409.475048833
P46976,0.0188,0.111,0.0013,1711467.3626260515,1813040.145700285,1906515.4080655205,1850227.856970057,1794608.3148720663,1824365.2438772966
Q9UHD8,0.0535,0.8957,0.0013,96651442.5876148,95724026.01204224,95487823.6166458,99573417.46373859,99273047.13202378,98157859.28754148
P41091,0.0056,0.0543,0.0013,202970231.48971552,208372068.24339548,207864759.5439272,196659396.52287102,210108902.40248284,211207436.323688
P27348,-0.0177,0.1754,0.0013,130217154.73869754,127454472.59686466,139351323.14128965,133537836.41194624,125677506.37899382,130606983.65051092
O00567,-0.0391,0.3291,0.0013,3846738.8776507955,4042953.1920686984,4024230.7466769554,3735764.2132339855,3882227.924288092,3909285.148771005
Q9UFF9,0.0055,0.0216,0.0013,409985.9344767734,456773.8360161164,378154.13791724393,383959.9396333776,443318.901652861,415418.5546603926
Q9BSQ5,-0.0189,0.0943,0.0013,688148.4182337397,739438.0202382093,771878.1480701375,740087.0413698531,734661.7309446847,682963.8019048108
Q9Y3D6,-0.0094,0.0362,0.0013,16747514.672047682,15533806.347396895,12084774.60803525,14085378.047847265,14286933.414876936,15471749.436284088
P29083,-0.0561,0.5849,0.0013,9209720.992418287,9027158.199891772,9242225.18347565,8772973.743091296,8802814.830698976,8700108.907631038
Q8NDI1,0.0578,0.4726,0.0013,44799104.549469985,41315000.80256171,39475914.16637445,44557089.43433402,39901013.05488127,45517879.06140069
O75607,-0.0335,0.2477,0.0013,11083838.199397516,10642357.080027994,12095745.129076913,11358712.42035084,10591772.98272765,10894661.602346117
Q9BXL5,0.0307,0.4548,0.0013,331420251.38111514,329808394.78258103,340123175.11286604,342418115.9536312,337212372.5951769,337212372.5951769
P02649,0.0966,0.715,0.0013,1791982.2294290601,1638726.0671282227,1590006.0011508632,1893801.314828695,1697535.565050421,1746347.216695468
Q7Z3J2,0.0029,0.0162,0.0013,1872001.4477718344,1960155.9377136219,1939257.1497777952,1829014.3328999395,1921812.1843077405,1998182.798978184
Q9Y3L5,0.0088,0.0548,0.0013,2099095.916135906,2158615.3985886127,2180756.985020581,2194677.354282149,2123617.272284627,2121064.92320431
P50542,0.0462,0.3989,0.0013,2850260.7371487883,2856580.092601221,2771208.8656921117,2910213.9321087734,2908395.8674688083,2884427.457850815
Q8TDY2,0.0429,0.3953,0.0013,12469685.816451462,12909930.247679146,13486958.209920015,13694301.641080167,13009524.621567808,13096428.089482764
P17096,0.0496,0.782,0.0013,340123175.11286604,340123175.11286604,363077513.1247841,360585574.2720899,352210585.9042145,360585574.2720899
Q9NXF7,-0.016,0.1164,0.0013,5863906.950335125,5722619.921084313,5564949.095018196,5676794.23907272,5578657.9655635655,5609083.852709027
Q7L5D6,0.0194,0.1428,0.0013,6716710.419366168,6949212.610511182,7235749.137012244,6752384.701856864,7182396.56142673,7124209.888182407
O14787,-0.054,0.4204,0.0013,4093955.2158528226,4464386.0301214885,4347366.153758339,3817928.6472863294,4328681.434771582,4211971.255258842
P53801,0.0488,0.2431,0.0013,793643.9581493568,797042.4015119951,810045.1235637285,724104.4091456803,832970.8768607788,911849.997508143
Q9Y5S9,-0.0052,0.0448,0.0013,40422804.43377125,40149635.37611581,41242473.0843282,41133699.62546106,40090760.802818224,39436788.05946769
O95777,-0.0399,0.5079,0.0013,56399310.12763415,56706189.55379615,55643586.2760505,54136356.56108855,54651739.49582274,54400961.704894945
Q92734,0.0119,0.1025,0.0013,38673091.46571751,37654886.21901884,39791495.343942106,39853222.27011247,38970943.3842118,37569218.496545926
Q14247,0.0235,0.2574,0.0013,217724957.47434434,217724957.47434434,225579280.3270996,233925529.80239576,216259578.10273933,217724957.47434434
Q5BJD5,0.0128,0.0839,0.0013,2544866.172036359,2647864.397453467,2577276.513180605,2507477.700424327,2638916.9915315416,2646949.0599082815
Q9BTC8,-0.0378,0.254,0.0013,1692078.8169348936,1734792.776000395,1795983.1698773808,1636904.64281839,1726978.1630463758,1693705.5454621424
Q9Y294,0.0409,0.399,0.0013,14986082.364860857,14778160.023359187,15430323.041759284,15520812.527456762,15571216.030907277,15129346.530877197
P20340,-0.0797,0.9431,0.0013,31356751.69702017,34366791.94037014,34051749.57831658,30094220.650779873,31617665.192946132,32141391.6493589
Q92994,0.004,0.0138,0.0013,172116.1071580307,177651.65705731997,217869.1331567412,172116.1071580307,197574.29572889052,196003.05561042874
O60216,-0.0326,0.3418,0.0013,38452657.44987408,38098893.167788096,40472830.9828908,38257379.45782216,37494832.16877481,37978596.87243995
Q9Y617,0.0329,0.4993,0.0013,295867334.0128699,294441182.59795123,295867334.0128699,305642318.841836,299794451.14829296,295867334.0128699
P62263,-0.0843,0.9806,0.0013,8034285.733418477,8349874.539773977,8226637.197407667,7476718.574512694,7877121.129014655,7725050.641786196
Q9NPE2,0.0765,0.7874,0.0013,5808216.138460553,5889398.644487246,5838114.478580092,6401603.580328637,5892903.6198079465,6086722.78404796
O75431,0.012,0.0607,0.0013,1820278.4912842417,1800230.588388074,1594366.0891411167,1690655.6110848845,1720823.0692381915,1817565.619535845
O43639,-0.0325,0.2489,0.0013,3005454.107551939,2969949.9128167955,3120968.8125874493,3010901.7479822175,2996618.676303224,2833888.8230767543
P62195,0.0023,0.0246,0.0013,158950750.78614312,162015139.37600702,159145771.03633064,159565168.6160004,159565168.6160004,158950750.78614312
P28072,0.0127,0.1129,0.0013,50217241.99301172,49777871.97403641,52792583.76260759,52662612.61148805,50936886.06674809,49625282.86919283
Q14966,0.0092,0.0742,0.0013,33093715.515681833,32957715.769155897,33922604.84820476,34775171.64688837,32774390.378610842,32468042.245757032
Q5JSL3,-0.0369,0.3016,0.0013,12417403.849957043,13360617.389483357,12895726.26753648,11747677.497331731,12698542.653400684,13029601.273204489
P11021,-0.0157,0.1941,0.0013,1477118384.147755,1477118384.147755,1503278078.8220122,1453195633.5901124,1477118384.147755,1453195633.5901124
Q9NRN7,0.0191,0.1977,0.0013,49925249.786332645,49108262.03577577,49549715.9082495,50728163.28655685,49406785.892101355,49549715.9082495
Q9P2E9,0.0235,0.2558,0.0013,55379985.876983,55453733.52592618,55002230.13765969,56399310.12763415,56531501.880515315,54651739.49582274
Q96EH3,0.0169,0.1077,0.0013,2161813.805339034,2042552.5142212852,2129266.177063111,2086288.279617192,2192948.544144037,2092111.743590386
Q9BTW9,-0.036,0.2792,0.0013,8431227.515537752,8808268.462338017,9519027.30745744,8679922.976920884,8438756.181870418,8822862.556578616
O75190,-0.028,0.2544,0.0013,14486801.84442238,14415177.643380955,14398416.791474694,13840916.971313216,14235250.74813338,14145574.648064353
P15151,-0.0125,0.0564,0.0013,787027.7230529308,845365.6930510659,747734.9073461776,721729.3753442761,835414.0376091787,789076.5115007542
Q86UX7,-0.0674,1.0463,0.0013,98330626.56351887,97505319.30478686,104247051.60939823,91645413.15362652,95724026.01204224,97314686.9223916
Q01518,-0.0289,0.4058,0.0013,270590832.2450528,269736519.556752,269736519.556752,257620271.65866837,265112683.08524424,266625382.61969286
Q86X95,0.066,0.4621,0.0013,835414.0376091787,802312.0445335748,818288.158963215,845365.6930510659,871048.1650376194,839759.0600339867
O43765,0.0236,0.2486,0.0013,43383877.017454624,43333508.6971311,43101085.552879445,43779323.02486817,43288240.321018465,44121756.487931326
P62861,0.2056,0.9766,0.0013,2441129.9901725417,2194677.354282149,1530302.4228072332,2525474.2302216566,2347210.615176722,2201269.9827845544
P62861,0.2056,0.9766,0.0013,2441129.9901725417,2194677.354282149,1530302.4228072332,2525474.2302216566,2347210.615176722,2201269.9827845544
P62861,0.2056,0.9766,0.0013,2441129.9901725417,2194677.354282149,1530302.4228072332,2525474.2302216566,2347210.615176722,2201269.9827845544
P62861,0.2056,0.9766,0.0013,2441129.9901725417,2194677.354282149,1530302.4228072332,2525474.2302216566,2347210.615176722,2201269.9827845544
P62861,0.2056,0.9766,0.0013,2441129.9901725417,2194677.354282149,1530302.4228072332,2525474.2302216566,2347210.615176722,2201269.9827845544
P62861,0.2056,0.9765,0.0013,2441129.9901725417,2194677.354282149,1530302.4228072332,2525474.2302216566,2347210.615176722,2201269.9827845544
P62861,0.2056,0.9765,0.0013,2441129.9901725417,2194677.354282149,1530302.4228072332,2525474.2302216566,2347210.615176722,2201269.9827845544
P62861,0.2056,0.9765,0.0013,2441129.9901725417,2194677.354282149,1530302.4228072332,2525474.2302216566,2347210.615176722,2201269.9827845544
P62861,0.2056,0.9765,0.0013,2441129.9901725417,2194677.354282149,1530302.4228072332,2525474.2302216566,2347210.615176722,2201269.9827845544
P62861,0.2056,0.9766,0.0013,2441129.9901725417,2194677.354282149,1530302.4228072332,2525474.2302216566,2347210.615176722,2201269.9827845544
P62861,0.2056,0.9766,0.0013,2441129.9901725417,2194677.354282149,1530302.4228072332,2525474.2302216566,2347210.615176722,2201269.9827845544
P62861,0.2056,0.9766,0.0013,2441129.9901725417,2194677.354282149,1530302.4228072332,2525474.2302216566,2347210.615176722,2201269.9827845544
P62861,0.2056,0.9766,0.0013,2441129.9901725417,2194677.354282149,1530302.4228072332,2525474.2302216566,2347210.615176722,2201269.9827845544
P24864,0.0642,0.3348,0.0013,310235.05773076747,287433.47404801415,285271.4987430944,336779.3464742044,289040.00915190193,291945.435593675
Q9H078,-0.016,0.1202,0.0013,9235668.435573094,9197838.208371844,9929291.996133454,9197838.208371844,9248519.645634914,9436073.137209795
Q9H6D7,-0.0171,0.0952,0.0013,1119786.2891521172,1141719.0969766362,1133154.5563851583,1110392.632465495,1078528.1341438359,1145985.4211154927
P52758,-0.0959,0.5842,0.0013,13806764.118383778,12730151.209757177,10430443.453536686,12106055.127446875,10779166.499300998,11517109.046131833
Q9NYU2,-0.0543,0.7741,0.0013,62453174.490638934,63607321.04934896,66093800.51623724,61767358.97408292,61231213.10173291,60956727.62096322
P30046,-0.1242,0.6148,0.0013,21754330.76933484,19039098.7248224,14594567.779136416,18012613.0597192,16026418.502244793,16512831.059266288
Q9BS26,0.0073,0.0745,0.0013,87294864.6359365,87593532.13190106,89433972.89270225,89956802.13357098,88069352.91425523,86075032.21743219
Q6UN15,-0.0354,0.3798,0.0013,34913692.02202131,35452069.23300629,36009146.52650701,35001207.05385289,34849423.14784062,33333446.816097137
Q12840,-0.0238,0.207,0.0013,13758723.396831343,13945051.436629262,14467464.818237929,13729342.114607133,13613300.876155293,13892306.307823574
Q14126,-0.0244,0.1809,0.0013,11379574.592666723,12751884.398146024,11709621.03450086,11974881.800917627,11608817.276546825,11448682.273414563
Q9BTX7,0.0442,0.3092,0.0013,1998182.798978184,1897399.4849737093,1866500.170821304,2002817.9501576938,2023017.0243189589,1881590.8253015522
Q92599,0.0208,0.1858,0.0013,28897041.693554617,28600202.776244447,28734752.756425124,29924258.23128788,28776648.076929606,28271126.8018538
Q9NP73,-0.0185,0.1332,0.0013,4647458.719633622,4356647.265559079,4524211.173782705,4528081.580045823,4484793.662114377,4265976.299976504
Q92609,-0.0246,0.1914,0.0013,4785094.381091802,4958274.556897442,4745397.435783636,4549208.413970744,4792213.423532451,4819827.255668227
Q15018,0.0101,0.0757,0.0013,9999425.368305888,9941252.031821297,10079616.683355179,10008254.669264447,10194135.507533528,9853067.500390744
Q9BTT0,-0.0093,0.0772,0.0013,42778144.75968128,41727456.849485256,40149635.37611581,40040087.74632339,42408548.515894,40697275.50068634
Q14814,0.0399,0.2507,0.0013,1603281.853726381,1534009.2695953634,1501448.94717462,1633105.4857854908,1604645.2551465672,1503731.40853788
Q17R31,0.0298,0.2657,0.0013,12619203.611499676,12524839.671168158,12548333.9187193,13132545.707707062,12736906.437380243,12385119.217053356
Q9Y6A5,0.0225,0.2657,0.0013,101680188.56345393,101504574.09071329,105819907.43698072,106750618.66521902,102739260.95175211,102506270.22439396
Q71DI3,0.0107,0.1196,0.0013,445541503.9979859,449058434.67094463,430020590.3378688,445541503.9979859,445541503.9979859,435666097.61427987
Q13526,0.0634,0.7465,0.0013,58497005.97462922,59324320.2896667,57805368.1342263,59090476.21629877,65188921.43755118,58180821.04347877
P51553,-0.0713,0.81,0.0013,9724707.926970668,9675554.748784745,10096534.245005323,9329323.179121718,9254514.138530428,9325313.136226838
P19474,-0.0695,0.4832,0.0013,964144.2665751037,1040072.8772765402,1005035.499513784,948432.3915078348,972527.4528379021,929999.6837090543
Q9BRP1,-0.0423,0.3886,0.0013,6342742.1361688655,6412297.008714486,6360908.44177889,6024358.941054399,6311640.965356367,6119515.5239084205
Q96GQ5,-0.027,0.1829,0.0013,1943606.9018677452,2012594.6466142319,2071657.5771682828,1918419.6227271205,1986302.484438597,1976313.9969792317
P63000,0.0613,0.9325,0.0013,57805368.1342263,58139225.6211507,57665324.19033421,60956727.62096322,59805849.79510685,59324320.2896667
O60884,-0.0185,0.1982,0.0013,60629637.04142049,60925634.29101795,59728457.1452472,58935872.46440185,59129737.63764909,59866803.66901763
P23588,0.036,0.5768,0.0013,355912679.66724837,352210585.9042145,358530882.07850504,364334850.002019,364334850.002019,358530882.07850504
Q4KMQ2,-0.0352,0.1647,0.0013,1140322.8581907728,1136204.3729668641,1060279.5568041364,944009.5113867795,1189777.7803668533,1104463.5757716054
Q9C0C9,-0.0462,0.5554,0.0013,37331205.98800842,36653651.41109998,38616050.42539793,35882022.63279832,36295830.70872694,36228421.4485942
Q96BZ8,0.0756,0.7676,0.0013,3760945.3182821283,3612091.5792255597,3803061.055647603,4005463.0672160354,3752451.748071212,3949537.9118184512
P33552,0.0106,0.0389,0.0013,1824365.2438772966,1732228.644932151,1387957.7964835286,1813040.145700285,1553500.7744550398,1587195.5881738935
Q9UBW7,0.0262,0.1511,0.0013,1524997.0381506374,1489720.6669973182,1613582.4196718743,1590006.0011508632,1623178.2971749837,1472110.9216334552
P49902,0.0277,0.2441,0.0013,13178882.529381359,12955061.603466108,13499040.503467998,13686005.533469258,13279684.540332228,13196098.993788635
Q15853,0.0613,0.5182,0.0013,4154280.2103200424,3968645.6969243684,4054098.75051635,4429335.72223081,4283757.16761817,3918753.7559551373
Q9H993,-0.021,0.1378,0.0013,3819077.0870706295,4049703.853885817,3660651.8233105056,3568597.1804968077,3917783.6233012383,3811947.4492447497
O43169,-0.0395,0.3346,0.0013,10573942.640438778,10447037.60975309,10247150.365317488,9958918.437687948,9714686.640952827,10573942.640438778
Q92576,-0.0019,0.0148,0.0013,29898190.574501228,30253801.335198414,31130863.52841971,30484832.641821172,30062333.6508416,30078273.029492773
Q9GZT3,-0.0375,0.2937,0.0013,27645846.28778854,27109351.008125663,24312332.417658836,26072505.08452568,25659197.77436312,24873362.924821783
Q8WU90,0.0401,0.5902,0.0013,117131115.248463,116681831.02015504,116025312.31221165,122018256.4502695,117948957.79653268,117623264.85645586
O00116,-0.0879,1.0791,0.0013,25111840.067064017,26502986.798789006,24696968.85671588,22860387.140476774,24241990.71860733,24281826.320647378
P46060,-0.0613,0.7788,0.0013,39701062.4385259,39735764.6163691,38229856.52441451,36228421.4485942,37946090.76573065,37946090.76573065
Q8N983,-0.0362,0.2301,0.0013,3061838.4413171858,3087046.492143819,2654196.2938656136,2788566.4512772406,2889741.455034788,2858707.6153682354
P20585,-0.0511,0.4654,0.0013,3427042.6836743485,3399355.419441203,3612091.5792255597,3379040.5431692526,3328865.2459447924,3307216.5207387917
Q8NEC7,-0.1668,0.9985,0.0013,1209765.3045821341,1201828.90936531,1624866.7369112486,1149016.400674484,1193250.640410236,1230726.3023041538
Q9Y673,-0.0242,0.1438,0.0013,3354993.8705466595,3464910.964035857,3109368.125030577,2974998.478687442,3420596.427815908,3313300.7893822296
Q8TAE8,-0.0104,0.0546,0.0013,1694559.096558684,1623178.2971749837,1581109.8566587402,1698959.7930894173,1522816.5883581138,1613582.4196718743
Q15907,0.0467,0.294,0.0013,5988420.381020338,5613453.944108458,6855937.466931978,6668602.383275571,6078830.4112558765,6200314.951961996
P32929,-0.0335,0.3469,0.0013,50619632.58103954,48166568.47334583,51608366.44287813,46985779.57764107,50217241.99301172,48880990.712886184
O00268,-0.0458,0.3562,0.0013,2086288.279617192,2028237.25194357,2130384.992568013,2011823.9177476813,2008561.7155734603,1993927.924236303
