Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA52,V_log2.i._TMT_3_iTSA52,V_log2.i._TMT_5_iTSA52,D_log2.i._TMT_2_iTSA52,D_log2.i._TMT_4_iTSA52,D_log2.i._TMT_6_iTSA52
O96013,1.8867,258.1653,254.3868,5739081.772844824,6039891.279455442,6221495.3661136115,21893501.770638775,23102651.75609328,21174425.626139577
P36507,1.5641,228.841,225.3635,17606585.937372927,18302262.783142824,16826514.766002703,50450752.770210266,52720782.94974613,51865039.22651726
Q00535,1.5575,199.9834,196.6821,5210621.426298496,5372806.201772097,5162165.769889298,15214306.832223278,15263524.737816244,15598475.93289635
P17612,1.2385,171.2793,168.1028,19974258.202212226,20694848.193958346,20320024.700137895,47852192.43077227,48603435.245936856,46606322.98920865
P25098,1.411,169.5698,166.5217,7676466.785671365,7970726.359421771,8265670.310605117,21372401.3655182,20956824.32424061,20882510.823356576
P22830,1.1817,169.5221,166.5217,34473828.00566668,35250119.43761672,33248228.302052207,76472459.0303478,78923473.16609992,76852958.89453478
P15735,1.4014,142.8814,139.948,3543407.3094943147,3767355.5614687195,3579143.6568544344,9564903.54862565,9780561.691847537,9254514.138530428
P41240,1.194,138.5744,135.699,18659587.400740534,19492036.859532148,20194752.791402936,44907499.57204528,43553935.20607079,44223745.72640688
P49840,1.1874,133.2298,130.4055,11358712.42035084,11475228.69296178,11287539.652232902,25940175.23956551,26204721.85393736,25111840.067064017
Q96SB4,1.042,111.3531,108.5746,18103469.5233741,18512819.39194737,18152687.76652204,36438316.99479982,38452657.44987408,37224763.05679203
Q9UKI8,1.152,98.728,95.9909,2016902.8872707752,2132593.7885319423,2147204.0840067477,4657447.77073629,4673319.557099267,4578915.6876751
Q13043,1.0383,97.8943,95.1949,9746421.601880744,9909057.765648833,10338249.789732367,20468786.80689382,20320024.700137895,20447488.122777075
O14965,1.1232,97.8233,95.1588,3981780.9348748024,4108971.1489101294,3937755.077850141,8514981.589873897,8998642.388652233,8537218.54059528
Q02750,0.9358,94.7232,92.0908,33305785.690379433,32088125.54407977,33217660.66257226,61857192.079217575,65505488.73469359,60180201.440188
Q86UE8,0.9839,90.3373,87.7349,10247150.365317488,10338249.789732367,10482505.780794056,20712402.924377903,20359735.595645465,20014640.684572287
Q9NSY1,0.9486,80.1044,77.53,12542293.677743059,12716826.381952243,13209336.897486804,25448705.204169523,24366232.273412906,23989944.596178498
Q9Y6E0,0.8951,79.5535,77.0054,18722453.620268922,18206617.227095872,17888641.93954833,33922604.84820476,34051749.57831658,33389020.83917226
Q96RR4,1.026,78.6822,76.159,2643524.853824121,2595797.7314045257,2792803.1721792095,5428810.970967232,5499505.497215663,5331063.884613632
P50750,0.9431,78.3695,75.8697,6384474.290734429,6494807.025037305,6581541.5245704185,12477379.62692181,12554377.068614114,12164475.663275557
Q9NWZ3,0.9221,74.6846,72.2071,6887838.999358365,7150708.043527325,7150708.043527325,13346970.223742204,13270282.522254266,13295530.712036882
Q15208,0.9031,65.255,62.7987,4792213.423532451,5091428.1161248945,4838663.898283699,9054282.125231799,9209720.992418287,9106912.108845104
Q8N5S9,1.2419,64.6733,62.2372,696989.0039376465,699132.7682961546,739438.0202382093,1704892.3771046253,1733527.545186444,1582634.6190790972
P24941,0.7484,64.2948,61.878,25126483.646400504,24873362.924821783,24563825.94914359,41727456.849485256,41906178.79873403,40902092.90417063
Q2M2I8,0.8678,56.0332,53.6349,3008559.378174407,3159454.5247164266,3298660.427108223,5802004.645558685,5733961.471656002,5636141.494217388
P49841,0.9176,52.2818,49.9012,1484929.5235275675,1520148.2011562532,1541348.9247446347,2748831.112360255,2878297.528623781,2910213.9321087734
P49006,0.5738,49.9945,47.631,55166739.11321122,57515292.762735955,56467029.37365853,82073826.9917845,84564580.63830283,83649041.30749568
O75116,0.6038,49.3285,46.9813,41242473.0843282,42452180.7350482,43333508.6971311,63893248.22980471,64570060.81084667,63436318.43473126
O14733,0.8811,43.819,41.4876,1960155.9377136219,2160698.433379066,2260517.8669957505,4000870.717213265,3810399.9917100375,3869910.4714180497
Q05655,-0.6609,42.4467,40.1306,18827729.432835605,18827729.432835605,19312752.774078988,11925825.445714716,12048458.987310607,11844857.036141943
Q13555,0.934,40.9825,38.6811,7552236.745753692,8942121.079865811,9071091.775835942,15129346.530877197,16807025.68824376,16610701.195784304
P23443,0.6962,39.5999,37.3127,3392836.17567115,3395975.5234402893,3356626.097254752,5564949.095018196,5463858.30566108,5313510.953249813
Q05397,0.6119,39.3392,37.0658,21092335.440129925,20932784.10371212,21658570.948284578,32722958.200367704,32468042.245757032,31564522.264649317
Q00536,0.7344,38.9578,36.6978,4278715.043524026,4296122.230915034,4419803.623761869,7374303.53499256,7318657.850377621,6799502.5861983895
P51812,0.6176,36.0892,33.8421,15878581.604827004,17146546.31606492,16920660.97451785,24942177.587736074,25508426.278383594,25725835.560397778
Q9Y2H1,0.8255,35.3544,33.12,1019583.7750994925,1011302.4026248814,1037258.2059370644,1836687.6631918943,1791982.2294290601,1776597.1114338683
P45983,0.6321,35.2011,32.9789,7006827.215843857,6978604.300423112,7274980.548801201,10808094.214042963,11039568.826888775,10909201.41272125
Q14012,0.9067,31.5028,29.2925,341430.3900556046,315873.2563900867,315873.2563900867,592333.8917269588,602826.8789730794,618851.5749019969
O96017,0.6233,31.4008,29.202,6907580.933641982,7347221.611118432,7585429.39499363,11197565.58185394,10992244.167511608,11250136.030190108
O14976,0.5513,31.0457,28.8582,14145574.648064353,14062215.666459592,14131775.501817405,20370876.48795537,20744137.23721106,20570200.78160346
Q13523,0.4753,30.7864,28.61,40839282.383093014,41009108.63175528,42582377.907940984,58139225.6211507,56779346.94398754,57037396.30343333
P13861,-0.5593,29.8926,27.7269,19281072.27012299,19685022.694964167,19392616.328101195,12668724.816078251,13442303.345150476,13262854.616256224
Q13188,0.6195,28.8271,26.6718,4580810.875682728,4490689.087427073,4801438.206944252,7282247.432006147,7016436.735893976,6887838.999358365
Q8IW41,0.6664,28.6713,26.5262,1613582.4196718743,1690655.6110848845,1690655.6110848845,2643524.853824121,2593262.647314337,2643524.853824121
O15530,0.5972,27.8892,25.7542,3190697.860399465,3322477.5026514037,3390594.8193819104,4823177.587950067,5069311.334958636,5001543.134447904
P51817,0.8278,27.7572,25.6319,274067.1880134909,281027.8083598651,286515.83108751697,476161.0244745994,500836.4162054631,508061.18381507567
O00506,0.738,27.7059,25.5901,1099761.068050148,1077932.553155023,1078528.1341438359,1742983.7760112246,1804162.829420804,1852335.607331222
Q13627,0.5567,27.5514,25.445,8591366.935719037,8537218.54059528,8614064.108967558,12538137.755865104,12895726.26753648,12209800.228718454
Q9HBH9,0.8556,26.2261,24.1288,279855.2137357328,271241.2081313585,310235.05773076747,499785.93983645644,531783.5372772452,517667.6970786314
P55263,0.4614,25.3384,23.2501,57242071.259090625,56779346.94398754,61921963.79101732,82743248.32192492,79253589.91135667,78800011.25755449
P05771,-0.4924,23.8351,21.7556,39926539.20091039,42035205.78208103,42246200.80282797,27675421.42701238,29794827.106234603,30299332.596263167
P53778,0.5271,22.6516,20.5806,3453678.28649993,3528334.0111810155,3543407.3094943147,5016238.142300085,5175734.168050356,4886618.274405093
Q15418,0.4764,21.9544,19.8919,23271357.582632724,25034082.5732552,23568486.172069248,32241276.979552966,33248228.302052207,33922604.84820476
Q6ZSR9,0.5098,21.5292,19.475,3862756.378667463,3727749.150371444,3832444.3969298187,5484320.260385949,5421959.364139643,5264008.4709006
P53350,-0.5054,20.7194,18.6733,11212559.22713622,11575765.455025539,12028946.496306801,7834624.120940954,8300625.297064841,8246388.558728264
Q96GX5,0.538,19.8275,17.7893,2142793.4046514262,2203233.545591571,2324287.207485206,3159454.5247164266,3281788.0804652497,3186046.075286681
P49137,0.459,18.8035,16.7731,6139997.340390325,6207269.311304743,6230155.924901676,8374896.9612391265,8486890.012417817,8525778.89092561
P49336,0.4647,18.0192,15.9965,3560341.67956749,3511880.733838507,3639561.772235616,4989698.93784252,4904781.202543861,4801438.206944252
O94804,0.6628,17.5315,15.5164,669906.0288607262,630077.8203357245,647912.9374066701,975772.0406951148,1099761.068050148,990776.4076488158
Q13464,0.3997,17.4973,15.4896,31564522.264649317,31809292.320827316,34430877.16851065,43052557.30804759,42362150.98982689,42840699.47869114
P33981,0.4337,17.2286,15.2283,5732145.064707778,5846492.888580106,5785400.483609779,7802582.847359942,7782823.989989885,7731060.943671033
Q04759,-0.5308,16.6926,14.6994,2300628.4860610776,2252560.5558116618,2280828.704001558,1492712.5775646146,1602364.685060648,1607761.4797733296
Q9BUB5,0.5123,15.8761,13.89,1746347.216695468,1777702.4045403467,1918419.6227271205,2620264.209662935,2547906.119222018,2547906.119222018
O14757,0.3981,15.3504,13.3712,13252598.704850823,12885450.663720053,13657962.764121769,17244028.305756506,17444759.471635435,17444759.471635435
Q9H2G2,0.3205,15.0944,13.1221,47256722.54675127,48603435.245936856,48093516.793167196,59805849.79510685,59173116.728098065,59728457.1452472
P41743,-0.4363,14.7027,12.7371,16320455.077416252,16082955.351151764,17856985.019208353,12524839.671168158,11870548.145820837,12524839.671168158
Q8IYA2,0.4325,12.8185,10.8595,2220171.110601416,2214666.00365634,2201269.9827845544,3102114.355938381,2932166.2417868073,2869426.560165147
P31323,-0.3682,12.5122,10.5598,10511604.831635237,10582886.992776148,10271943.52578822,7866270.026281688,8141450.326965435,8152615.813973707
Q9UHD2,0.4381,12.4808,10.5348,3211277.0345150265,3676113.95904703,3507999.034410952,4745397.435783636,4732057.160419113,4522438.364270705
P45984,0.3747,12.3768,10.4372,4118954.331842574,4070128.1260241116,4263947.694183955,5425866.233782203,5380494.907993498,5244188.089823408
P19784,0.3868,12.3003,10.3669,9787585.333609547,9796017.428589625,9796017.428589625,12095745.129076913,12668724.816078251,13425520.63033021
P11802,0.3679,11.101,9.1738,4966732.682385237,5132944.2125004325,5372806.201772097,6554773.4166326765,6575587.782662687,6716710.419366168
Q9UBF8,0.369,10.9931,9.0719,8670353.11381301,8551772.420866627,9276740.984978188,11683031.614118727,11276999.566753943,11057575.139333228
Q13131,0.2929,10.7744,8.8592,30547332.741913106,30398874.838079274,32018203.353897594,37702917.24876825,37908822.51760179,37607466.39805735
Q96C03,0.3522,10.604,8.6947,16074123.547693241,16633860.013212204,15115083.048914026,19658066.986014385,20570200.78160346,20468786.80689382
Q9H2K8,0.2989,10.175,8.2715,26132658.98793571,25743671.212499715,27368494.678360716,32292288.94431401,32241276.979552966,32378137.19613281
Q96S38,0.3288,9.0243,7.1266,3854432.172306922,3817928.6472863294,4070128.1260241116,4964466.403501864,4932394.799144114,4763557.424627851
Q9BUL8,0.3005,8.8146,6.9225,20495946.22748912,20135356.501552746,20150536.574636027,25637011.297945116,23828890.106958285,24952639.38422463
Q9NVS9,0.3448,7.6511,5.7646,9279886.245677538,9154066.678908877,8293408.357590518,11371886.979033552,10682480.44290799,11695677.338901715
Q10713,0.3809,7.2406,5.3597,20022947.534309763,21122344.18573748,25145957.619043324,29296199.400588147,27443063.606909372,29037942.536521707
Q9NYV4,0.2273,7.1795,5.3041,38098893.167788096,37908822.51760179,38284369.1770208,43144325.27429217,44610946.43907088,45255581.84265013
Q9NYL2,-0.2859,7.1686,5.3039,6403402.163031995,6459121.10701605,6835008.588647997,5322103.771757331,5360773.68624696,5377803.422665403
P78362,0.2868,7.1691,5.3039,5091428.1161248945,4932394.799144114,5084237.979779767,6066506.690582007,6282317.6042841375,5974673.727240208
Q7Z7F7,0.3375,7.0819,5.2225,1808536.4070145378,1779694.0551059663,1806547.9912011314,2168205.335498277,2221224.248559806,2387379.6719690524
Q96RG2,0.3312,6.8873,5.033,1549712.5930857908,1612013.3376886258,1596081.8645756915,1964361.552400513,2005249.30231945,1980821.9692848977
Q93100,0.2893,6.7323,4.8832,3346688.906529166,3443754.0746360933,3411076.5712385974,3916813.730814858,4227984.713749761,4248998.783712383
Q9Y2K2,0.2976,6.5895,4.7454,4537069.849844664,4627626.829673706,4596911.337816176,5387784.662362337,6030483.685619527,5398731.473665681
P54619,0.2782,6.459,4.62,11317065.092310121,11430327.307993593,12708186.306944838,14062215.666459592,14365779.090496942,14308097.810609639
O14578,0.2636,6.0153,4.1813,9917412.960256405,10113876.070783334,10992244.167511608,12663179.152209407,12134373.096230788,12220721.946812741
P61962,0.275,6.0017,4.1726,23475048.618206985,23355174.846468717,21228968.828661915,26554718.130581446,28734752.756425124,26602723.20665814
Q86VM9,0.3357,5.8695,4.0453,32348250.2121774,31962387.23981421,33817275.79446857,46930099.391150355,38058052.17357007,38098893.167788096
P68400,0.2215,5.7824,3.9629,23019494.06992427,22846298.07884974,22731447.977976784,26680736.024615303,26788491.734614685,26048551.247316495
Q15334,0.3116,5.7364,3.9217,1379653.5870848775,1458598.2928612863,1444729.9223439067,1811535.4530878365,1737718.147758452,1734792.776000395
Q16512,-0.2474,5.6988,3.8888,8190128.6322488235,8564732.161442537,8644676.94431549,6943749.490655632,7231296.246101368,7095409.259960502
P14635,-0.201,5.6741,3.8687,39116151.77617904,38229856.52441451,38765045.164664894,32865216.20242669,33817275.79446857,33741194.66875754
P31943,-0.1704,5.5901,3.7894,163304241.31956598,165633768.42676628,165633768.42676628,141343397.30551305,144892342.48232815,150650289.0388314
Q92844,0.2357,5.5574,3.7611,9680215.135550773,9362115.026616847,9343556.264270552,11140691.288432937,11114713.45977715,10974997.079012614
Q8WWW0,0.2748,5.4549,3.6632,2132593.7885319423,2122991.55247635,2037448.3410638408,2480347.9167451,2569202.723107448,2520160.7339763925
Q7L7X3,-0.221,5.3699,3.5826,19340528.19564469,18978540.450419184,20014640.684572287,16826514.766002703,16357247.558931803,16568248.828398677
P27361,0.2995,5.2312,3.4483,2189592.5189832193,2382657.743448906,2100250.398297969,2592384.8188223876,2824079.7320133545,2748831.112360255
Q9Y388,0.3436,5.0201,3.2416,447021.9196791741,468567.0952213966,488257.10078548203,604382.5494083649,608058.6755993125,558297.5966193042
O43615,0.1705,5.0004,3.2262,58139225.6211507,58070635.23550355,57326359.179266006,65188921.43755118,65031374.00213793,63950756.51520921
Q15036,0.2277,4.3881,2.6182,2792803.1721792095,2980244.7604351756,2968377.590457827,3307216.5207387917,3455861.2620645487,3412415.6631182423
Q9NRV9,0.2229,4.083,2.3173,3026656.856532993,3031119.5631946335,3048957.7117376775,3680532.3978401464,3518825.057683693,3366789.1208934356
P16219,0.2052,4.0566,2.2951,4707461.874841022,4617719.30910446,4788403.14490609,5377803.422665403,5264008.4709006,5532852.872414947
Q9BW91,0.173,3.8481,2.0907,25659197.77436312,25484505.080503665,26602723.20665814,29367892.03498944,28802779.414945822,28964278.858481746
Q14498,-0.1968,3.8437,2.0905,28734752.756425124,29869373.24870937,27240980.382295523,23915449.47025366,25201013.1603253,25353451.033458307
P0DP25,0.2031,3.8255,2.0764,123577552.0874391,122328241.37662037,113946022.13668028,146828101.31733102,125677506.37899382,139351323.14128965
Q9GZM8,0.2424,3.7731,2.0281,1700189.8832547045,1674926.6309738797,1725341.7215456157,2092111.743590386,1966604.7746441015,1939257.1497777952
O43768,0.1563,3.717,1.9759,182053831.1060926,176643758.0970409,166247380.74585003,194967634.61948738,188955579.71284333,197727286.93836784
P53567,0.2038,3.6323,1.8951,4713354.557215779,4441748.326156181,4337728.36062719,5240005.371550047,5186122.271992168,5025974.671254346
P48730,0.2031,3.5378,1.8046,2597467.1627872884,2636862.805752995,2641628.775169492,2881827.7580868625,3046624.190690658,3085090.4566963217
P52597,-0.125,3.4237,1.6944,462959365.15879035,474592983.2933233,457400626.21336883,411687047.9584816,430020590.3378688,430020590.3378688
Q96GD4,0.291,3.3573,1.6319,418889.155613028,458717.59809219977,430752.8302178967,496326.238575154,580649.7171447518,514604.4367486723
P06493,-0.1583,3.3532,1.6316,38816555.06411375,41133699.62546106,39735764.6163691,34318506.879000284,35917399.15826793,36384733.04765226
Q9Y478,0.1853,3.3314,1.6136,8091012.553419433,8011427.230341541,8309304.984659944,9558035.597338468,9027158.199891772,9007393.011769699
Q6ZNE5,0.2496,3.2843,1.574,1227291.1252079357,1384303.328280805,1236671.5737157175,1483589.8375632984,1538347.5508232363,1526487.007917107
P46020,0.2327,3.2872,1.574,1166976.3152687072,1200175.4302201644,1183743.8748718547,1385199.537235925,1355005.502959321,1407596.3816939332
P17252,0.2039,3.2767,1.57,3002846.295641872,3270136.3041996346,3012729.3648889377,3395975.5234402893,3600873.1072911303,3636403.1193145323
Q9P289,0.1695,3.1819,1.4789,10424417.683449024,10770783.32085028,10951128.65480901,11647143.92949571,12268786.63632485,12026458.411572441
P09496,0.149,3.0928,1.3935,154682859.62395418,147843947.2861004,141343397.30551305,166247380.74585003,155491392.63588428,167614676.8005985
Q6ZXV5,-0.234,3.0839,1.3882,1940461.205793051,1823551.8746714653,1733527.545186444,1496318.37224658,1603281.853726381,1548491.421541751
Q9UQ84,-0.5502,3.0596,1.3674,219137.44657754205,374585.9909429509,215243.724435209,184536.04032588407,192637.23710819482,172116.1071580307
P28482,0.1093,2.9331,1.2445,204915050.54311165,203908106.375977,203908106.375977,220481222.25968283,217724957.47434434,218874721.18919396
O95782,0.118,2.9103,1.2252,81470748.66928504,82447962.74968795,84564580.63830283,87867327.56105918,90776549.79155852,89433972.89270225
Q9NTZ6,-0.1295,2.8945,1.2129,55977313.73219379,54779613.45095386,55453733.52592618,49625282.86919283,50619632.58103954,50810377.60523843
P46940,-0.1311,2.8836,1.2055,116681831.02015504,117131115.248463,121106847.6821083,101253986.57171072,110882411.64287709,110059051.52737981
P51617,0.2358,2.8677,1.193,688773.7378888848,749237.934167509,764138.9954024254,852831.0267409765,846106.6863724767,878660.0652802852
Q9UKL6,-0.1575,2.7947,1.1234,12360933.97838046,11985780.143837132,12871444.825228624,10992244.167511608,11078083.791462414,11100674.695496345
A0AVK6,0.3068,2.7701,1.1022,583782.464239475,613747.7649100086,566770.7461633385,631296.4794127302,697922.1626445549,840483.6737099309
Q99541,-0.1659,2.721,1.0564,3294492.884191673,3341306.7377916877,3419035.614368729,2926806.6880494743,2989662.689522095,2993641.805393507
Q9BVC6,-0.1837,2.7007,1.0394,4861409.62218444,4447520.177354425,4867220.554227723,4354036.225210277,4042953.1920686984,4010766.703857425
Q6PKG0,-0.1234,2.685,1.0271,53163177.88425876,54136356.56108855,53251613.38096859,48441954.190884955,49046450.96414088,49046450.96414088
Q9UQ13,-0.2068,2.6694,1.0148,5739081.772844824,5327429.663588418,4761807.173326446,4617719.30910446,4549208.413970744,4471437.375747163
P82979,0.1136,2.6406,0.9892,116025312.31221165,110585240.87682179,117623264.85645586,124198357.2062741,125150833.63414295,120908843.5862179
Q15555,-0.1657,2.6358,0.9877,13136228.756563114,13309040.31764516,13020059.448908428,10861725.17679405,11941398.58361196,12176883.774830721
P61129,0.1942,2.5794,0.9376,178063792.78608164,169417982.0777251,156714031.78262323,206803969.95355982,170051661.36417758,196659396.52287102
O60869,0.1239,2.5797,0.9376,144187529.18269023,141741203.20782164,131913579.88238552,153241733.48834035,149738280.31789047,149738280.31789047
Q9Y6E2,-0.1391,2.5496,0.9119,35948463.42792019,36776932.08462685,35948463.42792019,31058315.735396147,33389020.83917226,33666801.98386219
P22626,-0.1007,2.5474,0.9119,618080774.6782466,631998165.588089,645662640.0512671,575944358.522237,590778322.8315948,590778322.8315948
P49756,-0.1281,2.5068,0.8744,34932471.68472276,35135203.53020047,35206237.29387827,31224970.433995757,32544361.862227388,31996932.79164088
Q14457,0.1506,2.5027,0.8734,4349035.848166826,4246343.796100717,4328681.434771582,4732057.160419113,4776184.840652933,4754624.707636311
P48729,0.1529,2.4423,0.8161,6896720.309290446,7219183.77628529,6826842.2747128345,7702616.622116044,7791694.704874294,7654360.876559639
Q9H910,0.1282,2.4029,0.7797,62678078.2175596,59866803.66901763,57200385.331859566,65505488.73469359,64314713.05997618,65505488.73469359
Q13177,0.0999,2.3805,0.7603,143157815.15299755,139351323.14128965,141741203.20782164,150952925.92271543,153241733.48834035,147843947.2861004
P14209,0.218,2.3727,0.7556,1229375.2540836798,1229375.2540836798,1125281.2660287016,1444729.9223439067,1420648.7922124306,1279571.7714148974
O60506,-0.0969,2.3284,0.7142,208372068.24339548,209193393.51403302,204915050.54311165,191904745.94779527,195893691.86029944,190861343.21154836
Q8TD19,0.1655,2.3185,0.7073,8216090.82853035,8591366.935719037,9084151.399458794,10194135.507533528,9154066.678908877,9513836.160993192
O60678,-0.1338,2.306,0.7035,20093386.809597105,19854096.30910551,20849085.665114824,18083926.20758692,18567237.678587824,18434865.693720892
Q96DB5,-0.1513,2.3107,0.7035,9388336.35887834,9527770.552476823,9023920.267994309,8044870.90657007,8339619.842825329,8628564.36095465
P51991,-0.0978,2.3077,0.7035,119548714.82976137,123221014.68177792,120096954.01990254,112254573.9781606,111534791.10067444,113313712.77184933
Q15506,0.1665,2.3027,0.7031,2404164.0130916936,2476393.179084185,2573270.144625525,2884427.457850815,2680669.370679207,2750586.6474506827
P10599,0.0958,2.2869,0.6902,229411542.60645935,225579280.3270996,227436840.2193475,243998199.32086593,238266411.87449247,242780274.69471607
P46019,0.2069,2.2832,0.6893,339269.42629359744,356074.54285959015,356074.54285959015,394527.7244426392,401866.7695497489,409985.9344767734
P20962,0.113,2.2753,0.6871,117948957.79653268,118957964.85178114,129303559.53087318,129528035.25236645,129922491.2027787,134226451.95413855
Q16799,0.1564,2.2763,0.6871,2569202.723107448,2501843.629214025,2515170.4285006677,2836704.142199256,2802491.50651688,2766660.194292425
Q9Y5Y2,-0.1961,2.2372,0.6518,2771208.8656921117,3354993.8705466595,2855323.99993311,2574191.067732408,2601549.3066284275,2618445.8696215143
P51397,0.1359,2.2194,0.6368,33389020.83917226,31749932.303118885,30151963.125998992,34668299.801159345,34668299.801159345,34775171.64688837
Q9UBU7,0.5102,2.2059,0.6262,590895.4482046488,702482.9965161638,877448.2285123584,1268083.2752960417,1144412.7616005356,659396.8364832287
Q32MK0,0.2078,2.2033,0.6262,882891.1462678665,914555.5207098052,985362.4710410291,1120640.6110676602,1010020.4058878006,1063633.9267239594
Q9BVS4,0.1404,2.196,0.6217,9642517.242697265,9617409.312523462,9424639.862422379,10179859.189327458,10750265.911333548,10504580.548023958
Q9P0K7,0.111,2.1838,0.6121,49549715.9082495,48880990.712886184,48268714.85383377,53585121.86002918,51989613.70828911,51933321.75017355
Q5VVQ6,-0.1437,2.1797,0.6107,11327892.234208638,11257341.817427492,11379574.592666723,9657736.425482662,10260378.810051572,10647143.286562901
Q9GZZ1,-0.1151,2.1537,0.5874,59866803.66901763,58535252.298655696,56336108.30190795,52243005.83961466,54136356.56108855,54042147.15864289
P31749,0.1629,2.1346,0.5709,2276658.9860500577,2234127.0802867827,2105949.9952380825,2466626.403196131,2448373.5379490196,2450604.9118084647
Q99986,0.1601,2.1258,0.5647,9738708.222288007,10718401.810415573,9973895.245693933,10477723.281452606,11503168.304820644,11824223.100793157
O60563,0.1279,2.1051,0.5596,13346970.223742204,13360617.389483357,13029601.273204489,14279602.36176175,14415177.643380955,14474614.099875629
P67870,0.1331,2.1057,0.5596,29742790.847929463,28522056.47870562,27060255.587021355,31406951.945703298,30794566.42582357,30836241.582521554
O75531,-0.2921,2.1091,0.5596,19218290.155985244,16762660.616195908,12885450.663720053,13765561.088149946,11999910.417615714,13932213.2048523
Q9Y4K4,0.1915,2.1084,0.5596,864089.9342767077,865577.8045601888,814889.5870676022,982174.3018531981,975772.0406951148,931082.8548914843
Q8NDC0,0.2058,2.118,0.5596,5503969.367401812,4721227.884387986,4572169.0955278985,5869775.356467955,5179780.598969307,5921147.73766348
Q9BYW2,0.1376,2.1126,0.5596,12454456.764178235,13004192.755925516,13451338.6665143,14415177.643380955,13686005.533469258,14446450.904592196
P16383,0.1484,2.0888,0.5484,4710630.071161676,4798709.604992542,5130832.899295509,5392099.320483575,5584116.423497967,5154106.652074577
Q8TEQ6,-0.1299,2.0903,0.5484,25964739.94299453,27949394.638511043,28065379.465714056,24394870.010321446,24676791.49477696,25401905.364828255
Q5T7W0,0.1531,2.0484,0.5105,3267503.2266437225,3344534.0907095033,3488156.405705485,3614566.8696819306,3953472.0923695364,3596760.3846828383
Q8NEB9,0.133,2.044,0.5086,8281890.055714186,8400285.844474357,8753074.263085648,9154066.678908877,9388336.35887834,9184150.927352512
Q9NRH2,0.2357,2.037,0.5083,105958.14159644114,108580.39411603713,122866.52574608407,120161.60561423592,137368.5341055779,137368.5341055779
P54098,-0.1856,2.0364,0.5083,1287569.627591039,1216820.5480301834,1289621.3476104678,1063633.9267239594,1157387.4059336202,1095744.418948643
O75439,0.1267,2.0402,0.5083,11695677.338901715,12246649.604818547,12441369.198495205,13057059.615802014,13178882.529381359,13252598.704850823
P09497,0.116,2.0242,0.5009,74320485.99475193,73082693.98532213,67719454.21077487,79161819.1325715,77018336.11191213,75629119.13937415
Q15742,0.2518,2.0258,0.5009,326891.8062656399,344160.719404157,332917.28008421673,350305.8608436598,460165.1048566227,378154.13791724393
Q9P2Y5,0.1863,1.9982,0.4811,94480407.4086174,92607517.85040778,80132957.60957693,113313712.77184933,94009118.9361157,95017233.078916
Q9BPX7,0.1777,1.9916,0.4811,3493760.22610404,3100523.019537045,3233330.24969467,3446365.7096771975,4028216.4618798257,3579143.6568544344
Q63HN8,0.1711,1.9915,0.4811,10735459.447324643,11492615.902879182,12973811.706940744,12394982.94030081,13840916.971313216,13156487.44476872
P27986,0.1741,1.9947,0.4811,1527800.2161303456,1547121.3073535464,1588536.8317152306,1806547.9912011314,1643929.3750892268,1779694.0551059663
P28799,0.1432,1.9932,0.4811,2936708.664785582,2924537.2820086656,2981126.8001788314,3244071.9350542263,3344534.0907095033,3119325.8797353623
P61978,-0.1101,1.9901,0.4811,474592983.2933233,498069808.1866883,525060115.7742153,440297764.9654526,457400626.21336883,481662397.87927294
Q9BY43,0.147,1.9833,0.4767,26715908.640181452,25080919.422677707,23311932.348260626,28465006.235990092,26812260.127640836,27415628.08504166
P06576,0.106,1.9788,0.4745,102060179.97400588,104933400.30536354,98330626.56351887,105594886.34954712,113946022.13668028,107180043.8126318
Q8TBF4,0.1595,1.9543,0.4522,2998828.234756999,2878297.528623781,2969949.9128167955,3169053.8408161066,3550160.355949094,3105665.1772024534
P68036,0.1486,1.9469,0.4511,481662397.87927294,430020590.3378688,411687047.9584816,504791928.0586296,449058434.67094463,504791928.0586296
Q9UNL4,-0.8133,1.9499,0.4511,2939135.9462375836,939129.9331932777,897704.131989834,910758.9930577516,909921.0445550166,887094.8234849125
P26599,-0.1082,1.9463,0.4511,89762671.62320942,92257914.19890663,86903926.69975051,78800011.25755449,83424399.44539005,85827118.65665914
Q3ZCM7,-0.2113,1.9353,0.4424,8339619.842825329,9418950.520714674,8905105.422489295,6712806.844635225,7353544.225301642,8827853.944688063
Q8N163,-0.105,1.9274,0.4389,48166568.47334583,50057754.846676305,48786743.79614006,44223745.72640688,45517879.06140069,46155007.082942605
Q9BQE3,-0.1566,1.9287,0.4389,8858837.29722244,9566340.883281479,9746421.601880744,7719295.898386979,8555936.94746626,8848805.38774946
Q5T2R2,0.1955,1.9234,0.4372,1845234.5372341506,1856469.084842697,2028237.25194357,2112348.8913350753,2431763.1016837084,1979000.5189154858
O95721,0.0852,1.8952,0.4112,113738099.33631675,112013683.4538844,113149158.16300635,119946066.00940616,119072452.30699553,118392403.96623866
Q9ULR0,0.1307,1.8778,0.396,32524260.293660145,32018203.353897594,29715692.986422777,33363517.18377375,35948463.42792019,33305785.690379433
O75167,0.1453,1.8742,0.3945,2179628.273967694,2213076.1451186417,2314777.0902294433,2501843.629214025,2450604.9118084647,2421807.324191121
