Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA56,V_log2.i._TMT_3_iTSA56,V_log2.i._TMT_5_iTSA56,V_log2.i._TMT_7_iTSA56,V_log2.i._TMT_9_iTSA56,D_log2.i._TMT_2_iTSA56,D_log2.i._TMT_4_iTSA56,D_log2.i._TMT_6_iTSA56,D_log2.i._TMT_8_iTSA56,D_log2.i._TMT_10_iTSA56
O43665,0.059,0.3897,0.0001,23605887.523993284,20331358.91486454,22271542.575567733,22308339.86865418,26144686.76829044,23355237.33444639,25642517.281620793,22115322.5779053,23049317.872401915,23996097.953313164
Q12872,-0.0915,1.039,0.0001,29822582.95330324,31466131.143282313,30888252.561047707,31813086.215631064,31139962.256570846,29891553.048878707,28380934.538144343,27554176.026136983,28512031.300992265,29602485.34615748
Q9Y2Z0,-0.0184,0.1575,0.0001,214535670.2998666,224593163.0931866,218586213.43390366,218586213.43390366,216404245.21860206,207058331.01929566,214535670.2998666,215555487.57975277,213246668.21170172,216404245.21860206
Q02218,0.0398,0.3352,0.0001,13243005.012162806,13317401.735478839,13022141.369993571,12751988.52119851,13077757.309120784,13362573.0588123,13001503.1300799,13741132.923288831,13451580.806675209,12934991.67758602
Q03701,-0.0875,0.4752,0.0001,714418.3542950766,746807.023403468,716778.1083054821,820808.6220411214,660817.3499199607,735893.6295236222,675126.0540295703,559328.6288497807,694626.4831383887,739147.3957824935
Q13619,-0.0435,0.3575,0.0001,12802055.035261922,13196929.918785857,12770397.356164863,12108817.515622722,12988368.085805263,12659184.639619684,11673938.360516142,12134021.357219005,12411522.040248387,12389761.582302198
P40121,-0.0588,0.4364,0.0001,4406690.643283961,4548697.864983817,4115956.059690683,3829697.5253936714,4041410.2820642595,3776107.6677022814,3962193.0397853586,4064102.0271745943,3973691.2748687575,4101127.284953071
O43819,-0.0041,0.0216,0.0001,2128640.091220911,2087255.6008723539,2087255.6008723539,2158728.4722691253,2194812.5809756466,2233047.099229326,2083775.0038842515,2115605.2060748576,2020575.4033515763,2055077.114805438
Q9H2C0,-0.0289,0.196,0.0001,3900504.265379388,4259208.869500849,4078264.965947549,4320809.455887042,4029471.3922829926,3906182.1913367296,3908986.848181023,4084323.8987942403,4029471.3922829926,4026493.0987537187
Q9C0E8,0.0058,0.0357,0.0001,7221699.353315879,7381264.254854493,7291714.881676491,7326263.601645218,6838719.615321306,7176963.73423343,7048703.647571281,7376741.0392048815,7259563.427597561,6938401.712252733
P53582,0.0643,0.525,0.0001,7494912.839091012,8077140.867814297,7235440.292863027,7123323.302830472,8260104.598094613,7761334.8601654945,7997761.562479007,7951753.862881383,7644932.113876266,8118258.285579727
P56645,0.0084,0.0456,0.0001,5482036.146075219,5752611.455807268,5386230.83743337,5473957.944174443,6038161.567762417,5677980.957644148,5848510.074767104,5205596.10970448,5347309.014256318,5892842.472921725
Q15906,-0.072,0.564,0.0001,2462714.778793463,2524659.509623214,2358428.037433251,2415638.8834236325,2513136.8099445403,2219472.465188406,2312744.5278186505,2281051.249377931,2291963.4072528095,2441256.4412684385
Q8IXQ3,0.0381,0.1654,0.0001,4669352.615438036,3986318.2983993413,4453387.194568448,4984938.758134065,4936534.434583975,5292862.151830099,4894023.166691074,3743756.8319761907,4531888.733480026,4920477.889650778
Q16795,-0.0071,0.0433,0.0001,7890164.5095575815,7668012.935093661,7852669.945603205,7376741.0392048815,7376741.0392048815,7472762.65284817,7199682.671508637,7997761.562479007,7655381.901001691,7235440.292863027
Q9H257,-0.0718,0.5555,0.0001,1952355.9692817251,2038886.4074526057,1937912.229405056,2020575.4033515763,1870002.9041868057,1746480.349881867,1843513.9592357802,1870002.9041868057,1872207.1113379796,1907140.9746262257
Q9UN36,-0.0974,1.1344,0.0001,14489908.511132997,15284951.40790864,14476065.351232873,14691154.10977519,15127067.80210919,14038065.5528767,13395502.81907875,13352195.335144136,13613452.136414167,14048495.111164251
P61254,0.0548,0.3323,0.0001,19541371.367273767,18772756.132565238,20385407.492990263,16535981.568301076,16215062.850684257,18186945.415346697,17854159.33147857,21283067.002261173,19386062.87819025,17246563.290468913
P08397,-0.0152,0.113,0.0001,714568684.8707638,727935988.0849999,697364309.875561,714568684.8707638,707925901.1899863,675297249.2675357,697364309.875561,707925901.1899863,697364309.875561,707925901.1899863
Q9H9A6,0.0277,0.1847,0.0001,7483390.036024617,7444911.353110422,7263367.97146292,6708523.577161595,7033940.253283608,7515396.553659767,6913545.775375456,7546880.6068993565,7312446.937081828,6930324.47659207
Q9NWV4,0.0652,0.553,0.0001,168272523.09173992,173256147.2254331,153928977.80502433,153355913.71258467,178180780.7709044,179968080.61794788,174527767.781989,159862360.92220977,162583734.3885151,178180780.7709044
Q92530,0.0148,0.1015,0.0001,68275295.15475217,72355871.65783878,69057048.07408485,71725910.94149862,70083842.48877132,77417731.04354823,67269201.15590553,69447634.0810728,66306373.22789104,70593390.6102471
Q96FF9,-0.0231,0.132,0.0001,4838287.571099829,4313574.462959791,4558322.9809031775,4655825.05955943,4984938.758134065,4663025.989746402,4775169.9188311845,4262656.465076859,4323963.817145273,4701952.715055716
P28838,-0.007,0.0473,0.0001,191708219.09380183,203027121.12470683,198154195.11905473,203942682.07572517,193827239.0748039,213246668.21170172,189395980.19793728,194983826.56692353,191292942.83941987,185643641.34078127
Q96FX2,0.049,0.176,0.0001,891287.8786009003,1067126.709688534,888233.685653765,1068665.8710379465,1352152.404596138,886595.5095731212,1232328.4284839567,1177488.0518574012,1051426.4116119398,1042337.0629323435
Q8TBC3,0.0155,0.0902,0.0001,5095182.248171405,5651204.162235333,4912261.082211165,5195541.429035752,5418641.987561285,5536967.833445974,5319510.482564977,5142837.719571085,4979306.112741313,5265292.580023956
Q9UKV8,-0.0324,0.282,0.0001,82786819.00885823,89929888.8626247,85081178.43477975,91700796.55536094,88332916.49080594,82876610.79382412,86338417.25802954,84375649.68917178,82248853.90531601,87465620.95347252
Q9P0J7,-0.0544,0.3336,0.0001,7308524.638031968,7828501.291439738,6809242.676306152,7058093.444995865,7009069.990533071,7501918.296517203,6548400.595206455,6137146.832550869,6423443.906985609,7655381.901001691
Q13243,-0.0227,0.1798,0.0001,93406984.13811584,94430548.86155404,93103607.2800424,86784908.46387056,94568378.87828222,84297667.68457809,91347940.06229213,90040754.4891783,88475716.85327888,95874972.96411058
Q9H299,0.0991,0.7391,0.0001,28446932.777772427,27937928.536468957,29988710.238812827,32727149.616627973,28512031.300992265,36377607.3371333,30225208.58921843,28219477.694463823,31644960.913542572,29842035.124168243
O60870,0.052,0.3661,0.0001,1783763.9478662342,1815275.6905987912,1808106.6299225236,1708991.6174714502,1810856.0295201659,1780063.528961231,1810856.0295201659,1895591.3603960876,1785119.0989359322,1880362.8210959975
P68366,0.0016,0.009,0.0001,5027942.847160126,5241258.594146798,4878269.664510269,4534746.144062037,4927808.56234562,4830043.427875786,4807722.480199932,5025382.88831621,4911011.873811542,4782284.902995376
Q70J99,-0.0043,0.0228,0.0001,4108835.580550491,4204145.385521104,4124668.632074357,4306950.67305441,3718332.00065576,4103671.8220830522,3749562.524191088,4348141.802723809,4075194.1414104607,3900504.265379388
Q8TAP6,0.0156,0.0788,0.0001,7153990.342012258,7737932.6439800905,6365840.900870709,6379825.926816019,7797953.764060951,6938401.712252733,7621774.478246573,6856191.855510897,6570259.309150103,7411351.864311063
Q92466,-0.001,0.0059,0.0001,8844861.122771358,9747296.234647164,9312944.627786525,9505117.891611144,9440303.621561829,8975840.942242313,9092269.207517313,9138336.328622775,9339330.876677142,9747296.234647164
Q6ZWJ1,0.0261,0.095,0.0001,2641930.858703138,2635686.848100198,2582545.4705742975,2497609.4320476125,3731747.5201303856,2741977.743113512,3278396.207830065,2594375.76219717,2663620.743642105,2907862.597744766
Q8TCS8,0.0199,0.152,0.0001,69709913.41989258,68363997.80819836,65076732.52782357,62384702.49943054,64927777.028450966,66844735.66341479,64303551.75203068,68955392.83196789,66527254.92119188,64668259.230442524
P16401,0.0742,0.7564,0.0001,35691289.993567966,36090003.06575495,34228137.13320239,33478489.933972612,37509429.11794199,37586688.51482947,37509429.11794199,36824446.121980965,35479098.834287085,36824446.121980965
Q9NZI7,0.0518,0.326,0.0001,780209.997820747,827369.7123397939,722481.9253693256,694626.4831383887,778170.9940580076,746807.023403468,783570.2131037092,796671.3235494978,804880.89180255,764895.3331231109
Q8N5K1,0.0816,0.4488,0.0001,5372769.481823242,4283076.070267397,4828537.62937214,4393004.845337096,4801174.861347852,5281699.896646569,5332397.986059717,5485281.919220832,4507331.503297712,4179341.130685759
Q8NBS9,0.0503,0.3832,0.0001,394082009.8696356,392775232.8814822,397654106.9009025,387881280.26178646,408007352.60512143,461820453.8392595,383946796.58734107,387881280.26178646,389948724.13556904,403585239.4470024
Q9NVH6,0.0324,0.2216,0.0001,9188120.456921667,9841499.923922075,9188120.456921667,10661713.24841428,9287640.823823059,10083835.131745216,9671219.51167574,9864925.465338176,9592687.11072485,9492784.818620993
P21399,0.0381,0.3246,0.0001,49812696.34681235,50410720.89967553,46357991.95301301,46642237.41225487,49152765.36579683,51424063.50634251,47754017.00266032,50737373.07211317,47790410.03600498,48324171.419991866
Q9UHP3,-0.082,0.8978,0.0001,15763093.226372542,16592362.235973215,16339393.755237134,16361143.752819972,15706066.33826484,14167735.325861616,14868637.241364533,15626092.24333179,15250076.986299602,15550268.012849467
P48357,-0.0002,0.0009,0.0001,2543415.123426291,2515987.1792510175,2332571.057290515,2368165.1765999096,2648839.4833364394,2155102.1607984966,2450781.8135094107,2985691.30468462,2260960.723948981,2424059.012081249
Q9H4A5,-0.0047,0.0219,0.0001,1168844.678561089,1103489.0706153181,1238251.124105267,1173618.1037175553,1058413.6777905414,1051426.4116119398,1139362.0910698646,1194947.7533375765,1122440.3056614676,1155285.9635521313
Q9HCE5,-0.0121,0.056,0.0001,2586353.9411041825,2253916.626793253,2622452.279883147,2562826.051111517,2464567.117928122,2330737.8085937174,2676128.6093740957,2146488.064413781,2494794.858292065,2603385.21849584
P51398,0.0356,0.2441,0.0001,9022484.005946102,8885037.471676826,9244371.70937115,8347334.360957666,8158625.96221809,8605659.275437951,8451262.645227797,9498949.35351742,9280998.65465205,8423830.927355176
Q5T1M5,-0.054,0.5051,0.0001,21056290.31809315,22115322.5779053,21640779.04805672,22271542.575567733,21209168.41619787,19612405.364459906,20581763.419095542,20738739.729085606,20820055.808186915,21410149.888329353
P16930,0.0625,0.5803,0.0001,150743693.9155484,160189310.67641044,142357265.00574443,145195516.09096888,167117234.18530807,160189310.67641044,164630356.4280918,154269957.69005832,154269957.69005832,156926058.57169124
Q9Y6H3,0.0097,0.0481,0.0001,998596.752931479,1081810.1365279187,1010100.7797386188,942256.6328758447,1051426.4116119398,1053145.6323701993,1051426.4116119398,991255.5205462645,991255.5205462645,971570.5065850401
P04150,0.0024,0.0132,0.0001,3648012.064412791,3912178.590556184,3749562.524191088,4115956.059690683,4026493.0987537187,3934598.5136624775,3937028.184879419,3815463.9107820927,3731747.5201303856,3846686.404118531
P32119,-0.0905,0.676,0.0001,949257018.6288549,1051871736.8690089,984013392.5064791,1035454597.6456317,960596033.1671761,1087891362.987088,899921393.9667022,899921393.9667022,905782584.4830662,829045355.4482033
Q9BVV7,0.0143,0.0791,0.0001,4498795.6942612445,4285655.191734784,4226470.501391795,3929361.0350540304,3945339.7458334677,4511620.036362089,3887760.5651791333,4247704.985773981,4174454.112380361,4032571.1287686024
O95825,-0.0324,0.2683,0.0001,46761378.0276531,51088939.75089208,45826760.52485732,49210544.03070203,50333917.78984747,45052560.619951576,48285538.45445053,46642237.41225487,47437366.34679565,47699321.53496758
P68402,0.0366,0.2056,0.0001,27772666.623709287,23549878.812976282,25957631.408742454,25616539.295116037,30291996.05188389,28479762.508601576,29100556.96867643,26952577.125380278,24559352.8541383,26034396.348435402
O00220,0.0483,0.2752,0.0001,1247500.5491832853,1095703.2997321377,1123540.9288986032,1033422.0276970128,1104681.2830211471,1099182.302106155,1210703.8330509786,1179211.7627806978,1156671.9249668943,1086471.0406268588
Q96Q83,-0.0185,0.1264,0.0001,8582700.115565864,8692925.983100863,8486599.060849508,8874182.732468575,9043879.066349225,8230833.028202343,8673065.47413593,8555208.71016526,8269388.447958759,8918565.135736493
Q9BVC4,0.0252,0.1253,0.0001,506960.8521120728,519439.2010840481,537061.8171537103,531407.564890451,461714.8888684344,472236.74262261577,478226.7019162175,558166.5913591223,538429.2162359292,526895.4186555266
P13073,-0.0079,0.0365,0.0001,57798032.617705,49022944.00261204,58164452.65003698,52353719.060738,56464359.30856645,57585325.50207743,58505216.108855486,44755767.716756515,51692802.01192411,56716988.2604528
Q9Y676,-0.0009,0.0044,0.0001,1219895.4435908955,1156671.9249668943,1193300.623008337,1203769.3515083932,1223619.5400533855,1114782.840422296,1173618.1037175553,1206440.1363351373,1173618.1037175553,1260892.5521931245
P07741,0.0711,0.7069,0.0001,328915526.16125834,341731100.3513177,333659497.6526021,341731100.3513177,314511025.0173095,372862340.5496771,335197897.7360802,338020328.0985156,346377459.7657251,331988038.1706304
Q8NB90,0.0413,0.3052,0.0001,15626092.24333179,16361143.752819972,14763175.736163754,14741204.441770561,15792845.843650635,17360108.514322337,15343037.50723417,15428826.922911288,15550268.012849467,14914040.721418306
P22670,0.0122,0.0796,0.0001,17981107.788089786,20044003.374833185,19191603.086644944,20491704.117537986,19712828.077855486,18721999.805533636,18472135.17758534,19566959.663636357,19914182.764399495,20483094.75086927
Q6UUV7,0.0186,0.0874,0.0001,1399610.2940603502,1357283.2443583186,1506792.3466960576,1626432.6483659614,1484230.1828722116,1646418.1489422477,1397801.8494671562,1459161.1774506771,1375255.7745115797,1509592.8560223207
Q9NRN9,0.0069,0.042,0.0001,37487168.926856175,39223755.28295025,37148420.63233311,42059817.66451613,37148420.63233311,35048583.92192811,38842143.172765695,41055524.47913364,37683081.78544312,39261196.653227404
P05165,-0.011,0.0567,0.0001,1273743.841182242,1390841.298171416,1269804.3987211457,1401546.5488653954,1459704.8729943878,1316558.7218571233,1351492.9074091818,1352152.404596138,1352152.404596138,1295724.1848202047
Q96BW9,0.0215,0.1184,0.0001,819432.5352286866,864940.2024117785,807995.3417383074,752911.5002122263,812238.7044377858,750518.6359783733,817945.1634989801,854260.9086603542,836006.9671583219,813487.290162892
P22314,0.0235,0.1704,0.0001,87809207.496621,85742159.05383484,90403846.38088627,81171877.63789825,78026326.31882007,84741027.73772185,79821216.48083405,89644571.10371104,88661639.82122634,82514702.13357958
Q9Y597,0.0168,0.118,0.0001,18721999.805533636,20289459.539116718,19027520.91312796,20921949.76272509,19852098.745134678,20154560.952009514,19666138.4655889,19580257.87780564,19396867.8067439,20044003.374833185
Q13148,-0.0554,0.3907,0.0001,13627086.234922329,13421298.387390342,13098495.256785803,11748306.46941169,11777539.70575544,11005408.266931202,12072553.82554581,13001503.1300799,12964050.770954074,11555108.254280904
O43237,-0.0013,0.0072,0.0001,5012853.7380717285,4981150.671108193,5099596.926803597,4864506.022607047,5265292.580023956,5132380.354151015,5074493.889699274,4881179.109042694,4842889.450557255,4987514.206305602
Q8WY22,-0.0298,0.1426,0.0001,1084148.7772542227,1114782.840422296,1028870.3955446758,997371.4772831819,1003917.015962499,840347.4253782448,1049408.8564178795,1094742.8146427039,1093772.2314180566,988236.2147718224
O75131,0.0052,0.0298,0.0001,6246901.797665329,6517090.73265979,6242107.272739544,5967452.305397244,5989505.886911207,6178574.876527343,5845798.334756701,6624993.966500449,6231406.836190524,5845798.334756701
Q9Y5P6,0.0349,0.2086,0.0001,1324073.005836563,1497194.030001405,1329239.1687017442,1339369.3329462118,1466003.9601639744,1415011.7379280946,1420518.6380564864,1415011.7379280946,1387460.837673324,1405492.6904172979
Q5T440,0.0382,0.2599,0.0001,2737701.740951329,2750470.292470779,2661587.8595005875,2536828.2187848007,2581371.9433310507,2707464.5360120134,2639535.8133100565,2728017.4272340867,2677427.3901350726,2717822.7512733308
Q9NV70,0.0183,0.0912,0.0001,1590387.5747376634,1518022.0751807839,1572621.213666411,1506337.4934813029,1313635.1177403247,1417217.7705333396,1460248.771123559,1572621.213666411,1624635.2031900529,1439863.401152096
Q9BV86,0.016,0.0923,0.0001,4443750.326325142,4708393.608496664,4838287.571099829,4891906.266270057,4341243.33499881,4814689.630862903,4344351.7253842065,4891906.266270057,4747643.28093785,4424682.33009353
P0C870,-0.0251,0.1274,0.0001,989142.9929157395,1080462.3125786865,1088714.9251800044,1229938.7657048157,1075543.7649636674,1044368.7689211597,1015905.8186274472,1067126.709688534,1068665.8710379465,1114782.840422296
Q5T653,0.0198,0.1256,0.0001,5973059.821159044,5833331.087054067,5451457.57826368,5872403.417592783,5701368.300863521,5610697.532978651,6036352.7696830295,5717183.280451829,5821238.55530734,5717183.280451829
P53396,0.0024,0.0147,0.0001,135117734.21066502,128792401.600511,135693231.61956665,119649184.25557682,120005825.49453036,129475999.08656892,117649172.31057473,133751096.68848608,129475999.08656892,122909126.94883195
Q99856,-0.0576,0.4482,0.0001,11435294.14307276,11391191.241872067,11758229.285080353,11613924.542677557,10432621.66797802,11666154.905567767,9928902.31885234,10988511.524691984,10669348.809836056,10553769.251543015
P37268,-0.0328,0.2113,0.0001,8423830.927355176,8388875.124219883,8423830.927355176,7968749.413496275,7472762.65284817,7053264.003073836,7587210.059212053,8236508.156447816,8432085.470363278,8024670.808967003
Q96C90,0.1711,0.6025,0.0001,29716614.73207756,18453235.27279071,27150196.992902275,26575535.928714536,38378399.44473956,33942951.41302845,39424572.6240281,26234006.329685785,25717926.41590647,30973469.498320654
O95758,0.0235,0.1102,0.0001,671286.6285978393,625212.5749041768,650266.0914944832,659295.8752966516,623925.1763376055,559328.6288497807,732726.9987522445,654544.2761874138,682294.4332378329,618804.2929739442
Q08J23,0.0459,0.3254,0.0001,48071889.00144354,47790410.03600498,47772210.21935646,43311738.90670389,45449234.82860096,53709179.26815137,43571686.19879447,48124097.185220696,47233274.83960509,44506833.002511986
Q03014,-0.0138,0.0719,0.0001,4548697.864983817,4018671.2752165548,4457769.377225484,4622740.122807942,4775169.9188311845,4280799.693259953,4782284.902995376,4078264.965947549,4313574.462959791,4515086.073001064
Q8N4P3,-0.017,0.1141,0.0001,10734493.690481763,10720546.678549258,11024227.731861012,11768048.81200376,11064983.699267788,10284869.98124755,11183856.663224977,10734493.690481763,10832167.972307354,11034557.49192647
P78406,0.0536,0.4003,0.0001,18153824.000417132,18432499.984907676,18741054.689787656,16850082.158468004,17607573.265047174,16470280.5050701,17874903.530403994,20491704.117537986,19701883.74407113,17644325.321047444
Q9UIM3,-0.0012,0.0058,0.0001,5319510.482564977,4698493.623161105,5802586.888051825,5869302.357970114,5479584.380206278,5025382.88831621,5438436.353063334,5654066.849687911,5458071.374508425,5295204.605402293
O75575,0.1325,0.5383,0.0001,8690584.677530179,6047221.529839942,8300748.1939098695,8322937.541663049,9589459.494414765,10168253.589689584,11064983.699267788,7158749.6145736845,7919473.829309925,8089590.815545078
Q96HY6,0.0173,0.0907,0.0001,6429435.0774805965,6065393.649863735,6913545.775375456,7133657.597149356,6020789.968050706,5973059.821159044,6320835.681856789,7088415.245417515,6876541.237614428,6358381.326160006
Q8IYH5,-0.1119,0.633,0.0001,199480.5306007356,212511.41915556713,185711.74587438608,228795.17146891827,185711.74587438608,165676.55446017117,185711.74587438608,212511.41915556713,165676.55446017117,197014.71461455413
Q99707,0.0027,0.0159,0.0001,4333383.924668424,4329954.337218462,4176640.4140489134,4217295.815391836,4256856.657710325,4329954.337218462,4138273.3969867,4356303.414757155,4179341.130685759,4110924.256748372
Q5SSJ5,-0.0471,0.1827,0.0001,8178571.228097312,7535152.55540986,9457499.537193684,10473398.712258773,8379708.2215683265,8862603.623002985,9014015.873896575,6246901.797665329,9029475.83258187,8989533.3738361
P31948,0.0583,0.4738,0.0001,2983885809.3858585,2815562831.2844415,2932036078.8468475,2932036078.8468475,2874339263.986391,2932036078.8468475,2983885809.3858585,2983885809.3858585,2932036078.8468475,3140339390.447577
Q9NVG8,-0.0108,0.0745,0.0001,13492600.616762614,13812426.196218317,12802055.035261922,13352195.335144136,13708348.799209105,12908835.626314977,13352195.335144136,13068116.721612336,13068116.721612336,13517715.309597274
Q5T1V6,-0.0201,0.119,0.0001,1914067.7958681104,2035898.786792489,1922594.565196364,1833700.168539774,2023909.2053167655,1839444.3507262522,1980860.8667897615,1892064.9328555304,1901824.3153886553,1872207.1113379796
Q9HCS7,-0.0608,0.2813,0.0001,5074493.889699274,5438436.353063334,6461865.896951074,6358381.326160006,5007613.759913602,6392442.99709356,4618313.6643048,5202255.154272667,5299453.755600444,5353970.428833175
Q6UB28,0.0096,0.0527,0.0001,4271517.670817206,4742864.0343584195,4600690.259832058,5070414.148979834,4590494.779387582,4600690.259832058,4549730.8148345,4420949.242684997,4650102.350002826,4946311.234656594
Q8IX07,-0.0685,0.5608,0.0001,5031026.785617512,5378618.190664422,5319510.482564977,5594498.07042474,5150858.402032003,4838287.571099829,5040814.870242316,4791525.6797754215,5012853.7380717285,5281699.896646569
Q9HD45,0.0309,0.2012,0.0001,11448157.582122175,10892803.160103528,10812911.861852229,9901264.676708544,10319421.852622986,10031582.18135496,10464839.723001938,11852245.590240927,11341427.954696726,10250910.48724189
Q9HBM1,-0.0465,0.2974,0.0001,7385611.936084307,7259563.427597561,8316068.0899145305,8095740.353510691,6926999.69675434,6943877.807497812,6681169.270605332,7433259.841823689,7748562.778052618,7583881.545869207
Q8IWE5,0.0359,0.1238,0.0001,1974998.4494910275,1679351.712605349,1352152.404596138,1507247.3372581517,1265643.3417938189,1775574.0644268498,1366778.1701385104,1800658.3061697471,1527280.4779308913,1414391.3636311076
Q9Y6W3,-0.0277,0.1645,0.0001,2782061.9403587123,2797172.5270562535,2832696.310564918,2692138.029381167,2603385.21849584,2494794.858292065,2500345.8277475024,2845563.256354525,2835591.8541055857,2624605.77406024
P61077,0.1105,0.54,0.0001,14276222.838415707,11015721.462030053,12758296.180347115,10480659.600627657,13545102.92141882,16087733.028063824,14024636.57013001,13545102.92141882,11104322.594886912,11500948.96673341
Q4ZIN3,0.036,0.2106,0.0001,573786.3968571259,587470.2872006895,611656.7916593609,600071.1480858095,585432.7260584664,571468.673472932,587470.2872006895,652415.9285919846,596185.5198401998,592884.3377773166
Q16630,-0.0667,0.7435,0.0001,51424063.50634251,53548011.2829747,51692802.01192411,52638000.78072481,53632966.98798858,50147502.63264771,48124097.185220696,49514917.16613031,49563457.629020594,50894079.78949248
Q9BXW7,0.007,0.0332,0.0001,773015.0248128275,840347.4253782448,837312.3680757609,734408.626779109,742029.2335924733,828567.5188800874,723661.9693502602,816650.0256002934,797712.3898106536,734408.626779109
O75600,0.0121,0.0606,0.0001,4695891.355968961,5057700.965174299,4198912.343186363,4400929.163790758,5231535.133134251,4753969.477762593,4872478.334936777,4323963.817145273,4548697.864983817,5004754.773745169
P25054,-0.0133,0.0822,0.0001,6479185.265187383,7000826.439872201,7000826.439872201,7312446.937081828,6974319.131915427,6970884.194376072,6672385.949296236,6864511.182725036,6521847.742546181,7033940.253283608
Q8IY95,0.1499,0.926,0.0001,1158792.7557546606,1058413.6777905414,1104681.2830211471,1140836.9628841723,910135.340624302,989142.9929157395,1126196.9514187586,1373076.3041340578,1298645.237443622,1113722.70184656
Q14527,-0.1374,0.3728,0.0001,5214054.7454963755,5552583.451612008,7194680.745429307,9287640.823823059,3783605.8872528784,5007613.759913602,4380828.904812638,5701368.300863521,6643559.784751432,6208210.522710041
Q6RW13,0.1625,0.9992,0.0001,924555.0129616914,914106.510207617,940064.1082125078,846800.3029976559,1106214.4101940214,1265643.3417938189,911713.0496900829,1070724.3751358776,971570.5065850401,1015905.8186274472
Q12996,-0.0585,0.4966,0.0001,12526709.557732703,12770397.356164863,13352195.335144136,12854371.436202306,11828403.270484036,11758229.285080353,11435294.14307276,12811597.471412452,12273244.856981726,11874951.620397655
Q96GY0,0.0478,0.2171,0.0001,1544828.130847756,1441457.2299355417,1410822.7164184963,1544828.130847756,1890228.7564142845,1485113.4251344523,1790592.4157074466,1448933.4075442597,1574205.571122154,1708991.6174714502
O43464,0.0086,0.0541,0.0001,21176425.46092545,23099548.220650163,22115322.5779053,24890234.901088398,21328469.53100021,22010349.987837758,21795792.1135638,22778642.87928629,22703395.247038305,22739397.760140426
Q96EI5,-0.0301,0.1752,0.0001,5353970.428833175,5774166.387588749,5347309.014256318,5513252.74504688,5994121.6799128745,4827032.300311289,5665293.348680295,5182624.47007977,5508191.587872027,5916061.051901466
Q86V21,-0.0675,0.3157,0.0001,1460248.771123559,1640924.8749233494,1246601.7478691733,1255842.107404589,1754104.6123615126,1422414.5636741875,1488980.9442786598,1310429.5369651008,1295724.1848202047,1418811.7278225974
Q14152,0.0263,0.1873,0.0001,113987727.97839297,110556728.53267716,120005825.49453036,111574710.31669293,106274939.00044864,123647919.1363512,103536304.53500244,115603558.7763931,110556728.53267716,113037659.61858252
Q96EC8,0.0912,0.6201,0.0001,417160.42390154407,423639.79175835365,416195.40744000406,361842.4515300656,384536.47095530893,421164.36249899684,402713.6450390491,431615.41034693207,403394.8863144164,451066.5194535713
Q9NXR1,0.0286,0.2279,0.0001,23748840.466332793,24798795.78331024,24019399.209838085,25738958.824574433,25053355.730715685,24109001.405815125,25138961.902106617,24495673.283098243,24951252.29547815,25738958.824574433
Q96BW5,0.0437,0.409,0.0001,62878598.67601571,66527254.92119188,60454508.53406209,61904316.318364166,65829867.58368761,64838024.97779053,66015206.06441804,62804200.60613802,64376362.68820798,65580954.77982408
Q9UHQ1,-0.0788,0.8083,0.0001,13532084.075324144,15094456.024361473,13579524.148570979,14090759.499578979,14625541.148959434,13407895.740124485,13362573.0588123,13249281.04461667,13131723.478695536,13227701.051079886
Q8WV22,0.0356,0.1936,0.0001,996731.1493584336,1071199.7808892068,1056153.112945335,1168844.678561089,997371.4772831819,1129150.2813527286,1025582.1380097648,1044368.7689211597,1065223.5732648724,1096873.8179372796
Q86UV5,-0.0625,0.5974,0.0001,34964365.0399712,36027781.47038035,35777918.98516316,33501709.304562308,33730692.45836557,31340690.06732657,31466131.143282313,35462712.631067984,33553885.205115207,32969414.253333285
O00161,0.0788,0.5239,0.0001,44857932.735642135,35777918.98516316,47595478.15818052,47932868.049575925,45716795.93756407,45554155.23271636,48324171.419991866,46357991.95301301,44093655.19465481,47638028.740751445
Q96P48,-0.0734,0.3582,0.0001,1068665.8710379465,1158792.7557546606,1256820.737774347,1324073.005836563,980536.0381850677,1026446.0068003271,940064.1082125078,1164490.452129041,1200702.719916238,1111990.0127555253
Q8NFA0,0.0937,0.644,0.0001,908124.428961328,962247.0116148894,902784.2725982084,868219.3676192786,926793.4547513367,1088714.9251800044,903805.9442801905,972790.3419938305,925549.0288255844,926793.4547513367
Q71SY5,0.0174,0.0626,0.0001,2475065.1664467393,2055077.114805438,2633147.4856559834,2060134.529933482,2231278.073060537,2234759.299625037,2246177.3009302723,2522082.189085801,1793348.0990346596,2677427.3901350726
O95453,-0.0043,0.0324,0.0001,87465620.95347252,89338527.4883929,82027836.96537296,88332916.49080594,87095921.70799157,84375649.68917178,85742159.05383484,86607965.93919516,85742159.05383484,85639591.6002979
O60832,-0.0135,0.1063,0.0001,60116500.75885857,62471665.62981425,58679829.77100977,58221229.48251861,59926212.967647836,57972834.496453606,58164452.65003698,58414388.157133415,57877351.93892311,60840649.55297484
Q8WVK7,0.0509,0.348,0.0001,2843765.0604692986,2586353.9411041825,2898842.258275452,2761150.4324187133,2843765.0604692986,2788678.792931005,2918823.877010245,2954433.693245685,2863644.7912545637,2754574.0574781704
