Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA56,V_log2.i._TMT_3_iTSA56,V_log2.i._TMT_5_iTSA56,V_log2.i._TMT_7_iTSA56,V_log2.i._TMT_9_iTSA56,D_log2.i._TMT_2_iTSA56,D_log2.i._TMT_4_iTSA56,D_log2.i._TMT_6_iTSA56,D_log2.i._TMT_8_iTSA56,D_log2.i._TMT_10_iTSA56
Q02750,2.2816,inf,inf,28594742.93360552,27980330.931725986,28446932.777772427,26234006.329685785,27870445.541568585,129944025.23532805,140680815.28269687,133958967.44375443,135117734.21066502,129214541.87910865
P17612,2.6492,inf,inf,16458221.743985837,16765434.066368625,17174270.450428862,17313262.55933901,14799328.385445092,96582926.32582574,106087519.37228991,98333369.26345454,104083237.36521499,106755943.39836338
Q13555,2.0712,246.3357,243.063,5356444.589933513,6069108.744679895,6047221.529839942,6112506.993415064,5360384.358319856,23659894.419738635,24411738.5747422,23854293.956013206,23921051.63549183,24411738.5747422
P15735,2.1295,227.4591,224.3113,4021746.0054067704,4445749.130367871,4378111.086393083,4722700.250659702,3947489.095143076,19164673.313932076,19541371.367273767,17959088.832999706,18019727.017389797,18380356.714044157
P49841,1.9361,182.3077,179.2569,1939541.8702515194,2155102.1607984966,1943130.0899819667,2033185.7164107617,2049508.3967924933,7042934.671328031,8269388.447958759,7910545.918602958,7444911.353110422,7621774.478246573
Q8N5S9,1.8313,177.0411,174.0695,1777392.9744023343,1909209.4079942629,1894118.4593502244,1929743.3693678107,1852683.4725028318,6692237.939576607,6815021.227106099,6374839.946867036,6277218.121282409,6780972.438492182
P53778,1.9706,173.7457,170.841,1081810.1365279187,1115798.3867973944,1179917.50082235,1193300.623008337,1079292.1684537684,4179341.130685759,4544577.576878964,4278907.91249666,4393004.845337096,4504717.581625458
Q13188,1.599,153.9545,151.1078,8713463.158257239,9595915.746870873,10151902.33979967,9941229.292369612,9652218.473618675,29740449.359871466,28995201.53177993,28026462.82811231,27980330.931725986,29188577.757244114
Q00536,1.5504,145.5072,142.7116,5159685.49789229,5217860.16217759,5390366.810575743,5560586.392790406,4861088.401929972,14949315.686982824,15361027.761381071,14992766.068811717,15031880.739297379,15525339.057682345
Q05397,1.6034,142.0519,139.3021,21283067.002261173,20491704.117537986,23457865.849650472,24488988.841758016,21938248.909804884,68061952.36581875,67477304.59406465,65747643.90738627,66170264.01334798,68177094.8906527
P22830,1.3568,141.8521,139.1436,37096977.97972821,36654529.21187173,38486483.96121742,38099575.82433282,35462712.631067984,93809401.50703032,95874972.96411058,90903341.41305837,92301892.97994679,97698699.34168768
Q86UE8,1.4179,139.1868,136.5162,7583881.545869207,8236508.156447816,8211228.5440455405,8185016.81586963,7583881.545869207,20331358.91486454,20867470.563618574,21378187.10131867,20945009.31449827,21640779.04805672
O14757,1.4067,138.6937,136.0579,16527488.671199042,17749118.62340583,16327607.261103442,17205365.80624271,16011964.206269912,41113436.78523883,45310646.19134608,46082981.045671634,43870709.71972958,43373727.90035072
P24941,1.4633,136.9182,134.3146,24198820.9441853,28899091.025592428,24980855.519696094,25881407.118221253,25484112.93133569,73794605.95478083,72064096.06862867,70353792.99438734,67412015.307268,69057048.07408485
P49840,1.3762,132.3632,129.7895,9963826.020081688,10525543.683533024,10392984.217047004,10045990.638927935,10537829.524077905,26810558.36761924,26751776.246435434,25717926.41590647,25047558.527670465,27751869.964444976
Q13627,1.3172,125.2082,122.6625,10708037.1237609,11659128.113844302,11097809.977911256,10988511.524691984,11122433.831423294,26575535.928714536,28576251.55904697,27174721.046298422,26315410.606856413,28263162.912537593
Q9NSY1,1.3818,124.5888,122.0694,17545444.476215053,18136787.454287983,18980002.150066998,20058802.714195587,17577036.91599352,46905040.50369398,47699321.53496758,47790410.03600498,46822474.33705099,48665876.38998427
P55263,1.4223,121.3742,118.8797,33835608.30211004,34730136.85693169,35883544.802280426,35580258.341761455,31211284.353196934,81034791.93213102,90579019.70121536,95567780.00140812,96240275.05778494,90579019.70121536
Q96RR4,1.4202,106.9887,104.5177,2325358.334525051,2608789.7732371953,2561661.6265630336,2530927.569358944,2574465.845719053,6741692.946805123,6984901.4978689365,6562370.420273966,6374839.946867036,6672385.949296236
O14965,1.3406,102.1841,99.7353,5275115.164829969,5099596.926803597,5333897.534691572,5258977.81446774,5323235.899069921,13108454.821666311,13627086.234922329,12299742.442897126,12595022.556351243,14214823.796097776
P45984,1.2544,72.3614,69.9338,3861005.5301783495,4144360.7251856183,3896446.8593806247,4605591.103890628,3739898.511532975,8898178.012733275,9492784.818620993,9875695.749971354,9811860.079236034,9699086.67446842
Q13523,1.0443,68.8414,66.434,22095402.86234162,22651309.329415444,23091048.859130323,23549878.812976282,20116710.666818567,44034399.00836915,43311738.90670389,45348172.29492941,47595478.15818052,47139965.92657851
Q8IYA2,1.3386,66.5229,64.1348,2079299.0003355998,1841705.6360637487,2005831.3655854426,2015720.4192486128,2201146.457152049,4698493.623161105,5498947.110558937,4698493.623161105,5142837.719571085,5340249.809151465
P49336,1.1811,63.5516,61.182,1799075.3861190963,1927365.0252000731,1897763.4819954268,1748422.5504741406,1837922.4708785145,4320809.455887042,4193303.00104484,3874417.9732795097,3912178.590556184,4341243.33499881
O15530,1.0496,60.3131,57.9612,3585449.606549869,3724276.0724065998,3739898.511532975,3700018.20885258,3376486.4564466216,6974319.131915427,7683079.759778191,7583881.545869207,7385611.936084307,7477187.032325696
P22612,1.7249,57.7983,55.4635,99610.69780154966,105521.71998503887,99610.69780154966,99610.69780154966,105521.71998503887,242701.384018473,384536.47095530893,367346.6213464483,341751.5060422238,331136.1471985493
P78362,1.2158,55.3726,53.0582,4014467.5469443244,5142837.719571085,4046566.9101264337,4110924.256748372,3827875.189892271,8806382.575915838,9894665.324862368,10306332.811559148,9882969.242312223,9633458.091703167
Q13043,1.3995,55.3609,53.0582,17959088.832999706,19723115.435477305,21361791.98149536,24798795.78331024,16327607.261103442,51088939.75089208,49989361.00747682,51830160.662874565,54530026.84862225,53966549.80713455
Q13131,0.8506,52.8845,50.5971,20959923.85571535,21378187.10131867,21470732.268823892,21077686.810168825,19256646.66956813,34999437.25952463,37059834.68305195,37947441.935126826,37844716.6610771,37868804.21225948
O96017,0.996,49.4969,47.2242,6876541.237614428,7761334.8601654945,7165510.048457078,7088415.245417515,8194655.559026394,13334987.89983671,15626092.24333179,15094456.024361473,13881597.522847282,15202307.44043118
Q2M2I8,1.1716,44.4878,42.2293,7621774.478246573,11244873.221596463,8053803.988063749,8713463.158257239,8203276.806206506,18804027.764190994,20075411.71979876,19541371.367273767,19191603.086644944,19898338.833911102
Q9NRV9,0.8537,43.3253,41.0806,2977808.4630593476,3087635.5435108165,2954433.693245685,3119622.000498015,2956576.5492816838,5042810.249444531,5482036.146075219,5415815.90941207,5519293.2504648985,5519293.2504648985
P23443,0.8578,39.0607,36.8294,2766735.33090499,2712043.9921699427,2806284.1585403606,2717822.7512733308,2518907.0402275748,4553858.458081517,4948821.000481815,4851082.182988173,4787962.061066848,5095182.248171405
Q96SB4,0.6859,38.5257,36.3074,17263406.30283244,17256393.92847203,17777323.1681421,17126367.3495219,17834477.577499203,27405267.861589123,26952577.125380278,28576251.55904697,27772666.623709287,28129620.23818292
P36507,0.8244,37.8554,35.6496,12505903.896424364,12199686.846779723,13597110.373099528,12897554.705817576,11281532.39771118,20347143.28171537,21077686.810168825,22752796.513600454,23329237.680881772,21956287.50461998
P28482,0.5814,34.0637,31.8702,176912323.86399525,180988176.26589537,176912323.86399525,178180780.7709044,175075347.48462647,263726009.40799648,262015463.92826304,264781480.69110942,258663484.07482252,264781480.69110942
Q00535,0.7411,29.6039,27.4223,5397868.423717342,5610697.532978651,5463931.286609744,5312500.053534375,5444894.028420273,10055816.898594558,8481026.258402573,8787394.421694081,8856310.543876126,8806382.575915838
P14635,-0.661,29.4445,27.2744,19396867.8067439,18917133.121311724,17860608.03890557,17874903.530403994,19116198.79501852,11308563.789642956,12173440.84282273,11005408.266931202,11666154.905567767,12102242.143947883
O96013,1.8544,25.42,23.2612,10756535.283767818,12751988.52119851,16753263.487516314,23627895.980908893,9474737.086711626,52292907.83106559,50737373.07211317,51424063.50634251,54073440.983972736,54073440.983972736
Q15208,0.6764,25.1515,23.0038,2730870.4028374073,2905201.19918761,2859392.8226857814,2871627.5636969716,2614459.8964745016,4405123.482393785,4313574.462959791,4529335.258408642,4320809.455887042,4525575.170137364
Q9Y2K2,0.6606,24.1298,21.9928,3993044.3911586977,4370015.239041521,4138273.3969867,4190829.798384883,4138273.3969867,6996143.837329081,6504795.810939536,6202450.9911956955,6385173.0080157565,6455653.522503381
P45983,0.6887,23.5899,21.4634,8481026.258402573,8806382.575915838,7910545.918602958,7279983.803271067,9052116.679350102,13157845.117240729,13731935.307910316,13028946.781810395,12307736.020229312,13939736.164669419
Q9UKI8,0.7356,23.1527,21.0364,1063507.7088093369,1079292.1684537684,1142283.5374298096,1177488.0518574012,1007594.8691002759,1766792.5090436235,1886195.2839588933,1816886.226381459,1783763.9478662342,1754104.6123615126
Q9H2G2,0.5237,22.0162,19.9098,50603303.6874856,50333917.78984747,54662845.265357696,51424063.50634251,48739313.335951574,69611004.61196777,70083842.48877132,76219773.75598533,73538523.76814215,74277596.65352412
P61962,0.5578,21.4262,19.3296,18314457.61128211,20432612.61206459,17313262.55933901,17812270.990528695,19209012.116232563,25801769.247868013,28058606.790226247,27795579.021434046,27365518.954293385,26419891.572985142
P25098,0.6355,21.3936,19.3065,2819870.1696637818,2791988.2899725903,2938974.1723660515,2965418.6204778687,2741977.743113512,4313574.462959791,4271517.670817206,4361345.340816513,4291906.213292142,4669352.615438036
Q9UBF8,0.5876,20.6464,18.5687,4916192.306556604,5281699.896646569,5135219.201744169,5265292.580023956,5084600.554710135,7225920.141549546,7737932.6439800905,7587210.059212053,7438146.847809637,8174612.365785714
Q14012,0.763,20.077,18.0085,559328.6288497807,590371.4092104574,640648.7951921998,614345.2226206126,486021.2878352998,933802.1987367049,992990.3417583278,961620.4490440435,992990.3417583278,969726.0806581927
Q00537,0.63,17.1677,15.1081,599524.4933295586,680736.9571111824,637012.2540679288,653196.9504910223,603600.091918303,1010100.7797386188,905490.3056941115,952284.3976269781,957724.5179501045,1029924.0774422614
Q9Y6E0,0.4453,16.4419,14.3911,18895366.6832104,19256646.66956813,18404473.588101603,17914229.027439583,18656055.244602203,25041762.839641057,24559352.8541383,24536228.47510304,25399038.888722535,25831580.475457806
Q9Y478,0.4922,16.1849,14.1427,10229613.55848651,10681012.225277338,10510061.459802335,10453798.568660617,9469206.07198959,13465239.454918463,13668995.395481102,15059804.438544469,14741204.441770561,14489908.511132997
P50750,0.4807,14.0354,12.0015,4326586.6031734375,4154656.610425512,4230411.344216447,4120718.611373493,3862496.593586637,5482036.146075219,5594498.07042474,5774166.387588749,5825205.843253763,5886794.233428183
Q05655,-0.5907,13.9207,11.8951,6851751.462534429,8507037.423328111,6379825.926816019,6624993.966500449,6624993.966500449,4306950.67305441,4389594.00526131,4875146.694740971,4669352.615438036,4715773.152746564
P41240,0.4307,12.6825,10.6651,12854371.436202306,12618818.313555831,12234827.032915547,11357758.378834156,11214149.170725185,15881782.638736663,15442598.102827083,16191409.552855564,16307336.069218451,16511641.423351893
P54619,0.5325,12.5968,10.5874,5825205.843253763,6753083.989288888,6192836.857957423,5848510.074767104,6277218.121282409,7498085.780825453,9339330.876677142,9941229.292369612,8722641.40598832,8692925.983100863
Q9NYV4,0.3771,12.1453,10.1436,39223755.28295025,40892633.496133216,40158830.77437357,37844716.6610771,39184149.0225949,51830160.662874565,50052693.44708356,51649461.07877045,48285538.45445053,51526200.94754992
Q00534,-0.3764,12.0811,10.0872,29393891.574615397,31526825.63862677,29142517.189362932,31211284.353196934,30445257.727141812,23021053.652166232,22873302.109554753,22778642.87928629,23184678.735735524,23694670.120807
Q6ZSR9,0.5803,9.7718,7.7854,4946311.234656594,5224160.064419625,5195541.429035752,5135219.201744169,6964064.28579595,8085320.823859554,9071196.087747728,7733659.951837531,7468911.381009214,8244013.918909055
P33981,0.3733,9.0488,7.0698,4280799.693259953,4271517.670817206,4511620.036362089,4460727.93974451,4195126.14022771,5323235.899069921,5613522.425242202,5692193.835806021,5646689.7272032015,5552583.451612008
Q9NWZ3,0.3853,8.6885,6.7168,3435790.930983051,3659384.0427390495,3515491.6082860553,3452117.476541975,3455429.945614815,4061013.1269274857,4630012.378787288,4827032.300311289,4636524.282585845,4474532.262657907
Q96GD4,0.4781,8.5902,6.6257,331136.1471985493,320565.0640214803,312757.93456791254,358907.2697476481,303137.6622168107,423639.79175835365,417832.216914939,452048.2583466897,465826.2034135513,482030.66743575863
Q9H2K8,0.3527,8.0365,6.0823,4254248.718004747,4498795.6942612445,4148047.4881625255,3874417.9732795097,4055550.6171306884,5229637.149334984,5244053.19692397,5344504.61763126,5182624.47007977,5292862.151830099
O75116,0.3102,8.0328,6.0823,38713193.32616259,39586695.016640626,40855514.37427521,40088312.68447996,36735145.422331735,46719364.360477865,46357991.95301301,49989361.00747682,48243428.077627614,49022944.00261204
P13861,-0.3135,7.9527,6.0091,18404473.588101603,18762984.760369156,17682239.23698079,17090592.763862718,18335476.45779187,14756581.801453885,13870257.830565345,14247908.491972601,14615059.633867446,14328373.657911478
P06493,-0.2948,7.6266,5.6897,37009192.95741063,36735145.422331735,36238248.9613928,33783095.719398715,35018673.49920451,28995201.53177993,27670692.611471362,29359776.093347747,29142517.189362932,28939379.83996805
Q92522,0.3188,6.8815,4.9512,6498043.721196219,6577635.761270124,6538051.180361614,6036352.7696830295,6374839.946867036,8118258.285579727,7761334.8601654945,8316068.0899145305,7797953.764060951,7501918.296517203
Q92794,0.552,6.7445,4.8208,812238.7044377858,786260.3785667113,703281.9329878768,1035413.1102889073,840347.4253782448,1388984.568005375,1303638.3067520733,1081810.1365279187,1121174.5104796265,1158792.7557546606
P42785,-0.3234,6.2724,4.3551,12705124.174837211,13939736.164669419,11852245.590240927,13053314.889855897,14160582.63186135,9579788.007275498,11252259.080047864,10681012.225277338,10384343.601879159,10023739.004805325
Q9UHB4,-0.4191,6.2586,4.3477,1634662.2164123051,1782572.2728488515,1457747.9467107826,1460248.771123559,1736183.8659605377,1077115.0677916706,1282790.6119935147,1183261.7190873055,1119883.8122402912,1303638.3067520733
Q14257,-0.2503,5.856,3.9512,19787939.254404277,20006573.165849023,19164673.313932076,20091845.632254068,20260547.433008745,16157253.323065994,16722746.78355266,16413173.99768419,16663064.442273457,16609309.597910713
Q9NQ29,-0.2895,5.8455,3.9469,21830935.677310232,23921051.63549183,21238135.184412416,23064386.943950072,22077861.941523463,19427486.18464722,17436689.588039152,17038349.699691556,17874903.530403994,18895366.6832104
Q4KWH8,0.3508,5.5615,3.669,1876506.6991555102,2079299.0003355998,1658067.9487599323,1731372.8729090078,1976931.7571132288,2276474.0607379368,2518907.0402275748,2279161.190290683,2347567.1422566236,2325358.334525051
Q8WWW0,0.2991,5.2285,3.342,3041138.351115471,3326926.7923829695,3002876.3722312073,2875632.2142056064,3195647.2606904237,3861005.5301783495,3760590.954535394,3792402.133037563,3604765.748547793,3760590.954535394
P31323,-0.2712,5.0285,3.1479,7748562.778052618,7621774.478246573,7520778.150905207,7053264.003073836,7326263.601645218,6242107.272739544,5872403.417592783,6397519.149630104,6244504.075048425,5783006.968947706
Q96DG6,0.2233,4.7008,2.8261,116275465.12175739,118050996.59073563,110004653.18617067,114276600.19614704,113037659.61858252,120005825.49453036,133958967.44375443,140680815.28269687,136589207.14988807,128792401.600511
P26368,-0.2146,4.685,2.816,152880193.65441445,156118047.07292452,144884391.5213229,141733382.92134026,149758546.8169605,124324583.75227436,124533682.63386202,122909126.94883195,133344066.60619412,129944025.23532805
P68400,0.2343,4.5834,2.72,13427645.140533578,13559217.336304776,13775297.2069139,12872336.233700844,12976889.214850638,14731517.552267114,15373186.53210162,15442598.102827083,15482431.31471942,16458221.743985837
Q9BUB5,0.3543,4.4895,2.6318,609254.1552826138,662418.9869913406,742029.2335924733,623925.1763376055,663251.3309695116,762725.3899059906,859955.5350257102,770586.5609425174,814423.4293905967,965077.7566895183
P19784,0.2445,4.4533,2.6011,8269388.447958759,8540838.71758656,7990991.559977155,7357676.066152568,7811862.796363777,9263518.97472121,9321579.479670662,9747296.234647164,9328882.814459777,9153441.452579157
P17252,0.2975,4.2391,2.3924,1079292.1684537684,1009064.748551876,955700.6008181681,918434.9833469548,1010100.7797386188,1162856.9641132276,1194947.7533375765,1269804.3987211457,1234547.1786916358,1181840.7840034317
O14733,0.3126,4.188,2.3466,901055.5342315632,1045932.6532911602,1022191.2384526127,1049408.8564178795,938567.6371888604,1152532.0823648442,1145752.6326588776,1356172.862089896,1243618.3080069423,1191070.5092270998
Q9Y3D2,0.2561,4.0717,2.2357,4739923.420302609,5173228.802305015,4936534.434583975,5057700.965174299,5329200.050004614,5504342.454846557,6075562.480069214,5783006.968947706,6221373.024188863,6218553.358256894
P17275,0.3359,4.0514,2.2207,32041412.888340924,29188577.757244114,25784808.587513987,21176425.46092545,27174721.046298422,31386963.112492166,34964365.0399712,36601138.264085904,34331472.95221861,31644960.913542572
O14976,0.2181,3.9055,2.08,13182639.886039516,13191040.298299195,13131723.478695536,13946520.645268902,13627086.234922329,15829856.812701764,15817387.949088441,14838614.02463376,14914040.721418306,15751687.401598569
P67870,0.3279,3.7818,1.9614,24608984.3324278,21209168.41619787,20984942.58189339,19812738.001313806,23812397.718231842,32782439.487168625,28656933.237322222,24798795.78331024,23728531.455823418,27009770.020000182
Q86VM9,0.2063,3.6654,1.8501,47962394.146492,49210544.03070203,50147502.63264771,53458760.06596504,46905040.50369398,56927958.9649446,53966549.80713455,55546278.457248196,56419138.46607021,59746259.576763034
P31751,0.222,3.6559,1.8456,6445299.372307669,6681169.270605332,6320835.681856789,6196571.64142894,6137146.832550869,6761189.957690653,7352494.809677999,7754946.189721785,7426055.104655342,7362725.118675931
P16219,0.2184,3.3572,1.5519,8928950.92278134,9287640.823823059,8955103.58811843,9178372.446730927,10135482.259737723,9853074.19342645,11222289.113897147,11281532.39771118,10537829.524077905,10597894.169247549
Q02952,0.2218,3.2502,1.4497,6629851.65834843,6987937.52811539,6882705.404701253,7554520.149261597,6473051.987197783,7221699.353315879,8089590.815545078,8089590.815545078,8211228.5440455405,8217559.405250104
Q9BYG5,0.2578,3.1457,1.3501,1117425.8114758288,1122440.3056614676,974155.529739468,1127756.921647639,1017702.7494536598,1335181.6114364285,1217342.1898608038,1256820.737774347,1327741.7458458082,1197691.5352232817
Q16512,-0.1984,3.0392,1.2489,7259563.427597561,7158749.6145736845,6996143.837329081,6687126.368903853,6938401.712252733,6045095.707097997,5786560.049853178,6308729.70610482,6085785.69089051,5973059.821159044
Q96RG2,0.2472,3.0349,1.2489,1108633.01804221,1249067.2990768277,1149870.506902948,1295724.1848202047,1096288.402612954,1448933.4075442597,1322732.4082521957,1392992.9444603552,1359650.1779281115,1397801.8494671562
Q8N3U4,-0.1792,2.9018,1.1251,33171265.34115132,34911143.820564084,36173147.01028871,32669567.277581297,32782439.487168625,28446932.777772427,28479762.508601576,31731735.658986878,29842035.124168243,29740449.359871466
Q9NYL2,-0.3044,2.9047,1.1251,1354652.8160630234,1507247.3372581517,1580656.081312434,1761127.11085583,1452183.2733175417,1047165.7893528847,1089992.1770194483,1396480.4731313272,1345966.7404916098,1256820.737774347
P34897,0.1704,2.8527,1.0806,456966818.34112805,466296548.47697693,432798050.5636435,454775974.89036196,451833071.37104553,525675698.1004494,513927214.595054,500723918.2943986,488391861.9274096,488391861.9274096
P49918,-0.2685,2.7319,0.9644,408383.94942049944,399190.8674462585,423639.79175835365,497920.22437938955,435485.78741523775,356339.38426476234,335961.1299307052,328432.2472295529,378498.7762026661,378498.7762026661
Q99986,0.2147,2.724,0.961,12053769.113748174,11042624.405567525,12365207.466194848,10168253.589689584,10401014.010904081,12683758.078235071,11937744.782422185,14008399.137519363,13375386.268549342,12318326.611396674
P04632,0.1756,2.7013,0.9427,88014756.52411202,83249459.51856299,94711668.41952778,86254375.04083548,79322238.73710817,94568378.87828222,95329575.08043596,99812900.1145341,99812900.1145341,92626466.29793863
P36639,0.2142,2.669,0.9224,10469118.379242327,9417107.1214552,9520282.610279871,9274054.537172144,9901264.676708544,11522431.218893388,12436866.975893347,11325412.091626482,10055816.898594558,10384343.601879159
Q9UJ70,0.1776,2.672,0.9224,12751988.52119851,14187145.324416405,12526709.557732703,13579524.148570979,13995986.671388067,14426524.14362274,15316656.740001544,15509544.277685935,15186160.761282379,14526102.304125285
Q8N163,-0.1614,2.6679,0.9224,47638028.740751445,47754017.00266032,49022944.00261204,46905040.50369398,46258890.87938896,43659560.44887054,40489428.38705859,42510473.71692576,42181653.985784836,41221928.93494211
Q9H4L5,0.2238,2.6067,0.8655,1282790.6119935147,1310429.5369651008,1350833.7412478533,1161237.1246710848,1202381.0863149995,1539352.8040947637,1390841.298171416,1494129.4431269416,1472277.4994450265,1385721.6772284326
P31641,0.3484,2.5649,0.8287,3021202.237961642,3188531.9791511595,3787239.5326795187,3604765.748547793,3322531.714911289,4041410.2820642595,3606921.2890086384,5683554.3658132795,4698493.623161105,3305045.0360242384
O43752,0.2157,2.5615,0.8287,2791988.2899725903,2579462.335163765,2895818.677865183,2856119.2182982597,2859392.8226857814,3517952.907835037,3166236.675567495,3231043.873412157,3110592.289172787,3034031.198483303
Q86X55,-0.1709,2.5321,0.8035,17090592.763862718,18212416.095139217,17010267.465578265,17834477.577499203,15915493.651402246,15073724.768120231,14282671.722936628,15614742.797279168,15693111.277153935,14927442.130367897
Q9NQH7,0.1774,2.5042,0.7797,12173440.84282273,13053314.889855897,12393091.569526402,14038065.5528767,12157208.382706242,14526102.304125285,13849022.548821282,14414728.916842494,14635662.736602524,13931800.467610382
Q92508,0.4282,2.489,0.7686,5556880.172698806,5532343.635396182,6125318.917649707,3785809.456663168,5332397.986059717,5246849.253395595,6440618.107229696,9882969.242312223,7892898.247794637,5616059.305949376
Q9P289,0.2256,2.3712,0.6548,12011552.862485457,12665895.097724603,14414728.916842494,14580709.32424762,11722342.341382118,13825892.043118898,13912194.000807742,16881281.371556256,16470280.5050701,14587342.162245272
P59998,0.1814,2.3471,0.6347,28495892.435902756,28836821.73133864,28594742.93360552,31238647.792081166,30364266.645396136,33223436.226848625,34696353.94875292,36058809.98851058,32347357.152324814,29142517.189362932
Q8IVS2,0.1626,2.3406,0.6321,12547219.513675941,13398296.51915853,11963716.805604761,12738462.476211892,13301292.1784065,14291942.31235228,14328373.657911478,13683246.213210795,13829720.270058893,14620299.401448684
O14974,-0.1435,2.3325,0.628,106972857.24706043,115423201.34869088,114276600.19614704,116799250.0480689,105079813.19915077,97184415.10203831,96922694.68735653,101443917.92953855,100603537.20002428,103890591.75489204
P53350,-0.1722,2.3256,0.625,4930657.119922572,4984938.758134065,4942150.897079731,4964165.522320913,4550764.030798092,4223909.518518507,4131119.3492405936,4429407.749276013,4348141.802723809,4259208.869500849
P13804,-0.1335,2.2868,0.59,97698699.34168768,101986824.91868992,96717252.10098533,92915185.78956486,98504150.60779001,85238474.62586363,88175702.5654825,89817729.69048572,87809207.496621,88661639.82122634
Q9Y3D6,0.2255,2.2601,0.5704,13328649.280867191,11513613.080033444,12376990.27647786,10775415.836727366,12192847.378003325,16134140.738782393,13829720.270058893,12574921.516335139,14574079.603209192,12447884.556968214
Q9UHD2,0.2034,2.2596,0.5704,985384.18388899,954726.1369029811,1033422.0276970128,915299.3877206187,974155.529739468,1139362.0910698646,1061895.523276731,1114782.840422296,1070249.1803708575,1151249.85186132
Q96QD8,0.1858,2.244,0.5586,6047221.529839942,6365840.900870709,5994121.6799128745,5805644.52933698,5722317.55379296,6119028.593259852,6577635.761270124,7381264.254854493,7212626.168632901,6385173.0080157565
Q06830,-0.2074,2.2367,0.5551,3582302793.492099,3979385335.072586,3693504783.2710185,4140299824.8189464,3781272510.832604,3693504783.2710185,3282515801.4507246,3282515801.4507246,3282515801.4507246,2874339263.986391
O95782,0.1372,2.2322,0.5543,95874972.96411058,99435095.95500664,95047723.676005,91564277.7947144,89817729.69048572,103536304.53500244,97184415.10203831,107473068.37945318,101986824.91868992,102779776.56111193
Q8N5F7,-0.1885,2.2283,0.554,3959238.731595936,4395617.652558708,4128392.103900158,4614557.43395432,3891855.9724250524,3493018.3232725193,3447883.0278147757,3661368.0915709566,3787239.5326795187,3824369.7423401712
Q9Y5J9,0.1909,2.2212,0.5506,13249281.04461667,12536844.02696575,12579538.413845474,12929588.011094071,13912194.000807742,15662100.665241545,16327607.261103442,13559217.336304776,14625541.148959434,13407895.740124485
Q96DH6,-0.1545,2.2112,0.5442,11281532.39771118,10929815.787035877,11435294.14307276,11057105.697017744,11049862.640707295,9747296.234647164,10306332.811559148,9625874.611997835,9817233.301673688,10039324.121111969
P51991,-0.1411,2.1543,0.4909,72755705.86482535,74609129.5010163,73381403.89723426,71455891.50642279,67477304.59406465,64210173.44780105,61843916.050354324,62703709.568745784,67477304.59406465,66265370.67958567
P51946,-0.1569,2.1213,0.4614,23329237.680881772,24705171.585142862,22010349.987837758,22477497.526108347,24356666.990251876,19075473.857759926,21410149.888329353,20289459.539116718,20797977.2913611,22077861.941523463
P55789,0.2244,2.1024,0.446,10250910.48724189,8874182.732468575,10162073.864958143,10449839.94757378,12960181.799123533,11807570.06057351,13227701.051079886,12057102.565585326,11494644.005344978,12337825.40606831
P15374,-0.1366,2.0966,0.4437,48187290.60140956,51010330.41822071,48435808.23699793,48285538.45445053,50484877.342844635,41340015.67484559,44349792.22960215,45171929.079934895,45449234.82860096,45348172.29492941
P49721,0.1759,2.0831,0.4371,152114439.83342513,159401990.06895542,152114439.83342513,165867590.58593485,181859231.43281442,185643641.34078127,199438681.5916694,182733541.49571374,175075347.48462647,163357363.91974518
Q641Q2,-0.8259,2.0855,0.4371,23091048.859130323,65644216.767478965,17360108.514322337,14564904.033831203,13931800.467610382,17959088.832999706,18895366.6832104,11933361.448552664,12060436.939283602,13559217.336304776
Q99471,0.1917,2.0756,0.433,70593390.6102471,65421912.090923086,65913026.05132574,60741849.86510538,72355871.65783878,79670752.18933226,85458818.1699349,66265370.67958567,75870978.06142971,70923363.44795145
Q9NWY4,0.2878,2.0614,0.4222,16578002.732607586,17665110.280671034,20154560.952009514,22739397.760140426,13613452.136414167,19898338.833911102,18936357.8631602,21956287.50461998,24109001.405815125,24742630.807696883
P62310,0.1841,2.0224,0.3929,89468422.91336216,84640460.44728208,102979498.60125476,99561344.00602865,95047723.676005,121982281.17308956,101443917.92953855,101085160.40051895,104884222.35943174,100603537.20002428
P46782,0.2487,2.0221,0.3929,38671626.00157449,29822582.95330324,37461233.53292468,25237272.067358065,35919988.19118738,41221928.93494211,40377291.71117541,41221928.93494211,37309484.991730854,36293284.018029094
P61927,0.1421,2.0189,0.3929,50974227.81856654,46719364.360477865,49461492.571879014,50147502.63264771,52016589.66596897,55236870.54609185,54662845.265357696,56835758.17091081,52922819.92344111,52495622.547724366
P56381,0.1828,2.0251,0.3929,4009178.2467857646,3959238.731595936,3969169.2192674647,3947489.095143076,4094791.4902958316,4739923.420302609,4761165.837472286,4313574.462959791,4701952.715055716,3903446.3761044615
Q99575,0.2225,2.014,0.3913,54239338.96004425,55827947.848427445,60840649.55297484,59115117.009109564,54754627.45643354,59988892.446414255,59926212.967647836,83119001.63764521,70500816.4860338,55356205.18514232
Q16659,0.1686,2.0063,0.3868,3028048.453071298,3095914.9970229943,3023597.477531035,3135496.524995729,3269945.704148914,3455429.945614815,3505055.2867714604,3442837.2436016784,3276452.8499812786,3606921.2890086384
