Accession,T37.0,T47.4,T51.0,T53.9,T56.8,T59.9,T62.5,T65.6,T69.0,RSD
B2M,0.9999,0.8575,0.8925,0.6603,0.6528,0.7976,1.5491,1.694,2.4239,0.0
B4GALNT1,0.9999,0.8885,0.7123,0.4718,0.4238,0.3312,0.286,0.3676,0.1549,0.0
BCAM,0.9999,0.8569,0.7057,0.7116,0.5541,0.3838,0.3338,0.2192,0.2474,0.0
BCAP31,0.9999,0.9316,0.9324,0.8213,0.7707,0.9579,1.4569,1.4336,2.5569,0.0
BLVRB,0.9999,0.8071,0.3691,0.1182,0.0851,0.0784,0.0817,0.0742,0.0777,0.0
BOLA2,0.9999,0.7261,0.442,0.2134,0.1143,0.1439,0.1434,0.0735,0.0772,0.0
BSG,0.9999,0.8674,0.7996,0.8529,0.7916,0.8659,0.7931,0.5074,0.6174,0.0
BST2,0.9999,0.842,0.7044,0.7124,0.7508,0.6302,0.6795,0.653,0.8911,0.0
BTN2A1,0.9999,0.8231,0.6815,0.5324,0.1864,0.0631,0.0596,0.0506,0.0616,0.0
C11ORF59,0.9999,1.0309,0.8874,0.7779,0.8075,1.3862,0.9996,0.4297,0.4286,0.0
C17ORF60,0.9999,0.8432,0.6741,0.6248,0.5147,0.4718,0.4498,0.297,0.3552,0.0
C1QBP,0.9999,0.8053,0.5761,0.1206,0.0657,0.1066,0.128,0.0556,0.0626,0.0
C20ORF3,0.9999,1.0681,0.965,0.9158,1.0057,0.1661,0.1308,0.0574,0.0426,0.0
C4B,0.9999,0.8759,0.801,0.6468,0.4734,0.2792,0.1354,0.076,0.0935,0.0
C8ORF55,0.9999,0.4894,0.6021,0.6982,0.5663,0.882,1.1788,0.7634,0.6063,0.0
CAD,0.9999,0.83,0.3546,0.0623,0.0512,0.0536,0.0518,0.045,0.0569,0.0
CADM4,0.9999,0.8772,0.8163,0.912,0.8968,0.6991,0.5538,0.3234,0.3437,0.0
CALR,0.9999,2.2773,3.2801,2.3513,2.5987,2.2435,4.3776,4.1329,5.5121,0.0
CAP1,0.9999,0.9488,0.8484,0.4903,0.0533,0.0401,0.0492,0.039,0.0415,0.0
CAPN1,0.9999,0.8016,0.8017,0.7989,0.984,2.2032,0.5147,0.1457,0.1659,0.0
CASP3,0.9999,1.0304,0.8254,0.768,0.7022,0.8079,0.5216,0.4901,0.6708,0.0
CAT,0.9999,0.8927,0.7533,0.5096,0.5324,0.6942,1.0895,0.7026,0.2367,0.0
CCT3,0.9999,0.9577,0.9302,0.7765,0.3906,0.1666,0.1411,0.0777,0.0617,0.0
CD151,0.9999,0.8014,0.8127,0.8746,0.8607,0.8783,0.824,0.5065,0.5071,0.0
CD200R1,0.9999,0.9043,0.789,0.7814,0.7434,0.696,0.7202,0.6242,0.7439,0.0
CD320,0.9999,0.9177,0.8712,0.8687,0.8436,0.7898,1.2517,1.2277,1.4613,0.0
CD37,0.9999,0.818,0.6941,0.6959,0.6411,0.6532,0.6427,0.6161,0.6439,0.0
CD40,0.9999,0.7278,0.5812,0.5717,0.5297,0.6749,0.8203,0.371,0.4682,0.0
CD44,0.9999,0.8596,0.8038,0.7863,0.7518,0.8525,0.7366,0.5492,0.6348,0.0
CD46,0.9999,0.8712,0.7737,0.8153,0.6984,0.652,0.5059,0.3024,0.3076,0.0
CD47,0.9999,0.8792,0.8191,0.9087,0.86,0.896,0.8461,0.694,0.883,0.0
CD48,0.9999,0.82,0.6971,0.719,0.6721,0.6126,0.4601,0.3219,0.2998,0.0
CD53,0.9999,0.8414,0.7894,0.9942,1.0865,0.9607,0.903,0.8434,0.8035,0.0
CD55,0.9999,0.7965,0.7971,0.8005,0.6767,0.7319,1.6327,2.1237,2.2626,0.0
CD59,0.9999,0.786,0.7075,0.9227,1.0769,1.2307,1.3298,0.7929,0.8715,0.0
CD63,0.9999,0.9697,0.7861,0.8208,0.8178,0.7862,1.2863,1.1416,1.7664,0.0
CD69,0.9999,0.825,0.7639,0.7672,0.7252,0.7158,0.6689,0.3957,0.353,0.0
CD80,0.9999,0.8418,0.6629,0.6362,0.4886,0.6246,0.4844,0.3772,0.3192,0.0
CD81,0.9999,0.9194,0.9498,1.1505,1.0943,1.0367,0.8069,0.518,0.5917,0.0
CD82,0.9999,0.9753,0.8842,0.9513,1.0363,0.8036,0.7941,0.7557,0.6866,0.0
CD84,0.9999,0.8342,0.7161,0.6852,0.496,0.5244,0.4762,0.3607,0.3808,0.0
CD97,0.9999,0.9115,0.7708,0.7717,0.6886,0.6938,0.6753,0.4357,0.2744,0.0
CD99,0.9999,0.9755,0.8831,0.9351,0.9827,0.9008,0.8131,0.548,0.6211,0.0
CD99L2,0.9999,0.815,0.8136,0.8726,0.7771,2.3258,1.8056,1.2271,1.3949,0.0
CDC42,0.9999,1.0297,0.9681,1.1129,1.0977,1.8028,2.1941,1.7786,1.465,0.0
CDCP1,0.9999,0.7978,0.6547,0.6044,0.4942,0.4091,0.378,0.2828,0.2927,0.0
CDIPT,0.9999,0.8144,0.698,0.7283,0.8772,0.6452,0.5529,0.1833,0.1387,0.0
CDV3,0.9999,0.8336,0.5975,0.4593,0.3592,0.53,0.0994,0.0792,0.0984,0.0
CHID1,0.9999,0.9151,1.0115,0.6454,0.4606,0.9176,1.4349,0.9065,1.4914,0.0
CLCN3,0.9999,0.8342,0.9479,0.8511,0.7558,0.5627,0.1636,0.0773,0.0712,0.0
CLDND1,0.9999,0.9106,0.776,0.7849,0.6804,0.6303,0.4599,0.2431,0.2924,0.0
CLIC1,0.9999,1.1724,0.8128,0.2209,0.0415,0.041,0.0393,0.0219,0.0169,0.0
CLIC4,0.9999,0.9542,0.742,0.3551,0.0841,0.0496,0.0548,0.0511,0.0465,0.0
CLN3,0.9999,1.1304,1.228,1.2553,1.6755,0.8091,2.0273,3.5962,3.8205,0.0
CLPTM1,0.9999,0.8271,1.0011,0.6277,0.4725,0.2241,0.3687,0.2597,0.284,0.0
CLTA,0.9999,0.9623,0.8945,0.7353,0.6284,0.6927,0.188,0.1575,0.2296,0.0
CLTB,0.9999,0.9435,0.9333,0.8271,0.6313,0.7771,0.2211,0.1786,0.1997,0.0
CLTC,0.9999,0.8994,0.5542,0.0456,0.0381,0.0172,0.0178,0.0159,0.0174,0.0
CNN2,0.9999,0.6729,0.2361,0.0817,0.056,0.0702,0.0827,0.0771,0.0902,0.0
CNNM2,0.9999,0.8918,0.5007,0.156,0.0469,0.01,0.01,0.01,0.01,0.0
CNNM3,0.9999,0.7801,0.5361,0.2175,0.0497,0.0494,0.0432,0.0316,0.0247,0.0
CNNM4,0.9999,0.7675,0.3319,0.0725,0.0613,0.01,0.0059,0.0023,0.0025,0.0
CNP,0.9999,0.8006,0.5279,0.2015,0.1094,0.0926,0.088,0.0605,0.0779,0.0
CNPY2,0.9999,0.9316,0.8598,0.7269,0.5811,0.5981,0.8957,0.7423,0.79,0.0
COMT,0.9999,0.9202,0.6622,0.3017,0.0815,0.0596,0.0397,0.0382,0.0358,0.0
COPB1,0.9999,0.8824,0.6188,0.1414,0.0492,0.0508,0.0307,0.0221,0.0188,0.0
CORO1B,0.9999,1.0857,0.6753,0.049,0.024,0.0772,0.0621,0.0577,0.0791,0.0
CPD,0.9999,0.8096,0.7264,0.493,0.3566,0.2009,0.3246,0.3751,0.4663,0.0
CPNE1,0.9999,0.4938,0.0824,0.0231,0.01,0.0585,0.0601,0.0644,0.11,0.0
CS,0.9999,0.7264,0.564,0.2949,0.1036,0.0395,0.05,0.0447,0.0465,0.0
CSDE1,0.9999,0.4968,0.2674,0.0974,0.0517,0.0657,0.01,0.01,0.0181,0.0
CSK,0.9999,0.7728,0.3469,0.251,0.2103,0.0714,0.0742,0.1009,0.0482,0.0
CTNND1,0.9999,0.4925,0.1857,0.0791,0.069,0.1759,0.0897,0.078,0.0534,0.0
CTSB,0.9999,0.9498,0.9537,0.9001,0.7071,0.5423,1.0578,1.2626,2.2637,0.0
CTTN,0.9999,0.8634,0.6388,0.5153,0.4841,1.2329,0.6001,0.3551,0.4078,0.0
CUL5,0.9999,0.9754,0.8884,0.8445,0.6838,0.1975,0.1202,0.1845,0.0889,0.0
CUTA,0.9999,0.9021,0.8085,0.7681,1.8719,8.3191,1.4397,0.6441,0.8861,0.0
CYB5R1,0.9999,0.9563,0.8483,0.7311,0.637,0.7634,0.2294,0.178,0.1795,0.0
DAG1,0.9999,0.8555,0.7648,0.7643,0.6495,0.6922,0.5671,0.3484,0.2416,0.0
DCBLD2,0.9999,0.9385,0.8199,0.672,0.4987,0.3784,0.2837,0.1935,0.2351,0.0
DCI,0.9999,0.9478,0.9144,0.856,0.7767,0.8635,1.419,1.3485,1.7716,0.0
DCXR,0.9999,0.9352,0.7952,0.5621,0.5104,0.9074,0.4899,0.0367,0.012,0.0
DDR1,0.9999,0.6688,0.2811,0.0831,0.0627,0.0444,0.0446,0.0424,0.0546,0.0
DIABLO,0.9999,0.747,0.7167,0.8861,0.6216,0.7055,0.1482,0.0854,0.0808,0.0
DIAPH1,0.9999,0.6384,0.2657,0.0728,0.0575,0.0135,0.0231,0.0211,0.033,0.0
DJ-1,0.9999,0.9746,0.866,0.9249,0.6605,0.4143,0.1265,0.078,0.0733,0.0
DLK1,0.9999,0.5997,0.5699,0.5012,0.4759,0.8079,1.3339,1.5883,2.223,0.0
DNAJA1,0.9999,0.7999,0.6311,0.3707,0.2358,0.2851,0.191,0.1616,0.1666,0.0
DNAJA2,0.9999,0.8146,0.6033,0.3417,0.1984,0.0576,0.0425,0.0385,0.0529,0.0
DNM2,0.9999,0.9129,0.6255,0.2845,0.3311,0.4071,0.1398,0.0877,0.1068,0.0
DPP3,0.9999,0.8799,0.7443,0.3465,0.2149,0.2463,0.1973,0.1235,0.0327,0.0
DSC2,0.9999,0.9236,0.6914,0.5,0.3367,0.2568,0.2519,0.1756,0.2079,0.0
DSG2,0.9999,0.8687,0.7653,0.603,0.2932,0.1968,0.2203,0.1728,0.2106,0.0
DYNLL1,0.9999,0.6753,0.4051,0.1914,0.1735,0.243,0.281,0.1686,0.2093,0.0
ECE1,0.9999,1.0384,0.965,0.8059,0.5784,0.5338,0.7152,0.7305,0.8941,0.0
ECM1,0.9999,0.7382,0.8544,0.532,0.5564,0.5837,1.4702,1.9661,2.7786,0.0
EEA1,0.9999,1.1052,0.9329,0.756,0.7074,0.5924,0.6278,0.5018,0.6987,0.0
EEF2,0.9999,0.9297,0.884,0.8798,0.7346,0.5081,0.0779,0.0476,0.0518,0.0
EFNB1,0.9999,0.8288,0.6302,0.4501,0.2978,0.2765,0.2562,0.1946,0.1979,0.0
EHD4,0.9999,0.7723,0.4938,0.1885,0.1518,0.1892,0.185,0.1696,0.1583,0.0
EIF5,0.9999,0.8557,0.4078,0.0222,0.0202,0.096,0.0436,0.0234,0.0302,0.0
EMP3,0.9999,1.092,1.2125,1.5117,1.7261,1.0624,0.8973,0.8166,1.0275,0.0
EMR2,0.9999,0.9261,0.8302,0.8566,0.7944,0.6917,0.3342,0.1096,0.1154,0.0
ENO1,0.9999,0.934,0.9265,0.9398,0.5996,0.6123,0.0776,0.0523,0.0425,0.0
ENPP3,0.9999,0.8673,0.7893,0.7616,0.7148,0.7294,0.7045,0.4676,0.4133,0.0
ENTPD1,0.9999,0.8548,0.7885,0.7227,0.5737,0.4823,0.3171,0.2267,0.2586,0.0
ENTPD3,0.9999,0.8439,0.7552,0.6344,0.477,0.3458,0.2574,0.1647,0.1473,0.0
EPCAM,0.9999,0.7969,0.6618,0.6034,0.4601,0.4047,0.3861,0.2713,0.2947,0.0
EPHB4,0.9999,0.2916,0.0619,0.0194,0.0145,0.0371,0.0154,0.0147,0.012,0.0
EPS15,0.9999,0.9179,0.3995,0.0787,0.0565,0.0442,0.0542,0.0479,0.0233,0.0
ERLIN2,0.9999,0.8056,0.6097,0.2145,0.1372,0.2145,0.2565,0.1838,0.3064,0.0
ERP29,0.9999,0.9029,0.9114,0.7246,0.4671,0.449,0.7482,0.4956,0.601,0.0
ESAM,0.9999,0.9128,0.7753,0.7061,0.6933,0.7071,0.6363,0.3579,0.3938,0.0
ESD,0.9999,0.8535,0.99,0.9612,0.8343,0.7277,0.0882,0.0658,0.0531,0.0
EVI2B,0.9999,0.9143,0.7492,0.7484,0.7707,0.9946,0.8422,0.61,0.7489,0.0
EXOC1,0.9999,0.6652,0.2585,0.0984,0.1018,0.1414,0.1888,0.081,0.0995,0.0
EZR,0.9999,0.9344,0.8587,0.2275,0.1082,0.0645,0.0701,0.0508,0.068,0.0
F2RL3,0.9999,0.7828,0.7825,0.7573,0.7318,0.5754,0.3458,0.2059,0.1141,0.0
F5,0.9999,0.8766,0.8803,0.7059,0.4912,0.4532,0.2647,0.1285,0.1756,0.0
FAM171A1,0.9999,0.875,0.6195,0.4263,0.238,0.0982,0.1071,0.082,0.1131,0.0
FAM49B,0.9999,0.9366,0.8335,0.622,0.2925,0.0576,0.0613,0.0253,0.0437,0.0
FAM62A,0.9999,0.5288,0.2333,0.0664,0.0573,0.007,0.0071,0.0156,0.0158,0.0
FASN,0.9999,0.8644,0.6255,0.1484,0.0498,0.0345,0.0366,0.0244,0.0261,0.0
FAT1,0.9999,0.886,0.5523,0.3356,0.2975,0.2318,0.2309,0.1838,0.2099,0.0
FCGR2B,0.9999,0.9814,0.905,0.6368,0.4992,0.4647,0.478,0.3182,0.3182,0.0
FCGR2C,0.9999,0.9283,0.8782,0.8695,0.7705,0.699,0.5584,0.3629,0.413,0.0
FEN1,0.9999,0.5808,0.2247,0.0239,0.0112,0.0434,0.0366,0.0202,0.0305,0.0
FERMT3,0.9999,0.8226,0.3922,0.0599,0.0453,0.0302,0.0356,0.0262,0.0271,0.0
FLNA,0.9999,0.809,0.3593,0.1002,0.0818,0.0712,0.0576,0.0406,0.0508,0.0
FLNB,0.9999,0.9502,0.713,0.2031,0.1052,0.0333,0.0555,0.053,0.0616,0.0
FLNC,0.9999,0.8643,0.6514,0.3041,0.1716,0.0279,0.0212,0.0269,0.0242,0.0
FLOT1,0.9999,1.0174,0.8018,0.6202,0.3437,0.2614,0.3239,0.1665,0.226,0.0
FLVCR1,0.9999,0.882,0.8888,0.9281,0.8999,0.9041,0.4816,0.0256,0.0414,0.0
FMNL1,0.9999,0.548,0.2417,0.1383,0.114,0.01,0.01,0.0005,0.0139,0.0
FOLR1,0.9999,0.7918,0.6824,0.7298,0.8035,0.7747,0.9013,0.7874,0.7742,0.0
FZD1,0.9999,0.8633,0.8133,0.8866,0.8915,0.6952,0.3783,0.042,0.0737,0.0
G6PD,0.9999,0.937,0.8645,0.5506,0.1006,0.0864,0.0638,0.0619,0.0417,0.0
GAPDH,0.9999,0.915,0.8131,0.829,0.7226,0.8381,0.3021,0.1769,0.0995,0.0
GBF1,0.9999,0.7874,0.3717,0.1222,0.0433,0.1233,0.0545,0.098,0.0378,0.0
GGH,0.9999,0.8765,0.8337,0.7263,0.7041,1.5449,3.5736,3.9573,7.5982,0.0
GGT1,0.9999,0.8951,0.7945,0.8204,0.7676,0.7898,0.7061,0.4643,0.4342,0.0
GGT5,0.9999,0.8121,0.6663,0.6833,0.6139,0.3116,0.2092,0.1645,0.1718,0.0
GLB1L2,0.9999,0.8289,0.7874,0.5797,0.5559,0.3649,0.4376,0.3029,0.3938,0.0
GLG1,0.9999,0.8971,0.812,0.6414,0.7313,0.5616,1.273,1.687,1.9343,0.0
GLIPR1,0.9999,0.7056,0.5743,0.7667,0.6699,0.7876,0.7365,0.5169,0.4386,0.0
GNAI3,0.9999,0.9728,0.8879,0.7711,0.2432,0.1596,0.1385,0.1049,0.1377,0.0
GNB1,0.9999,0.9847,0.8765,0.8803,0.4468,0.1634,0.1271,0.131,0.128,0.0
GNB2L1,0.9999,0.9642,0.9533,0.692,0.5366,0.3986,0.1842,0.044,0.0745,0.0
GNG5,0.9999,1.0097,0.8266,0.674,0.6578,0.5153,0.6636,0.4382,0.643,0.0
GOT2,0.9999,0.886,0.8788,0.8033,1.2249,2.3023,3.6485,2.4521,0.2593,0.0
GP1BB,0.9999,0.8071,0.8016,0.745,0.6128,0.4538,0.3596,0.2652,0.2428,0.0
GPI,0.9999,0.6704,0.6017,0.4185,0.2583,0.2095,0.2045,0.1505,0.11,0.0
GPR183,0.9999,0.879,0.7663,0.8129,0.7057,0.6125,0.3172,0.1621,0.1551,0.0
GPRC5B,0.9999,0.9738,0.8753,0.8416,0.8214,0.5309,0.3603,0.188,0.2428,0.0
GPRC5C,0.9999,0.882,0.7346,0.7085,0.7228,0.7011,0.5675,0.3539,0.4615,0.0
GSR,0.9999,0.8413,0.7585,0.5885,0.7705,0.9523,1.5042,1.8345,1.9904,0.0
GSTP1,0.9999,0.9783,0.8616,0.7083,0.2549,0.074,0.0975,0.0702,0.0554,0.0
GYPC,0.9999,0.72,0.5497,0.5176,0.7133,0.7607,0.5184,0.3006,0.5904,0.0
HBS1L,0.9999,0.9348,0.5262,0.1397,0.0449,0.064,0.0574,0.0287,0.0149,0.0
HDDC2,0.9999,0.8103,0.708,0.8576,0.728,0.4987,0.1875,0.2117,0.1061,0.0
HDLBP,0.9999,0.8497,0.4639,0.3138,0.2525,0.5069,0.2694,0.2388,0.1063,0.0
HEPH,0.9999,0.8177,0.6955,0.6095,0.4411,0.3151,0.2484,0.1742,0.1625,0.0
HINT1,0.9999,1.0309,1.0411,0.9979,0.6768,0.7595,0.1882,0.0972,0.1244,0.0
HM13,0.9999,0.8937,1.0884,0.872,1.246,1.1942,2.0647,1.1106,0.9162,0.0
HMGB1,0.9999,0.9971,0.8363,0.7184,0.5213,0.7279,0.3988,0.2498,0.3352,0.0
HMOX2,0.9999,0.6909,0.2503,0.0423,0.068,0.0324,0.084,0.0684,0.0463,0.0
HN1L,0.9999,0.9334,0.8261,0.7831,0.6372,0.7656,0.27,0.2267,0.3363,0.0
HNRNPM,0.9999,0.2508,0.1263,0.0793,0.0766,0.0496,0.0725,0.0522,0.0602,0.0
HSD17B10,0.9999,0.9041,0.8403,0.7325,0.338,0.0888,0.0436,0.0515,0.0429,0.0
HSD17B11,0.9999,1.0026,0.8145,0.5411,0.4311,0.3335,0.4075,0.4017,0.4754,0.0
HSP90AA1,0.9999,0.913,0.6603,0.1182,0.0543,0.0551,0.0487,0.0285,0.0264,0.0
HSP90AB1,0.9999,0.9369,0.6587,0.098,0.0519,0.0392,0.0397,0.0264,0.0271,0.0
HSP90B1,0.9999,0.8957,0.9591,0.6914,0.6191,0.5457,0.8715,0.6528,0.9006,0.0
HSPA5,0.9999,0.9082,0.9628,0.7712,0.8788,0.7864,0.9615,0.7523,1.0098,0.0
HSPA8,0.9999,0.8033,0.6522,0.5373,0.4904,0.2999,0.0542,0.0494,0.0603,0.0
HSPB1,0.9999,0.645,0.3189,0.1161,0.0878,0.0613,0.1146,0.1205,0.2162,0.0
HSPD1,0.9999,0.9052,0.8905,0.8313,0.6105,0.4358,0.0799,0.0283,0.0257,0.0
HSPG2,0.9999,0.9652,0.8096,0.6518,0.4992,0.3156,0.2336,0.1845,0.2709,0.0
ICAM1,0.9999,0.8653,0.7525,0.7838,0.7312,0.6978,0.5718,0.3956,0.4371,0.0
ICAM2,0.9999,0.8458,0.7312,0.634,0.4452,0.3599,0.3641,0.2484,0.2048,0.0
