Accession,T37.0,T47.4,T51.0,T53.9,T56.8,T59.9,T62.5,T65.6,T69.0,RSD
ICAM5,0.9999,0.8648,0.7252,0.6789,0.6064,0.4612,0.4082,0.3159,0.3629,0.0
IFITM1,0.9999,0.8465,0.967,1.1162,0.9196,0.5218,0.2007,0.1227,0.1753,0.0
IFNAR1,0.9999,0.8357,0.6442,0.3932,0.2327,0.1918,0.2134,0.1383,0.1667,0.0
IFNAR2,0.9999,0.7667,0.4385,0.2561,0.1762,0.1104,0.1419,0.1208,0.1026,0.0
IFNGR1,0.9999,0.8765,0.7577,0.7279,0.6662,1.2393,1.1178,0.7305,0.8897,0.0
IGF1R,0.9999,0.4604,0.1398,0.0748,0.0879,0.1085,0.0969,0.0746,0.1166,0.0
IGF2R,0.9999,0.7311,0.8083,0.6989,0.5468,0.4759,0.5147,0.3633,0.3473,0.0
IGSF8,0.9999,0.8882,0.7607,0.7361,0.6844,0.5828,0.3436,0.1676,0.2052,0.0
IL10RB,0.9999,0.8391,0.6239,0.4242,0.2062,0.0828,0.1159,0.0807,0.0933,0.0
IL13RA1,0.9999,0.8561,0.6443,0.534,0.4158,0.3998,0.4037,0.3451,0.4007,0.0
IL17RA,0.9999,0.75,0.5352,0.376,0.2506,0.2979,0.2789,0.2217,0.174,0.0
IL17RC,0.9999,0.8113,0.5887,0.3134,0.1338,0.0301,0.0214,0.0179,0.01,0.0
IL18R1,0.9999,0.7889,0.5801,0.3177,0.1269,0.0791,0.0723,0.0534,0.0551,0.0
IL1RAP,0.9999,0.8103,0.6941,0.5733,0.3199,0.2764,0.1794,0.2549,0.1083,0.0
IL27RA,0.9999,0.8709,0.6488,0.5216,0.3247,0.364,0.3338,0.2195,0.2268,0.0
IL6ST,0.9999,0.737,0.6292,0.6755,0.511,0.3783,0.4141,0.3376,0.423,0.0
IQGAP1,0.9999,0.9259,0.5723,0.086,0.08,0.1058,0.0801,0.0482,0.067,0.0
IQGAP2,0.9999,0.7324,0.2343,0.059,0.0422,0.03,0.0056,0.0123,0.0067,0.0
ITFG1,0.9999,0.7379,0.5658,0.475,0.3825,0.2954,0.4041,0.3391,0.3412,0.0
ITFG3,0.9999,0.8556,0.718,0.6969,0.6352,0.6939,0.5902,0.3502,0.3066,0.0
ITGA2B,0.9999,0.8788,0.6558,0.4598,0.3572,0.3277,0.3152,0.2786,0.3112,0.0
ITGA3,0.9999,0.5363,0.4175,0.3762,0.2863,0.6427,0.6176,0.4973,0.6774,0.0
ITGA5,0.9999,0.8872,0.8254,0.8661,0.8087,0.7404,0.6069,0.418,0.3347,0.0
ITGAM,0.9999,0.9125,0.7605,0.7503,0.6813,0.5467,0.4213,0.2989,0.2795,0.0
ITGAV,0.9999,0.8745,0.7044,0.6542,0.5439,0.4674,0.4481,0.3255,0.3647,0.0
ITGAX,0.9999,0.9181,0.7136,0.6641,0.4701,0.393,0.3539,0.2567,0.2452,0.0
ITGB1,0.9999,1.0466,0.9652,0.9874,0.9343,1.033,0.9489,0.7132,0.756,0.0
ITGB2,0.9999,0.8868,0.7328,0.7112,0.5859,0.5581,0.4483,0.3113,0.3118,0.0
ITGB3,0.9999,0.9385,0.8232,0.7726,0.6486,0.5851,0.4316,0.2105,0.186,0.0
ITGB5,0.9999,0.8257,0.7512,0.7291,0.7317,0.6518,0.5325,0.2795,0.2556,0.0
ITM2C,0.9999,0.8506,0.6208,0.4893,0.3084,0.3652,0.4183,0.358,0.2988,0.0
JAG2,0.9999,0.8946,0.693,0.5288,0.4073,0.2694,0.2045,0.1618,0.2012,0.0
KARS,0.9999,0.8298,0.4604,0.2215,0.2775,0.3891,0.144,0.0843,0.1145,0.0
KCNN4,0.9999,0.8922,0.8088,0.7961,0.8061,0.7063,0.7118,0.4837,0.5026,0.0
KEL,0.9999,0.8346,0.7158,0.6273,0.5055,0.443,0.3204,0.2233,0.2191,0.0
KISS1R,0.9999,0.9784,0.8093,0.6893,0.6435,0.4213,0.1059,0.0268,0.0277,0.0
KLC1,0.9999,0.837,0.6947,0.1044,0.0661,0.2011,0.1117,0.0642,0.0443,0.0
KRAS,0.9999,0.8973,0.959,0.9545,1.0689,1.6655,1.8421,1.3822,0.7657,0.0
KTN1,0.9999,0.6722,0.4339,0.1867,0.1382,0.1214,0.1288,0.1184,0.1231,0.0
LAMP1,0.9999,1.0569,0.9361,0.9286,1.2719,1.0214,2.8785,3.4099,4.4544,0.0
LAMP2,0.9999,1.1587,0.9993,0.8379,1.2923,0.9382,3.5027,5.5082,8.0027,0.0
LANCL1,0.9999,0.9193,0.8237,0.8277,0.7562,0.9686,0.7122,0.2717,0.272,0.0
LCP1,0.9999,0.9552,0.7967,0.7052,0.5633,0.3314,0.1117,0.091,0.088,0.0
LDLR,0.9999,0.7918,0.7291,0.6014,0.4895,0.5169,0.7481,0.5906,0.4872,0.0
LEPR,0.9999,0.9161,0.7323,0.6841,0.5416,0.1053,0.1269,0.113,0.1195,0.0
LGALS1,0.9999,0.9112,0.8081,0.8631,0.6759,0.8517,1.0363,0.8361,0.5211,0.0
LMAN2,0.9999,0.8601,0.862,0.6244,0.4118,0.271,0.4378,0.3854,0.4157,0.0
LNPEP,0.9999,0.8353,1.1405,1.0092,0.7926,0.8506,1.811,2.046,1.7202,0.0
LRFN1,0.9999,0.878,0.697,0.4728,0.3211,0.2228,0.166,0.1335,0.121,0.0
LRIG2,0.9999,0.8393,0.6522,0.4978,0.3462,0.3548,0.1955,0.2719,0.2047,0.0
LRP6,0.9999,0.9523,0.4791,0.323,0.2102,0.0232,0.0593,0.0715,0.0304,0.0
LRP8,0.9999,0.9242,0.9551,0.7785,0.7323,0.6008,0.9247,0.9655,0.9362,0.0
LRPAP1,0.9999,0.804,0.8305,0.6762,0.7396,0.6903,1.4807,0.8447,0.5356,0.0
LRRC4B,0.9999,0.9593,0.7807,0.6199,0.5705,0.3773,0.2672,0.1971,0.1895,0.0
LRRC8A,0.9999,0.9407,0.7156,0.4446,0.1475,0.1153,0.0775,0.0615,0.0536,0.0
LRRC8B,0.9999,0.8803,0.7426,0.4564,0.2055,0.0918,0.0244,0.0333,0.0012,0.0
LRRC8C,0.9999,0.8842,0.6469,0.4209,0.1037,0.021,0.0282,0.0316,0.0283,0.0
LRRC8D,0.9999,0.9027,0.6912,0.4312,0.1173,0.0407,0.0258,0.0532,0.0134,0.0
LYN,0.9999,0.8148,0.4235,0.2085,0.1714,0.1836,0.1772,0.1516,0.1767,0.0
M11S1,0.9999,0.7411,0.3892,0.2941,0.2154,0.1974,0.212,0.1254,0.1989,0.0
M6PR,0.9999,0.7329,0.9917,1.2218,1.2464,1.1685,2.3645,2.9493,3.3531,0.0
MACF1,0.9999,0.6026,0.2217,0.2322,0.1613,0.1333,0.0532,0.0606,0.0412,0.0
MAP1B,0.9999,0.9462,0.7675,0.4929,0.4233,0.5437,0.1634,0.1024,0.1343,0.0
MAP4,0.9999,0.8142,0.7297,0.6314,0.4765,1.198,1.2546,0.703,1.124,0.0
MARCKSL1,0.9999,0.909,0.9104,0.9337,0.9426,2.6563,3.1631,2.2072,3.3939,0.0
MCAM,0.9999,0.8774,0.778,0.8015,0.7222,0.7335,0.6297,0.48,0.5095,0.0
MCTS1,0.9999,0.9863,0.7003,0.5696,0.502,0.5391,0.1835,0.1419,0.1699,0.0
MDH2,0.9999,0.7202,0.7719,0.6803,0.7251,0.8126,0.6469,0.0472,0.0669,0.0
MERTK,0.9999,0.7047,0.2719,0.1257,0.1001,0.0519,0.0291,0.0203,0.0287,0.0
MESDC2,0.9999,0.9172,0.819,0.6415,0.5241,0.481,0.736,0.5429,0.6872,0.0
MFGE8,0.9999,0.8848,0.7799,0.723,0.631,0.5432,0.4286,0.214,0.1976,0.0
MFI2,0.9999,0.8301,0.6811,0.5705,0.4362,0.3067,0.1905,0.1337,0.1336,0.0
MIF,0.9999,0.8103,0.7661,0.8442,0.6207,0.7291,0.3946,0.4744,0.4454,0.0
MME,0.9999,0.8611,0.7436,0.7875,0.7435,0.6655,0.3861,0.2283,0.2566,0.0
MPDU1,0.9999,0.9484,0.9233,1.0189,1.2431,1.4021,2.0094,1.691,1.0747,0.0
MPP1,0.9999,0.6075,0.2577,0.0909,0.0576,0.0588,0.067,0.0521,0.0612,0.0
MPZL1,0.9999,0.8748,0.7616,0.7463,0.6926,0.6741,0.5796,0.3192,0.3407,0.0
MRC2,0.9999,0.935,0.8523,0.6589,0.4557,0.3196,0.3673,0.3183,0.3528,0.0
MSH6,0.9999,0.5448,0.376,0.2532,0.254,0.0431,0.0357,0.0347,0.0366,0.0
MSN,0.9999,0.9209,0.8262,0.0783,0.0473,0.0237,0.0349,0.0256,0.0346,0.0
MTDH,0.9999,0.7923,0.7048,0.5478,0.3523,0.3727,0.2879,0.1134,0.1516,0.0
MUC1,0.9999,0.7825,0.7384,0.684,0.6526,0.6799,0.6232,0.414,0.4051,0.0
MXRA8,0.9999,0.8278,0.6888,0.4098,0.3222,0.4088,0.4448,0.4235,0.3107,0.0
MYH10,0.9999,0.6193,0.4319,0.2398,0.1187,0.1833,0.1362,0.1514,0.1963,0.0
MYH9,0.9999,0.8255,0.6204,0.333,0.0744,0.0514,0.0678,0.0615,0.0668,0.0
NAG,0.9999,0.4216,0.1175,0.0142,0.003,0.0965,0.0921,0.0767,0.0868,0.0
NAPA,0.9999,0.8744,0.5826,0.2728,0.1192,0.0386,0.015,0.0087,0.0127,0.0
NAPG,0.9999,0.6959,0.2481,0.1336,0.0773,0.0398,0.0558,0.0535,0.0147,0.0
NCAM2,0.9999,1.0311,0.907,0.8507,0.7413,0.3673,0.2862,0.19,0.238,0.0
NCSTN,0.9999,0.8862,0.7999,0.5611,0.4621,0.3779,0.5085,0.4593,0.6064,0.0
NEO1,0.9999,0.8234,0.6418,0.4647,0.3388,0.2478,0.2091,0.1479,0.1672,0.0
NLGN2,0.9999,0.8052,0.5884,0.655,0.2998,0.2477,0.2998,0.3889,0.1875,0.0
NOTCH1,0.9999,0.477,0.1963,0.0941,0.059,0.0466,0.0786,0.0759,0.1157,0.0
NPC1,0.9999,0.9067,0.7646,0.5344,0.7986,0.8483,2.5487,2.9499,2.7297,0.0
NPTN,0.9999,0.8757,0.8036,0.8427,0.687,0.4013,0.2716,0.3513,0.6392,0.0
NRAS,0.9999,0.9416,1.1627,2.0292,2.6363,1.1424,1.0828,0.7219,0.426,0.0
NRD1,0.9999,0.8805,0.4614,0.1316,0.1251,0.1365,0.1333,0.0915,0.1118,0.0
NSF,0.9999,0.7996,0.3788,0.099,0.1017,0.0627,0.0369,0.052,0.0228,0.0
NTRK1,0.9999,0.3603,0.0847,0.0206,0.0347,0.0122,0.0161,0.0207,0.0246,0.0
NUCB2,0.9999,0.9482,1.0271,0.9086,1.1731,1.004,2.9373,3.2221,3.8837,0.0
ORAI1,0.9999,0.8953,0.8451,0.9074,0.8494,0.8057,0.7094,0.4239,0.4542,0.0
P2RX1,0.9999,0.945,0.8389,0.8877,0.7771,0.6155,0.5029,0.2931,0.2799,0.0
P2RX7,0.9999,0.8326,0.769,0.6836,0.5736,0.3009,0.1252,0.0741,0.0758,0.0
P2RY1,0.9999,0.9091,0.6681,0.6645,0.5848,0.575,0.4927,0.3304,0.4498,0.0
P4HB,0.9999,0.9344,0.9007,0.8702,0.7288,0.8029,1.3146,1.0176,1.1855,0.0
PAFAH1B2,0.9999,0.8868,0.4703,0.2341,0.0881,0.0684,0.0767,0.0541,0.0481,0.0
PAK2,0.9999,0.8696,0.7744,0.6962,0.3811,0.1321,0.044,0.0277,0.0097,0.0
PANX1,0.9999,0.9516,0.9338,0.9592,0.9891,0.9692,0.9253,0.6724,0.6539,0.0
PC,0.9999,0.726,0.37,0.0189,0.017,0.0369,0.0308,0.017,0.0195,0.0
PCYOX1,0.9999,0.9608,1.0092,0.7626,1.0446,0.5635,0.4266,0.1747,0.2194,0.0
PDIA3,0.9999,0.8469,0.6799,0.3863,0.2986,0.2474,0.418,0.2913,0.4286,0.0
PDIA4,0.9999,0.8863,0.7172,0.4541,0.3544,0.3069,0.5148,0.4036,0.556,0.0
PDIA6,0.9999,0.9293,0.9071,0.7593,0.4858,0.4437,0.7924,0.5532,0.7979,0.0
PFKM,0.9999,0.7829,0.7238,0.6819,0.6782,1.1467,0.3746,0.2078,0.2254,0.0
PHB,0.9999,0.9546,0.916,0.6215,0.497,0.6687,0.6964,0.4743,0.343,0.0
PHB2,0.9999,0.9269,0.9409,0.6486,0.5175,0.539,0.6679,0.4277,0.2848,0.0
PKM2,0.9999,0.9287,0.8968,0.8937,0.7791,1.4355,0.0964,0.0868,0.0761,0.0
PLAU,0.9999,0.8592,0.7102,0.6832,0.6336,0.6569,0.4039,0.2493,0.3054,0.0
PLAUR,0.9999,0.7809,0.6668,0.6874,0.6681,0.7766,0.7257,0.5552,0.5849,0.0
PLP2,0.9999,1.1172,1.1399,1.4793,2.1763,2.1385,1.347,0.8346,1.1133,0.0
PLXDC2,0.9999,0.643,0.619,0.5766,0.3826,0.4476,0.2978,0.3087,0.2846,0.0
PLXNA1,0.9999,0.8207,0.6538,0.3813,0.1331,0.0326,0.0334,0.0284,0.0295,0.0
PLXNA3,0.9999,0.6959,0.2787,0.0891,0.063,0.0643,0.046,0.042,0.0368,0.0
PLXNB1,0.9999,0.8259,0.6738,0.3257,0.1731,0.1046,0.0991,0.0765,0.063,0.0
PLXNB2,0.9999,0.8546,0.5292,0.1334,0.0615,0.0807,0.0729,0.0575,0.0684,0.0
PLXNC1,0.9999,0.8515,0.7004,0.3069,0.0291,0.1419,0.1045,0.0211,0.0684,0.0
PLXND1,0.9999,0.5769,0.1167,0.0565,0.0383,0.0674,0.0238,0.0261,0.0269,0.0
PODXL2,0.9999,0.9098,0.7989,0.7811,0.8063,0.7741,0.7382,0.6034,0.6939,0.0
PON2,0.9999,1.0,0.8298,0.3883,0.3245,0.2615,0.3369,0.3376,0.4395,0.0
PPME1,0.9999,0.8305,0.7071,0.3832,0.1008,0.0567,0.0499,0.0438,0.0291,0.0
PPP2CA,0.9999,0.9196,0.7257,0.5694,0.308,0.4026,0.1779,0.0797,0.0878,0.0
PRCP,0.9999,0.7671,0.6349,0.4536,0.4462,0.639,1.1935,1.1043,1.2054,0.0
PRKAR1A,0.9999,0.5056,0.2134,0.0078,0.01,0.0937,0.0504,0.0165,0.01,0.0
PRKAR2A,0.9999,0.7849,0.4972,0.2714,0.136,0.0851,0.068,0.0529,0.0527,0.0
PRKCB,0.9999,0.9393,0.4142,0.0921,0.0656,0.021,0.0692,0.0481,0.016,0.0
PRNP,0.9999,0.7179,0.7505,0.7746,0.7482,0.6867,0.6708,0.4284,0.551,0.0
PROCR,0.9999,0.833,0.7979,0.7819,0.7045,0.6221,0.5157,0.3081,0.2511,0.0
PRPS2,0.9999,0.9698,0.9611,0.9911,0.7736,0.5961,0.2372,0.1913,0.0964,0.0
PRSS8,0.9999,0.8139,0.716,0.7495,0.7423,0.582,0.4491,0.3732,0.3473,0.0
PTGER3,0.9999,0.7367,0.7346,0.759,0.6857,0.5607,0.4373,0.2599,0.2265,0.0
PTGFRN,0.9999,0.8521,0.7745,0.8183,0.6531,0.4448,0.3265,0.256,0.2475,0.0
PTK7,0.9999,0.8366,0.6116,0.3881,0.1768,0.0943,0.0805,0.0608,0.054,0.0
PTPRA,0.9999,1.1035,0.649,0.1009,0.0875,0.0481,0.0439,0.0275,0.0292,0.0
PTPRB,0.9999,0.6389,0.2272,0.1451,0.1567,0.2071,0.01,0.01,0.01,0.0
PTPRC,0.9999,0.8872,0.7376,0.5627,0.1847,0.025,0.0201,0.019,0.0141,0.0
PTPRJ,0.9999,0.6146,0.1281,0.033,0.0265,0.0402,0.0221,0.0187,0.0254,0.0
PTPRS,0.9999,0.5988,0.2397,0.1636,0.1556,0.1245,0.1136,0.1016,0.1182,0.0
PTRF,0.9999,0.9148,0.6332,0.3326,0.147,0.0846,0.0502,0.0584,0.0685,0.0
PTTG1IP,0.9999,1.0649,1.1444,1.025,1.2641,1.2783,2.9847,3.4556,5.493,0.0
PVR,0.9999,0.8553,0.7892,0.8473,0.7387,0.7105,0.6245,0.4888,0.4296,0.0
PVRL2,0.9999,0.8587,0.771,0.7736,0.6559,0.6011,0.4545,0.2729,0.2837,0.0
QSOX2,0.9999,0.769,0.8183,0.541,0.5523,0.3082,0.3936,0.3603,0.4027,0.0
RAB14,0.9999,0.9863,0.9115,0.9258,1.0101,1.0682,1.6222,1.0633,0.7778,0.0
RAB21,0.9999,0.599,0.5991,0.631,0.6846,0.9297,1.2909,1.0799,0.5505,0.0
RAB35,0.9999,0.9903,0.9419,0.981,1.0847,1.7694,2.1657,0.7061,0.2765,0.0
RAB3GAP2,0.9999,0.5723,0.2247,0.0083,0.0064,0.0617,0.0218,0.0299,0.0151,0.0
RAB5A,0.9999,0.939,1.0023,1.0249,1.0337,2.4965,3.2153,1.434,0.5822,0.0
RAB5B,0.9999,0.7521,0.9025,0.6986,1.0144,0.9157,1.4642,1.1769,0.9401,0.0
RAB5C,0.9999,0.9962,1.1512,1.0017,1.4227,1.5544,2.9412,2.4421,1.5949,0.0
RAB6A,0.9999,1.0682,1.0033,1.0575,0.7686,0.599,0.944,0.845,0.9104,0.0
RAB8A,0.9999,0.8648,0.7262,0.6443,0.6105,0.3959,0.5731,0.3998,0.2916,0.0
RAB8B,0.9999,1.006,0.9242,0.8786,0.9047,1.2607,1.5811,0.9991,0.6048,0.0
RAB9A,0.9999,0.9624,0.746,0.56,0.4586,0.4508,0.4234,0.3094,0.4086,0.0
RAC1,0.9999,0.9646,1.0741,1.3837,2.0638,2.509,2.0848,0.7022,0.2741,0.0
RAC2,0.9999,1.0189,0.9149,0.6428,0.2398,0.3632,0.3034,0.2653,0.1244,0.0
RALA,0.9999,0.9376,0.8109,0.7259,0.6282,0.6491,0.7832,0.5416,0.3806,0.0
RALGPS2,0.9999,1.0741,0.9315,1.1688,1.3123,1.4712,0.822,0.4168,0.2835,0.0
RAP1B,0.9999,0.9806,0.9075,1.0516,0.8971,1.107,1.7517,1.15,1.4783,0.0
RAP2B,0.9999,0.8754,1.0507,2.6019,3.3526,2.9688,2.7839,2.1005,2.0291,0.0
RASGRP4,0.9999,0.7624,0.1638,0.2322,0.01,0.2682,0.2581,0.083,0.1451,0.0
RCC2,0.9999,0.8532,0.6803,0.2855,0.0754,0.0785,0.0549,0.0177,0.0155,0.0
RDX,0.9999,0.8897,0.8859,0.8347,0.6395,0.3131,0.1336,0.1176,0.1098,0.0
REEP5,0.9999,1.0787,1.098,1.0989,1.2447,2.1829,3.2676,2.8794,4.8574,0.0
RELL1,0.9999,0.7946,0.6975,0.6003,0.4883,0.8284,0.5343,0.2623,0.2986,0.0
RER1,0.9999,0.8337,0.7007,0.4697,0.4193,0.4245,0.4959,0.3394,0.271,0.0
RHAG,0.9999,0.9087,0.7579,1.2473,1.4663,1.5222,1.3744,0.9391,1.1482,0.0
RHOA,0.9999,1.0324,1.0896,1.1137,0.9737,1.0631,1.4263,0.9461,0.8905,0.0
RHOG,0.9999,1.0207,1.0113,1.0557,1.0816,1.2115,0.5083,0.1477,0.179,0.0
RHOT2,0.9999,0.7396,0.3952,0.0417,0.0463,0.0429,0.0501,0.0514,0.0417,0.0
RNASET2,0.9999,1.0174,1.0079,0.9173,0.9279,0.6159,1.374,2.2812,3.0239,0.0
RNF149,0.9999,1.0208,0.6467,0.5151,0.339,0.2551,0.3504,0.2133,0.2019,0.0
RNPEP,0.9999,0.7699,0.2541,0.0788,0.0753,0.0526,0.0423,0.0364,0.0525,0.0
ROR2,0.9999,0.7725,0.4266,0.1228,0.0724,0.0569,0.0453,0.0312,0.0349,0.0
RPL15,0.9999,1.4997,1.5083,1.2926,0.9913,0.5463,0.1713,0.0614,0.0892,0.0
RPS27A,0.9999,0.8053,0.7498,0.5003,0.4314,0.4644,0.2658,0.1189,0.1584,0.0
RPSA,0.9999,0.9734,0.8507,0.5872,0.3715,0.2523,0.1597,0.1139,0.0838,0.0
RTN4,0.9999,1.0757,1.0432,0.9352,1.2995,1.0775,2.7498,3.1914,2.8867,0.0
RTN4RL2,0.9999,0.7562,0.6168,0.6404,0.6876,0.3524,0.2089,0.1107,0.108,0.0
SAPS3,0.9999,0.8987,0.8452,0.9821,0.7306,0.15,0.0509,0.041,0.0429,0.0
SARS,0.9999,0.869,0.8331,0.7425,0.3554,0.0846,0.0789,0.0733,0.0766,0.0
SCAMP3,0.9999,0.8896,0.8607,1.0066,1.1175,1.098,1.6785,1.7124,2.817,0.0
SCARB1,0.9999,0.8765,0.8567,0.9049,0.877,0.8503,0.9468,0.8071,0.6299,0.0
SDC1,0.9999,0.8151,0.8571,0.7385,0.545,0.482,0.4967,0.4353,0.6569,0.0
SDC3,0.9999,0.8808,0.884,0.7212,0.7775,0.7628,0.902,0.7908,1.1586,0.0
SDC4,0.9999,0.9739,0.758,0.6505,0.4684,0.59,0.5168,0.3776,0.5496,0.0
SDCBP,0.9999,0.9495,0.7315,0.5176,0.5179,0.4617,0.5235,0.4914,0.741,0.0
SELPLG,0.9999,0.876,0.8009,0.8393,0.8155,0.71,0.7,0.5679,0.7321,0.0
SEMA4C,0.9999,0.8676,0.7977,0.6553,0.3888,0.287,0.2512,0.1778,0.1551,0.0
SEMA4D,0.9999,0.889,0.8339,0.8718,0.7835,0.8962,0.5179,0.3155,0.3653,0.0
SEMA7A,0.9999,0.8286,0.5654,0.3913,0.2053,0.1337,0.1367,0.1125,0.1241,0.0
SEPHS1,0.9999,0.7894,0.8894,0.6991,0.597,0.9595,0.6407,0.5844,0.4946,0.0
SERBP1,0.9999,1.1132,1.0855,0.7564,0.4561,0.5364,0.4518,0.2812,0.4287,0.0
SERINC3,0.9999,0.9291,0.7971,0.7482,0.6687,0.8131,1.2783,1.4467,1.5855,0.0
SIGLEC10,0.9999,0.8362,0.5904,0.5117,0.3919,0.2287,0.2,0.1448,0.149,0.0
SIRPA,0.9999,0.9852,0.7771,0.7656,0.7013,0.671,0.593,0.4974,0.7246,0.0
SLAMF6,0.9999,0.7641,0.6658,0.6036,0.6329,0.645,0.5658,0.3848,0.3884,0.0
SLC11A2,0.9999,0.6697,0.5182,0.5141,0.6457,0.609,1.0057,1.101,1.6717,0.0
SLC12A2,0.9999,0.8318,0.757,0.6916,0.4782,0.0816,0.0356,0.0396,0.0352,0.0
SLC12A4,0.9999,0.8724,0.702,0.4762,0.2416,0.236,0.1842,0.1616,0.1467,0.0
SLC12A6,0.9999,0.9486,0.9155,0.7663,0.3845,0.1677,0.0597,0.0459,0.0406,0.0
SLC12A7,0.9999,0.8058,0.3788,0.152,0.1258,0.0319,0.0354,0.0501,0.0315,0.0
SLC16A1,0.9999,1.0219,1.0023,1.1022,1.4605,2.1514,2.5442,1.4428,2.1141,0.0
SLC17A5,0.9999,1.0305,0.8931,0.6935,1.2212,0.9975,1.8835,2.4642,3.9003,0.0
SLC19A1,0.9999,0.8542,0.7656,0.7484,0.6902,0.6873,0.5864,0.3266,0.3127,0.0
SLC19A2,0.9999,0.8499,0.716,0.5935,0.7365,1.0172,0.6903,0.3999,0.228,0.0
SLC1A4,0.9999,0.9227,0.8257,0.874,0.8708,0.8749,0.7961,0.4459,0.5568,0.0
SLC1A5,0.9999,0.8412,0.7859,0.8093,0.7535,0.7781,0.6786,0.4282,0.5096,0.0
SLC20A1,0.9999,0.8245,0.7633,0.6972,0.546,1.3687,0.9524,0.4708,0.5802,0.0
SLC20A2,0.9999,0.8908,0.9242,0.9444,1.038,1.1833,0.9733,0.5509,0.7034,0.0
SLC22A23,0.9999,0.836,0.7313,0.7642,0.6811,0.8227,0.6625,0.4805,0.4697,0.0
SLC22A4,0.9999,0.7478,0.724,0.8347,0.9578,0.7505,0.6694,0.3838,0.2516,0.0
SLC23A2,0.9999,0.881,0.7606,0.6959,0.693,0.8357,0.805,0.5606,0.5518,0.0
SLC25A11,0.9999,0.8592,0.8177,0.9184,1.196,1.4037,1.6277,1.0871,1.3319,0.0
SLC25A13,0.9999,0.9208,0.8622,0.8618,1.0329,0.9131,0.8905,0.3761,0.1561,0.0
SLC25A3,0.9999,0.9333,0.9107,0.8966,1.0503,1.4501,2.0978,1.6645,2.2711,0.0
SLC25A4,0.9999,1.1162,1.1333,0.9746,0.8763,1.3766,2.1161,1.3486,1.7894,0.0
SLC25A5,0.9999,0.8244,0.9092,1.0401,1.3058,1.532,1.6597,1.2137,1.0137,0.0
SLC26A2,0.9999,0.8582,0.6076,0.1852,0.074,0.0147,0.0327,0.0212,0.0381,0.0
SLC26A6,0.9999,0.794,0.6687,0.73,0.7723,0.5767,0.0856,0.0299,0.0341,0.0
SLC29A1,0.9999,0.8863,0.8857,1.015,0.9949,0.855,0.7617,0.5787,0.4677,0.0
SLC29A2,0.9999,0.8994,0.8331,0.8819,0.7727,0.7214,0.1848,0.0203,0.0238,0.0
SLC2A1,0.9999,0.885,0.809,0.7887,0.7207,0.8237,0.7985,0.5551,0.646,0.0
SLC2A13,0.9999,0.8884,0.8882,0.6838,0.6399,0.7404,0.9149,1.0121,1.4885,0.0
SLC2A3,0.9999,0.8853,0.8212,0.8335,0.84,0.8797,0.8858,0.5811,0.7154,0.0
SLC2A4,0.9999,0.9083,0.7778,0.6516,0.6773,0.6594,0.7986,0.7169,0.4638,0.0
SLC2A5,0.9999,0.918,0.9057,0.7635,0.7721,0.9,0.9312,0.5943,0.7073,0.0
SLC30A1,0.9999,0.8459,0.7356,0.7686,0.7727,0.8907,0.7205,0.3889,0.3675,0.0
SLC31A1,0.9999,0.9284,0.8386,0.8221,0.7047,0.6405,0.4041,0.2569,0.3258,0.0
SLC38A1,0.9999,0.9099,0.992,1.0503,1.0986,0.9439,0.7213,0.1932,0.1583,0.0
SLC38A2,0.9999,1.1028,1.2648,1.5434,1.7136,0.8276,0.8762,0.7119,0.6537,0.0
SLC38A5,0.9999,0.902,0.8458,0.8154,0.6909,0.5182,0.1631,0.0783,0.0812,0.0
SLC39A14,0.9999,0.9508,0.9123,0.8997,0.8615,0.844,0.8131,0.5293,0.6467,0.0
SLC39A6,0.9999,0.8667,0.7941,0.7553,0.713,0.5075,0.3083,0.1717,0.186,0.0
SLC39A8,0.9999,0.9664,0.7467,0.8988,0.8005,0.5886,0.5457,0.4748,0.5798,0.0
SLC40A1,0.9999,0.8525,0.7683,0.7937,0.7709,0.7632,0.5541,0.4011,0.3416,0.0
SLC43A1,0.9999,0.8232,0.8317,0.8497,0.9256,0.7047,0.4242,0.0877,0.0859,0.0
SLC43A2,0.9999,1.0129,0.8945,0.8854,0.7478,0.4395,0.1576,0.0726,0.0879,0.0
SLC44A1,0.9999,1.0352,0.9506,1.2065,1.4142,1.012,0.8728,0.5819,0.7251,0.0
SLC44A2,0.9999,0.8583,0.7299,0.7741,0.7505,0.7015,0.493,0.4082,0.4159,0.0
SLC4A1,0.9999,1.2483,1.0349,1.1588,1.3116,0.6023,0.7053,0.4284,0.1669,0.0
SLC4A2,0.9999,0.8183,0.6365,0.2635,0.0592,0.0381,0.0319,0.0286,0.0297,0.0
SLC4A7,0.9999,0.9454,0.7496,0.4606,0.1821,0.0546,0.034,0.0327,0.0241,0.0
SLC5A3,0.9999,0.7931,0.8402,0.9999,1.3387,1.1267,0.8573,0.5886,0.5804,0.0
SLC5A6,0.9999,0.8755,0.7991,0.816,0.684,0.5586,0.3295,0.2523,0.1738,0.0
SLC6A6,0.9999,0.8379,0.8027,0.8078,0.7487,0.5947,0.3605,0.1473,0.0732,0.0
SLC6A8,0.9999,0.909,0.8328,0.821,0.8045,0.7948,0.6236,0.3282,0.1359,0.0
SLC6A9,0.9999,0.8821,0.823,0.7569,0.6755,0.795,0.5723,0.1583,0.0549,0.0
