Accession,T37.0,T47.4,T51.0,T53.9,T56.8,T59.9,T62.5,T65.6,T69.0,RSD
IFNAR2,0.9999,0.7936,0.4262,0.2721,0.1493,0.1126,0.1419,0.1047,0.1064,0.0
IFNGR1,0.9999,0.8829,0.7226,0.7442,0.722,1.1816,1.1579,0.8229,0.8751,0.0
IGF1R,0.9999,0.4152,0.1542,0.0579,0.0702,0.1235,0.0801,0.0771,0.1115,0.0
IGF2R,0.9999,0.7799,0.8206,0.7806,0.5727,0.4666,0.461,0.3786,0.3631,0.0
IGSF8,0.9999,0.8551,0.7586,0.7271,0.7245,0.6113,0.3694,0.1693,0.2014,0.0
IL10RB,0.9999,0.8644,0.6779,0.4528,0.2206,0.0988,0.1041,0.0847,0.0967,0.0
IL13RA1,0.9999,0.8338,0.5993,0.5635,0.442,0.4139,0.3939,0.3831,0.417,0.0
IL17RA,0.9999,0.781,0.5949,0.3979,0.2668,0.2857,0.2176,0.1697,0.1319,0.0
IL17RC,0.9999,0.7765,0.6211,0.4487,0.1392,0.0823,0.0531,0.0249,0.0618,0.0
IL18R1,0.9999,0.8421,0.611,0.3409,0.147,0.1009,0.0804,0.0602,0.063,0.0
IL1RAP,0.9999,0.883,0.7247,0.6431,0.4283,0.3151,0.1906,0.1982,0.1265,0.0
IL27RA,0.9999,0.8873,0.6657,0.5294,0.3409,0.3447,0.3066,0.2208,0.2198,0.0
IL6ST,0.9999,0.7845,0.6555,0.6849,0.5332,0.4245,0.4015,0.3667,0.4609,0.0
IQGAP1,0.9999,1.005,0.6053,0.081,0.0667,0.1202,0.0826,0.0493,0.0609,0.0
IQGAP2,0.9999,0.7774,0.1999,0.0495,0.0442,0.055,0.0122,0.0075,0.0083,0.0
ITFG1,0.9999,0.7477,0.5721,0.4922,0.3881,0.312,0.317,0.3562,0.3772,0.0
ITFG3,0.9999,0.8726,0.7217,0.7368,0.7189,0.7114,0.5863,0.3512,0.288,0.0
ITGA2B,0.9999,0.8037,0.5932,0.3978,0.3309,0.2829,0.2635,0.235,0.2879,0.0
ITGA3,0.9999,1.5899,0.5681,0.1873,0.9835,0.7583,0.6577,0.6227,0.8183,0.0
ITGA5,0.9999,0.8463,0.7861,0.8035,0.7583,0.7278,0.5805,0.3534,0.3254,0.0
ITGAM,0.9999,0.9567,0.773,0.7708,0.7678,0.5876,0.4268,0.2951,0.3087,0.0
ITGAV,0.9999,0.9121,0.7177,0.6779,0.5543,0.492,0.4453,0.3523,0.3652,0.0
ITGAX,0.9999,0.9421,0.7015,0.6387,0.5599,0.4429,0.3072,0.1997,0.2612,0.0
ITGB1,0.9999,1.0465,0.9553,0.9617,0.9394,0.9951,0.8872,0.6828,0.7383,0.0
ITGB2,0.9999,0.902,0.7085,0.7275,0.6728,0.5572,0.4389,0.3088,0.3014,0.0
ITGB3,0.9999,0.9375,0.8904,0.7298,0.6801,0.6082,0.4526,0.1831,0.1697,0.0
ITGB5,0.9999,0.8728,0.8041,0.7659,0.7361,0.6795,0.5346,0.2839,0.2615,0.0
ITM2C,0.9999,0.8467,0.687,0.5045,0.3474,0.4325,0.3456,0.2871,0.3582,0.0
JAG2,0.9999,0.8496,0.6712,0.4957,0.3662,0.2396,0.1905,0.1364,0.1953,0.0
KARS,0.9999,0.9617,0.5078,0.2667,0.3569,0.6487,0.1445,0.089,0.1226,0.0
KCNN4,0.9999,0.8856,0.8403,0.8609,0.8814,0.8163,0.8088,0.4699,0.5681,0.0
KEL,0.9999,0.8079,0.6056,0.5515,0.4662,0.4167,0.2882,0.1995,0.2118,0.0
KISS1R,0.9999,0.981,0.9465,0.7926,0.5638,0.3555,0.1478,0.044,0.045,0.0
KLC1,0.9999,0.9597,0.6491,0.1475,0.068,0.2093,0.0995,0.0515,0.0497,0.0
KRAS,0.9999,1.0549,0.9876,1.1064,1.0936,1.6633,2.0138,1.8287,0.8826,0.0
KTN1,0.9999,0.761,0.4182,0.1988,0.1486,0.118,0.0987,0.1012,0.1275,0.0
LAMP1,0.9999,0.9886,0.8657,0.9382,0.9824,0.8593,2.3214,3.2041,4.7777,0.0
LAMP2,0.9999,1.1093,0.9499,0.9152,1.0232,0.813,3.2129,6.7494,9.2986,0.0
LANCL1,0.9999,1.0784,0.9458,0.927,1.0496,1.1285,0.8301,0.3209,0.3249,0.0
LCP1,0.9999,0.9596,0.8377,0.6256,0.528,0.2957,0.1343,0.0816,0.0866,0.0
LDLR,0.9999,0.8026,0.7123,0.5513,0.4224,0.4693,0.5561,0.5148,0.4539,0.0
LEPR,0.9999,0.8699,0.7129,0.6507,0.4962,0.116,0.1122,0.0871,0.1094,0.0
LGALS1,0.9999,0.9711,0.8801,0.816,0.743,0.6617,0.7719,0.8013,0.4847,0.0
LMAN2,0.9999,0.9411,0.7677,0.6293,0.48,0.2981,0.3893,0.3751,0.4405,0.0
LNPEP,0.9999,0.9035,1.2029,1.1214,0.863,0.8608,1.661,2.2321,2.0821,0.0
LRFN1,0.9999,0.8618,0.6116,0.4511,0.3225,0.2094,0.1462,0.1089,0.111,0.0
LRIG2,0.9999,0.9353,0.6453,0.5505,0.4034,0.4721,0.3213,0.3334,0.4172,0.0
LRP6,0.9999,0.8799,0.5466,0.3213,0.2144,0.1749,0.1097,0.066,0.0746,0.0
LRP8,0.9999,0.8703,0.7919,0.7493,0.7676,0.6068,0.7342,0.9985,1.1168,0.0
LRPAP1,0.9999,0.9107,0.6984,0.7086,0.5933,0.6342,1.1941,0.7502,0.4605,0.0
LRRC4B,0.9999,0.8069,0.6945,0.6305,0.5244,0.3651,0.2418,0.1624,0.1811,0.0
LRRC8A,0.9999,0.8506,0.6359,0.4162,0.1702,0.119,0.0684,0.0485,0.055,0.0
LRRC8B,0.9999,0.8866,0.6632,0.4553,0.2499,0.0941,0.0241,0.0231,0.0157,0.0
LRRC8C,0.9999,0.8588,0.6158,0.436,0.1352,0.0307,0.0259,0.0238,0.0321,0.0
LRRC8D,0.9999,0.8922,0.6507,0.4405,0.1517,0.0558,0.0258,0.0188,0.0238,0.0
LYN,0.9999,0.9206,0.3812,0.1864,0.1902,0.1876,0.1738,0.1498,0.2063,0.0
M11S1,0.9999,0.8824,0.603,0.3456,0.202,0.207,0.1824,0.1365,0.1462,0.0
M6PR,0.9999,0.7231,0.8782,1.2618,1.265,1.1494,2.1386,2.8175,3.3929,0.0
MACF1,0.9999,0.6436,0.2179,0.1135,0.1492,0.0869,0.0728,0.0403,0.0485,0.0
MAP1B,0.9999,0.7952,0.5763,0.4032,0.4279,0.3625,0.1191,0.0725,0.0889,0.0
MAP4,0.9999,0.9782,0.8496,0.7533,0.6162,1.0189,1.2206,0.6869,0.9739,0.0
MARCKSL1,0.9999,1.0105,0.9771,0.9928,1.085,2.3119,3.0202,2.89,3.1623,0.0
MCAM,0.9999,0.8843,0.7974,0.8273,0.7662,0.7604,0.6798,0.5002,0.5211,0.0
MCTS1,0.9999,0.9777,0.7377,0.5159,0.5018,0.4613,0.1559,0.1095,0.1954,0.0
MDH2,0.9999,0.9949,0.8375,0.9505,1.0485,1.1778,0.8261,0.0789,0.0935,0.0
MERTK,0.9999,0.7749,0.2828,0.1204,0.1539,0.0515,0.0317,0.0254,0.0275,0.0
MESDC2,0.9999,0.972,0.8234,0.6151,0.4202,0.3829,0.4543,0.3891,0.4892,0.0
MFGE8,0.9999,0.8471,0.7169,0.6718,0.626,0.5484,0.421,0.2144,0.2058,0.0
MFI2,0.9999,0.8223,0.644,0.5143,0.4042,0.3023,0.181,0.1295,0.1428,0.0
MIF,0.9999,1.0328,0.9511,0.9836,0.7706,0.721,0.3499,0.3692,0.4281,0.0
MME,0.9999,0.8953,0.7455,0.7998,0.7805,0.7229,0.3978,0.2521,0.2777,0.0
MPDU1,0.9999,0.9444,0.9192,1.0247,1.1368,1.5629,2.0882,1.9311,1.398,0.0
MPP1,0.9999,0.6663,0.2345,0.0773,0.0586,0.064,0.0665,0.0524,0.0614,0.0
MPZL1,0.9999,0.9081,0.7995,0.728,0.6564,0.6635,0.5603,0.3187,0.3191,0.0
MRC2,0.9999,0.91,0.8296,0.6819,0.4273,0.2875,0.3063,0.3076,0.3514,0.0
MSH6,0.9999,0.5136,0.288,0.1829,0.2256,0.0626,0.0247,0.0342,0.0355,0.0
MSN,0.9999,1.0843,0.9143,0.0839,0.0464,0.0346,0.0343,0.0224,0.0333,0.0
MTDH,0.9999,0.999,0.9039,0.6452,0.4128,0.3279,0.2739,0.1151,0.1505,0.0
MUC1,0.9999,0.7417,0.6402,0.7163,0.7755,0.771,0.6916,0.4235,0.4555,0.0
MXRA8,0.9999,0.8151,0.6976,0.5543,0.3607,0.4478,0.5093,0.4409,0.3766,0.0
MYH10,0.9999,0.5515,0.3024,0.1767,0.1195,0.106,0.0343,0.0844,0.1489,0.0
MYH9,0.9999,0.858,0.6991,0.3606,0.0724,0.0573,0.0536,0.0481,0.0588,0.0
NAG,0.9999,0.3691,0.0926,0.0044,0.0105,0.0782,0.0712,0.0577,0.0637,0.0
NAPA,0.9999,0.9829,0.6135,0.2679,0.1245,0.0545,0.0164,0.0119,0.0091,0.0
NAPG,0.9999,0.8005,0.2835,0.1057,0.133,0.0488,0.0526,0.0322,0.0916,0.0
NCAM2,0.9999,0.8317,0.7619,0.831,0.748,0.3338,0.2582,0.2036,0.2195,0.0
NCSTN,0.9999,0.8748,0.6345,0.4895,0.4345,0.3247,0.3775,0.3682,0.584,0.0
NEO1,0.9999,0.9007,0.6996,0.5157,0.369,0.2805,0.2285,0.1563,0.1765,0.0
NLGN2,0.9999,1.038,0.837,0.6394,0.6068,0.512,0.4079,0.2573,0.4036,0.0
NOTCH1,0.9999,0.5146,0.2114,0.0881,0.0856,0.0557,0.0578,0.067,0.1081,0.0
NPC1,0.9999,0.8618,0.6745,0.5099,0.6125,0.6853,1.8813,2.6917,2.5596,0.0
NPTN,0.9999,0.8937,0.7806,0.8639,0.7071,0.3822,0.2455,0.367,0.6903,0.0
NRAS,0.9999,1.1211,0.7932,1.8483,2.776,1.3447,1.0205,0.869,0.4324,0.0
NRD1,0.9999,0.9519,0.4769,0.1319,0.1315,0.1743,0.1306,0.1001,0.1302,0.0
NSF,0.9999,0.8823,0.3456,0.0905,0.1148,0.077,0.0284,0.0257,0.0392,0.0
NTRK1,0.9999,0.3047,0.0555,0.0185,0.0313,0.0212,0.0121,0.0155,0.0284,0.0
NUCB2,0.9999,1.0205,0.8195,1.0661,1.096,0.9156,2.6184,3.2099,3.3816,0.0
ORAI1,0.9999,0.8388,0.7909,0.8002,0.7973,0.7611,0.6803,0.3561,0.4233,0.0
P2RX1,0.9999,0.8989,0.7533,0.9117,0.8116,0.6726,0.5468,0.2476,0.281,0.0
P2RX7,0.9999,0.8945,0.7625,0.6977,0.6475,0.369,0.1478,0.0802,0.0919,0.0
P2RY1,0.9999,0.8198,0.7278,0.6562,0.5899,0.5167,0.5191,0.3409,0.4243,0.0
P4HB,0.9999,1.1162,1.0249,1.0289,0.802,0.6872,0.9182,0.8917,0.9551,0.0
PAFAH1B2,0.9999,0.9942,0.6402,0.224,0.163,0.0785,0.0566,0.0381,0.0756,0.0
PAK2,0.9999,0.8777,0.7749,0.6544,0.3672,0.0941,0.0289,0.0197,0.0172,0.0
PANX1,0.9999,0.9659,0.9517,1.0227,1.0563,1.0426,0.9255,0.678,0.7282,0.0
PC,0.9999,0.7236,0.3817,0.0229,0.0166,0.041,0.0328,0.0171,0.0213,0.0
PCYOX1,0.9999,0.9619,0.8336,0.8593,0.831,0.5628,0.3979,0.1704,0.224,0.0
PDIA3,0.9999,0.9008,0.5533,0.3213,0.2637,0.1791,0.2316,0.2367,0.3187,0.0
PDIA4,0.9999,1.1052,0.7324,0.4592,0.3604,0.2516,0.3379,0.3643,0.4877,0.0
PDIA6,0.9999,1.023,0.8857,0.7677,0.4432,0.274,0.4182,0.4143,0.5647,0.0
PFKM,0.9999,0.9641,0.852,0.8178,0.8098,1.2075,0.4601,0.2477,0.2762,0.0
PHB,0.9999,0.9405,0.7788,0.6528,0.6071,0.6041,0.6426,0.534,0.3333,0.0
PHB2,0.9999,0.9426,0.8177,0.6783,0.6231,0.5359,0.6282,0.5369,0.3061,0.0
PKM2,0.9999,1.0449,0.9783,0.9913,0.9158,1.097,0.1014,0.0713,0.0906,0.0
PLAU,0.9999,0.908,0.7606,0.7254,0.7042,0.7053,0.4849,0.2867,0.3482,0.0
PLAUR,0.9999,0.8019,0.6568,0.6618,0.6691,0.9897,0.7153,0.5816,0.6723,0.0
PLP2,0.9999,0.8409,0.8434,1.1621,1.7356,1.5516,1.0079,0.618,0.7926,0.0
PLXDC2,0.9999,0.9721,0.7677,0.7437,0.5518,0.6005,0.4115,0.3589,0.3098,0.0
PLXNA1,0.9999,0.7844,0.5747,0.3714,0.1452,0.0364,0.0303,0.0254,0.0305,0.0
PLXNA3,0.9999,0.7609,0.3008,0.0901,0.0694,0.0753,0.0424,0.0401,0.0418,0.0
PLXNB1,0.9999,0.8195,0.6622,0.3496,0.2038,0.0976,0.0754,0.0679,0.0709,0.0
PLXNB2,0.9999,0.8319,0.536,0.1229,0.0645,0.0876,0.0641,0.05,0.0677,0.0
PLXNC1,0.9999,0.995,0.7405,0.4495,0.1092,0.1345,0.1017,0.0742,0.1339,0.0
PLXND1,0.9999,0.6021,0.1307,0.0419,0.0454,0.0868,0.0245,0.0217,0.0358,0.0
PODXL2,0.9999,0.9341,0.8607,0.8994,0.9386,0.7366,0.6882,0.6225,0.6777,0.0
PON2,0.9999,1.012,0.7091,0.4678,0.3544,0.258,0.2261,0.2854,0.3275,0.0
PPME1,0.9999,0.9304,0.733,0.3703,0.0933,0.066,0.0453,0.0228,0.0257,0.0
PPP2CA,0.9999,1.0052,0.7758,0.6297,0.3519,0.3371,0.1623,0.0793,0.0855,0.0
PRCP,0.9999,0.7055,0.4769,0.5479,0.6129,0.6686,1.1082,1.2893,1.4899,0.0
PRKAR1A,0.9999,0.9034,0.4434,0.0,0.0,0.1417,0.083,0.0338,0.0199,0.0
PRKAR2A,0.9999,0.8199,0.5394,0.3027,0.1651,0.0852,0.0618,0.0429,0.0578,0.0
PRKCB,0.9999,0.9743,0.4614,0.0787,0.0689,0.0272,0.0556,0.0505,0.0149,0.0
PRNP,0.9999,0.8376,0.9173,0.893,0.7464,0.8938,0.8106,0.4487,0.612,0.0
PROCR,0.9999,0.837,0.7589,0.7685,0.6266,0.5878,0.5032,0.2983,0.2676,0.0
PRPS2,0.9999,0.9938,0.9944,1.0248,0.8495,0.7086,0.2398,0.152,0.0956,0.0
PRSS8,0.9999,0.8757,0.6626,0.7005,0.7616,0.7131,0.4638,0.2935,0.3853,0.0
PTGER3,0.9999,0.8483,0.793,0.7782,0.7121,0.6604,0.4774,0.2732,0.2742,0.0
PTGFRN,0.9999,0.8924,0.7885,0.8307,0.6712,0.5095,0.3324,0.2579,0.2587,0.0
PTK7,0.9999,0.8313,0.6017,0.3717,0.1759,0.0941,0.0742,0.0606,0.0545,0.0
PTPRA,0.9999,0.823,0.4244,0.0649,0.0534,0.041,0.0278,0.0173,0.0217,0.0
PTPRC,0.9999,0.8874,0.7038,0.5321,0.1771,0.029,0.0178,0.0152,0.0143,0.0
PTPRJ,0.9999,0.6516,0.1453,0.0399,0.0302,0.0477,0.0216,0.0182,0.0269,0.0
PTPRS,0.9999,0.6434,0.2482,0.1694,0.1651,0.1559,0.133,0.1007,0.1374,0.0
PTRF,0.9999,1.062,0.7708,0.3877,0.2389,0.0925,0.0433,0.0449,0.0695,0.0
PTTG1IP,0.9999,1.2305,1.2986,1.3768,1.4808,1.4977,3.2749,4.3441,6.6328,0.0
PVR,0.9999,0.8483,0.8035,0.7973,0.6472,0.6879,0.5858,0.4077,0.4002,0.0
PVRL2,0.9999,0.8803,0.7678,0.7718,0.6748,0.6087,0.4474,0.2827,0.296,0.0
QSOX2,0.9999,0.7595,0.5989,0.5672,0.412,0.2983,0.3352,0.3672,0.4639,0.0
RAB14,0.9999,1.0434,0.8792,0.9213,1.0765,0.9771,1.4502,1.2173,0.8347,0.0
RAB21,0.9999,0.7371,0.4955,0.5097,0.5438,0.6877,0.8732,1.149,0.5483,0.0
RAB35,0.9999,1.0703,0.92,0.9481,1.169,1.6021,2.3434,0.7881,0.265,0.0
RAB3GAP2,0.9999,0.5729,0.1792,0.012,0.0172,0.073,0.0217,0.026,0.0246,0.0
RAB5A,0.9999,0.9928,0.8967,1.0274,1.1634,2.4439,3.0979,1.4712,0.642,0.0
RAB5B,0.9999,0.7982,0.6731,0.6436,0.8503,0.8693,1.3174,1.2698,0.8568,0.0
RAB5C,0.9999,0.9123,0.8745,0.9364,1.2862,1.3384,2.3131,2.3424,1.5298,0.0
RAB6A,0.9999,1.1786,1.159,1.153,1.1832,0.7324,0.9629,1.0829,0.9881,0.0
RAB8A,0.9999,0.9268,0.7277,0.6888,0.6763,0.427,0.5844,0.4952,0.3109,0.0
RAB8B,0.9999,0.987,0.9348,0.882,0.9886,1.2505,1.4309,1.1289,0.572,0.0
RAB9A,0.9999,0.9178,0.7708,0.4389,0.4407,0.44,0.3863,0.269,0.3322,0.0
RAC1,0.9999,1.0143,0.9311,1.116,1.7746,2.2289,1.9912,0.6929,0.2663,0.0
RAC2,0.9999,1.1006,0.9367,0.6016,0.3042,0.419,0.3072,0.2373,0.1827,0.0
RALA,0.9999,0.9371,0.8488,0.7259,0.6966,0.6369,0.7309,0.6743,0.3691,0.0
RALGPS2,0.9999,0.8622,1.0031,1.1849,1.3542,1.7508,0.9897,0.4747,0.2916,0.0
RAP1B,0.9999,1.0172,0.912,0.962,0.939,0.9732,1.6584,1.4924,1.553,0.0
RAP2B,0.9999,0.7265,1.0357,2.8238,3.87,3.2339,3.1234,2.9363,2.3806,0.0
RASGRP4,0.9999,0.9091,0.155,0.1862,0.2924,0.3603,0.2859,0.3367,0.2278,0.0
RCC2,0.9999,0.9489,0.6622,0.2724,0.0933,0.0866,0.0394,0.0253,0.0206,0.0
RDX,0.9999,1.0026,0.8958,0.8868,0.7854,0.297,0.134,0.0966,0.0929,0.0
REEP5,0.9999,1.121,1.0047,1.1247,1.5031,2.1464,3.5358,3.9628,5.4163,0.0
RELL1,0.9999,0.8061,0.6265,0.5941,0.5425,0.8561,0.5853,0.2788,0.2581,0.0
RER1,0.9999,0.906,0.6483,0.4879,0.4076,0.3736,0.4586,0.3379,0.2658,0.0
RHAG,0.9999,1.0985,1.1523,1.7448,1.8659,2.1088,1.902,1.1822,1.5688,0.0
RHOA,0.9999,1.075,1.0446,1.0689,1.0698,0.9763,1.3952,1.1129,0.9791,0.0
RHOG,0.9999,1.0906,0.9164,0.9832,1.0809,1.154,0.5585,0.1635,0.1645,0.0
RHOT2,0.9999,0.8326,0.3753,0.0783,0.0449,0.0616,0.0612,0.048,0.056,0.0
RNASET2,0.9999,1.0479,0.9647,0.9549,0.9324,0.59,1.0923,2.257,3.5007,0.0
RNF149,0.9999,0.824,0.6669,0.481,0.3221,0.249,0.3174,0.2344,0.2276,0.0
RNPEP,0.9999,0.8494,0.2682,0.0708,0.0623,0.0667,0.0428,0.0322,0.0615,0.0
ROR2,0.9999,0.751,0.4293,0.1137,0.075,0.061,0.0416,0.0292,0.039,0.0
RPL15,0.9998,1.248,1.4408,1.5017,1.871,0.735,0.3689,0.1367,0.1825,0.0
RPS27A,0.9999,0.7706,0.5269,0.3299,0.3064,0.3711,0.2174,0.0935,0.1268,0.0
RPSA,0.9999,1.0291,0.7956,0.5379,0.413,0.2936,0.1596,0.0914,0.0915,0.0
RTN4,0.9999,0.8868,0.7881,0.9426,1.1372,1.0575,2.3411,2.7725,2.7728,0.0
RTN4RL2,0.9999,0.7016,0.6593,0.675,0.5943,0.3789,0.2061,0.0979,0.1252,0.0
SAPS3,0.9999,1.0575,0.8853,0.8602,0.6824,0.1496,0.0408,0.0352,0.0596,0.0
SARS,0.9999,1.001,0.9191,0.7673,0.3536,0.0807,0.0606,0.0558,0.0652,0.0
SCAMP3,0.9999,0.9211,0.8286,0.9535,1.0399,1.0394,1.5076,1.8351,2.8664,0.0
SCARB1,0.9999,0.8741,0.8694,0.8561,0.8727,0.9141,0.9339,0.7053,0.6465,0.0
SDC1,0.9999,1.0632,0.9663,0.8686,0.7525,0.6327,0.6249,0.6666,0.8003,0.0
SDC3,0.9999,0.856,0.6609,0.5827,0.811,0.859,0.9994,0.9236,1.3084,0.0
SDC4,0.9999,0.8209,0.7341,0.5788,0.6195,0.431,0.4669,0.3842,0.7409,0.0
SDCBP,0.9999,1.0598,0.7801,0.5289,0.5576,0.4833,0.5059,0.6029,0.9972,0.0
SELPLG,0.9999,0.86,0.7197,0.853,0.9093,0.7792,0.7411,0.6175,0.7799,0.0
SEMA4C,0.9999,0.8811,0.7971,0.6534,0.3787,0.262,0.218,0.1682,0.1584,0.0
SEMA4D,0.9999,0.9219,0.8459,0.8866,0.8376,0.936,0.5434,0.3431,0.3882,0.0
SEMA7A,0.9999,0.8332,0.6287,0.4362,0.2032,0.1539,0.1404,0.1205,0.1285,0.0
SEPHS1,0.9999,0.9714,0.9113,0.8493,0.8691,0.9842,0.7773,0.8166,0.5906,0.0
SERBP1,0.9999,1.093,0.9943,0.747,0.5952,0.5017,0.4165,0.2839,0.3528,0.0
SERINC3,0.9999,0.895,0.7194,0.6993,0.6599,0.7678,1.0118,1.217,1.4354,0.0
SIGLEC10,0.9999,0.8219,0.5338,0.5216,0.4232,0.2428,0.2133,0.1572,0.1583,0.0
SIRPA,0.9999,0.6875,0.619,0.633,0.573,0.4797,0.4471,0.3987,0.5621,0.0
SLAMF6,0.9999,0.8216,0.6031,0.6157,0.6561,0.7529,0.6517,0.4697,0.4539,0.0
SLC11A2,0.9999,0.6308,0.4229,0.3898,0.4828,0.5947,0.9387,1.2333,1.7665,0.0
SLC12A2,0.9999,0.853,0.7245,0.7077,0.578,0.1576,0.0342,0.0328,0.0435,0.0
SLC12A4,0.9999,0.9813,0.6804,0.4586,0.2401,0.2403,0.156,0.1625,0.1836,0.0
SLC12A6,0.9999,0.9563,0.7946,0.7102,0.413,0.1831,0.053,0.0434,0.0433,0.0
SLC12A7,0.9999,0.8142,0.3713,0.1613,0.1291,0.0371,0.0264,0.0369,0.034,0.0
SLC16A1,0.9999,1.0276,0.9831,1.1335,1.5756,2.1243,2.6747,1.6228,2.1723,0.0
SLC17A5,0.9999,1.3228,1.006,0.7018,1.145,1.0264,1.7993,3.0841,4.6237,0.0
SLC19A1,0.9999,0.8533,0.7489,0.7381,0.6772,0.6925,0.6029,0.3121,0.3026,0.0
SLC19A2,0.9999,0.8167,0.6363,0.4889,0.5272,0.8428,0.5783,0.3204,0.2164,0.0
SLC1A4,0.9999,0.9204,0.8279,0.8255,0.8388,0.9439,0.8355,0.5301,0.5354,0.0
SLC1A5,0.9999,0.8729,0.8052,0.8497,0.8554,0.8591,0.7665,0.4497,0.5043,0.0
SLC20A1,0.9999,0.84,0.6694,0.6391,0.5827,1.363,1.0261,0.4979,0.5069,0.0
SLC20A2,0.9999,0.7941,0.6909,0.8467,1.0148,1.1005,0.9684,0.5143,0.5926,0.0
SLC22A23,0.9999,0.8608,0.7784,0.8283,0.7817,0.8691,0.7207,0.5307,0.4497,0.0
SLC22A4,0.9999,0.7746,0.6831,0.7159,0.8051,1.0505,0.9174,0.5345,0.3388,0.0
SLC23A2,0.9999,0.873,0.7424,0.7252,0.7885,0.8789,0.8814,0.5739,0.5551,0.0
SLC25A11,0.9999,0.8381,0.7108,0.8673,1.0403,1.3592,1.52,1.2343,1.6385,0.0
SLC25A13,0.9999,0.9041,0.7394,0.8602,0.9894,0.8127,0.8377,0.3769,0.1484,0.0
SLC25A3,0.9999,0.9327,0.7622,0.876,0.9563,1.3553,2.2051,2.1096,2.9333,0.0
SLC25A4,0.9999,1.0556,0.8932,0.8117,0.932,1.2631,1.9627,1.7278,2.0611,0.0
SLC25A5,0.9999,0.9187,0.8423,0.9823,1.1727,1.2315,1.582,1.3178,1.1903,0.0
SLC26A2,0.9999,0.8705,0.6405,0.2161,0.0848,0.0205,0.0316,0.0248,0.0366,0.0
SLC26A6,0.9999,0.8667,0.7034,0.7127,0.6339,0.6247,0.0956,0.0239,0.0425,0.0
SLC29A1,0.9999,0.8999,0.8486,1.0015,0.9489,0.9061,0.7639,0.4277,0.4281,0.0
SLC29A2,0.9999,0.8919,0.8445,0.87,0.9043,0.8224,0.2709,0.0303,0.0217,0.0
SLC2A1,0.9999,0.8968,0.804,0.7692,0.7629,0.8377,0.8054,0.5196,0.6179,0.0
SLC2A13,0.9999,1.0445,0.8952,0.7294,0.7063,0.7196,0.7836,0.924,1.3759,0.0
SLC2A3,0.9999,0.8643,0.779,0.8156,0.8197,0.8869,0.8669,0.5707,0.6678,0.0
SLC2A4,0.9999,0.6813,0.6886,0.4323,0.517,0.4795,0.6034,0.4202,0.2712,0.0
SLC2A5,0.9999,1.0208,0.85,0.849,0.9728,1.1555,1.165,0.6326,0.7899,0.0
SLC30A1,0.9999,0.8113,0.6626,0.6764,0.8059,0.8779,0.725,0.4193,0.3643,0.0
SLC31A1,0.9999,0.9738,0.851,0.9032,0.7733,0.4645,0.3147,0.2574,0.2875,0.0
SLC38A1,0.9999,0.8972,0.9339,1.0192,1.1272,1.0493,0.759,0.1635,0.1418,0.0
SLC38A2,0.9999,0.9651,1.1541,1.4647,1.709,0.778,0.7799,0.6076,0.5932,0.0
SLC38A5,0.9999,0.9012,0.8341,0.8367,0.7874,0.5797,0.1982,0.0687,0.0792,0.0
SLC39A14,0.9999,0.9012,0.8905,0.9208,0.8707,0.8279,0.8028,0.5929,0.6735,0.0
SLC39A6,0.9999,0.8683,0.777,0.7627,0.813,0.5273,0.3276,0.1728,0.1838,0.0
SLC39A8,0.9999,0.802,0.6345,0.6551,0.575,0.5953,0.4538,0.4004,0.4413,0.0
SLC40A1,0.9999,0.8694,0.7293,0.7368,0.812,0.7672,0.5729,0.3712,0.3019,0.0
SLC43A1,0.9999,0.7466,0.6737,0.68,0.7207,0.7227,0.4298,0.0683,0.0919,0.0
SLC43A2,0.9999,0.8782,0.8154,0.8353,0.7742,0.4337,0.1598,0.096,0.1098,0.0
SLC44A1,0.9999,1.1205,1.194,1.291,1.665,1.0933,1.031,0.6576,0.799,0.0
SLC44A2,0.9999,0.8707,0.7078,0.7272,0.7308,0.6912,0.478,0.3124,0.4113,0.0
SLC4A1,0.9999,0.948,0.7258,0.4432,0.6468,0.3587,0.2916,0.1528,0.1092,0.0
SLC4A2,0.9999,0.8457,0.6506,0.3117,0.0691,0.0403,0.0282,0.0234,0.0292,0.0
SLC4A7,0.9999,1.0604,0.8453,0.5612,0.263,0.0642,0.0384,0.0306,0.0332,0.0
SLC5A3,0.9999,0.8108,0.6319,0.8828,1.4417,1.074,0.8037,0.5298,0.5877,0.0
SLC5A6,0.9999,0.8722,0.7601,0.7766,0.7211,0.5899,0.3559,0.195,0.1699,0.0
SLC6A6,0.9999,0.8661,0.8652,0.8301,0.769,0.5985,0.4083,0.1445,0.0839,0.0
SLC6A8,0.9999,0.8626,0.8261,0.7971,0.8448,0.8389,0.6718,0.2846,0.1305,0.0
SLC6A9,0.9999,0.9003,0.9119,0.8472,0.7865,0.8562,0.708,0.1713,0.0593,0.0
SLC7A1,0.9999,0.8167,0.8031,0.8342,0.7736,0.7303,0.6166,0.3606,0.2058,0.0
SLC7A11,0.9999,0.8919,0.8222,0.8884,0.8233,0.7552,0.5201,0.3054,0.2274,0.0
SLC7A5,0.9999,0.8417,0.7887,0.7684,0.7534,0.8244,0.5573,0.2914,0.2266,0.0
SLC7A6,0.9999,0.8269,0.7674,0.9268,1.0365,1.1687,0.8001,0.3972,0.3328,0.0
