Accession,T37.0,T47.4,T51.0,T53.9,T56.8,T59.9,T62.5,T65.6,T69.0,RSD
SLC44A2,0.9999,0.8563,0.752,0.7895,0.745,0.7264,0.4988,0.3891,0.4175,0.0
SLC4A2,0.9999,0.8769,0.6523,0.2791,0.0788,0.0463,0.04,0.0397,0.0336,0.0
SLC4A7,0.9999,0.9793,0.8402,0.4965,0.1949,0.061,0.0426,0.0275,0.0215,0.0
SLC5A3,0.9999,0.8527,0.7777,0.9676,1.1673,1.2038,0.8703,0.6421,0.5581,0.0
SLC5A6,0.9999,0.8714,0.81,0.7915,0.6713,0.5354,0.3038,0.2121,0.1601,0.0
SLC6A6,0.9999,0.8875,0.8609,0.859,0.7686,0.6667,0.4382,0.1659,0.0793,0.0
SLC6A8,0.9999,0.921,0.8851,0.8352,0.8114,0.6287,0.4866,0.2537,0.096,0.0
SLC6A9,0.9999,0.8938,0.8333,0.8007,0.7233,0.7567,0.5254,0.1272,0.0166,0.0
SLC7A1,0.9999,0.8307,0.7979,0.8707,0.7982,0.7656,0.5651,0.3456,0.1738,0.0
SLC7A11,0.9999,0.8589,0.7801,0.8013,0.7259,0.6531,0.4496,0.2549,0.1802,0.0
SLC7A5,0.9999,0.9752,0.868,0.8563,0.8956,0.8227,0.5573,0.3036,0.2406,0.0
SLC7A6,0.9999,1.003,0.9406,1.1516,1.2674,0.9992,0.6387,0.4167,0.3183,0.0
SLC9A1,0.9999,0.8796,0.6985,0.582,0.4413,0.2364,0.1379,0.0783,0.0496,0.0
SLC9A3R1,0.9999,0.8589,0.8273,0.6887,0.53,0.5688,0.2895,0.2749,0.2727,0.0
SLCO4A1,0.9999,0.9666,0.9265,0.8224,0.7643,0.9311,0.8971,0.5827,0.5423,0.0
SNAP23,0.9999,0.9017,0.7224,0.8362,1.2352,1.8453,2.5218,2.8146,3.1873,0.0
SNAP29,0.9999,0.8347,0.6228,0.4886,0.434,0.5131,0.4229,0.3636,0.2752,0.0
SNX5,0.9999,0.7796,0.5212,0.141,0.0474,0.2487,0.1334,0.01,0.01,0.0
SNX6,0.9999,0.6755,0.3134,0.0346,0.021,0.0434,0.0269,0.0196,0.0222,0.0
SORT1,0.9999,0.8708,0.7279,0.7836,0.576,0.4937,0.6577,0.54,0.4678,0.0
SPINT1,0.9999,0.8796,0.7587,0.8431,0.7639,0.6112,0.4729,0.2915,0.2596,0.0
SPN,0.9999,0.8644,0.7466,0.6239,0.6012,0.9638,0.8738,0.6767,0.7127,0.0
SPPL2B,0.9999,0.8908,0.7,0.7176,0.608,0.6549,0.6276,0.3952,0.1898,0.0
SPTBN1,0.9999,0.8853,0.642,0.3021,0.1815,0.1681,0.1157,0.1223,0.118,0.0
STEAP3,0.9999,1.0707,1.1148,0.3125,0.1508,0.1536,0.095,0.0551,0.0369,0.0
STIM1,0.9999,1.0543,0.7086,0.364,0.1604,0.0721,0.0685,0.0597,0.0689,0.0
STOM,0.9999,1.1437,0.9524,1.189,2.4636,5.8966,6.997,5.049,2.51,0.0
STOML2,0.9999,0.8137,0.6017,0.3483,0.4016,0.8632,1.8716,1.9031,0.2402,0.0
STRAP,0.9999,0.8483,0.629,0.4714,0.4756,0.3336,0.1331,0.1028,0.0688,0.0
STX7,0.9999,0.8469,0.7578,0.6631,0.6143,0.8433,1.4829,1.737,1.9202,0.0
STXBP2,0.9999,0.5989,0.1823,0.0697,0.0499,0.0744,0.0781,0.0477,0.0513,0.0
STXBP3,0.9999,0.7317,0.2228,0.0854,0.074,0.0754,0.0699,0.0546,0.0647,0.0
SUCLG1,0.9999,0.8799,0.5494,0.1788,0.1133,0.0268,0.0442,0.0518,0.0622,0.0
SUCLG2,0.9999,0.9338,0.6145,0.1665,0.0612,0.0868,0.0854,0.0758,0.0992,0.0
SUCNR1,0.9999,0.7396,0.5997,0.5078,0.4239,0.5629,0.4991,0.524,0.3456,0.0
SVIP,0.9999,0.9184,0.7824,1.2976,1.4386,1.4984,1.5764,1.2605,1.2974,0.0
SYPL1,0.9999,0.9344,0.9118,1.1817,1.0896,0.9564,1.204,1.4702,1.8119,0.0
TAGLN2,0.9999,0.8938,0.551,0.219,0.1431,0.1492,0.0768,0.0773,0.0728,0.0
TBCD,0.9999,0.765,0.554,0.0224,0.01,0.01,0.037,0.0334,0.0061,0.0
TBXA2R,0.9999,0.8568,0.7448,0.6254,0.569,0.6273,0.1156,0.0323,0.0274,0.0
TES,0.9999,0.8722,0.7242,0.2855,0.1185,0.0289,0.0207,0.0328,0.0385,0.0
TFPI,0.9999,0.726,0.6282,0.5817,0.5956,0.8852,0.7505,0.4865,0.426,0.0
TFR2,0.9999,0.8635,0.7277,0.6616,0.5841,0.6079,0.6432,0.4232,0.3377,0.0
TFRC,0.9999,0.9114,0.9606,0.8509,0.7695,0.8536,1.3449,1.3273,0.6501,0.0
TGFB1,0.9999,1.0748,0.8609,0.6727,0.4431,0.2556,0.4461,0.3551,0.2913,0.0
TGFBR1,0.9999,0.6817,0.206,0.0787,0.0687,0.0448,0.0522,0.0542,0.0577,0.0
TGFBR3,0.9999,0.8699,0.702,0.5406,0.3584,0.2918,0.2908,0.2202,0.2035,0.0
TGM2,0.9999,0.7847,0.6166,0.3795,0.0831,0.084,0.0377,0.0396,0.0204,0.0
TGOLN2,0.9999,1.062,0.9464,1.0777,1.5053,2.1863,9.8173,14.9984,18.2366,0.0
TIMP1,0.9999,0.9304,0.7951,0.743,0.5335,0.5315,0.4858,0.4844,0.3537,0.0
TLN1,0.9999,0.8714,0.3002,0.0866,0.0747,0.0495,0.0432,0.0411,0.0416,0.0
TLR9,0.9999,0.9468,0.7795,0.46,0.198,0.2698,0.0807,0.0407,0.0632,0.0
TMED10,0.9999,0.9704,0.9529,0.7995,0.4885,0.3224,0.454,0.4381,0.4418,0.0
TMEM2,0.9999,0.9016,0.7519,0.6523,0.4728,0.3606,0.3432,0.2726,0.2594,0.0
TMEM30A,0.9999,0.8707,0.803,0.8224,0.5702,0.2665,0.1889,0.218,0.2569,0.0
TMEM33,0.9999,0.7731,0.5032,0.4217,0.374,0.4789,0.3669,0.2149,0.1249,0.0
TMEM8,0.9999,0.9575,0.7551,0.6811,0.6058,0.5308,0.3826,0.3018,0.2168,0.0
TNFRSF10A,0.9999,0.763,0.5164,0.3997,0.3213,0.4533,0.4656,0.3852,0.3599,0.0
TNFRSF10B,0.9999,0.8399,0.6965,0.6099,0.5161,0.4243,0.3407,0.2191,0.2192,0.0
TNFRSF1B,0.9999,0.9021,0.8253,0.7202,0.7491,0.9003,0.8712,0.6467,0.6598,0.0
TNFRSF8,0.9999,0.7506,0.6134,0.507,0.5506,0.6357,0.5235,0.3946,0.4106,0.0
TNFSF9,0.9999,0.9002,0.6899,0.6277,0.5644,0.5789,0.6431,0.4888,0.4988,0.0
TOR2A,0.9999,0.9346,0.5671,0.3128,0.2732,0.3392,0.3444,0.3081,0.2413,0.0
TPBG,0.9999,0.8625,0.7819,0.6156,0.4993,0.4265,0.3063,0.2701,0.2081,0.0
TPCN1,0.9999,0.7885,0.7462,0.6729,0.5565,1.4865,1.8668,0.5239,0.1899,0.0
TRPM4,0.9999,0.8051,0.5859,0.4446,0.0907,0.0194,0.04,0.0524,0.056,0.0
TRPV2,0.9999,0.9406,0.8288,0.7819,0.3909,0.0242,0.018,0.0157,0.0116,0.0
TSPAN14,0.9999,0.8846,0.7667,0.7773,0.5753,0.3458,0.3227,0.2345,0.1745,0.0
TSPAN31,0.9999,0.8206,1.0832,1.2175,1.4117,1.419,2.4458,3.04,2.5819,0.0
TUBB2C,0.9999,0.8481,0.8613,0.8377,0.6583,0.5651,0.0635,0.0605,0.0657,0.0
TXNDC13,0.9999,0.8985,0.5478,0.3941,0.2422,0.3594,0.4243,0.3149,0.4306,0.0
TXNDC4,0.9999,1.0394,0.7847,0.5619,0.4595,0.3124,0.3926,0.3728,0.3404,0.0
TYRO3,0.9999,1.0395,1.0717,0.947,1.0886,0.077,0.0805,0.0509,0.0424,0.0
UAP1,0.9999,0.8956,0.8448,0.6826,0.2388,0.0873,0.0584,0.0492,0.0491,0.0
UNC5B,0.9999,0.6962,0.2661,0.053,0.049,0.1673,0.0708,0.0348,0.0275,0.0
USP14,0.9999,0.9156,0.5073,0.0938,0.0668,0.0714,0.0544,0.035,0.0464,0.0
VAMP7,0.9999,0.7671,0.5644,0.2931,0.1226,0.149,0.2247,0.2457,0.2394,0.0
VAMP8,0.9999,0.8656,0.811,0.6178,0.7782,2.319,2.0975,1.691,1.9239,0.0
VANGL1,0.9999,0.8398,0.605,0.5917,0.3842,0.7607,0.4727,0.5551,0.4293,0.0
VAPA,0.9999,0.9307,0.7521,0.6417,0.5331,0.4537,0.2652,0.1751,0.1735,0.0
VASN,0.9999,0.9127,0.9645,0.7846,0.7073,0.5705,0.4007,0.2568,0.2648,0.0
VASP,0.9999,0.684,0.2496,0.1087,0.0987,0.1064,0.1038,0.088,0.0999,0.0
VCL,0.9999,0.9124,0.8933,0.8371,0.7432,1.4084,0.2269,0.114,0.0706,0.0
VDAC1,0.9999,0.995,0.9834,1.0149,0.8325,0.9454,1.3632,1.3832,1.5707,0.0
VIM,0.9999,1.0095,0.7021,0.3898,0.1993,0.1489,0.1381,0.0972,0.0897,0.0
VTN,0.9999,0.6997,0.6182,0.4814,0.3838,0.4453,0.3398,0.3048,0.3324,0.0
VWDE,0.9999,0.7808,0.5605,0.3538,0.3035,0.3252,0.3355,0.3135,0.436,0.0
XRCC5,0.9999,0.0835,0.0397,0.0182,0.0553,0.0174,0.0545,0.06,0.0498,0.0
YIPF3,0.9999,1.331,1.0172,1.3503,1.2486,1.4663,1.8642,1.5497,0.9072,0.0
YKT6,0.9999,1.0668,0.9631,0.8794,0.8351,0.01,0.01,0.01,0.01,0.0
YWHAH,0.9999,0.898,0.6967,0.373,0.166,0.0781,0.0237,0.0306,0.024,0.0
ZDHHC5,0.9999,1.8327,0.8974,1.1565,2.479,4.2525,3.545,1.4486,0.8665,0.0
ZYX,0.9999,0.8964,0.7553,0.6436,0.4726,0.4149,0.2259,0.2294,0.2327,0.0
