Accession,IPI_ID,UniProt_ID,qusm.1.1,qusm.1.2,qusm.2.1,qusm.2.2,qusm.3.1,qusm.3.2,qupm.1.1,qupm.1.2,qupm.2.1,qupm.2.2,qupm.3.1,qupm.3.2,37C_cond1.1.1,37C_cond1.1.2,37C_cond1.2.1,37C_cond1.2.2,37C_cond1.3.1,37C_cond1.3.2,37C_cond2.1.1,37C_cond2.1.2,37C_cond2.2.1,37C_cond2.2.2,37C_cond2.3.1,37C_cond2.3.2,47.4C_cond1.1.1,47.4C_cond1.2.1,47.4C_cond1.3.1,47.4C_cond2.1.1,47.4C_cond2.2.1,47.4C_cond2.3.1,51C_cond1.1.1,51C_cond1.2.1,51C_cond1.3.1,51C_cond2.1.1,51C_cond2.2.1,51C_cond2.3.1,53.9C_cond1.1.1,53.9C_cond1.2.1,53.9C_cond1.3.1,53.9C_cond2.1.1,53.9C_cond2.2.1,53.9C_cond2.3.1,56.8C_cond1.1.1,56.8C_cond1.2.1,56.8C_cond1.3.1,56.8C_cond2.1.1,56.8C_cond2.2.1,56.8C_cond2.3.1,59.9C_cond1.1.2,59.9C_cond1.2.2,59.9C_cond1.3.2,59.9C_cond2.1.2,59.9C_cond2.2.2,59.9C_cond2.3.2,62.5C_cond1.1.2,62.5C_cond1.2.2,62.5C_cond1.3.2,62.5C_cond2.1.2,62.5C_cond2.2.2,62.5C_cond2.3.2,65.6C_cond1.1.2,65.6C_cond1.2.2,65.6C_cond1.3.2,65.6C_cond2.1.2,65.6C_cond2.2.2,65.6C_cond2.3.2,69C_cond1.1.2,69C_cond1.2.2,69C_cond1.3.2,69C_cond2.1.2,69C_cond2.2.2,69C_cond2.3.2,meanlog2Ratio37C,meanlog2Ratio47.4C,meanlog2Ratio51C,meanlog2Ratio53.9C,meanlog2Ratio56.8C,meanlog2Ratio59.9C,meanlog2Ratio62.5C,meanlog2Ratio65.6C,meanlog2Ratio69C,meanStDev,pValue_less37C,pValue_less47.4C,pValue_less51C,pValue_less53.9C,pValue_less56.8C,pValue_less59.9C,pValue_less62.5C,pValue_less65.6C,pValue_less69C,pValue_greater37C,pValue_greater47.4C,pValue_greater51C,pValue_greater53.9C,pValue_greater56.8C,pValue_greater59.9C,pValue_greater62.5C,pValue_greater65.6C,pValue_greater69C,collation.log2Ratio,collation.pValue,collation.pvalue.count,collation.pValue.start,collation.ratio.count,collation.ratio.start,Meltpnt_cond1_1,Meltpnt_cond1_2,Meltpnt_cond1_3,Meltpnt_cond2_1,Meltpnt_cond2_2,Meltpnt_cond2_3,Rsq_cond1_1,Rsq_cond1_2,Rsq_cond1_3,Rsq_cond2_1,Rsq_cond2_2,Rsq_cond2_3,Plateau,Mean_dTm,dTm_pValue,Significance_in_plateau,distancescore,collation.pValue.corrected,pValue37C,pValue37C.corrected,fullfil_all_criteria_collation,fullfil_all_criteria_37
ACVR2A,IPI00903077.1,P27037,,,,,,1,,,,,,1,,,,,,1,,,,,,0.870304638,,,,,,,,,,,,,,,,,,,,,,,,,,,0.128177153,,,0.178638412,,,0.159870159,,,0.124624562,,,0.101661137,,,0.112909054,,,0.109338892,,,0.076579261,-0.20040761,,,,,0.478903197,-0.359312237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.70340681,,,52.61523046,,,0.997472095,,,0.999474611,60.91983968,3.911823647,,,,,,,0,0
ACVR2B,IPI00437565.5,Q13705,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,,1,1,0.858554566,0.934456119,0.673527395,,0.773526376,0.953110759,0.525939736,0.466585257,0.521563069,0.418566139,0.229552453,0.502791671,0.214719832,0.174854884,0.283712587,0.209532867,0.10105483,0.35509035,0.114950503,0.068915092,0.207957825,0.11274744,0.083184249,0.279387929,0.0633988,0.040917888,0.084234603,0.067610351,0.025045161,0.131005244,0.09756144,,0.054712567,0.093649433,,0.117174027,0.101956194,,0.087063056,0.087690315,,0.032577322,0.083859362,,0.083079909,0.078537998,,0.059524895,0.06797667,,0.084082769,0.086276054,,0.055142731,-0.265554548,-0.468546579,-0.167514233,0.42597872,,,,,,0.42555833,0.022988241,0.123006121,0.330412595,0.882050087,0.506553385,0.732911569,0.201568849,0.188198683,0.413718036,0.977011759,0.876993879,0.669587405,0.117949913,0.493446615,0.267088431,0.798431151,0.811801317,0.586281964,-0.265554548,0.030183637,3,1,1,1,47.29258517,47.03607214,47.35671343,46.90781563,44.72745491,49.21643287,0.99784363,0.999894284,0.994564585,0.99764293,0.997608217,0.990329835,51.94188377,-0.277889112,0.841154992,,-0.687766829,,0.022988241,,0,0
ACYP1,IPI00221117.3,P07311,,,1,,,,,,1,,,,,,1,,,,,,0.877061454,,,,,0.885709991,,,1.050350276,,,0.874931087,,,1.078741347,,,0.617336604,,,0.713365958,,,0.204474956,,,0.278766965,,,,,,,,,,,,,,,,,,,,,,,,,,-0.189250161,0.245964228,0.302107693,0.208585036,0.447135456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.53907816,,,54.09018036,,,0.969070554,,,0.833832241,,58.86773547,-0.448897796,,,,,,,0,0
ADAM10,IPI00013897.1,O14672,13,10,11,13,11,8,12,10,10,13,10,8,1,1,1,1,1,1,0.876510416,0.925440017,0.980468027,0.872293108,0.936348921,1.036437937,0.814737905,0.820408611,0.808414865,0.700989972,0.761768111,0.824464617,0.683430997,0.666036625,0.710306721,0.585379073,0.636394867,0.733474798,0.675380644,0.63110694,0.614258856,0.55181784,0.56690104,0.661695471,0.603967101,0.501478454,0.513057855,0.516509655,0.475850717,0.525882668,0.381225546,0.392147579,0.430086709,0.409947386,0.37329431,0.522428441,0.285921755,0.267786972,0.364714603,0.286774997,0.271957337,0.457075526,0.204616703,0.219926524,0.335321925,0.189835383,0.215158424,0.390140933,0.226245727,0.223396031,0.418902623,0.220682069,0.239873752,0.456419944,-0.095127703,-0.098523745,-0.080932855,-0.112991884,-0.088577964,0.104772226,0.117419345,0.026217088,0.063499178,0.144639224,0.029418075,0.149661352,0.204806639,0.218053436,0.181269879,0.794734927,0.8114919,0.592367476,0.833774295,0.970581925,0.850338648,0.795193361,0.781946564,0.818730121,0.205265073,0.1885081,0.407632524,0.166225705,-0.095127703,0.057766361,3,1,1,1,56.84769539,55.69338677,51.9739479,55.501002,54.98797595,53.12825651,0.967610777,0.988297055,0.978794566,0.96918697,0.990395174,0.978474304,,-0.299265197,0.863886396,,-0.291050979,0.16963585,0.029418075,0.182661251,1,1
ADAM15,IPI00420070.2,Q13444,5,3,4,4,4,3,5,3,4,4,4,3,1,1,1,1,1,1,0.972499609,0.953580198,0.990665936,1.040246271,1.034638885,1.092545647,0.774480792,0.913931421,0.821378169,0.788025293,0.81236103,0.828295291,0.687940955,0.831550726,0.718622094,0.680729209,0.714186388,0.750397364,0.612573327,0.7262682,0.616699719,0.645548191,0.714891997,0.635702479,0.403514044,0.483634528,0.398797472,0.356808376,0.475436663,0.379621801,0.278332411,0.303572677,0.3312684,0.311228919,0.296071237,0.347852502,0.224031086,0.235889916,0.29749956,0.226651143,0.22464712,0.295799036,0.125047885,0.124760463,0.146426429,0.129546364,0.141574257,0.172542385,0.11744377,0.109531908,0.139410639,0.12373758,0.129526013,0.121678165,0.018568717,-0.044284606,-0.057428633,0.032216221,-0.091075636,0.065181569,-0.020649622,0.23677482,,0.085646637,0.720615314,0.277311696,0.28254516,0.808905415,0.090827164,0.814359531,0.254667429,0.947635424,0.608933339,0.279384686,0.722688304,0.71745484,0.191094585,0.909172836,0.185640469,0.745332571,0.052364576,0.391066661,0.23677482,0.130901995,3,6,1,8,54.73146293,56.46292585,55.43687375,54.66733467,55.82164329,55.56513026,0.987841051,0.995577115,0.988949261,0.978842126,0.975077517,0.984502708,,-0.19238477,0.769143292,,0.481544391,0.326983405,0.279384686,0.696628482,1,1
ADAM17,IPI00288894.1,P78536,5,8,6,4,4,6,5,8,5,4,4,6,1,1,1,1,1,1,0.955865696,1.090668352,1.079020948,1.10364205,1.045379523,1.053131667,0.837654717,0.916311142,0.907147006,0.792265044,0.964510388,0.901721982,0.732916965,0.700359548,0.790385729,0.682261921,0.759293354,0.759626339,0.497219349,0.464267936,0.59134369,0.491719155,0.464601434,0.494502133,0.31463965,0.304254251,0.393553188,0.331495968,0.326794367,0.336080451,0.321133021,0.27918174,0.35404,0.274131703,0.317697778,0.307544479,0.33405826,0.305053852,0.372012964,0.262270744,0.265834436,0.281108777,0.174698445,0.181315998,0.204502756,0.144717918,0.160355934,0.183609582,0.15779625,0.102485774,0.18244046,0.142471731,0.127917227,0.1343991,0.075133356,-0.00502233,-0.014676469,-0.091010683,-0.016451825,-0.081656239,-0.317267731,-0.201443543,-0.294144734,0.133857997,0.971351447,0.460302593,0.423413076,0.195120972,0.445430927,0.302451357,0.017772125,0.01495808,0.362632521,0.028648553,0.539697407,0.576586924,0.804879028,0.554569073,0.697548643,0.982227875,0.98504192,0.637367479,-0.518711273,0.0051093,3,7,2,7,52.74348697,52.48697395,54.09018036,52.35871743,52.48697395,52.61523046,0.972723946,0.978904135,0.979271855,0.991270082,0.985643615,0.988018797,61.49699399,-0.61990648,0.28501536,1,-1.27705947,0.042266629,0.028648553,0.182038199,1,1
ADAM9,IPI00440932.1,Q13443,9,9,9,13,10,14,9,9,9,13,10,13,1,1,1,1,1,1,0.950758296,0.908900988,1.017719659,1.041786351,1.00931369,1.036800584,0.91629145,0.871880634,0.845516177,0.871031749,0.866983567,0.915210873,0.814968268,0.782284275,0.746286281,0.712150696,0.769215548,0.838656841,0.814028328,0.809836468,0.74659304,0.693975818,0.765434592,0.827047187,0.762401503,0.722766035,0.690993911,0.69041482,0.702520442,0.836634044,0.772004563,0.851752734,0.826635945,0.679281147,0.77577703,0.873856365,0.600994271,0.695302965,0.716185755,0.553715772,0.688263317,0.790540016,0.316662232,0.435186177,0.423688213,0.349083229,0.450919183,0.537768691,0.387596422,0.418035525,0.397336448,0.363369564,0.440177271,0.43466979,-0.010123618,0.011021532,-0.016838307,-0.054632511,0.03061589,-0.079749702,0.003205974,0.178615053,0.036966707,0.144651652,0.382235136,0.570242263,0.443573527,0.334174626,0.584572136,0.214863012,0.514948865,0.912347169,0.681826408,0.617764864,0.429757737,0.556426473,0.665825374,0.415427864,0.785136988,0.485051135,0.087652831,0.318173592,0.178615053,0.212458737,3,7,1,8,63.51703407,64.60721443,62.93987976,60.24649299,62.68336673,67.04408818,0.88994331,0.794736594,0.751441942,0.912990845,0.85840816,0.808745653,,-0.363393454,0.867757411,,0.346161369,,0.382235136,0.858609123,0,1
ADAMTSL4,IPI00896415.1,Q6UY14,1,,2,,1,2,1,,2,,1,2,1,,1,,1,1,0.769089532,,0.530476616,,0.696578361,0.931555165,0.850275754,0.823351048,1.004653026,0.737645943,0.571146873,0.683463862,0.762806867,0.602637431,0.830773051,0.437278072,0.454256188,0.396495641,0.349451526,0.253408924,0.383232926,0.193215665,0.279694998,0.258099738,0.199281716,0.185973901,0.20077031,0.124017113,0.16908697,0.090139208,,,0.19337485,,,0.148586722,,,0.358213005,,,0.186002408,,,0.37911815,,,0.33451774,,,0.429893436,,,0.29762406,-0.479336201,-0.429469512,-0.759233453,-0.427595333,-0.658974696,-0.380094969,-0.945496416,-0.180564805,-0.530487926,0.377664484,0.033015732,0.031151925,0.029086687,0.143063298,0.077192021,,,,,0.966984268,0.968848075,0.970913313,0.856936702,0.922807979,,,,,-1.668039166,0.007382686,3,1,3,1,52.87174349,51.33266533,51.90981964,51.0761523,52.23046092,50.24248497,0.970928639,0.986738705,0.943228733,0.997642974,0.993653039,0.893249227,53.09619238,-0.85504342,0.306808585,,-3.952439582,,0.033015732,,0,0
ADCY3,IPI00028513.2,O60266,6,3,6,2,3,4,6,3,6,2,3,4,1,1,1,1,1,1,0.942035555,0.901510473,0.91296317,0.830863953,0.911980888,0.98995632,0.710172713,0.725283213,0.676708951,0.72225843,0.725739056,0.687593899,0.253762268,0.28370017,0.226259878,0.235878556,0.274001035,0.21834474,0.021685797,0.074421861,0.008167345,0.023720732,0.071167494,0.012905427,0.036692451,0.073774317,0.000484025,0.019730103,0.079444022,0.000971657,0.031509179,0.098131524,0.047024034,0.049860558,0.088423061,0.063121559,0.018304394,0.037736693,0.039528094,0.023393873,0.042642133,0.037474075,0.004497135,0.032821403,0.013904816,0.0048054,0.031848099,0.018521852,0.007659677,0.03097624,0.01608305,0.003693963,0.035142382,0.017660264,-0.130317569,0.016090978,-0.068997327,,,,,,,0.042596815,0.006043508,0.915746401,0.031600785,0.809711665,0.546412387,0.837585699,0.824804469,0.815116324,0.302828619,0.993956492,0.084253599,0.968399215,0.190288335,0.453587613,0.162414301,0.175195531,0.184883676,0.697171381,-0.130317569,0.008232784,3,1,1,1,48.89579158,48.89579158,48.5751503,49.21643287,49.28056112,48.95991984,0.997023479,0.995844376,0.994741687,0.99717755,0.996491749,0.994564612,52.58316633,0.363393454,0.066303656,,-0.372965174,0.054845951,0.006043508,0.098440685,1,1
ADCY5,IPI00339214.1,O95622,0,,0,,,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
ADCY6,IPI00011938.1,O43306,1,,1,1,3,1,1,,1,1,3,1,1,,1,1,1,1,0.878873541,,0.834289271,0.621762562,0.880174093,0.868440591,0.768172728,0.673598786,0.750423959,0.821303582,0.695894488,0.790435084,0.396729657,0.373689674,0.444652542,0.558450744,0.476861212,0.474747478,0.156532424,0.127760942,0.144452279,0.153041867,0.158692477,0.164705873,0.018632164,0.0046241,0.047408166,0.005685928,0.053559738,0.047220448,,0.030610237,0.157619137,,0.086456084,0.115295155,,0.00026049,0.089889731,,0,0.111033754,,0.01,0.126140734,,0,0.099249188,,0.006004581,0.078764117,,0,0.098885876,-0.304171474,0.07280166,0.313161478,0.156516922,,-0.451110822,,,,0.154365002,0.017151728,0.981682923,0.942312019,0.869285731,0.633487231,0.656890268,,,,0.982848272,0.018317077,0.057687981,0.130714269,0.366512769,0.343109732,,,,-0.304171474,0.23705628,3,2,1,1,49.98597194,49.28056112,49.53707415,51.71743487,50.94789579,50.88376754,0.99738428,0.994532107,0.981834569,0.998350247,0.989717423,0.993082913,54.37875752,1.581830327,0.009446512,,-0.777658458,,0.017151728,,0,0
ADCY7,IPI00020920.1,P51828,8,3,7,5,7,3,8,3,7,5,7,3,1,1,1,1,1,1,1.012219083,0.960896361,0.874363637,0.959468993,0.959045021,1.05251696,0.77825149,0.779808406,0.752555509,0.75101726,0.725271021,0.794356069,0.347606374,0.357543848,0.382446854,0.358982866,0.355417643,0.447876089,0.109368762,0.109015491,0.13701165,0.10717298,0.112297224,0.147540872,0.073066603,0.082277896,0.099253569,0.068142723,0.082301998,0.10125031,0.025619423,0.178831581,0.030154085,0.028536985,0.16331655,0.031247491,0.014690692,0.083495562,0.051035823,0.019796275,0.079375517,0.027368114,0.024342652,0.060143352,0.045573524,0.014073322,0.065882378,0.029557789,0.024228663,0.073241661,0.043402554,0.028030059,0.086537251,0.040086822,-0.046649726,-0.026000677,0.08856531,,,-0.130930534,,,,0.102627667,0.13064948,0.339424997,0.829624678,0.792604595,0.302830586,0.604670299,0.343527874,0.135293107,0.785912253,0.86935052,0.660575003,0.170375322,0.207395405,0.697169414,0.395329701,0.656472126,0.864706893,0.214087747,0.08856531,0.170375322,1,3,1,3,49.6012024,49.34468938,49.6012024,49.79358717,49.21643287,50.43486974,0.999216775,0.988031617,0.998173831,0.998902384,0.989335921,0.997681819,54.12224449,0.299265197,0.45502355,,0.136545564,0.410263775,0.13064948,0.433841132,1,1
ADD1,IPI00220158.1,P35611,,,,,,2,,,,,,2,,,,,,1,,,,,,1.276778432,,,,,,,,,,,,,,,,,,,,,,,,,,,1.120138841,,,1.049970496,,,0.858345681,,,0.88600766,,,0.518504166,,,0.57976914,,,0.348502034,,,0.353246566,0.352508187,,,,,-0.093328776,0.045760391,0.161122962,0.019508461,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.28657315,,,64.60721443,,,0.956590004,,,0.998781461,,0.320641283,,,,,,,0,0
ADI1,IPI00651738.1,Q9BV57,2,1,,1,2,1,2,1,,1,2,1,1,1,,1,1,1,1.008337868,1.183905367,,1.240113872,1.06522704,0.959808775,0.637060445,,0.74856252,0.828667777,,0.786054185,0.279452654,,0.356130263,0.360832269,,0.326334189,0.014195538,,0.031108172,0.014991432,,0.048942426,0.01,,0.057241578,0.012353893,,0.11567234,0.274481791,0.246417515,0.261504093,0.285961543,0.263141769,0.28150048,0.176779372,0.105022306,0.172189362,0.169940098,0.098666173,0.170121891,0.148862973,0.083931691,0.120262596,0.135694425,0.072059503,0.157014703,0.13069126,0.058757625,0.104608709,0.144036299,0.091286406,0.118707096,0.119597072,0.224934754,0.121334795,,,0.086716671,-0.03717543,0.384711659,,0.15516468,0.920182334,0.808491558,0.645145068,0.788133297,0.842915459,0.987106804,0.060376111,0.519370768,0.909230803,0.079817666,0.191508442,0.354854932,0.211866703,0.157084541,0.012893196,0.939623889,0.480629232,0.090769197,0.086716671,0.012893196,1,4,1,6,47.93386774,57.74549098,48.83166333,48.95991984,58.51503006,48.51102204,0.928941109,0.999688972,0.947890073,0.939434302,0.999696376,0.96158139,51.81362725,0.491649967,0.918661521,1,0.132242341,,0.079817666,,0,0
ADPGK,IPI00556385.1,Q9BRR6,1,1,,1,,1,1,1,,1,,1,1,1,,1,,1,0.798221423,0.851532825,,0.950388206,,0.689615634,0.945127471,,,0.805711361,,,0.938715338,,,0.859421479,,,0.834271002,,,0.938502755,,,0.77454355,,,0.832026843,,,0.764724969,1.038281143,1.037563928,0.844951561,0.919338496,0.827251765,0.946641631,1.264310857,1.373922102,0.860567527,0.917843947,0.790594695,0.464731525,0.748776216,0.838142965,0.508140115,0.605080113,0.445531626,0.579194944,0.689219675,0.67681882,0.547871133,0.679015587,0.491171229,-0.291637955,-0.230245824,-0.127321898,0.169844881,0.103283715,-0.119467764,-0.46561681,-0.363416032,-0.188091746,0.305101754,0.02843745,,,,,0.239980153,0.067202334,0.175768802,0.153376624,0.97156255,,,,,0.760019847,0.932797666,0.824231198,0.846623376,-0.291637955,0.02843745,1,1,1,1,68.26252505,65.18436874,65.56913828,64.09418838,,63.06813627,0.652101873,0.671980309,0.478168702,0.899449026,,0.99278188,65.47294589,-2.75751503,0.12544151,,-0.74848321,,0.02843745,,0,0
ADRM1,IPI00033030.2,Q16186,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1.077022828,1.016832459,1.230244762,1.203359303,1.013013508,1.17851198,0.85165147,0.710726049,0.892633852,0.9208958,0.826266341,0.92900916,0.60342319,0.552791847,0.682036324,0.567227974,0.519402857,0.688155116,0.263753979,0.211066797,0.361706527,0.21674885,0.209845488,0.364553891,0.05784236,0.064001158,0.153756048,0.072528141,0.058445748,0.146879984,0.018873973,0.01,0.086990909,0.025242231,0.015279541,0.094128521,0.040554835,0.01,0.070360423,0.031486612,0,0.078956359,0.028859628,0.01,0.061115034,0.03029558,0,0.064571514,0.038530345,0.01,0.059720564,0.045032454,0,0.048725732,0.158793917,0.129237468,-0.055412875,-0.093409416,-0.066005356,,,,,0.107434836,0.986805275,0.944980998,0.123066788,0.214674488,0.60439043,0.94046916,,,,0.013194725,0.055019002,0.876933212,0.785325512,0.39560957,0.05953084,,,,0.158793917,0.022561315,3,1,1,1,51.5250501,50.56312625,52.29458918,50.69138277,50.17835671,51.65330661,0.994488465,0.983845732,0.998382131,0.99726787,0.995510229,0.996131963,56.49498998,-0.61990648,0.401831094,,0.300022164,,0.013194725,,0,0
ADSS,IPI00026833.4,P30520,7,2,7,3,5,2,7,2,7,3,5,2,1,1,1,1,1,1,1.088944434,1.16420174,1.220491117,1.265131392,1.026960593,1.070162141,0.929005773,0.958819954,1.080697867,1.11230927,1.138503366,1.106603265,0.848825608,0.914241249,0.987452898,1.067670961,1.071802232,1.002544222,0.819012845,0.90371688,0.912590194,0.997753517,0.966776423,0.94175124,0.634287205,0.784808838,0.820660073,0.861703756,0.893316278,0.844351727,0.465654839,0.371750748,0.50181502,0.467587115,0.452288681,0.441354447,0.241511195,0.066236209,0.349946268,0.206371448,0.054218337,0.283894507,0.157782543,0.066165394,0.205385842,0.127664772,0.06178118,0.209268599,0.156932562,0.071344479,0.161828012,0.16202714,0.094360924,0.158430154,0.18420511,0.180593357,0.194066987,0.142495892,0.223314943,0.034554843,-0.264312586,-0.139278998,0.007738175,0.145348682,0.994041842,0.933652216,0.916778959,0.905450352,0.901513556,0.588484554,0.003562498,0.1619344,0.796969712,0.005958158,0.066347784,0.083221041,0.094549648,0.098486444,0.411515446,0.996437502,0.8380656,0.203030288,-0.264312586,0.013882696,3,1,1,7,58.51503006,58.64328657,59.41282565,58.51503006,58.77154309,58.32264529,0.985957812,0.987297237,0.991614612,0.993376747,0.982884097,0.987204283,63.74148297,-0.320641283,0.358071944,,-0.684875819,0.071544676,0.005958158,0.098440685,1,1
AGPAT3,IPI00749011.1,Q9NRZ7,,,,,1,,,,,,1,,,,,,1,,,,,,1.101127779,,,,1.134062491,,,0.961624663,,,0.8268592,,,0.781761656,,,0.308087605,,,0.345932663,,,0.229161744,,,0.172316732,,,,,,,,,,,,,,,,,,,,,,,,,0.138981895,-0.237954337,-0.080912858,0.167150599,-0.411303427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.03807615,,,52.48697395,,,0.972475704,,,0.987993412,58.22645291,0.448897796,,,,,,,0,0
AGTRAP,IPI00513986.2,Q6RW13,,2,,1,,2,,2,,1,,2,,1,,1,,1,,0.943804266,,0.765362061,,1.025227753,,,,,,,,,,,,,,,,,,,,,,,,,0.613135266,0.928480234,0.555902238,0.533586702,0.659505625,0.544652208,0.69225931,1.028037648,0.6201401,0.59279273,0.775132098,0.484635995,0.653762908,1.178293542,0.597177747,0.620158056,1.200541433,0.552090889,0.963984134,1.606762363,0.647950712,0.935662647,1.688664532,0.569870154,-0.144427224,,,,,-0.241154939,-0.328952138,-0.054133329,-0.052181867,0.149620296,0.184417832,,,,,0.10851469,0.01325837,0.162988268,0.277666349,0.815582168,,,,,0.89148531,0.98674163,0.837011732,0.722333651,-0.328952138,0.010385059,3,6,1,7,,,,,,58.96392786,,0.941042142,,,0.783384073,0.970254831,,,,,-0.835342341,,0.184417832,,0,0
AHCYL1,IPI00182938.8,O43865,3,1,3,,4,2,3,1,3,,4,2,1,1,1,,1,1,1.099155516,1.074444052,0.886794952,,1.051732294,1.049206309,0.816390532,0.823395341,0.877087802,0.945398997,0.832619599,0.998588453,0.690850476,0.704532172,0.665909886,0.7457584,0.760866727,0.784283757,0.610271321,0.572477654,0.539124825,0.582724352,0.627408258,0.570843624,0.421674064,0.368436911,0.372533523,0.389723254,0.405626949,0.41870169,0.392671994,,0.521123707,0.391338666,,0.467239233,0.210617159,,0.22201778,0.201236972,,0.228611483,0.148156831,,0.098012463,0.144240942,,0.115204748,0.136244526,,0.061347132,0.142820794,,0.057040204,0.041744853,0.13830169,0.152453925,0.049341397,0.064536706,-0.081185757,-0.01175247,,,0.106419819,0.754501471,0.923217081,0.966184496,0.752163333,0.727076174,0.240083756,0.431756801,0.697718623,0.432925996,0.245498529,0.076782919,0.033815504,0.247836667,0.272923826,0.759916244,0.568243199,0.302281377,0.567074004,0.152453925,0.02258315,3,1,1,3,55.37274549,54.60320641,55.18036072,54.34669339,54.98797595,55.69338677,0.986818967,0.988586259,0.932562658,0.986992835,0.969668845,0.967028782,,-0.042752171,0.929263177,,0.285264072,0.092483377,0.245498529,0.638968775,1,1
AHNAK,IPI00021812.2,Q09666,96,104,83,118,80,102,89,98,78,111,75,96,1,1,1,1,1,1,0.940757311,0.973759483,0.757684571,0.803537985,1.175412345,1.274290712,0.87159591,0.883896008,0.921479075,0.852679498,0.720159184,1.025084577,0.65329696,0.625413125,0.667644292,0.574957151,0.548146747,0.6711869,0.471055376,0.482663179,0.555839296,0.462579812,0.467644346,0.531077628,0.48047981,0.490484116,0.486174191,0.465420913,0.475584474,0.447701181,0.757343507,0.777206392,0.723978792,0.687888525,0.648464219,0.672108248,0.738896317,0.769126888,0.773364019,0.641237797,0.572393703,0.758105251,0.457340957,0.597661906,0.5562513,0.453723327,0.561159852,0.602660625,0.463083721,0.436591863,0.410259278,0.395782673,0.436905202,0.397278756,-0.043249886,-0.057832343,-0.122298971,-0.045848155,-0.069793919,-0.169099214,-0.219825262,0.004411306,-0.090637953,0.13336344,0.366996985,0.350336585,0.100290617,0.028394281,0.052421506,0.03462558,0.098039105,0.525896489,0.160587039,0.633003015,0.649663415,0.899709383,0.971605719,0.947578494,0.96537442,0.901960895,0.474103511,0.839412961,-0.169099214,0.003072399,3,4,1,6,48.5751503,48.19038076,49.08817635,48.63927856,47.22845691,50.81963928,0.66619042,0.630712211,0.687208753,0.76832383,0.844531131,0.731295866,49.8256513,0.277889112,0.809030801,1,-0.463240232,,0.366996985,0.834084058,0,1
AHSG,IPI00022431.1,P02765,2,2,2,2,2,3,2,2,2,2,2,3,1,1,1,1,1,1,0.817137583,1.014436856,0.720741204,0.885183126,0.823399011,1.081285649,0.761116417,0.893436029,0.781420965,0.565389438,0.638068789,0.66534739,0.844215183,0.729240541,0.732314333,0.529621395,0.597301983,0.645407573,0.888484495,0.867764361,0.72600275,0.608250994,0.678082836,0.636800588,1.140853742,0.845325167,0.834467962,0.870327239,0.708485193,0.755382155,1.572001635,1.186557766,1.298813785,1.220144125,1.086040916,1.028699433,2.078987715,1.702814896,1.773006668,1.511844115,1.583169007,1.544434938,1.772647178,1.735041978,1.725382694,1.657380225,1.79411654,1.655835996,2.478041635,2.148808141,1.97191497,2.214310284,2.342140498,1.964200227,-0.181109603,-0.382172281,-0.380945385,-0.363884994,-0.262967552,-0.276542705,-0.254599016,-0.036018122,-0.014569142,0.160261138,0.047774025,0.01907278,0.062480084,0.035992639,0.033205285,0.033075535,0.069158041,0.247538279,0.438313204,0.952225975,0.98092722,0.937519916,0.964007361,0.966794715,0.966924465,0.930841959,0.752461721,0.561686796,-0.903395251,0.003332504,3,1,3,4,,,,,,,0.511146487,0.681497778,0.715231717,0.709285527,0.687731844,0.814991292,37,,,1,-2.172518346,,0.047774025,,0,0
AK1,IPI00640817.1,Q5T9B7,1,,2,1,1,,1,,2,1,1,,1,,1,1,1,,1.104491606,,1.646166918,1.414288389,1.260328758,,1.004604344,0.832014277,1.160930946,1.118709043,1.333842353,1.102910565,0.64960882,0.598134557,0.639489314,0.732720717,0.775372499,0.706790393,0.280173625,0.318072732,0.14633784,0.271879741,0.337623989,0.139757317,0.132028315,0.156733541,0.01,0.097162726,0.172880468,0.058262084,,0.228017269,,,0.297634803,,,0.196345606,,,0.214012978,,,0.135657734,,,0.148779412,,,0.135198884,,,0.162263732,,0.424092382,0.254049689,0.23082462,0.021354114,0.141460928,0.38440014,0.124302978,,0.263257332,0.21213383,0.979753683,0.813284932,0.957161375,0.441603294,0.7503677,,,,,0.020246317,0.186715068,0.042838625,0.558396706,0.2496323,,,,,0.424092382,0.007744029,3,1,1,1,51.65330661,50.81963928,51.58917836,51.14028056,51.0761523,50.81963928,0.997572218,0.986736602,0.970313752,0.995668097,0.991108608,0.98572436,54.95591182,-0.342017368,0.296612037,,0.917578078,,0.020246317,,0,0
