Accession,T37.0,T47.4,T51.0,T53.9,T56.8,T59.9,T62.5,T65.6,T69.0,RSD
EHD1,0.9999,0.8061,0.5841,0.3373,0.2231,0.2476,0.2021,0.2681,0.3772,0.0
EIF5,0.9999,0.8867,0.4634,0.0639,0.0571,0.0394,0.0155,0.0162,0.0232,0.0
EMP3,0.9998,1.0305,1.2841,2.1664,2.314,1.894,1.7412,1.6826,2.1082,0.0
EMR2,0.9999,0.8964,0.817,0.8606,0.841,0.8229,0.4888,0.1327,0.1318,0.0
ENO1,0.9999,1.0187,1.021,0.9212,0.7289,0.4756,0.0769,0.0509,0.0477,0.0
ENPP3,0.9999,0.9004,0.7949,0.7821,0.7317,0.8272,0.8507,0.5656,0.4586,0.0
ENTPD1,0.9999,0.9043,0.8057,0.8491,0.6963,0.4523,0.3193,0.3057,0.2407,0.0
ENTPD3,0.9999,0.8467,0.7999,0.7642,0.5494,0.316,0.2202,0.1787,0.1597,0.0
EPB41,0.9999,0.8808,0.6508,0.2052,0.0823,0.0844,0.0838,0.0918,0.1108,0.0
EPCAM,0.9999,0.8421,0.7081,0.6313,0.5272,0.4719,0.4468,0.3014,0.2879,0.0
EPHB4,0.9999,0.1949,0.0431,0.0202,0.0149,0.0313,0.019,0.0264,0.0337,0.0
EPS15,0.9999,0.7786,0.3905,0.1706,0.1209,0.0964,0.0724,0.0448,0.0404,0.0
ERLIN2,0.9999,0.7788,0.5595,0.2803,0.2095,0.1294,0.1321,0.1823,0.2145,0.0
ERP29,0.9999,0.8561,0.7071,0.5122,0.3414,0.3247,0.439,0.4486,0.4166,0.0
ESAM,0.9999,0.8328,0.7708,0.7461,0.7301,0.7388,0.6966,0.4667,0.4222,0.0
EVI2B,0.9999,0.9818,0.7533,0.8666,0.8787,1.2876,1.2549,1.0012,1.0876,0.0
EZR,0.9999,0.9672,0.8896,0.131,0.0434,0.0686,0.0574,0.0458,0.0553,0.0
F2RL3,0.9999,0.7663,0.6792,0.6607,0.6002,0.5326,0.3409,0.1627,0.0568,0.0
F5,0.9999,0.9937,0.9276,0.85,0.7182,0.4145,0.343,0.2772,0.2921,0.0
FAM171A1,0.9999,0.8836,0.6989,0.5316,0.2417,0.1879,0.1233,0.111,0.1221,0.0
FAM49B,0.9999,0.9842,0.9107,0.6153,0.2417,0.0433,0.0384,0.1038,0.1164,0.0
FAM62A,0.9999,0.5151,0.2122,0.097,0.087,0.0766,0.0529,0.0558,0.0686,0.0
FANCI,0.9999,0.2011,0.0491,0.3144,0.1214,0.167,0.0473,0.0431,0.0754,0.0
FASN,0.9999,0.989,0.8481,0.1727,0.0592,0.0542,0.046,0.0423,0.0538,0.0
FAT1,0.9998,0.9871,0.7261,0.5425,0.4897,0.3544,0.3396,0.3026,0.3292,0.0
FCGR2B,0.9999,0.8959,0.8262,0.7204,0.5202,0.4811,0.4331,0.2125,0.1971,0.0
FCGR2C,0.9999,0.88,0.8022,0.8804,0.8047,0.7689,0.6746,0.5213,0.5131,0.0
FEN1,0.9999,0.4638,0.1398,0.0181,0.0058,0.0382,0.0211,0.0218,0.0226,0.0
FERMT3,0.9999,0.7526,0.3364,0.0359,0.0262,0.0425,0.0312,0.0247,0.0275,0.0
FGFRL1,0.9999,0.8684,0.6283,0.4776,0.3248,0.3546,0.2258,0.3506,0.6324,0.0
FLNA,0.9999,0.9366,0.4624,0.1564,0.1294,0.0743,0.0496,0.0565,0.0693,0.0
FLNB,0.9999,1.0177,0.8401,0.2996,0.1498,0.1499,0.1094,0.0911,0.1227,0.0
FLNC,0.9999,0.8006,0.5538,0.2447,0.1266,0.0371,0.0325,0.0384,0.0425,0.0
FLOT1,0.9999,0.777,0.6045,0.4946,0.3606,0.1855,0.1515,0.3302,0.3574,0.0
FLVCR1,0.9999,0.8422,0.8301,0.837,0.8508,0.9442,0.5848,0.0599,0.0548,0.0
FMNL1,0.9999,0.2883,0.1259,0.0552,0.0475,0.0032,0.044,0.0359,0.017,0.0
FZD4,0.9999,0.8693,0.7458,0.8153,0.8107,0.9664,0.92,0.6521,0.6423,0.0
G6PD,0.9999,0.9702,0.8875,0.4952,0.1261,0.1195,0.0691,0.0588,0.0366,0.0
GAPDH,0.9999,0.8277,0.7578,0.7451,0.858,0.8924,0.327,0.1935,0.1043,0.0
GBF1,0.9999,0.749,0.2575,0.0666,0.0863,0.1427,0.0458,0.0478,0.0133,0.0
GGH,0.9998,1.3362,1.2055,1.6714,1.6682,1.966,4.3897,6.1674,9.716,0.0
GGT1,0.9999,0.8233,0.7089,0.6998,0.6779,0.774,0.6801,0.4879,0.3759,0.0
GGT5,0.9999,0.8437,0.6735,0.6786,0.57,0.2706,0.2041,0.1506,0.1614,0.0
GLB1L2,0.9998,1.0854,0.5555,0.6662,0.4428,0.5533,0.7365,1.0168,1.0082,0.0
GLG1,0.9999,0.9987,0.8151,0.7963,0.7522,0.7172,1.5376,2.8091,3.1036,0.0
GNAI2,0.9999,0.7832,0.6399,0.7192,0.3771,0.2979,0.2965,0.2724,0.1889,0.0
GNAI3,0.9999,0.9142,0.7892,0.7065,0.3439,0.1613,0.104,0.0953,0.119,0.0
GNAQ,0.9999,1.126,0.979,0.8189,0.7332,0.568,0.3789,0.3398,0.4285,0.0
GNB1,0.9999,0.8716,0.7995,0.7625,0.4544,0.1,0.0968,0.1268,0.1113,0.0
GNB1L,0.9999,1.1541,0.9577,0.8959,0.5726,0.5833,0.1971,0.2969,0.3035,0.0
GNB2,0.9999,0.8344,0.6967,0.4703,0.1236,0.2969,0.2014,0.1211,0.0533,0.0
GNB2L1,0.9999,0.8124,0.6667,0.4488,0.4429,0.3684,0.134,0.0329,0.0488,0.0
GOT2,0.9999,1.0427,0.8274,0.7848,1.3925,2.3252,3.9086,2.9881,0.3295,0.0
GP1BB,0.9999,0.7362,0.7597,0.6284,0.5781,0.4639,0.4212,0.2581,0.2225,0.0
GPI,0.9999,1.0128,1.2288,0.8604,0.645,0.1995,0.1586,0.1472,0.1504,0.0
GPR183,0.9999,0.9125,0.8336,0.9266,0.862,0.7614,0.4381,0.2067,0.1856,0.0
GPR44,0.9999,0.8322,0.6751,0.5167,0.4782,0.3501,0.1913,0.2597,0.2315,0.0
GPR68,0.9999,0.9027,0.8293,0.8728,0.8452,0.9369,0.8473,0.5774,0.5955,0.0
GPRC5B,0.9999,0.8055,0.6594,0.543,0.4829,0.4009,0.1815,0.1104,0.089,0.0
GPRC5C,0.9999,0.9564,0.8151,0.9198,0.9571,1.3198,1.2574,0.7703,0.7404,0.0
GSR,0.9999,1.0136,0.8959,0.8285,1.0637,1.1447,1.7148,2.7843,2.6271,0.0
GSTP1,0.9999,0.9131,0.7899,0.5678,0.2536,0.0622,0.0736,0.0724,0.0554,0.0
HDDC2,0.9999,1.0807,1.0319,0.7819,0.8152,0.6335,0.1943,0.1122,0.1414,0.0
HDHD2,0.9999,0.9438,0.9124,0.721,0.6806,0.6262,0.3192,0.3245,0.3218,0.0
HDLBP,0.9999,0.6437,0.3805,0.235,0.1872,0.5876,0.5251,0.4859,0.6475,0.0
HEPH,0.9999,0.8547,0.6756,0.5732,0.42,0.3389,0.2571,0.1889,0.1758,0.0
HINT1,0.9999,1.0866,0.93,0.8566,0.6933,0.7865,0.2811,0.2938,0.2763,0.0
HM13,0.9999,1.1795,0.9542,1.1508,1.1078,1.9007,3.1771,2.0973,1.3141,0.0
HMGB1,0.9999,0.8307,0.6734,0.5163,0.4203,0.4453,0.2551,0.2192,0.2388,0.0
HMOX2,0.9999,0.8274,0.5791,0.4161,0.2806,0.0472,0.0952,0.0844,0.0651,0.0
HN1L,0.9999,0.985,0.8587,0.6812,0.7032,0.8164,0.3,0.2563,0.3343,0.0
HNRNPM,0.9999,0.233,0.0999,0.0561,0.0554,0.0515,0.05,0.0471,0.0658,0.0
HSD17B10,0.9999,0.9001,0.8727,0.6637,0.3094,0.1183,0.0408,0.0382,0.0401,0.0
HSD17B11,0.9999,0.7747,0.7774,0.7055,0.6787,0.4225,0.815,0.9403,0.9867,0.0
HSP90AA1,0.9999,0.8831,0.6406,0.1088,0.0618,0.0597,0.0386,0.0213,0.0228,0.0
HSP90AB1,0.9999,0.891,0.6261,0.0773,0.0356,0.057,0.0327,0.0312,0.0384,0.0
HSP90B1,0.9999,0.9656,0.7769,0.5945,0.402,0.2562,0.3694,0.5866,0.6844,0.0
HSPA5,0.9999,1.0197,0.8758,0.7548,0.7288,0.6841,0.5877,0.8549,0.9943,0.0
HSPA8,0.9999,0.8186,0.637,0.49,0.4434,0.2697,0.0393,0.0477,0.0617,0.0
HSPB1,0.9999,0.6258,0.3136,0.076,0.0641,0.0776,0.0886,0.1213,0.1879,0.0
HSPC152,0.9999,0.8418,0.7093,0.4332,0.2368,0.2042,0.1002,0.0975,0.1176,0.0
HSPD1,0.9999,0.8916,0.7876,0.6729,0.5666,0.4208,0.0741,0.0305,0.0352,0.0
HTR1F,0.9999,0.9337,0.8336,0.6961,0.635,0.5971,0.3207,0.1423,0.1275,0.0
HYAL2,0.9999,0.9562,0.8259,0.6418,0.3608,0.298,0.293,0.2667,0.2465,0.0
ICAM1,0.9999,0.9141,0.7856,0.8057,0.7436,0.7876,0.6789,0.4431,0.4285,0.0
ICAM2,0.9999,0.8708,0.7252,0.6155,0.41,0.4232,0.4001,0.226,0.1838,0.0
ICAM5,0.9999,0.872,0.7519,0.7115,0.6179,0.5481,0.4888,0.3808,0.3841,0.0
IFITM1,0.9999,0.8092,0.9523,1.307,1.2234,0.4768,0.3311,0.2747,0.3064,0.0
IFNAR1,0.9999,0.8807,0.6446,0.4431,0.2776,0.2576,0.2741,0.2738,0.2939,0.0
IFNAR2,0.9999,0.8207,0.5788,0.3914,0.2908,0.088,0.1307,0.1134,0.0979,0.0
IFNGR1,0.9999,0.9155,0.7776,0.7607,0.7441,1.0443,0.9829,0.7254,0.6968,0.0
IGF1R,0.9999,0.3467,0.1569,0.0928,0.0722,0.0701,0.0695,0.1331,0.1732,0.0
IGF2R,0.9999,0.8699,0.9823,0.9441,0.6523,0.5531,0.5773,0.4551,0.4098,0.0
IGSF8,0.9999,0.8488,0.7194,0.6863,0.6307,0.682,0.4009,0.2078,0.2198,0.0
IL10RB,0.9999,0.8223,0.6177,0.4264,0.1693,0.1225,0.1295,0.1161,0.1045,0.0
IL13RA1,0.9999,0.7752,0.617,0.5791,0.4263,0.3996,0.4167,0.3793,0.3773,0.0
IL17RA,0.9999,0.7725,0.605,0.4074,0.2993,0.2463,0.1458,0.1152,0.1226,0.0
IL17RC,0.9999,0.8789,0.6309,0.4268,0.1353,0.062,0.0226,0.0,0.0267,0.0
IL18R1,0.9999,0.823,0.5877,0.3541,0.1232,0.103,0.0876,0.0773,0.0764,0.0
IL27RA,0.9999,0.8289,0.6251,0.518,0.3453,0.3055,0.2878,0.2394,0.2352,0.0
IL6ST,0.9999,0.8176,0.6592,0.5903,0.4664,0.3202,0.3233,0.2883,0.3022,0.0
IQGAP1,0.9999,1.0396,0.6662,0.0853,0.0661,0.1287,0.0948,0.0742,0.0743,0.0
IQGAP2,0.9999,0.7181,0.1556,0.0129,0.0112,0.0791,0.0337,0.0369,0.0715,0.0
ITFG1,0.9999,0.9212,0.7938,0.6903,0.5389,0.4848,0.5907,0.766,0.84,0.0
ITFG3,0.9999,0.902,0.6718,0.6017,0.5801,0.599,0.5256,0.3157,0.2427,0.0
ITGA2B,0.9999,0.8527,0.6377,0.4935,0.3475,0.3286,0.2918,0.3279,0.4446,0.0
ITGA4,0.9999,0.9865,0.9059,0.8388,0.7479,0.7475,0.5073,0.3893,0.323,0.0
ITGA5,0.9999,0.9041,0.8167,0.7817,0.7043,0.7501,0.6014,0.3417,0.2901,0.0
ITGAM,0.9999,0.9653,0.7484,0.8252,0.776,0.6858,0.5232,0.3767,0.3489,0.0
ITGAV,0.9999,0.9375,0.7017,0.6363,0.5355,0.5489,0.5369,0.4255,0.4247,0.0
ITGB1,0.9999,0.9721,0.8529,0.862,0.8944,1.0529,1.1675,0.8134,0.7985,0.0
ITGB2,0.9999,0.9167,0.6553,0.6467,0.5682,0.5689,0.4862,0.3599,0.322,0.0
ITGB3,0.9999,0.9492,0.9446,0.9208,0.8155,0.7352,0.6384,0.2769,0.3096,0.0
ITGB5,0.9999,1.0366,1.1402,1.3205,1.194,1.0103,0.8619,0.4997,0.4236,0.0
JAG2,0.9999,0.9313,0.7506,0.625,0.5513,0.4602,0.4139,0.3165,0.3467,0.0
JTB,0.9999,0.8949,0.7431,0.7305,0.7151,0.7283,1.6308,1.8455,1.7883,0.0
KARS,0.9999,0.7251,0.4691,0.2512,0.3588,0.5648,0.1327,0.0971,0.112,0.0
KCNE3,0.9999,0.8906,0.6897,0.5593,0.365,0.3605,0.2899,0.3116,0.3455,0.0
KCNN4,0.9998,1.1074,1.2953,1.4144,1.37,1.3669,1.3401,1.0093,0.9524,0.0
KEL,0.9999,0.9084,0.8024,0.7186,0.5925,0.4309,0.3027,0.2026,0.2696,0.0
KISS1R,0.9999,0.948,0.7943,0.7063,0.5132,0.4382,0.1714,0.0706,0.0372,0.0
KTN1,0.9999,0.7638,0.4911,0.2498,0.1796,0.1537,0.1249,0.1563,0.1804,0.0
LAMP1,0.9999,1.0686,0.8642,0.9547,0.9909,1.4418,4.6953,7.3397,8.4131,0.0
LAMP2,0.9999,1.3128,1.1391,1.2874,1.434,1.2337,4.924,11.4681,15.4487,0.0
LANCL1,0.9999,1.0282,1.1078,0.4681,1.082,1.3398,1.1319,0.6578,0.7953,0.0
LCP1,0.9999,0.8655,0.7917,0.5976,0.5136,0.2491,0.0762,0.0824,0.0779,0.0
LDLR,0.9999,0.8828,0.857,0.6954,0.5503,0.5641,0.7433,0.7043,0.597,0.0
LEPR,0.9999,0.868,0.7148,0.6187,0.4473,0.4282,0.3822,0.3511,0.3711,0.0
LGALS1,0.9999,0.9232,0.9404,0.7997,0.6937,0.6895,0.8593,0.9388,0.4702,0.0
LMAN2,0.9999,0.9765,0.7632,0.632,0.4266,0.4317,0.5092,0.6317,0.6916,0.0
LNPEP,0.9999,0.9623,1.2465,1.2456,0.932,1.0208,1.9172,2.4805,1.9189,0.0
LRFN1,0.9999,0.8311,0.5875,0.4167,0.2836,0.2021,0.1078,0.0954,0.1325,0.0
LRIG2,0.9999,0.878,0.7408,0.6862,0.4598,0.4653,0.4341,0.3628,0.2964,0.0
LRPAP1,0.9999,0.9566,0.7499,0.6215,0.5285,0.593,1.0736,0.7135,0.3805,0.0
LRRC4B,0.9999,0.7915,0.6113,0.4777,0.4021,0.336,0.204,0.1639,0.1572,0.0
LRRC8A,0.9999,0.9508,0.7812,0.5423,0.2279,0.1056,0.0347,0.0238,0.0265,0.0
LRRC8B,0.9998,1.0179,0.839,0.5726,0.2488,0.1767,0.0791,0.0743,0.0573,0.0
LRRC8C,0.9998,1.2256,1.0113,0.7919,0.2234,0.0806,0.0611,0.0672,0.0712,0.0
LRRC8D,0.9998,1.0205,0.8378,0.5415,0.1753,0.1607,0.1202,0.1008,0.0593,0.0
LTBR,0.9999,0.8192,0.7308,0.6106,0.6015,0.3327,0.4416,0.5842,1.1919,0.0
LYN,0.9999,0.7826,0.3806,0.2585,0.1988,0.1515,0.1458,0.1735,0.2192,0.0
M11S1,0.9999,0.7762,0.5842,0.3088,0.1879,0.1425,0.1143,0.1062,0.1082,0.0
M6PR,0.9999,0.7551,0.8491,1.1252,1.0521,1.254,2.3768,2.9116,3.3054,0.0
MACF1,0.9999,0.385,0.164,0.0742,0.0603,0.1148,0.0882,0.1127,0.1097,0.0
MAP1B,0.9999,0.8667,0.755,0.4697,0.4135,0.3086,0.153,0.1667,0.1942,0.0
MAP4,0.9999,0.9023,0.7853,0.5933,0.503,0.757,0.7355,0.7265,1.3339,0.0
MARCKSL1,0.9999,0.9716,1.0106,0.9408,1.0708,2.3581,3.2548,3.0044,3.2508,0.0
MCAM,0.9999,0.9274,0.8417,0.8689,0.8301,0.8157,0.7326,0.4944,0.4745,0.0
MCTS1,0.9999,0.9303,0.8599,0.5135,0.4376,0.5522,0.0992,0.0314,0.1152,0.0
MDH2,0.9999,1.0577,0.871,0.8928,1.0007,1.1208,0.8561,0.0661,0.0757,0.0
MERTK,0.9999,0.7118,0.2988,0.1562,0.1827,0.1205,0.0737,0.0491,0.0438,0.0
MESDC2,0.9999,0.9979,0.8772,0.5281,0.3182,0.3148,0.3732,0.4489,0.4655,0.0
METAP2,0.9999,1.0039,0.8916,0.5357,0.6497,0.8114,0.4963,0.3443,0.2332,0.0
MFGE8,0.9999,0.8575,0.7688,0.6864,0.5859,0.6143,0.5105,0.2621,0.2308,0.0
MFI2,0.9999,0.8396,0.7158,0.5986,0.4571,0.3992,0.3084,0.2264,0.2354,0.0
MIF,0.9999,0.857,0.7617,0.7216,0.5965,0.7295,0.2882,0.3522,0.3294,0.0
MLLT4,0.9999,0.8215,0.5532,0.4343,0.3874,0.0385,0.0365,0.0319,0.0634,0.0
MME,0.9999,0.9212,0.7698,0.8005,0.7627,0.7234,0.4059,0.2676,0.2623,0.0
MPDU1,0.9999,0.9076,0.9467,1.1828,1.4108,1.7349,2.3232,2.5331,1.4427,0.0
MPP1,0.9999,0.5673,0.2013,0.0635,0.0589,0.034,0.0405,0.0407,0.0433,0.0
MPZL1,0.9999,0.9446,0.7953,0.7602,0.6838,0.7203,0.6269,0.363,0.3185,0.0
MRC2,0.9999,0.8351,0.7721,0.5947,0.3688,0.2672,0.2991,0.3504,0.4141,0.0
MSH6,0.9999,0.4776,0.2447,0.2053,0.2097,0.15,0.087,0.1363,0.1907,0.0
MSN,0.9999,0.9433,0.8084,0.0784,0.0434,0.0326,0.0243,0.0223,0.028,0.0
MTDH,0.9999,0.8694,0.8099,0.5109,0.3302,0.2435,0.2105,0.1211,0.1474,0.0
MUC1,0.9999,0.6483,0.6228,0.6707,0.6505,0.6031,0.6629,0.5148,0.4357,0.0
MXRA8,0.9999,0.8861,0.7211,0.4807,0.3465,0.2739,0.1537,0.1463,0.1364,0.0
MYD88,0.9999,0.2149,0.106,0.0373,0.0335,0.054,0.0469,0.0494,0.046,0.0
MYH10,0.9999,0.645,0.3898,0.1363,0.0695,0.128,0.076,0.0721,0.1441,0.0
MYH9,0.9999,0.851,0.8114,0.4256,0.076,0.0635,0.078,0.0843,0.0806,0.0
MYO1C,0.9999,0.7827,0.1847,0.0388,0.027,0.3981,0.2518,0.4179,0.4773,0.0
NAG,0.9999,0.2769,0.095,0.029,0.0248,0.0643,0.0311,0.0301,0.0433,0.0
NAPG,0.9999,0.6887,0.2541,0.1112,0.0575,0.1728,0.1222,0.1058,0.1408,0.0
NCAM2,0.9999,0.9095,0.8787,1.0383,0.8811,0.6842,0.5678,0.4574,0.4716,0.0
NCSTN,0.9999,0.96,0.7912,0.6305,0.5177,0.5629,0.7381,0.8703,1.2266,0.0
NEO1,0.9999,0.9155,0.7018,0.5096,0.3783,0.3025,0.2563,0.1864,0.2007,0.0
NOTCH1,0.9999,0.5325,0.234,0.1044,0.069,0.0578,0.0664,0.0805,0.1153,0.0
NPC1,0.9999,1.1245,0.8127,0.6406,0.7519,0.9893,3.2094,4.3074,3.3638,0.0
NPTN,0.9999,0.9258,0.8818,0.8865,0.717,0.4326,0.3121,0.4102,0.6125,0.0
NRAS,0.9999,1.0711,1.2083,2.1547,4.0118,1.0241,0.8221,0.6748,0.3469,0.0
NRD1,0.9999,1.0032,0.4799,0.068,0.0529,0.1052,0.0548,0.0494,0.0545,0.0
NSF,0.9999,0.8986,0.388,0.0984,0.046,0.0635,0.0896,0.0846,0.081,0.0
NTRK1,0.9999,0.2223,0.0579,0.0262,0.0324,0.0086,0.0102,0.0368,0.0597,0.0
NUCB2,0.9999,1.0529,0.8839,0.8445,0.9023,1.2359,3.8821,4.9179,4.2394,0.0
ORAI1,0.9999,0.8626,0.7569,0.7074,0.6981,0.7843,0.6834,0.3159,0.3388,0.0
P2RX1,0.9999,0.8887,0.6051,0.6999,0.6511,0.7026,0.6373,0.3433,0.3361,0.0
P2RY1,0.9999,0.8462,0.6845,0.625,0.5537,0.8503,0.668,0.3372,0.3343,0.0
P4HB,0.9999,1.0803,0.9867,0.9561,0.8218,0.7341,0.9633,1.1293,1.0813,0.0
PAFAH1B2,0.9999,0.7541,0.4566,0.1814,0.128,0.0967,0.0424,0.0217,0.0366,0.0
PAK2,0.9999,0.8672,0.7907,0.5169,0.2703,0.127,0.0859,0.0794,0.065,0.0
PANX1,0.9999,0.968,0.928,0.9124,1.0252,1.3309,1.3305,0.8071,0.7612,0.0
PC,0.9999,0.698,0.3636,0.0506,0.0487,0.0535,0.0248,0.0164,0.0192,0.0
PCYOX1,0.9999,1.0929,0.8205,0.8534,0.818,0.9133,0.7076,0.3778,0.394,0.0
PDIA3,0.9999,0.8691,0.4964,0.3017,0.2138,0.1715,0.2132,0.3178,0.3911,0.0
PDIA4,0.9999,0.9942,0.6678,0.3753,0.2612,0.2417,0.3018,0.4477,0.5291,0.0
PDIA6,0.9999,0.9817,0.8634,0.6329,0.3262,0.2593,0.3307,0.4821,0.5837,0.0
PDLIM5,0.9999,0.7793,0.6463,0.3843,0.2247,0.0387,0.0396,0.0307,0.0272,0.0
PFKM,0.9999,0.9426,0.8396,0.7353,0.7673,0.8034,0.2821,0.2212,0.262,0.0
PHB,0.9999,0.8179,0.7423,0.5598,0.5403,0.5743,0.5316,0.549,0.3,0.0
PHB2,0.9999,0.7697,0.6629,0.46,0.4268,0.4337,0.4036,0.4437,0.2098,0.0
PKM2,0.9999,0.9571,0.9218,0.8048,0.7662,0.9947,0.0556,0.0486,0.0563,0.0
PKN1,0.9999,0.859,0.3407,0.0874,0.0644,0.0077,0.0376,0.0304,0.0615,0.0
PLAU,0.9999,0.9092,0.7009,0.6503,0.6162,0.5664,0.4333,0.2473,0.26,0.0
PLAUR,0.9999,0.7698,0.6536,0.6128,0.5563,0.7601,0.7498,0.5945,0.4888,0.0
PLP2,0.9999,0.9358,0.7736,1.2164,1.7351,0.8489,0.6212,0.5623,0.7836,0.0
PLXDC2,0.9999,0.698,0.5623,0.5483,0.3925,0.8003,0.4386,0.2885,0.2648,0.0
PLXNA1,0.9999,0.776,0.501,0.2789,0.1128,0.0502,0.0373,0.0357,0.0336,0.0
PLXNA3,0.9999,0.7515,0.4441,0.2382,0.1499,0.1162,0.081,0.0484,0.0611,0.0
PLXNB1,0.9999,0.9193,0.7602,0.3288,0.1131,0.1512,0.1517,0.0894,0.1013,0.0
PLXNB2,0.9999,0.8328,0.5265,0.1073,0.0538,0.0926,0.0706,0.0546,0.0693,0.0
PLXND1,0.9999,0.5897,0.1641,0.0662,0.0251,0.0777,0.0239,0.0198,0.0174,0.0
PODXL2,0.9999,0.9699,0.8587,0.9399,0.9466,1.0824,0.9846,0.7183,0.677,0.0
PPIL1,0.9999,0.4061,0.181,0.0561,0.0362,0.0532,0.0356,0.0342,0.0361,0.0
PPME1,0.9999,0.8497,0.759,0.3313,0.0444,0.0732,0.0477,0.0501,0.0505,0.0
PPP2CA,0.9999,0.94,0.77,0.5035,0.2893,0.2472,0.1043,0.0721,0.0664,0.0
PRAME,0.9999,0.1327,0.0854,0.0426,0.0,0.0278,0.0781,0.0692,0.148,0.0
PRCP,0.9999,0.776,0.7824,0.6934,0.7051,0.6589,1.2681,1.5831,1.6358,0.0
PRKAA1,0.9999,0.9349,0.7892,0.4835,0.3487,0.1724,0.1195,0.0967,0.06,0.0
PRKAR2A,0.9999,0.7406,0.4533,0.2169,0.1095,0.0612,0.0606,0.0598,0.0662,0.0
PRKCB,0.9999,0.7921,0.3721,0.0415,0.0311,0.0265,0.0268,0.0298,0.0267,0.0
PRNP,0.9999,0.8296,0.7883,0.7906,0.6734,0.3186,0.2957,0.1222,0.1893,0.0
PROCR,0.9999,0.8825,0.7711,0.7421,0.6292,0.6649,0.5305,0.2929,0.2379,0.0
PRPS2,0.9999,0.9639,0.8321,0.736,0.6301,0.8134,0.2373,0.0965,0.1368,0.0
PRSS8,0.9999,0.8239,0.6631,0.6677,0.6547,0.7371,0.576,0.3396,0.3027,0.0
PTGER3,0.9999,0.8123,0.8125,0.7852,0.6819,0.6088,0.4221,0.2555,0.2122,0.0
PTGFRN,0.9999,0.9505,0.8917,0.9066,0.7491,0.5829,0.4005,0.2775,0.2691,0.0
PTK7,0.9999,0.8389,0.6403,0.411,0.1937,0.1061,0.0762,0.0709,0.063,0.0
PTPRA,0.9999,0.7919,0.4482,0.0653,0.0548,0.0597,0.039,0.0315,0.0287,0.0
PTPRC,0.9999,0.9731,0.8247,0.6639,0.2172,0.0446,0.0289,0.0266,0.0197,0.0
PTPRJ,0.9999,0.6703,0.1495,0.0611,0.0459,0.0597,0.0326,0.0315,0.0413,0.0
PTPRS,0.9999,0.6136,0.2049,0.1682,0.1693,0.1736,0.1698,0.2403,0.1296,0.0
PTRF,0.9999,0.9168,0.7367,0.3962,0.1872,0.0411,0.0927,0.0707,0.0673,0.0
PTTG1IP,0.9999,1.3582,1.1532,1.2514,1.0382,1.8643,4.7718,7.2156,8.9851,0.0
PVR,0.9999,0.8514,0.7515,0.6811,0.5515,0.7126,0.5743,0.3858,0.3605,0.0
PVRL2,0.9999,0.8865,0.7878,0.7924,0.6648,0.6955,0.5829,0.3732,0.3476,0.0
QSOX2,0.9999,0.8518,0.6346,0.5873,0.4881,0.556,0.5282,0.7321,0.7917,0.0
RAB14,0.9999,0.9874,0.9687,0.8903,1.0375,0.9128,1.3496,0.9932,0.5805,0.0
RAB21,0.9999,0.9645,0.9174,0.9215,1.0076,1.0033,1.593,1.5992,0.7097,0.0
RAB35,0.9999,1.0911,1.0214,1.0067,1.2101,1.5341,2.3624,0.8259,0.3755,0.0
RAB3GAP2,0.9999,0.506,0.1865,0.0434,0.0463,0.107,0.0449,0.0406,0.0577,0.0
RAB5A,0.9999,0.8943,0.8774,0.7564,0.8676,2.5854,3.0293,1.5519,0.4933,0.0
RAB5B,0.9999,0.8479,0.7572,0.6321,0.7614,0.9338,1.5161,1.6622,1.0606,0.0
RAB5C,0.9999,0.8716,0.8486,0.792,1.0256,0.9798,1.7113,1.7318,1.0178,0.0
RAB6A,0.9999,0.8721,0.8546,0.7189,0.74,0.6799,0.8491,0.8838,0.7783,0.0
RAB8A,0.9999,0.8611,0.7277,0.5548,0.5749,1.2607,1.7006,1.327,0.7596,0.0
RAC1,0.9999,0.8945,0.8,0.8384,1.3932,1.8185,1.8182,0.6476,0.207,0.0
RAC2,0.9999,0.8393,0.7306,0.4846,0.2898,0.3367,0.2787,0.1928,0.1107,0.0
RALB,0.9999,1.0043,0.9248,1.1653,1.2873,1.3914,1.6137,0.7243,0.1043,0.0
RAP1A,0.9999,0.8602,0.7444,0.6899,0.9126,8.2849,12.5686,4.6018,4.477,0.0
RAP1B,0.9999,0.9452,0.8825,0.7978,0.7597,0.9633,1.6555,1.1112,1.1868,0.0
RAP2B,0.9999,0.9999,0.9264,2.2355,3.0499,2.091,1.9969,1.8838,1.3751,0.0
RCC2,0.9999,0.8116,0.6287,0.1537,0.0254,0.074,0.0845,0.0548,0.0469,0.0
RDX,0.9999,0.9085,0.8789,0.7209,0.6334,0.3202,0.1096,0.1034,0.1149,0.0
REEP5,0.9999,0.98,0.8933,0.918,1.0579,1.448,2.3934,2.6835,3.2265,0.0
RELL1,0.9999,0.7786,0.5741,0.5711,0.4557,0.7039,0.4968,0.2195,0.2281,0.0
RELT,0.9999,0.4967,0.2484,0.144,0.0462,0.0969,0.0377,0.0551,0.0545,0.0
RER1,0.9999,0.879,0.6596,0.3646,0.3356,0.558,0.6016,0.4095,0.3201,0.0
RHAG,0.9998,1.4504,1.7266,2.8409,2.6905,3.5495,3.5503,2.4896,2.3764,0.0
