Accession,T37.0,T47.4,T51.0,T53.9,T56.8,T59.9,T62.5,T65.6,T69.0,RSD
RHOA,0.9999,0.9212,0.8603,0.7162,0.6983,0.7767,1.2369,0.9764,0.7168,0.0
RHOG,0.9999,0.8712,0.7073,0.6349,0.7631,0.9662,0.4205,0.1418,0.127,0.0
RHOT2,0.9999,0.7379,0.3469,0.0875,0.0521,0.0211,0.0087,0.0274,0.0428,0.0
RNASET2,0.9999,0.9418,0.8563,0.6709,0.6131,0.7636,1.1631,2.7115,3.8509,0.0
RNF149,0.9999,0.8265,0.6683,0.4998,0.2631,0.2927,0.3316,0.2297,0.1979,0.0
RNPEP,0.9999,0.6924,0.246,0.0931,0.0679,0.0764,0.0361,0.0428,0.0475,0.0
ROR2,0.9999,0.7367,0.4133,0.0916,0.063,0.0866,0.0725,0.0569,0.0549,0.0
RPL15,0.9999,0.7439,0.6427,1.1663,1.4308,0.5152,0.2832,0.1941,0.2247,0.0
RPS27A,0.9999,0.7027,0.4968,0.2481,0.2171,0.2538,0.13,0.1035,0.1282,0.0
RPSA,0.9999,0.8677,0.6901,0.4,0.2856,0.2043,0.0822,0.0569,0.075,0.0
RRAS2,0.9999,0.8561,0.5598,0.5749,0.8272,0.796,0.6337,0.1117,0.0722,0.0
RTN4,0.9998,0.8805,0.6861,0.9696,1.7981,1.6465,3.3795,4.1696,3.6101,0.0
RTN4RL2,0.9999,0.8455,0.734,0.7429,0.6945,0.7024,0.4275,0.2063,0.1572,0.0
SAPS3,0.9999,0.8408,0.7212,0.6064,0.3896,0.1347,0.0304,0.0361,0.0407,0.0
SARS,0.9999,0.8735,0.7907,0.6205,0.2783,0.0521,0.0351,0.0401,0.0363,0.0
SCAMP3,0.9999,0.8661,0.7803,0.8863,0.9356,1.1153,1.7657,2.1068,2.7836,0.0
SCARB1,0.9999,0.853,0.8221,0.8692,0.8061,1.1764,1.2503,0.9884,0.7613,0.0
SCFD1,0.9999,0.8098,0.2944,0.0826,0.0409,0.0595,0.0147,0.022,0.0318,0.0
SDC1,0.9999,0.9448,0.9415,1.0107,0.8332,0.7015,0.7776,0.7761,0.9622,0.0
SDC3,0.9999,0.7356,0.7,0.5086,0.7087,0.4885,0.6713,0.6373,0.7233,0.0
SDC4,0.9999,0.907,0.8534,0.749,0.6461,0.4609,0.5845,0.5753,1.1085,0.0
SDCBP,0.9999,0.9265,0.7344,0.53,0.532,0.3377,0.3981,0.5895,0.8966,0.0
SELPLG,0.9999,0.8405,0.78,0.9004,0.8249,0.9024,1.0427,0.9235,1.0712,0.0
SEMA4C,0.9999,0.8934,0.8332,0.6669,0.3928,0.2867,0.2773,0.1854,0.1557,0.0
SEMA4D,0.9999,1.0047,0.9221,0.9462,0.8625,0.7879,0.5302,0.368,0.4177,0.0
SEMA7A,0.9999,0.8382,0.5704,0.3939,0.2179,0.163,0.1436,0.1201,0.1358,0.0
SEPHS1,0.9999,0.9817,0.9118,0.8155,0.7861,0.9505,0.8047,1.0218,0.679,0.0
SERBP1,0.9999,0.934,0.7941,0.5336,0.4297,0.4071,0.2899,0.3114,0.3318,0.0
SERINC3,0.9999,0.8161,0.6966,0.6284,0.5924,0.6307,0.888,0.9487,0.9705,0.0
SIGLEC10,0.9999,0.9109,0.5742,0.5363,0.4464,0.2806,0.217,0.191,0.1733,0.0
SIGLEC6,0.9999,0.8697,0.642,0.5806,0.4601,0.3949,0.3589,0.2988,0.3792,0.0
SLAMF6,0.9999,0.8637,0.6641,0.6697,0.5621,0.6627,0.5797,0.4278,0.3792,0.0
SLC11A2,0.9999,0.6653,0.5715,0.4948,0.5795,0.6175,0.9991,1.2238,1.5778,0.0
SLC12A2,0.9999,0.9206,0.8,0.7525,0.6123,0.1803,0.0309,0.032,0.0404,0.0
SLC12A4,0.9999,0.9596,0.7388,0.5527,0.2761,0.1761,0.1051,0.1135,0.1389,0.0
SLC12A6,0.9999,1.0301,0.7732,0.6722,0.3908,0.1729,0.0458,0.0384,0.0381,0.0
SLC12A7,0.9999,0.8123,0.3641,0.0794,0.0535,0.0826,0.0431,0.0351,0.0403,0.0
SLC16A1,0.9999,1.0815,0.9875,1.1144,1.5688,2.1631,2.9161,1.9296,2.0619,0.0
SLC19A1,0.9999,0.8658,0.754,0.7139,0.6167,0.6593,0.5963,0.2883,0.2211,0.0
SLC19A2,0.9999,0.8503,0.7582,0.5985,0.6595,0.8896,0.6802,0.3285,0.1621,0.0
SLC1A4,0.9999,0.9492,0.9307,0.9266,0.9696,1.0099,1.002,0.6252,0.5992,0.0
SLC1A5,0.9999,0.8867,0.79,0.7623,0.7103,0.7661,0.683,0.3955,0.3873,0.0
SLC20A1,0.9999,0.8617,0.74,0.6481,0.4694,0.948,0.7521,0.4231,0.4382,0.0
SLC20A2,0.9999,0.8769,0.811,0.8587,0.7316,1.3414,1.1756,0.6529,0.6386,0.0
SLC22A23,0.9999,0.8782,0.7674,0.7519,0.7201,0.7767,0.6826,0.5131,0.4009,0.0
SLC22A4,0.9999,0.8226,0.6472,0.6954,0.6541,1.1043,1.1096,0.4216,0.1552,0.0
SLC22A5,0.9999,0.9367,0.7491,0.646,0.5503,0.6337,0.5935,0.1343,0.0323,0.0
SLC23A2,0.9999,0.9485,0.7865,0.7938,0.7638,0.9241,0.9263,0.5411,0.4428,0.0
SLC25A11,0.9999,0.8221,0.8267,0.8063,1.028,1.2101,1.1277,0.8925,0.9386,0.0
SLC25A13,0.9999,0.8843,0.7485,0.7231,0.9073,0.891,1.0535,0.4551,0.1798,0.0
SLC25A3,0.9999,0.9001,0.7962,0.7971,0.9319,1.1545,1.8238,1.8599,2.3154,0.0
SLC25A4,0.9999,0.8913,0.6983,0.6047,0.6034,0.8513,1.1996,1.4097,1.7957,0.0
SLC25A5,0.9999,0.863,0.7524,0.7383,0.8166,1.1474,1.3278,1.074,0.773,0.0
SLC26A2,0.9999,0.8783,0.722,0.2217,0.0675,0.0493,0.0239,0.0266,0.0332,0.0
SLC26A6,0.9999,0.8432,0.6997,0.7191,0.7167,0.5886,0.1081,0.0549,0.0697,0.0
SLC29A1,0.9999,0.8299,0.7225,0.7271,0.6831,0.9161,0.8132,0.4567,0.3735,0.0
SLC29A2,0.9999,0.8786,0.8272,0.8818,0.8195,0.8731,0.3232,0.0402,0.0241,0.0
SLC2A1,0.9999,0.903,0.8041,0.7744,0.7344,0.8212,0.8169,0.565,0.6263,0.0
SLC2A13,0.9999,1.3687,1.2729,1.2031,0.8669,1.1343,1.6884,2.327,3.2536,0.0
SLC2A3,0.9999,0.9411,0.8734,0.9463,0.8745,0.9898,1.1004,0.7138,0.7294,0.0
SLC2A4,0.9999,1.0167,0.9746,0.9399,0.7266,0.6496,0.7399,0.575,0.5128,0.0
SLC2A5,0.9999,0.8862,0.6925,0.7744,0.6738,1.2515,1.4213,1.003,0.8737,0.0
SLC30A1,0.9999,0.8511,0.684,0.6667,0.7244,0.932,0.8357,0.5028,0.4133,0.0
SLC31A1,0.9999,0.8656,0.8864,0.826,0.7138,0.7823,0.5698,0.3809,0.3566,0.0
SLC38A1,0.9999,0.881,1.0079,1.1197,1.1487,1.2353,0.9488,0.1941,0.1504,0.0
SLC38A2,0.9999,0.8657,0.8633,0.8503,0.8081,0.8313,0.9483,0.8327,0.7036,0.0
SLC38A5,0.9999,0.9011,0.8604,0.8464,0.7525,0.5986,0.2151,0.0823,0.0861,0.0
SLC39A14,0.9999,0.9629,0.9233,0.8707,0.8324,0.8902,0.8821,0.6485,0.6178,0.0
SLC39A6,0.9999,1.0141,0.9365,0.935,0.9056,0.9832,0.7748,0.44,0.4006,0.0
SLC40A1,0.9999,0.9019,0.756,0.7781,0.7172,0.896,0.7524,0.4422,0.3372,0.0
SLC43A1,0.9999,0.7774,0.6868,0.6425,0.6184,0.8127,0.4976,0.0724,0.0754,0.0
SLC44A2,0.9999,0.8276,0.7174,0.8783,0.796,0.7922,0.6171,0.4233,0.4452,0.0
SLC4A2,0.9999,0.87,0.6802,0.2782,0.0831,0.0582,0.0418,0.0373,0.0453,0.0
SLC4A7,0.9998,1.1946,1.2343,1.1135,0.4518,0.1178,0.0777,0.0765,0.0649,0.0
SLC5A3,0.9999,0.8934,0.8014,0.9032,1.2155,1.2157,0.9908,0.6013,0.5727,0.0
SLC5A6,0.9999,0.9283,0.8887,0.9042,0.7845,0.6596,0.3732,0.2292,0.1597,0.0
SLC6A6,0.9999,0.9203,0.8604,0.8224,0.7556,0.7036,0.5062,0.173,0.1059,0.0
SLC6A8,0.9999,0.9029,0.8824,0.9603,0.9474,0.8283,0.6764,0.3177,0.156,0.0
SLC6A9,0.9999,0.9245,0.889,0.8895,0.749,0.8003,0.6917,0.1614,0.0231,0.0
SLC7A1,0.9999,0.8111,0.8164,0.8698,0.7896,0.851,0.7061,0.3155,0.1483,0.0
SLC7A11,0.9999,0.9064,0.8338,0.851,0.7962,0.7206,0.4956,0.2841,0.208,0.0
SLC7A5,0.9999,0.8182,0.7643,0.778,0.803,0.8213,0.5552,0.2994,0.2366,0.0
SLC7A6,0.9999,1.024,0.9855,1.2528,1.4194,1.1134,0.798,0.4182,0.3455,0.0
SLC9A1,0.9999,1.0106,0.8152,0.7114,0.5312,0.3561,0.2125,0.1148,0.083,0.0
SLC9A3R1,0.9999,0.9532,0.8373,0.6233,0.5676,0.5491,0.249,0.2638,0.2795,0.0
SLCO4A1,0.9999,0.8689,0.8138,0.837,0.7652,0.8643,0.8109,0.4885,0.453,0.0
SNAP23,0.9999,0.8813,0.6626,0.6926,1.0292,1.4459,2.0296,2.4724,2.91,0.0
