Accession,logFC,-logPval,-logAdjPval,DMSO1,DMSO2,DMSO3,DMSO4,DMSO5,MTX1,MTX2,MTX3,MTX4,MTX5
F8VWS0;P05388-2;P05388;F8VU65;F8VQY6;F8VRK7;G3V210;F8VZS0;F8VS58;F8VPE8;F8VW21;Q8NHW5;F8VWV4;F8W1K8,0.1271,2.6649,0.9108,159530.0,176010.0,219830.0,201250.0,181700.0,200260.0,173750.0,204320.0,258630.0,218760.0
Q9NRX4;Q9NRX4-2,-0.1378,2.6649,0.9108,257340.0,315140.0,381460.0,380830.0,308240.0,268420.0,261790.0,306900.0,348080.0,344710.0
E9PHY5;O43491-4;E9PK52;O43491-3;E9PII3;O43491-2;E9PQD2;E9PRG1;E9PIG0;E9PQN0;E9PJP4;A0A1B0GTF8;Q9Y2J2-3;J3QS55,-0.7126,2.6601,0.9091,2416.5,4228.7,4639.2,3523.5,2823.6,1219.9,1386.4,2727.1,2227.0,3551.0
P62854;Q5JNZ5,0.3338,2.65,0.903,10805.0,11700.0,14865.0,9809.6,11176.0,14930.0,11515.0,15974.0,18571.0,15330.0
P18085;C9JPM4;C9JAK5;U3KQF2,0.1948,2.6429,0.903,36313.0,37896.0,51270.0,42957.0,41171.0,49089.0,41363.0,49610.0,56449.0,49961.0
O60869;O60869-2;O60869-3,-0.1258,2.6366,0.903,284660.0,315090.0,381510.0,396400.0,307860.0,308150.0,283420.0,299310.0,334470.0,356420.0
O60264,0.2091,2.6325,0.903,91825.0,97847.0,117190.0,92292.0,97618.0,122530.0,91817.0,124140.0,137380.0,119160.0
P27708;F8VPD4;H7C3Z5;H7C2E4,0.1367,2.635,0.903,442800.0,472710.0,613870.0,527760.0,484320.0,580390.0,476760.0,575740.0,642240.0,596860.0
E9PLL6;P46776;E9PJD9;E9PLX7,0.2503,2.6338,0.903,61413.0,61492.0,76182.0,57527.0,59926.0,81407.0,60724.0,82353.0,90656.0,75296.0
Q9H0A0-2;Q9H0A0;A0A087WV29;E9PMU0;E9PJN6,0.2334,2.639,0.903,93452.0,95302.0,120790.0,92633.0,101950.0,125440.0,92139.0,131210.0,148320.0,117300.0
Q12873;Q12873-3;Q12873-2;I3L229;H7C3H7,0.1825,2.6205,0.894,55262.0,63780.0,72959.0,61702.0,60811.0,73746.0,62091.0,75544.0,82409.0,74358.0
P02786;G3V0E5;H7C3V5;F8WBE5;Q9UP52-2;Q9UP52-3;Q9UP52,0.1077,2.5844,0.8839,186220.0,202740.0,259200.0,238130.0,211000.0,224690.0,206500.0,244410.0,278700.0,260320.0
F2Z2E2;Q86VI3,0.2169,2.6009,0.8839,19881.0,20797.0,24776.0,22427.0,21993.0,27567.0,22178.0,27432.0,28138.0,26246.0
Q6PGP7;D6RCE2;H0Y964,0.1156,2.5949,0.8839,162630.0,171830.0,223520.0,197660.0,181560.0,212240.0,173220.0,211710.0,231960.0,214030.0
Q9UKY7;Q9UKY7-2;H0Y8K3;D6RAV0,-0.1064,2.6041,0.8839,207670.0,226870.0,270090.0,274740.0,230400.0,223150.0,206630.0,233410.0,246100.0,242810.0
P62913;P62913-2;Q5VVC8;Q5VVC9,0.1382,2.5922,0.8839,89581.0,98259.0,126800.0,110570.0,100380.0,123060.0,98021.0,121860.0,129500.0,121090.0
A8MT72;Q2NKQ5;Q16799-3;Q16799-2;Q16799,0.2634,2.5849,0.8839,32678.0,29706.0,41831.0,35351.0,35472.0,44583.0,34874.0,43936.0,54552.0,38973.0
Q16204,-0.1151,2.594,0.8839,239260.0,265090.0,318300.0,324350.0,276930.0,259970.0,253740.0,262330.0,279840.0,288680.0
Q92900-2;Q92900,0.1119,2.5909,0.8839,195150.0,207660.0,270960.0,253150.0,225420.0,250400.0,210610.0,260620.0,298110.0,259250.0
X1WI28;P27635;B8A6G2;A6QRI9,0.2245,2.5879,0.8839,71414.0,78933.0,94216.0,69621.0,74823.0,98412.0,74521.0,97707.0,106230.0,93483.0
A6NHL2-2;A6NHL2,0.2827,2.5797,0.882,10356.0,8974.0,13415.0,11481.0,12429.0,13762.0,11759.0,13845.0,16984.0,14719.0
P08237;P08237-3;P08237-2;F8VP00;F8VNX2;F8VZQ1;F8W1J8;F8VSF7;F8VW30;F8VSL1;F8VUB8;F8VYK8;F8VTQ3;F8VZI0;F8VX13;H0YHB8;F8VVE3,0.1439,2.5752,0.8802,70621.0,75661.0,95971.0,83038.0,80752.0,93155.0,75604.0,91430.0,105630.0,96291.0
O60506-2;O60506;F6UXX1,0.14,2.5682,0.876,269110.0,292960.0,354050.0,318040.0,302850.0,333550.0,281810.0,362200.0,420570.0,350510.0
D6RFF8;P46926;D6RAY7;D6R9P4;P46926-2;D6R917;D6RB13;D6RFK5,0.1156,2.5654,0.8759,172770.0,181400.0,245640.0,237030.0,209250.0,218090.0,213430.0,225500.0,262770.0,238440.0
A0A087WSV8;P80303-2;P80303;Q2L696;E9PKG6;H0YEG8;E9PLR0;E9PLE9;E9PM22;E9PJP3;H0YD18,-0.1092,2.5562,0.8699,273580.0,315630.0,372420.0,375320.0,330900.0,291250.0,289260.0,323480.0,347500.0,332450.0
O94992,-0.1291,2.554,0.8699,140860.0,163860.0,193110.0,190570.0,175580.0,147440.0,148130.0,168460.0,168540.0,176360.0
P43246;E9PHA6;P43246-2;C9J809,0.1094,2.5487,0.8673,230000.0,239770.0,319660.0,284680.0,255340.0,300590.0,246360.0,294110.0,328170.0,302640.0
Q9H497;Q9H497-2;Q5W0C6;Q9H497-3,0.2074,2.5429,0.8642,24548.0,26538.0,33435.0,29135.0,28822.0,33113.0,28591.0,33424.0,39625.0,34631.0
Q05519-2;Q05519;Q5T760;Q5T757;B4DWT1;S4R3C4,-0.1112,2.5401,0.8641,130860.0,147260.0,180350.0,176980.0,150960.0,140480.0,135310.0,146780.0,164230.0,158860.0
P56181-2,-0.1298,2.5347,0.8613,101800.0,113290.0,132580.0,132270.0,111400.0,107540.0,98999.0,105610.0,118120.0,124730.0
E9PIF2;Q13206,0.2274,2.5247,0.854,21447.0,21829.0,28107.0,22571.0,23049.0,28679.0,22331.0,29433.0,32345.0,28726.0
Q9Y5Q9;Q9Y5Q9-2;H7C143;H7C0C0,0.1331,2.4867,0.8493,62289.0,69836.0,92433.0,83661.0,79214.0,86831.0,72190.0,87133.0,97872.0,91369.0
Q14157;Q14157-5;H0Y5H6,-0.1057,2.4931,0.8493,333320.0,374400.0,442520.0,425270.0,379820.0,370140.0,337570.0,368460.0,396540.0,390870.0
B5MCF9;O00541;B3KXD6;H7C267;H7BYY8,0.1233,2.4883,0.8493,98367.0,107540.0,142440.0,128760.0,119030.0,134010.0,109580.0,135790.0,150260.0,136190.0
Q9NW13;Q9NW13-2;H7C5G8;C9JAA9;C9JE21,0.1931,2.4919,0.8493,101900.0,114200.0,133220.0,107090.0,107310.0,136360.0,102920.0,140490.0,152900.0,134360.0
Q9NVP1;H7C452,0.2557,2.5053,0.8493,75132.0,79435.0,92011.0,68400.0,76597.0,96849.0,72070.0,105490.0,115250.0,97014.0
Q8WUM0,0.1171,2.5154,0.8493,134800.0,138280.0,184780.0,165060.0,156290.0,169260.0,142910.0,175770.0,198600.0,182520.0
Q14692,0.1916,2.4932,0.8493,119990.0,126730.0,156030.0,121440.0,126940.0,159530.0,122520.0,160630.0,173390.0,152670.0
A6NGP5;Q9H910;Q9H910-3;H3BMV3;H3BTV5;H3BMM8;B4E1P3,-0.1725,2.4848,0.8493,197010.0,221630.0,263110.0,226320.0,204290.0,209090.0,185580.0,193270.0,193830.0,230770.0
Q9P2J5;Q9P2J5-2;Q9P2J5-3;A0A087WXY1,0.1265,2.4824,0.8493,268340.0,288650.0,366850.0,315590.0,292520.0,343410.0,285020.0,362650.0,378540.0,349690.0
O14975-2;O14975;G3V1R7,0.2732,2.5111,0.8493,12443.0,15018.0,16340.0,13069.0,14159.0,17370.0,13631.0,18036.0,21361.0,18727.0
P33240-2;P33240;E7EWR4;E9PID8;A0A0A0MT56,-0.1116,2.4925,0.8493,191470.0,216560.0,264460.0,264320.0,234660.0,207580.0,204010.0,222740.0,232860.0,241750.0
P82933;H7BZC4,0.2848,2.4985,0.8493,15980.0,17565.0,23110.0,18460.0,23238.0,24154.0,23495.0,25787.0,27831.0,21353.0
Q01780;Q01780-2;K7EJ37,0.2732,2.506,0.8493,45440.0,46481.0,55514.0,40115.0,45972.0,60340.0,44824.0,60705.0,69197.0,58548.0
Q9Y2W2;F5H5G4;F5GXS9,-0.1156,2.4882,0.8493,148090.0,170980.0,198990.0,198150.0,163850.0,167120.0,150110.0,161200.0,172890.0,180770.0
A0A0A0MRR7;P09234;Q5TAL2,-0.2367,2.4857,0.8493,42564.0,45022.0,55340.0,51644.0,59945.0,43736.0,39534.0,43704.0,43789.0,51152.0
Q15555-3,0.5263,2.4705,0.8397,3130.2,4027.4,4569.5,4308.6,3935.7,7832.2,6823.1,5156.7,4547.8,4568.0
P27986-3,1.2319,2.4676,0.8392,5023.1,3014.7,3282.8,5628.4,3667.7,22888.0,13604.0,4127.1,4259.8,3659.5
Q9Y383;V9GZ75;F8WEU3,-0.1018,2.449,0.8282,344890.0,389610.0,485510.0,464680.0,404830.0,378100.0,356320.0,389570.0,431830.0,438350.0
Q86VS8;H0YDM4;H0YE69;H0YDK4,-0.1002,2.4472,0.8282,184640.0,204740.0,256310.0,246340.0,213870.0,198400.0,192140.0,213210.0,227420.0,224650.0
Q8NE71-2;Q8NE71;H0YGW7;A0A0G2JIC2;F5GYK6,0.1708,2.4479,0.8282,93937.0,99822.0,121500.0,106090.0,102140.0,123250.0,96337.0,132180.0,138870.0,117430.0
P26640;A0A140T936;P26640-2;A0A140T954;A2ABF4;A0A0G2JJT9;H0Y426;A0A140T904,0.1138,2.4486,0.8282,150960.0,161250.0,209460.0,182920.0,177040.0,194820.0,160760.0,200020.0,221800.0,203660.0
P63092-4;Q5JWE9,0.1513,2.4389,0.8268,95724.0,109770.0,128070.0,109730.0,107110.0,120920.0,102460.0,122760.0,149000.0,136740.0
O43865;O43865-2,0.1185,2.4425,0.8268,112240.0,116510.0,153640.0,139990.0,127270.0,141040.0,121820.0,145090.0,165770.0,150910.0
Q9GZS1-2;Q9GZS1;E7EX70,0.1863,2.4391,0.8268,60088.0,64228.0,80201.0,65755.0,62718.0,80976.0,61338.0,81128.0,87705.0,79858.0
Q9H0S4-2;Q9H0S4;F5H1N9,0.179,2.4279,0.818,52450.0,59178.0,70299.0,59909.0,57514.0,69770.0,58372.0,73001.0,76507.0,71369.0
A0A087WV05;Q99417;A0A0D9SEI7,-0.148,2.4209,0.8178,76649.0,81813.0,95767.0,95404.0,79133.0,84681.0,69104.0,77677.0,85403.0,80787.0
P61247;D6RAT0;D6RG13;D6RB09;E9PFI5;H0Y9Y4;D6R9B6;H0Y8L7;D6RAS7;D6RED7;D6RGE0;D6RI02,0.2322,2.4211,0.8178,154770.0,164010.0,198350.0,140650.0,147730.0,210180.0,157420.0,205630.0,211900.0,194130.0
H0YKX3;Q15004;H0YMA4;A0A0U1RQM0;A0A0U1RQC1;Q15004-2,-0.176,2.421,0.8178,64112.0,67141.0,78951.0,79202.0,64273.0,66631.0,59852.0,59489.0,65638.0,69566.0
Q9UJX2-3;Q9UJX2,0.3335,2.4154,0.8176,23658.0,28750.0,33776.0,28597.0,29710.0,30043.0,28335.0,44313.0,35049.0,50005.0
P62701,0.2431,2.3958,0.8176,135390.0,143590.0,167240.0,120870.0,131630.0,175340.0,132100.0,184430.0,198360.0,169290.0
E9PN41;A8MVV6;J3KNL1;J3KQ42;O14817,0.4486,2.4002,0.8176,16055.0,20878.0,17216.0,11251.0,15901.0,22650.0,16158.0,24566.0,30428.0,23579.0
O76041-2;H0Y3P5;H7BZD5,-0.1289,2.4012,0.8176,99233.0,113170.0,128380.0,121450.0,106610.0,104330.0,93798.0,105450.0,115300.0,116420.0
Q5T4S7-3;Q5T4S7;Q5T4S7-2;Q5T4S7-4;Q5T4S7-5;A0A0A0MSW0;X6R960;X6RE05;Q5T4S7-6;Q5TBN9,0.1551,2.4011,0.8176,690640.0,731860.0,910010.0,783850.0,756460.0,878280.0,744130.0,881770.0,1008700.0,933210.0
Q8TDN6,0.2372,2.3984,0.8176,42373.0,44958.0,53498.0,40983.0,44995.0,54207.0,42667.0,58738.0,62223.0,59580.0
C9J2Y9;P30876;A0A1W2PPT5;C9J4M6,0.1093,2.3956,0.8176,205470.0,216100.0,276030.0,244020.0,230730.0,262640.0,219760.0,263550.0,286990.0,267100.0
P42345;B1AKP8,0.1769,2.4052,0.8176,46200.0,52102.0,64110.0,53576.0,51492.0,63147.0,52825.0,63958.0,67533.0,63310.0
Q6UX04;Q6UX04-2;D6REK3,-0.0972,2.4106,0.8176,228440.0,270890.0,326150.0,325490.0,270450.0,254200.0,236850.0,270250.0,305060.0,295000.0
A2IDC7;Q4TT37;A2IDC6;Q13084,0.3149,2.3946,0.8176,7389.3,7595.1,9137.8,7117.2,7471.8,9848.2,7608.8,10895.0,11519.0,10105.0
Q5T6F2;A2A305;A0A0D9SFI5;Q5JV08;Q5T6F2-2;H0YDN2,-0.1382,2.4021,0.8176,120760.0,130920.0,154820.0,139650.0,129810.0,125650.0,110680.0,130790.0,130220.0,134290.0
E7EW69;E7EX04;B5ME97;Q9P0V9;Q9P0V9-2;Q9P0V9-3;C9JEW2;C9JNR7;F5GYV2;F5H1F2,0.1273,2.4073,0.8176,89524.0,94492.0,127220.0,111730.0,107000.0,118580.0,102300.0,117850.0,136840.0,118130.0
Q99747;Q99747-2;J3KTJ6;J3QS28;J3QKW4,-0.114,2.3892,0.8143,95468.0,110510.0,137420.0,132030.0,114590.0,109050.0,98569.0,109870.0,117450.0,122710.0
P80297;U3KQD7,-0.2688,2.3802,0.8103,55749.0,69444.0,76935.0,61075.0,54992.0,48198.0,42348.0,49494.0,68867.0,65566.0
A0A0A0MTR7;Q63HN8;A0A0A0MTC1;Q63HN8-4;Q63HN8-5;Q63HN8-6;I3L3H9,0.147,2.379,0.8103,467510.0,482510.0,635920.0,530930.0,528740.0,617790.0,490000.0,618030.0,668600.0,621050.0
P28070,0.1127,2.3798,0.8103,159250.0,178600.0,235920.0,221540.0,202420.0,218390.0,182510.0,221300.0,261890.0,221560.0
Q6DD88;F5H6I7;F5GWF8,0.1226,2.3712,0.8087,127130.0,139550.0,165090.0,149810.0,139360.0,158620.0,136060.0,162290.0,184750.0,167500.0
P45985;P45985-2;R4GN37;REV__Q76L82;REV__Q8IXJ9,0.1324,2.3731,0.8087,71811.0,75555.0,99699.0,89963.0,81001.0,92313.0,77183.0,97858.0,102070.0,101010.0
A0A087WX41;P53675-2;P53675,0.2727,2.3718,0.8087,31413.0,34753.0,49184.0,45979.0,44645.0,44116.0,43949.0,48010.0,72281.0,46899.0
A0A0A0MTH9;O14981;O14981-2,0.1323,2.3608,0.8014,76174.0,80510.0,101210.0,88822.0,84265.0,96183.0,81111.0,96725.0,109850.0,102720.0
Q32MZ4;Q32MZ4-2,-0.1378,2.3598,0.8014,610990.0,718830.0,854350.0,871480.0,717970.0,639660.0,615970.0,715600.0,773460.0,769220.0
O60504-2;O60504;E5RJP2;H0YB51;E5RIA0;H0YAZ3,-0.1205,2.353,0.7977,115130.0,127150.0,156880.0,155600.0,136470.0,124240.0,116660.0,124390.0,138560.0,147760.0
O43399;O43399-5;O43399-7;A0A087WZ51;A0A087WYR3,-0.1093,2.3521,0.7977,282530.0,326590.0,396250.0,382260.0,339490.0,320500.0,300870.0,321510.0,333710.0,360440.0
A0A0A0MR09;P43378,0.1883,2.3396,0.7872,22113.0,24678.0,31475.0,29383.0,27197.0,29199.0,28638.0,31276.0,35570.0,32644.0
Q9H4L4;A0A087X0R7;J3QRE4;A0A087WV50;J3QL36,0.3035,2.3279,0.7784,11942.0,12955.0,14762.0,11305.0,13062.0,16122.0,12108.0,17313.0,21109.0,15698.0
P56182;D6RE82,0.2227,2.3269,0.7784,41404.0,43724.0,52078.0,41936.0,39547.0,55236.0,42842.0,54038.0,59117.0,52661.0
Q8N954;Q8N954-2,-0.1278,2.3103,0.7638,74048.0,77037.0,97588.0,96970.0,82766.0,76403.0,73612.0,79342.0,85518.0,86692.0
P16615;P16615-5;P16615-2;P16615-3;P16615-4;H7C5W9;O14983-2;O14983;O14983-3;H3BVB2;J3QSY6;H3BTW4,0.2747,2.3035,0.759,105830.0,126080.0,128470.0,91498.0,109300.0,143110.0,104540.0,143760.0,170750.0,147440.0
Q9Y262;B0QY89;Q9Y262-2;B0QY90;C9JHP4;C9K0Q7;H7C3A0;H0Y7E6,0.1132,2.2992,0.7567,185240.0,193980.0,266290.0,240790.0,220120.0,244270.0,202130.0,252350.0,282610.0,245670.0
Q8N5C6;Q8N5C6-2,0.2181,2.2906,0.7499,25557.0,26964.0,32280.0,28040.0,28733.0,32825.0,30357.0,35824.0,38502.0,32125.0
Q9BPX3;D6RA93;H0Y9Z8,0.0957,2.2838,0.7451,159560.0,167300.0,217960.0,206380.0,188580.0,199310.0,177450.0,198500.0,238270.0,217750.0
O95782-2;O95782;M0R2D9;E9PPY8,0.0874,2.2796,0.7428,221350.0,243660.0,318040.0,293490.0,263940.0,283890.0,251800.0,295510.0,325120.0,302300.0
O75391;I3L0X5,-0.1065,2.2759,0.741,161260.0,182610.0,215290.0,216430.0,180390.0,175140.0,168130.0,179820.0,189110.0,196760.0
C9JEH7;P22090,0.3099,2.2697,0.7406,11692.0,12513.0,14335.0,10997.0,13942.0,14979.0,12202.0,17936.0,16747.0,19983.0
P25705;P25705-2;P25705-3;K7EK77;K7ENJ4;K7ERX7;K7EJP1;K7EQH4;K7ESA0,0.1278,2.2699,0.7406,133750.0,142280.0,180200.0,154950.0,149830.0,172270.0,139420.0,176780.0,196680.0,171420.0
Q9BV19,-0.2142,2.2722,0.7406,11809.0,14499.0,17610.0,18358.0,14928.0,12710.0,12225.0,13743.0,14994.0,14228.0
H3BS72;Q9P035;H3BPZ1;Q9P035-2;H3BMZ1;H3BRL8,0.2173,2.265,0.7378,23134.0,27119.0,34873.0,34459.0,31463.0,35557.0,28964.0,36814.0,44692.0,33942.0
Q9Y6A5;E7EMT0;C9JA91;C9JWI7;Q8IX09;F8WC55,-0.103,2.2617,0.7377,232190.0,274050.0,318100.0,315620.0,271610.0,261190.0,247700.0,262840.0,280200.0,293410.0
Q96BR5,-0.1026,2.2575,0.7377,101030.0,112970.0,144220.0,140240.0,120420.0,115140.0,101910.0,117440.0,132010.0,123630.0
Q9Y3D2;H0YE51,-0.1815,2.2591,0.7377,19979.0,22192.0,27362.0,25369.0,23774.0,20490.0,19157.0,21184.0,22575.0,23929.0
Q14997;Q14997-2;Q14997-3;F8WBH5;Q14997-4,0.0989,2.2598,0.7377,151840.0,163100.0,214610.0,196300.0,183120.0,196780.0,168400.0,201830.0,229740.0,202060.0
O14545;F8VNX8;F8VVF3;O14545-2;S4R2Z9;F8VWK2,-0.1333,2.2531,0.7351,98147.0,111070.0,129050.0,122420.0,105700.0,104360.0,96170.0,101670.0,108930.0,118910.0
Q9GZZ8,1.2819,2.2443,0.7286,7327.9,7867.5,12403.0,11247.0,9655.7,8883.9,8586.9,10321.0,11015.0,84980.0
P23497;E9PHV6;P23497-7;P23497-6;P23497-5;P23497-2;P23497-3;P23497-4;C9JBL0;H7C4B4,-0.1235,2.2429,0.7286,181620.0,212980.0,257610.0,258670.0,211110.0,215340.0,195380.0,198600.0,210930.0,230520.0
Q99873-3;Q99873-5,0.1154,2.2408,0.7283,378450.0,393190.0,543710.0,531130.0,462210.0,481520.0,442780.0,510410.0,586040.0,537930.0
Q12789-3;Q12789;H3BRD0;H3BU37;H3BU55,0.1262,2.2376,0.727,157920.0,170710.0,209070.0,176790.0,178850.0,200580.0,164300.0,203910.0,229090.0,208280.0
O75380;D6RBT3,-0.227,2.2337,0.726,23891.0,26123.0,32577.0,33863.0,28347.0,20590.0,22198.0,25863.0,28492.0,29812.0
J3QRS9;X6R4W8;O43670-2;O43670;O43670-4;O43670-3;J3KS31;J3QS27;J3KTL1;J3KRB6;J3KRW6;H0Y3M2,-0.13,2.2331,0.726,65315.0,69050.0,88468.0,85682.0,72297.0,69923.0,65080.0,70090.0,74220.0,76650.0
A0A0A0MQX1;Q9HD67;Q9HD67-3;E9PEW5;D6RGD1;E9PCN3,0.1805,2.2273,0.722,37224.0,42977.0,49359.0,43687.0,42471.0,51462.0,40826.0,51463.0,56425.0,51988.0
P62906,0.2153,2.2219,0.721,120430.0,132900.0,160110.0,115300.0,119760.0,164290.0,119540.0,163230.0,171040.0,161390.0
Q8TDD1;Q8TDD1-2;H0YHH7;F8VRX4,0.2041,2.2209,0.721,29732.0,33975.0,40420.0,33481.0,32908.0,41215.0,32494.0,40970.0,47407.0,40696.0
Q13257;Q13257-2;D6RJE3,0.1446,2.2242,0.721,93264.0,97150.0,135930.0,135130.0,114900.0,123740.0,113090.0,124050.0,161840.0,129260.0
M0R0F0;M0R0R2;P46782;M0QZN2,0.194,2.2188,0.7206,180110.0,189260.0,228410.0,180020.0,186840.0,221190.0,177940.0,238930.0,287180.0,220160.0
Q9UKK3,0.0972,2.2091,0.7127,206230.0,235130.0,278330.0,253010.0,233600.0,259480.0,227780.0,257140.0,296720.0,286810.0
Q8TF74;Q8TF74-2;A8MWR2;J3KSA3;J3QKM5,-0.1452,2.1959,0.7113,116890.0,131000.0,162530.0,146860.0,131030.0,129770.0,113640.0,118330.0,126940.0,149140.0
P40692;H0Y818;P40692-3;P40692-2;A0A087WX20;E7EUC9;F2Z298;E9PF25;C9JZ54;H0Y793;H0Y5L7;H0Y4N0;H0Y806,0.1064,2.1969,0.7113,143190.0,154110.0,193880.0,170880.0,158430.0,187670.0,153170.0,178200.0,198060.0,190930.0
Q8IVL6;Q8IVL6-2,0.239,2.2055,0.7113,20714.0,24156.0,32652.0,29474.0,28233.0,29980.0,25276.0,35112.0,32550.0,40467.0
H7C2Q8;Q99848,0.231,2.2006,0.7113,60003.0,64508.0,74789.0,55717.0,59311.0,78229.0,59099.0,83023.0,85462.0,77031.0
Q92797;A0A087WUE9;M0R3C7;Q92797-2;M0R180;M0QXP5;M0R033;M0R1C2;M0R039,0.095,2.2021,0.7113,202460.0,214170.0,271960.0,263100.0,224980.0,251750.0,225500.0,259700.0,294460.0,257720.0
Q8TCT9-5;Q8TCT9;Q8TCT9-2;A0A075B6F6;Q8TCT9-4;A0A0C4DGU3,0.2413,2.2022,0.7113,30163.0,37411.0,40013.0,31563.0,33852.0,43727.0,32239.0,41335.0,47491.0,47399.0
K7EK95;C9JPH1;K7ENL4;J3QL63;J3QL47;A0A0A6YYB9;J3KS67;C9JYS5;Q96ET8-2;Q96ET8-3;Q9NYZ1;Q96ET8,0.2936,2.1956,0.7113,6939.2,9810.2,9585.8,8424.5,8377.3,9961.7,8722.9,11150.0,13490.0,11463.0
O75368,-0.0987,2.1909,0.7098,152880.0,180970.0,216950.0,205070.0,194300.0,180550.0,163300.0,182010.0,191070.0,191220.0
Q9BWF3;E9PB51;Q9BWF3-4;D6R9K7;J3QRR5;Q9BWF3-3;Q9BWF3-2,-0.1022,2.1908,0.7098,172880.0,195990.0,237620.0,228970.0,201120.0,188580.0,183700.0,194990.0,205200.0,215580.0
Q9UKJ3-2;Q9UKJ3;K7EKU0;Q7Z570;A4D1E1,-0.0938,2.1799,0.704,174400.0,192130.0,229830.0,219730.0,194500.0,188850.0,175400.0,192320.0,208380.0,206830.0
Q13428-3;Q13428-8,-0.4635,2.1824,0.704,8928.9,12057.0,13655.0,13718.0,11026.0,4985.4,6476.2,9608.2,9758.9,13661.0
G3XAG1;Q96ME7-2;Q96ME7-3;Q96ME7,0.306,2.1809,0.704,6538.4,7378.4,8109.4,6286.9,7235.2,9593.3,7136.9,9243.1,9695.7,9936.1
Q9H5V9-3;Q9H5V9;Q9H5V9-2,-0.1175,2.1705,0.6963,82861.0,88146.0,108320.0,110910.0,92746.0,90222.0,82763.0,85544.0,100070.0,97746.0
Q5QPJ9;Q5QPK2;H0Y368;O60762,0.3151,2.1621,0.6952,7574.5,7424.4,9404.1,6786.9,7410.6,10949.0,8117.7,10370.0,11140.0,9116.8
O00151,-0.1006,2.1652,0.6952,330620.0,378480.0,452030.0,455080.0,386110.0,358690.0,354830.0,379350.0,412760.0,405180.0
Q13561;Q13561-3;Q13561-2;F8W1I6;H0YI98;F8VW18;F8VRV7;F8VX93;H0YHL1;F8W0U6,-0.106,2.1599,0.6952,227930.0,259090.0,336220.0,338530.0,286920.0,248500.0,249220.0,277100.0,304360.0,294780.0
P46779;H0YKD8;P46779-2;P46779-3;H0YMF4;P46779-4;P46779-5;H0YLP6,0.2554,2.1674,0.6952,71090.0,86672.0,100720.0,68671.0,65011.0,106200.0,78352.0,95595.0,99106.0,103730.0
P82979;H0YHG0;F8VZQ9;F8VS12,-0.1323,2.1616,0.6952,138910.0,148770.0,184730.0,194570.0,159860.0,147330.0,145380.0,149340.0,154820.0,173570.0
B4DUA7;Q9NX70;M0R3F3;Q9NX70-2;M0R0U2,-0.1153,2.1595,0.6952,94335.0,104850.0,136800.0,136180.0,115870.0,106240.0,99505.0,103300.0,122930.0,122950.0
X6R5Z6;Q5JTJ3-3;Q5JTJ3;Q5JTJ3-2,-0.2296,2.1567,0.6939,36111.0,34207.0,41233.0,42359.0,41911.0,31280.0,32689.0,38250.0,34598.0,34667.0
Q96IZ0;H0YI16;H0YHP5;A0A0B4J260;F8W1M8,-0.12,2.1529,0.6918,154960.0,174360.0,205090.0,201340.0,180700.0,164780.0,159720.0,174590.0,171530.0,193030.0
C9JP00;A0A0A0MQX8;Q9NR56-7;Q9NR56-6;Q9NR56-2;Q9NR56-5;Q9NR56;Q9NR56-3;Q9NR56-4;H7C4T5;Q86VM6;C9J4T8;C9JCX1;H7C4Y1;B1AKI6;Q9NUK0-4;Q9NUK0-3;Q9NUK0-2;Q9NUK0,-0.1235,2.149,0.6912,76073.0,83557.0,103750.0,95406.0,82402.0,78649.0,74062.0,82812.0,87994.0,91878.0
Q9Y2A7;Q9Y2A7-2,0.0935,2.1502,0.6912,234410.0,247350.0,341680.0,317830.0,278920.0,306630.0,263640.0,298470.0,354270.0,328450.0
Q6P3X3;F8WCH1;H7C3A3;C9JVS4,0.1237,2.1455,0.6903,86246.0,87590.0,123920.0,113220.0,99212.0,112430.0,97266.0,114680.0,131730.0,112910.0
P51397;B4DQ75,-0.1456,2.1438,0.6903,96443.0,111910.0,131860.0,133780.0,117840.0,92714.0,92338.0,115470.0,125800.0,123870.0
Q9UJU6-2;B4DDD6;Q9UJU6-6;Q9UJU6-4,-0.0984,2.1418,0.6903,254160.0,299830.0,366850.0,353700.0,310740.0,284460.0,281320.0,303420.0,320140.0,323200.0
Q2NL82;I3L1Q5;I3L4T0,0.1092,2.1422,0.6903,126880.0,133320.0,171240.0,157150.0,136960.0,156440.0,135450.0,165110.0,181400.0,165680.0
Q86X95;Q86X95-2;H3BLY3,-0.2501,2.136,0.6861,32787.0,38459.0,41621.0,43437.0,35361.0,26472.0,28619.0,34304.0,33914.0,42727.0
Q8IY81,0.2254,2.1309,0.6825,62231.0,67295.0,78592.0,56731.0,63062.0,84321.0,62837.0,81293.0,88885.0,80358.0
O94925;H7BZD1;B7Z509;C9JIJ6;O94925-2;H7C201,0.0998,2.1213,0.6774,161130.0,176020.0,225100.0,197800.0,185520.0,211410.0,174170.0,210590.0,232020.0,212470.0
O60637-3;O60637;H0YKJ9;O60637-2,0.3032,2.1211,0.6774,10144.0,11556.0,12448.0,8943.2,9984.3,13572.0,10441.0,13667.0,15084.0,15472.0
