Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1,V_log2.i._TMT_2,V_log2.i._TMT_3,V_log2.i._TMT_4,V_log2.i._TMT_5,D_log2.i._TMT_6,D_log2.i._TMT_7,D_log2.i._TMT_8,D_log2.i._TMT_9,D_log2.i._TMT_10,D_log2.i._TMT_11
A2A9I0,-0.033,0.2011,0.0001,1410822.546103543,1244680.129832942,1437323.3802292098,1369252.6149590241,1185123.8745529952,1357114.045052195,1360597.6656313553,1267421.1116415602,1348147.3509654314,1235569.6962575677,1230540.1356117122
Q3U0V1,-0.017,0.154,0.0001,68822014.06499308,70684325.94453284,70488740.92468794,69992030.32784788,68523911.16722904,66762294.9533072,74473322.61424555,68299233.68219319,68523911.16722904,64952058.240754694,70488740.92468794
Q3TLS3,-0.0247,0.1879,0.0001,5450213.673898887,4846127.8459931435,4849953.239264401,5054313.623318093,4908879.257345497,4965719.634990959,5470325.689954535,4905030.013508226,4951080.801083261,4566028.127657382,4772964.666472952
Q8BZA9,-0.0214,0.173,0.0001,3857276.089106571,4174790.169465739,3907436.9716349253,4197690.380348595,4315066.124849133,4161386.031176948,3857276.089106571,4161386.031176948,3981583.847567848,3920017.7185608386,4109158.4403726286
F8WHU5,-0.0283,0.176,0.0001,659582.2441155595,707523.9693717618,644554.9872951533,661928.1311190925,748782.9646596574,677644.1771533596,629301.6851980408,695168.0342501155,654191.4352667949,663365.5236678281,708957.1265854354
Q6ZPE2,0.0403,0.2066,0.0001,696780.7178075658,896789.6120017036,853699.3156926957,755958.7257549042,845518.7591819601,855816.4454098147,738769.9867651026,865777.271794508,749598.212635858,935998.3107964525,851868.6660673086
Q9CY52,-0.028,0.1584,0.0001,568178.0374091975,542307.093496098,554393.5015566663,578469.5615150792,574501.3129509591,583320.3361911251,478772.20925453363,578469.5615150792,586577.3130536661,561108.435807331,529221.4732454265
F8VQF9,-0.0529,0.271,0.0001,1601191.010482773,1372693.6249804844,1828973.8487277278,1474678.4311191698,1298637.8173363463,1537345.0405190128,1647567.8818055955,1387781.9529815826,1467574.1390939972,1358395.8811536508,1367979.567854448
F6XC25,-0.0231,0.1651,0.0001,2525002.806458125,2845628.80217368,2491716.526038083,2589023.624304163,2617940.798524165,2604155.955058229,2456763.938263902,2604155.955058229,2596722.9493477577,2501131.2628179872,2678417.7890299517
E9QKD1,-0.0437,0.1748,0.0001,93280.03198981099,100394.80614175019,107268.87405218692,118127.84049126321,110176.53963615854,99655.42174930542,106841.91435117186,99655.42174930542,98212.68275365594,110176.53963615854,101797.68296074691
Q6P6J9,-0.0306,0.179,0.0001,943990.6969630722,884417.1464433472,1002829.1817932706,1008946.8417809441,915195.9264744277,861432.4965637389,1016176.6135066424,913496.3326887108,1025404.1018537811,881835.9384807178,890469.3620968799
Q9JIA1,0.0281,0.2131,0.0001,23120637.426297385,22612018.706863433,20873694.101208217,20786650.06306806,24503598.33033673,22933818.60792137,21910183.67447007,24974559.362015866,23824692.29350322,22468902.08907101,20850519.24354549
Q9D8L5,0.0164,0.1439,0.0001,5396675.647596782,5308300.621879095,5403905.51792983,5535924.358640092,5515383.595901621,5545930.203378857,5561463.830425471,5202208.371502117,5429509.290377799,5744472.085259481,5490435.381632478
Q6P069,-0.0747,0.3194,0.0001,45198560.66282552,42366731.8599461,42991636.33445096,44586445.73476262,28804919.06752931,38713444.94619471,50121940.126704864,34372565.25998298,37916279.30783296,33633894.51975471,37788737.96554263
P61979,-0.0584,0.2642,0.0001,669134.8295241835,807149.4589391334,965476.506188762,746511.9973763751,879450.5508927567,884417.1464433472,637941.3907373562,807914.6258356727,748782.9646596574,862392.4699384485,746511.9973763751
Q8CEC0,-0.0504,0.214,0.0001,442668.57769821666,385907.70714616776,502584.9965792626,398230.5437376686,410320.38950971357,417773.0629066419,476998.44022405136,397636.5652843366,419057.0963952297,316640.95854081854,452290.6927037699
Q8BH58,0.0235,0.1762,0.0001,3155985.8748953366,3094065.169652362,3177148.254846406,3045017.0168531425,3181447.9924823744,3261419.9174291086,2840988.139202582,3284638.75336565,3152730.5524147027,3329044.4687591693,3231067.975357909
Q8VCE6,-0.0208,0.1832,0.0001,7248001.205945833,6822216.277485918,7143862.580290914,7091727.434716136,7669455.044586655,7263738.036506231,6822216.277485918,7016676.270319965,7123960.306942785,6814041.592039226,7525487.194729334
Q3TYA4,-0.0192,0.1467,0.0001,3269994.316107231,3192102.208105786,3284638.75336565,3274126.2702555587,3108475.3705981327,3148789.8087444324,3314012.6512210807,3381585.59278484,3123774.709671661,3015601.1517281514,3123774.709671661
D3YY41,0.0294,0.1649,0.0001,337443.37086233444,336214.41225855,354583.2973122552,338005.1177718596,337028.23426004493,332428.37919309014,369750.6546837753,318446.4037444445,365533.92334006523,338005.1177718596,362585.28340820473
G3UZW8,-0.0367,0.1838,0.0001,376855.5183854206,414016.0466171514,347281.4513974316,391569.5326591217,373556.6105479909,351998.1239128974,413082.4553673453,347281.4513974316,365847.1509149296,333141.6439567468,416498.1153995395
Q8BGA3,-0.0207,0.1475,0.0001,2503901.2866210127,2403491.344994188,2390434.487964386,2437926.0615204093,2612438.6727520446,2539828.554953679,2421319.376648731,2548603.3678787146,2368075.1292214934,2424741.022931957,2307961.5393992215
P70372,0.02,0.1287,0.0001,991393.061887842,954615.3502908571,986235.9189704505,921672.4895840635,895715.4174377264,941397.5458803442,929774.7026013366,968764.0802767061,979125.2498306806,961679.9602796091,1001111.079166504
Q8K2Y9,0.0298,0.1697,0.0001,764736.5333881566,686504.5558858454,855816.4454098147,749598.212635858,694284.2196046662,704353.0872693432,816200.1706714223,753977.9054487589,763539.0301590967,756725.816060949,801929.8068415992
Q6ZWY9,0.0257,0.2044,0.0001,26925624.574065868,27682902.35248012,27412658.49817025,24740267.222800262,24335646.83351143,24137685.393536907,28553805.50711879,26287208.237771183,26128702.727354247,27312416.05181761,27802722.664067756
Q922V4,-0.0185,0.1334,0.0001,2499248.6367110126,2515747.262704686,2507798.682349622,2609229.269768104,2642224.970467471,2697888.575993297,2478321.856748504,2451422.961962796,2460274.126918502,2568100.3356899447,2481539.987224361
Q8CHX7,0.0274,0.1905,0.0001,10662673.210637154,11755932.759157948,9212941.967347898,9891583.08341098,11341464.695498506,11564122.634223167,10525484.574223159,10990298.993715603,11076807.625812212,10345568.553591684,10176356.463713506
I1E4X8,-0.0397,0.1906,0.0001,448716.85153553664,420581.94284152205,441918.8360505467,393157.2497268031,379848.94851705077,392784.95787705295,417773.0629066419,437508.1775666954,442668.57769821666,325972.113897503,417773.0629066419
Q61425,0.0293,0.224,0.0001,11607561.986474495,12069366.750475798,11890472.049380258,10542065.311044632,10951345.687437452,10500449.579446958,10849859.032124769,11755932.759157948,11799262.613282006,12376673.244871495,12629899.85498989
Q8BHL5,0.0549,0.2536,0.0001,354227.60110547085,412617.82989597827,389842.6857200681,423072.14373860956,443298.35848288104,391569.5326591217,339165.129982478,419983.9787413927,412312.64572257,468057.0492505124,491785.63987988804
Q8BU04,-0.0265,0.1682,0.0001,1372693.6249804844,1296570.594231253,1302612.2896799298,1353196.8886615355,1505045.272392009,1397913.5629899385,1274284.39200922,1325638.5064959754,1279522.1875303714,1407534.8914728463,1363962.6848189945
Q8VEH8,-0.0267,0.1976,0.0001,3669525.1320564705,3757636.68459204,3582939.429674802,3757636.68459204,4210725.769187943,3920017.7185608386,3457625.946461677,3853918.521178355,3715730.560187744,3853918.521178355,3560338.8668421227
A0A0A6YWH2,-0.0291,0.1858,0.0001,1105244.3099477948,1130122.8653488322,1142181.4054621726,1148247.1476319926,968764.0802767061,1133900.6619427863,1070703.6198830812,1061844.596210633,1058559.181803604,1032928.5798107448,1107133.831224499
A2AEW8,-0.0152,0.1441,0.0001,58269272.06250169,57985496.15164644,59387531.52486988,61637075.870375834,58950429.802342765,58269272.06250169,61259123.387796275,56287379.24322439,58805779.62387642,57864372.37090003,59387531.52486988
F8WJD4,-0.0268,0.1565,0.0001,577550.5428488131,587765.5263989987,560610.2818701313,612558.0518401143,616912.1292613042,623034.896375775,543655.6408579164,613501.6952096677,532613.8642412665,589148.3507175321,580432.1186826747
Q68FE6,0.0317,0.1621,0.0001,254053.9347279328,258090.14409504575,260956.96188302114,270254.39037909167,255386.7261567263,262326.0341070366,256800.89280271903,272130.5935819849,264397.3075357545,241918.90472256797,296291.35286365874
Q9R059,-0.0445,0.1871,0.0001,216772.8559595104,194094.18599781927,176035.64600418188,211968.9207855875,216772.8559595104,216772.8559595104,167569.0349467455,210364.11024524504,188007.58424787133,185034.13437498393,214460.80205821214
P47877,0.023,0.1488,0.0001,722920.866634886,699467.0485497068,727552.8581062923,738155.434144045,745324.0531547099,747480.5434044104,797266.6228900877,709290.1972676596,748107.7433026712,701138.7454252336,728145.7649178634
E9QKK4,0.0266,0.1674,0.0001,1119976.5001033824,1069921.7357483949,1202136.584928019,1064706.760960829,1118792.7476778722,1196328.9419707255,1096744.993280964,1109960.7908039072,1230540.1356117122,1053173.1694600615,1130122.8653488322
Q8C015,-0.0223,0.1587,0.0001,2961598.823247018,3188124.869631623,3102474.002862621,3068773.519694839,2981371.6464505526,2865817.566366871,3311169.088297232,2961598.823247018,3021239.7637540083,2817473.3613644214,3111606.620562216
Q9DCS3,0.0245,0.2043,0.0001,6635103.48196263,6930835.574603889,6758415.562996213,6622194.3624701835,7009946.562049132,6793700.244788029,6185104.963486252,7045172.888989994,6832361.684752857,7373441.37655578,7230481.007276521
Q3UI33,-0.0159,0.1548,0.0001,12069366.750475798,11989189.765920702,12069366.750475798,12719372.873097606,12801942.611374207,12364960.391571222,12020573.45523526,12166915.56055533,12144489.044765037,11989189.765920702,12506558.563810164
Q6PI17,-0.0278,0.1881,0.0001,2104060.2343509197,2305236.481431037,2097122.2852306957,2040869.9022141322,2392288.750698956,2257448.1926903864,2021151.3429668806,2157565.487794189,2097122.2852306957,2186025.3700704,2161556.584731445
E9Q9C5,-0.0409,0.225,0.0001,2570849.4928434202,2276631.136672608,2819682.2432311224,2295013.6080794656,2669512.545023052,2431027.829691831,2629415.6666072407,2760386.3455554144,2513264.6490816763,2075741.5268991506,2328125.029425239
Q8BGD9,-0.0162,0.109,0.0001,102257975.36345978,99648262.81905985,110592308.78910103,106640958.66704553,95087147.42079051,98161677.6236365,116863289.17068319,97241840.95817132,104549722.73461255,92469380.12385799,101131560.88437572
P63325,-0.0123,0.0776,0.0001,1191700.316916027,1232204.0964219973,1122099.4654850732,1232640.1248255721,1186266.8594458087,1186874.788331074,1171194.4020109763,1195368.858083879,1122099.4654850732,1209136.3263202799,1215602.4767846887
Q9QUN9,0.0139,0.0975,0.0001,5113909.319722246,4951080.801083261,4467762.214877247,4901402.858016993,5261730.205190761,5249552.519173581,5054313.623318093,5065418.539909722,4811735.768980491,5183755.164808834,4566028.127657382
P35979,-0.0056,0.0346,0.0001,9619918.928874267,9840138.119171537,9342949.307401113,9457248.51716827,11292681.567406029,10616122.22913052,8780189.953020927,10216410.061632937,9457248.51716827,10313562.36200582,9861844.758479683
Q9WTL7,-0.0084,0.037,0.0001,9882006.555643646,10292991.985566264,10860834.568561591,10373225.059638964,6922712.350284827,9744492.542004468,9275428.489038263,9381879.843309224,9700517.93020472,9882006.555643646,9714575.65245246
Q68FL1,0.0075,0.0423,0.0001,1680909.8223779374,1746290.7326282307,1752246.035782949,1706862.2512625596,1834014.6589976058,1788361.9969866553,1579003.0949857507,1641096.763608385,1741613.922551648,1878728.008528523,1893125.7071389817
Q8R242,0.0055,0.028,0.0001,1051323.043406565,1045010.1352060582,917176.077402031,1063826.8411600727,1101535.2383196082,1061844.596210633,1005515.6545329127,1042427.7711081197,969706.7399493791,1163551.3732576428,997091.8446957695
H3BJU7,0.006,0.0396,0.0001,5670235.392598034,6292200.930524866,5959800.500918916,6067856.560284829,5598934.908592685,5340468.950304031,6564452.057522357,5810113.482979031,6034140.469289006,5819092.046701075,6106379.129910621
Q9D1Q6,-0.0017,0.0091,0.0001,24771135.932531044,22763471.77071037,25206434.314909473,23003454.957358737,22681537.811061565,21910183.67447007,28671630.272880822,21445166.376099527,24480707.11336214,21470753.307366747,24015871.674263984
A0A087WQ31,0.0025,0.0193,0.0001,5474677.074452364,5343448.784974677,5670235.392598034,5265433.184574078,5210846.588320299,5265433.184574078,5456984.678938345,5366824.194514021,5450213.673898887,5265433.184574078,5621643.879802261
Q9EPQ8,0.0074,0.0392,0.0001,2414706.2576029715,2190499.6625453504,2590631.093847249,2428574.5968026714,2225699.7450260874,2310167.389431642,2653690.643326603,2356403.973886675,2476349.603980585,2073619.7108284717,2428574.5968026714
Q9ER73,-0.0036,0.0259,0.0001,3045017.0168531425,3097347.9728109846,2979372.7660621917,2999771.9010079997,3137934.156670955,3060666.3204938597,2994658.5543804206,3021239.7637540083,3034980.8882182245,3063232.3676614286,3097347.9728109846
Q9D937,0.0032,0.0142,0.0001,359599.91641420306,367276.7905489921,314387.22197852517,325972.113897503,403220.0654607611,376419.5787601841,332792.70808202255,380793.2356722415,335787.0789475197,354937.4881581183,349186.43739781604
Q3UUI3,-0.0098,0.054,0.0001,19197091.324411586,19309705.239508625,16518046.842165714,17864123.44519484,21640336.573946774,20414198.101662792,16628738.09019576,19910435.092146568,18933594.53164931,19525351.109928373,17282043.471168123
Q8VBV7,-0.015,0.0505,0.0001,5197013.180004194,5095646.925011299,5650051.798873364,4981576.287636285,3052062.8699225313,4790860.591572981,5183755.164808834,4285414.1361553995,4876560.986308532,4388441.972164406,4970038.508194878
Q9CXE2,0.0039,0.0264,0.0001,3128468.773358209,3108475.3705981327,3359349.8795983233,3269994.316107231,3311169.088297232,3419027.4328131173,3400121.103399336,3115185.1006759023,3198087.2119197845,3134453.9560817345,3203802.0300955223
P50428,-0.0046,0.0314,0.0001,8753641.468606867,7956484.270293598,9124876.980015965,8606736.899935659,8501429.719247676,8281437.57264103,9108739.073957589,8651098.664356554,8834996.320965592,7556084.897982221,8953045.584719358
Q9QZF2,0.0052,0.0341,0.0001,3491373.302385776,3287922.958438686,3601537.507146413,3350746.813498177,3345523.9381061136,3393144.8833724037,3708470.4701468735,3269994.316107231,3617457.691396981,3242069.669342609,3342292.4805425294
A0A087WNW3,-0.0032,0.0275,0.0001,38403895.09102685,39381224.723710634,39089394.25473344,40149639.76599439,40511570.30710402,39706735.422861,39341687.548340484,38713444.94619471,38876697.01567428,41388600.60304409,38566307.47175262
F6VQZ6,-0.0117,0.0534,0.0001,456156.85992679757,395015.4557021432,499246.336826432,440145.63944130886,394171.0258921899,418324.851669196,486034.82300857286,427922.4645745487,419983.9787413927,411704.16761644883,437508.1775666954
A0A087WRM2,0.0052,0.0253,0.0001,338005.1177718596,360800.6757028271,316908.6850661664,327691.9414183392,332428.37919309014,321353.5558455025,333913.73220968473,370693.73408438993,328505.8654374483,336750.8845592973,328053.24392971216
E9PV45,-0.0081,0.039,0.0001,446401.13924081536,384328.97043252445,373556.6105479909,377278.4407211643,399448.6181811449,415325.96131789533,374504.90873275057,406423.39330480073,375957.15436772874,415117.477342431,377278.4407211643
Q5U458,-0.0039,0.0295,0.0001,17620165.90285683,16628738.09019576,16661187.182674162,16129952.80738414,16180070.738532068,16220681.59959487,17530342.985633373,16848622.97630056,17587710.671550673,15710031.731817588,15738867.720129559
Q7TSS2,0.0075,0.0423,0.0001,1122892.8743980797,1133900.6619427863,1081739.7972243412,1131184.5727318095,1125460.508634858,991954.2157999416,1149378.1798952394,1165516.621423218,1167556.5782169485,1205371.6109284093,1072141.405363166
Q9R049,0.0054,0.0236,0.0001,223488.31244686694,211968.9207855875,206338.34279757304,204852.280223269,211333.63740783843,219521.55084459836,200362.9245800802,209403.67766129322,217688.22370397983,224992.18121170413,202828.15185937207
O08800,0.0023,0.0121,0.0001,2661822.606632037,2713895.606937163,2385860.8538747523,2440944.250652687,3021239.7637540083,2845628.80217368,2424741.022931957,2736065.820825679,2587965.8237592676,2667267.1998529285,2636193.3074854426
Q8BLY3,0.0021,0.0074,0.0001,259335.87140127266,322002.10500071984,248848.13289777836,325158.332781762,332792.70808202255,317379.4915366832,321353.5558455025,288790.6519778446,255386.7261567263,309008.80960727157,296958.12581288296
P57780,-0.0103,0.0487,0.0001,784571.1850589081,783063.4523312283,881835.9384807178,766344.950514572,667749.15680536,764208.8127056032,858898.6678887926,702555.4726506661,799933.8628883492,728986.733899642,774685.3593660338
