Accession,T37.0,T44.0,T47.6,T50.5,T53.4,T56.5,T59.1,T62.2,T65.6,RSD
ITFG1,0.9999,1.1526,1.217,1.4221,1.3072,1.0456,0.667,0.6594,0.6756,0.0
ITFG3,0.9999,0.9905,0.9418,0.8941,0.8225,0.7308,0.7646,0.5456,0.3015,0.0
ITGA3,0.9999,1.0716,1.0632,0.9417,0.8863,0.7636,0.7969,0.5932,0.3114,0.0
ITGA4,0.9999,1.0198,1.0188,0.87,0.7139,0.4481,0.3966,0.292,0.1766,0.0
ITGA5,0.9999,0.9878,0.9576,0.9008,0.89,0.7295,0.7538,0.5528,0.3374,0.0
ITGA6,0.9999,1.0132,0.9728,0.8545,0.7375,0.5542,0.5357,0.3907,0.2388,0.0
ITGAL,0.9999,1.0561,1.0016,0.8564,0.8181,0.6497,0.5815,0.432,0.24,0.0
ITGAM,0.9999,1.1155,1.0293,1.0004,0.9274,0.7564,0.7345,0.628,0.4346,0.0
ITGAV,0.9999,0.9834,0.8981,0.7346,0.6737,0.5296,0.4582,0.369,0.2359,0.0
ITGAX,0.9999,1.0187,1.0291,0.7808,0.7534,0.5633,0.5274,0.4078,0.2359,0.0
ITGB1,0.9999,0.9722,0.9947,0.9254,0.9395,0.7883,0.9245,0.7228,0.5178,0.0
ITGB2,0.9999,0.9749,1.0247,0.9262,0.8848,0.7536,0.8085,0.6623,0.5261,0.0
ITIH2,0.9999,1.3945,1.3303,0.9578,0.6908,0.6667,0.7443,0.9356,0.7531,0.0
ITM2B,0.9999,0.9911,1.0093,0.7264,0.5933,0.507,0.4724,0.2698,0.1309,0.0
JAG1,0.9999,0.9,0.8728,0.7396,0.636,0.4394,0.4355,0.2983,0.3276,0.0
JTB,0.9999,1.1673,1.2269,1.0777,1.0553,0.8716,1.2761,1.5186,2.685,0.0
KCNAB2,0.9999,1.1089,0.9742,0.5169,0.5887,0.5544,0.5694,0.4547,0.3644,0.0
KIAA1797,0.9999,1.3915,1.2073,0.9957,0.4602,0.1429,0.0409,0.0895,0.0385,0.0
KTN1,0.9999,0.9485,0.6972,0.3435,0.1864,0.0816,0.0559,0.1235,0.091,0.0
LAMP1,0.9999,1.5938,1.7374,1.7924,1.6954,1.4955,1.4757,1.2352,1.175,0.0
LAMP2,0.9999,1.7074,1.8597,1.4689,1.3705,1.3032,1.2141,1.584,1.5069,0.0
LAT2,0.9999,1.0305,1.1016,0.8969,0.5818,0.804,0.6168,0.8116,0.6357,0.0
LCP1,0.9999,1.2207,1.2102,0.8855,0.6983,0.5426,0.2674,0.2024,0.1678,0.0
LDLR,0.9999,0.9765,1.1019,0.8655,0.8397,0.6251,0.5284,0.6184,0.5492,0.0
LGALS1,0.9999,1.1958,1.1382,1.1514,1.1131,1.125,0.7792,0.3457,0.2337,0.0
LMAN2,0.9999,1.0458,1.0342,0.7872,0.4975,0.2611,0.1864,0.1749,0.12,0.0
LNPEP,0.9999,1.1259,1.3545,1.3641,1.2598,1.0348,1.1646,1.3391,1.7202,0.0
LRPAP1,0.9999,1.1125,1.0742,1.0183,0.8811,0.6985,0.6728,0.7414,0.6449,0.0
LRRC4B,0.9999,0.8401,0.7913,0.6956,0.5571,0.4208,0.3058,0.1311,0.0959,0.0
LRRC8D,0.9999,1.1214,0.9665,0.794,0.5146,0.2138,0.0885,0.1237,0.0466,0.0
LTBR,0.9999,0.9482,0.9867,0.7918,0.7701,0.5505,0.5912,0.4951,0.4528,0.0
LYN,0.9999,1.1269,0.9568,0.4781,0.2717,0.3074,0.2331,0.2968,0.3137,0.0
M11S1,0.9999,1.0784,1.3034,0.721,0.6182,0.331,0.3492,0.3154,0.2869,0.0
M6PR,0.9999,1.4371,1.6316,1.6933,1.7138,1.5821,1.7882,2.9517,5.0094,0.0
MACF1,0.9999,1.3239,1.0101,0.3449,0.2654,0.1452,0.1536,0.134,0.0713,0.0
MAGT1,0.9999,1.0482,0.9086,0.714,0.4049,0.2445,0.1776,0.1122,0.0842,0.0
MAP4,0.9999,1.0258,1.1242,0.7534,0.6457,0.6452,0.6126,0.6231,0.3944,0.0
MARCKS,0.9999,1.0974,1.1513,0.9289,1.112,1.2206,2.925,2.8714,4.0511,0.0
MDH2,0.9999,1.1211,1.18,1.1388,1.0248,0.825,0.5355,0.27,0.0338,0.0
MERTK,0.9999,0.92,0.728,0.3156,0.194,0.131,0.172,0.1645,0.1651,0.0
MESDC2,0.9999,1.2317,1.2182,1.1657,0.921,0.8664,0.7583,0.6564,0.4757,0.0
MFGE8,0.9999,1.0467,1.149,0.988,0.9761,0.7755,0.7694,0.6385,0.3895,0.0
MFI2,0.9999,0.9693,1.0017,0.8782,0.8068,0.5987,0.5166,0.4782,0.3085,0.0
MGLL,0.9999,1.1932,1.1416,0.8472,0.5798,0.3451,0.2449,0.2413,0.1898,0.0
MIF,0.9999,1.1531,1.1192,0.6342,0.69,0.623,0.534,0.8013,1.2594,0.0
MPDU1,0.9999,1.2793,0.8872,0.7411,0.8752,0.8091,0.8213,0.6818,0.5236,0.0
MPP1,0.9999,1.109,0.5613,0.1926,0.1467,0.0822,0.0612,0.0588,0.0565,0.0
MPZL1,0.9999,1.0313,1.0046,0.8986,0.8891,0.7511,0.7729,0.6585,0.4783,0.0
MRC2,0.9999,0.7978,0.9576,0.8544,0.7342,0.4725,0.3631,0.2996,0.1895,0.0
MSH6,0.9999,1.1272,0.4379,0.1768,0.1405,0.0857,0.0675,0.121,0.1078,0.0
MSN,0.9999,1.1168,1.0479,0.5245,0.1449,0.1053,0.0947,0.0987,0.106,0.0
MYH9,0.9999,1.1482,0.9157,0.7146,0.3506,0.1015,0.0795,0.0939,0.09,0.0
MYO1G,0.9999,1.0327,0.9048,0.3284,0.1798,0.2264,0.1634,0.0886,0.1117,0.0
NAPA,0.9999,1.1857,1.2508,0.9324,0.4632,0.3127,0.1987,0.2066,0.0734,0.0
NCAM1,0.9999,1.0613,1.0105,0.8344,0.7696,0.6013,0.4878,0.4474,0.2576,0.0
NCKAP1L,0.9999,1.0566,0.905,0.8636,0.6313,0.5608,0.3766,0.1789,0.1412,0.0
NCSTN,0.9999,1.0161,0.986,0.9418,0.8576,0.7306,0.7494,0.5465,0.6737,0.0
NDRG1,0.9999,0.9451,0.9694,1.242,1.0977,0.9037,0.6546,0.3379,0.3131,0.0
NENF,0.9999,0.9648,0.8901,0.8917,0.8088,0.6306,0.745,0.6311,0.3843,0.0
NEO1,0.9999,1.0209,0.9518,0.7468,0.6911,0.4968,0.4393,0.2777,0.1573,0.0
NLN,0.9999,1.1145,1.1614,1.0246,0.7654,0.5006,0.3434,0.1267,0.0379,0.0
NOTCH2,0.9999,0.8234,0.5646,0.358,0.2724,0.2195,0.2775,0.2641,0.2258,0.0
NOV,0.9999,1.0493,1.0495,0.8691,0.8002,0.6632,0.6529,0.6197,1.012,0.0
NPC1,0.9999,1.4395,1.5261,1.2927,0.9627,0.5622,0.3908,0.3416,0.3,0.0
NPC2,0.9999,1.0433,1.0072,1.0658,1.0905,0.8568,1.3618,1.5135,3.4423,0.0
NPTN,0.9999,1.0307,1.0118,0.9461,0.8709,0.6967,0.392,0.3507,0.4727,0.0
NRAS,0.9999,1.1212,1.156,1.0649,1.1572,1.4024,1.128,1.248,0.8065,0.0
NRP1,0.9999,1.0258,0.9884,0.7613,0.712,0.5585,0.4817,0.3862,0.2269,0.0
NRP2,0.9999,0.7341,1.1927,0.786,0.8334,0.4048,0.4466,0.3617,0.3284,0.0
NSF,0.9999,1.2866,1.0338,0.3432,0.1707,0.1054,0.08,0.0745,0.0705,0.0
NUCB2,0.9999,1.0445,1.1138,1.0745,0.9145,0.7908,0.8901,1.191,1.2887,0.0
ORAI1,0.9999,0.9114,0.9841,0.9213,0.7079,0.6698,0.5911,0.6574,0.3203,0.0
P2RX4,0.9999,1.4446,1.4168,1.3483,1.1594,1.1732,1.2437,1.8408,3.4268,0.0
P4HB,0.9999,1.0976,1.0995,1.0948,0.9116,0.9861,1.0183,0.8314,0.4845,0.0
PAK2,0.9999,1.6126,2.1637,1.8276,1.7253,1.1126,0.3103,0.0974,0.1602,0.0
PANX1,0.9999,1.067,1.0566,0.8392,0.691,0.6414,0.5639,0.6082,0.3392,0.0
PC,0.9999,1.006,0.9254,0.4493,0.056,0.0376,0.0335,0.0488,0.0429,0.0
PCYOX1,0.9999,1.1426,1.1528,1.0724,0.868,0.6585,0.4672,0.2151,0.0952,0.0
PCYOX1L,0.9999,1.0977,1.1631,1.0581,0.9242,0.6005,0.4324,0.19,0.0648,0.0
PDIA3,0.9999,1.1224,1.1078,1.0392,0.5805,0.569,0.4786,0.3064,0.1733,0.0
PDIA4,0.9999,1.0598,0.983,0.8403,0.6063,0.6823,0.6055,0.4208,0.2503,0.0
PDIA6,0.9999,1.1399,1.1809,1.1047,0.9211,0.985,0.8679,0.5252,0.2132,0.0
PDS5A,0.9999,1.0142,0.7786,0.1435,0.113,0.0569,0.0741,0.2146,0.2106,0.0
PHB,0.9999,1.2122,1.1562,0.8599,0.7994,1.1254,0.5543,0.6307,0.7047,0.0
PHB2,0.9999,1.2144,1.0518,0.7554,0.7141,0.7042,0.4556,0.4083,0.4092,0.0
PKM2,0.9999,1.3375,1.4881,1.1844,0.9609,1.0934,0.9497,0.1474,0.1203,0.0
PLAU,0.9999,1.0087,0.9946,0.7642,0.6904,0.4906,0.4982,0.4117,0.3337,0.0
PLAUR,0.9999,1.034,1.0972,0.9656,0.931,0.7056,0.8897,0.867,0.8081,0.0
PLP2,0.9999,1.1063,1.0153,1.1338,0.975,0.8028,1.3442,1.6207,1.5307,0.0
PLXNA1,0.9999,1.1047,1.0038,0.775,0.4282,0.1705,0.1113,0.0855,0.0691,0.0
PLXNC1,0.9999,1.0238,0.9993,0.8014,0.4398,0.1699,0.1839,0.2151,0.1606,0.0
PNN,0.9999,1.1684,1.0458,1.0234,0.735,0.6052,0.4569,0.3452,0.3803,0.0
PODXL,0.9999,0.8023,0.8975,0.8568,0.6721,0.6691,0.695,0.4911,0.3808,0.0
PODXL2,0.9999,0.8978,0.9327,0.7642,0.8793,0.6246,0.5905,0.3839,0.415,0.0
PON2,0.9999,1.1513,1.0968,0.7781,0.5177,0.4256,0.3592,0.2245,0.0995,0.0
PPP2CA,0.9999,1.2589,1.4989,1.0082,0.8545,0.6217,0.6762,0.6296,0.3812,0.0
PRCP,0.9999,1.7534,1.7523,1.3317,1.2278,1.0275,1.0008,1.3016,2.0798,0.0
PRNP,0.9999,0.9679,1.0449,1.0741,1.2331,1.0238,1.0728,0.921,1.0857,0.0
PROCR,0.9999,0.9878,0.9742,0.8237,0.7883,0.6479,0.5484,0.4677,0.2787,0.0
PRPS2,0.9999,1.4249,1.3046,1.3161,1.1595,0.8975,0.5454,0.1929,0.1291,0.0
PSMA4,0.9999,1.1603,0.8732,0.5766,0.849,0.5942,1.2045,0.9204,0.957,0.0
PTPRA,0.9999,1.0828,0.9798,0.4722,0.0729,0.04,0.0344,0.0629,0.0506,0.0
PTPRC,0.9999,1.0161,0.9752,0.8979,0.7002,0.2519,0.0692,0.0628,0.0604,0.0
PTPRG,0.9999,0.9308,0.9625,0.4605,0.4198,0.2697,0.3035,0.2291,0.1599,0.0
PTPRJ,0.9999,1.0004,0.7965,0.3325,0.1823,0.1197,0.11,0.1509,0.184,0.0
PVR,0.9999,0.9732,0.9484,0.9181,0.8787,0.7436,0.7831,0.636,0.564,0.0
PVRL1,0.9999,1.0106,0.9527,0.849,0.8007,0.6857,0.6738,0.5561,0.402,0.0
PVRL2,0.9999,1.0376,1.0367,0.9616,0.9805,0.7491,0.6137,0.4434,0.2928,0.0
PYGL,0.9999,1.3264,1.2524,1.0273,0.8311,0.86,0.7743,0.1976,0.0727,0.0
PZP,0.9999,1.2068,1.3925,0.3606,0.283,0.2741,0.1867,0.2296,0.0406,0.0
Q9UDG2_HUMAN,0.9999,1.4542,1.1408,1.4167,0.956,0.8733,0.768,0.3804,0.1734,0.0
QSOX2,0.9999,1.1044,1.1297,0.8584,0.6139,0.3269,0.1906,0.1937,0.176,0.0
RAB14,0.9999,1.1064,1.0899,0.972,0.7535,0.7408,0.887,1.4518,2.2376,0.0
RAB27A,0.9999,1.1718,1.1618,0.9239,0.7689,0.7238,0.738,0.3182,0.1745,0.0
RAB33A,0.9999,1.2667,1.0562,0.8213,0.7687,0.6752,0.9108,0.7918,0.3532,0.0
RAB35,0.9999,1.1128,1.1034,0.679,0.6792,0.747,0.9909,1.5528,0.3275,0.0
RAB5A,0.9999,1.134,1.2585,0.8012,0.697,0.6864,0.8186,1.2889,0.376,0.0
RAB5B,0.9999,1.2682,1.0792,0.9725,0.7475,0.7127,0.952,1.0331,0.9634,0.0
RAB5C,0.9999,1.1294,1.0422,0.911,0.7425,0.6651,0.843,0.9888,0.8949,0.0
RAB6A,0.9999,0.9502,1.1045,0.7128,0.4825,0.4082,0.4746,1.0714,1.3366,0.0
RAB8A,0.9999,0.9441,0.8653,0.7267,0.5095,0.5212,0.5877,0.7463,0.485,0.0
RAB8B,0.9999,1.5194,1.5002,1.2687,1.1506,1.0181,1.3476,1.9595,1.998,0.0
RAC1,0.9999,1.1777,1.2392,0.9789,0.9844,1.6049,2.6109,1.6048,0.6871,0.0
RAC2,0.9999,1.0993,1.1697,0.8881,0.7326,0.3345,0.1617,0.1621,0.0697,0.0
RAET1G,0.9999,1.0133,1.0281,0.9798,0.9678,0.7058,0.6068,0.4013,0.2777,0.0
RALB,0.9999,0.9775,0.8238,0.6478,0.5617,0.4594,0.5268,0.3915,0.3728,0.0
RALGPS2,0.9999,1.1953,1.4014,1.3337,1.4581,1.0432,1.4104,0.8169,0.4317,0.0
RAP1A,0.9999,1.1717,1.1167,0.7709,0.5948,0.5787,1.0536,1.983,0.6256,0.0
RAP1B,0.9999,1.0432,1.0272,0.8075,0.8,0.8999,1.1001,1.7574,1.1764,0.0
RAP2C,0.9999,1.2544,0.8533,1.0295,1.4039,1.3654,1.5103,1.2685,1.2139,0.0
RCC2,0.9999,1.1476,1.0002,0.6876,0.2999,0.1388,0.1365,0.1088,0.0906,0.0
RECK,0.9999,1.0446,1.0124,0.9079,0.8789,0.7547,0.7966,0.4769,0.2434,0.0
RELL1,0.9999,1.1184,1.038,0.9738,0.7255,1.0357,1.1521,0.9388,0.3303,0.0
RER1,0.9999,1.139,1.0535,0.9639,0.7432,0.6814,0.5892,0.6083,0.5646,0.0
RHBDF2,0.9999,0.9974,0.8987,0.7515,0.5319,0.3958,0.3525,0.2062,0.1143,0.0
RHOA,0.9999,1.2352,1.1429,0.9655,0.9906,1.1182,1.2424,2.4914,1.6877,0.0
RHOG,0.9999,1.1715,1.1865,1.0195,0.8459,1.0034,1.2196,0.5988,0.1501,0.0
RHOT2,0.9999,1.102,1.1361,0.5828,0.3186,0.1142,0.109,0.1017,0.0681,0.0
RNASET2,0.9999,1.2456,1.0183,0.9384,0.942,0.7031,0.7458,0.4287,0.2564,0.0
RNF149,0.9999,1.0658,0.9503,0.6156,0.5446,0.3301,0.279,0.2338,0.2433,0.0
RNPEP,0.9999,1.4083,1.0803,0.1492,0.1295,0.1123,0.0533,0.0457,0.0214,0.0
ROCK1,0.9999,1.0953,0.9072,0.2819,0.2527,0.136,0.1499,0.1146,0.079,0.0
RP2,0.9999,1.1032,0.9716,0.8468,0.4722,0.3472,0.2547,0.1883,0.0586,0.0
RPS27A,0.9999,1.0363,0.8628,0.5406,0.4427,0.4477,0.5207,0.5337,0.6674,0.0
RTN4,0.9999,1.1209,1.3191,1.2585,1.1604,0.9664,0.9023,1.1064,1.0047,0.0
RTN4R,0.9999,1.0108,1.0205,0.8291,0.7268,0.6224,0.6293,0.5572,0.3662,0.0
RTN4RL2,0.9999,1.0472,1.0665,0.8582,0.7334,0.6639,0.6181,0.3803,0.2169,0.0
S100A4,0.9999,1.1813,1.1732,1.0171,0.8597,0.6699,0.4665,0.2707,0.2099,0.0
S100A6,0.9999,1.156,1.0804,1.0961,1.0149,0.8448,0.7391,0.3555,0.1689,0.0
SCARB1,0.9999,0.9863,0.9186,0.9726,0.9672,0.7972,0.8485,0.5861,0.585,0.0
SCPEP1,0.9999,1.2213,1.291,1.0143,0.8211,0.7474,0.6471,0.6562,0.4828,0.0
SDK1,0.9999,0.9623,0.8494,0.6034,0.4895,0.3352,0.3171,0.2364,0.1502,0.0
SELPLG,0.9999,1.0167,0.9142,0.992,0.8524,0.7413,0.7371,0.435,0.2518,0.0
SEMA4A,0.9999,1.0451,1.0325,0.9016,0.8275,0.5686,0.5112,0.3318,0.1766,0.0
SEMA4D,0.9999,1.0112,0.9523,0.8375,0.8642,0.7093,0.7008,0.4559,0.1839,0.0
SEPHS1,0.9999,1.3351,1.2135,0.8731,0.6191,0.6637,0.646,1.5065,2.1548,0.0
SERBP1,0.9999,0.9861,0.8964,0.8033,0.8171,1.1606,0.639,0.4413,0.1672,0.0
SERINC1,0.9999,0.5325,0.7654,1.3401,1.1714,1.1656,1.0882,1.3042,2.4988,0.0
SERINC3,0.9999,1.0324,1.1102,0.9691,0.9188,0.772,0.8682,0.8364,1.0006,0.0
SERPINB2,0.9999,1.0343,0.9155,0.7774,0.7192,0.6822,0.3854,0.1783,0.1005,0.0
SEZ6L2,0.9999,1.0799,1.271,0.9345,0.9885,0.6953,0.9375,1.2076,1.9448,0.0
SIGLEC6,0.9999,1.0191,0.9392,0.6604,0.5742,0.5185,0.4684,0.3924,0.1981,0.0
SIGLEC7,0.9999,0.9935,0.9487,0.9275,0.9047,0.796,0.8158,0.5899,0.3598,0.0
SIRPA,0.9999,0.974,0.9573,0.901,0.883,0.7922,0.8357,0.7232,0.6302,0.0
SLC12A2,0.9999,1.0531,1.0665,0.9299,0.8277,0.3053,0.0823,0.0318,0.038,0.0
SLC12A6,0.9999,0.8896,0.932,0.7989,0.5535,0.1945,0.1118,0.1054,0.1234,0.0
SLC12A9,0.9998,1.5755,1.0939,1.16,0.8652,0.4199,0.4705,0.4983,0.1664,0.0
SLC15A4,0.9999,1.1996,1.2489,0.879,0.5749,0.4567,0.5458,0.952,2.4537,0.0
SLC16A1,0.9999,1.1024,1.1545,1.0028,1.046,1.4534,2.997,3.4982,3.063,0.0
SLC16A3,0.9999,1.0605,1.0578,0.9959,1.0481,1.0644,1.658,1.7513,1.308,0.0
SLC17A5,0.9999,1.4432,1.5616,1.5906,1.4132,1.4185,1.5085,2.6013,6.3334,0.0
SLC19A1,0.9999,1.3845,1.311,1.2069,1.2612,1.4748,1.5663,1.1475,1.1276,0.0
SLC1A3,0.9999,1.0663,0.7276,0.639,0.4044,0.402,0.2736,0.1279,0.1472,0.0
SLC1A4,0.9999,1.0964,1.0657,1.0247,1.0321,0.9136,1.0278,0.8683,0.6215,0.0
SLC1A5,0.9999,1.0142,1.0276,0.9663,0.9681,0.8022,0.9468,0.7645,0.5004,0.0
SLC20A2,0.9999,0.7518,0.9569,0.8533,0.7834,0.6429,0.6377,0.4775,0.5765,0.0
SLC23A2,0.9999,0.8554,0.8431,0.7682,0.8598,0.7084,0.7845,0.5629,0.3476,0.0
SLC25A11,0.9999,1.148,1.1386,0.9859,0.878,1.0084,1.0952,0.7337,0.45,0.0
SLC25A13,0.9999,1.2445,1.1916,0.9067,0.7495,0.7525,0.6919,0.5892,0.3281,0.0
SLC25A3,0.9999,1.1631,1.2018,1.0152,1.0027,1.1773,1.1396,1.063,1.0137,0.0
SLC25A5,0.9999,1.1621,1.1921,1.1195,1.1481,1.4124,1.4895,0.8515,0.6778,0.0
SLC26A2,0.9999,1.0814,0.9635,0.6598,0.155,0.0999,0.0826,0.0617,0.0718,0.0
SLC26A6,0.9999,1.3231,1.2637,1.3655,1.1105,1.3534,1.0614,0.2849,0.1686,0.0
SLC29A1,0.9999,1.0652,1.0551,0.9566,0.9813,0.8436,0.9897,0.8966,0.6882,0.0
SLC2A1,0.9999,1.106,1.0922,0.996,0.928,1.0202,1.2625,1.0831,1.2732,0.0
SLC2A3,0.9999,1.0007,1.0518,0.8261,0.7891,0.7013,0.7423,0.8132,0.9494,0.0
SLC2A5,0.9999,1.0891,1.1244,1.0635,1.0755,0.9724,1.0835,0.9924,0.9099,0.0
SLC2A9,0.9999,1.1129,1.1001,0.9085,0.8695,0.8098,0.8753,0.7774,0.5482,0.0
SLC30A1,0.9999,1.058,1.0254,0.8491,0.7851,0.8396,0.9592,0.7017,0.2969,0.0
SLC31A1,0.9999,1.0998,1.0995,0.9489,0.9015,0.7538,0.8666,0.5962,0.3589,0.0
SLC38A1,0.9999,0.9679,1.0115,0.9576,0.8946,0.7305,0.7704,0.7094,0.5129,0.0
SLC38A2,0.9999,1.1443,1.1552,1.2512,1.2303,1.0998,1.135,1.0065,1.3099,0.0
SLC39A14,0.9999,0.9934,0.9855,0.9951,0.9199,0.8035,0.8567,0.6203,0.3133,0.0
SLC39A6,0.9999,0.968,0.9354,0.9158,0.8603,0.7554,0.7535,0.3923,0.2657,0.0
SLC43A1,0.9999,1.227,1.3348,1.1042,0.9657,0.8866,0.9162,0.8117,0.144,0.0
SLC44A1,0.9999,1.0636,1.0587,0.9613,0.9877,0.8733,0.9729,0.7074,0.5773,0.0
SLC44A2,0.9999,1.0096,0.9776,0.9221,0.9213,0.7692,0.8306,0.6821,0.5181,0.0
SLC4A2,0.9999,1.0969,0.9884,0.8969,0.568,0.251,0.1316,0.0853,0.0971,0.0
SLC4A7,0.9999,1.1641,1.0403,0.8007,0.5665,0.256,0.1091,0.0825,0.0818,0.0
SLC5A3,0.9999,1.1674,1.1537,0.9654,1.0267,0.9811,1.2097,1.0299,0.6313,0.0
SLC5A6,0.9999,0.9727,0.9398,0.9207,0.9214,0.7261,0.6315,0.3267,0.166,0.0
SLC6A6,0.9999,0.9751,0.9708,0.9075,0.8189,0.6479,0.6006,0.537,0.2641,0.0
SLC7A1,0.9999,1.0383,1.0521,0.9936,1.0167,0.8306,0.7499,0.4867,0.3003,0.0
SLC7A5,0.9999,1.0373,1.0807,1.036,1.0685,0.9051,0.9052,0.5384,0.2638,0.0
SLC7A6,0.9999,0.9985,1.0268,0.9739,1.0083,0.8185,0.9353,0.7128,0.41,0.0
SLC9A1,0.9999,1.0537,1.016,0.8772,0.7672,0.5587,0.4649,0.1293,0.0656,0.0
SLC9A3R1,0.9999,1.001,1.016,0.6247,0.4308,0.3537,0.3962,0.4528,0.2486,0.0
SLC9A6,0.9999,0.8906,1.1293,1.1073,0.963,0.989,1.2246,1.2251,1.5978,0.0
SLCO4A1,0.9999,0.9556,1.3585,1.2314,0.9592,0.8203,0.837,0.5218,0.4738,0.0
SNAP23,0.9999,1.2984,1.3778,1.2931,1.397,2.0341,4.2363,4.2122,2.9026,0.0
SNX8,0.9999,0.9484,1.181,1.4476,1.0345,0.9856,0.4148,0.1714,0.1227,0.0
SORL1,0.9999,1.1651,1.326,1.2246,1.0271,0.775,0.6419,0.5106,0.3664,0.0
SPG20,0.9999,1.3155,0.8436,0.314,0.1591,0.1047,0.0993,0.109,0.138,0.0
SPINT1,0.9999,1.0371,1.0679,0.9746,0.9171,0.6608,0.6368,0.4458,0.2776,0.0
SPN,0.9999,1.2482,1.4611,1.1381,0.962,1.3761,1.4528,1.381,1.1173,0.0
SPPL2B,0.9999,0.7657,0.88,0.6591,0.5873,0.5257,0.4503,0.5438,0.2985,0.0
SPTBN1,0.9999,0.9739,1.0428,0.7894,0.3171,0.0955,0.041,0.0902,0.1561,0.0
SRP72,0.9999,1.165,1.1154,0.2908,0.1134,0.1231,0.126,0.1194,0.0261,0.0
STEAP3,0.9999,1.0108,1.2322,1.037,0.5906,0.1958,0.1515,0.1817,0.1296,0.0
STOM,0.9999,1.0564,1.0753,0.9533,0.8216,0.8196,0.5952,0.8759,0.5744,0.0
STOML2,0.9999,1.3735,1.2847,1.2814,1.0468,0.9271,0.8765,0.9294,0.6184,0.0
STXBP3,0.9999,1.1342,0.8381,0.4296,0.2091,0.1803,0.1499,0.0981,0.0523,0.0
SUCLG2,0.9999,1.1885,1.0446,0.6278,0.185,0.046,0.1146,0.1301,0.0873,0.0
SUCNR1,0.9999,0.9234,0.8271,0.7058,0.6746,0.5609,0.5208,0.5786,0.6824,0.0
SYPL1,0.9999,1.094,1.3092,1.2184,1.1994,1.0953,1.193,1.2992,2.1664,0.0
TAGLN2,0.9999,1.1561,1.1902,0.6503,0.3664,0.2516,0.2452,0.1936,0.1317,0.0
TESC,0.9999,1.1379,0.953,0.8811,0.736,0.3613,0.3292,0.2293,0.0949,0.0
TFRC,0.9999,1.0835,1.2427,1.4644,1.2857,1.1932,1.355,1.5201,1.3646,0.0
TGFB1,0.9999,1.0583,1.1752,0.8697,0.7177,0.5806,0.5325,0.4511,0.3587,0.0
TGFBR1,0.9999,1.0492,0.92,0.3208,0.0798,0.0482,0.0448,0.0384,0.0331,0.0
TGOLN2,0.9999,1.1552,1.2525,1.3385,1.3213,1.3202,1.6526,2.0501,3.8056,0.0
THEM4,0.9999,1.2241,1.2931,0.9941,0.8527,0.4224,0.3345,0.1619,0.1117,0.0
TLN1,0.9999,1.2538,1.15,0.3401,0.1381,0.0896,0.0862,0.1227,0.1389,0.0
TLR2,0.9999,1.0862,1.0674,0.9034,0.7819,0.5093,0.308,0.1251,0.0761,0.0
TMED1,0.9999,1.1755,1.2748,1.1152,0.8959,0.508,0.3996,0.3074,0.3012,0.0
TMED10,0.9999,1.1559,1.2004,0.997,0.7742,0.5336,0.4197,0.3184,0.2682,0.0
TMEM206,0.9999,0.9264,1.0769,1.1086,1.0495,0.7964,0.6766,0.4879,0.4038,0.0
TMEM219,0.9999,1.2105,1.2799,1.5672,1.2125,1.1061,1.3066,1.2003,1.4868,0.0
TMEM30A,0.9999,1.0554,0.9454,0.9602,0.9517,0.633,0.3302,0.2045,0.2098,0.0
TMEM33,0.9999,1.0101,0.7817,0.4986,0.4758,0.3671,0.1854,0.2517,0.1146,0.0
TNFRSF10B,0.9999,1.0717,1.0354,0.9251,0.7881,0.6106,0.4944,0.4584,0.4311,0.0
TNFRSF14,0.9999,0.9522,1.0848,0.9705,0.9591,0.7778,0.7543,0.5893,0.5991,0.0
TPBG,0.9999,1.0061,1.0043,0.9361,0.8533,0.7397,0.6645,0.5968,0.425,0.0
TPCN1,0.9999,1.1175,1.5081,1.3498,1.368,1.2023,1.1983,0.9215,0.1582,0.0
TRPV2,0.9999,1.1795,1.1145,1.1028,0.8968,0.3975,0.1329,0.1136,0.1244,0.0
TSPAN14,0.9999,1.0825,1.0095,0.9881,0.9903,0.8007,0.6794,0.4161,0.329,0.0
TSPAN2,0.9999,1.1819,1.1566,1.0855,0.9715,0.9004,1.0028,0.7811,0.8685,0.0
TSPAN3,0.9999,1.5242,1.6093,1.2822,1.3502,1.0353,1.2486,1.9696,4.0295,0.0
TSPAN31,0.9999,1.3664,1.5661,0.914,1.032,0.807,0.8226,2.157,3.8855,0.0
TUBB2C,0.9999,1.2865,1.2359,0.9699,0.7882,0.6879,0.4453,0.1188,0.0271,0.0
TXNDC10,0.9999,1.1491,1.1201,0.8729,0.4933,0.2292,0.1801,0.1102,0.0998,0.0
TXNDC14,0.9999,1.3776,1.367,1.1532,0.7057,0.385,0.173,0.1455,0.0775,0.0
TXNDC4,0.9999,1.0058,1.0101,0.7426,0.6079,0.4811,0.4396,0.3074,0.1782,0.0
TYROBP,0.9999,1.2215,1.2497,1.0688,1.0453,0.907,1.053,2.393,1.165,0.0
VAMP7,0.9999,1.8119,1.4245,0.5815,0.763,0.2914,0.1474,0.0438,0.0109,0.0
VAMP8,0.9999,0.9676,1.1808,0.7369,0.9579,0.8784,1.4108,3.104,5.2383,0.0
VAPA,0.9999,1.1154,1.1696,0.9053,0.6786,0.6546,0.4234,0.3713,0.6735,0.0
