Accession,T37.0,T44.0,T47.6,T50.5,T53.4,T56.5,T59.1,T62.2,T65.6,RSD
CD99L2,0.9999,1.0257,1.0607,0.9388,0.9868,0.7923,0.9216,0.7054,0.6211,0.0
CDC42,0.9999,1.2221,1.1822,1.0852,1.0473,1.2848,1.9992,2.8724,2.0656,0.0
CDK5,0.9999,0.9943,0.856,0.2115,0.1534,0.109,0.0939,0.078,0.048,0.0
CEACAM4,0.9999,1.2216,1.1461,0.9657,0.6393,0.4579,0.3638,0.2998,0.3731,0.0
CECR1,0.9999,1.3694,1.4435,1.2519,1.1781,1.0501,1.2496,1.392,2.6159,0.0
CHID1,0.9999,1.0687,1.2254,0.5486,0.5105,0.6096,0.6073,0.4028,0.1816,0.0
CKAP4,0.9999,1.1676,0.8735,0.6178,0.4386,0.4065,0.3103,0.2804,0.2302,0.0
CLDND1,0.9999,1.0263,1.0683,0.9622,0.9341,0.743,0.759,0.5415,0.3927,0.0
CLEC12A,0.9999,1.0274,0.9851,0.869,0.7973,0.6514,0.6064,0.4229,0.3224,0.0
CLEC2A,0.9999,0.9497,0.9126,0.8955,0.8894,0.7788,0.8316,0.615,0.4861,0.0
CLEC2B,0.9999,0.9827,0.9898,0.8913,0.8009,0.6836,0.7546,0.7208,0.695,0.0
CLEC5A,0.9999,0.9573,0.9347,0.9026,0.922,0.7886,0.8613,0.6724,0.4272,0.0
CLIC1,0.9999,1.2723,1.2903,0.8513,0.3466,0.1329,0.0958,0.1381,0.1269,0.0
CLN3,0.9999,1.0013,1.767,1.3308,1.5385,1.3247,1.644,2.9416,5.5306,0.0
CLPTM1,0.9999,1.1619,1.0716,0.7773,0.4378,0.3041,0.2418,0.1552,0.1061,0.0
CLTC,0.9999,1.4432,1.341,0.8523,0.1662,0.1093,0.0871,0.0949,0.0743,0.0
CLU,0.9999,0.9177,0.8063,0.6117,0.4804,0.4116,0.392,0.329,0.3354,0.0
CNN2,0.9999,1.1344,0.7744,0.2748,0.1934,0.1761,0.1502,0.1659,0.171,0.0
CNNM2,0.9999,1.2693,1.2327,0.9969,0.3818,0.128,0.1472,0.2022,0.1448,0.0
CNNM3,0.9999,1.4061,1.3513,1.0134,0.5027,0.1673,0.1642,0.0883,0.0691,0.0
CNNM4,0.9999,1.0426,0.9839,0.5486,0.2577,0.1582,0.1119,0.1307,0.0924,0.0
COMT,0.9999,1.1279,1.0246,0.5471,0.2729,0.1371,0.0987,0.0975,0.0484,0.0
COPB1,0.9999,1.2727,1.0602,0.7153,0.2787,0.1489,0.1448,0.1208,0.1282,0.0
CORO1A,0.9999,1.1135,1.0449,0.2649,0.1136,0.0919,0.0626,0.1023,0.0776,0.0
CPD,0.9999,1.1519,1.1284,0.9573,0.7274,0.527,0.4607,0.3655,0.2922,0.0
CPM,0.9999,1.0019,0.9562,0.8599,0.7693,0.5587,0.5039,0.3703,0.219,0.0
CPNE1,0.9999,1.2439,1.151,0.6258,0.2968,0.1187,0.0673,0.1855,0.1061,0.0
CRELD2,0.9999,1.0763,1.0797,1.0353,0.9437,0.7831,0.9266,0.9718,0.838,0.0
CRTAP,0.9999,1.0451,0.9688,0.696,0.4724,0.4052,0.3466,0.169,0.1457,0.0
CS,0.9999,1.0756,1.0458,0.8125,0.4683,0.1673,0.0723,0.076,0.0674,0.0
CSF2RA,0.9999,0.9923,0.9365,0.8429,0.6279,0.4369,0.4387,0.3449,0.2369,0.0
CSF3R,0.9999,0.8441,0.6848,0.4106,0.2703,0.1759,0.2088,0.1399,0.1438,0.0
CSK,0.9999,1.3197,0.9375,0.466,0.2794,0.2023,0.1394,0.0827,0.0417,0.0
CST3,0.9999,1.0351,1.0984,0.9453,0.6551,0.4656,0.7157,0.7,0.8031,0.0
CST7,0.9999,1.0147,0.884,0.8541,0.7937,0.7132,0.8215,0.7844,1.3951,0.0
CTSG,0.9999,1.2004,1.1782,0.9317,0.9002,0.754,0.6665,0.5623,0.3489,0.0
CTSZ,0.9999,0.9692,0.9813,1.2545,1.0938,0.835,0.7112,0.3863,0.4168,0.0
CUTA,0.9999,0.9541,1.1638,0.9442,0.9072,0.6597,0.8047,1.0859,0.8036,0.0
CYBB,0.9999,0.8967,0.7859,0.6009,0.5087,0.4093,0.4023,0.3058,0.2123,0.0
CYBRD1,0.9999,0.6336,0.6944,0.797,0.7948,0.684,0.7355,0.6211,0.759,0.0
DAG1,0.9999,0.974,0.8379,0.9146,0.9223,0.7981,0.8395,0.6116,0.3051,0.0
DAGLB,0.9999,1.1651,1.0531,0.8305,0.713,0.5034,0.3418,0.1694,0.1995,0.0
DCI,0.9999,1.0224,1.0519,1.0845,0.8316,0.8787,0.7735,1.0673,0.8793,0.0
DCXR,0.9999,1.0474,1.1025,0.8741,0.7372,0.5413,0.4112,0.2131,0.0708,0.0
DJ-1,0.9999,1.4979,1.5155,1.3941,1.2178,1.0359,0.5668,0.4745,0.2446,0.0
DLST,0.9999,1.0145,1.0306,0.8643,0.7558,0.786,1.0341,1.8626,1.9832,0.0
DNAJC13,0.9999,1.1506,1.0286,0.5318,0.5013,0.3589,0.3593,0.2074,0.1093,0.0
DOPEY2,0.9999,1.4712,1.1012,0.6785,0.1803,0.0324,0.0002,0.2071,0.1468,0.0
DSTN,0.9999,1.287,1.1653,0.8854,0.4693,0.1652,0.0186,0.0041,0.0079,0.0
DYNC1LI1,0.9999,1.2903,1.1334,0.7199,0.2959,0.1705,0.1088,0.0906,0.0604,0.0
ECE1,0.9999,0.9852,1.0937,1.0274,0.9394,0.775,0.7121,0.6748,0.5912,0.0
EEA1,0.9999,1.0315,0.8809,0.5698,0.3445,0.4555,0.1734,0.2095,0.1064,0.0
EEF2,0.9999,1.3239,1.2203,0.9092,0.7349,0.6775,0.3628,0.1361,0.1075,0.0
EFNB1,0.9999,1.0759,0.9466,0.737,0.5934,0.4394,0.4159,0.3407,0.2372,0.0
EIF5,0.9999,1.1028,1.0593,0.5021,0.1093,0.0957,0.044,0.1358,0.0789,0.0
ELA2,0.9999,1.1953,1.1223,0.8156,0.7227,0.5729,0.5192,0.3371,0.2168,0.0
ELMO1,0.9999,1.2442,0.9712,0.1292,0.0539,0.0234,0.007,0.1098,0.0431,0.0
EMB,0.9999,1.0074,1.0013,0.9276,0.9452,0.8563,0.9965,0.8681,0.6526,0.0
EMILIN2,0.9999,1.2211,1.108,1.0871,0.8958,0.577,0.6588,0.3518,0.2649,0.0
EMP3,0.9999,1.1461,1.1205,1.1804,1.3286,1.2285,1.317,1.1615,1.2458,0.0
EMR2,0.9999,0.9702,1.069,0.8539,0.8768,0.8223,0.7235,0.4933,0.2164,0.0
ENG,0.9999,1.0611,1.0594,0.8241,0.7846,0.5948,0.6469,0.5338,0.3084,0.0
ENO1,0.9999,1.3872,1.4277,0.9887,0.816,0.7428,0.6599,0.4669,0.1329,0.0
ENTPD1,0.9999,1.1384,1.0882,0.953,0.813,0.593,0.5474,0.4849,0.3078,0.0
ENTPD6,0.9999,1.0109,0.9641,0.6325,0.4569,0.2837,0.1557,0.2183,0.1159,0.0
EPHB4,0.9999,0.9432,0.4233,0.2742,0.1429,0.1166,0.1081,0.1753,0.1748,0.0
ERLIN2,0.9999,1.1419,0.7483,0.3252,0.1075,0.0621,0.0429,0.0588,0.0526,0.0
ERP29,0.9999,1.0867,1.1674,1.1431,1.023,1.0467,1.0416,0.7528,0.3417,0.0
EVI2B,0.9999,1.0454,0.9903,0.8511,0.7882,0.8613,0.7992,0.6198,0.1727,0.0
F5,0.9999,1.088,1.1728,1.0889,0.8996,0.5388,0.296,0.1444,0.0887,0.0
FAM3A,0.9999,1.2637,1.195,0.8656,0.5144,0.3029,0.2437,0.2479,0.2827,0.0
FAM3C,0.9999,1.115,1.1525,0.9904,0.6355,0.4386,0.3824,0.2992,0.4518,0.0
FAM49B,0.9999,1.2723,1.2886,1.0422,0.7796,0.3623,0.151,0.1822,0.1215,0.0
FAM62A,0.9999,1.3625,1.1769,0.7587,0.3263,0.1242,0.0742,0.1076,0.0696,0.0
FAM62B,0.9999,1.2137,1.0858,0.7761,0.3457,0.1754,0.1095,0.1489,0.1662,0.0
FAS,0.9999,1.0364,0.9503,0.9007,0.678,0.459,0.4525,0.2697,0.2081,0.0
FASN,0.9999,1.2963,1.1547,0.7819,0.2226,0.0787,0.0811,0.0832,0.0613,0.0
FCAR,0.9999,1.1596,1.1614,1.0749,1.08,1.0378,1.1209,0.5662,0.4337,0.0
FCER1G,0.9999,0.9409,0.8796,0.7375,0.714,0.7137,0.9987,1.1593,0.8948,0.0
FCER2,0.9999,0.9694,0.9729,0.7584,0.7108,0.5113,0.5099,0.4488,0.3611,0.0
FCGR2C,0.9999,1.0459,0.9592,0.8357,0.787,0.6632,0.6349,0.5718,0.2893,0.0
FLNA,0.9999,1.1986,0.9626,0.3348,0.1579,0.1023,0.083,0.1124,0.1113,0.0
FLNB,0.9999,0.9642,0.8838,0.4905,0.2779,0.1509,0.137,0.1287,0.1163,0.0
FLVCR1,0.9999,1.001,0.977,1.014,0.9774,0.8795,0.8838,0.578,0.089,0.0
FUCA2,0.9999,2.0896,2.1522,1.8461,1.5733,1.0594,0.6792,0.8597,0.3332,0.0
FZD1,0.9999,1.0971,0.9996,1.0268,0.9911,0.815,0.91,0.4647,0.1162,0.0
FZD2,0.9999,0.9318,0.9475,0.8506,0.8235,0.6879,0.6955,0.4433,0.1212,0.0
G6PD,0.9999,1.1459,0.9518,0.689,0.5364,0.3182,0.1571,0.1398,0.0865,0.0
GAPDH,0.9999,1.6759,1.7823,1.6483,1.6573,1.4935,2.3259,1.3719,0.6281,0.0
GC,0.9999,1.2317,1.3291,1.0346,0.8732,0.749,1.1988,1.1972,1.0978,0.0
GGT1,0.9999,0.9902,0.9511,0.9067,0.8746,0.7632,0.7873,0.5894,0.4217,0.0
GGT5,0.9999,0.9236,0.9227,0.9174,0.8057,0.5653,0.3939,0.382,0.1908,0.0
GLG1,0.9999,1.1277,1.1211,0.9438,0.791,0.6714,0.6375,0.7824,1.1816,0.0
GNA13,0.9999,1.0844,0.9878,0.7463,0.5749,0.3548,0.2247,0.1702,0.0953,0.0
GNAI2,0.9999,1.2552,1.28,1.1079,0.7612,0.5112,0.3061,0.1921,0.0893,0.0
GNAS,0.9999,1.2249,1.1984,0.7981,0.6295,0.7987,0.368,0.2651,0.0946,0.0
GNB1,0.9999,1.47,1.4939,1.2775,0.9459,0.654,0.3966,0.2502,0.1051,0.0
GNB2,0.9999,1.4197,1.5614,1.3569,0.8576,0.4675,0.2787,0.1717,0.1089,0.0
GNB2L1,0.9999,1.5611,1.5746,1.3877,1.1358,0.9317,0.3185,0.075,0.0361,0.0
GNG5,0.9999,1.2904,1.2332,1.0311,0.8636,0.9798,1.481,1.1113,0.7969,0.0
GOLM1,0.9999,1.0588,1.0306,0.9946,0.8903,0.8354,1.0311,1.2248,1.7857,0.0
GOT2,0.9999,1.2408,1.2269,1.2517,1.1895,1.1139,1.5053,1.7562,0.6608,0.0
GPC1,0.9999,1.031,1.0398,0.8918,0.8368,0.6659,0.7757,0.6575,0.5015,0.0
GPD1L,0.9999,1.3939,1.1738,1.2252,0.9785,0.9259,0.321,0.1027,0.1757,0.0
GPI,0.9999,1.2212,1.355,0.9489,0.733,0.5691,0.3342,0.2941,0.206,0.0
GPNMB,0.9999,1.1392,1.1197,1.0161,0.8089,0.6948,0.6692,0.6007,0.7734,0.0
GPR124,0.9999,1.0012,1.01,0.794,0.692,0.4756,0.4268,0.3253,0.16,0.0
GPR172A,0.9999,0.9669,1.1116,1.1333,1.1302,0.8326,1.0089,0.9327,0.9979,0.0
GPR180,0.9999,0.9968,0.714,0.4272,0.1528,0.0274,0.057,0.1443,0.1482,0.0
GRN,0.9999,1.1169,1.1029,1.0234,0.8552,0.8187,0.9067,0.814,0.9356,0.0
GSR,0.9999,1.103,1.0213,0.8823,0.7894,0.7867,0.7359,1.047,1.2911,0.0
GSTP1,0.9999,1.3343,1.1773,0.7689,0.5229,0.347,0.2163,0.1818,0.1381,0.0
HCK,0.9999,1.1863,1.0094,0.4194,0.2632,0.312,0.2564,0.2345,0.3457,0.0
HCST,0.9999,0.9136,0.9215,0.6916,1.3441,0.6917,0.849,0.6408,0.5288,0.0
HEATR5B,0.9999,1.1717,1.0898,0.4299,0.1251,0.052,0.1232,0.1049,0.0229,0.0
HINT1,0.9999,1.5028,1.3852,0.9543,0.7434,0.685,0.6816,0.5123,0.2654,0.0
HLA-B,0.9999,1.2325,1.1628,1.0715,0.9414,0.7473,0.6442,0.5213,0.3689,0.0
HM13,0.9999,1.088,1.1551,1.0852,0.9017,0.7095,0.5775,0.5197,0.4285,0.0
HMGB1,0.9999,1.0258,0.9247,1.0481,0.712,0.4568,0.3319,0.3486,0.2494,0.0
HNRNPM,0.9999,0.8461,0.443,0.1767,0.1453,0.1225,0.0884,0.1536,0.0636,0.0
HSD17B10,0.9999,1.295,1.1801,1.0032,0.7929,0.5801,0.1024,0.0398,0.0291,0.0
HSD17B11,0.9999,1.1352,1.0039,0.7079,0.6018,0.4341,0.2699,0.3645,0.3348,0.0
HSP90AA1,0.9999,1.1754,1.1938,0.8952,0.7724,0.6709,0.5689,0.5408,0.0939,0.0
HSP90AB1,0.9999,1.2515,1.1599,0.9709,0.7061,0.3509,0.085,0.0585,0.0521,0.0
HSP90B1,0.9999,1.2028,1.1826,1.1381,0.8126,0.7254,0.6036,0.3633,0.1428,0.0
HSPA5,0.9999,1.0405,1.028,0.8547,0.6125,0.6068,0.5351,0.4429,0.2741,0.0
HSPA8,0.9999,0.9514,0.8211,0.5051,0.4806,0.4377,0.2172,0.0944,0.1221,0.0
HSPB1,0.9999,0.9212,0.6143,0.4029,0.4362,0.3321,0.3184,0.4533,0.6122,0.0
HSPD1,0.9999,1.1347,1.1838,1.1739,1.018,0.8103,0.5914,0.307,0.0393,0.0
ICAM1,0.9999,1.0289,1.0362,0.9186,0.8765,0.752,0.6474,0.5231,0.4049,0.0
ICAM2,0.9999,0.9404,0.9099,0.7719,0.5042,0.1981,0.2128,0.2195,0.2786,0.0
ICAM3,0.9999,0.9612,0.9284,0.8353,0.7489,0.635,0.5843,0.4218,0.2951,0.0
IFNAR1,0.9999,0.9701,0.9542,0.6623,0.4989,0.3428,0.3471,0.3475,0.263,0.0
IFNGR1,0.9999,0.9878,0.9708,0.8751,0.8431,0.6596,0.6721,0.5576,0.3406,0.0
IGF1R,0.9999,0.6836,0.2666,0.1848,0.1224,0.0993,0.116,0.1287,0.1112,0.0
IGF2R,0.9999,1.2556,1.4671,1.3615,1.2197,0.8883,0.7515,0.5971,0.3864,0.0
IGFBP7,0.9999,1.0572,1.1043,0.9969,0.8342,0.7457,0.7468,0.8428,1.114,0.0
IL10RB,0.9999,0.9949,1.0055,0.7232,0.5138,0.2811,0.2072,0.2262,0.0719,0.0
IL18R1,0.9999,0.9637,0.8564,0.6498,0.2832,0.0895,0.084,0.1308,0.1529,0.0
IL1RAP,0.9999,0.8779,0.8806,0.758,0.6565,0.3357,0.1506,0.0847,0.0742,0.0
IL2RG,0.9999,0.8166,0.9377,0.7844,0.5598,0.4105,0.3455,0.1912,0.1405,0.0
IL6R,0.9999,0.9698,0.897,0.7904,0.6301,0.4541,0.4451,0.3094,0.2366,0.0
INSR,0.9999,0.797,0.3308,0.2892,0.1516,0.1263,0.1463,0.1011,0.0975,0.0
IQGAP1,0.9999,1.2998,1.3795,0.6682,0.2452,0.167,0.1933,0.1484,0.097,0.0
