Accession,T37.0,T44.0,T47.6,T50.5,T53.4,T56.5,T59.1,T62.2,T65.6,RSD
ATP1B3,0.9999,1.0901,1.0053,0.9092,0.9112,0.8282,0.529,0.1779,0.1788,0.0
ATP2A2,0.9999,1.2246,1.0697,0.685,0.2444,0.0953,0.0921,0.1138,0.1177,0.0
ATP2B4,0.9999,1.3022,1.3479,1.0224,0.9617,0.893,0.5297,0.2678,0.2369,0.0
ATP5A1,0.9999,1.2714,1.3655,1.2468,1.1858,1.2907,1.2712,1.4164,0.5137,0.0
ATP5B,0.9999,1.1553,1.1849,1.0877,0.9787,0.966,0.7257,0.9538,0.4444,0.0
ATP5O,0.9999,1.2604,1.307,1.1403,1.1735,1.4078,1.4486,1.8756,0.2813,0.0
ATP6AP1,0.9999,1.2304,1.2427,1.1355,1.0139,0.7624,0.593,0.6112,1.2107,0.0
ATP6V0A2,0.9999,1.4422,1.3889,1.1552,0.9678,0.9135,0.8641,1.341,0.5546,0.0
ATP6V0D1,0.9999,1.3103,1.4019,1.3351,1.2897,1.1944,1.4208,1.0927,0.6305,0.0
ATP6V1A,0.9999,1.4524,1.6546,1.222,1.0035,0.7507,0.5708,0.246,0.1637,0.0
ATP6V1B2,0.9999,1.33,1.3003,1.0951,0.9684,0.7469,0.7341,0.5017,0.3394,0.0
ATP6V1E1,0.9999,1.3099,1.0755,1.0229,0.8837,0.5835,0.3282,0.2103,0.0992,0.0
ATP6V1H,0.9999,1.308,1.4399,1.1486,0.9025,0.785,0.4332,0.3765,0.1386,0.0
ATP7A,0.9999,1.0475,1.0341,0.5227,0.2847,0.228,0.209,0.129,0.1088,0.0
ATPIF1,0.9999,1.0727,1.0446,0.9267,0.823,0.8085,0.7044,1.0597,0.8348,0.0
ATRN,0.9999,1.0922,1.049,0.8201,0.7381,0.6084,0.5245,0.4405,0.4043,0.0
B2M,0.9999,1.2031,1.3288,0.9783,0.8637,0.9623,1.3123,1.8712,3.4397,0.0
B4GALT1,0.9999,1.252,1.3432,0.8183,0.4078,0.2261,0.13,0.0053,0.0324,0.0
BASP1,0.9999,0.9852,1.0991,1.1853,1.2493,1.496,1.8201,3.1146,8.4293,0.0
BCAP31,0.9999,1.0895,1.1166,1.2916,1.4592,1.5987,1.44,2.0972,4.194,0.0
BSG,0.9999,1.0828,1.0736,0.938,1.0063,0.956,0.9935,0.8818,0.7245,0.0
BST1,0.9999,1.1406,1.0757,1.0081,0.9888,0.9097,0.9598,0.8422,0.9338,0.0
BST2,0.9999,1.043,1.1397,0.959,0.9548,0.8454,0.8605,0.8902,0.9392,0.0
BTN2A1,0.9999,1.105,1.0516,0.9748,0.8212,0.1993,0.0456,0.1087,0.1492,0.0
C11ORF59,0.9999,1.1648,1.0941,1.3605,1.0876,1.1232,0.815,0.82,0.5779,0.0
C1QBP,0.9999,0.9212,0.8042,0.4093,0.1831,0.0835,0.0404,0.0763,0.0575,0.0
C1S,0.9999,1.2348,1.4173,0.7727,0.7736,0.8316,0.9175,0.3528,0.4127,0.0
C20ORF103,0.9999,1.1054,1.1253,1.0039,0.9131,0.7281,0.4513,0.2802,0.2855,0.0
C20ORF3,0.9999,1.1037,1.1165,1.0995,1.0062,0.8197,0.5486,0.2033,0.0594,0.0
C4B,0.9999,0.9274,0.97,0.7362,0.5446,0.4769,0.3042,0.2471,0.2725,0.0
C8ORF55,0.9999,1.1458,1.1421,0.9397,0.8768,0.8564,0.707,0.5603,0.6449,0.0
CAD,0.9999,1.2302,1.1075,0.4696,0.0528,0.0344,0.0309,0.0657,0.0747,0.0
CADM4,0.9999,1.1261,1.1489,0.9102,0.902,0.8157,0.6867,0.5593,0.4466,0.0
CALR,0.9999,1.3195,1.4399,1.066,0.8593,0.7307,0.6374,0.4732,0.4287,0.0
CAP1,0.9999,1.1661,1.3018,1.2491,1.0611,0.4871,0.3883,0.1182,0.1711,0.0
CAPN1,0.9999,1.4644,1.6046,1.1625,1.0914,1.0147,1.1699,0.7884,0.2404,0.0
CAPN2,0.9999,1.6349,1.7089,1.3373,1.1304,0.769,0.3156,0.09,0.0699,0.0
CAT,0.9999,1.2155,1.2692,1.0769,1.1321,1.0399,0.8606,1.1418,0.8243,0.0
CCDC134,0.9999,1.2111,1.186,0.8968,0.5548,0.3002,0.3135,0.1873,0.2333,0.0
CCL5,0.9999,1.2005,1.0781,0.8502,0.7576,0.7107,0.8157,0.6414,1.0678,0.0
CCT3,0.9999,1.2502,1.403,1.2744,1.0826,0.6975,0.2519,0.1801,0.1889,0.0
CD151,0.9999,1.2673,1.1754,1.0333,0.8522,0.7918,0.6828,0.8244,0.8865,0.0
CD244,0.9999,1.1016,1.0404,0.919,0.8123,0.6917,0.5998,0.4861,0.3894,0.0
CD300LF,0.9999,1.0155,0.9262,0.7554,0.5876,0.4225,0.3474,0.3183,0.305,0.0
CD302,0.9999,0.9994,0.9665,0.8752,0.7959,0.5418,0.4604,0.3806,0.282,0.0
CD320,0.9999,1.0305,0.8688,0.8603,0.723,0.6393,0.5415,0.7239,0.9549,0.0
CD36,0.9999,1.0217,1.0072,0.8511,0.841,0.7921,0.7445,0.5713,0.4882,0.0
CD38,0.9999,1.1246,1.075,0.9924,0.9309,0.742,0.6908,0.5474,0.4167,0.0
CD4,0.9999,1.2945,1.3001,1.0277,0.9119,0.7213,0.7489,0.6916,0.526,0.0
CD44,0.9999,1.0453,1.0088,0.8801,0.878,0.8559,0.8285,0.7094,0.4988,0.0
CD46,0.9999,1.4169,1.5022,1.3464,1.2556,1.7861,1.7026,1.7736,1.4774,0.0
CD47,0.9999,1.0146,0.9618,0.8638,0.8676,0.8002,0.8349,0.8839,0.9729,0.0
CD48,0.9999,1.0885,1.0409,0.9633,0.8983,0.789,0.804,0.6922,0.4988,0.0
CD55,0.9999,1.0087,1.005,0.9266,0.9527,1.0916,1.1787,2.0137,2.7361,0.0
CD63,0.9999,1.1516,1.1962,1.1912,1.2206,0.9393,1.277,1.9536,5.2562,0.0
CD69,0.9999,1.0885,1.0416,0.9664,1.0075,0.8747,0.8202,0.7427,0.5606,0.0
CD70,0.9999,1.1343,1.1208,0.9087,0.8508,0.7255,0.6941,0.5606,0.5849,0.0
CD74,0.9999,1.0989,1.1176,1.0058,0.8746,0.6803,0.5506,0.5134,0.6355,0.0
CD82,0.9999,0.9236,0.8662,0.931,1.0336,1.0059,1.1502,1.1305,1.0755,0.0
CD84,0.9999,0.9936,0.917,0.6869,0.5826,0.381,0.2816,0.2164,0.1584,0.0
CD93,0.9999,1.0429,1.0369,0.8577,0.8299,0.6907,0.5307,0.4132,0.2724,0.0
CD97,0.9999,1.0898,1.0995,0.9345,0.8878,0.8324,0.8137,0.7049,0.5313,0.0
CD99,0.9999,1.1642,1.1946,0.9598,1.0136,0.8918,1.0185,0.9605,0.9679,0.0
CD99L2,0.9998,1.1463,1.2596,1.586,1.592,1.466,1.4844,0.4572,0.3587,0.0
CDC42,0.9999,1.1418,1.2284,1.2343,1.3862,1.7025,2.5726,3.209,2.6328,0.0
CDK5,0.9999,1.1339,0.9636,0.2861,0.1511,0.0567,0.1062,0.0647,0.1219,0.0
CECR1,0.9999,1.4209,1.491,1.5281,1.6093,1.2744,1.587,1.7072,3.8568,0.0
CHID1,0.9999,0.7637,0.8095,1.0575,0.7577,0.6217,0.5678,0.2217,0.1743,0.0
CKAP4,0.9999,1.1026,1.0338,0.7795,0.5072,0.3949,0.3143,0.3431,0.3758,0.0
CLDND1,0.9999,1.1053,1.1199,0.9412,0.9462,0.8131,0.7051,0.6178,0.5061,0.0
CLEC12A,0.9999,1.1143,1.0288,0.9013,0.8356,0.6862,0.5584,0.4911,0.4193,0.0
CLEC2A,0.9999,1.1183,1.1054,1.0249,1.0053,0.9117,0.8808,0.7908,0.6378,0.0
CLEC2B,0.9999,1.0219,0.9827,0.8132,0.7738,0.7316,0.6886,0.7522,0.8055,0.0
CLEC5A,0.9999,1.0608,1.0098,0.9432,0.8974,0.8512,0.8404,0.7075,0.498,0.0
CLIC1,0.9999,1.2895,1.3446,1.0719,0.4348,0.1427,0.0884,0.0825,0.0803,0.0
CLN3,0.9999,1.4176,1.1595,1.1606,1.6343,1.2082,1.4882,1.1197,2.1539,0.0
CLNS1A,0.9999,1.096,1.1176,1.0679,0.6849,0.2355,0.1587,0.1605,0.1064,0.0
CLPTM1,0.9999,1.1366,1.0934,0.6977,0.448,0.328,0.2325,0.1519,0.1279,0.0
CLTC,0.9999,1.4667,1.4219,0.8484,0.1648,0.0986,0.0891,0.0948,0.0884,0.0
CLU,0.9999,1.2018,1.1436,0.8345,0.6848,0.5067,0.5531,0.2648,0.3603,0.0
CNNM2,0.9999,1.143,1.248,0.7062,0.2798,0.0534,0.0931,0.1668,0.4111,0.0
CNNM3,0.9999,1.0833,1.0334,0.5379,0.2343,0.0321,0.0223,0.1319,0.0996,0.0
CNNM4,0.9999,1.1275,0.9985,0.4276,0.0682,0.0392,0.0323,0.1146,0.1525,0.0
CNP,0.9999,1.017,1.0578,0.6891,0.403,0.2259,0.2883,0.1863,0.1778,0.0
CNTNAP2,0.9999,0.8803,0.8068,0.8446,0.8255,0.6481,0.7004,0.6275,0.6071,0.0
COL1A2,0.9999,1.1406,1.0884,0.7103,0.7643,0.5365,0.6852,1.0664,1.035,0.0
COPB1,0.9999,1.235,1.1611,0.7138,0.2616,0.1573,0.1351,0.1063,0.1161,0.0
CORO1A,0.9999,1.2363,1.1768,0.3512,0.2236,0.1526,0.0792,0.1417,0.321,0.0
CPD,0.9999,1.2945,1.2074,0.9354,0.7683,0.5583,0.4467,0.3713,0.3867,0.0
CPM,0.9999,1.0419,0.9665,0.8635,0.7732,0.6031,0.4953,0.3691,0.3003,0.0
CPNE1,0.9999,1.3343,1.2529,0.7415,0.2678,0.0703,0.0788,0.09,0.0621,0.0
CPVL,0.9999,1.1443,1.4118,1.5569,1.2969,1.0871,1.324,0.7296,0.7675,0.0
CRELD2,0.9999,1.254,1.2569,1.4033,1.3397,1.0734,1.1594,1.3791,1.1471,0.0
CS,0.9999,1.1519,1.0755,0.8297,0.5376,0.1706,0.0675,0.1076,0.1224,0.0
CSF2RA,0.9999,1.014,0.9515,0.8068,0.6133,0.4242,0.4312,0.3393,0.2681,0.0
CST3,0.9999,1.0589,0.9861,1.1191,1.1398,0.9097,0.9173,0.7933,1.0123,0.0
CST7,0.9999,1.1539,1.1082,1.1236,1.1088,0.9821,1.0753,1.0081,1.9429,0.0
CTSB,0.9999,1.1902,1.2307,1.4462,1.1358,0.7108,0.6414,1.0518,1.2629,0.0
CTSG,0.9999,1.3026,1.3469,0.9805,1.0336,0.7773,0.7328,0.4554,0.3843,0.0
CTSZ,0.9999,0.902,1.1389,0.8446,0.8843,0.5888,0.5261,1.3361,4.3117,0.0
CUTA,0.9999,1.065,1.0995,1.0429,0.9208,0.7015,0.6922,1.1011,0.8824,0.0
CXCR4,0.9999,1.3204,1.1767,0.9578,0.9323,1.0134,0.8348,0.7654,0.5031,0.0
CYBB,0.9999,0.9764,0.9232,0.7313,0.6899,0.5197,0.5089,0.3368,0.308,0.0
CYBRD1,0.9999,1.0233,1.1934,1.0923,1.1737,1.1322,1.1113,0.533,0.4859,0.0
DAG1,0.9999,1.048,0.905,0.8852,0.8826,0.8218,0.766,0.6024,0.3809,0.0
DCI,0.9999,1.1831,1.2649,1.0688,0.9728,0.8453,0.8601,1.4483,1.2371,0.0
DCXR,0.9999,1.0927,1.1651,0.9772,0.857,0.7068,0.4733,0.2568,0.13,0.0
DJ-1,0.9998,1.5496,1.4315,1.9605,1.7122,1.3854,1.0296,0.4067,0.2802,0.0
DLL1,0.9999,1.1667,1.2176,0.9565,0.9387,0.6541,0.4944,0.4204,0.285,0.0
DLST,0.9999,1.1911,1.2063,0.9831,0.9315,1.1065,1.2841,2.0198,2.6589,0.0
DNAJA1,0.9999,1.1724,0.9366,0.7277,0.7373,0.625,0.2091,0.0681,0.0738,0.0
DNAJC13,0.9999,1.2123,1.0557,0.5157,0.4451,0.3058,0.2641,0.2079,0.1649,0.0
DOPEY2,0.9999,1.2331,1.2124,0.8296,0.5298,0.1187,0.1363,0.133,0.1709,0.0
DSTN,0.9999,1.1449,1.1349,0.946,0.5329,0.2843,0.1848,0.1654,0.1485,0.0
DYNC1LI1,0.9999,1.2465,1.0699,0.8221,0.3266,0.0856,0.1051,0.0606,0.0796,0.0
ECE1,0.9999,1.0303,1.1472,1.0559,1.0223,0.8773,0.8398,0.6107,0.636,0.0
EDEM2,0.9999,1.4249,1.2376,0.881,0.5984,0.3878,0.335,0.232,0.1068,0.0
EEF2,0.9999,1.3192,1.3136,1.182,1.0808,0.8344,0.4988,0.1418,0.1394,0.0
EFHD2,0.9998,1.3773,1.4346,1.0508,0.5148,0.2686,0.1958,0.3064,0.5143,0.0
EFNB1,0.9999,1.0985,0.9502,0.7536,0.6321,0.4259,0.3596,0.3281,0.2781,0.0
EIF5,0.9998,1.7062,1.81,0.801,0.383,0.1543,0.243,0.0253,0.0679,0.0
ELA2,0.9999,1.0745,1.0809,0.8927,0.6898,0.5796,0.4903,0.4529,0.4315,0.0
ELMO1,0.9999,1.1139,0.8895,0.1175,0.0133,0.0227,0.0355,0.0464,0.0309,0.0
EMB,0.9999,1.0606,1.0031,0.9249,0.9248,0.9364,0.9699,0.8667,0.698,0.0
EMP2,0.9999,0.9029,0.9878,0.8999,0.9902,0.8821,0.9698,0.7573,0.9984,0.0
EMP3,0.9999,1.2465,1.219,1.2576,1.2833,1.183,1.2343,1.4737,1.5076,0.0
EMR2,0.9999,1.1742,1.1635,0.9372,0.9613,0.8263,0.8149,0.529,0.2553,0.0
ENG,0.9999,1.0197,1.0388,0.8074,0.7566,0.6388,0.6053,0.5424,0.4087,0.0
ENO1,0.9998,1.2789,1.4811,1.7235,1.5544,1.427,1.4926,0.4705,0.2107,0.0
ENTPD1,0.9999,1.1533,1.1386,0.9678,0.8824,0.7241,0.643,0.4853,0.4035,0.0
ENTPD6,0.9999,1.1755,1.0703,0.5938,0.3006,0.1816,0.2771,0.2182,0.2557,0.0
EPHB4,0.9999,0.9067,0.312,0.1511,0.1149,0.0901,0.0755,0.0821,0.0685,0.0
ERLIN2,0.9999,1.2874,1.0306,0.389,0.1888,0.1172,0.0786,0.0739,0.082,0.0
ERP29,0.9999,1.0665,1.1351,1.2319,1.1233,1.0815,1.0818,0.6237,0.4565,0.0
EVI2B,0.9999,1.1234,1.0549,0.9562,0.7713,0.9181,0.7855,0.76,0.1521,0.0
F3,0.9999,1.514,1.169,0.8322,0.8055,1.0222,0.7986,0.6084,0.6649,0.0
F5,0.9999,1.1716,1.143,1.0312,0.92,0.5549,0.253,0.1404,0.1141,0.0
FAM3A,0.9999,1.0285,1.0389,0.5472,0.429,0.2662,0.2416,0.1976,0.2331,0.0
FAM3C,0.9999,1.2088,1.2689,1.085,0.9357,0.8004,0.7323,0.5144,0.7769,0.0
FAM49B,0.9999,1.2141,1.3167,1.1716,1.0615,0.4685,0.1766,0.2082,0.186,0.0
FAM62A,0.9999,1.1988,1.1722,0.5263,0.2361,0.0626,0.0495,0.1062,0.1122,0.0
FAM62B,0.9999,1.1576,1.1675,0.7672,0.3955,0.1631,0.1456,0.2197,0.1944,0.0
FAS,0.9999,1.1319,1.0758,0.8799,0.7221,0.4636,0.4113,0.3377,0.2819,0.0
FASN,0.9999,1.3375,1.2499,0.7203,0.2431,0.0838,0.0738,0.1031,0.092,0.0
FCAR,0.9999,1.2365,1.2543,0.9703,1.0164,0.9063,0.8423,0.527,0.5011,0.0
FCER1G,0.9999,1.0154,0.9347,0.8479,0.9088,0.8747,1.1707,1.164,0.9951,0.0
FCER2,0.9999,1.0503,1.0072,0.7998,0.7232,0.6267,0.5502,0.4173,0.3131,0.0
FCGR2C,0.9999,1.1058,1.0709,0.9059,0.8729,0.7019,0.6338,0.6564,0.424,0.0
FLNA,0.9999,1.266,1.1286,0.3505,0.1844,0.126,0.107,0.1129,0.1338,0.0
FLVCR1,0.9999,1.151,1.0738,1.0203,0.9918,0.9323,0.8876,0.7098,0.1318,0.0
FOLR3,0.9999,1.3795,1.3469,1.2092,0.9018,1.0271,0.8342,0.9698,0.8037,0.0
FUCA2,0.9999,1.7744,1.6265,1.9934,1.8666,1.2051,1.0726,0.8952,0.3307,0.0
FZD1,0.9999,1.0522,1.0615,1.0207,0.9134,0.8456,0.773,0.4467,0.1243,0.0
FZD2,0.9999,1.0598,1.0311,0.7158,0.7368,0.5892,0.5987,0.4664,0.142,0.0
G6PD,0.9999,1.27,1.2588,0.8825,0.7335,0.4009,0.2128,0.1539,0.1172,0.0
GAPDH,0.9999,1.57,1.7847,1.6156,1.7689,1.6111,1.627,1.3881,0.9763,0.0
GBAS,0.9999,0.8917,0.9243,0.6644,0.5656,0.4809,0.3383,0.5239,0.3693,0.0
GGT1,0.9999,1.0375,1.0183,0.9236,0.8901,0.8316,0.7691,0.5954,0.5133,0.0
GGT5,0.9999,1.1119,0.9714,0.8462,0.818,0.685,0.3906,0.3357,0.1854,0.0
GLG1,0.9999,1.0932,1.1198,0.9706,0.8455,0.8488,0.6735,0.7975,1.3292,0.0
GNA13,0.9999,1.0397,1.0997,0.8901,0.5733,0.3527,0.1846,0.1391,0.1272,0.0
GNAI2,0.9999,1.2511,1.2351,0.9559,0.697,0.3738,0.2858,0.1529,0.1211,0.0
GNB1,0.9999,1.5893,1.6675,1.1573,1.0868,0.6142,0.4187,0.2198,0.1404,0.0
GNB2,0.9999,1.685,1.5605,1.1339,0.8291,0.3646,0.2741,0.118,0.1116,0.0
GNB2L1,0.9999,1.6711,1.7072,1.2957,1.1604,0.8572,0.2955,0.0631,0.0844,0.0
GNG5,0.9999,1.3073,1.1134,1.0287,0.9681,0.9438,1.3045,1.0293,0.8495,0.0
GOLM1,0.9999,1.1231,1.1324,0.9746,0.966,0.9955,1.0061,1.3337,1.913,0.0
GOLPH3,0.9999,1.2925,1.098,0.8602,0.5901,0.3388,0.2962,0.1744,0.1646,0.0
GOT2,0.9999,1.3337,1.3815,1.2598,1.2368,1.1333,1.1614,2.2183,0.8994,0.0
GPC1,0.9999,1.1133,1.1127,0.9335,0.8886,0.801,0.769,0.8376,0.608,0.0
GPD1L,0.9999,1.1325,1.2343,1.1196,0.6219,0.5633,0.1839,0.0848,0.0517,0.0
GPI,0.9999,1.3537,1.5821,1.4054,1.1372,0.7962,0.5261,0.2219,0.143,0.0
GPNMB,0.9999,1.1455,1.0871,0.868,0.6614,0.5523,0.4759,0.6151,0.9627,0.0
GPR124,0.9999,1.0266,1.0412,0.8438,0.6964,0.5695,0.4257,0.3897,0.2595,0.0
GPR180,0.9999,1.2546,1.0255,0.7873,0.3383,0.2301,0.1846,0.1317,0.1868,0.0
GPR84,0.9999,1.0566,0.9199,0.7673,0.5062,0.52,0.5838,0.5747,0.6092,0.0
GRN,0.9999,1.2015,1.2068,1.0164,0.9921,0.8475,0.8569,1.0121,1.3443,0.0
GSR,0.9999,1.1469,1.2079,1.0291,1.0276,0.9809,0.8691,1.3528,1.7153,0.0
GSTP1,0.9998,1.2474,1.4446,1.8445,1.2929,0.889,0.6722,0.1743,0.1606,0.0
HCK,0.9999,1.0791,1.1526,0.5561,0.3861,0.234,0.3089,0.2121,0.1998,0.0
HCST,0.9999,1.0889,0.9949,1.0084,1.0765,0.9815,0.9116,0.6686,0.7057,0.0
HINT1,0.9999,1.4807,1.6041,1.4979,1.4164,1.0948,1.2783,0.7176,0.4483,0.0
HM13,0.9999,1.1435,1.1959,1.0593,0.881,0.7049,0.6173,0.6885,0.5997,0.0
HMGB1,0.9999,1.0623,1.0019,0.7462,0.5129,0.2568,0.2419,0.4514,0.3368,0.0
HNRNPM,0.9999,0.8555,0.5708,0.314,0.2711,0.213,0.1757,0.2969,0.4032,0.0
HSD17B10,0.9999,1.2863,1.3257,1.2074,1.047,0.7644,0.1093,0.0534,0.0378,0.0
HSD17B11,0.9999,1.1741,1.1191,0.8485,0.7014,0.5161,0.3383,0.3935,0.3959,0.0
HSP90AA1,0.9999,1.1408,1.1906,1.077,1.0584,0.9056,0.6869,0.6498,0.1563,0.0
HSP90AB1,0.9999,1.2554,1.2666,1.1728,0.9174,0.4117,0.1066,0.0755,0.0688,0.0
HSP90B1,0.9999,1.2162,1.241,1.0717,0.8511,0.6687,0.5446,0.2981,0.2016,0.0
HSPA5,0.9999,1.0917,1.0186,0.7793,0.5944,0.591,0.507,0.3596,0.3111,0.0
HSPA8,0.9999,0.9169,0.8885,0.6582,0.6181,0.6191,0.28,0.0907,0.1348,0.0
HSPB1,0.9999,0.9827,1.0026,0.5524,0.4517,0.3873,0.4271,0.4523,0.3456,0.0
HSPD1,0.9999,1.1698,1.1959,1.1534,1.0617,0.8448,0.5457,0.2941,0.0432,0.0
ICAM1,0.9999,1.0764,1.0559,0.8984,0.8753,0.8126,0.6668,0.5478,0.4899,0.0
ICAM2,0.9999,1.0517,0.9735,0.7967,0.5139,0.2425,0.1974,0.2228,0.2911,0.0
ICAM3,0.9999,1.0113,1.0078,0.8712,0.843,0.685,0.5955,0.4422,0.3948,0.0
IFNAR1,0.9999,1.0373,0.9866,0.7019,0.501,0.3613,0.3059,0.2878,0.2264,0.0
IFNGR1,0.9999,1.0921,1.0392,0.9018,0.861,0.7124,0.6813,0.439,0.2237,0.0
IGF1R,0.9999,0.8642,0.3643,0.2051,0.1844,0.1111,0.1514,0.1787,0.2075,0.0
IGF2R,0.9999,1.3299,1.4186,1.3704,1.2695,0.9663,0.7553,0.5281,0.5083,0.0
IGFBP7,0.9999,1.0938,1.157,0.9182,0.8984,0.7811,0.6751,0.8491,1.2865,0.0
IL10RB,0.9999,1.1173,0.9554,0.8259,0.6176,0.4365,0.3053,0.1987,0.1294,0.0
IL18R1,0.9999,1.0558,0.932,0.705,0.3343,0.137,0.0835,0.0707,0.0981,0.0
IL1RAP,0.9999,0.9668,0.9345,0.7173,0.6147,0.3503,0.1272,0.0635,0.0556,0.0
IL27RA,0.9999,1.2608,0.9479,0.9779,0.7605,0.527,0.4313,0.6383,0.4096,0.0
IL2RG,0.9999,1.0388,1.117,0.747,0.5466,0.3859,0.2641,0.2328,0.1666,0.0
IL6R,0.9999,1.0728,1.0593,0.841,0.6548,0.4995,0.479,0.4208,0.3923,0.0
INSR,0.9999,0.7465,0.3001,0.1442,0.0947,0.0853,0.0808,0.0793,0.0948,0.0
IQGAP1,0.9999,1.3432,1.2236,0.7415,0.1965,0.2372,0.1989,0.1264,0.0822,0.0
ITFG1,0.9999,1.2479,1.3977,1.2412,1.1,0.8453,0.6187,0.7428,0.9321,0.0
ITFG3,0.9999,1.1273,1.0209,0.9605,0.9099,0.844,0.7507,0.5995,0.358,0.0
ITGA3,0.9999,1.2401,1.1596,0.7442,0.9355,0.8326,0.6836,0.7139,0.5371,0.0
ITGA4,0.9999,1.0563,1.0271,0.866,0.7377,0.4752,0.3679,0.3091,0.2423,0.0
ITGA5,0.9999,1.0338,1.0076,0.8739,0.854,0.8004,0.6982,0.5637,0.4605,0.0
ITGA6,0.9999,1.0616,0.9925,0.7994,0.72,0.5536,0.4816,0.3599,0.2828,0.0
ITGAL,0.9999,1.0714,1.0203,0.914,0.8423,0.7206,0.6008,0.4181,0.3105,0.0
ITGAM,0.9999,1.1021,1.0925,0.9184,0.9329,0.8039,0.7933,0.4593,0.3958,0.0
ITGAV,0.9999,0.9934,1.0763,0.74,0.7385,0.5838,0.5107,0.377,0.4322,0.0
ITGAX,0.9999,1.1227,1.0437,0.8793,0.8749,0.6515,0.5363,0.4052,0.3145,0.0
ITGB1,0.9999,1.007,0.9876,0.9094,0.896,0.8115,0.8142,0.771,0.6117,0.0
ITGB2,0.9999,1.0102,1.0424,0.8699,0.8155,0.7333,0.7161,0.6328,0.5978,0.0
ITGB5,0.9999,0.879,1.3056,0.5497,0.5122,0.464,0.3543,0.6526,0.4829,0.0
ITIH2,0.9999,1.2578,1.1553,1.0635,1.0055,0.91,0.9166,0.8332,0.7611,0.0
ITM2B,0.9999,1.0546,1.0206,0.6953,0.5494,0.4777,0.4504,0.2865,0.177,0.0
JAG1,0.9999,0.9887,0.9538,0.742,0.7751,0.5209,0.4967,0.2478,0.2274,0.0
JTB,0.9999,1.2247,1.2463,1.2299,1.292,1.2348,1.519,2.1091,3.5191,0.0
KCNAB2,0.9998,1.0021,1.2169,1.2493,0.9684,1.1616,1.2181,0.8622,0.5965,0.0
KCNN4,0.9999,1.1667,1.2978,0.8948,1.185,1.1656,1.2753,0.9191,0.8726,0.0
KIAA1797,0.9999,1.411,1.7544,1.3575,0.8115,0.1986,0.0885,0.1892,0.182,0.0
KTN1,0.9999,1.1955,0.9972,0.3929,0.2014,0.1024,0.0732,0.1684,0.1303,0.0
LAMP1,0.9999,1.6303,1.6577,1.7324,1.7417,1.4204,1.3867,1.6436,2.0926,0.0
LAMP2,0.9999,1.6932,1.7275,1.7094,1.7895,1.5485,1.7319,1.5731,1.9463,0.0
LAT2,0.9999,1.0576,1.1372,0.706,0.6596,0.6875,0.9764,0.8548,0.809,0.0
LCP1,0.9999,1.2809,1.3359,1.3371,1.236,0.7834,0.4525,0.2745,0.2431,0.0
LDLR,0.9999,0.9287,1.1681,1.0792,0.9522,0.8209,0.8193,0.622,0.9418,0.0
LGALS1,0.9999,1.1944,1.3037,1.2421,1.277,1.1616,0.885,0.4241,0.3202,0.0
LMAN2,0.9999,1.0862,1.0635,0.7694,0.473,0.276,0.1845,0.1683,0.1643,0.0
LNPEP,0.9999,1.2262,1.407,1.3147,1.2992,1.1277,1.143,1.5594,2.5137,0.0
LPXN,0.9999,1.5036,0.9533,0.2093,0.1142,0.0885,0.1072,0.2084,0.0894,0.0
LRG1,0.9998,1.6487,1.9145,1.1582,1.0142,0.8461,0.2323,1.1256,1.4233,0.0
LRP8,0.9999,1.1692,1.4427,0.9999,1.1247,0.8678,0.872,0.8515,1.0495,0.0
LRPAP1,0.9999,1.1453,1.1831,1.054,1.0124,0.8901,0.7278,0.9887,0.9678,0.0
LRRC4B,0.9999,0.9168,0.7908,0.6795,0.5872,0.4209,0.2953,0.2297,0.201,0.0
LRRC8C,0.9999,1.2055,1.0996,0.6632,0.4754,0.2069,0.1079,0.0382,0.0169,0.0
LRRC8D,0.9999,1.0949,1.0067,0.8521,0.621,0.2966,0.1152,0.1392,0.2624,0.0
LTBR,0.9999,1.0462,0.9827,0.7627,0.7505,0.5233,0.5512,0.5129,0.5421,0.0
LYN,0.9999,1.089,1.0889,0.3737,0.2533,0.2371,0.1922,0.1395,0.1233,0.0
M11S1,0.9999,1.0917,1.2363,0.8134,0.7423,0.4875,0.2595,0.383,0.1968,0.0
M6PR,0.9999,1.4722,1.586,1.9053,2.0061,1.8819,2.2014,3.2613,6.0869,0.0
MACF1,0.9999,1.1429,0.9918,0.3429,0.2606,0.1721,0.1647,0.3087,0.3293,0.0
MAGT1,0.9999,1.0446,1.0395,0.7883,0.4609,0.2312,0.2185,0.2203,0.2324,0.0
MAN2B2,0.9999,1.0539,1.041,0.8812,0.3623,0.1721,0.1126,0.2022,0.0642,0.0
MAP4,0.9999,1.1369,1.2419,1.1096,1.1332,1.0252,1.0544,0.7013,0.4076,0.0
MDH2,0.9999,1.1602,1.1753,1.1367,1.0307,0.9372,0.562,0.3027,0.044,0.0
MERTK,0.9999,0.9733,0.7278,0.337,0.2566,0.2006,0.1965,0.1595,0.1863,0.0
MESDC2,0.9999,1.3476,1.2671,1.1094,0.9851,0.8384,0.7924,0.6919,0.5151,0.0
MFGE8,0.9999,1.1059,1.0845,1.001,1.0047,0.8741,0.8177,0.4587,0.3407,0.0
MFI2,0.9999,1.0477,0.9896,0.891,0.8651,0.5836,0.4684,0.4896,0.3888,0.0
