Accession,T37.0,T44.0,T47.6,T50.5,T53.4,T56.5,T59.1,T62.2,T65.6,RSD
PVRL1,0.9999,1.0473,0.9736,0.8658,0.7619,0.6721,0.6143,0.526,0.3997,0.0
PVRL2,0.9999,1.0683,1.0357,0.963,0.926,0.7015,0.6026,0.4159,0.3076,0.0
PYGL,0.9999,1.4461,1.5483,1.0392,0.9893,0.828,0.8834,0.1759,0.0959,0.0
PZP,0.9999,1.2825,1.548,0.3436,0.2849,0.3333,0.2678,0.1187,0.205,0.0
Q9UDG2_HUMAN,0.9999,1.2864,1.2646,1.2448,0.9791,0.7324,0.6876,0.3647,0.2187,0.0
QSOX2,0.9999,1.1021,1.1787,0.8876,0.6344,0.3195,0.1952,0.1741,0.205,0.0
RAB14,0.9999,1.1093,1.222,0.8821,0.7441,0.6894,0.9813,1.664,2.0929,0.0
RAB27A,0.9999,1.0807,1.2207,0.8914,0.7742,0.6079,0.7354,0.3219,0.1901,0.0
RAB33A,0.9999,1.2194,1.3409,0.8657,0.9653,0.8345,1.0208,0.7914,0.4508,0.0
RAB35,0.9999,1.2114,1.3229,0.7128,0.7108,0.7532,1.2481,1.6966,0.4506,0.0
RAB5A,0.9999,1.2649,1.393,0.8089,0.8314,0.7605,1.1169,1.1777,0.3922,0.0
RAB5B,0.9999,0.9708,1.1295,0.7529,0.6749,0.5352,0.9474,0.949,0.8287,0.0
RAB5C,0.9999,1.1185,1.174,0.9105,0.7459,0.6211,0.9457,1.1041,0.9917,0.0
RAB6A,0.9999,1.2045,1.1124,0.4935,0.3801,0.352,0.5383,1.1235,1.4715,0.0
RAB8A,0.9999,1.293,1.3248,0.7213,0.6293,0.6122,0.863,0.9607,0.69,0.0
RAB8B,0.9999,1.3569,1.3038,1.0369,0.8832,0.7393,1.2351,1.858,1.4194,0.0
RAC1,0.9999,1.0885,1.1544,0.8341,1.0013,1.4328,2.4555,1.3036,0.5981,0.0
RAC2,0.9999,1.1094,1.175,0.8565,0.7937,0.3318,0.1981,0.1361,0.1038,0.0
RAET1G,0.9999,0.9783,0.9879,1.0054,0.921,0.7176,0.653,0.3683,0.2461,0.0
RALB,0.9999,0.8491,1.4165,0.6347,0.5133,0.4178,0.6445,0.8811,0.6063,0.0
RALGPS2,0.9999,0.8721,0.8653,0.923,0.8665,0.7995,0.862,0.5488,0.3101,0.0
RAP1A,0.9999,1.2226,1.3129,0.7546,0.6413,0.713,1.1436,1.7568,0.6898,0.0
RAP1B,0.9999,1.2501,1.4927,1.1474,1.1231,1.0914,1.4365,2.7105,1.6123,0.0
RAP2C,0.9999,1.4977,0.5274,0.802,1.0077,1.1795,1.5742,1.9133,1.6244,0.0
RCC2,0.9999,1.2786,1.2485,0.7232,0.388,0.1481,0.1366,0.1132,0.1016,0.0
RECK,0.9999,1.0265,1.0054,0.8582,0.8084,0.7445,0.7636,0.4465,0.2658,0.0
RELL1,0.9999,0.9484,0.8773,0.6938,0.6932,0.9645,0.9687,0.6576,0.3325,0.0
RER1,0.9999,1.0743,1.0881,0.9393,0.7981,0.6015,0.6426,0.6321,0.6734,0.0
RHBDF2,0.9999,1.143,1.0669,0.85,0.6718,0.4591,0.4568,0.2208,0.1504,0.0
RHOA,0.9999,1.2167,1.3008,0.9341,1.0711,1.0317,1.6148,2.7429,1.7557,0.0
RHOG,0.9999,1.1518,1.4065,1.0538,1.0661,0.8484,1.2998,0.4933,0.2713,0.0
RHOT2,0.9999,1.1734,1.2344,0.5909,0.3039,0.1427,0.0994,0.1186,0.0702,0.0
RNASET2,0.9999,1.182,1.1529,0.9314,0.9457,0.7784,0.8059,0.4444,0.3073,0.0
RNF149,0.9999,1.0929,0.9703,0.6799,0.6037,0.3366,0.332,0.2754,0.2352,0.0
RNPEP,0.9999,1.6119,1.2303,0.1792,0.1187,0.0817,0.0689,0.0566,0.038,0.0
ROCK1,0.9999,1.0747,1.0888,0.3139,0.2405,0.1787,0.1416,0.1764,0.1103,0.0
RP2,0.9999,0.9534,0.836,0.8709,0.4908,0.2977,0.2703,0.2241,0.1008,0.0
RPS27A,0.9999,1.1372,1.0183,0.5907,0.5154,0.4871,0.6431,0.6286,0.7489,0.0
RTN4,0.9999,0.9994,1.0585,1.0796,1.0011,0.8345,0.9934,1.0974,0.8364,0.0
RTN4R,0.9999,1.0756,1.1022,0.8749,0.7964,0.6547,0.6711,0.5252,0.3953,0.0
RTN4RL2,0.9999,1.0608,1.0922,0.9075,0.7831,0.7061,0.6839,0.4445,0.2786,0.0
S100A4,0.9999,1.1788,1.3082,1.1809,0.9355,0.6063,0.5755,0.2824,0.2105,0.0
S100A6,0.9999,1.1452,1.1197,0.9863,0.9978,0.8247,0.7339,0.3008,0.1294,0.0
SCARB1,0.9999,1.0689,0.9878,1.0993,0.9831,0.8687,0.9623,0.6394,0.5849,0.0
SCPEP1,0.9999,1.2498,1.363,0.9642,0.8879,0.7381,0.8944,0.7627,0.5655,0.0
SDK1,0.9999,1.0355,0.9217,0.6073,0.4904,0.3433,0.3231,0.2641,0.2086,0.0
SELPLG,0.9999,0.963,0.9343,0.878,0.918,0.7318,0.7189,0.4446,0.2506,0.0
SEMA4A,0.9999,1.0742,1.0384,0.8963,0.802,0.5521,0.4728,0.3229,0.2139,0.0
SEMA4D,0.9999,1.0164,0.9254,0.8547,0.8277,0.739,0.6631,0.4196,0.2125,0.0
SEPHS1,0.9999,1.0577,1.2207,0.6227,0.4976,0.5165,0.8095,1.5581,1.7362,0.0
SERBP1,0.9999,1.3084,1.6531,1.0768,1.4736,1.5256,0.9359,0.6332,0.2048,0.0
SERINC1,0.9999,0.883,1.213,1.2604,1.2433,1.1025,1.2717,1.5487,2.8257,0.0
SERINC3,0.9999,1.0549,1.1053,0.9632,0.8847,0.8259,0.8874,0.9104,0.9627,0.0
SERPINB2,0.9999,1.2372,1.2757,0.8764,0.9486,0.8302,0.4823,0.2079,0.1432,0.0
SEZ6L2,0.9999,1.1408,1.3482,1.2202,1.1079,0.6049,0.8216,1.292,1.9481,0.0
SIGLEC6,0.9999,1.0289,0.9731,0.6118,0.5555,0.5,0.4577,0.3547,0.2316,0.0
SIGLEC7,0.9999,0.9111,0.9017,0.8986,0.8917,0.8116,0.7944,0.5711,0.4072,0.0
SIRPA,0.9999,1.0314,0.9751,0.8957,0.9094,0.8417,0.823,0.7467,0.6794,0.0
SLC12A2,0.9999,0.9983,0.9673,0.869,0.6856,0.2378,0.0848,0.0229,0.0367,0.0
SLC12A6,0.9999,0.9598,1.0027,0.8525,0.5276,0.2381,0.1333,0.1165,0.1136,0.0
SLC12A9,0.9999,0.9839,0.8776,0.5058,0.4678,0.5336,0.1494,0.3757,0.01,0.0
SLC15A4,0.9999,1.8951,1.9374,0.8635,0.7505,0.5682,0.9486,1.4064,2.6546,0.0
SLC16A1,0.9999,0.9626,1.0823,0.9271,1.047,1.2269,2.399,2.8587,2.5297,0.0
SLC16A3,0.9999,1.0135,0.9884,0.9652,0.9945,0.9561,1.4487,1.4305,1.0863,0.0
SLC17A5,0.9999,1.3935,1.4705,1.3985,1.3765,1.2544,1.6987,2.633,5.0508,0.0
SLC19A1,0.9999,1.371,1.273,1.0785,1.2109,1.4858,1.5463,1.0845,1.0293,0.0
SLC1A3,0.9999,0.9906,1.096,0.7842,0.6257,0.4711,0.4808,0.1904,0.3544,0.0
SLC1A4,0.9999,1.0803,1.0629,0.9756,0.9655,0.8589,0.9192,0.8059,0.5479,0.0
SLC1A5,0.9999,1.0355,1.0089,0.95,0.8797,0.8106,0.8723,0.7327,0.4709,0.0
SLC20A2,0.9999,0.8106,0.9254,0.842,0.776,0.6553,0.6022,0.4632,0.4741,0.0
SLC22A18,0.9999,1.3485,1.2503,1.4449,1.2167,0.8665,0.446,0.0226,0.0424,0.0
SLC23A2,0.9999,0.8221,0.9531,0.8966,0.8633,0.8742,0.9447,0.7351,0.4164,0.0
SLC25A11,0.9999,1.074,1.2566,0.9282,0.9819,1.0375,1.1305,0.7873,0.5783,0.0
SLC25A13,0.9999,1.3538,1.5175,0.9558,0.8235,0.7982,0.8173,0.6708,0.4232,0.0
SLC25A3,0.9999,1.1223,1.2301,0.9989,1.0444,1.1046,1.1936,1.1141,1.0456,0.0
SLC25A5,0.9999,1.2371,1.3412,1.1405,1.2994,1.451,1.5772,1.0117,0.7847,0.0
SLC26A2,0.9999,1.0143,0.9653,0.6247,0.152,0.0982,0.0772,0.0603,0.0693,0.0
SLC26A6,0.9999,1.144,1.1485,0.9818,0.9727,1.2596,0.8955,0.2356,0.1438,0.0
SLC29A1,0.9999,1.1098,1.0984,0.9687,0.9629,0.8977,0.9979,0.8731,0.6137,0.0
SLC2A1,0.9999,1.0841,1.1301,0.9904,0.9431,1.075,1.1888,1.0936,1.2214,0.0
SLC2A3,0.9999,1.0676,1.1096,0.854,0.8089,0.714,0.8147,0.9503,1.0882,0.0
SLC2A5,0.9999,1.1108,1.0881,1.0348,0.9597,0.9317,1.049,0.9463,0.8248,0.0
SLC2A9,0.9999,1.1167,1.1997,0.8938,0.8477,0.87,0.8793,0.8145,0.5524,0.0
SLC30A1,0.9999,0.9929,0.9171,0.8024,0.7623,0.8069,0.8201,0.6194,0.2583,0.0
SLC31A1,0.9999,1.1177,1.0085,1.0293,0.9838,0.8807,0.9076,0.5955,0.3812,0.0
SLC38A1,0.9999,0.9964,1.0233,1.0362,0.8948,0.7949,0.7669,0.7926,0.4838,0.0
SLC38A2,0.9999,0.9787,1.0165,1.2319,1.0447,0.9816,1.0623,0.9231,1.0798,0.0
SLC39A14,0.9999,1.0935,1.0483,1.0068,0.9742,0.8196,0.813,0.6019,0.3772,0.0
SLC39A6,0.9999,0.9594,0.9917,0.9555,0.8735,0.8059,0.7392,0.3827,0.2662,0.0
SLC43A1,0.9999,1.2586,1.2369,0.9669,0.882,0.8596,0.8914,0.7128,0.1223,0.0
SLC44A1,0.9999,1.13,1.1007,1.0547,1.0235,0.9551,1.0073,0.7169,0.6172,0.0
SLC44A2,0.9999,1.0465,0.9902,0.9276,0.8883,0.815,0.8387,0.6729,0.5048,0.0
SLC4A2,0.9999,1.088,1.078,0.8656,0.6168,0.3217,0.157,0.086,0.0917,0.0
SLC4A7,0.9999,1.1051,1.0025,0.7349,0.5492,0.2788,0.0988,0.077,0.0695,0.0
SLC5A3,0.9999,1.1007,1.1512,1.0086,0.9791,1.0138,1.0466,0.9609,0.5773,0.0
SLC5A6,0.9999,0.9689,0.9607,0.9251,0.8575,0.7233,0.5772,0.3102,0.1566,0.0
SLC6A6,0.9999,0.9344,0.9798,0.9238,0.8239,0.666,0.6586,0.5246,0.2925,0.0
SLC7A1,0.9999,1.048,1.0208,0.9344,0.9064,0.8221,0.7514,0.5025,0.288,0.0
SLC7A5,0.9999,1.0842,1.0755,1.0531,1.0075,0.9157,0.8532,0.5349,0.3044,0.0
SLC7A6,0.9999,1.0096,1.0381,1.0148,0.965,0.8795,0.9245,0.7142,0.4589,0.0
SLC9A1,0.9999,0.9706,0.8768,0.8045,0.7491,0.5303,0.404,0.1083,0.0673,0.0
SLC9A3R1,0.9999,0.9482,1.2114,0.6735,0.4449,0.3657,0.476,0.5606,0.2917,0.0
SLC9A6,0.9999,1.047,1.1431,1.3877,1.1234,1.2159,1.5488,1.5189,2.0511,0.0
SLCO4A1,0.9999,1.1347,1.1187,1.0452,0.79,0.7821,0.7861,0.5414,0.442,0.0
SNAP23,0.9999,1.1842,1.4338,1.2576,1.4474,1.6166,3.6163,3.6292,2.5327,0.0
SNX8,0.9999,0.6985,0.9928,0.6727,0.6976,0.653,0.4931,0.1138,0.0926,0.0
SORL1,0.9999,1.126,1.2487,1.1266,0.9771,0.7107,0.6473,0.4928,0.4594,0.0
SPG20,0.9999,1.15,0.9226,0.2752,0.1467,0.1054,0.1087,0.127,0.101,0.0
SPINT1,0.9999,1.0553,1.0586,0.9541,0.8642,0.6395,0.6047,0.4434,0.3098,0.0
SPN,0.9999,1.2239,1.409,1.0251,0.9827,1.4363,1.4232,1.3635,1.1372,0.0
SPPL2B,0.9999,0.8581,0.947,0.7284,0.6259,0.6153,0.54,0.5844,0.5293,0.0
SPTBN1,0.9999,1.1817,1.0789,0.682,0.2546,0.2179,0.1189,0.0798,0.1322,0.0
SRP72,0.9999,1.0109,0.98,0.2495,0.1935,0.1183,0.0938,0.0976,0.0931,0.0
STEAP3,0.9999,0.9516,1.278,1.0258,0.7096,0.1752,0.1788,0.171,0.1411,0.0
STOM,0.9999,1.0433,1.1353,0.9672,0.9312,0.8076,0.8673,0.9547,0.799,0.0
STOML2,0.9999,0.9486,1.1731,0.9627,0.8186,0.6411,0.7508,0.6934,0.5569,0.0
STXBP3,0.9999,1.2059,1.125,0.3899,0.2809,0.2281,0.2082,0.124,0.0835,0.0
SUCLG2,0.9999,1.2179,1.1315,0.57,0.1726,0.022,0.0884,0.1002,0.1327,0.0
SUCNR1,0.9999,1.092,1.1682,0.8797,0.9114,0.7307,0.78,0.7977,1.0644,0.0
SYPL1,0.9999,1.1015,1.422,1.2277,1.2329,1.1548,1.3672,1.5747,2.2569,0.0
TAGLN2,0.9999,1.1805,1.2011,0.595,0.3366,0.2435,0.2493,0.1824,0.1535,0.0
TBCD,0.9999,0.6815,0.4111,0.4767,0.2169,0.1594,0.1908,0.1295,0.1927,0.0
TESC,0.9999,1.349,1.378,0.8677,0.7647,0.353,0.4432,0.1756,0.1107,0.0
TFRC,0.9999,0.9916,1.1534,1.2738,1.1375,1.0285,1.275,1.3747,1.199,0.0
TGFB1,0.9999,1.0786,1.307,0.9155,0.762,0.5865,0.5959,0.4958,0.4328,0.0
TGFBR1,0.9999,1.0649,0.9486,0.3301,0.0723,0.0443,0.0513,0.0417,0.0343,0.0
TGOLN2,0.9999,1.147,1.183,1.2913,1.1934,1.1632,1.469,1.9731,2.9586,0.0
THEM4,0.9999,0.8756,1.1039,0.822,0.598,0.4387,0.2675,0.1068,0.1251,0.0
TLN1,0.9999,1.3197,1.4312,0.3333,0.169,0.1043,0.1001,0.1534,0.167,0.0
TLR2,0.9999,1.0008,1.0433,0.904,0.7451,0.4839,0.2914,0.1051,0.0949,0.0
TMED1,0.9999,1.1817,1.1692,1.0843,0.8774,0.5242,0.4096,0.319,0.3118,0.0
TMED10,0.9999,1.1701,1.1901,1.0071,0.8512,0.4755,0.4164,0.3304,0.3458,0.0
TMEM206,0.9999,0.9061,1.0594,1.0694,1.0203,0.7168,0.6681,0.4925,0.4535,0.0
TMEM219,0.9999,1.0051,1.2038,1.1076,1.1245,0.9205,1.0858,1.1936,1.4224,0.0
TMEM30A,0.9999,0.9349,0.9021,1.0125,0.8521,0.6341,0.32,0.1986,0.2068,0.0
TMEM33,0.9999,0.9422,0.9777,0.5666,0.5764,0.4001,0.3501,0.283,0.1642,0.0
TNFRSF10B,0.9999,1.0462,0.946,0.8966,0.7341,0.544,0.4652,0.4152,0.4109,0.0
TNFRSF14,0.9999,0.9883,0.9198,0.9176,0.8456,0.7024,0.7132,0.5501,0.6202,0.0
TPBG,0.9999,1.156,1.2724,0.9676,0.894,0.7794,0.6614,0.6533,0.5236,0.0
TPCN1,0.9999,1.1629,1.4786,1.1881,1.1184,1.0671,1.1574,0.7089,0.2253,0.0
TRPV2,0.9999,1.128,1.1774,1.0075,0.8242,0.3978,0.1575,0.1096,0.1272,0.0
TSPAN14,0.9999,1.1136,1.0814,0.9632,0.9457,0.817,0.653,0.396,0.3192,0.0
TSPAN2,0.9999,1.1494,1.0269,1.0158,0.9105,0.9096,0.9383,0.8467,0.6819,0.0
TSPAN3,0.9999,1.4428,1.4219,1.2016,1.2537,0.9376,1.6571,1.9867,4.0779,0.0
TSPAN31,0.9999,1.3973,1.5452,0.9419,0.8974,0.7376,0.8753,2.2058,3.2126,0.0
TUBB2C,0.9999,1.3361,1.4166,0.9186,0.8466,0.7044,0.4664,0.0895,0.0437,0.0
TXNDC10,0.9999,1.1283,1.2212,0.853,0.508,0.2237,0.1968,0.0816,0.1424,0.0
TXNDC13,0.9999,1.0509,1.504,0.6933,0.3788,0.3845,0.1478,0.1813,0.2082,0.0
TXNDC14,0.9999,1.223,1.372,0.8844,0.7759,0.3748,0.1401,0.0983,0.0514,0.0
TXNDC4,0.9999,1.1277,1.0566,0.8087,0.6561,0.4724,0.4308,0.3449,0.2499,0.0
TYROBP,0.9999,1.1839,1.1132,0.9135,0.872,0.9084,0.823,1.8923,0.9719,0.0
VAMP7,0.9999,1.1512,1.2355,0.3582,0.3898,0.1726,0.2159,0.0178,0.0302,0.0
VAMP8,0.9999,1.2575,1.6402,1.0163,0.9477,0.9223,2.0753,4.0882,6.1531,0.0
VAPA,0.9999,1.0827,1.2181,0.9128,0.7698,0.5993,0.4426,0.4256,0.5944,0.0
VDAC1,0.9999,1.2832,1.2993,0.8122,0.8345,0.7035,0.913,1.4969,2.6384,0.0
VIM,0.9999,0.8805,1.0381,0.8424,0.5306,0.3724,0.3428,0.1877,0.1691,0.0
VLDLR,0.9999,1.1378,1.2121,1.1866,1.0422,0.8166,0.7822,0.6725,0.7239,0.0
VPS13C,0.9999,1.2659,1.3822,0.9781,0.6658,0.2813,0.2073,0.1959,0.2207,0.0
VTN,0.9999,1.2755,1.3569,1.402,1.1622,0.9227,0.7342,0.6323,0.4794,0.0
XK,0.9999,1.0658,1.0685,1.0398,0.9176,0.8541,0.7825,0.579,0.3379,0.0
XRCC5,0.9999,1.2341,0.6498,0.2749,0.255,0.1029,0.0366,0.0719,0.0483,0.0
YIPF3,0.9999,1.097,1.1026,1.1347,1.1201,1.0805,1.3283,1.3765,1.1077,0.0
