Accession,T37.0,T44.0,T47.6,T50.5,T53.4,T56.5,T59.1,T62.2,T65.6,RSD
CD4,0.9999,1.239,1.2866,1.0027,0.8932,0.7135,0.6787,0.6398,0.4989,0.0
CD44,0.9999,1.053,1.0159,0.8855,0.9152,0.8987,0.8884,0.6921,0.5397,0.0
CD46,0.9999,1.2197,1.3621,1.1287,1.1738,1.6587,1.5625,1.7885,1.3097,0.0
CD47,0.9999,1.1258,1.0867,0.9639,0.9824,0.9478,0.9693,1.0555,1.0483,0.0
CD48,0.9999,1.1287,1.0417,0.9141,0.9841,0.8072,0.818,0.4746,0.5049,0.0
CD55,0.9999,1.0657,1.154,0.9862,1.2054,1.2089,1.4062,1.5665,2.6628,0.0
CD63,0.9999,1.1662,1.3806,1.1106,1.2239,1.04,1.0728,1.7635,4.996,0.0
CD69,0.9999,1.1152,1.0714,0.9416,0.9896,0.8995,0.8193,0.6208,0.5584,0.0
CD70,0.9999,1.2447,1.0904,0.9708,0.863,0.7478,0.8112,0.6789,0.5527,0.0
CD74,0.9999,1.039,1.0802,0.9976,0.752,0.5636,0.5352,0.3476,0.605,0.0
CD82,0.9999,1.1602,0.9512,1.0292,1.177,1.2133,1.3806,0.6439,1.3722,0.0
CD84,0.9999,1.0035,0.9803,0.6583,0.5998,0.3615,0.2092,0.2187,0.1674,0.0
CD93,0.9999,1.1317,1.0568,0.8462,0.821,0.7074,0.5791,0.3858,0.2676,0.0
CD97,0.9999,1.0587,1.0648,0.8862,0.8686,0.8491,0.819,0.6938,0.5364,0.0
CD99,0.9999,1.178,1.0861,0.9216,1.026,0.975,1.1235,0.9685,0.8829,0.0
CD99L2,0.9999,1.1707,0.8153,0.9059,0.9522,0.8952,0.9512,0.0206,0.2279,0.0
CDC42,0.9999,0.9739,1.1098,1.1587,1.2058,1.4456,2.062,2.7577,2.2643,0.0
CDK5,0.9999,0.8848,1.0726,0.3305,0.1692,0.0587,0.093,0.0844,0.1397,0.0
CECR1,0.9999,1.2874,1.5297,1.2869,1.2686,1.1009,1.22,1.4598,3.2674,0.0
CHID1,0.9999,0.7275,0.6205,1.6131,0.9209,0.6239,0.428,0.2858,0.3605,0.0
CKAP4,0.9999,0.895,1.0473,0.784,0.4819,0.3696,0.316,0.3438,0.4043,0.0
CLDND1,0.9999,1.1306,1.0979,0.9401,0.8987,0.8053,0.7338,0.5691,0.5039,0.0
CLEC12A,0.9999,1.086,1.1291,0.9033,0.8513,0.6487,0.5558,0.4986,0.4063,0.0
CLEC2A,0.9999,1.0892,1.1205,0.9599,0.9935,0.8777,0.8972,0.6886,0.6166,0.0
CLEC2B,0.9999,1.0604,1.02,0.8253,0.8332,0.7778,0.7701,0.6817,0.8417,0.0
CLEC5A,0.9999,1.0895,1.1406,0.9564,1.037,0.9,0.9434,0.6854,0.5152,0.0
CLIC1,0.9999,0.9344,1.2257,0.9662,0.3401,0.1015,0.053,0.0583,0.07,0.0
CLN3,0.9999,1.1691,1.015,1.3838,1.2768,1.1334,1.2474,0.6642,1.8343,0.0
CLNS1A,0.9999,1.0117,1.0843,0.8674,0.5945,0.2176,0.1477,0.1095,0.1285,0.0
CLPTM1,0.9999,0.9896,1.1353,0.8588,0.4704,0.3342,0.249,0.1557,0.1468,0.0
CLTC,0.9999,1.2046,1.4539,0.795,0.1235,0.0885,0.0666,0.0854,0.0836,0.0
CLU,0.9999,1.0887,1.1397,0.8037,0.5627,0.4766,0.4269,0.3289,0.3345,0.0
CNNM2,0.9999,1.4526,1.3232,0.8931,0.3102,0.0839,0.0889,0.1558,0.3538,0.0
CNNM3,0.9999,1.2787,1.2257,0.7197,0.2739,0.0496,0.0305,0.1936,0.1746,0.0
CNNM4,0.9999,1.1369,0.9539,0.4778,0.0629,0.0472,0.0377,0.0899,0.1462,0.0
CNP,0.9999,0.814,0.8724,0.7304,0.2971,0.239,0.1844,0.2755,0.2545,0.0
CNTNAP2,0.9999,1.0812,0.9847,0.9237,0.9164,0.8285,0.8352,0.5743,0.7304,0.0
COL1A2,0.9999,1.2557,1.7291,1.1079,1.1184,0.8878,0.9714,1.3591,1.4982,0.0
COPB1,0.9999,1.0604,1.1588,0.7269,0.2397,0.1341,0.14,0.125,0.1118,0.0
CORO1A,0.9999,0.9291,0.9047,0.2955,0.1533,0.1212,0.0557,0.0894,0.2336,0.0
CPD,0.9999,1.07,1.0248,0.8352,0.6136,0.4149,0.3067,0.2731,0.3176,0.0
CPM,0.9999,1.0677,1.0177,0.8755,0.8045,0.5931,0.495,0.3734,0.2963,0.0
CPNE1,0.9999,1.0867,1.137,0.7145,0.1356,0.0399,0.0677,0.0854,0.0526,0.0
CPVL,0.9999,1.3046,1.5048,1.724,0.976,1.1391,0.8915,0.9681,0.5805,0.0
CRELD2,0.9999,1.0924,1.1008,1.1661,1.0879,0.9528,1.0097,0.8808,0.9952,0.0
CS,0.9999,0.9882,0.9889,0.828,0.4434,0.174,0.0545,0.0928,0.115,0.0
CSF2RA,0.9999,1.0209,0.9708,0.8097,0.612,0.4436,0.371,0.3166,0.2658,0.0
CST3,0.9999,1.057,1.1365,1.1913,1.1599,0.9656,0.9232,0.6775,0.9308,0.0
CST7,0.9999,1.0349,1.1377,1.0931,1.0591,0.9312,1.008,0.9491,2.0294,0.0
CTSB,0.9999,1.1391,1.2843,1.4798,1.2818,0.6984,0.7397,0.6749,1.3489,0.0
CTSG,0.9999,1.126,1.4132,1.0443,0.9331,0.7037,0.5832,0.3971,0.3852,0.0
CTSZ,0.9999,1.0602,1.1694,0.888,0.7577,0.6861,0.4824,0.5466,4.1893,0.0
CUTA,0.9999,0.9693,1.1133,0.9944,0.9131,0.7701,0.7449,0.9895,0.9289,0.0
CXCR4,0.9999,1.0707,1.1325,0.7099,0.8202,0.8176,0.6293,0.5592,0.4806,0.0
CYBB,0.9999,0.8836,0.8849,0.7479,0.675,0.6125,0.4755,0.2563,0.2843,0.0
CYBRD1,0.9999,1.0148,1.1477,0.9623,1.1666,1.0724,1.0119,0.7055,0.4154,0.0
DAG1,0.9999,1.0737,0.855,0.8794,0.8519,0.8208,0.8075,0.6235,0.4089,0.0
DCI,0.9999,0.9472,1.1632,0.97,0.8201,0.8142,0.8414,1.3623,1.1613,0.0
DCXR,0.9999,0.9645,1.0567,0.8707,0.7359,0.5622,0.4264,0.221,0.1173,0.0
DJ-1,0.9999,1.0253,1.0981,1.2416,1.139,0.9259,0.6694,0.2686,0.1637,0.0
DLL1,0.9999,1.223,1.2134,0.9505,0.8724,0.6494,0.4759,0.3483,0.2827,0.0
DLST,0.9999,1.085,1.2055,1.0131,0.873,0.918,1.1541,1.6772,2.3085,0.0
DNAJA1,0.9999,0.8523,0.8714,0.6957,0.6366,0.3885,0.1409,0.0526,0.0418,0.0
DNAJC13,0.9999,1.255,1.3973,0.6048,0.335,0.283,0.204,0.2332,0.1823,0.0
DOPEY2,0.9999,1.2598,1.078,0.7232,0.4322,0.1742,0.0898,0.1559,0.1751,0.0
DSTN,0.9999,1.0327,1.0955,0.7018,0.483,0.2866,0.1673,0.1288,0.1315,0.0
DYNC1LI1,0.9999,1.1068,1.0719,0.6313,0.2265,0.0973,0.0751,0.0552,0.0699,0.0
ECE1,0.9999,0.9967,1.1642,1.0114,0.8978,0.7782,0.7827,0.5741,0.5907,0.0
EDEM2,0.9999,1.193,1.3125,0.9528,0.6291,0.4431,0.3231,0.1509,0.1156,0.0
EEF2,0.9999,0.9839,1.2152,1.0378,0.8994,0.6766,0.3998,0.115,0.1224,0.0
EFHD2,0.9999,1.0015,1.051,0.8099,0.4464,0.1392,0.1287,0.3136,0.297,0.0
EFNB1,0.9999,1.0603,0.9911,0.7215,0.6186,0.4173,0.3666,0.2605,0.2669,0.0
EIF5,0.9999,1.3033,1.6584,0.6494,0.1776,0.1224,0.2062,0.01,0.0879,0.0
ELA2,0.9999,1.1551,1.1946,0.9886,0.7235,0.6448,0.4885,0.4085,0.5144,0.0
ELMO1,0.9999,0.9925,0.9914,0.1167,0.0099,0.0207,0.0297,0.033,0.0699,0.0
EMB,0.9999,1.102,1.045,0.9245,0.947,0.9773,0.9877,0.8804,0.7354,0.0
EMP2,0.9999,1.0696,0.9883,0.9623,1.025,1.0282,1.1006,0.6388,0.9591,0.0
EMP3,0.9999,1.1465,1.2503,1.0823,1.2157,1.0849,1.146,0.7957,1.3679,0.0
EMR2,0.9999,1.1695,1.2485,1.02,0.9722,0.9079,0.8354,0.6186,0.284,0.0
ENG,0.9999,1.1016,1.1067,0.8214,0.8149,0.7212,0.6703,0.4525,0.4516,0.0
ENO1,0.9999,0.8181,0.9283,1.1528,0.9454,0.7656,0.9201,0.2966,0.1121,0.0
ENTPD1,0.9999,1.0594,1.1412,0.9019,0.8108,0.6915,0.5817,0.3562,0.3989,0.0
ENTPD6,0.9999,1.0052,1.1705,0.6322,0.5357,0.1578,0.1479,0.1637,0.2802,0.0
EPHB4,0.9999,1.0432,0.3794,0.1335,0.1042,0.0914,0.0825,0.0734,0.0992,0.0
ERLIN2,0.9999,1.0016,1.1213,0.5618,0.1852,0.1048,0.0703,0.0745,0.0929,0.0
ERP29,0.9999,0.8699,0.9758,1.1114,0.8781,0.7331,0.6542,0.504,0.3617,0.0
EVI2B,0.9999,1.0823,1.0676,0.8195,0.8279,0.9143,0.7516,0.8182,0.1667,0.0
F3,0.9999,0.9877,1.2183,1.0249,0.7928,0.7762,0.6303,0.4808,0.3284,0.0
F5,0.9999,1.2502,1.234,1.0399,0.8888,0.5765,0.2612,0.1364,0.1226,0.0
FAM3A,0.9999,1.0148,1.0151,0.689,0.3752,0.2269,0.2063,0.1808,0.2329,0.0
FAM3C,0.9999,1.0659,1.1525,1.0076,0.7383,0.5268,0.5115,0.4151,0.6256,0.0
FAM49B,0.9999,1.0017,1.2105,0.9699,0.8272,0.4121,0.1524,0.194,0.165,0.0
FAM62A,0.9999,1.1237,1.2563,0.8041,0.2314,0.057,0.0478,0.0953,0.1266,0.0
FAM62B,0.9999,1.0522,1.1707,0.7845,0.3585,0.1714,0.1267,0.2181,0.1977,0.0
FAS,0.9999,1.1521,1.1594,0.8853,0.7563,0.4703,0.4515,0.2467,0.2918,0.0
FASN,0.9999,1.2457,1.4615,0.7732,0.2243,0.0821,0.0732,0.096,0.1135,0.0
FCAR,0.9999,1.2023,1.2886,0.8793,0.8988,0.7616,0.871,0.3875,0.5286,0.0
FCER1G,0.9999,1.0395,1.024,0.8807,0.9542,0.899,1.1461,1.2612,1.0173,0.0
FCER2,0.9999,0.9648,1.0013,0.8605,0.7372,0.6099,0.4951,0.4113,0.3575,0.0
FCGR2C,0.9999,1.0961,1.1421,0.8777,0.8487,0.7193,0.5828,0.5435,0.4019,0.0
FLNA,0.9999,1.0402,1.1502,0.3783,0.1559,0.1146,0.0957,0.0928,0.1201,0.0
FLVCR1,0.9999,1.1291,1.1232,0.9317,1.0312,0.919,0.8856,0.7981,0.1221,0.0
FOLR3,0.9999,0.9499,1.0305,0.8181,0.9065,0.8326,0.6763,0.5645,0.5795,0.0
FUCA2,0.9999,1.3312,1.6242,1.3428,1.2406,0.8442,0.7177,0.6017,0.284,0.0
FZD1,0.9999,1.0017,1.0206,0.9084,0.9534,0.9494,0.7041,0.3241,0.1582,0.0
FZD2,0.9999,1.1802,1.0584,0.7965,0.7475,0.6074,0.5797,0.3547,0.1422,0.0
G6PD,0.9999,1.0268,1.1145,0.9,0.5906,0.3509,0.1774,0.1587,0.0995,0.0
GAPDH,0.9999,1.2198,1.4479,1.3231,1.1949,1.2078,1.3352,1.153,0.7812,0.0
GBAS,0.9999,0.7495,0.8291,0.6612,0.4268,0.3362,0.2549,0.3886,0.2697,0.0
GGT1,0.9999,1.0506,1.0393,0.9415,0.9273,0.8438,0.7938,0.6578,0.5672,0.0
GGT5,0.9999,1.0009,1.0305,0.8667,0.8436,0.6749,0.3838,0.4642,0.2749,0.0
GLG1,0.9999,1.0715,1.1002,0.9884,0.8317,0.7655,0.654,0.5462,1.299,0.0
GNA13,0.9999,1.0646,1.1794,0.8402,0.6608,0.3177,0.1272,0.1369,0.1313,0.0
GNAI2,0.9999,1.1444,1.2535,1.0336,0.6962,0.3479,0.1754,0.1469,0.124,0.0
GNB1,0.9999,1.3443,1.5791,1.1909,0.8732,0.6393,0.3047,0.1974,0.1298,0.0
GNB2,0.9999,1.3614,1.5578,1.1819,0.6431,0.2997,0.151,0.0716,0.0846,0.0
GNB2L1,0.9999,1.3708,1.6345,1.174,0.9293,0.7224,0.2463,0.0587,0.04,0.0
GNG5,0.9999,1.0103,1.3714,0.996,0.8776,0.8096,1.1647,1.1114,0.7057,0.0
GOLM1,0.9999,1.0374,1.1091,1.0089,0.9203,0.8548,0.9189,1.129,1.8048,0.0
GOLPH3,0.9999,1.0756,1.046,0.8061,0.4526,0.3058,0.2307,0.1717,0.1617,0.0
GOT2,0.9999,1.0067,1.2698,1.1216,1.0306,0.8651,1.0277,2.1583,0.7728,0.0
GPC1,0.9999,1.0557,1.0352,0.8849,0.8588,0.7391,0.7576,0.7265,0.5769,0.0
GPD1L,0.9999,0.8875,1.0339,0.8101,0.5983,0.3792,0.1147,0.0432,0.0557,0.0
GPI,0.9999,1.1062,1.2059,1.052,0.8241,0.5523,0.3255,0.1495,0.0911,0.0
GPNMB,0.9999,1.0243,1.2015,0.9757,0.6638,0.5576,0.4374,0.4993,1.0907,0.0
GPR124,0.9999,1.0916,1.0614,0.8985,0.8114,0.5482,0.4541,0.3418,0.2795,0.0
GPR180,0.9999,1.0072,0.9037,0.6338,0.3205,0.1352,0.0673,0.1294,0.1794,0.0
GPR84,0.9999,1.1114,1.0675,0.7775,0.6979,0.7118,0.627,0.6581,0.6178,0.0
GRN,0.9999,1.04,1.2041,0.9098,0.8054,0.7317,0.7401,0.6895,1.2642,0.0
GSR,0.9999,1.0238,1.2242,1.0548,0.9267,0.838,0.8012,1.0696,1.5519,0.0
GSTP1,0.9999,0.7159,0.8604,1.1008,0.7191,0.4248,0.2363,0.0858,0.0784,0.0
HCK,0.9999,0.9933,1.0304,0.7171,0.1186,0.2718,0.2692,0.1948,0.176,0.0
HCST,0.9999,1.2844,1.0731,0.8899,1.0161,0.97,0.8452,0.7785,0.6106,0.0
HINT1,0.9999,1.1528,1.5479,1.3175,1.0171,0.7687,0.9999,0.6112,0.3484,0.0
HM13,0.9999,1.0631,1.129,1.0563,0.8792,0.6891,0.5854,0.7235,0.6577,0.0
HMGB1,0.9999,1.0722,1.0318,0.9202,0.5392,0.2613,0.2502,0.458,0.3559,0.0
HNRNPM,0.9999,0.7306,0.5223,0.3062,0.2154,0.1769,0.1515,0.246,0.333,0.0
HSD17B10,0.9999,0.9131,0.9918,0.9774,0.6957,0.5435,0.0785,0.0313,0.0261,0.0
HSD17B11,0.9999,1.0058,1.0868,0.9035,0.6225,0.4356,0.288,0.3058,0.3974,0.0
HSP90AA1,0.9999,0.9122,1.0471,0.6718,0.2581,0.1657,0.1292,0.0846,0.0946,0.0
HSP90AB1,0.9999,1.0319,1.1733,0.7416,0.121,0.0618,0.051,0.0528,0.054,0.0
HSP90B1,0.9999,1.0644,1.2633,1.1015,0.6925,0.4995,0.337,0.2808,0.1803,0.0
HSPA5,0.9999,0.9588,0.9245,0.8072,0.5572,0.485,0.386,0.334,0.2951,0.0
HSPA8,0.9999,0.6897,0.7028,0.5653,0.484,0.4405,0.218,0.0736,0.1089,0.0
HSPB1,0.9999,0.9774,0.8258,0.5183,0.4256,0.4062,0.3528,0.3994,0.2714,0.0
HSPD1,0.9999,1.0143,1.0835,1.0509,0.9593,0.7551,0.5062,0.3002,0.042,0.0
ICAM1,0.9999,1.1193,1.0038,0.8899,0.8819,0.7959,0.6471,0.5541,0.5046,0.0
ICAM2,0.9999,1.0291,1.0283,0.8172,0.5118,0.2446,0.1982,0.2281,0.3206,0.0
ICAM3,0.9999,1.061,0.9886,0.8988,0.8507,0.7186,0.613,0.4196,0.4223,0.0
IFNAR1,0.9999,1.134,0.9877,0.7567,0.5005,0.3606,0.3042,0.227,0.2576,0.0
IFNGR1,0.9999,0.9809,0.8653,0.8911,0.859,0.7417,0.6706,0.4952,0.2439,0.0
IGF1R,0.9999,1.0154,0.3773,0.1916,0.1303,0.1265,0.1649,0.1583,0.2005,0.0
IGF2R,0.9999,1.1398,1.232,1.1627,1.0304,0.7715,0.5648,0.3432,0.4186,0.0
IGFBP7,0.9999,1.1018,1.1636,0.9865,0.8787,0.7632,0.7134,0.672,1.3823,0.0
IL10RB,0.9999,1.1523,1.0554,0.9997,0.7566,0.4347,0.2421,0.1841,0.1472,0.0
IL18R1,0.9999,1.0302,0.9498,0.6993,0.3453,0.1223,0.1006,0.0734,0.1013,0.0
IL1RAP,0.9999,1.0757,0.9885,0.7775,0.6877,0.3708,0.1569,0.0432,0.0739,0.0
IL27RA,0.9999,0.9551,0.8822,0.9522,0.6982,0.3614,0.3558,0.3825,0.2886,0.0
IL2RG,0.9999,1.0372,1.0309,0.7439,0.5129,0.3071,0.2888,0.2044,0.1858,0.0
IL6R,0.9999,1.0942,1.0491,0.8716,0.6495,0.4581,0.4547,0.4756,0.3825,0.0
INSR,0.9999,0.7804,0.3315,0.1553,0.1039,0.0795,0.0776,0.0779,0.0934,0.0
IQGAP1,0.9999,0.8919,1.2083,0.7537,0.1751,0.1181,0.0714,0.1561,0.1193,0.0
ITFG1,0.9999,1.1972,1.3278,1.1612,1.0048,0.6534,0.5712,0.644,0.7754,0.0
