Accession,T37.0,T44.0,T47.6,T50.5,T53.4,T56.5,T59.1,T62.2,T65.6,RSD
ITFG3,0.9999,1.0827,1.0418,0.9091,0.9072,0.8777,0.7964,0.561,0.3547,0.0
ITGA3,0.9999,1.114,1.1668,0.8742,0.8094,0.8079,0.6523,0.6708,0.5393,0.0
ITGA4,0.9999,1.0913,1.0454,0.9026,0.7446,0.4967,0.3901,0.2525,0.2453,0.0
ITGA5,0.9999,1.0935,0.9929,0.8962,0.8979,0.791,0.7281,0.4975,0.4674,0.0
ITGA6,0.9999,1.1117,0.9994,0.7965,0.7009,0.5454,0.4754,0.3422,0.2792,0.0
ITGAE,0.9999,0.988,0.7756,0.289,0.2375,0.1801,0.1349,0.01,0.01,0.0
ITGAL,0.9999,1.0836,1.0096,0.8974,0.8507,0.6811,0.5749,0.4091,0.3215,0.0
ITGAM,0.9999,1.1478,1.1067,0.9274,0.9529,0.8721,0.7848,0.3516,0.4492,0.0
ITGAV,0.9999,1.044,1.0216,0.8672,0.7723,0.6033,0.5266,0.4003,0.387,0.0
ITGAX,0.9999,1.0744,1.032,0.8723,0.7652,0.6732,0.4844,0.4104,0.3353,0.0
ITGB1,0.9999,1.0621,0.9988,0.8938,0.915,0.8335,0.8734,0.4348,0.6417,0.0
ITGB2,0.9999,1.029,1.0954,0.9052,0.8451,0.7529,0.7406,0.4499,0.626,0.0
ITGB5,0.9999,1.5143,1.4118,0.7885,0.7986,0.5459,0.466,1.3088,0.8767,0.0
ITIH2,0.9999,1.0602,1.0486,0.9226,0.8512,0.7187,0.7912,0.7339,0.687,0.0
ITM2B,0.9999,1.0425,0.9937,0.6467,0.5185,0.6049,0.4042,0.377,0.2058,0.0
JAG1,0.9999,1.0541,0.9291,0.7643,0.6599,0.4887,0.3792,0.2104,0.2438,0.0
JTB,0.9999,1.0615,1.1448,1.088,1.1069,1.0716,1.1787,1.5565,2.9152,0.0
KCNAB2,0.9999,0.7416,0.9249,0.8784,0.7932,0.6921,0.6941,0.5388,0.3311,0.0
KCNN4,0.9999,1.109,1.3012,0.953,1.1222,1.2681,1.1079,0.8529,0.7682,0.0
KIAA1797,0.9999,0.9831,1.1913,1.1811,0.658,0.0784,0.0596,0.2108,0.1545,0.0
KTN1,0.9999,0.8351,0.9569,0.4043,0.1646,0.0787,0.0736,0.1264,0.1296,0.0
LAMP1,0.9999,1.2352,1.4762,1.3229,1.3013,1.0705,1.0143,1.0663,1.7397,0.0
LAMP2,0.9999,1.2649,1.6044,1.3351,1.3026,1.1532,1.1681,0.8503,1.5508,0.0
LAT2,0.9999,1.0023,1.2923,0.844,0.6576,0.7128,0.8494,0.9541,0.8636,0.0
LCP1,0.9999,0.9215,1.0772,0.9682,0.8327,0.5577,0.3296,0.202,0.1782,0.0
LDLR,0.9999,0.8494,0.9564,1.0345,0.9847,0.7224,0.8453,0.5379,0.8546,0.0
LGALS1,0.9999,0.9081,1.143,1.1872,1.1549,1.0338,0.677,0.2993,0.2856,0.0
LMAN2,0.9999,1.0175,1.0071,0.7736,0.4527,0.2571,0.1728,0.1025,0.1515,0.0
LNPEP,0.9999,1.0756,1.2645,1.1193,1.0416,0.9149,0.9292,1.0637,2.0971,0.0
LPXN,0.9999,1.0238,1.0457,0.1945,0.0976,0.0304,0.0121,0.1339,0.1418,0.0
LRG1,0.9999,0.8257,0.9169,0.8528,0.4173,0.2302,0.1193,0.6315,0.4935,0.0
LRP8,0.9999,1.04,1.2067,0.8117,0.7791,0.6493,0.7292,0.5658,0.9818,0.0
LRPAP1,0.9999,1.0334,1.1224,1.0187,0.8551,0.7505,0.6477,0.9323,0.9721,0.0
LRRC4B,0.9999,0.9569,0.9105,0.7977,0.6071,0.4633,0.353,0.1865,0.1894,0.0
LRRC8A,0.9999,0.8572,0.7579,1.1599,0.8138,0.06,0.1685,0.0848,0.01,0.0
LRRC8C,0.9999,0.9875,1.2456,0.7733,0.652,0.232,0.1483,0.0953,0.0426,0.0
LRRC8D,0.9999,1.2263,1.1535,1.0325,0.6708,0.2876,0.0883,0.1753,0.2509,0.0
LTBR,0.9999,1.1101,1.0577,0.8506,0.7448,0.5761,0.5462,0.31,0.5951,0.0
LYN,0.9999,1.1905,1.3037,0.5493,0.2627,0.2449,0.1887,0.1169,0.1528,0.0
M11S1,0.9999,0.7197,0.9834,0.677,0.5731,0.2825,0.1738,0.255,0.23,0.0
M6PR,0.9999,1.189,1.4065,1.4491,1.4999,1.4079,1.6621,1.5707,4.8012,0.0
MACF1,0.9999,1.0581,0.99,0.3004,0.1894,0.2067,0.1758,0.2909,0.4235,0.0
MAGT1,0.9999,1.0916,1.1082,0.899,0.5014,0.2295,0.156,0.1982,0.2472,0.0
MAN2B2,0.9999,1.1008,1.0944,1.0377,0.4016,0.1571,0.1449,0.2758,0.2164,0.0
MAP4,0.9999,1.0562,1.1379,0.9084,0.8243,0.8168,0.8863,0.7077,0.3274,0.0
MDH2,0.9999,1.01,1.057,1.0495,0.919,0.8,0.5268,0.257,0.0416,0.0
MERTK,0.9999,1.0633,0.8224,0.4077,0.2522,0.2039,0.2046,0.1645,0.1976,0.0
MESDC2,0.9999,1.1963,1.3271,1.0767,0.8448,0.722,0.6037,0.6678,0.4994,0.0
MFGE8,0.9999,1.124,1.0838,1.06,1.0136,0.9046,0.8428,0.5592,0.3829,0.0
MFI2,0.9999,1.1022,0.9692,0.9089,0.7882,0.582,0.4524,0.4821,0.3612,0.0
MIF,0.9999,0.7066,0.6834,1.2166,0.7818,0.5935,0.744,0.6239,1.1359,0.0
MPDU1,0.9999,0.9337,0.9592,1.0425,0.8934,0.8985,0.9199,0.5011,0.9763,0.0
MPZL1,0.9999,1.1511,1.0932,0.9157,0.9244,0.8407,0.761,0.7065,0.5642,0.0
MRC2,0.9999,0.9337,0.9801,0.807,0.6669,0.4563,0.3053,0.2072,0.2656,0.0
MSH6,0.9999,1.0192,0.5209,0.1393,0.0699,0.0585,0.0213,0.155,0.3019,0.0
MSN,0.9999,0.8041,0.8734,0.6998,0.1652,0.1072,0.0901,0.0811,0.0983,0.0
MYH9,0.9999,0.9805,1.1519,0.9232,0.4683,0.1268,0.0994,0.1014,0.1278,0.0
NAPA,0.9999,1.035,1.1832,0.8668,0.4185,0.2872,0.2002,0.1994,0.116,0.0
NCAM1,0.9999,1.0759,1.0244,0.927,0.8488,0.7586,0.5216,0.3537,0.2954,0.0
NCKAP1L,0.9999,1.2049,1.0523,0.9478,0.852,0.4698,0.4113,0.4426,0.1422,0.0
NCSTN,0.9999,1.1451,1.2556,1.0165,0.9282,0.7878,0.8451,0.9109,1.2517,0.0
NDRG1,0.9999,1.0162,1.1874,0.9043,0.7019,0.5149,0.3339,0.3454,0.3195,0.0
NENF,0.9999,1.0963,1.1618,1.0007,0.9017,0.7374,0.725,0.9772,0.6067,0.0
NEO1,0.9999,1.0673,1.0237,0.7762,0.6662,0.4669,0.3501,0.2489,0.1975,0.0
NLN,0.9999,1.1967,1.3697,0.9111,0.7525,0.5234,0.3801,0.1445,0.0937,0.0
NOTCH2,0.9999,0.9089,0.5875,0.3451,0.2604,0.2187,0.2462,0.1219,0.2829,0.0
NOV,0.9999,1.0441,1.2847,0.9814,0.8317,0.6072,0.6144,0.4182,1.2669,0.0
NPC1,0.9999,1.2459,1.2688,1.0192,0.8175,0.5348,0.4188,0.2208,0.2951,0.0
NPC2,0.9999,1.0783,1.1395,1.0838,1.1997,1.0889,1.3681,1.5937,3.8147,0.0
NPTN,0.9999,1.1305,1.1012,0.9343,0.9399,0.7971,0.4041,0.4655,0.5972,0.0
NRAS,0.9999,0.8823,0.9189,1.032,1.1611,1.4159,1.2387,1.1743,0.8449,0.0
NRP1,0.9999,1.1956,1.0686,0.7669,0.8294,0.6049,0.4639,0.3589,0.3298,0.0
NSF,0.9999,1.0634,1.0625,0.3229,0.1158,0.0961,0.0854,0.0883,0.0657,0.0
NUCB2,0.9999,1.0195,1.096,1.0164,0.9081,0.8411,0.8891,1.3495,1.6218,0.0
ORAI1,0.9999,1.3805,1.1692,0.8158,0.693,0.7373,0.6714,0.7038,0.5224,0.0
P2RX4,0.9999,1.2991,1.4954,1.2278,1.2974,1.1257,1.2824,1.4547,3.4187,0.0
P4HB,0.9999,1.0186,1.092,1.0322,0.8695,0.7771,0.7444,0.7047,0.5756,0.0
PANX1,0.9999,1.089,1.0586,0.8642,0.7382,0.6779,0.6533,0.5674,0.396,0.0
PC,0.9999,1.0685,0.9077,0.4791,0.0446,0.0371,0.0294,0.0565,0.0585,0.0
PCYOX1,0.9999,1.0507,1.1216,1.0695,0.8667,0.702,0.4492,0.2441,0.1368,0.0
PCYOX1L,0.9999,1.0385,1.0886,1.1106,0.8957,0.7168,0.4105,0.1957,0.1217,0.0
PDIA3,0.9999,0.9508,1.1293,0.9878,0.5303,0.3968,0.2892,0.2754,0.2137,0.0
PDIA4,0.9999,0.9209,0.8838,0.8398,0.5892,0.5266,0.4192,0.2957,0.2576,0.0
PDIA6,0.9999,1.0008,1.027,0.9942,0.799,0.6467,0.4501,0.3735,0.2683,0.0
PDS5A,0.9999,1.3155,0.5947,0.3084,0.324,0.2512,0.1976,0.1871,0.1148,0.0
PHB,0.9999,0.8796,1.0634,1.0746,0.8149,0.8009,0.6059,0.5033,0.5981,0.0
PHB2,0.9999,0.8277,0.9553,1.0581,0.9145,0.6986,0.5321,0.2805,0.3638,0.0
PKM2,0.9999,1.1705,1.4497,1.2625,1.1567,0.8825,1.029,0.1078,0.0918,0.0
PLAU,0.9999,1.101,1.0317,0.855,0.7526,0.6304,0.5324,0.3338,0.3261,0.0
PLAUR,0.9999,1.1224,1.0061,0.8101,0.8637,0.7915,0.855,0.826,0.9901,0.0
PLP2,0.9999,0.9667,1.1598,1.1125,1.0914,0.8173,1.1362,1.6523,1.6083,0.0
PLXNA1,0.9999,1.1204,1.0377,0.689,0.3932,0.1435,0.086,0.084,0.1001,0.0
PLXNC1,0.9999,1.0704,1.0038,0.8011,0.4024,0.1757,0.1808,0.1577,0.1988,0.0
PNN,0.9999,1.4355,1.3613,0.8724,0.6544,0.5818,0.4403,0.6032,0.6901,0.0
PODXL,0.9999,0.7921,1.1943,1.0536,0.9494,0.8144,0.7891,0.451,0.6866,0.0
PODXL2,0.9999,1.0477,1.1072,0.8764,0.8876,0.5112,0.5346,0.4541,0.5073,0.0
PON2,0.9999,1.0232,1.2724,0.8162,0.5648,0.3518,0.3772,0.2567,0.243,0.0
PPP1CA,0.9999,1.1448,1.2819,0.7489,0.4039,0.339,0.2118,0.2356,0.3034,0.0
PPP2CA,0.9999,1.216,1.7174,1.307,0.8342,0.5799,0.6261,0.7363,0.3974,0.0
PRCP,0.9999,1.3925,1.6379,1.1506,1.1894,1.0676,0.9852,1.3163,2.0627,0.0
PRNP,0.9999,1.0969,1.0056,0.9001,1.0528,1.1431,0.9568,1.3589,1.1236,0.0
PROCR,0.9999,0.9788,0.9403,0.9125,0.8508,0.7592,0.5967,0.242,0.3252,0.0
PRPS2,0.9999,1.0177,1.1309,1.057,0.8559,0.5703,0.4683,0.2461,0.1279,0.0
PSMA4,0.9999,0.7665,0.7965,0.7187,0.9124,0.7333,0.8148,0.442,0.7624,0.0
PTK2B,0.9999,1.0281,0.4177,0.0925,0.0767,0.0716,0.0462,0.0073,0.112,0.0
PTPRA,0.9999,1.1011,0.9056,0.4105,0.0568,0.0359,0.0265,0.0567,0.0934,0.0
PTPRC,0.9999,1.1027,0.9999,0.7964,0.6357,0.2435,0.0614,0.0613,0.0799,0.0
PTPRE,0.9999,1.0378,0.5788,0.3049,0.2016,0.2072,0.073,0.0853,0.0762,0.0
PTPRG,0.9999,0.954,0.8412,0.6763,0.6375,0.4648,0.3706,0.1925,0.2479,0.0
PTPRJ,0.9999,1.0807,0.8225,0.4506,0.261,0.1839,0.1806,0.148,0.2012,0.0
PVR,0.9999,1.0454,0.9914,0.9066,0.8736,0.8125,0.69,0.875,0.919,0.0
PVRL1,0.9999,1.1173,1.0329,0.8499,0.7879,0.7014,0.6288,0.6722,0.5265,0.0
PVRL2,0.9999,1.1159,1.0485,0.899,0.8867,0.7125,0.5424,0.3896,0.3215,0.0
PYGL,0.9999,1.0168,1.3289,1.0374,0.9214,0.7957,0.8433,0.227,0.1466,0.0
PZP,0.9999,1.1653,0.8364,0.4446,0.1674,0.2488,0.1778,0.0235,0.2093,0.0
Q9UDG2_HUMAN,0.9999,1.1719,1.2993,1.2887,0.7941,0.6011,0.4632,0.3716,0.2546,0.0
QSOX2,0.9999,1.0426,0.9951,0.9627,0.6769,0.3638,0.1616,0.1871,0.2276,0.0
RAB14,0.9999,0.9629,1.1161,0.8336,0.6674,0.706,0.807,1.0861,2.1252,0.0
RAB21,0.9999,0.9479,0.8471,0.8519,0.4662,0.6683,0.7904,0.9735,1.5659,0.0
RAB27A,0.9999,0.7824,0.9285,0.8572,0.5665,0.394,0.3374,0.2321,0.0881,0.0
RAB33A,0.9999,1.0956,1.228,0.8902,0.8149,0.7856,0.8036,0.7764,0.6381,0.0
RAB35,0.9999,1.0233,1.1807,0.805,0.6499,0.6572,0.9525,3.1968,0.5952,0.0
RAB3D,0.9999,0.803,0.6873,0.8974,0.6211,0.5992,0.705,0.7972,1.05,0.0
RAB5B,0.9999,0.9678,1.0783,0.8843,0.6758,0.5425,0.738,1.3447,1.3457,0.0
RAB5C,0.9999,1.0438,1.1466,0.967,0.7352,0.621,0.8789,1.1905,1.3254,0.0
RAB6A,0.9999,0.8486,0.9478,0.6212,0.4107,0.3172,0.4696,1.0465,1.3244,0.0
RAB8A,0.9999,0.9745,1.0791,0.8517,0.68,0.6257,0.7194,1.1895,0.971,0.0
RAC1,0.9999,1.079,1.1081,0.942,1.0756,1.4491,2.2252,0.6509,0.4998,0.0
RAC2,0.9999,0.8972,1.0552,0.9644,0.7325,0.3269,0.1729,0.131,0.1014,0.0
RAET1G,0.9999,0.9717,0.9678,0.7881,0.7519,0.6101,0.5119,0.429,0.3206,0.0
RALB,0.9999,0.8515,0.8859,0.7619,0.5339,0.4027,0.4217,0.6755,0.5136,0.0
RALGPS2,0.9999,1.3148,1.0128,0.9025,1.1221,0.9819,0.9696,0.5028,0.3236,0.0
RAP1A,0.9999,1.0644,1.1341,0.9094,0.6827,0.628,0.9398,1.9598,0.6809,0.0
RAP1B,0.9999,0.8797,1.0727,1.2046,1.2115,1.0993,1.5194,2.094,1.4407,0.0
RAP2C,0.9999,1.0008,0.9732,0.6798,0.9408,1.6104,1.2093,1.1154,0.8998,0.0
RCC2,0.9999,0.9396,1.0068,0.7603,0.3175,0.1288,0.0738,0.0921,0.1298,0.0
RCE1,0.9999,1.053,1.2382,0.7364,0.6439,0.593,0.4682,0.3345,0.1877,0.0
RECK,0.9999,1.0801,1.0596,0.935,0.9428,0.8709,0.848,0.2919,0.3116,0.0
RELL1,0.9999,1.106,1.0689,0.9755,0.8014,1.1527,1.0356,0.8983,0.3312,0.0
RER1,0.9999,0.9484,1.0957,1.0329,0.9259,0.693,0.6035,0.5836,0.7258,0.0
RFTN1,0.9999,1.0996,1.41,1.3312,0.485,0.0848,0.2675,0.2648,0.3264,0.0
RHBDF2,0.9999,0.9813,1.053,0.8065,0.7435,0.5364,0.4531,0.1695,0.1263,0.0
RHOA,0.9999,0.8596,0.9098,0.9904,0.917,0.9523,1.1093,2.2949,1.7596,0.0
RHOG,0.9999,0.936,1.2287,1.0351,0.9256,0.7054,0.9157,0.502,0.1942,0.0
RHOT2,0.9999,1.0545,1.1457,0.5922,0.2781,0.1275,0.0816,0.1122,0.1014,0.0
RNASET2,0.9999,1.1367,1.2333,0.9194,0.8721,0.7052,0.5532,0.4173,0.4429,0.0
RNPEP,0.9999,1.1455,0.9505,0.2015,0.116,0.0801,0.0468,0.0329,0.0316,0.0
RP2,0.9999,0.9255,0.9881,0.8077,0.4857,0.2631,0.1914,0.0972,0.1064,0.0
RPS27A,0.9999,1.0618,0.9821,0.5271,0.4794,0.4911,0.5373,0.912,1.2538,0.0
RTN4,0.9999,1.0274,1.0633,1.0408,0.9914,0.8657,0.7418,0.7897,0.739,0.0
RTN4R,0.9999,1.0488,1.0402,0.8632,0.8218,0.7076,0.6938,0.5468,0.4433,0.0
RTN4RL2,0.9999,1.1486,1.1788,0.9064,0.77,0.7057,0.6791,0.4334,0.3606,0.0
S100A4,0.9999,1.0727,1.3191,1.1909,1.0097,0.6798,0.493,0.2524,0.2045,0.0
S100A6,0.9999,0.9211,0.9904,1.1703,1.1222,0.8643,0.6888,0.1828,0.1409,0.0
SAAL1,0.9999,1.1355,1.2156,0.6564,0.3027,0.0111,0.0315,0.0238,0.01,0.0
SCAMP3,0.9999,1.1554,1.1601,1.2135,1.101,1.0935,1.1381,1.1069,1.3982,0.0
SCARB1,0.9999,0.9985,0.985,0.7625,0.6889,0.5777,0.6348,0.5009,0.5344,0.0
SCPEP1,0.9999,1.0697,1.2065,1.0991,0.8604,0.6302,0.5953,0.5871,0.4902,0.0
SDK1,0.9999,1.0747,0.9393,0.6178,0.4682,0.3475,0.2861,0.2436,0.2019,0.0
SELPLG,0.9999,1.0088,0.9142,0.8621,0.8039,0.6489,0.6831,0.702,0.5434,0.0
SEMA4A,0.9999,1.0936,1.0439,0.9157,0.8506,0.5769,0.4159,0.2867,0.2298,0.0
SEMA4C,0.9999,1.0257,1.0034,0.6187,0.4876,0.3229,0.2615,0.1759,0.189,0.0
SEMA4D,0.9999,1.0562,0.9569,0.8036,0.7885,0.7047,0.6278,0.4491,0.2045,0.0
SEPHS1,0.9999,0.7693,0.7117,0.8956,0.7189,0.5915,0.4032,1.0254,2.004,0.0
SERBP1,0.9999,1.0581,1.3195,1.3307,1.4173,1.7227,1.0241,0.641,0.1783,0.0
SERINC3,0.9999,1.1171,1.1258,0.9471,0.9596,0.8152,0.8729,0.6398,1.1168,0.0
SERPINB2,0.9999,0.9785,1.0972,1.0068,0.8976,0.7955,0.4429,0.201,0.0946,0.0
SEZ6L2,0.9999,1.0453,1.4674,1.1303,0.69,0.7831,0.6854,1.3277,2.5391,0.0
SIGLEC6,0.9999,1.0456,0.8713,0.6518,0.6147,0.4891,0.4519,0.342,0.2308,0.0
SIGLEC7,0.9999,1.0464,0.9825,0.888,0.9053,0.8244,0.748,0.5444,0.3864,0.0
SIRPA,0.9999,1.0949,1.0563,0.9061,0.9578,0.8503,0.8359,0.7933,0.7346,0.0
SLC12A2,0.9999,1.1333,1.0982,0.865,0.7919,0.2006,0.0217,0.0139,0.0527,0.0
SLC12A6,0.9999,0.9634,1.171,0.8572,0.538,0.3012,0.1342,0.0701,0.0872,0.0
SLC15A4,0.9999,1.5115,1.8509,1.0922,0.9978,0.9891,1.0914,3.9355,9.0969,0.0
SLC16A1,0.9999,1.041,1.2064,0.9383,1.1199,1.3464,2.5439,3.5861,3.1812,0.0
SLC16A3,0.9999,1.0492,1.2297,0.9826,1.1665,1.0623,1.6551,1.7624,1.2248,0.0
SLC17A5,0.9999,1.2327,1.3584,1.3192,1.2957,1.3177,1.4922,1.8037,5.9245,0.0
SLC19A1,0.9999,1.2022,1.4297,0.9503,1.1559,1.8913,1.5385,1.6051,1.2839,0.0
SLC1A3,0.9999,1.1062,0.912,0.679,0.7898,0.4574,0.4333,0.4053,0.2558,0.0
SLC1A4,0.9999,1.118,1.0932,0.9716,0.928,0.8893,0.8799,0.9331,0.7024,0.0
SLC1A5,0.9999,1.1372,1.0967,0.9686,0.9639,0.8364,0.8773,0.8326,0.5975,0.0
SLC20A2,0.9999,0.8705,1.0782,0.839,0.7165,0.6107,0.5456,0.5201,0.6695,0.0
SLC25A11,0.9999,1.0158,1.0619,1.0302,1.0364,0.8836,1.0095,0.698,0.5264,0.0
SLC25A13,0.9999,1.1824,1.2168,1.0001,0.844,0.7711,0.7152,0.5913,0.4164,0.0
SLC25A3,0.9999,1.0539,1.1565,1.1175,1.0827,1.1806,1.0846,0.9911,1.1888,0.0
SLC25A5,0.9999,1.1099,1.3194,1.098,1.1285,1.2355,1.1687,1.2519,0.8412,0.0
SLC26A2,0.9999,1.0696,1.0137,0.5872,0.1116,0.0627,0.0464,0.0449,0.07,0.0
SLC26A6,0.9999,1.2623,1.2931,1.0352,1.0307,1.2136,0.811,0.1859,0.0706,0.0
SLC29A1,0.9999,1.2066,1.1598,0.9094,0.9892,0.9557,0.9741,1.3447,0.965,0.0
SLC2A1,0.9999,1.1611,1.1944,0.9585,1.0142,1.1036,1.1484,1.157,1.4227,0.0
SLC2A3,0.9999,1.0748,1.1714,0.8614,0.8825,0.8281,0.9014,1.1188,1.3931,0.0
SLC2A5,0.9999,1.1116,1.1371,1.007,1.0013,0.9454,0.9816,1.0882,0.9758,0.0
SLC2A9,0.9999,1.0675,1.1435,0.9005,1.0203,1.1383,1.0775,0.9064,0.6469,0.0
SLC30A1,0.9999,1.0859,1.039,0.8006,0.8127,0.8474,0.7976,0.807,0.3465,0.0
SLC31A1,0.9999,1.1537,1.0916,0.5959,0.5103,0.4456,0.4112,0.5167,0.4075,0.0
SLC38A1,0.9999,1.01,1.1407,0.9658,1.0106,0.8722,0.8641,0.6412,0.6242,0.0
SLC38A2,0.9999,0.9937,1.1255,1.0542,0.9775,0.8598,0.777,1.1855,1.5801,0.0
SLC39A14,0.9999,1.1035,1.0297,1.0254,1.0827,0.9501,1.0358,0.5059,0.4077,0.0
SLC39A6,0.9999,1.0672,1.0693,0.9825,0.9656,0.7333,0.5825,0.3036,0.2613,0.0
SLC39A8,0.9999,1.1627,1.5125,1.3959,1.3383,1.0111,1.2359,1.1835,1.5763,0.0
SLC43A1,0.9999,1.1743,1.2131,0.9547,0.9242,1.0462,0.9647,0.9266,0.1674,0.0
SLC44A1,0.9999,1.1904,1.214,0.9703,0.9878,0.8822,0.8718,0.8226,0.8107,0.0
SLC44A2,0.9999,1.0992,1.013,0.918,0.9825,0.9163,0.9172,0.4761,0.6206,0.0
SLC4A11,0.9999,1.2883,1.1124,0.6947,0.5956,0.2227,0.2157,0.3086,0.3334,0.0
SLC4A2,0.9999,1.0856,1.0604,0.8406,0.6341,0.3086,0.1077,0.0997,0.1136,0.0
SLC4A7,0.9999,1.1652,1.084,0.7086,0.5067,0.232,0.067,0.0796,0.0743,0.0
SLC5A3,0.9999,1.026,1.0514,0.8604,0.8521,0.7246,0.7769,0.6831,0.4536,0.0
SLC5A6,0.9999,1.0365,0.9895,0.8284,0.7881,0.6629,0.4841,0.2671,0.1962,0.0
SLC6A6,0.9999,1.0476,0.9887,0.9404,0.9581,0.7821,0.8145,0.6104,0.3761,0.0
SLC7A1,0.9999,1.0324,1.0458,0.985,1.0023,0.885,0.8653,0.5662,0.3702,0.0
SLC7A11,0.9999,1.1764,1.0016,0.9207,1.2055,1.5773,1.196,0.4657,0.3472,0.0
SLC7A5,0.9999,1.0895,1.0752,0.9634,0.9857,0.8969,0.8305,0.6391,0.3085,0.0
SLC7A6,0.9999,1.2522,1.2204,1.0314,1.1177,1.0671,1.022,0.5174,0.2721,0.0
SLC9A1,0.9999,1.1323,0.9909,0.7557,0.5714,0.4358,0.2549,0.2706,0.2691,0.0
SLC9A6,0.9999,1.0567,1.2012,1.1562,1.1242,0.9843,1.1049,1.4131,2.5091,0.0
SLCO4A1,0.9999,1.0034,1.2762,0.8578,1.023,1.4571,0.8865,0.6804,0.5938,0.0
SNAP23,0.9999,1.1096,1.3483,1.5765,1.8171,1.9785,4.5355,2.9695,2.5603,0.0
SNX8,0.9999,1.2017,1.3272,1.2171,1.0273,0.7217,0.3431,0.2237,0.0944,0.0
SORL1,0.9999,1.0814,1.2426,1.1379,0.9141,0.7235,0.5262,0.345,0.4412,0.0
SPG20,0.9999,1.0802,0.8254,0.1879,0.0842,0.033,0.0798,0.1083,0.1297,0.0
SPINT1,0.9999,1.1173,1.0856,0.9389,0.8715,0.6774,0.5411,0.3171,0.3363,0.0
SPN,0.9999,1.249,2.0469,1.2865,1.3724,2.452,2.2799,2.3398,1.89,0.0
SPPL2B,0.9999,1.0872,1.0429,0.929,0.8205,0.7412,0.7692,0.7375,0.5411,0.0
SPTBN1,0.9999,0.8753,1.0253,0.81,0.4202,0.2342,0.1802,0.1144,0.1652,0.0
STEAP3,0.9999,0.7868,1.2494,1.0249,0.6564,0.142,0.1205,0.0735,0.0601,0.0
STOM,0.9999,1.0416,1.167,0.9654,0.8417,0.7723,0.6814,0.7199,0.6784,0.0
STOML2,0.9999,0.9669,1.0683,0.8792,0.7538,0.6368,0.5923,0.6211,0.6545,0.0
STX7,0.9999,0.9706,1.0897,0.7415,0.3469,0.4106,0.5524,0.7606,0.9334,0.0
STXBP3,0.9999,1.1662,1.0358,0.2145,0.1178,0.055,0.0862,0.1476,0.1021,0.0
SUCLG1,0.9999,1.1161,1.2271,0.6412,0.274,0.1796,0.1362,0.2245,0.1931,0.0
SUCNR1,0.9999,1.4563,1.4348,0.9569,0.8406,0.7021,0.6786,1.5561,3.2139,0.0
SYPL1,0.9999,1.1427,1.5208,1.2518,1.279,1.0893,1.2648,1.3743,2.5515,0.0
TAGLN2,0.9999,0.8125,0.8638,0.7088,0.3395,0.2691,0.2193,0.1485,0.1107,0.0
TBCD,0.9999,1.1286,0.9117,0.4302,0.0081,0.0627,0.0192,0.0664,0.1431,0.0
TFRC,0.9999,1.0111,1.2099,1.2076,1.1252,0.9868,1.0839,1.2293,1.2972,0.0
TGFB1,0.9999,0.9559,0.9688,0.8941,0.761,0.4982,0.458,0.3675,0.41,0.0
TGFBR1,0.9999,1.1141,0.9541,0.3707,0.0944,0.0642,0.0464,0.0649,0.079,0.0
TGOLN2,0.9999,1.09,1.1954,1.1643,1.1166,1.0947,1.252,1.8244,3.5585,0.0
THBD,0.9999,0.9312,0.9993,0.8221,0.7386,0.6875,0.615,0.6156,0.4705,0.0
TLN1,0.9999,1.1956,1.2941,0.3836,0.1643,0.0921,0.0817,0.0922,0.1408,0.0
TLR2,0.9999,1.0195,1.0122,0.7741,0.6954,0.4472,0.2404,0.143,0.1457,0.0
TM9SF2,0.9999,1.1486,1.1781,1.0299,0.9169,0.8959,0.6598,0.6157,0.5197,0.0
TMED1,0.9999,1.0509,1.1423,1.086,0.8513,0.5417,0.3349,0.2247,0.2967,0.0
TMED10,0.9999,0.8832,1.0121,1.0282,0.8393,0.4929,0.3252,0.2121,0.263,0.0
TMEM2,0.9999,1.0288,1.2875,1.0994,1.0411,0.7862,0.6312,0.5275,0.523,0.0
TMEM206,0.9999,0.9617,1.2327,0.9707,1.0044,0.7549,0.6837,0.3965,0.4281,0.0
TMEM219,0.9999,1.432,1.5666,0.8904,0.9237,0.7524,0.7477,1.7871,2.5982,0.0
TMEM30A,0.9999,0.989,1.0223,0.9668,0.9627,0.6778,0.3234,0.2236,0.2262,0.0
TMEM33,0.9999,0.8825,1.0083,0.8311,0.7203,0.4835,0.4252,0.2166,0.1618,0.0
TNFRSF10B,0.9999,1.1061,1.1424,0.9209,0.7932,0.557,0.4245,0.3394,0.4277,0.0
TNFRSF14,0.9999,1.102,1.1509,0.8368,0.8301,0.6724,0.658,0.6963,0.7719,0.0
TPBG,0.9999,1.1028,0.9281,0.8654,0.9485,0.7433,0.7986,0.6681,0.5918,0.0
TPCN1,0.9999,1.0194,1.2627,1.3601,1.3985,1.1855,1.1952,0.4823,0.2259,0.0
TRPV2,0.9999,1.1505,1.1733,0.9755,0.9099,0.2954,0.1039,0.1005,0.1,0.0
TSPAN14,0.9999,1.1339,1.1405,0.9581,0.9515,0.8181,0.647,0.3954,0.3885,0.0
TSPAN2,0.9999,1.2194,1.1645,0.9416,0.963,0.8344,0.8808,0.5038,0.8875,0.0
TSPAN3,0.9999,1.3152,1.6146,0.886,0.8396,0.7739,0.8156,1.8079,5.8435,0.0
