Accession,IPI_ID,UniProt_ID,qusm.1.1,qusm.1.2,qusm.2.1,qusm.2.2,qusm.3.1,qusm.3.2,qupm.1.1,qupm.1.2,qupm.2.1,qupm.2.2,qupm.3.1,qupm.3.2,37C_cond1.1.1,37C_cond1.1.2,37C_cond1.2.1,37C_cond1.2.2,37C_cond1.3.1,37C_cond1.3.2,37C_cond2.1.1,37C_cond2.1.2,37C_cond2.2.1,37C_cond2.2.2,37C_cond2.3.1,37C_cond2.3.2,44C_cond1.1.1,44C_cond1.2.1,44C_cond1.3.1,44C_cond2.1.1,44C_cond2.2.1,44C_cond2.3.1,47.6C_cond1.1.1,47.6C_cond1.2.1,47.6C_cond1.3.1,47.6C_cond2.1.1,47.6C_cond2.2.1,47.6C_cond2.3.1,50.5C_cond1.1.2,50.5C_cond1.2.2,50.5C_cond1.3.2,50.5C_cond2.1.2,50.5C_cond2.2.2,50.5C_cond2.3.2,53.4C_cond1.1.2,53.4C_cond1.2.2,53.4C_cond1.3.2,53.4C_cond2.1.2,53.4C_cond2.2.2,53.4C_cond2.3.2,56.5C_cond1.1.2,56.5C_cond1.2.2,56.5C_cond1.3.2,56.5C_cond2.1.2,56.5C_cond2.2.2,56.5C_cond2.3.2,59.1C_cond1.1.2,59.1C_cond1.2.2,59.1C_cond1.3.2,59.1C_cond2.1.2,59.1C_cond2.2.2,59.1C_cond2.3.2,62.2C_cond1.1.1,62.2C_cond1.2.1,62.2C_cond1.3.1,62.2C_cond2.1.1,62.2C_cond2.2.1,62.2C_cond2.3.1,65.6C_cond1.1.1,65.6C_cond1.2.1,65.6C_cond1.3.1,65.6C_cond2.1.1,65.6C_cond2.2.1,65.6C_cond2.3.1,meanlog2Ratio37C,meanlog2Ratio44C,meanlog2Ratio47.6C,meanlog2Ratio50.5C,meanlog2Ratio53.4C,meanlog2Ratio56.5C,meanlog2Ratio59.1C,meanlog2Ratio62.2C,meanlog2Ratio65.6C,meanStDev,pValue_less37C,pValue_less44C,pValue_less47.6C,pValue_less50.5C,pValue_less53.4C,pValue_less56.5C,pValue_less59.1C,pValue_less62.2C,pValue_less65.6C,pValue_greater37C,pValue_greater44C,pValue_greater47.6C,pValue_greater50.5C,pValue_greater53.4C,pValue_greater56.5C,pValue_greater59.1C,pValue_greater62.2C,pValue_greater65.6C,collation.log2Ratio,collation.pValue,collation.pvalue.count,collation.pValue.start,collation.ratio.count,collation.ratio.start,Meltpnt_cond1_1,Meltpnt_cond1_2,Meltpnt_cond1_3,Meltpnt_cond2_1,Meltpnt_cond2_2,Meltpnt_cond2_3,Rsq_cond1_1,Rsq_cond1_2,Rsq_cond1_3,Rsq_cond2_1,Rsq_cond2_2,Rsq_cond2_3,Plateau,Mean_dTm,dTm_pValue,Significance_in_plateau,distancescore,collation.pValue.corrected,pValue37C,pValue37C.corrected,fullfil_all_criteria_collation,fullfil_all_criteria_37
ROCK1,IPI00022542.1,Q13464,4,,3,1,3,,4,,3,1,3,,1,,1,1,1,,0.909080139,,1.142608898,0.966998698,0.959002958,,1.027137886,1.074807165,1.224004482,1.066276074,1.251613771,1.226559429,1.037081898,1.08886427,1.123031343,0.913716145,1.036675984,0.78013701,,0.313966935,,,0.322076876,,,0.240508029,,,0.288739176,,,0.178708893,,,0.15542124,,,0.141593757,,,0.171336755,,0.02535092,0.176440556,0.126659858,0.040766122,0.130995231,0.126996523,0.030124513,0.110335007,0.121700558,0.044085638,0.090301057,0.119453893,-0.013498981,0.092223682,-0.259723243,0.036792452,0.263681804,-0.201427751,0.27507701,-0.429667927,,0.164348671,0.431050691,0.852994518,0.099021052,,,,,0.592607349,0.60843938,0.568949309,0.147005482,0.900978948,,,,,0.407392651,0.39156062,-0.259723243,0.099021052,1,3,1,3,,50.21102204,58.92284569,48.14769539,50.21102204,47.86112224,,0.984839218,0.945790848,0.989992795,0.933741361,0.930360455,51.04208417,-5.826987308,0.183600547,,-0.38147456,0.225047846,0.431050691,0.930044865,1,1
ROCK2,IPI00307155.7,O75116,,,0,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
RP2,IPI00026627.4,O75695,2,4,2,4,2,2,2,4,2,4,2,2,1,1,1,1,1,1,0.83200375,0.996861464,0.914390225,0.931516181,0.928029011,0.951664698,0.92562152,0.953545228,1.176833021,0.957852658,1.00886285,1.14926942,0.988196395,0.836085228,1.180584932,0.876120817,0.888480239,0.926319899,0.807740152,0.871007403,0.857299788,0.73276917,0.774426363,0.736628227,0.48578469,0.490879105,0.509055828,0.435050956,0.431816462,0.502666921,0.263132886,0.297686772,0.273857488,0.288013141,0.317513972,0.273072577,0.191400453,0.270370447,0.203712454,0.290456939,0.23292311,0.209963518,0.097236664,0.224081907,0.206135082,0.081001905,0.172205685,0.155873828,0.106420618,0.100764313,0.144000901,0.103440027,0.053589981,0.096384098,-0.113428574,0.032181847,-0.145299236,-0.176317491,-0.120767761,0.073075718,0.143416955,-0.391552366,,0.124835986,0.011658732,0.775598252,0.185706199,0.008201087,0.072527928,0.895070391,0.693914992,0.0074932,0.090842062,0.988341268,0.224401748,0.814293801,0.991798913,0.927472072,0.104929609,0.306085008,0.9925068,0.909157938,-0.391552366,0.005701341,3,3,1,8,52.96212425,53.07675351,52.84749499,53.07675351,53.19138277,53.13406814,0.993418091,0.971950019,0.953088877,0.981858792,0.979234735,0.95628653,57.34669339,0.171943888,0.080800137,1,-0.54133675,0.044716399,0.011658732,0.116728033,1,1
RPL15,IPI00550032.1,P61313,,,,3,,2,,,,3,,2,,,,1,,1,,,,1.037717399,,1.099587409,,,,,,,,,,,,,,1.037010271,1.277882959,,1.045836645,1.062525621,,1.281872033,1.368132941,,1.171686497,1.308150666,,1.091188494,1.1005717,,1.053741264,1.137351794,,0.76865517,0.705944448,,0.88137382,0.724169742,,,,,,,,,,,,,0.095187951,,,-0.127015366,-0.097172677,-0.00147712,0.117095376,,,0.096940012,0.868362065,,,0.264607452,0.102717214,0.490388252,0.808620209,,,0.131637935,,,0.735392548,0.897282786,0.509611748,0.191379791,,,-0.097172677,0.125170408,2,3,1,5,,59.38136273,59.3240481,,,59.26673347,,0.345793933,0.169525904,,,0.655603163,59.9258517,-0.085971944,,,-0.184358104,,0.131637935,,0,0
RPS27A,IPI00456429.3,P62987,8,4,7,6,6,6,7,4,7,5,5,6,1,1,1,1,1,1,0.937369979,0.882004162,0.99356975,0.882022001,0.918423031,0.975381121,1.06186118,1.137349119,1.029307465,1.053795808,1.029785818,1.115060766,0.982229069,1.018411675,0.977353253,0.861286683,0.857333478,0.79854253,0.527179091,0.590798251,0.563170995,0.454284536,0.537214091,0.55346442,0.479417931,0.515407395,0.523377763,0.42687956,0.439900404,0.473475073,0.491161891,0.487180103,0.510867309,0.450318786,0.444902903,0.446207694,0.537365659,0.643159353,0.596847552,0.533006357,0.517379987,0.51422775,0.912043549,0.628624954,0.755107314,0.764106901,0.530311995,0.560022736,1.253889426,0.748980288,1.061101037,1.132401674,0.663180263,1.001764911,-0.103933959,-0.012960783,-0.243156442,-0.125649274,-0.180185085,-0.150483297,-0.180219462,-0.310627559,-0.135189691,0.081800676,0.008341577,0.439121099,0.007222396,0.0749496,0.009401422,0.010756666,0.090000111,0.017869337,0.019291499,0.991658423,0.560878901,0.992777604,0.9250504,0.990598578,0.989243334,0.909999889,0.982130663,0.980708501,-0.445817249,0.000445131,3,3,2,8,48.14769539,49.06472946,48.09038076,47.86112224,48.49158317,47.68917836,0.281479389,0.860846597,0.498558553,0.343247397,0.890681903,0.5209281,48.34829659,-0.420307281,0.351497589,1,-0.607140898,,0.008341577,0.104404254,0,1
RPSA,IPI00413108.4,A0A0C4DG17,,,1,,,,,,1,,,,,,1,,,,,,1.131293229,,,,,1.191069473,,,1.271646909,,,1.420544463,,,1.360521,,,,,,,,,,,,,,,,,,,,,,,,,,,0.362013171,,,0.365635668,,,0.272679945,,,0.187912966,,0.177972922,0.094440575,-0.062284763,,,,,0.014364625,-0.53714398,,,,,,,,,,,,,,,,,,,,,,,,,,,60.87154309,,,61.04348697,,,0.794003161,,,0.939267581,,62.79158317,0.171943888,,,,,,,0,0
RTN4,IPI00021766.5,Q9NQC3,7,9,6,9,8,8,6,7,6,7,7,7,1,1,1,1,1,1,0.979682316,0.841356178,0.79591857,0.911594608,0.939183024,0.907176338,1.027536644,0.999491729,1.164770991,0.999612867,0.89225644,1.021458896,1.063397327,1.058640023,1.175264963,1.070881469,1.050024734,1.111228034,1.040935088,1.079719012,0.998747932,0.983143105,1.001815269,0.853628179,0.991461645,1.001155373,0.905469136,0.915829724,0.923706902,0.825002202,0.865743529,0.834601306,0.797457328,0.807456902,0.769272468,0.76900689,0.741860632,0.993524735,0.694845369,0.783822122,0.718213492,0.53685045,0.789729616,1.097524405,1.006687473,0.673066262,0.880685335,0.740222928,0.739097604,0.836477859,0.739543374,0.634365092,0.799743025,0.797844957,-0.162122553,-0.130966622,-0.027500627,-0.138986329,-0.121634635,-0.090185914,-0.253645575,-0.330582955,-0.058589569,0.102527679,0.007449603,0.052600787,0.210653806,0.04431591,0.001350805,0.021891002,0.135896596,0.016620512,0.300645325,0.992550397,0.947399213,0.789346194,0.95568409,0.998649195,0.978108998,0.864103404,0.983379488,0.699354675,-0.350806878,0.000139275,3,4,3,4,56.45831663,,53.42064128,59.03747495,54.85350701,53.82184369,0.942746447,0.354530791,0.519222348,0.762751775,0.533061862,0.561025481,55.91382766,0.964796259,0.708897048,,-0.491926857,,0.007449603,0.101419152,0,1
RTN4R,IPI00878024.1,H7C215,4,4,3,3,3,2,3,3,3,2,3,2,1,1,1,1,1,1,1.030652186,1.057578456,1.075900955,1.033422809,1.061135338,1.018275966,1.048928674,1.075755127,1.017132477,1.1599699,1.087571487,1.084481378,1.040344123,1.102282793,0.925029832,1.043574688,1.098058025,1.022844954,0.863323722,0.875029519,0.778417943,0.951384294,0.892110207,0.867736093,0.821857933,0.796458842,0.779712248,0.820141462,0.782068967,0.798803561,0.707696494,0.654723943,0.690548115,0.738037356,0.669734327,0.73347837,0.693876442,0.671203886,0.689497524,0.725060427,0.677143648,0.688637699,0.546847011,0.525218177,0.602200925,0.622082469,0.599537033,0.59096644,0.443357615,0.395353699,0.46251474,0.469097621,0.394057764,0.481054304,0.064839237,0.08447633,0.04798287,0.108242736,0.00185958,0.060092576,0.024777697,0.116577294,0.044460317,0.056758586,0.998320662,0.923237644,0.786206177,0.942037752,0.536763374,0.969082323,0.831611069,0.87683434,0.887640539,0.001679338,0.076762356,0.213793823,0.057962248,0.463236626,0.030917677,0.168388931,0.12316566,0.112359461,0.064839237,0.002609342,3,1,1,1,59.09478958,57.48997996,61.38737475,58.29238477,57.31803607,57.31803607,0.95544152,0.923053209,0.945937611,0.933310635,0.929473532,0.966096904,,-1.681229125,0.226246247,,0.012105156,,0.001679338,0.04617647,0,1
RTN4RL2,IPI00328746.3,Q86UN3,3,3,5,3,2,3,3,3,5,3,2,3,1,1,1,1,1,1,1.065299901,1.084617056,1.074753976,1.050882094,1.080048931,1.095270858,1.148678811,1.060877678,1.120138529,1.105301246,1.125543719,1.161834032,1.178898385,1.092284525,1.132704271,1.049279954,1.146369396,1.105054062,0.906477607,0.907629451,0.841666586,0.898309526,0.922387126,0.902469806,0.770108721,0.78319424,0.832019967,0.869430742,0.78828214,0.82404688,0.70576584,0.706181991,0.646668396,0.778275681,0.713615623,0.755089292,0.679198857,0.683999484,0.651570409,0.683510875,0.664410191,0.597599415,0.433432032,0.444508895,0.527626315,0.519554362,0.408782614,0.465428922,0.36060324,0.278636637,0.359881398,0.368144331,0.233133623,0.332472177,0.10440617,0.02751826,-0.044656909,0.036946676,0.056819723,0.126606666,-0.052511041,-0.013455057,-0.113885555,0.10343803,0.999967908,0.70781022,0.291392431,0.807343968,0.779892676,0.913999347,0.155261881,0.465746324,0.151558218,3.21E-05,0.29218978,0.708607569,0.192656032,0.220107324,0.086000653,0.844738119,0.534253676,0.848441782,0.10440617,0.004081338,3,1,1,1,58.63627255,61.1008016,58.06312625,61.44468938,59.66793587,58.80821643,0.878949454,0.947130139,0.894283406,0.981900876,0.955926473,0.966361595,,0.706880428,0.59127786,,0.060085878,0.035489896,3.21E-05,0.022050244,1,1
S100A4,IPI00032313.1,P26447,4,5,5,5,5,5,3,4,4,4,4,4,1,1,1,1,1,1,0.81846824,1.007452762,1.001610888,0.939208078,0.983638653,1.021792244,1.072780061,1.178932359,1.226623875,0.988830935,1.183325711,1.163627783,1.319246981,1.308324502,1.463003603,1.026630736,1.175247111,1.171039862,1.191041086,1.180973835,1.104526881,1.167436907,1.018870543,1.001997706,1.009784406,0.935551715,0.980259691,1.071835015,0.861128179,0.954257448,0.679880558,0.60639562,0.641093326,0.679582973,0.671088412,0.628746786,0.493055175,0.575509165,0.452177534,0.496302595,0.467310145,0.446139719,0.252395807,0.28238518,0.301844872,0.240831535,0.271179917,0.280069494,0.204501356,0.210471629,0.245565803,0.182042155,0.210263686,0.249061444,-0.059858062,-0.06275185,-0.279232247,-0.127478056,-0.024113105,0.039185545,-0.103460455,-0.078033367,-0.049623956,0.098082942,0.137912799,0.112164117,0.023894262,0.070140456,0.362923057,0.727891446,0.202557605,0.018023683,0.24582395,0.862087201,0.887835883,0.976105738,0.929859544,0.637076943,0.272108554,0.797442395,0.981976317,0.75417605,-0.279232247,0.00871864,3,2,1,3,57.71923848,57.77655311,56.91683367,57.94849699,57.48997996,56.85951904,0.884391673,0.85535182,0.808753301,0.95064843,0.932924762,0.939927446,61.30140281,-0.038209753,0.931935321,,-0.405132095,0.055356443,0.137912799,0.464510158,1,1
S100A6,IPI00027463.1,P06703,1,3,2,3,2,5,1,3,2,3,2,5,1,1,1,1,1,1,0.887865126,1.023028738,0.917997569,1.249172237,1.377184442,0.93208204,0.921188204,1.145325367,1.145939651,0.945334775,1.06131689,1.188967914,0.990541324,1.119828373,1.174831085,0.963990334,0.991946809,1.047909601,1.170373531,0.986374626,1.038411768,1.095357001,1.006330912,0.904107247,1.122262853,0.997864112,1.028221444,0.958865098,0.931794738,0.971761247,0.864348007,0.824782212,0.727734283,0.924921781,0.775617912,0.760367639,0.688917514,0.734016689,0.598935116,0.655964454,0.678554585,0.568608143,0.182867223,0.300791549,0.274676365,0.290617751,0.326343511,0.346738545,0.140916378,0.129432584,0.162639243,0.167628976,0.155109956,0.241838068,0.069840733,-0.006464639,-0.126360177,-0.088827839,-0.13577308,0.024112445,-0.086342189,0.374023027,0.361296216,0.133812946,0.728756133,0.456148722,0.050796186,0.155604045,0.048891179,0.642693316,0.011891562,0.927733907,0.962094056,0.271243867,0.543851278,0.949203814,0.844395955,0.951108821,0.357306684,0.988108438,0.072266093,0.037905944,0.361296216,0.066011817,3,5,1,9,59.66793587,60.58496994,59.09478958,59.78256513,60.64228457,58.80821643,0.948255508,0.957113746,0.940477282,0.982294872,0.983291908,0.933941576,,-0.038209753,0.958182488,,0.371602821,0.168182973,0.271243867,0.719818585,1,1
S1PR4,IPI00021534.3,O95977,,,,1,,,,,,1,,,,,,1,,,,,,0.954075096,,,,,,,,,,,,,,,,0.674509318,,,0.93947876,,,0.566822126,,,0.752089923,,,0.478419041,,,0.532193201,,,0.527934561,,,0.515258643,,,,,,,,,,,,,,-0.067825269,,,0.478022172,0.408009093,0.153675267,-0.035062315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.40861723,,,53.53527054,,,0.988684364,,,0.999935823,,54.76753507,4.126653307,,,,,,,0,0
SAAL1,IPI00304935.6,Q96ER3,2,1,3,,,,2,1,3,,,,1,1,1,,,,0.697485987,1.058697133,1.01664335,,,,1.135645049,1.087174915,,0.94346716,1.263741389,,1.215693632,1.048353979,,0.93457041,0.923460239,,0.656485699,,,0.511625725,,,0.302729753,,,0.264277988,,,0.011145273,,,0.226411317,,,0.031493695,,,0.199217878,,,0.023794749,0.009784847,,0,0.093957548,,0.01,0.063286065,,0.012967231,0.095866957,,-0.13788676,-0.025175294,-0.281204306,-0.359674777,-0.195974204,4.3444422,2.661212188,,,0.27117816,0.273312784,0.46704441,0.106943626,,,,,,0.927962093,0.726687216,0.53295559,0.893056374,,,,,,0.072037907,-0.281204306,0.106943626,1,3,1,3,51.81583166,,,50.78416834,48.03306613,,0.958055646,,,0.971008656,0.94894902,,54.88216433,-2.407214429,,,-0.407523508,,0.273312784,,0,0
SAPS3,IPI00719725.1,Q5H9R7,1,,,,,,1,,,,,,1,,,,,,0.484345654,,,,,,0.735914835,,,0.988700379,,,0.895336138,,,0.769591112,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042232742,,,0.059518819,,,0.048214011,,,0.045242186,,,-1.045891098,0.425994567,-0.218337281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.10240481,,,59.83987976,,,0.941381438,,,0.525741455,,,61.64529058,7.73747495,,,,,,,0,0
SARS,IPI00514587.1,Q5T5C7,,1,,,,1,,1,,,,1,,1,,,,1,,1.052065485,,,,1.110572117,,,,,,,,,,,,,1.08716297,,0.982364361,0.900101764,,0.797428164,0.596901037,,0.757113647,0.636249645,,0.598426321,0.349931735,,0.3514517,0.401614685,,0.420543829,0.297633374,,0.236856682,0.232654363,,0.144095363,,,,,,,,,,,,,0.112263793,,,-0.28665593,-0.123617529,0.228834121,-0.536169265,,,0.135742593,0.893472694,,,0.015808028,0.334361947,0.958375686,0.103536098,,,0.106527306,,,0.984191972,0.665638053,0.041624314,0.896463902,,,-0.28665593,0.015808028,1,2,1,4,53.30601202,,54.45230461,54.16573146,,54.0511022,0.982626323,,0.999780122,0.998731334,,0.980810454,62.79158317,0.229258517,0.729085815,,-0.414134403,,0.106527306,,0,0
SCAMP3,IPI00306382.2,O14828,2,8,4,,2,4,2,7,3,,2,4,1,1,1,,1,1,0.754192825,1.032661169,1.290936629,,0.90326559,1.149723373,1.155500502,1.367204004,1.238096694,1.013261498,1.252483378,1.196630511,1.160199893,1.361222767,1.389924933,0.997632111,1.139283213,1.052390427,1.213634184,,1.179526066,1.057314432,,1.036240506,1.101117496,,1.232878013,0.999502882,,1.058450139,1.093597472,,1.117439652,1.006516906,,0.90130238,1.138244481,,1.142954774,1.090095553,,0.928790398,1.106991363,1.231947367,1.474366873,1.020947809,1.010808928,0.969219134,1.398300219,1.298624886,1.885139942,1.478750492,1.195813189,1.609867012,0.012459883,-0.121698216,-0.291969093,-0.192888782,-0.17988127,-0.214912112,-0.180849609,-0.335788643,-0.088672779,0.137903502,0.534534852,0.047779734,0.017336947,0.009964705,0.069978517,0.13273539,0.184628094,0.071871542,0.214864254,0.465465148,0.952220266,0.982663053,0.990035295,0.930021483,0.86726461,0.815371906,0.928128458,0.785135746,-0.606556091,0.000670297,3,2,3,2,,,,,,,0.305648404,,0.305379331,0.960558744,,0.802392896,,,,,-0.802060372,,0.465465148,0.960640837,0,1
SCARB1,IPI00177968.2,Q8WTV0,5,4,5,6,4,4,5,4,4,6,3,4,1,1,1,1,1,1,0.900137178,1.000179833,1.018641349,1.023381833,0.894161316,0.987442623,0.998648583,1.068978187,0.971730683,1.040742424,1.004786911,0.979278593,0.985087597,0.98794243,0.966166006,0.934380826,0.935791298,0.897058086,0.762589236,1.099440556,0.68022745,0.716102395,0.990810662,0.65393058,0.68899235,0.983163731,0.592946148,0.688202267,0.985363387,0.542099698,0.577788663,0.868788674,0.510416654,0.570498177,0.812121425,0.495151159,0.63484815,0.962416949,0.550977849,0.635368504,0.864416534,0.528536212,0.500909992,0.639477128,0.704415273,0.543923058,0.597068547,0.649453708,0.534443654,0.584970535,0.765753844,0.543843888,0.595989587,0.71524318,-0.045192869,-0.006205319,-0.087183733,-0.099236106,-0.042591345,-0.053145284,-0.071248453,-0.032448162,-0.015456325,0.069562432,0.132696032,0.450221071,0.006400157,0.033889398,0.214938203,0.074929563,0.12862816,0.355199019,0.372659231,0.867303968,0.549778929,0.993599843,0.966110602,0.785061797,0.925070437,0.87137184,0.644800981,0.627340769,-0.186419839,0.002830215,3,3,2,3,51.18537074,60.75691383,49.17935872,50.09639279,59.78256513,48.72084168,0.960785893,0.878829889,0.837547214,0.956745464,0.907295178,0.884058446,51.5006012,-0.840614562,0.874334542,,-0.292583407,,0.132696032,0.455628852,0,1
SCPEP1,IPI00012426.1,Q9HB40,3,5,3,5,2,5,3,5,3,5,2,5,1,1,1,1,1,1,0.855480544,0.946428363,0.979130323,1.005050422,0.907466226,1.084890749,1.069775803,1.249956079,1.465251186,1.066083559,1.195901003,1.41178879,1.206591393,1.36311956,1.544144465,1.078052409,1.264194683,1.38405268,1.099183223,0.96424784,1.104589673,1.019666973,0.993262573,0.971051039,0.860456893,0.887960196,0.936226512,0.807279635,0.804063403,0.879692862,0.630289315,0.738215824,0.635879187,0.61301362,0.731854475,0.803695951,0.595403698,0.894468145,0.695269088,0.665998447,0.633696497,0.631116538,0.587174764,0.76280443,0.944506354,0.573094997,0.642580006,0.64161257,0.490214708,0.565516098,1.018513168,0.395587883,0.472796661,0.97452424,-0.058386922,-0.040797042,-0.143037404,-0.083818074,-0.108359291,0.095105397,-0.158417484,-0.280103629,-0.210486146,0.140005353,0.141894845,0.076748043,0.007095448,0.169097639,0.012448099,0.741892795,0.246494896,0.103162347,0.053320076,0.858105155,0.923251957,0.992904552,0.830902361,0.987551901,0.258107205,0.753505104,0.896837653,0.946679924,-0.143037404,0.00110295,3,3,1,3,54.45230461,64.4250501,53.53527054,56.22905812,56.17174349,53.87915832,0.884359852,0.521275442,0.155294926,0.87709678,0.709538805,0.267937223,59.00881764,-2.044221777,0.59775387,,-0.239975828,,0.141894845,0.47437617,0,1
SDK1,IPI00383951.6,A0A087WTQ6,14,13,11,14,12,13,13,13,10,14,11,13,1,1,1,1,1,1,1.052559801,1.038458136,1.062590637,1.00785548,1.077284952,1.096798758,1.074822915,1.035570765,1.051751409,1.100491697,1.022673608,1.08568104,0.939384886,0.921745224,0.890033174,0.994671936,0.902662259,0.940557597,0.617828152,0.607335447,0.663601082,0.592217578,0.641216373,0.683369442,0.468224011,0.490429143,0.520118288,0.476768237,0.520139923,0.540760631,0.347504742,0.34328965,0.391451912,0.340242269,0.356198301,0.398090378,0.286091272,0.323109352,0.328497647,0.29584593,0.336929174,0.318320947,0.243609602,0.264145498,0.290098227,0.237118077,0.251185097,0.275752857,0.201877903,0.208665823,0.224872933,0.213544675,0.159592994,0.216268658,0.077986449,0.020591825,0.043993276,0.019862963,0.055698209,0.015681633,0.021130823,-0.06157098,-0.120675836,0.067003343,0.996780987,0.797859536,0.821273703,0.659319252,0.95920596,0.705837841,0.703938142,0.016046505,0.238196716,0.003219013,0.202140464,0.178726297,0.340680748,0.04079404,0.294162159,0.296061858,0.983953495,0.761803284,0.077986449,0.016952751,3,1,1,1,51.18537074,51.12805611,51.64388778,50.66953908,51.75851703,51.75851703,0.981106268,0.983446133,0.987256777,0.980307356,0.989865486,0.990830911,57.00280561,0.076419506,0.857090819,,0.028048083,0.082616609,0.003219013,0.058604336,1,1
SELPLG,IPI00029591.1,"Q14242,A0A0C4DFY0",4,11,5,6,7,8,3,7,4,5,5,5,1,1,1,1,1,1,0.974892266,1.010032132,1.014497929,1.115192977,1.052117918,1.01940783,1.008920265,0.963097333,1.072823581,1.002717444,1.031582945,1.09639552,0.914316458,0.93442778,1.003385934,0.918646444,0.927521349,1.061257198,0.862184551,0.878084187,0.919797016,0.848677717,1.006518614,0.930077838,0.803961551,0.918133994,0.792881843,0.751250529,0.864871664,0.856944892,0.648978162,0.731899183,0.709516405,0.659351339,0.752078859,0.786251607,0.683188601,0.71895805,0.69086712,0.638313984,0.747877292,0.69239146,0.702093064,0.444659001,0.566821474,0.582554885,0.441346004,0.571596548,0.543457297,0.25059765,0.399358064,0.55811605,0.255513092,0.417595879,0.04280049,0.040521587,0.025670393,0.06339957,-0.023984837,0.070090504,-0.012647996,-0.089318255,0.043615807,0.080709388,0.913088821,0.836368352,0.771487132,0.776041962,0.37920797,0.891711847,0.403389389,0.213252433,0.971774091,0.086911179,0.163631648,0.228512868,0.223958038,0.62079203,0.108288153,0.596610611,0.786747567,0.028225909,0.043615807,0.082019391,3,1,1,9,53.42064128,61.38737475,61.33006012,52.6755511,61.38737475,61.27274549,0.929472236,0.961483188,0.957678005,0.997022104,0.962780756,0.964824366,,-0.26746827,0.948807089,,-0.013631373,0.195284265,0.086911179,0.368541394,1,1
SEMA4A,IPI00149097.2,"Q5TCJ5,Q9H3S1",26,25,24,19,20,22,23,22,23,17,19,20,1,1,1,1,1,1,0.962150813,0.988809839,0.981617491,0.991640442,1.004307706,0.984133736,1.09365955,1.074286586,1.09933196,1.073916918,1.025971864,1.10693146,1.044032897,1.038536543,1.045876677,1.05752077,1.013644683,1.030127151,0.915768304,0.896423514,0.88273383,0.898893642,0.885077794,0.891799348,0.850649189,0.80206726,0.798753995,0.868470542,0.812374252,0.833098201,0.576934242,0.55212141,0.595430359,0.582639836,0.55824686,0.623447964,0.415969604,0.472876014,0.481267543,0.468987438,0.501850702,0.498682071,0.286743162,0.32291829,0.371327643,0.320248887,0.325770794,0.368360478,0.229814445,0.213898439,0.248564708,0.234398323,0.173339174,0.24987525,-0.021275087,-0.027576755,-0.012790484,-0.010155926,0.036356414,0.032150502,0.103382882,0.05351605,-0.089082972,0.055675301,0.025483645,0.168712571,0.255181135,0.25367681,0.948747113,0.899579735,0.947972505,0.789019578,0.246854445,0.974516355,0.831287429,0.744818865,0.74632319,0.051252887,0.100420265,0.052027495,0.210980422,0.753145555,-0.021275087,0.03405221,3,5,1,1,56.34368737,56.63026052,56.68757515,56.80220441,58.12044088,57.3753507,0.98484412,0.982725,0.975319308,0.976301451,0.98477418,0.971670576,63.88056112,0.878824315,0.090782006,,-0.092321121,0.117421413,0.025483645,0.179775532,1,1
SEMA4C,IPI00073763.4,Q9C0C4,5,5,,4,3,2,5,5,,4,3,2,1,1,,1,1,1,1.146015159,0.948928337,,1.053728033,1.100246932,1.147626026,1.025775635,,1.029354276,1.015215412,,1.029376251,1.003496646,,0.937647269,1.003372854,,1.050593597,0.618735218,0.816848804,0.736262298,0.553855883,0.820208791,0.760487466,0.487617545,0.630746967,0.577595074,0.512942548,0.641141944,0.676184065,0.322933418,0.419881148,0.46686626,0.321111256,0.442630897,0.410837853,0.261552335,0.37761946,0.435750939,0.255750295,0.404098204,0.274862115,0.175900271,,0.325736221,0.237059869,,0.305089763,0.188975446,,0.272643645,0.174796628,,0.21720565,0.106595933,-0.007449267,0.081954754,-0.035728248,0.10799574,-0.03882686,-0.199795541,0.168011687,-0.220238171,0.168948996,0.947939213,0.250656663,0.749654736,0.314278161,0.889751903,0.331621102,0.242795707,0.681237946,0.144793818,0.052060787,0.749343337,0.250345264,0.685721839,0.110248097,0.668378898,0.757204293,0.318762054,0.855206182,0.106595933,0.052060787,1,1,1,1,51.7012024,52.84749499,52.6755511,50.78416834,52.15971944,52.96212425,0.978150822,0.997199197,0.985262105,0.97194501,0.997015881,0.981449921,60.9002004,-0.439412158,0.579296524,,0.062741288,0.143787974,0.052060787,0.280549798,1,1
