,Accession,Score,Rep1pVal (-log10),Rep1delta_Tm,Rep1Group1_R2,Rep1Group2_R2,Rep1Group1_Tm,Rep1Group2_Tm,Rep1min_Slope,Rep2pVal (-log10),Rep2delta_Tm,Rep2Group1_R2,Rep2Group2_R2,Rep2Group1_Tm,Rep2Group2_Tm,Rep2min_Slope
380,RER1,0.0,0.713,-0.92,0.936,0.959,55.33,54.41,-0.057,,,0.475,0.723,68.22,56.23,-0.034
379,RELL1,0.0,,,0.708,0.652,60.86,61.35,-0.024,,,0.823,0.782,58.22,57.88,-0.028
378,REEP5,0.0,,,0.0,0.0,68.99,68.99,-0.0,,,0.0,0.0,37.0,37.0,0.0
377,RDX,0.0,0.486,0.71,0.981,0.987,57.79,58.5,-0.153,0.494,-0.74,0.99,0.978,58.11,57.37,-0.103
376,RCC2,0.0,0.34,0.02,0.991,0.999,52.09,52.11,-0.144,0.348,-0.21,0.996,0.976,51.6,51.39,-0.18
375,RAP2B,0.0,,,0.0,0.0,68.99,37.0,-0.0,,,0.0,0.0,37.0,37.0,0.0
374,RAP1B,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,37.0,37.0,0.0
373,RAC2,0.0,0.352,-0.02,0.963,0.96,54.62,54.6,-0.178,0.743,-1.44,0.993,0.973,55.51,54.07,-0.06
372,RAC1,0.0,,,0.0,0.055,65.93,65.91,-0.638,,,0.024,0.318,65.98,65.82,-0.713
371,RAB8A,0.0,1.112,1.92,0.923,0.896,60.09,62.01,-0.028,,,0.0,0.043,68.99,68.99,-0.561
370,RAB6A,0.0,,,0.199,0.0,68.99,68.99,-0.035,,,0.126,0.324,68.99,68.99,-0.006
369,RAB5C,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,37.0,37.0,0.0
368,RAB5B,0.0,,,0.004,0.0,68.99,68.99,-0.374,,,0.0,0.0,37.0,37.0,0.0
334,PLP2,0.0,,,0.0,0.055,37.0,68.99,-0.065,,,0.106,0.197,68.99,68.99,-0.055
332,PLAU,0.0,1.185,2.03,0.917,0.912,60.17,62.2,-0.032,0.454,0.59,0.977,0.957,58.82,59.41,-0.036
399,SDC3,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.079,0.446,68.99,68.99,-0.012
299,MUC1,0.0,,,0.9,0.654,65.1,68.99,-0.02,,,0.92,0.78,66.04,68.99,-0.02
297,MSN,0.0,0.344,0.3,0.996,0.996,51.99,52.29,-0.44,0.313,-0.06,0.998,0.998,52.01,51.95,-0.399
296,MSH6,0.0,0.743,-0.98,0.981,0.984,48.6,47.62,-0.065,1.167,-2.35,0.991,0.987,49.45,47.1,-0.094
295,MRC2,0.0,0.465,-0.35,0.988,0.98,56.09,55.74,-0.081,0.494,-0.74,0.962,0.94,55.47,54.73,-0.069
294,MPZL1,0.0,0.544,-0.55,0.923,0.948,62.89,62.34,-0.031,0.354,0.22,0.943,0.918,63.44,63.66,-0.031
293,MPP1,0.0,0.326,0.24,0.998,0.999,48.33,48.57,-0.146,0.397,-0.4,0.999,0.999,48.32,47.92,-0.133
292,MPDU1,0.0,,,0.0,0.0,68.99,68.99,-0.0,,,0.0,0.0,37.0,68.99,-0.0
291,MME,0.0,0.522,0.8,0.906,0.885,60.84,61.64,-0.042,0.598,1.04,0.923,0.913,60.64,61.68,-0.043
290,MIF,0.0,1.962,-2.7,0.827,0.935,64.49,61.79,-0.072,1.34,-2.66,0.835,0.859,63.45,60.79,-0.031
289,MFI2,0.0,0.636,-0.76,0.996,0.995,55.0,54.24,-0.049,0.429,-0.52,0.997,0.996,56.65,56.13,-0.045
288,MFGE8,0.0,0.544,-0.55,0.975,0.958,59.49,58.94,-0.041,0.557,0.92,0.949,0.943,59.27,60.19,-0.034
287,MESDC2,0.0,,,0.583,0.898,68.99,57.04,-0.051,,,0.701,0.915,64.43,54.1,-0.139
286,MERTK,0.0,0.366,0.37,0.998,0.991,49.02,49.39,-0.141,0.385,0.34,0.996,0.989,48.84,49.18,-0.121
285,MDH2,0.0,,,0.653,0.952,60.97,62.93,-0.867,0.324,-0.11,0.933,0.965,63.1,62.99,-0.898
284,MCTS1,0.0,0.659,-0.81,0.929,0.941,56.77,55.96,-0.054,0.441,-0.56,0.943,0.905,56.78,56.22,-0.066
283,MCAM,0.0,0.332,0.26,0.934,0.917,68.73,68.99,-0.02,0.499,0.74,0.944,0.903,67.59,68.33,-0.029
282,MARCKSL1,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,37.0,37.0,0.0
281,MAP4,0.0,,,0.0,0.0,37.0,68.99,-0.003,,,0.0,0.0,68.9,68.99,-0.117
280,MAP1B,0.0,2.008,-2.75,0.918,0.96,56.02,53.27,-0.051,0.723,-1.39,0.973,0.982,55.79,54.4,-0.063
