,Accession,Score,pVal (-log10),Rep1delta_SH,Rep2delta_SH,Rep1Group1_R2,Rep1Group2_R2,Rep1Group1_SH,Rep1Group2_SH,Rep1min_Slope,Rep2Group1_R2,Rep2Group2_R2,Rep2Group1_SH,Rep2Group2_SH,Rep2min_Slope
380,RER1,0.0,,0.041,,0.936,0.959,4.915,4.797,-0.057,0.475,0.723,,,
379,RELL1,0.0,,,,0.708,0.652,,,,0.823,0.782,,,
378,REEP5,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
375,RAP2B,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
374,RAP1B,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
372,RAC1,0.0,,,,0.0,0.055,,,,0.024,0.318,,,
370,RAB6A,0.0,,,,0.199,0.0,,,,0.126,0.324,,,
362,QSOX2,0.0,,0.097,,0.908,0.922,5.141,4.72,-0.042,0.651,0.355,,,
369,RAB5C,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
368,RAB5B,0.0,,,,0.004,0.0,,,,0.0,0.0,,,
367,RAB5A,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
365,RAB35,0.0,,,,0.208,0.169,,,,0.064,0.079,,,
364,RAB21,0.0,,,,0.0,0.0,,,,0.059,0.036,,,
363,RAB14,0.0,,,,0.078,0.033,,,,0.0,0.537,,,
310,NPTN,0.0,,,,0.726,0.647,,,,0.813,0.785,,,
306,NCSTN,0.0,,,,0.752,0.82,,,,0.06,0.012,,,
169,EVI2B,0.0,,,,0.323,0.293,,,,0.0,0.0,,,
299,MUC1,0.0,,,,0.9,0.654,,,,0.92,0.78,,,
230,IFNGR1,0.0,,,,0.0,0.0,,,,0.292,0.173,,,
220,HSPA5,0.0,,,,0.0,0.634,,,,0.0,0.175,,,
219,HSP90B1,0.0,,,,0.232,0.658,,,,0.486,0.574,,,
216,HSD17B11,0.0,,0.053,,0.911,0.951,5.058,4.889,-0.08,0.0,0.032,,,
213,HN1L,0.0,,0.333,,0.852,0.893,5.807,6.49,-0.779,0.866,0.69,,,
210,HM13,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
209,HINT1,0.0,,0.28,,0.933,0.885,5.885,6.263,-0.394,0.715,0.85,,,
207,HDLBP,0.0,,0.301,,0.884,0.96,3.998,3.762,-0.116,0.931,0.357,,,
204,GSR,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
203,GPRC5C,0.0,,0.134,,0.884,0.846,6.128,6.812,-0.035,0.147,0.242,,,
198,GOT2,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
194,GLG1,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
193,GLB1L2,0.0,,0.056,,0.955,0.833,5.25,5.368,-0.042,0.433,0.03,,,
191,GGT1,0.0,,0.077,,0.875,0.908,6.725,6.242,-0.025,0.801,0.796,,,
190,GGH,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
243,ITFG1,0.0,,0.014,,0.977,0.981,4.491,4.513,-0.05,0.546,0.331,,,
249,ITGB1,0.0,,,,0.742,0.799,,,,0.187,0.137,,,
252,ITGB5,0.0,,0.047,,0.904,0.933,5.844,6.036,-0.037,0.894,0.766,,,
270,LRPAP1,0.0,,,,0.02,0.0,,,,0.002,0.291,,,
292,MPDU1,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
287,MESDC2,0.0,,,,0.583,0.898,,,,0.701,0.915,,,
285,MDH2,0.0,,,0.047,0.653,0.952,,,,0.933,0.965,6.999,6.998,-0.898
282,MARCKSL1,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
281,MAP4,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
278,M6PR,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
267,LNPEP,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
254,KARS,0.0,,,0.156,0.926,0.774,,,,0.939,0.814,3.287,3.67,-0.1
266,LMAN2,0.0,,0.025,,0.907,0.945,5.146,5.178,-0.067,0.738,0.554,,,
263,LDLR,0.0,,,,0.685,0.859,,,,0.387,0.644,,,
261,LANCL1,0.0,,,,0.79,0.955,,,,0.423,0.112,,,
260,LAMP2,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
259,LAMP1,0.0,,,,0.0,0.0,,,,0.0,0.0,,,
255,KCNN4,0.0,,,,0.911,0.754,,,,0.905,0.0,,,
265,LGALS1,0.0,,,,0.034,0.733,,,,0.322,0.415,,,
