,Accession,Score,pVal (-log10),Rep1delta_SH,Rep2delta_SH,Rep1Group1_R2,Rep1Group2_R2,Rep1Group1_SH,Rep1Group2_SH,Rep1min_Slope,Rep2Group1_R2,Rep2Group2_R2,Rep2Group1_SH,Rep2Group2_SH,Rep2min_Slope
353,PTK7,0.717,0.722,0.012,0.008,0.998,0.998,3.313,3.273,-0.086,0.997,0.997,3.424,3.415,-0.085
124,CNNM4,0.715,0.721,0.008,0.012,0.998,0.997,2.256,2.258,-0.137,0.997,0.996,2.076,2.128,-0.163
250,ITGB2,0.708,0.786,0.019,0.027,0.981,0.967,5.536,5.625,-0.032,0.937,0.947,5.634,5.497,-0.028
172,F5,0.707,0.769,0.08,0.155,0.977,0.981,5.001,5.379,-0.055,0.986,0.992,5.309,5.856,-0.08
387,RNPEP,0.705,0.707,0.081,0.058,0.999,0.999,2.362,2.455,-0.191,0.999,0.999,2.506,2.302,-0.142
18,ADCY7,0.7,0.703,0.031,0.054,0.999,0.999,2.398,2.362,-0.132,0.988,0.989,2.729,2.918,-0.144
245,ITGA2B,0.69,0.698,0.075,0.051,0.998,0.996,4.587,4.198,-0.075,0.998,0.957,4.462,4.616,-0.082
6,ABCC5,0.689,0.721,0.038,0.018,0.99,0.988,3.47,3.453,-0.075,0.989,0.99,3.86,3.888,-0.077
11,ACTN1,0.686,0.742,0.093,0.137,0.972,0.988,5.107,4.823,-0.1,0.978,0.977,4.899,4.492,-0.101
337,PLXNA3,0.683,0.686,0.065,0.038,0.999,0.999,2.317,2.422,-0.145,0.996,0.999,2.952,2.888,-0.097
376,RCC2,0.681,0.695,0.026,0.05,0.991,0.999,3.109,3.151,-0.144,0.996,0.976,3.048,2.965,-0.18
221,HSPA8,0.681,0.795,0.071,0.064,0.96,0.964,4.053,4.22,-0.065,0.965,0.971,4.146,3.882,-0.061
181,FERMT3,0.677,0.684,0.06,0.032,0.996,0.999,2.452,2.542,-0.179,0.995,0.994,2.38,2.285,-0.149
166,ERLIN2,0.675,0.818,0.114,0.116,0.944,0.963,3.775,3.897,-0.952,0.991,0.984,3.792,3.501,-0.124
161,ENTPD1,0.668,0.773,0.012,0.022,0.982,0.947,5.24,5.157,-0.041,0.979,0.966,5.486,5.635,-0.051
480,SUCLG2,0.666,0.679,0.08,0.052,0.993,0.998,3.246,3.365,-0.189,0.997,0.991,3.163,3.156,-0.213
342,PPME1,0.664,0.684,0.065,0.092,0.988,0.998,3.258,3.314,-0.136,0.991,0.984,3.59,3.311,-0.164
123,CNNM3,0.661,0.677,0.037,0.008,0.993,0.995,2.752,2.689,-0.112,0.995,0.991,2.558,2.567,-0.123
199,GP1BB,0.655,0.741,0.035,0.019,0.978,0.961,5.323,5.106,-0.038,0.972,0.966,5.059,5.093,-0.032
403,SEMA4C,0.654,0.679,0.023,0.051,0.99,0.992,4.609,4.553,-0.07,0.987,0.989,4.616,4.722,-0.07
75,BTN2A1,0.654,0.7,0.006,0.03,0.98,0.986,3.505,3.494,-0.087,0.986,0.99,3.48,3.566,-0.096
176,FASN,0.653,0.68,0.016,0.234,0.991,0.989,2.878,2.843,-0.167,0.992,1.0,2.889,3.275,-0.293
472,STIM1,0.652,0.672,0.09,0.061,0.99,0.994,3.439,3.318,-0.1,0.994,0.999,3.491,3.495,-0.141
462,SLC9A3R1,0.652,0.7,0.055,0.031,0.979,0.986,5.212,5.283,-0.069,0.957,0.953,5.319,5.309,-0.048
361,PVRL2,0.651,0.756,0.008,0.005,0.963,0.964,5.717,5.768,-0.035,0.945,0.942,6.159,6.163,-0.03
345,PRKAR2A,0.65,0.651,0.047,0.081,1.0,1.0,2.951,3.077,-0.091,0.998,0.998,3.034,2.773,-0.096
142,DDR1,0.65,0.655,0.016,0.017,0.999,0.998,2.283,2.278,-0.132,0.998,0.997,2.162,2.134,-0.124
349,PRPS2,0.647,0.682,0.125,0.094,0.987,0.987,5.863,6.109,-0.157,0.936,0.853,5.124,5.603,-0.061
504,TOR2A,0.639,0.788,0.101,0.093,0.933,0.966,4.047,4.437,-0.251,0.987,0.982,4.335,4.014,-0.148
305,NCAM2,0.635,0.797,0.143,0.149,0.984,0.907,5.654,5.3,-0.094,0.964,0.91,6.168,6.944,-0.047
288,MFGE8,0.633,0.725,0.048,0.029,0.975,0.958,5.456,5.298,-0.041,0.949,0.943,5.359,5.552,-0.034
240,IL6ST,0.631,0.812,0.031,0.035,0.935,0.943,5.093,5.285,-0.032,0.956,0.989,4.845,4.767,-0.045
236,IL17RA,0.628,0.656,0.058,0.025,0.987,0.992,3.882,3.841,-0.066,0.997,0.996,3.665,3.71,-0.064
302,MYH9,0.628,0.656,0.087,0.126,0.989,0.989,3.136,3.268,-0.123,0.987,0.98,3.366,3.597,-0.157
276,LYN,0.627,0.633,0.101,0.063,0.998,0.998,3.311,3.398,-0.191,0.998,0.994,3.445,3.309,-0.118
105,CD84,0.627,0.722,0.026,0.046,0.972,0.959,5.463,5.629,-0.031,0.975,0.971,4.649,4.551,-0.064
212,HMOX2,0.627,0.637,0.09,0.053,0.995,0.997,2.285,2.536,-0.162,0.977,0.988,3.623,3.398,-0.074
165,EPS15,0.623,0.627,0.05,0.011,0.999,0.998,2.63,2.746,-0.196,0.999,0.998,2.714,2.713,-0.114
296,MSH6,0.621,0.665,0.058,0.158,0.981,0.984,2.588,2.34,-0.065,0.991,0.987,3.244,2.696,-0.094
500,TNFRSF10B,0.614,0.752,0.089,0.075,0.948,0.953,5.311,4.779,-0.033,0.994,0.976,4.855,5.358,-0.037
173,FAM171A1,0.605,0.617,0.055,0.096,0.996,0.995,3.564,3.451,-0.085,0.993,0.993,3.533,3.919,-0.081
264,LEPR,0.603,0.714,0.047,0.026,0.954,0.963,4.392,4.204,-0.074,0.989,0.99,5.005,5.145,-0.046
174,FAM49B,0.603,0.612,0.178,0.027,0.995,0.998,3.925,4.229,-0.17,0.988,0.994,4.076,4.079,-0.161
115,CLDND1,0.601,0.758,0.007,0.02,0.951,0.936,5.822,5.798,-0.038,0.953,0.923,5.849,5.959,-0.038
26,ANO6,0.597,0.636,0.057,0.094,0.983,0.985,4.387,4.5,-0.255,0.984,0.981,4.364,4.253,-0.199
348,PROCR,0.595,0.716,0.043,0.022,0.95,0.959,5.901,5.691,-0.036,0.959,0.935,5.668,5.807,-0.034
465,SNAP29,0.586,0.73,0.049,0.067,0.951,0.942,4.951,5.192,-0.046,0.946,0.938,4.922,4.644,-0.056
340,PLXND1,0.585,0.59,0.026,0.02,0.999,0.997,1.932,1.989,-0.187,0.999,0.997,1.888,1.984,-0.159
122,CNN2,0.582,0.586,0.063,0.016,0.998,0.999,2.368,2.417,-0.162,0.999,0.999,2.48,2.474,-0.144
215,HSD17B10,0.581,0.608,0.021,0.063,0.987,0.99,4.16,4.213,-0.122,0.992,0.993,4.191,4.066,-0.124
377,RDX,0.579,0.617,0.154,0.114,0.981,0.987,5.074,5.338,-0.153,0.99,0.978,5.178,4.87,-0.103
388,ROR2,0.578,0.589,0.018,0.029,0.997,0.994,2.571,2.549,-0.12,0.993,0.99,2.629,2.586,-0.127
231,IGF1R,0.576,0.585,0.044,0.092,0.998,0.994,2.16,2.09,-0.187,0.999,0.986,2.062,2.114,-0.15
226,ICAM5,0.576,0.619,0.026,0.066,0.983,0.982,5.42,5.402,-0.034,0.996,0.992,5.447,5.745,-0.037
356,PTPRJ,0.571,0.572,0.037,0.013,1.0,0.999,1.909,1.982,-0.185,1.0,1.0,2.024,2.092,-0.187
19,ADSS,0.571,0.591,0.17,0.124,0.986,0.996,5.308,5.616,-0.127,0.987,0.966,5.304,5.068,-0.149
294,MPZL1,0.567,0.741,0.024,0.008,0.923,0.948,6.025,5.975,-0.031,0.943,0.918,6.197,6.248,-0.031
414,SLC12A6,0.561,0.573,0.083,0.033,0.997,0.992,4.384,4.255,-0.124,0.995,0.99,4.051,4.156,-0.093
272,LRRC8A,0.559,0.566,0.099,0.151,0.997,0.997,3.566,3.377,-0.113,0.999,0.999,3.207,3.707,-0.107
458,SLC7A11,0.557,0.776,0.143,0.094,0.908,0.933,5.828,6.444,-0.055,0.936,0.949,5.855,6.271,-0.053
323,PC,0.552,0.582,0.007,0.056,0.988,0.987,2.248,2.27,-0.135,0.994,0.991,2.347,2.281,-0.133
336,PLXNA1,0.551,0.568,0.064,0.131,0.992,0.993,3.163,3.05,-0.096,0.995,0.998,3.207,2.831,-0.094
386,RNF149,0.548,0.598,0.082,0.037,0.969,0.988,4.491,4.331,-0.086,0.973,0.975,4.202,4.318,-0.073
253,JAG2,0.546,0.556,0.039,0.093,0.996,0.995,4.358,4.149,-0.063,0.992,0.99,4.743,5.382,-0.047
297,MSN,0.545,0.554,0.089,0.034,0.996,0.996,3.07,3.169,-0.44,0.998,0.998,3.088,3.036,-0.399
77,C17ORF60,0.543,0.586,0.027,0.02,0.978,0.984,5.217,5.296,-0.034,0.988,0.975,5.209,5.237,-0.035
162,ENTPD3,0.543,0.572,0.074,0.023,0.997,0.977,4.636,4.925,-0.055,0.977,0.976,4.992,4.897,-0.058
232,IGF2R,0.54,0.686,0.05,0.17,0.938,0.946,5.475,5.633,-0.03,0.954,0.912,5.515,6.449,-0.04
409,SIGLEC10,0.54,0.572,0.032,0.018,0.992,0.979,4.045,4.058,-0.054,0.976,0.976,4.291,4.309,-0.056
280,MAP1B,0.54,0.695,0.139,0.082,0.918,0.96,4.544,3.857,-0.051,0.973,0.982,4.531,4.332,-0.063
143,DIAPH1,0.536,0.538,0.04,0.098,0.998,0.999,2.126,2.151,-0.144,0.999,0.999,2.215,2.038,-0.133
417,SLC19A1,0.532,0.804,0.008,0.013,0.913,0.891,6.024,5.979,-0.029,0.95,0.895,5.771,5.772,-0.034
516,UNC5B,0.53,0.543,0.131,0.059,0.995,0.992,2.5,2.275,-0.192,0.983,0.973,2.367,2.348,-0.156
155,EFNB1,0.53,0.541,0.024,0.034,0.997,0.993,4.133,4.223,-0.066,0.991,0.995,4.254,4.361,-0.068
331,PKM2,0.53,0.735,0.003,0.02,0.859,0.989,6.259,6.263,-0.912,0.902,0.933,6.167,6.155,-0.951
133,CSK,0.53,0.579,0.023,0.071,0.986,0.97,2.865,3.02,-0.098,0.975,0.988,3.116,2.954,-0.182
450,SLC4A2,0.527,0.546,0.036,0.02,0.99,0.993,2.951,3.039,-0.116,0.996,0.994,3.083,3.144,-0.133
246,ITGA5,0.527,0.733,0.062,0.045,0.939,0.903,6.601,6.275,-0.037,0.906,0.914,6.056,6.272,-0.035
352,PTGFRN,0.524,0.605,0.032,0.171,0.962,0.968,5.413,5.583,-0.045,0.972,0.987,5.302,6.097,-0.061
137,CUL5,0.522,0.55,0.046,0.145,0.976,0.998,5.14,5.311,-0.156,0.99,0.968,3.667,3.929,-0.139
140,DCBLD2,0.521,0.531,0.031,0.028,0.996,0.995,5.023,4.853,-0.059,0.989,0.997,4.992,4.84,-0.059
393,RTN4RL2,0.521,0.774,0.01,0.021,0.896,0.916,4.601,4.558,-0.044,0.91,0.884,5.599,5.666,-0.041
15,ADAM17,0.517,0.556,0.037,0.017,0.973,0.991,4.371,4.266,-0.058,0.979,0.986,4.238,4.129,-0.073
205,GSTP1,0.508,0.528,0.136,0.075,0.993,0.987,4.165,4.467,-0.171,0.988,0.993,4.034,3.84,-0.114
214,HNRNPM,0.506,0.508,0.018,0.047,0.999,0.999,1.756,1.65,-0.124,1.0,1.0,1.79,1.654,-0.135
14,ADAM15,0.504,0.538,0.026,0.084,0.988,0.98,4.254,4.372,-0.049,0.996,0.976,4.755,4.593,-0.066
457,SLC7A1,0.5,0.718,0.149,0.129,0.957,0.872,6.894,6.356,-0.067,0.883,0.819,6.445,6.849,-0.078
244,ITFG3,0.499,0.797,0.04,0.046,0.893,0.886,5.867,6.046,-0.029,0.928,0.917,5.754,5.43,-0.029
170,EZR,0.499,0.506,0.08,0.014,0.996,0.996,3.443,3.498,-0.336,0.998,0.999,3.345,3.291,-0.365
405,SEMA7A,0.498,0.506,0.046,0.019,0.997,0.994,3.501,3.659,-0.082,0.999,0.998,3.557,3.584,-0.086
295,MRC2,0.497,0.53,0.022,0.038,0.988,0.98,5.233,5.164,-0.081,0.962,0.94,4.997,4.908,-0.069
313,NSF,0.496,0.504,0.074,0.107,0.997,0.996,2.557,2.603,-0.176,1.0,0.998,2.468,2.76,-0.186
489,TGFBR3,0.496,0.512,0.124,0.058,0.992,0.992,4.27,4.798,-0.064,0.996,0.996,4.48,4.774,-0.064
312,NRD1,0.488,0.497,0.071,0.107,0.995,0.996,3.088,3.25,-0.231,0.997,0.998,2.616,2.864,-0.463
222,HSPB1,0.483,0.526,0.087,0.027,0.976,0.981,2.684,2.732,-0.133,0.978,0.977,2.7,2.559,-0.132
117,CLIC4,0.481,0.487,0.05,0.02,0.998,0.996,3.358,3.271,-0.169,0.996,0.994,3.181,3.058,-0.128
103,CD80,0.478,0.638,0.054,0.018,0.922,0.939,5.406,5.47,-0.033,0.988,0.99,4.715,4.658,-0.041
234,IL10RB,0.478,0.489,0.051,0.019,0.994,0.995,3.481,3.623,-0.088,0.992,0.991,3.437,3.526,-0.085
415,SLC12A7,0.476,0.482,0.002,0.074,0.997,0.997,2.608,2.604,-0.125,0.999,0.997,2.359,2.517,-0.15
493,TLR9,0.476,0.522,0.048,0.137,0.985,0.97,4.426,4.43,-0.129,0.981,0.994,3.832,4.107,-0.14
182,FLNA,0.474,0.476,0.116,0.058,0.998,0.999,2.574,2.796,-0.199,0.995,0.998,2.862,2.927,-0.248
242,IQGAP2,0.473,0.475,0.044,0.029,0.999,0.998,2.122,2.154,-0.187,0.997,0.995,2.039,2.12,-0.206
289,MFI2,0.47,0.478,0.037,0.035,0.996,0.995,4.286,4.134,-0.049,0.997,0.996,4.921,4.776,-0.045
257,KISS1R,0.468,0.507,0.051,0.015,0.964,0.997,4.863,4.896,-0.09,0.962,0.98,4.699,4.769,-0.066
3,ABCC1,0.467,0.535,0.037,0.151,0.976,0.957,4.081,4.187,-0.096,0.976,0.984,4.045,4.439,-0.111
32,ANXA5,0.467,0.469,0.035,0.039,0.999,0.999,2.089,1.977,-0.184,0.999,1.0,1.778,1.77,-0.203
521,VASP,0.467,0.48,0.111,0.039,0.992,0.995,2.424,2.524,-0.191,0.999,0.999,2.54,2.429,-0.153
183,FLNB,0.466,0.47,0.059,0.113,0.998,0.998,3.205,3.395,-0.2,0.999,0.998,3.369,3.759,-0.221
515,UAP1,0.466,0.493,0.112,0.044,0.985,0.988,4.397,4.538,-0.236,0.987,0.998,4.025,3.932,-0.132
513,TXNDC4,0.465,0.713,0.164,0.061,0.852,0.948,5.418,4.882,-0.091,0.968,0.952,5.061,4.999,-0.113
97,CD48,0.464,0.608,0.132,0.072,0.943,0.927,5.63,6.362,-0.036,0.956,0.93,6.117,6.381,-0.031
468,SPINT1,0.463,0.659,0.073,0.041,0.921,0.91,5.588,6.002,-0.041,0.941,0.9,5.982,5.906,-0.04
373,RAC2,0.462,0.54,0.03,0.087,0.963,0.96,4.889,4.989,-0.178,0.993,0.973,4.567,4.261,-0.06
271,LRRC4B,0.46,0.485,0.084,0.014,0.989,0.985,4.947,4.63,-0.053,0.997,0.993,4.052,4.129,-0.047
41,ARL15,0.46,0.509,0.099,0.034,0.979,0.971,4.683,5.045,-0.065,0.947,0.953,5.118,4.938,-0.044
355,PTPRC,0.456,0.48,0.038,0.11,0.987,0.988,3.573,3.488,-0.11,0.992,0.993,3.607,3.855,-0.138
66,ATRN,0.451,0.539,0.034,0.024,0.935,0.979,5.715,5.499,-0.027,0.963,0.93,5.644,5.617,-0.025
325,PDIA3,0.449,0.54,0.098,0.091,0.926,0.986,4.506,4.011,-0.121,0.944,0.951,4.378,3.983,-0.129
233,IGSF8,0.448,0.586,0.016,0.031,0.947,0.922,5.456,5.539,-0.045,0.905,0.898,5.32,5.464,-0.038
248,ITGAV,0.444,0.468,0.025,0.049,0.986,0.987,5.373,5.505,-0.037,0.958,0.943,5.393,5.689,-0.029
412,SLC12A2,0.444,0.543,0.05,0.14,0.957,0.945,4.166,4.364,-0.088,0.96,0.967,4.15,4.583,-0.099
275,LRRC8D,0.443,0.452,0.031,0.199,0.994,0.996,3.305,3.292,-0.112,0.994,0.994,3.384,3.998,-0.14
517,USP14,0.44,0.455,0.237,0.069,0.994,0.989,2.443,2.943,-1.147,0.997,0.994,2.822,2.676,-0.194
467,SORT1,0.434,0.649,0.034,0.068,0.913,0.897,5.9,5.927,-0.025,0.862,0.933,6.083,5.862,-0.029
84,CAP1,0.432,0.439,0.068,0.015,0.994,0.999,3.58,3.649,-0.25,0.994,0.994,3.447,3.49,-0.196
64,ATP7A,0.432,0.436,0.034,0.05,0.998,0.998,2.512,2.518,-0.136,0.998,0.997,2.591,2.744,-0.145
528,YWHAH,0.432,0.436,0.116,0.033,0.999,0.997,3.315,3.512,-0.126,0.999,0.997,3.306,3.282,-0.124
320,PAFAH1B2,0.431,0.436,0.157,0.074,0.999,0.996,2.92,3.245,-0.164,0.995,0.996,2.872,2.719,-0.097
147,DNAJA2,0.426,0.434,0.119,0.036,0.996,0.994,3.161,3.441,-0.121,0.997,0.993,3.771,3.709,-0.094
116,CLIC1,0.426,0.441,0.104,0.022,0.983,0.999,3.199,3.033,-0.247,0.994,0.987,3.007,3.051,-0.166
238,IL18R1,0.424,0.43,0.047,0.038,0.995,0.998,3.089,3.259,-0.095,0.992,0.994,3.067,3.248,-0.095
186,FLVCR1,0.423,0.514,0.098,0.085,0.965,0.94,6.456,6.621,-0.281,0.944,0.902,6.515,6.658,-0.263
258,KTN1,0.422,0.429,0.075,0.087,0.993,0.998,2.926,2.974,-0.108,0.999,0.994,2.91,3.306,-0.103
471,STEAP3,0.421,0.493,0.024,0.092,0.961,0.961,2.95,2.851,-0.085,0.983,0.955,3.804,4.16,-1.051
